GridSize,ActionIn1,Iteration,MountainCar_std1_higher,Regret/t,MountainCar_mu0_higher,NumTrajectories,ReturnLastEpisode,Regret,AvgEpLen,TimeElapsed,MountainCar_mu1_higher,MountainCar_std0_higher,ReturnMean,MinEpLen
400,-11.986649,1,1.5,2.1196491919012503,-1.0,1,-1.5196491919012503,2.1196491919012503,500.0,0.15457701683044434,-10.0,0.14999999,-1.5196491919012503,500
400,-5.228436,2,1.5,1.5430394060102657,0.47368422,2,-0.36642962011928093,3.0860788120205314,500.0,0.44074559211730957,-1.5789474,0.14999999,-0.9430394060102656,500
400,4.881694,3,1.5,1.806507032202128,-1.0,3,-1.7334422845858526,5.419521096606384,500.0,0.6621863842010498,6.8421054,0.14999999,-1.206507032202128,500
400,-3.5239928,4,1.5,2.3988810008168384,1.0,4,-3.5760029066609693,9.595524003267354,500.0,0.8754162788391113,-5.7894735,0.14999999,-1.7988810008168383,500
400,4.0594573,5,1.5,3.5760820044620814,1.0,5,-7.684886019043053,17.880410022310407,500.0,1.060354471206665,2.631579,0.14999999,-2.9760820044620813,500
400,11.586232,6,1.5,4.086393143702183,1.0,6,-6.037948839902692,24.5183588622131,500.0,1.220743179321289,10.0,0.14999999,-3.4863931437021836,500
400,-6.451399,7,1.5,3.9266944258782552,-1.0,7,-2.368502118934685,27.486860981147785,500.0,1.3891117572784424,-3.6842105,0.14999999,-3.326694425878255,500
400,0.038457453,8,1.5,3.7065044190709924,-1.0,8,-1.5651743714201525,29.65203535256794,500.0,1.5605127811431885,0.5263158,0.14999999,-3.1065044190709923,500
400,-8.098459,9,1.5,3.793641724567633,1.0,9,-3.8907401685407597,34.142775521108696,500.0,1.7298061847686768,-8.947369,0.14999999,-3.193641724567633,500
400,9.332281,10,1.5,4.432960294938065,1.0,10,-9.586827428271953,44.32960294938065,500.0,1.8965942859649658,5.7894735,0.14999999,-3.832960294938065,500
400,-8.224605,11,1.5,4.223769677751907,-1.0,11,-1.5318635058903314,46.46146645527098,500.0,2.2280869483947754,-6.8421054,0.14999999,-3.6237696777519073,500
400,9.099733,12,1.5,3.9521959986259265,-1.0,12,-0.3648855282401384,47.42635198351112,493.6666666666667,2.421725273132324,8.947369,0.14999999,-3.3521959986259264,424
400,3.9272954,13,1.5,3.8581250671975105,-1.0,13,-2.1292738900565196,50.15562587356764,494.15384615384613,2.6087934970855713,3.6842105,0.14999999,-3.2581250671975104,424
400,-2.28801,14,1.5,4.025712010565386,1.0,14,-5.604342274347772,56.35996814791541,494.57142857142856,2.839103937149048,-3.6842105,0.14999999,-3.425712010565386,424
400,-1.3631884,15,1.5,3.9312535030425715,-1.0,15,-2.008834397723162,58.968802545638574,494.93333333333334,3.042109251022339,-1.5789474,0.14999999,-3.331253503042571,424
400,-1.0805457,16,1.5,4.379202655265297,1.0,16,-10.49843993860618,70.06724248424476,495.25,3.2497260570526123,-0.5263158,0.14999999,-3.779202655265297,424
400,11.09683,17,1.5,4.027445486439014,-1.0,17,2.2006692147815343,68.46657326946323,485.1764705882353,3.4232189655303955,10.0,0.14999999,-3.4274454864390127,324
400,-2.101556,18,1.5,3.838678864945035,0.05263158,18,-0.02964629954739866,69.09621956901063,486.0,3.5986571311950684,-2.631579,0.14999999,-3.2386788649450344,324
400,12.5299425,19,1.5,3.3607592745106794,-0.68421054,19,5.841793353307723,63.85442621570291,474.57894736842104,3.714644193649292,10.0,0.14999999,-2.760759274510679,269
400,6.5305657,20,1.5,3.1809094206288138,-0.2631579,20,0.8362378031266338,63.61818841257627,473.8,3.8810818195343018,10.0,0.14999999,-2.580909420628813,269
400,9.413252,21,1.5,3.0717440734811,-0.68421054,21,-0.2884371305268294,64.5066255431031,475.0,4.0697455406188965,10.0,0.14999999,-2.4717440734810996,269
400,8.578665,22,1.5,2.690008896669623,-0.7894737,22,5.926429816371389,59.18019572673171,465.1818181818182,4.175409317016602,10.0,0.14999999,-2.0900088966696226,259
400,9.213304,23,1.5,2.5767194359776098,0.47368422,23,0.5156486992466869,59.26454702748502,465.9130434782609,4.348238229751587,10.0,0.14999999,-1.9767194359776092,259
400,11.386504,24,1.5,2.4125490196502652,0.15789473,24,1.9633705558786558,57.90117647160637,461.6666666666667,4.497882127761841,10.0,0.14999999,-1.812549019650265,259
400,12.386273,25,1.5,2.4386619363032227,-0.8947368,25,-2.465371935974201,60.96654840758057,463.2,4.720535755157471,10.0,0.14999999,-1.8386619363032224,259
400,11.621514,26,1.5,2.5508489490339956,0.7894737,26,-4.755524267303321,66.32207267488388,464.61538461538464,4.941784620285034,10.0,0.14999999,-1.9508489490339955,259
