MountainCar_std1_higher,AvgEpLen,ReturnMean,Regret/t,GridSize,TimeElapsed,Regret,NumTrajectories,MinEpLen,ReturnLastEpisode,MountainCar_std0_higher,ActionIn1,Iteration,MountainCar_mu1_higher,MountainCar_mu0_higher
0.14999999,527.5,0.5468999277142264,54.45310007228578,400,2.263141393661499,762.3434010120009,14,263,0.3242573337897774,0.14999999,7.757681,14,8.256767,-0.6163876
0.14999999,536.2666666666667,0.4573340550129953,54.54266594498701,400,2.473562479019165,818.1399891748051,15,263,-0.7965881628042404,0.14999999,7.726246,15,8.256767,-0.6163876
0.14999999,528.75,0.5080750225998912,54.49192497740011,400,2.620645761489868,871.8707996384018,16,263,1.269189536403331,0.14999999,7.8016424,16,8.256767,-0.6163876
0.14999999,517.5882352941177,0.6390447807267935,54.36095521927321,400,2.8189210891723633,924.1362387276446,17,263,2.7345609107572306,0.14999999,8.020458,17,8.256767,-0.6163876
0.14999999,512.7222222222222,0.6077329126049419,54.39226708739506,400,2.9588842391967773,979.0608075731111,18,263,0.0754311545334656,0.14999999,7.5499773,18,8.256767,-0.6163876
0.14999999,524.5263157894736,0.5684210792697318,54.43157892073027,400,3.187075138092041,1034.199999493875,19,263,-0.1391919207640496,0.14999999,8.261311,19,8.256767,-0.6163876
0.14999999,515.0,0.6703438219621206,54.32965617803789,400,3.312411308288574,1086.5931235607577,20,263,2.606875933117507,0.14999999,7.360329,20,8.256767,-0.6163876
0.14999999,511.3333333333333,0.6590492427379091,54.34095075726209,400,3.4671690464019775,1141.159965902504,21,263,0.43315765825368,0.14999999,7.67018,21,8.256767,-0.6163876
0.14999999,508.40909090909093,0.6468080486218699,54.35319195137813,400,3.6228528022766113,1195.7702229303188,22,263,0.3897429721850456,0.14999999,7.6392536,22,8.256767,-0.6163876
0.14999999,497.5217391304348,0.8722059732568666,54.12779402674313,400,3.7365517616271973,1244.939262615092,23,258,5.830960315226793,0.14999999,7.328649,23,8.256767,-0.6163876
0.14999999,507.5416666666667,0.8163728374569748,54.183627162543026,400,3.9822561740875244,1300.4070519010327,24,258,-0.4677892859405359,0.14999999,7.886246,24,8.256767,-0.6163876
0.14999999,505.88,0.7538202974812863,54.246179702518724,400,4.167334794998169,1356.154492562968,25,258,-0.7474406619352357,0.14999999,7.722382,25,8.256767,-0.6163876
0.14999999,506.1923076923077,0.7205447824174307,54.27945521758257,400,4.360910654067993,1411.265835657147,26,258,-0.1113430941789596,0.14999999,7.791497,26,8.256767,-0.6163876
0.14999999,502.44444444444446,0.7211544622617145,54.27884553773829,400,4.526048898696899,1465.528829518934,27,258,0.737006138213092,0.14999999,7.4281306,27,8.256767,-0.6163876
0.14999999,499.92857142857144,0.7207159841574261,54.27928401584258,400,4.706725597381592,1519.8199524435922,28,258,0.7088770753416386,0.14999999,7.7062097,28,8.256767,-0.6163876
0.14999999,496.9310344827586,0.7322571711473406,54.26774282885267,400,4.885969877243042,1573.7645420367273,29,258,1.0554104068649446,0.14999999,7.7339454,29,8.256767,-0.6163876
0.14999999,491.7,0.7989579910123411,54.20104200898766,400,5.061570405960083,1626.03126026963,30,258,2.7332817670973597,0.14999999,7.760133,30,8.256767,-0.6163876
0.14999999,491.38709677419354,0.7878272583196083,54.2121727416804,400,5.292823314666748,1680.5773549920923,31,258,0.45390527753762133,0.14999999,7.8312316,31,8.256767,-0.6163876
0.14999999,493.125,0.7583206323582715,54.24167936764173,400,5.511970281600952,1735.7337397645354,32,258,-0.15638477244316967,0.14999999,7.9697022,32,8.256767,-0.6163876
0.14999999,490.90909090909093,0.7526603806266471,54.247339619373356,400,5.685462474822998,1790.1622074393208,33,258,0.5715323252146651,0.14999999,7.6178727,33,8.256767,-0.6163876
0.14999999,489.6470588235294,0.7535306734241242,54.246469326575884,400,5.88847279548645,1844.37995710358,34,258,0.78225033574087,0.14999999,7.7896905,34,8.256767,-0.6163876
0.14999999,485.3142857142857,0.8123444480591662,54.18765555194084,400,6.065561056137085,1896.5679443179295,35,258,2.81201278565059,0.14999999,7.925281,35,8.256767,-0.6163876
0.14999999,483.22222222222223,0.8165710936541373,54.183428906345874,400,6.259548902511597,1950.6034406284514,36,258,0.9645036894781284,0.14999999,7.805184,36,8.256767,-0.6163876
0.14999999,482.02702702702703,0.8049122230063018,54.19508777699371,400,6.473912239074707,2005.2182477487672,37,258,0.3851928796842272,0.14999999,7.6121087,37,8.256767,-0.6163876
0.14999999,480.0263157894737,0.8056838070650726,54.19431619293494,400,6.676886558532715,2059.3840153315277,38,258,0.8342324172395894,0.14999999,7.665063,38,8.256767,-0.6163876
0.14999999,474.35897435897436,0.9394334646506949,54.06056653534932,400,6.84101676940918,2108.3620948786233,39,258,6.021920452904342,0.14999999,7.77601,39,8.256767,-0.6163876
0.14999999,474.875,0.914168315138882,54.08583168486113,400,7.057874917984009,2163.433267394445,40,258,-0.07117251582182305,0.14999999,7.7047462,40,8.256767,-0.6163876
0.14999999,487.6585365853659,0.8681427468389641,54.131857253161044,400,7.404675483703613,2219.4061473796028,41,258,-0.9728799851577554,0.14999999,7.4836955,41,8.256767,-0.6163876
0.14999999,489.8333333333333,0.8188446980058243,54.18115530199419,400,7.649367332458496,2275.608522683756,42,258,-1.2023753041529057,0.14999999,7.2588344,42,8.256767,-0.6163876
0.14999999,487.72093023255815,0.8161190195017162,54.18388098049829,400,7.862632989883423,2329.9068821614264,43,258,0.7016405223291782,0.14999999,7.7158127,43,8.256767,-0.6163876
0.14999999,486.0681818181818,0.8025286003753742,54.19747139962464,400,8.079607248306274,2384.688741583484,44,258,0.2181405779426704,0.14999999,7.806125,44,8.256767,-0.6163876
0.14999999,488.8222222222222,0.7630601872846692,54.23693981271534,400,8.323731422424316,2440.6622915721905,45,258,-0.973549988706353,0.14999999,7.2892504,45,8.256767,-0.6163876
0.14999999,487.0217391304348,0.7667698273676635,54.23323017263235,400,8.479270696640015,2494.728587941088,46,258,0.9337036311024134,0.14999999,7.588459,46,8.256767,-0.6163876
0.14999999,483.9148936170213,0.8109168332695204,54.18908316673049,400,8.642753601074219,2546.886908836333,47,258,2.8416791047549284,0.14999999,7.9767,47,8.256767,-0.6163876
0.14999999,484.2916666666667,0.784618256262983,54.21538174373703,400,8.887001752853394,2602.3383236993773,48,258,-0.45141486304426826,0.14999999,7.5441246,48,8.256767,-0.6163876
0.14999999,482.6938775510204,0.7866284234089296,54.21337157659108,400,9.073944091796875,2656.4552072529627,49,258,0.8831164464143608,0.14999999,7.864749,49,8.256767,-0.6163876
0.14999999,482.56,0.7749465150361411,54.225053484963865,400,9.279749870300293,2711.252674248193,50,258,0.2025330047695052,0.14999999,7.8599277,50,8.256767,-0.6163876
0.14999999,482.96078431372547,0.7449453036649428,54.25505469633506,400,9.496062755584717,2767.007789513088,51,258,-0.7551152648949665,0.14999999,7.23875,51,8.256767,-0.6163876
0.14999999,482.11538461538464,0.738196056729512,54.261803943270486,400,9.673243045806885,2821.6138050500654,52,258,0.3939844630225401,0.14999999,7.48404,52,8.256767,-0.6163876
0.14999999,483.1698113207547,0.7058975830926434,54.29410241690736,400,9.899141550064087,2877.5874280960898,53,258,-0.9736230460245257,0.14999999,7.331268,53,8.256767,-0.6163876
0.14999999,481.6111111111111,0.6986828937410484,54.30131710625895,400,10.091141939163208,2932.271123737983,54,258,0.31630435810651103,0.14999999,7.3357363,54,8.256767,-0.6163876
0.14999999,481.3636363636364,0.6813591933754983,54.318640806624494,400,10.288476943969727,2987.525244364347,55,258,-0.25412062636420374,0.14999999,7.3755527,55,8.256767,-0.6163876
0.14999999,479.94642857142856,0.6845573931773317,54.315442606822664,400,10.487089157104492,3041.664785982069,56,258,0.8604583822781678,0.14999999,7.5185933,56,8.256767,-0.6163876
0.14999999,479.94736842105266,0.6729877342090165,54.32701226579098,400,10.71291470527649,3096.6396991500856,57,258,0.025086831983362257,0.14999999,7.8702817,57,8.256767,-0.6163876
0.14999999,478.6551724137931,0.665022345446554,54.33497765455344,400,10.913693904876709,3151.4287039640994,58,258,0.2109951859861927,0.14999999,7.677972,58,8.256767,-0.6163876
0.14999999,481.6271186440678,0.6453485629055545,54.35465143709444,400,11.172110795974731,3206.924434788572,59,258,-0.49573082447241895,0.14999999,7.624906,59,8.256767,-0.6163876
0.14999999,481.25,0.6497968101018741,54.350203189898124,400,11.36802363395691,3261.0121913938874,60,258,0.912243394684729,0.14999999,8.268577,60,8.256767,-0.6163876
0.14999999,481.1967213114754,0.6423345115711543,54.35766548842884,400,11.60209345817566,3315.8175947941595,61,258,0.19459659972796295,0.14999999,7.8484874,61,8.256767,-0.6163876
0.14999999,488.1774193548387,0.6126787989946352,54.38732120100536,400,11.95911979675293,3372.0139144623327,62,258,-1.1963196681730353,0.14999999,7.4840603,62,8.256767,-0.6163876
0.14999999,491.3015873015873,0.5867550840079175,54.41324491599208,400,12.208037853240967,3428.034429707501,63,258,-1.0205152451685768,0.14999999,7.3677287,63,8.256767,-0.6163876
0.14999999,490.140625,0.5785012430522508,54.42149875694775,400,12.44497275352478,3482.975920444656,64,258,0.058509262845247045,0.14999999,7.470377,64,8.256767,-0.6163876
0.14999999,486.66153846153844,0.662124664631975,54.337875335368025,400,12.596257448196411,3531.9618967989218,65,258,6.014023645734321,0.14999999,7.707548,65,8.256767,-0.6163876
0.14999999,494.42424242424244,0.6331902640549298,54.366809735945075,400,12.926330327987671,3588.209442572375,66,258,-1.2475457734529976,0.14999999,7.439566,66,8.256767,-0.6163876
0.14999999,494.6119402985075,0.6098495971804733,54.390150402819536,400,13.127307891845703,3644.1400769889087,67,258,-0.9306344165336657,0.14999999,7.427628,67,8.256767,-0.6163876
0.14999999,493.22058823529414,0.6101267086510364,54.38987329134897,400,13.308778762817383,3698.51138381173,68,258,0.6286931771787627,0.14999999,7.4925985,68,8.256767,-0.6163876
0.14999999,493.42028985507244,0.5994710724716346,54.40052892752837,400,13.509168863296509,3753.6364959994576,69,258,-0.12511218772768806,0.14999999,7.6651525,69,8.256767,-0.6163876
0.14999999,491.22857142857146,0.6293844758612065,54.3706155241388,400,13.680956840515137,3805.943086689716,70,258,2.6934093097416785,0.14999999,7.7666316,70,8.256767,-0.6163876
0.14999999,487.943661971831,0.7048330816431789,54.29516691835683,400,13.810596227645874,3854.9568512033347,71,258,5.986235486381249,0.14999999,7.545318,71,8.256767,-0.6163876
0.14999999,487.8888888888889,0.6949239863800396,54.30507601361997,400,14.012470483779907,3909.9654729806375,72,258,-0.008621777302855071,0.14999999,7.619423,72,8.256767,-0.6163876
0.14999999,485.7808219178082,0.7181596326982145,54.28184036730179,400,14.182649612426758,3962.574346813031,73,258,2.3911261676068083,0.14999999,7.7007203,73,8.256767,-0.6163876
0.14999999,483.7027027027027,0.7405251648472142,54.259474835152794,400,14.367530584335327,4015.2011378013067,74,258,2.373209011724197,0.14999999,7.699974,74,8.256767,-0.6163876
0.14999999,484.02666666666664,0.7291832887662961,54.270816711233714,400,14.633747577667236,4070.3112533425283,75,258,-0.11011554122164646,0.14999999,7.581307,75,8.256767,-0.6163876
0.14999999,486.9078947368421,0.7028092710656879,54.297190728934325,400,14.889382362365723,4126.5864953990085,76,258,-1.2752420564799274,0.14999999,7.2979426,76,8.256767,-0.6163876
0.14999999,483.987012987013,0.7702623662220732,54.22973763377794,400,15.03152346611023,4175.689797800901,77,258,5.896697598107352,0.14999999,7.607875,77,8.256767,-0.6163876
0.14999999,481.96153846153845,0.788709912642373,54.21129008735763,400,15.172301530838013,4228.4806268138955,78,258,2.209170987005459,0.14999999,7.2846904,78,8.256767,-0.6163876
0.14999999,483.7721518987342,0.7758482512013555,54.224151748798654,400,15.43231725692749,4283.7079881550935,79,258,-0.22736134119800216,0.14999999,7.795714,79,8.256767,-0.6163876
0.14999999,480.9375,0.8380376957662747,54.16196230423374,400,15.572916507720947,4332.956984338699,80,257,5.751003816394885,0.14999999,7.2986784,80,8.256767,-0.6163876
0.14999999,485.1111111111111,0.8150711653270815,54.18492883467293,400,15.856181621551514,4388.979235608507,81,257,-1.022251269808383,0.14999999,7.357464,81,8.256767,-0.6163876
0.14999999,488.390243902439,0.7914950457617133,54.2085049542383,400,16.12958312034607,4445.097406247541,82,257,-1.1181706390331079,0.14999999,7.462457,82,8.256767,-0.6163876
0.14999999,487.578313253012,0.7887845860921383,54.21121541390787,400,16.32122778892517,4499.530879354354,83,257,0.5665268931869907,0.14999999,7.5616913,83,8.256767,-0.6163876
0.14999999,485.75,0.808580511848957,54.191419488151055,400,16.49695897102356,4552.079237004688,84,257,2.451642349664902,0.14999999,7.7449164,84,8.256767,-0.6163876
0.14999999,485.98823529411766,0.7938922922552408,54.20610770774477,400,16.71208357810974,4607.519155158306,85,257,-0.43991815361691455,0.14999999,7.5907726,85,8.256767,-0.6163876
0.14999999,488.3255813953488,0.7791237146759169,54.220876285324096,400,16.97430920600891,4662.995360537872,86,257,-0.47620537956662357,0.14999999,7.581856,86,8.256767,-0.6163876
0.14999999,487.01149425287355,0.7920859511151908,54.207914048884824,400,17.183775424957275,4716.08852225298,87,257,1.9068382848927359,0.14999999,7.7607417,87,8.256767,-0.6163876
0.14999999,487.375,0.7828087245741225,54.2171912754259,400,17.442304849624634,4771.112832237479,88,257,-0.024309984498816162,0.14999999,7.7151775,88,8.256767,-0.6163876
0.14999999,485.55056179775283,0.798274412758,54.20172558724202,400,17.632413148880005,4823.9535772645395,89,257,2.1592549729392276,0.14999999,7.4436183,89,8.256767,-0.6163876
0.14999999,485.4222222222222,0.7906814390801349,54.209318560919876,400,17.842598915100098,4878.838670482789,90,257,0.11490678175013902,0.14999999,7.8792977,90,8.256767,-0.6163876
0.14999999,482.97802197802196,0.8447786161767576,54.15522138382326,400,18.011885166168213,4928.1251459279165,91,257,5.713524554872807,0.14999999,7.637046,91,8.256767,-0.6163876
0.14999999,481.35869565217394,0.8586797536535912,54.141320246346424,400,18.189656972885132,4981.001462663871,92,257,2.1236832640454413,0.14999999,7.5630293,92,8.256767,-0.6163876
0.14999999,482.39784946236557,0.8435694261819988,54.156430573818014,400,18.46577787399292,5036.5480433650755,93,257,-0.5465807012044872,0.14999999,7.7803,93,8.256767,-0.6163876
0.14999999,480.8085106382979,0.862508113969686,54.13749188603033,400,18.66218876838684,5088.924237286851,94,257,2.6238060782245864,0.14999999,7.760689,94,8.256767,-0.6163876
0.14999999,481.5052631578947,0.8499040463710567,54.15009595362896,400,18.87075424194336,5144.259115594751,95,257,-0.3348783079000936,0.14999999,7.4555845,95,8.256767,-0.6163876
0.14999999,483.1354166666667,0.8364962483262323,54.16350375167378,400,19.120476484298706,5199.696360160683,96,257,-0.4372445659320956,0.14999999,7.8110137,96,8.256767,-0.6163876
0.14999999,487.7525773195876,0.8196349836312914,54.180365016368725,400,19.42374897003174,5255.495406587766,97,257,-0.7990464270830333,0.14999999,7.479701,97,8.256767,-0.6163876
0.14999999,487.2959183673469,0.8172678597770813,54.18273214022293,400,19.61575722694397,5309.9077497418475,98,257,0.5876568459187016,0.14999999,7.7681074,98,8.256767,-0.6163876
0.14999999,487.2323232323232,0.8117949869128432,54.18820501308717,400,19.80325198173523,5364.63229629563,99,257,0.2754534462175082,0.14999999,7.6514044,99,8.256767,-0.6163876
0.14999999,487.11,0.803658866053422,54.196341133946596,400,19.995023488998413,5419.63411339466,100,257,-0.0018170990292859512,0.14999999,7.616464,100,8.256767,-0.6163876
0.14999999,486.36633663366337,0.8054706471811477,54.19452935281887,400,20.20954394340515,5473.647464634706,101,257,0.9866487599537239,0.14999999,7.569563,101,8.256767,-0.6163876
0.14999999,489.6372549019608,0.7841273670732855,54.21587263292674,400,20.503408193588257,5530.019008558527,102,257,-1.3715439238208063,0.14999999,7.1532235,102,8.256767,-0.6163876
0.14999999,489.15533980582524,0.7804855602355782,54.21951443976444,400,20.69662880897522,5584.6099872957375,103,257,0.40902126278945683,0.14999999,7.607552,103,8.256767,-0.6163876
0.14999999,487.6442307692308,0.7978083157185647,54.20219168428146,400,20.85274028778076,5637.027935165272,104,257,2.5820521304661694,0.14999999,7.895296,104,8.256767,-0.6163876
0.14999999,486.1333333333333,0.8126037783230127,54.18739622167701,400,21.02911877632141,5689.676603276086,105,257,2.3513318891856057,0.14999999,7.490221,105,8.256767,-0.6163876
0.14999999,488.04716981132077,0.8013612967495332,54.198638703250495,400,21.274842977523804,5745.055702544552,106,257,-0.37909926846582476,0.14999999,7.680431,106,8.256767,-0.6163876
0.14999999,488.3738317757009,0.7939858362251971,54.206014163774825,400,21.458068370819092,5800.0435155239065,107,257,0.012187020645582858,0.14999999,7.81405,107,8.256767,-0.6163876
0.14999999,487.6574074074074,0.7975676628807953,54.20243233711923,400,21.634482860565186,5853.862692408877,108,257,1.180823115029798,0.14999999,7.931459,108,8.256767,-0.6163876
0.14999999,488.04587155963304,0.780780210420171,54.219219789579846,400,21.838932037353516,5909.8949570642035,109,257,-1.0322646553272476,0.14999999,7.4159856,109,8.256767,-0.6163876
0.14999999,486.6090909090909,0.7957195093475461,54.20428049065247,400,21.984498977661133,5962.470853971772,110,257,2.4241030924314386,0.14999999,7.620453,110,8.256767,-0.6163876
0.14999999,486.15315315315314,0.7914819248709598,54.208518075129064,400,22.17345356941223,6017.145506339326,111,257,0.32534763244647114,0.14999999,7.541588,111,8.256767,-0.6163876
0.14999999,486.33035714285717,0.7831872563725744,54.21681274362744,400,22.359278917312622,6072.283027286274,112,257,-0.13752094694822126,0.14999999,7.9060636,112,8.256767,-0.6163876
0.14999999,485.9380530973451,0.7805724904670786,54.21942750953294,400,22.523648738861084,6126.795308577222,113,257,0.48771870905154324,0.14999999,7.891631,113,8.256767,-0.6163876
0.14999999,486.1842105263158,0.7727989758044174,54.22720102419561,400,22.709306478500366,6181.900916758299,114,257,-0.10560818107628867,0.14999999,7.7493224,114,8.256767,-0.6163876
0.14999999,485.44347826086954,0.769806381007554,54.23019361899247,400,22.878766536712646,6236.472266184134,115,257,0.42865057416512564,0.14999999,7.7075753,115,8.256767,-0.6163876
0.14999999,486.26724137931035,0.7607032168169041,54.23929678318312,400,23.10234236717224,6291.758426849242,116,257,-0.28616066510784677,0.14999999,7.599281,116,8.256767,-0.6163876
0.14999999,486.5213675213675,0.7523614678946241,54.2476385321054,400,23.32873272895813,6346.9737082563315,117,257,-0.21528140708984522,0.14999999,7.647269,117,8.256767,-0.6163876
0.14999999,486.09322033898303,0.7489428363435162,54.251057163656505,400,23.550848245620728,6401.624745311467,118,257,0.34896294486389046,0.14999999,7.575795,118,8.256767,-0.6163876
0.14999999,486.8235294117647,0.7346652934323127,54.265334706567714,400,23.79344344139099,6457.574830081558,119,257,-0.9500847700897053,0.14999999,7.757799,119,8.256767,-0.6163876
0.14999999,486.0416666666667,0.7314827419991043,54.26851725800092,400,24.006153345108032,6512.222070960111,120,257,0.35275912144731403,0.14999999,7.721278,120,8.256767,-0.6163876
0.14999999,486.87603305785126,0.7192171185848332,54.28078288141519,400,24.287341594696045,6567.974728651238,121,257,-0.7526576911277154,0.14999999,7.5324516,121,8.256767,-0.6163876
0.14999999,486.45081967213116,0.714109658458069,54.28589034154196,400,24.51441740989685,6622.878621668119,122,257,0.09610698311959864,0.14999999,7.3464313,122,8.256767,-0.6163876
0.14999999,485.2113821138211,0.7276892942892674,54.27231070571076,400,24.66883134841919,6675.494216802424,123,257,2.384404865695477,0.14999999,7.797719,123,8.256767,-0.6163876
0.14999999,484.89516129032256,0.7253381457364019,54.27466185426362,400,24.85111141204834,6730.058069928689,124,257,0.4361468737339431,0.14999999,7.8064036,124,8.256767,-0.6163876
0.14999999,484.256,0.725627130883671,54.274372869116355,400,25.030369520187378,6784.2966086395445,125,257,0.761461289145041,0.14999999,7.3644614,125,8.256767,-0.6163876
0.14999999,483.91269841269843,0.7228782547302731,54.27712174526975,400,25.213072776794434,6838.917339903989,126,257,0.379268735555524,0.14999999,7.604088,126,8.256767,-0.6163876
0.14999999,484.6929133858268,0.7149588990004393,54.285041100999585,400,25.43818712234497,6894.200219826947,127,257,-0.28287992295861697,0.14999999,7.784144,127,8.256767,-0.6163876
0.14999999,484.9921875,0.7058628552835668,54.29413714471646,400,25.652639150619507,6949.649554523707,128,257,-0.449334696759242,0.14999999,7.596651,128,8.256767,-0.6163876
0.14999999,483.83720930232556,0.7208157025423425,54.27918429745768,400,25.83918571472168,7002.014774372041,129,257,2.6347801516656206,0.14999999,7.9488025,129,8.256767,-0.6163876
0.14999999,485.05384615384617,0.7095827379266196,54.290417262073404,400,26.092707872390747,7057.754244069542,130,257,-0.7394696975016279,0.14999999,7.858424,130,8.256767,-0.6163876
0.14999999,487.80152671755724,0.695852554874936,54.30414744512509,400,26.39232039451599,7113.8433153113865,131,257,-1.0890712418439288,0.14999999,7.4663763,131,8.256767,-0.6163876
0.14999999,486.6287878787879,0.7076669345367572,54.29233306546327,400,26.560720920562744,7166.587964641151,132,257,2.2553506702353325,0.14999999,7.5675607,132,8.256767,-0.6163876
0.14999999,485.94736842105266,0.7058246358360644,54.294175364163955,400,26.76254940032959,7221.125323433806,133,257,0.4626412073446007,0.14999999,7.2670608,133,8.256767,-0.6163876
0.14999999,487.13432835820896,0.6960037601272985,54.303996239872724,400,27.01956272125244,7276.735496142945,134,257,-0.6101727091385593,0.14999999,7.5641212,134,8.256767,-0.6163876
0.14999999,487.85185185185185,0.6887841634541201,54.3112158365459,400,27.245569705963135,7332.0141379336965,135,257,-0.2786417907517909,0.14999999,7.4352307,135,8.256767,-0.6163876
0.14999999,486.7132352941176,0.6963952436248765,54.30360475637514,400,27.434535264968872,7385.290246867019,136,257,1.7238910666769878,0.14999999,7.536385,136,8.256767,-0.6163876
0.14999999,485.59124087591243,0.7096122180966085,54.290387781903405,400,27.62994956970215,7437.783126120767,137,257,2.50712074625217,0.14999999,7.6270494,137,8.256767,-0.6163876
0.14999999,485.0652173913044,0.7132030897158319,54.28679691028418,400,27.83780002593994,7491.577973619217,138,257,1.2051525015494295,0.14999999,7.756581,138,8.256767,-0.6163876
0.14999999,484.9568345323741,0.7071204616606634,54.29287953833935,400,28.04349184036255,7546.71025582917,139,257,-0.1322822099525719,0.14999999,7.4269443,139,8.256767,-0.6163876
0.14999999,483.92857142857144,0.7188874096431387,54.28111259035688,400,28.206212997436523,7599.355762649962,140,257,2.3544931792072026,0.14999999,7.8321075,140,8.256767,-0.6163876
0.14999999,483.9078014184397,0.7148207977453733,54.28517920225464,400,28.433311700820923,7654.210267517904,141,257,0.14549513205821352,0.14999999,7.581915,141,8.256767,-0.6163876
0.14999999,484.5422535211268,0.7054442772898888,54.29455572271012,400,28.67882227897644,7709.826912624837,142,257,-0.6166451069334256,0.14999999,7.8298364,142,8.256767,-0.6163876
0.14999999,488.13986013986016,0.6971842108082643,54.30281578919175,400,29.03703784942627,7765.3026578544195,143,257,-0.47574522958241044,0.14999999,7.7313914,143,8.256767,-0.6163876
0.14999999,488.13194444444446,0.6923565973234039,54.307643402676604,400,29.244765520095825,7820.300649985431,144,257,0.0020078689883740175,0.14999999,7.4687676,144,8.256767,-0.6163876
0.14999999,488.26206896551724,0.684522593229196,54.31547740677081,400,29.442994356155396,7875.744223981767,145,257,-0.44357399633674666,0.14999999,7.7579956,145,8.256767,-0.6163876
0.14999999,488.17123287671234,0.6786030805931287,54.32139691940688,400,29.672799587249756,7930.923950233404,146,257,-0.1797262516366377,0.14999999,7.773999,146,8.256767,-0.6163876
0.14999999,488.3537414965986,0.6720337162870273,54.32796628371298,400,29.885429859161377,7986.211043705808,147,257,-0.2870934724037525,0.14999999,7.712865,147,8.256767,-0.6163876
0.14999999,487.77027027027026,0.669107091647403,54.33089290835261,400,30.046475410461426,8040.972150436186,148,257,0.23889326962261892,0.14999999,7.5356197,148,8.256767,-0.6163876
0.14999999,487.7315436241611,0.6626097159264832,54.33739028407353,400,30.257254600524902,8096.271152326955,149,257,-0.29900189076963934,0.14999999,7.8517447,149,8.256767,-0.6163876
0.14999999,488.08666666666664,0.6519879010781506,54.348012098921856,400,30.477563858032227,8152.201814838279,150,257,-0.9306625113234104,0.14999999,7.1033134,150,8.256767,-0.6163876
0.14999999,488.6887417218543,0.6449571030363719,54.35504289696364,400,30.753905773162842,8207.61147744151,151,257,-0.40966260323044684,0.14999999,8.1064625,151,8.256767,-0.6163876
0.14999999,488.19736842105266,0.6456785929302572,54.354321407069754,400,30.964881420135498,8261.856853874602,152,257,0.7546235669069402,0.14999999,8.098653,152,8.256767,-0.6163876
0.14999999,487.6666666666667,0.6478072205522697,54.35219277944774,400,31.178915977478027,8315.885495255505,153,257,0.9713586190981677,0.14999999,8.022965,153,8.256767,-0.6163876
0.14999999,487.8246753246753,0.6431818486201798,54.356818151379834,400,31.416190147399902,8370.949995312494,154,257,-0.06450005698956907,0.14999999,7.7627587,154,8.256767,-0.6163876
0.14999999,489.23870967741937,0.6369632378924621,54.363036762107555,400,31.69928216934204,8426.270698126671,155,257,-0.3207028141760795,0.14999999,7.7366133,155,8.256767,-0.6163876
0.14999999,488.87820512820514,0.6339473805338213,54.366052619466195,400,31.88389277458191,8481.104208636727,156,257,0.16648948994450152,0.14999999,7.452307,156,8.256767,-0.6163876
0.14999999,489.4012738853503,0.6249092908587045,54.37509070914131,400,32.1144278049469,8536.889241335186,157,257,-0.7850326984595072,0.14999999,7.4125285,157,8.256767,-0.6163876
