GridSize,ReturnLastEpisode,Regret,ReturnMean,MinEpLen,AvgEpLen,MountainCar_mu0_higher,Regret/t,TimeElapsed,MountainCar_std0_higher,NumTrajectories,MountainCar_mu1_higher,ActionIn1,MountainCar_std1_higher,Iteration
400,-3.9589594755699014,58.71566691761327,-3.314377794507551,497,961.9333333333333,1.0,3.9143777945075513,4.233656167984009,0.14999999,15,-3.6842105,-1.4684515,1.5,15
400,-9.780715348509878,69.09638226612314,-3.718523891632697,497,964.25,1.0,4.3185238916326965,4.549908399581909,0.14999999,16,-0.5263158,-1.0805457,1.5,16
400,-0.3834336452668828,70.07981591139003,-3.522342112434708,497,966.2941176470588,0.15789473,4.1223421124347075,4.887556791305542,0.14999999,17,-2.631579,-0.37685382,1.5,17
400,-3.3054344963326274,73.98525040772266,-3.510291689317926,497,968.1111111111111,1.0,4.1102916893179255,5.191856861114502,0.14999999,18,7.894737,9.372128,1.5,18
400,6.342539341876227,68.24271106584644,-2.9917216350445495,254,930.5263157894736,-1.0,3.591721635044549,5.2995898723602295,0.14999999,19,10.0,12.214153,1.5,19
400,-1.071652440475283,69.91436350632172,-2.895718175316086,254,919.6,-0.7894737,3.495718175316086,5.527403831481934,0.14999999,20,10.0,6.0042496,1.5,20
400,-0.5039750358468882,71.0183385421686,-2.7818256448651715,254,896.047619047619,-1.0,3.3818256448651716,5.68743634223938,0.14999999,21,10.0,9.097463,1.5,21
400,1.6191580373301564,69.99918050483845,-2.5817809320381113,254,870.2727272727273,-1.0,3.1817809320381114,5.841104030609131,0.14999999,22,10.0,8.368138,1.5,22
400,-2.5537360490928194,73.15291655393126,-2.5805615893013596,254,875.8695652173913,-1.0,3.1805615893013592,6.151669979095459,0.14999999,23,-7.894737,-10.155117,1.5,23
400,-1.479356239737485,75.23227279366874,-2.534678033069531,254,881.0,-1.0,3.1346780330695307,6.5010223388671875,0.14999999,24,-5.7894735,-5.560865,1.5,24
400,-2.337423063260184,78.16969585692893,-2.5267878342771573,254,864.72,-1.0,3.126787834277157,6.71079421043396,0.14999999,25,1.5789474,3.8599577,1.5,25
400,5.914473212387826,72.8552226445411,-2.2021239478669656,252,841.1538461538462,-1.0,2.8021239478669653,6.885263681411743,0.14999999,26,10.0,9.832041,1.5,26
400,-1.020720585706583,74.47594323024768,-2.1583682677869516,252,827.0370370370371,-1.0,2.758368267786951,7.082905054092407,0.14999999,27,10.0,6.8541455,1.5,27
400,2.231829198035535,72.84411403221215,-2.0015755011504344,252,809.1785714285714,-1.0,2.601575501150434,7.24609899520874,0.14999999,28,10.0,8.050513,1.5,28
400,-0.3894230619803486,73.8335370941925,-1.945984037730776,252,797.2068965517242,-1.0,2.5459840377307756,7.4586217403411865,0.14999999,29,10.0,8.1006775,1.5,29
400,-1.292694918201291,75.72623201239378,-1.9242077337464598,252,803.9333333333333,-1.0,2.5242077337464592,7.795732498168945,0.14999999,30,4.736842,3.1085894,1.5,30
400,-8.679326479549477,85.00555849194326,-2.1421147900626862,252,810.2258064516129,1.0,2.742114790062686,8.095697402954102,0.14999999,31,-2.631579,-2.1879778,1.5,31
400,-0.0026093013001414933,85.60816779324341,-2.0752552435388565,252,816.125,-0.15789473,2.6752552435388566,8.403102397918701,0.14999999,32,-1.5789474,0.40471396,1.5,32
400,-0.6405189655287177,86.84868675877213,-2.0317783866294583,252,821.6666666666666,-0.57894737,2.6317783866294584,8.721799373626709,0.14999999,33,-2.631579,-3.825654,1.5,33
400,-0.5668138643583145,88.01550062313045,-1.9886911947979538,252,826.8823529411765,0.15789473,2.5886911947979545,9.092011213302612,0.14999999,34,-4.736842,-5.4730353,1.5,34
400,-0.05488583022660015,88.67038645335705,-1.9334396129530578,252,831.8,-0.05263158,2.5334396129530585,9.432800531387329,0.14999999,35,-3.6842105,-2.6185117,1.5,35
400,0.31040187840658273,88.95998457495047,-1.8711106826375123,252,819.5,-1.0,2.471110682637513,9.61647343635559,0.14999999,36,10.0,9.708756,1.5,36
400,-1.8187839634875411,91.37876853843801,-1.8696964469848105,252,821.6216216216217,-1.0,2.4696964469848113,9.931539535522461,0.14999999,37,10.0,8.529509,1.5,37
400,-0.5350862817895989,92.5138548202276,-1.8345751268480945,252,826.2894736842105,0.36842105,2.434575126848095,10.278507471084595,0.14999999,38,-10.0,-9.818471,1.5,38
400,-3.1462426376816532,96.26009745790925,-1.868207627125878,252,830.7179487179487,1.0,2.4682076271258784,10.6340970993042,0.14999999,39,-10.0,-6.597804,1.5,39
400,-5.205448741022637,102.06554619893188,-1.9516386549732971,252,834.925,1.0,2.551638654973297,10.955793619155884,0.14999999,40,-4.736842,-3.7252789,1.5,40
400,-0.5296555126947206,103.19520171162661,-1.916956139307966,252,838.9268292682926,0.47368422,2.516956139307966,11.319727182388306,0.14999999,41,-6.8421054,-7.389998,1.5,41
400,-1.356562620828815,105.15176433245543,-1.9036134364870336,252,842.7380952380952,-0.57894737,2.503613436487034,11.631543397903442,0.14999999,42,-4.736842,-6.931433,1.5,42
400,-0.038966805956173474,105.7907311384116,-1.8602495613584091,252,846.3720930232558,-0.05263158,2.460249561358409,11.942758321762085,0.14999999,43,-5.7894735,-4.463414,1.5,43
400,-0.35450878687276477,106.74523992528437,-1.826028180120099,252,849.8409090909091,-0.2631579,2.4260281801200994,12.259472131729126,0.14999999,44,-8.947369,-6.509182,1.5,44
400,0.6562344685757244,106.68900545670864,-1.7708667879268587,252,838.3555555555556,-1.0,2.370866787926859,12.387933254241943,0.14999999,45,10.0,6.6639485,1.5,45
400,1.9469593264539133,105.34204613025473,-1.6900444810924942,252,827.1739130434783,-1.0,2.2900444810924943,12.521239519119263,0.14999999,46,10.0,7.774035,1.5,46
400,6.37473496913748,99.56731116111725,-1.5184534289599416,252,814.9787234042553,-1.0,2.1184534289599415,12.630039930343628,0.14999999,47,10.0,10.02142,1.5,47
400,5.48381139375612,94.68349976736113,-1.3725729118200238,251,803.2291666666666,-1.0,1.9725729118200235,12.776870250701904,0.14999999,48,10.0,8.971997,1.5,48
400,-0.9890370551533149,96.27253682251444,-1.3647456494390706,251,796.8163265306123,-1.0,1.9647456494390703,12.99373483657837,0.14999999,49,10.0,10.684855,1.5,49
400,2.2472999239676152,94.62523689854683,-1.292504737970937,251,787.28,-1.0,1.8925047379709365,13.150927543640137,0.14999999,50,10.0,10.259998,1.5,50
400,-0.8854157645105261,96.11065266305735,-1.284522601236419,251,779.4901960784314,-1.0,1.8845226012364187,13.34037971496582,0.14999999,51,10.0,6.897345,1.5,51
400,-1.3960919849840443,98.1067446480414,-1.2866681663084887,251,774.6346153846154,-1.0,1.8866681663084885,13.576860427856445,0.14999999,52,10.0,7.2587795,1.5,52
400,0.43013929097068626,98.27660535707071,-1.2542755727749193,251,766.2641509433962,-1.0,1.854275572774919,13.741000175476074,0.14999999,53,10.0,7.738955,1.5,53
400,-2.2817564197927807,101.15836177686349,-1.2733029958678428,251,762.925925925926,-1.0,1.8733029958678424,13.968460321426392,0.14999999,54,10.0,7.6849823,1.5,54
400,-2.280525993394619,104.0388877702581,-1.2916161412774205,251,761.4909090909091,-1.0,1.89161614127742,14.231914520263672,0.14999999,55,5.7894735,3.1317537,1.5,55
400,-0.15586294640646986,104.79475071666457,-1.2713348342261537,251,765.7321428571429,-0.2631579,1.8713348342261529,14.570462465286255,0.14999999,56,-10.0,-11.560692,1.5,56
400,5.128043674979673,100.2667070416849,-1.1590650358190338,251,756.8070175438596,-1.0,1.7590650358190332,14.698169231414795,0.14999999,57,10.0,10.771639,1.5,57
400,-2.475354348707749,103.34206139039264,-1.1817596791447014,251,760.7586206896551,-1.0,1.7817596791447008,15.019453525543213,0.14999999,58,10.0,10.985064,1.5,58
400,0.040245806746948,103.9018155836457,-1.1610477217567072,251,754.5762711864406,-1.0,1.7610477217567069,15.216984033584595,0.14999999,59,10.0,8.070451,1.5,59
400,6.543319315185144,97.95849626846055,-1.032641604474343,251,746.3,-1.0,1.6326416044743426,15.366864204406738,0.14999999,60,10.0,11.08841,1.5,60
400,6.083286868129428,92.47520940033112,-0.9159870393496911,251,738.1967213114754,-1.0,1.5159870393496906,15.501550436019897,0.14999999,61,10.0,9.970857,1.5,61
400,3.8051137944036197,89.27009560592751,-0.8398402517085086,251,730.5322580645161,-1.0,1.4398402517085083,15.64842939376831,0.14999999,62,10.0,8.783645,1.5,62
400,0.936728664339141,88.93336694158836,-0.8116407451045776,251,724.1587301587301,-1.0,1.4116407451045772,15.817406177520752,0.14999999,63,10.0,7.260734,1.5,63
400,1.4189912840894765,88.11437565749888,-0.7767871196484205,251,717.8125,-1.0,1.37678711964842,15.991071462631226,0.14999999,64,10.0,8.716075,1.5,64
400,5.73535322016034,82.97902243733854,-0.6766003451898241,251,710.6615384615385,-1.0,1.2766003451898238,16.142077207565308,0.14999999,65,10.0,9.698569,1.5,65
400,4.846703557201568,78.73231888013697,-0.5929139224263182,251,703.7878787878788,-1.0,1.1929139224263177,16.31168484687805,0.14999999,66,10.0,8.472544,1.5,66
400,-2.4665929374467446,81.79891181758371,-0.620879280859459,251,701.9850746268656,-1.0,1.2208792808594584,16.56152582168579,0.14999999,67,10.0,9.133863,1.5,67
400,4.88732036881896,77.51159144876476,-0.5398763448347763,251,695.4117647058823,-1.0,1.139876344834776,16.70339822769165,0.14999999,68,10.0,8.419658,1.5,68
400,-0.07441547852604846,78.1860069272908,-0.5331305351781281,251,691.0579710144928,-1.0,1.1331305351781276,16.883156299591064,0.14999999,69,10.0,8.850306,1.5,69
400,2.008614554610445,76.77739237268037,-0.4968198910382914,251,685.9,-1.0,1.096819891038291,17.066145181655884,0.14999999,70,10.0,8.426723,1.5,70
400,5.3661956966783,72.01119667600207,-0.4142422067042549,249,679.7464788732394,-1.0,1.0142422067042545,17.215887308120728,0.14999999,71,10.0,9.452865,1.5,71
400,-1.5944158278927913,74.20561250389487,-0.4306335069985401,249,679.5,-1.0,1.03063350699854,17.4818696975708,0.14999999,72,10.0,8.253611,1.5,72
400,1.1329678677113617,73.6726446361835,-0.4092143100847058,249,674.7534246575342,-1.0,1.0092143100847055,17.654424905776978,0.14999999,73,10.0,9.683145,1.5,73
400,1.8513799944190747,72.42126464176444,-0.37866573840222234,249,669.9324324324324,-1.0,0.9786657384022222,17.82894730567932,0.14999999,74,10.0,10.082267,1.5,74
400,0.1387935752452798,72.88247106651916,-0.3717662808869223,249,666.2,-1.0,0.9717662808869221,18.000012159347534,0.14999999,75,10.0,7.922053,1.5,75
400,1.0049366816586924,72.47753438486046,-0.35365176822184846,249,661.6578947368421,-1.0,0.9536517682218482,18.181679010391235,0.14999999,76,10.0,7.4200826,1.5,76
400,-1.7247829128382313,74.80231729769869,-0.3714586662038794,249,659.8181818181819,-1.0,0.9714586662038791,18.427039861679077,0.14999999,77,10.0,9.575684,1.5,77
400,-2.2319412522234905,77.63425854992218,-0.39531100705028466,249,658.1923076923077,-1.0,0.9953110070502843,18.655070781707764,0.14999999,78,10.0,7.321842,1.5,78
400,5.564882114988508,72.66937643493367,-0.3198655244928316,249,653.1518987341772,-1.0,0.9198655244928312,18.782029151916504,0.14999999,79,10.0,8.689139,1.5,79
400,-1.0095744763727463,74.27895091130641,-0.32848688639133056,249,649.8375,-1.0,0.9284868863913301,18.961175441741943,0.14999999,80,10.0,7.95533,1.5,80
400,-2.1729142477403367,77.05186515904674,-0.35125759455613315,249,653.7037037037037,-1.0,0.9512575945561326,19.27225136756897,0.14999999,81,10.0,6.9674764,1.5,81
400,-1.5220973468925396,79.17396250593929,-0.3655361281212113,249,651.3780487804878,-1.0,0.9655361281212108,19.483407735824585,0.14999999,82,10.0,8.397159,1.5,82
400,-1.0560859574310333,80.83004846337032,-0.3738560055827754,249,649.4698795180723,-1.0,0.973856005582775,19.663752794265747,0.14999999,83,10.0,7.7846613,1.5,83
400,-0.5895721924689983,82.01962065583932,-0.376424055426659,249,646.8214285714286,-1.0,0.9764240554266586,19.87603259086609,0.14999999,84,10.0,9.929204,1.5,84
400,-0.2077189079827333,82.82733956382205,-0.3744392889861422,249,643.7647058823529,-1.0,0.9744392889861417,20.075113534927368,0.14999999,85,10.0,9.238127,1.5,85
400,2.0858401140173126,81.34149944980474,-0.34583138895121834,249,640.0581395348837,-1.0,0.945831388951218,20.23776388168335,0.14999999,86,10.0,7.363372,1.5,86
400,1.9356754192738463,80.0058240305309,-0.31960717276472334,249,636.528735632184,-1.0,0.919607172764723,20.38926362991333,0.14999999,87,10.0,8.2482395,1.5,87
400,-0.9564468064812425,81.56227083701215,-0.32684398678422927,249,635.0909090909091,-1.0,0.926843986784229,20.579466342926025,0.14999999,88,10.0,8.571986,1.5,88
400,4.514170215766081,77.64810062124607,-0.272450568778046,249,630.7977528089888,-1.0,0.8724505687780457,20.699769973754883,0.14999999,89,10.0,9.091999,1.5,89
400,6.0054680424581655,72.2426325787879,-0.2026959175420881,249,626.5666666666667,-1.0,0.8026959175420878,20.83496928215027,0.14999999,90,10.0,10.877306,1.5,90
400,1.5892457545970062,71.2533868241909,-0.18300425081528487,249,623.1758241758242,-1.0,0.7830042508152846,20.99855136871338,0.14999999,91,10.0,10.243175,1.5,91
400,5.441940346677619,66.41144647751328,-0.1218635486686229,249,619.1413043478261,-1.0,0.7218635486686226,21.155239582061768,0.14999999,92,10.0,9.1608925,1.5,92
400,1.9758954727914708,65.03555100472181,-0.09930700005077242,249,615.9247311827957,-1.0,0.6993070000507722,21.301303148269653,0.14999999,93,10.0,10.429157,1.5,93
400,5.853312747738386,59.782238256983426,-0.035981258053015414,249,612.0425531914893,-1.0,0.6359812580530152,21.426889419555664,0.14999999,94,10.0,9.844037,1.5,94
400,-1.3953874773487769,61.777625734332204,-0.05029079720349711,249,611.5263157894736,-1.0,0.6502907972034969,21.625361919403076,0.14999999,95,10.0,6.6715527,1.5,95
400,6.123184568547048,56.25444116578515,0.014016237856404398,249,607.78125,-1.0,0.5859837621435954,21.74824595451355,0.14999999,96,10.0,9.68501,1.5,96
400,-1.85314106738241,58.707582233167564,-0.005232806527500906,249,610.1752577319587,-1.0,0.6052328065275007,22.049620151519775,0.14999999,97,10.0,7.3307853,1.5,97
400,1.9085932348082832,57.39898899835928,0.014296030628986687,249,607.2857142857143,-1.0,0.5857039693710131,22.226585388183594,0.14999999,98,10.0,9.066837,1.5,98
400,1.266648020846677,56.7323409775126,0.02694605073219568,249,604.6565656565657,-1.0,0.5730539492678041,22.403358936309814,0.14999999,99,10.0,7.5829396,1.5,99
400,5.76102302322174,51.57131795429086,0.08428682045709113,249,601.13,-1.0,0.5157131795429086,22.5608549118042,0.14999999,100,10.0,8.543734,1.5,100
400,5.662402004547881,46.50891594974298,0.13951568366591086,249,597.7524752475248,-1.0,0.4604843163340889,22.724441051483154,0.14999999,101,10.0,6.8399167,1.5,101
400,-1.9485542534056375,49.05747020314862,0.11904440977305253,249,596.4901960784314,-1.0,0.4809555902269472,22.915441036224365,0.14999999,102,10.0,6.0594172,1.5,102
400,-0.8395760811563611,50.49704628430498,0.10973741471548541,249,595.1359223300971,-1.0,0.49026258528451433,23.111446142196655,0.14999999,103,10.0,8.346522,1.5,103
400,13.859832300414348,37.237213983890626,0.24194986553951292,181,591.1538461538462,-1.0,0.3580501344604868,23.264851093292236,0.14999999,104,10.0,11.602274,1.5,104
400,-1.5265535016700418,39.36376748556067,0.22510697632799337,181,590.1619047619048,-1.0,0.3748930236720064,23.489821910858154,0.14999999,105,10.0,8.475882,1.5,105
400,0.42544959835779883,39.53831788720287,0.2269970010641236,181,588.3018867924528,-1.0,0.37300299893587613,23.686467170715332,0.14999999,106,10.0,7.904609,1.5,106
400,6.010475168348224,34.12784271885465,0.2810481988892086,181,585.196261682243,-1.0,0.31895180111079113,23.83813762664795,0.14999999,107,10.0,9.293609,1.5,107
400,2.536261408418736,32.191581310435915,0.3019298026811487,181,582.7777777777778,-1.0,0.29807019731885104,24.011794567108154,0.14999999,108,10.0,9.708,1.5,108
400,4.590286998424001,28.201294312011914,0.3412725292475969,181,579.743119266055,-1.0,0.2587274707524029,24.178927421569824,0.14999999,109,10.0,8.936157,1.5,109
400,1.3142176262382597,27.487076685773655,0.3501174846747847,181,577.4181818181818,-1.0,0.24988251532521505,24.371343851089478,0.14999999,110,10.0,9.466848,1.5,110
400,1.2935013346827748,26.79357535109088,0.3586164382784603,181,575.1711711711712,-1.0,0.24138356172153946,24.560935497283936,0.14999999,111,10.0,8.305507,1.5,111
400,2.0249135478328397,25.36866180325804,0.37349409104233866,181,572.8839285714286,-1.0,0.22650590895766107,24.726024866104126,0.14999999,112,10.0,11.32996,1.5,112
400,5.140704035523164,20.827957767734873,0.4156817896660628,181,570.0973451327434,-1.0,0.18431821033393692,24.907976150512695,0.14999999,113,10.0,10.762808,1.5,113
400,5.20745001540201,16.220507752332864,0.45771484427778164,181,567.359649122807,-1.0,0.14228515572221812,25.06933045387268,0.14999999,114,10.0,9.386193,1.5,114
400,1.101865099635675,15.71864265269719,0.4633161508461111,181,565.2347826086957,-1.0,0.1366838491538886,25.213643789291382,0.14999999,115,10.0,10.888487,1.5,115
400,5.719931497341298,10.598711155355891,0.5086318003848628,181,562.5689655172414,-1.0,0.091368199615137,25.337586879730225,0.14999999,116,10.0,7.5605044,1.5,116
400,5.1946885056177745,6.004022649738117,0.5486835670962552,181,559.957264957265,-1.0,0.05131643290374459,25.462666988372803,0.14999999,117,10.0,8.746752,1.5,117
400,5.653763828752685,0.9502588209854315,0.591946959144191,181,557.3474576271186,-1.0,0.00805304085580874,25.589719533920288,0.14999999,118,10.0,8.553674,1.5,118
400,-2.047329965928427,3.5975887869138585,0.5697681614545052,181,557.2857142857143,-1.0,0.03023183854549461,25.798047065734863,0.14999999,119,10.0,11.652997,1.5,119
400,-0.953211519818677,5.150800306732536,0.557076664110562,181,555.875,-1.0,0.042923335889437794,25.96006751060486,0.14999999,120,10.0,11.9686775,1.5,120
400,5.196421124172643,0.5543791825598925,0.5954183538631411,181,553.3719008264463,-1.0,0.004581646136858616,26.087008237838745,0.14999999,121,10.0,8.585343,1.5,121
400,-0.7238591509656533,1.878238333525546,0.5846046038235609,181,552.0819672131148,-1.0,0.0153953961764389,26.26145648956299,0.14999999,122,10.0,7.203671,1.5,122
400,13.679135734819713,-11.200897401294167,0.6910642065145866,181,549.0731707317074,-1.0,-0.09106420651458673,26.454389095306396,0.14999999,123,10.0,10.668941,1.5,123
400,-0.7267571289904873,-9.87414027230368,0.6796301634863198,181,548.3145161290323,-1.0,-0.07963016348632,26.669321298599243,0.14999999,124,10.0,10.083395,1.5,124
400,-1.8515150593562597,-7.4226252129474215,0.6593810017035792,181,550.864,-1.0,-0.05938100170357937,27.026107788085938,0.14999999,125,10.0,6.1378193,1.5,125
400,1.9295595558638499,-8.752184768811272,0.6694617838794543,181,549.031746031746,-1.0,-0.06946178387945454,27.210726261138916,0.14999999,126,10.0,8.512066,1.5,126
400,-1.4147468645795171,-6.737437904231755,0.653050692159305,181,549.9842519685039,-1.0,-0.053050692159305156,27.56915783882141,0.14999999,127,10.0,9.346277,1.5,127
400,5.210410076247101,-11.347847980478857,0.6886550623474909,181,547.671875,-1.0,-0.08865506234749107,27.80953311920166,0.14999999,128,10.0,8.95155,1.5,128
400,1.014374584630056,-11.762222565108914,0.691180019884565,181,546.2015503875969,-1.0,-0.09118001988456523,28.067533254623413,0.14999999,129,10.0,11.103568,1.5,129
400,-0.6802262480409271,-10.481996317067987,0.6806307409005228,181,545.2615384615384,-1.0,-0.08063074090052297,28.284228563308716,0.14999999,130,10.0,11.446331,1.5,130
400,4.251040311943976,-14.133036629011963,0.7078857757939844,181,543.0839694656488,-1.0,-0.10788577579398445,28.457686185836792,0.14999999,131,10.0,8.282179,1.5,131
400,1.4690270253532693,-15.002063654365232,0.7136519973815547,181,541.4090909090909,-1.0,-0.11365199738155479,28.73278021812439,0.14999999,132,10.0,8.889815,1.5,132
400,-2.4041314072339572,-11.997932247131274,0.6902100168957237,181,542.609022556391,-1.0,-0.09021001689572386,29.16258668899536,0.14999999,133,10.0,6.88361,1.5,133
400,-1.6393835407941846,-9.75854870633709,0.672824990345799,181,543.2537313432836,-1.0,-0.07282499034579917,29.486021518707275,0.14999999,134,10.0,7.993981,1.5,134
400,-1.363758353585522,-7.794790352751567,0.6577391877981597,181,543.7555555555556,-1.0,-0.05773918779815976,29.860750198364258,0.14999999,135,10.0,5.8311224,1.5,135
400,0.17912070081370057,-7.373911053565268,0.6542199342173916,181,542.2132352941177,-1.0,-0.05421993421739168,30.11177349090576,0.14999999,136,10.0,10.077926,1.5,136
400,-0.4733363875274237,-6.3005746660378446,0.6459895961024659,181,541.3284671532847,-1.0,-0.045989596102466015,30.408745765686035,0.14999999,137,10.0,8.851212,1.5,137
400,-0.5872716102894611,-5.113303055748384,0.6370529206938287,181,541.0942028985507,-1.0,-0.037052920693828865,30.715404987335205,0.14999999,138,10.0,7.857383,1.5,138
400,1.4240208231914737,-5.937323878939858,0.6427145602801426,181,539.5323741007194,-1.0,-0.042714560280142866,30.960403442382812,0.14999999,139,10.0,7.383296,1.5,139
400,13.854296075511467,-19.191619954451326,0.7370829996746521,181,536.9857142857143,-1.0,-0.13708299967465232,31.16912293434143,0.14999999,140,10.0,10.187675,1.5,140
400,-0.6663281958927832,-17.925291758558544,0.7271297287841029,181,536.468085106383,-1.0,-0.12712972878410314,31.50000524520874,0.14999999,141,10.0,7.379447,1.5,141
400,13.647320530376009,-30.972612288934553,0.8181169879502431,181,533.9647887323944,-1.0,-0.21811698795024334,31.68409776687622,0.14999999,142,10.0,11.24622,1.5,142
400,5.72192638911142,-36.09453867804597,0.8524093613849366,181,532.027972027972,-1.0,-0.25240936138493686,31.866559982299805,0.14999999,143,10.0,8.454068,1.5,143
400,0.09417395577302345,-35.58871263381899,0.8471438377348539,181,531.0694444444445,-1.0,-0.24714383773485413,32.36531352996826,0.14999999,144,10.0,6.6045475,1.5,144
400,-0.15458454530319266,-34.8341280885158,0.840235366127695,181,530.0551724137931,-1.0,-0.24023536612769517,32.96106219291687,0.14999999,145,10.0,10.904742,1.5,145
400,13.483949880069543,-47.71807796858534,0.9268361504697623,181,527.6643835616438,-1.0,-0.3268361504697626,33.430744886398315,0.14999999,146,10.0,10.71029,1.5,146
400,-1.202675962723533,-45.91540200586181,0.9123496735092638,181,527.4149659863946,-1.0,-0.312349673509264,34.33777379989624,0.14999999,147,10.0,9.696711,1.5,147
400,-2.458905747915252,-42.85649625794655,0.8895709206618008,181,528.7567567567568,-1.0,-0.289570920661801,35.38768124580383,0.14999999,148,10.0,9.655239,1.5,148
400,0.7905132632136667,-43.04700952116022,0.8889061041688602,181,527.5570469798657,-1.0,-0.28890610416886053,36.37526082992554,0.14999999,149,10.0,11.670415,1.5,149
400,-2.2451701094439374,-40.201839411716286,0.8680122627447749,181,527.6266666666667,-1.0,-0.26801226274477524,37.3762321472168,0.14999999,150,10.0,5.3676114,1.5,150
400,6.229046454124627,-45.83088586584091,0.9035158004360321,181,525.774834437086,-1.0,-0.30351580043603255,37.8373966217041,0.14999999,151,10.0,13.1499405,1.5,151
400,5.6162815960509835,-50.8471674618919,0.9345208385650778,181,523.9736842105264,-1.0,-0.3345208385650783,38.273131370544434,0.14999999,152,10.0,12.881301,1.5,152
400,1.8346406157063193,-52.08180807759822,0.9404039743633866,181,522.6797385620915,-1.0,-0.34040397436338704,38.96979641914368,0.14999999,153,10.0,11.815251,1.5,153
400,5.735277111513962,-57.21708518911218,0.9715395142150137,181,520.9350649350649,-1.0,-0.3715395142150142,39.43537926673889,0.14999999,154,10.0,9.410545,1.5,154
400,5.561029862521077,-62.17811505163326,1.0011491293653754,181,519.2774193548387,-1.0,-0.4011491293653759,39.86281991004944,0.14999999,155,10.0,8.079532,1.5,155
400,-2.10790983452128,-59.47020521711198,0.9812192642122559,181,520.1538461538462,-1.0,-0.38121926421225627,40.62551712989807,0.14999999,156,10.0,8.0433655,1.5,156
400,-1.9000136298961703,-56.97019158721581,0.9628674623389538,181,520.3885350318471,-1.0,-0.36286746233895417,41.21621322631836,0.14999999,157,10.0,7.718836,1.5,157
400,5.839964858053599,-62.210156445269405,0.9937351673751226,181,518.7151898734177,-1.0,-0.3937351673751228,41.537824869155884,0.14999999,158,10.0,10.443545,1.5,158
400,14.229992938563537,-75.84014938383294,1.0769820715964333,180,516.5849056603773,-1.0,-0.4769820715964336,41.79492139816284,0.14999999,159,10.0,12.723231,1.5,159
400,-1.79642021985756,-73.44372916397538,1.0590233072748458,180,516.38125,-1.0,-0.4590233072748461,42.494702100753784,0.14999999,160,10.0,10.601191,1.5,160
400,13.618353369046222,-86.4620825330216,1.137031568528084,180,514.2981366459627,-1.0,-0.5370315685280844,42.76963400840759,0.14999999,161,10.0,11.063724,1.5,161
400,-1.7663753859627533,-84.09570714705885,1.119109303376906,180,514.5617283950618,-1.0,-0.5191093033769064,43.16561555862427,0.14999999,162,10.0,9.440622,1.5,162
400,1.0472772320581067,-84.54298437911696,1.118668615822803,180,513.4110429447853,-1.0,-0.5186686158228034,43.45282030105591,0.14999999,163,10.0,8.705181,1.5,163
