GridSize,Regret,ReturnLastEpisode,MountainCar_mu1_higher,Iteration,NumTrajectories,Regret/t,MountainCar_std1_higher,AvgEpLen,ReturnMean,MountainCar_std0_higher,MountainCar_mu0_higher,MinEpLen,TimeElapsed,ActionIn1
400,1303.1431581592399,1.0084804105156384,8.256767,24,24,54.297631589968326,0.14999999,462.1666666666667,0.7023684100316698,0.14999999,-0.6163876,328,4.10498833656311,7.886246
400,1359.1044677735604,-0.9613096143204117,8.256767,25,25,54.36417871094241,0.14999999,463.76,0.6358212890575866,0.14999999,-0.6163876,328,4.321738958358765,7.722382
400,1414.6112155496924,-0.506747776131957,8.256767,26,26,54.40812367498817,0.14999999,470.88461538461536,0.5918763250118348,0.14999999,-0.6163876,328,4.577197074890137,7.791497
400,1470.0640596585079,-0.4528441088154678,8.256767,27,27,54.44681702438918,0.14999999,473.6666666666667,0.5531829756108236,0.14999999,-0.6163876,328,4.806761026382446,7.4281306
400,1522.3419168140315,2.7221428444763145,8.256767,28,28,54.36935417192969,0.14999999,468.82142857142856,0.6306458280703054,0.14999999,-0.6163876,328,4.971596956253052,7.7062097
400,1577.0818349529948,0.2600818610366898,8.256767,29,29,54.38213223975844,0.14999999,469.51724137931035,0.6178677602415601,0.14999999,-0.6163876,328,5.219520092010498,7.7339454
400,1631.352249073607,0.7295858793877446,8.256767,30,30,54.378408302453565,0.14999999,468.6666666666667,0.621591697546433,0.14999999,-0.6163876,328,5.453862190246582,7.760133
400,1685.1204956630907,1.2317534105163697,8.256767,31,31,54.35872566655131,0.14999999,466.80645161290323,0.6412743334486889,0.14999999,-0.6163876,328,5.6683244705200195,7.8312316
400,1740.4824502566473,-0.3619545935566437,8.256767,32,32,54.39007657052023,0.14999999,471.5,0.6099234294797723,0.14999999,-0.6163876,328,5.899999380111694,7.9697022
400,1796.187605260109,-0.7051550034615381,8.256767,33,33,54.429927432124515,0.14999999,483.1515151515151,0.5700725678754902,0.14999999,-0.6163876,328,6.214430332183838,7.6178727
400,1849.9935617642461,1.1940434958627415,8.256767,34,34,54.41157534600724,0.14999999,481.0882352941176,0.5884246539927622,0.14999999,-0.6163876,328,6.390538930892944,7.7896905
400,1904.4289403239698,0.5646214402764362,8.256767,35,35,54.41225543782771,0.14999999,480.3142857142857,0.5877445621722958,0.14999999,-0.6163876,328,6.602685928344727,7.925281
400,1959.45962710699,-0.03068678302027461,8.256767,36,36,54.42943408630528,0.14999999,481.19444444444446,0.5705659136947243,0.14999999,-0.6163876,328,6.812198638916016,7.805184
400,2015.0409564413742,-0.5813293343841639,8.256767,37,37,54.46056639030741,0.14999999,484.7027027027027,0.5394336096925922,0.14999999,-0.6163876,328,7.052680969238281,7.6121087
400,2070.060387668231,-0.019431226857037243,8.256767,38,38,54.4752733596903,0.14999999,484.63157894736844,0.5247266403097072,0.14999999,-0.6163876,328,7.28919792175293,7.665063
400,2122.640414808368,2.4199728598633747,8.256767,39,39,54.426677302778664,0.14999999,480.61538461538464,0.5733226972213397,0.14999999,-0.6163876,328,7.449870586395264,7.77601
400,2178.2891694216814,-0.6487546133134476,8.256767,40,40,54.45722923554204,0.14999999,490.45,0.54277076445797,0.14999999,-0.6163876,328,7.763572692871094,7.7047462
400,2234.112846805686,-0.823677384004226,8.256767,41,41,54.49055723916307,0.14999999,494.2682926829268,0.5094427608369408,0.14999999,-0.6163876,328,8.021348237991333,7.4836955
400,2289.9305875930622,-0.8177407873762534,8.256767,42,42,54.522156847453864,0.14999999,493.92857142857144,0.47784315254615056,0.14999999,-0.6163876,328,8.232447147369385,7.2588344
400,2344.2308542444293,0.6997333486327832,8.256767,43,43,54.51699661033557,0.14999999,491.72093023255815,0.48300338966444434,0.14999999,-0.6163876,328,8.421613216400146,7.7158127
400,2399.730894183457,-0.5000399390279411,8.256767,44,44,54.53933850416948,0.14999999,492.02272727272725,0.46066149583052646,0.14999999,-0.6163876,328,8.638797283172607,7.806125
400,2455.602381691747,-0.8714875082897141,8.256767,45,45,54.56894181537215,0.14999999,493.9111111111111,0.43105818462785445,0.14999999,-0.6163876,328,8.862422943115234,7.2892504
400,2508.018722837926,2.583658853820923,8.256767,46,46,54.52214614865056,0.14999999,490.5217391304348,0.47785385134944286,0.14999999,-0.6163876,328,9.031283378601074,7.588459
400,2562.8759565386595,0.14276629926664358,8.256767,47,47,54.52927567103531,0.14999999,491.40425531914894,0.4707243289647024,0.14999999,-0.6163876,328,9.267074346542358,7.9767
400,2618.798681962421,-0.9227254237617646,8.256767,48,48,54.558305874217105,0.14999999,494.4583333333333,0.441694125782901,0.14999999,-0.6163876,328,9.53452181816101,7.5441246
400,2673.8655617663344,-0.0668798039130507,8.256767,49,49,54.568684934006825,0.14999999,494.40816326530614,0.43131506599318775,0.14999999,-0.6163876,328,9.759573936462402,7.864749
400,2728.523903736945,0.34165802938936707,8.256767,50,50,54.5704780747389,0.14999999,493.68,0.4295219252611113,0.14999999,-0.6163876,328,9.997450590133667,7.8599277
400,2781.3468946669645,2.1770090699804046,8.256767,51,51,54.536213620920876,0.14999999,490.4117647058824,0.46378637907913667,0.14999999,-0.6163876,327,10.189303636550903,7.23875
400,2833.7724703962563,2.5744242707082137,8.256767,52,52,54.495624430697234,0.14999999,487.40384615384613,0.5043755693027727,0.14999999,-0.6163876,327,10.376932144165039,7.48404
400,2888.6197166381253,0.15275375813089664,8.256767,53,53,54.50225880449293,0.14999999,485.8301886792453,0.49774119550707696,0.14999999,-0.6163876,327,10.596197128295898,7.331268
400,2943.188577681594,0.4311389565316259,8.256767,54,54,54.50349217928878,0.14999999,484.14814814814815,0.4965078207112353,0.14999999,-0.6163876,327,10.764670372009277,7.3357363
400,2995.808253637079,2.380324044515123,8.256767,55,55,54.46924097521962,0.14999999,481.3272727272727,0.5307590247803969,0.14999999,-0.6163876,327,10.902448654174805,7.3755527
400,3048.2236664850925,2.5845871519864896,8.256767,56,56,54.43256547294808,0.14999999,478.6607142857143,0.5674345270519343,0.14999999,-0.6163876,327,11.082369565963745,7.5185933
400,3103.8919883458666,-0.6683218607742638,8.256767,57,57,54.45424540957661,0.14999999,484.6842105263158,0.5457545904234045,0.14999999,-0.6163876,327,11.409600496292114,7.8702817
400,3152.9036512372973,5.988337108569301,8.256767,58,58,54.3604077799534,0.14999999,480.7586206896552,0.6395922200466096,0.14999999,-0.6163876,257,11.591891288757324,7.677972
400,3207.3826083223503,0.5210429149469178,8.256767,59,59,54.36241709020933,0.14999999,480.08474576271186,0.6375829097906827,0.14999999,-0.6163876,257,11.780303716659546,7.624906
400,3261.068664630941,1.3139436914093365,8.256767,60,60,54.35114441051568,0.14999999,479.1,0.6488555894843269,0.14999999,-0.6163876,257,11.952573776245117,8.268577
400,3316.0381833674783,0.03048126346261515,8.256767,61,61,54.36128169454882,0.14999999,479.60655737704917,0.638718305451184,0.14999999,-0.6163876,257,12.158488273620605,7.8484874
400,3371.946689111125,-0.9085057436468574,8.256767,62,62,54.38623692114718,0.14999999,480.83870967741933,0.6137630788528284,0.14999999,-0.6163876,257,12.41515827178955,7.4840603
400,3424.578149081863,2.368540029262231,8.256767,63,63,54.358383318759735,0.14999999,478.42857142857144,0.6416166812402793,0.14999999,-0.6163876,257,12.58242654800415,7.3677287
400,3473.613476155895,5.964672925968218,8.256767,64,64,54.27521056493586,0.14999999,474.984375,0.7247894350641533,0.14999999,-0.6163876,257,12.720922708511353,7.470377
400,3528.2201494617343,0.39332669416093646,8.256767,65,65,54.28030999171899,0.14999999,474.38461538461536,0.7196900082810268,0.14999999,-0.6163876,257,12.895239114761353,7.707548
400,3581.511510520992,1.7086389407422085,8.256767,66,66,54.26532591698473,0.14999999,472.3333333333333,0.7346740830152871,0.14999999,-0.6163876,257,13.075799942016602,7.439566
400,3637.5607364898538,-1.0492259688615033,8.256767,67,67,54.29195129089334,0.14999999,473.1940298507463,0.7080487091066784,0.14999999,-0.6163876,257,13.305047273635864,7.427628
