GridSize,Regret,ReturnLastEpisode,MountainCar_mu1_higher,Iteration,NumTrajectories,Regret/t,MountainCar_std1_higher,AvgEpLen,ReturnMean,MountainCar_std0_higher,MountainCar_mu0_higher,MinEpLen,TimeElapsed,ActionIn1
400,55.02678543319684,-0.026785433196843567,8.256767,1,1,55.02678543319684,0.14999999,512.0,-0.026785433196843567,0.14999999,-0.6163876,512,0.1750948429107666,7.6380997
400,111.01495607361329,-0.9881706404164383,8.256767,2,2,55.507478036806646,0.14999999,576.0,-0.5074780368066409,0.14999999,-0.6163876,512,0.4147036075592041,7.114051
400,166.1074778434686,-0.09252176985531302,8.256767,3,3,55.36915928115619,0.14999999,553.3333333333334,-0.3691592811561983,0.14999999,-0.6163876,508,0.5531802177429199,7.5989475
400,218.84901649670888,2.2584613467597103,8.256767,4,4,54.71225412417722,0.14999999,498.25,0.2877458758227789,0.14999999,-0.6163876,333,0.6477785110473633,7.7047467
400,274.050570492862,-0.20155399615308942,8.256767,5,5,54.8101140985724,0.14999999,522.6,0.18988590142760522,0.14999999,-0.6163876,333,0.8461806774139404,7.8733506
400,329.5663434251028,-0.5157729322408166,8.256767,6,6,54.9277239041838,0.14999999,526.0,0.07227609581620159,0.14999999,-0.6163876,333,1.0142407417297363,7.6730614
400,382.5651283943102,2.0012150307925856,8.256767,7,7,54.65216119918717,0.14999999,498.42857142857144,0.34783880081282786,0.14999999,-0.6163876,333,1.1400065422058105,7.3287206
400,437.7105477538713,-0.14541935956113144,8.256767,8,8,54.713818469233914,0.14999999,502.625,0.28618153076608294,0.14999999,-0.6163876,333,1.2842679023742676,7.7875433
400,490.1942571032067,2.5162906506645566,8.256767,9,9,54.46602856702297,0.14999999,483.55555555555554,0.5339714329770244,0.14999999,-0.6163876,331,1.416365623474121,7.596342
400,544.0403015824455,1.1539555207612522,8.256767,10,10,54.40403015824455,0.14999999,476.2,0.5959698417554472,0.14999999,-0.6163876,331,1.5797696113586426,8.086756
400,599.3374577749569,-0.29715619251130176,8.256767,11,11,54.48522343408699,0.14999999,485.8181818181818,0.5147765659130155,0.14999999,-0.6163876,331,1.7825627326965332,7.7034817
400,654.4481817149599,-0.11072394000303043,8.256767,12,12,54.537348476246656,0.14999999,487.75,0.462651523753345,0.14999999,-0.6163876,331,1.9625976085662842,7.807883
400,710.198068868208,-0.749887153248065,8.256767,13,13,54.63062068216985,0.14999999,497.46153846153845,0.3693793178301596,0.14999999,-0.6163876,331,2.17142391204834,7.7270284
400,762.8640982529798,2.33397061522814,8.256767,14,14,54.490292732355705,0.14999999,486.35714285714283,0.5097072676443011,0.14999999,-0.6163876,331,2.310106039047241,7.757681
400,815.3361802922263,2.5279179607534292,8.256767,15,15,54.35574535281509,0.14999999,475.93333333333334,0.6442546471849097,0.14999999,-0.6163876,330,2.4448320865631104,7.726246
400,869.7968740184531,0.5393062737733214,8.256767,16,16,54.36230462615332,0.14999999,476.5625,0.6376953738466854,0.14999999,-0.6163876,330,2.61612606048584,7.8016424
400,924.2268099106425,0.5700641078105939,8.256767,17,17,54.36628293592015,0.14999999,475.1764705882353,0.6337170640798565,0.14999999,-0.6163876,330,2.8451695442199707,8.020458
400,978.6964419185385,0.5303679921040041,8.256767,18,18,54.37202455102992,0.14999999,470.8333333333333,0.627975448970087,0.14999999,-0.6163876,330,3.0405406951904297,7.5499773
400,1033.54153170477,0.15491021376850347,8.256767,19,19,54.39692272130369,0.14999999,475.2631578947368,0.6030772786963194,0.14999999,-0.6163876,330,3.2550172805786133,8.261311
400,1088.4969651214058,0.04456658336422015,8.256767,20,20,54.42484825607029,0.14999999,475.45,0.5751517439297145,0.14999999,-0.6163876,330,3.424039840698242,7.360329
400,1143.6944286491755,-0.1974635277697938,8.256767,21,21,54.461639459484545,0.14999999,477.04761904761904,0.5383605405154522,0.14999999,-0.6163876,330,3.6091740131378174,7.67018
400,1196.2234645305427,2.4709641186327493,8.256767,22,22,54.373793842297395,0.14999999,470.72727272727275,0.6262061577026021,0.14999999,-0.6163876,330,3.7608890533447266,7.6392536
400,1249.1516385697555,2.071825960787189,8.256767,23,23,54.310940807380675,0.14999999,464.5217391304348,0.6890591926193234,0.14999999,-0.6163876,328,3.917285919189453,7.328649
