ReturnMean,MountainCar_std1_higher,GridSize,MountainCar_std0_higher,MinEpLen,Regret,ActionIn1,TimeElapsed,ReturnLastEpisode,AvgEpLen,MountainCar_mu0_higher,MountainCar_mu1_higher,Regret/t,NumTrajectories,Iteration
-5.029347578931285,1.5,400,0.14999999,500,5.629347578931284,-17.986649,0.15804481506347656,-5.029347578931285,500.0,-2.0,-15.0,5.629347578931284,1,1
-11.05318033752216,1.5,400,0.14999999,500,23.30636067504432,-9.438963,0.31577444076538086,-17.077013096113035,500.0,1.7894737,-7.105263,11.65318033752216,2,2
-9.170981054024443,1.5,400,0.14999999,500,29.312943162073328,-0.5919905,0.4794890880584717,-5.406582487029008,500.0,-2.0,2.368421,9.770981054024443,3,3
-11.577853785435185,1.5,400,0.14999999,500,48.71141514174074,13.318112,0.6402332782745361,-18.798471979667408,500.0,1.7894737,10.263158,12.177853785435184,4,4
-7.795127730218974,1.5,400,0.14999999,186,41.97563865109487,13.427878,0.7160704135894775,7.335776490645866,437.2,-2.0,15.0,8.395127730218974,5,5
-5.944926818525821,1.5,400,0.14999999,186,39.269560911154926,14.007285,0.8174929618835449,3.306077739939946,405.3333333333333,-1.5789474,15.0,6.544926818525821,6,6
-5.362654138709983,1.5,400,0.14999999,186,41.73857897096988,11.232812,0.9309778213500977,-1.8690180598149553,384.2857142857143,-2.0,15.0,5.962654138709984,7,7
-4.092422789665333,1.5,400,0.14999999,186,37.53938231732266,15.196352,1.076918363571167,4.7991966536472175,373.0,-0.31578946,15.0,4.692422789665333,8,8
-3.609850546491732,1.5,400,0.14999999,186,37.88865491842558,15.375225,1.2537651062011719,0.2507273988970792,381.22222222222223,0.5263158,15.0,4.209850546491731,9,9
-2.9533400819982747,1.5,400,0.14999999,186,35.53340081998274,15.227018,1.3888275623321533,2.9552540984428406,375.7,-0.7368421,13.421053,3.553340081998274,10,10
-1.4174172390131097,1.5,400,0.14999999,185,22.191589629144197,13.880659,1.4852242469787598,13.941811190838543,358.3636363636364,-0.7368421,15.0,2.017417239013109,11,11
-3.070722076771222,1.5,400,0.14999999,185,44.048664921254655,17.731314,1.6623225212097168,-21.257075292110457,370.1666666666667,1.5789474,15.0,3.6707220767712214,12,12
-2.4745275434649043,1.5,400,0.14999999,185,39.96885806504375,15.295717,1.7856574058532715,4.679806856210909,361.46153846153845,-0.94736844,15.0,3.0745275434649035,13,13
-3.0905578425999343,1.5,400,0.14999999,185,51.66780979639907,16.554094,1.9859614372253418,-11.09895173135532,371.35714285714283,1.1578947,15.0,3.6905578425999335,14,14
-4.944312990969564,1.5,400,0.14999999,185,83.16469486454346,18.21576,2.182684898376465,-30.896885068144385,379.93333333333334,2.0,15.0,5.544312990969564,15,15
-4.352837352567753,1.5,400,0.14999999,185,79.24539764108404,12.919454,2.317629337310791,4.519297223459422,375.125,-0.5263158,15.0,4.9528373525677525,16,16
-3.4146529276215736,1.5,400,0.14999999,177,68.24909976956674,15.307356,2.4622416496276855,11.596297871517294,363.47058823529414,-1.7894737,15.0,4.014652927621573,17,17
-2.7262946268610966,1.5,400,0.14999999,177,59.87330328349972,15.582655,2.63900089263916,8.975796486067013,356.1111111111111,0.10526316,15.0,3.326294626861096,18,18
-3.9926170347627106,1.5,400,0.14999999,177,87.25972366049149,20.003628,2.8554739952087402,-26.78642037699176,363.6842105263158,1.7894737,15.0,4.59261703476271,19,19
-3.7164700760752565,1.5,400,0.14999999,177,86.32940152150513,11.056882,3.0166120529174805,1.5303221389863595,363.5,-0.7368421,15.0,4.316470076075257,20,20
-3.3815889427601427,1.5,400,0.14999999,177,83.613367797963,13.307989,3.1941325664520264,3.3160337235421364,357.9047619047619,-1.7894737,15.0,3.9815889427601427,21,21
-2.9493510602976327,1.5,400,0.14999999,177,78.0857233265479,14.473402,3.3632869720458984,6.12764447141508,354.0,0.10526316,15.0,3.549351060297632,22,22
-2.8224044231421663,1.5,400,0.14999999,177,78.71530173226982,13.844882,3.5639688968658447,-0.029578405721910856,360.3478260869565,0.10526316,15.0,3.422404423142166,23,23
-2.684654799229026,1.5,400,0.14999999,177,78.83171518149662,15.491767,3.7837624549865723,0.48358655077319934,363.1666666666667,-0.7368421,15.0,3.284654799229026,24,24
-2.523023830434392,1.5,400,0.14999999,177,78.0755957608598,16.491537,3.9565351009368896,1.3561194206368237,358.36,-1.7894737,15.0,3.123023830434392,25,25
-2.4772662509986527,1.5,400,0.14999999,177,80.00892252596496,12.46362,4.118010997772217,-1.3333267651051592,356.84615384615387,-1.7894737,13.421053,3.0772662509986524,26,26
-2.2448910908836592,1.5,400,0.14999999,177,76.8120594538588,11.380462,4.307569265365601,3.7968630721061682,355.4074074074074,0.10526316,13.421053,2.844891090883659,27,27
-1.9457914861610497,1.5,400,0.14999999,177,71.28216161250938,13.94525,4.483052492141724,6.129897841349406,352.5357142857143,-0.10526316,15.0,2.5457914861610496,28,28
-1.7386617828484399,1.5,400,0.14999999,177,67.82119170260475,13.995414,4.664248704910278,4.060969909904635,351.2068965517241,-0.10526316,15.0,2.3386617828484395,29,29
-1.3052869615994143,1.5,400,0.14999999,177,57.15860884798242,12.5822735,4.823214292526245,11.26258285462233,345.46666666666664,-1.7894737,15.0,1.9052869615994141,30,30
-0.8733574629230951,1.5,400,0.14999999,177,45.67408135061594,12.654127,4.946029186248779,12.084527497366478,340.06451612903226,-1.7894737,15.0,1.473357462923095,31,31
