ReturnAbsMax,ReturnStepMax,IWFirstEpisode,Iteration,Bound,Regret/t,Regret,TimeElapsed,ReturnLastEpisode,DenMISELogLast,LQGsigma_higher,TimestepsSoFar,DenMISELogFirst,ReturnMean,IWLastEpisode,LQGmu1_actor,IWMin,IWMax,IWMean,DenMISEMeanLog,ReturnMax,Delta,LQGmu1_higher,ReturnMin
17.376837,19.164722,8.178021e-07,14,116.56399,6.067729,84.9482,10.923014879226685,5.8860674,-0.6365979,0.14999999,280,-0.94969714,11.332271,1.4529825e-24,-1.2319508,,12.828532,0.9896141,-0.8074504,17.376837,3.1016684e-06,-1.0,
17.376837,19.164722,6.4035254,15,115.5281,5.676982,85.15474,11.890027046203613,17.19346,-2.214885,0.14999999,300,-1.01869,11.723018,5.532602e-09,-0.067854315,,6.4035254,0.87161964,-0.9175517,17.376837,2.7018984e-06,-0.23232323,
17.376837,19.164722,0.7294224,16,108.85402,5.470669,87.5307,12.842237949371338,15.024036,-0.7404769,0.14999999,320,-0.727723,11.929331,0.20104387,-0.5177478,,5.940936,1.1540531,-0.9191153,17.376837,2.3747152e-06,-0.45454547,
17.38814,19.175928,0.00029982906,17,94.728226,5.149563,87.54256,13.859073162078857,17.38814,-0.6009931,0.14999999,340,-0.7437674,12.250437,0.65271366,-0.8801225,,4.4814296,0.559932,-0.8980016,17.38814,2.103554e-06,-0.8181818,
17.38814,19.175928,5.438866,18,92.665924,4.869088,87.64357,14.824381351470947,17.298979,-0.64626276,0.14999999,360,-0.80090815,12.530911,4.946439e-06,0.014251217,,6.141694,1.0027517,-0.90899915,17.38814,1.8763183e-06,-0.09090909,
17.38814,19.175928,7.1218953e-13,19,93.02283,5.0413294,95.78526,15.78002119064331,9.25833,-0.6885743,0.14999999,380,-0.59095156,12.35867,2.218151e-09,1.2309653,,0.8207862,0.1387302,-0.9028537,17.38814,1.6840087e-06,1.0,
17.38814,19.175928,6.01344e-07,20,92.88756,5.6592627,113.18526,16.7391574382782,,-2.4330368,0.14999999,400,-0.6422448,11.740737,,-1.102645,,9.484264,1.175862,-1.021274,17.38814,1.5198176e-06,-1.0,
17.38814,19.175928,5.155834e-06,21,91.821266,5.399583,113.391235,17.761157274246216,17.19402,-1.0938442,0.14999999,420,-0.691035,12.000417,5.173905e-29,0.7303704,,7.186107,2.1352131,-1.023886,17.38814,1.3785193e-06,0.6363636,
17.38814,19.175928,0.21567719,22,90.069275,5.7519712,126.543365,18.69900870323181,4.2478585,-0.803574,0.14999999,440,-0.7375547,11.648028,2.0529158e-15,-0.46073464,,5.9661436,1.2236098,-0.9739123,17.38814,1.2560477e-06,-0.53535354,
17.38814,19.175928,0.73383677,23,85.30914,5.5060215,126.63849,19.950729846954346,17.304869,-0.65437573,0.14999999,460,-0.7722508,11.893978,0.0012340669,0.44265085,,4.2153115,0.44579244,-0.9549192,17.38814,1.1492007e-06,0.15151516,
17.38814,19.175928,0.0045858757,24,85.34332,5.696576,136.7178,21.559441804885864,7.320689,-0.9822294,0.14999999,480,-0.78340286,11.7034235,6.975116,0.37386727,,6.975116,1.2401232,-0.9792347,17.38814,1.055429e-06,0.41414142,
17.38814,19.175928,2.479518,25,83.20266,5.851432,146.2858,22.626989364624023,7.8320346,-0.787947,0.14999999,500,-0.8240338,11.548568,4.576578e-05,-0.14586918,,4.3081746,0.824646,-0.96549195,17.38814,9.726833e-07,-0.35353535,
17.38814,19.175928,6.823973e-07,26,81.59848,5.658641,147.12466,23.376187324523926,16.561106,-0.77135575,0.14999999,520,-0.7686894,11.741359,5.236445e-07,-1.2059027,,8.363289,1.1385994,-0.9657146,17.38814,8.993004e-07,-1.0,
17.38814,19.175928,5.8956413,27,79.575195,5.4565363,147.32648,24.116422176361084,17.198158,-1.839872,0.14999999,540,-0.8064297,11.943463,1.200754e-10,-0.09009068,,5.945111,1.0462656,-0.99718505,17.38814,8.3391916e-07,-0.13131313,
17.38814,19.175928,9.508163e-09,28,79.62275,5.3230953,149.04666,24.857683420181274,15.679831,-0.6670966,0.14999999,560,-0.645294,12.076904,1.2679365e-07,0.746793,,6.6349144,1.0810015,-0.9863235,17.38814,7.754171e-07,0.7979798,
17.38814,19.175928,0.0073107923,29,79.69298,5.6006794,162.41968,25.607929944992065,4.0269904,-0.8417353,0.14999999,580,-0.68038535,11.79932,4.7137915e-20,-0.85180795,,6.249227,0.78522986,-0.98070574,17.38814,7.2286224e-07,-0.6969697,
17.38814,19.175928,6.4610236e-07,30,75.91481,5.4167023,162.50107,26.367907285690308,17.318642,-0.709876,0.14999999,600,-0.71403486,11.983297,3.3202422,-1.2210301,,7.2912154,1.2233976,-0.9798206,17.38814,6.754746e-07,-1.0,
17.38814,19.175928,2.6612434,31,74.650314,5.2486067,162.70679,27.1176860332489,17.19426,-1.9070588,0.14999999,620,-0.7468246,12.151393,1.384175e-14,0.018046351,,6.226608,0.8378541,-1.0055838,17.38814,6.325984e-07,0.030303031,
17.38814,19.175928,0.00014288523,32,74.13286,5.341834,170.93869,27.874223470687866,9.168096,-0.7078984,0.14999999,640,-0.6962134,12.058166,0.014111905,0.7583307,,6.9444017,1.6873238,-1.0025322,17.38814,5.936788e-07,0.53535354,
17.38814,19.175928,0.5509497,33,73.429214,5.5899944,184.46985,28.41634702682495,3.8688817,-0.90592676,0.14999999,660,-0.7269806,11.810005,1.3934914e-14,-0.75616896,,5.8085017,0.92935884,-0.98213613,17.38814,5.582434e-07,-0.47474748,
17.38814,19.175928,0.00095149456,34,72.95148,5.4263525,184.49597,29.376100301742554,17.373814,-0.7573871,0.14999999,680,-0.740276,11.973647,5.613599,-0.8449693,,5.613599,0.814792,-0.9790104,17.38814,5.258885e-07,-0.7777778,
17.38814,19.175928,8.5118354e-13,35,72.63868,5.2733927,184.56876,30.5843403339386,17.32724,-0.6195252,0.14999999,700,-0.7692355,12.126607,6.962342e-33,0.9190953,,15.824434,0.6633839,-0.9748493,17.38814,4.9626703e-07,1.0,
17.38814,19.175928,0.07120005,36,72.24858,5.5709763,200.55511,32.09728193283081,1.4136237,-1.0092509,0.14999999,720,-0.7974064,11.829023,0.0011998677,0.34131733,,6.3134828,0.61172783,-0.98707074,17.38814,4.6907957e-07,0.2929293,
17.38814,19.175928,7.203608e-07,37,71.85849,5.673275,209.91116,33.044620990753174,8.043983,-0.88396454,0.14999999,740,-0.82282954,11.726725,2.7881496e-17,-1.1474719,,7.1868134,1.2873865,-0.9951747,17.38814,4.4406656e-07,-1.0,
17.38814,19.175928,5.7537904,38,70.64104,5.529504,210.12119,34.6297242641449,17.189985,-1.2981622,0.14999999,760,-0.8494978,11.870496,3.508631e-08,-0.30390492,,5.7537904,0.8331349,-0.99767923,17.38814,4.2100217e-07,-0.21212122,
17.38814,19.175928,1.241049e-07,39,68.20771,5.3948317,210.3984,35.494227170944214,17.122751,-0.75075525,0.14999999,780,-0.73448116,12.005168,1.9349741e-10,0.68791926,,7.3159995,1.5215851,-0.9963375,17.38814,3.996891e-07,0.7373737,
17.38814,19.175928,0.031580124,40,67.952675,5.57506,223.00241,36.26617097854614,4.7960315,-0.85095143,0.14999999,800,-0.75979894,11.82494,7.399457e-17,-0.80610824,,5.2814302,0.87187177,-0.98194396,17.38814,3.799544e-07,-0.6363636,
17.38814,19.175928,6.9271994e-07,41,68.496056,5.440176,223.04718,37.0304172039032,17.355186,-0.65605456,0.14999999,820,-0.7837024,11.959824,2.2229016,-1.1733328,,6.667139,1.3062254,-0.97776794,17.38814,3.6164613e-07,-1.0,
17.38814,19.175928,3.7907162,42,66.60935,5.315464,223.24948,37.79691004753113,17.197727,-1.4449772,0.14999999,840,-0.80779994,12.084536,9.852118e-13,0.08180472,,6.426226,0.9285718,-0.9832228,17.38814,3.4462983e-07,-0.01010101,
17.38814,19.175928,2.2909098,43,65.70953,5.38618,231.60577,38.565972089767456,9.043725,-0.84738725,0.14999999,860,-0.74491864,12.01382,0.091996044,-0.3885326,,5.690385,0.7041533,-0.98269147,17.38814,3.2878697e-07,-0.35353535,
17.38814,19.175928,6.473742e-07,44,65.23397,5.26672,231.73566,39.329142332077026,17.270061,-0.7011419,0.14999999,880,-0.716002,12.13328,0.0013209601,-0.9754232,,6.154221,1.2901381,-0.98333436,17.38814,3.140119e-07,-1.0,
17.38814,19.175928,0.0072293584,45,65.135445,5.1537,231.9165,40.09742021560669,17.219158,-0.557987,0.14999999,900,-0.7384748,12.2463,3.715856e-18,0.4172302,,7.577853,1.0350173,-0.96875,17.38814,3.0021093e-07,0.3939394,
17.38814,19.175928,0.00097073265,46,64.556114,5.2564516,241.79675,40.86345887184143,7.519706,-0.91006655,0.14999999,920,-0.76029307,12.143548,1.0914825e-13,-0.8808884,,5.3308887,0.85028344,-0.96771497,17.38814,2.8730017e-07,-0.7777778,
17.38814,19.175928,0.5585706,47,63.27495,5.1469526,241.9068,41.64970874786377,17.289999,-0.53620833,0.14999999,940,-0.78177816,12.253047,9.2172533e-11,-0.0182783,,5.5641174,0.63767505,-0.96219003,17.38814,2.7520463e-07,0.17171717,
17.38814,19.175928,5.6714344,48,63.112804,5.184827,248.87164,42.41923189163208,10.435126,-0.7921119,0.14999999,960,-0.7910172,12.215173,3.0049698,-0.17989875,,5.6714344,0.8998696,-0.96638995,17.38814,2.6385726e-07,-0.1919192,
17.38814,19.175928,7.9421094e-13,49,63.013496,5.0973463,249.76996,43.202643394470215,16.501715,-0.6999697,0.14999999,980,-0.69995654,12.302653,1.9637226e-13,0.96048754,,15.187476,0.656221,-0.96349573,17.38814,2.531974e-07,1.0,
17.38814,19.175928,2.1122958e-05,50,62.92546,5.329294,266.46472,43.980072021484375,0.7052799,-1.1470082,0.14999999,1000,-0.72015923,12.070705,0.43704736,0.7549425,,7.3062224,1.5434827,-0.97492266,17.38814,2.4317083e-07,0.5959596,
17.38814,19.175928,6.630726e-07,51,62.731686,5.4891987,279.9491,44.7568097114563,3.915564,-0.9815898,0.14999999,1020,-0.73996145,11.910801,1.3420849e-29,-0.97428393,,6.23218,1.2890108,-0.9657596,17.38814,2.3372819e-07,-1.0,
17.38814,19.175928,0.56909215,52,62.70141,5.3869953,280.12378,45.540281772613525,17.225342,-0.56587756,0.14999999,1040,-0.75937957,12.013004,0.01829366,-0.38047892,,6.0088086,0.8172807,-0.9534922,17.38814,2.248251e-07,-0.47474748,
17.38814,19.175928,4.930482,53,60.930492,5.2866173,280.19067,46.317065477371216,17.333078,-0.7408075,0.14999999,1060,-0.7675431,12.113382,0.6613814,-0.15464869,,5.9130616,1.0541463,-0.95340097,17.38814,2.1642118e-07,-0.07070707,
17.38814,19.175928,3.0199637,54,60.919567,5.20743,281.20123,47.09193277359009,16.389486,-0.69748145,0.14999999,1080,-0.69728345,12.19257,3.0572412,-0.3728363,,5.560811,0.8704412,-0.9483521,17.38814,2.0847979e-07,-0.3131313,
17.38814,19.175928,0.0004971473,55,60.706657,5.1136866,281.2528,47.868459701538086,17.348433,-0.6736824,0.14999999,1100,-0.6612152,12.286313,0.093974076,-1.0171317,,5.2999444,0.8636611,-0.94602346,17.38814,2.0096763e-07,-0.7979798,
17.38814,19.175928,6.2399846e-07,56,60.821552,5.0260267,281.45746,48.649237871170044,17.195374,-0.6731012,0.14999999,1120,-0.67922467,12.373973,5.1797695,-1.2671474,,6.064773,1.3096428,-0.9439348,17.38814,1.9385428e-07,-1.0,
17.38814,19.175928,1.0011964e-08,57,60.116203,4.941392,281.65936,49.43255162239075,17.198095,-2.3315055,0.14999999,1140,-0.6969242,12.458608,,0.671447,,7.678077,1.2872758,-0.9636532,17.38814,1.8711206e-07,0.7979798,
17.38814,19.175928,0.40382123,58,59.043983,5.06999,294.0594,50.22550082206726,4.999902,-0.9671848,0.14999999,1160,-0.71431595,12.330009,5.186515e-13,-0.29376918,,5.6523743,0.8407085,-0.9596947,17.38814,1.8071556e-07,-0.4949495,
17.38814,19.175928,4.7713575,59,59.304127,4.988447,294.31836,51.02716398239136,17.141045,-0.6908699,0.14999999,1180,-0.7244721,12.411552,4.8800187,-0.1012467,,5.1176195,1.0123789,-0.9581981,17.38814,1.7464151e-07,-0.23232323,
17.38814,19.175928,6.1427033e-07,60,58.975353,4.936242,296.17456,51.82006645202637,15.5438595,-0.70331603,0.14999999,1200,-0.6635125,12.4637575,8.602145e-08,-0.88335,,5.9004545,1.2989756,-0.9541092,17.38814,1.6886865e-07,-1.0,
17.38814,19.175928,0.027417472,61,58.374752,4.856903,296.27112,53.139270067214966,17.303408,-0.5317802,0.14999999,1220,-0.6800418,12.543097,2.3400773e-14,0.39931208,,8.032246,0.7837283,-0.9429764,17.38814,1.6337734e-07,0.33333334,
17.38814,19.175928,2.5289946,62,58.017143,4.9357767,306.01813,55.36509656906128,7.652915,-0.9950972,0.14999999,1240,-0.69585294,12.464223,0.34900466,0.23649682,,6.443345,0.8878903,-0.9476955,17.38814,1.581496e-07,0.030303031,
17.38814,19.175928,0.00013944929,63,57.691776,4.9971867,314.82275,57.20633339881897,8.595423,-0.9852491,0.14999999,1260,-0.67187303,12.402813,0.9788713,0.6380053,,7.3899918,1.3866143,-0.9504358,17.38814,1.5316883e-07,0.53535354,
17.38814,19.175928,6.2925847e-07,64,56.78726,5.1066275,326.82416,58.46707582473755,5.398597,-0.9607108,0.14999999,1280,-0.68761915,12.293372,8.8686615e-26,-1.2270787,,5.730295,1.255662,-0.94526833,17.38814,1.484197e-07,-1.0,
17.38814,19.175928,2.6069698,65,56.417683,5.031332,327.03662,60.66502571105957,17.18757,-1.837013,0.14999999,1300,-0.70312333,12.368668,3.2628662e-07,-0.37117776,,5.2627697,0.89936125,-0.95561725,17.38814,1.4388809e-07,-0.33333334,
17.38814,19.175928,0.018702906,66,56.25698,4.9566765,327.1407,62.99464225769043,17.29595,-0.65232694,0.14999999,1320,-0.679067,12.443323,0.8357643,-0.76301366,,5.3563013,0.6840567,-0.95280224,17.38814,1.3956085e-07,-0.65656567,
17.38814,19.175928,7.8935263e-13,67,56.14927,4.8833456,327.18408,65.49882531166077,17.356543,-0.6723232,0.14999999,1340,-0.69382155,12.516654,5.2412645e-30,1.0623155,,15.663023,0.68651855,-0.9534572,17.38814,1.3542595e-07,1.0,
17.38814,19.175928,5.3463826,68,55.6716,5.0674133,344.5841,67.8481056690216,,-1.5168468,0.14999999,1360,-0.70863664,12.332586,2.1544536e-13,-0.11201713,,5.478735,1.0294707,-0.96686506,17.38814,1.3147212e-07,-0.13131313,
17.38814,19.175928,6.0454283e-07,69,55.625614,5.013529,345.93347,69.8409993648529,16.050652,-0.6716495,0.14999999,1380,-0.6475499,12.386471,1.2781345e-07,-0.9418325,,5.6697073,1.2609781,-0.9625133,17.38814,1.2768895e-07,-1.0,
17.38814,19.175928,0.26673546,70,55.482307,4.943968,346.07776,71.80711913108826,17.255722,-0.5086265,0.14999999,1400,-0.66193867,12.456032,6.228259e-13,0.23077305,,7.6491466,0.6572929,-0.9527867,17.38814,1.2406676e-07,0.21212122,
17.38814,19.175928,0.0005026987,71,55.311356,4.997999,354.85797,73.83376908302307,8.619774,-0.9781916,0.14999999,1420,-0.67232007,12.402,4.32202e-10,-0.88032407,,5.255297,0.8442514,-0.95811325,17.38814,1.2059652e-07,-0.7979798,
17.38814,19.175928,2.6067107e-07,72,55.33277,4.930133,354.96954,76.11764645576477,17.288332,-0.5205586,0.14999999,1440,-0.6862992,12.469867,1.051085e-24,0.9772257,,8.084404,1.4468161,-0.95439816,17.38814,1.1726989e-07,0.7171717,
17.38814,19.175928,1.1760786,73,54.347656,5.095337,371.9596,78.475426197052,0.40998152,-1.290737,0.14999999,1460,-0.70009255,12.304663,2.0044927e-18,-0.31036082,,5.4108305,0.84724027,-0.9536482,17.38814,1.1407902e-07,-0.41414142,
17.38814,19.175928,5.301903,74,54.25148,5.03063,372.26666,80.6277666091919,17.092976,-0.65546113,0.14999999,1480,-0.69771594,12.3693695,3.3417196,-0.462208,,5.3040085,1.0425895,-0.9519047,17.38814,1.1101664e-07,-0.17171717,
17.38814,19.175928,6.011623e-07,75,54.22518,4.9638605,372.28955,82.70259070396423,17.37716,-0.69804716,0.14999999,1500,-0.6419419,12.436139,0.008644021,-0.9387704,,5.6789703,1.2536161,-0.9482281,17.38814,1.0807592e-07,-1.0,
17.38814,19.175928,0.002402544,76,53.647804,4.9004345,372.4331,84.78871989250183,17.256441,-0.49678767,0.14999999,1520,-0.65518713,12.499565,2.780957e-18,0.5675356,,7.626628,1.0767704,-0.9393528,17.38814,1.0525054e-07,0.43434343,
17.38814,19.175928,0.09765812,77,53.536522,4.9826107,383.66095,86.80529403686523,6.172075,-0.98384917,0.14999999,1540,-0.6682276,12.417389,1.7262534e-12,-0.6320804,,5.8104725,0.7387607,-0.93932253,17.38814,1.02534514e-07,-0.57575756,
17.40679,19.19514,0.0005065052,78,53.64127,4.918644,383.65417,88.84950375556946,17.40679,-0.729884,0.14999999,1560,-0.6798635,12.481356,2.9935257,-0.7531806,,5.0828533,0.8850542,-0.9401126,17.40679,9.9922275e-08,-0.7979798,
17.40679,19.19514,1.4181387,79,52.867958,4.856822,383.68896,90.17374992370605,17.36523,-0.6337325,0.14999999,1580,-0.692596,12.543178,6.66554e-07,-0.10734704,,6.914758,0.7326186,-0.9378567,17.40679,9.74086e-08,0.09090909,
17.40679,19.19514,2.5662563,80,53.011368,4.8170404,385.36328,91.48816084861755,15.725778,-0.71101713,0.14999999,1600,-0.68738294,12.582959,1.7407458,-0.117536664,,5.1541524,0.94141024,-0.93850726,17.40679,9.49886e-08,-0.33333334,
17.40679,19.19514,4.9904366,81,52.741333,4.778269,387.0398,92.6598117351532,15.723455,-0.69364893,0.14999999,1620,-0.668231,12.621731,5.31702,0.11705471,,5.393325,1.0671042,-0.9363889,17.40679,9.265769e-08,-0.11111111,
17.40679,19.19514,5.885354e-07,82,52.56546,4.8226814,395.45984,93.93565797805786,8.979903,-0.9176959,0.14999999,1640,-0.6207141,12.577318,6.036086e-12,-0.91074795,,5.7570453,1.2195487,-0.9356116,17.40679,9.041153e-08,-1.0,
17.40679,19.19514,0.00048323665,83,52.305412,4.7661257,395.58838,95.46842694282532,17.271446,-0.50090915,0.14999999,1660,-0.6328355,12.633874,3.3085108,-0.7658932,,4.9826674,0.9165019,-0.9280524,17.40679,8.8246054e-08,-0.7979798,
17.40679,19.19514,1.6615909e-09,84,52.193913,4.709811,395.62415,96.78215193748474,17.36424,-0.60535216,0.14999999,1680,-0.6448059,12.690188,7.0618217e-25,1.0206792,,8.638558,1.1015629,-0.92536116,17.40679,8.6157456e-08,0.83838385,
17.40679,19.19514,0.043569006,85,51.754654,4.859108,413.02417,98.09475827217102,,-1.4960542,0.14999999,1700,-0.65664035,12.540892,1.6487569e-25,-0.9072385,,5.4852076,0.7711835,-0.931244,17.40679,8.4142165e-08,-0.61616164,
17.40679,19.19514,2.0045902e-05,86,51.610683,4.804079,413.15088,99.3575370311737,17.273405,-0.49049598,0.14999999,1720,-0.6678239,12.595921,6.7673764e-22,0.855569,,7.8152223,1.3363534,-0.928879,17.40679,8.219674e-08,0.5959596,
17.40679,19.19514,6.240978e-07,87,51.601864,4.9208136,428.11072,100.61879801750183,2.4400623,-1.1573478,0.14999999,1740,-0.6793845,12.479186,4.986288e-33,-1.0373445,,5.693535,1.223774,-0.9280827,17.40679,8.031802e-08,-1.0,
17.40679,19.19514,0.13745466,88,51.079514,4.8671665,428.31067,103.25482892990112,17.200077,-0.6165643,0.14999999,1760,-0.6908132,12.532833,4.3214049e-16,0.38392496,,7.799823,0.7256884,-0.9222763,17.40679,7.850298e-08,0.25252524,
17.40679,19.19514,0.0002871477,89,50.89763,4.920764,437.948,105.77491235733032,7.762642,-1.0219804,0.14999999,1780,-0.700552,12.479236,8.3635965e-14,-1.0712049,,4.6830044,0.9699906,-0.92662716,17.40679,7.674878e-08,-0.8181818,
17.40679,19.19514,6.446099e-07,90,50.953472,4.868293,438.14636,107.98707175254822,17.201563,-0.74292344,0.14999999,1800,-0.7117221,12.531707,4.9949884,-0.8951134,,5.5093446,1.2462864,-0.92506415,17.40679,7.505273e-08,-1.0,
17.40679,19.19514,4.339495,91,50.751026,4.8160677,438.2622,110.1496696472168,17.284243,-0.43351611,0.14999999,1820,-0.7227719,12.583932,5.3509393e-07,0.11730117,,5.980976,0.9902063,-0.91721284,17.40679,7.3412274e-08,-0.05050505,
17.40679,19.19514,7.8407826e-13,92,50.745953,4.8552475,446.68274,112.1155424118042,8.979377,-0.93952066,0.14999999,1840,-0.6871163,12.544752,2.0568808e-07,1.161634,,17.056618,1.0033191,-0.91777,17.40679,7.182504e-08,1.0,
17.40679,19.19514,1.4703076,93,50.1827,4.990137,464.08276,113.88410997390747,,-2.2355702,0.14999999,1860,-0.69792724,12.4098625,1.1019743e-22,-0.38839802,,5.5736437,0.8275696,-0.93242794,17.40679,7.028872e-08,-0.3939394,
17.40679,19.19514,6.32613e-07,94,49.845173,4.938366,464.20642,115.6693525314331,17.276432,-0.69297147,0.14999999,1880,-0.6929364,12.461634,0.001305426,-0.5925417,,5.4222803,1.2243546,-0.93184483,17.40679,6.880116e-08,-1.0,
17.424618,19.213484,0.14654374,95,50.12471,4.8861237,464.18176,117.43958711624146,17.424618,-0.7396912,0.14999999,1900,-0.70351857,12.513876,5.4058046,-0.95377946,,5.5110703,0.79147315,-0.9276867,17.424618,6.736033e-08,-0.5555556,
17.424618,19.213484,0.0042717634,96,49.724655,4.836874,464.33984,120.01930022239685,17.241829,-0.4442347,0.14999999,1920,-0.7124485,12.563126,3.6202784e-18,0.15234447,,7.9507294,1.0099877,-0.92492324,17.424618,6.5964315e-08,0.41414142,
17.424618,19.213484,1.4615769,97,49.920647,4.874707,472.84656,122.12697505950928,8.893345,-1.009584,0.14999999,1940,-0.72276676,12.525292,6.711967,0.2753075,,6.9908504,0.87184644,-0.9259367,17.424618,6.461123e-08,0.09090909,
17.424618,19.213484,4.3749075,98,49.38813,4.9166536,481.83203,123.38570666313171,8.414573,-1.0170594,0.14999999,1960,-0.7180678,12.483346,0.015055146,-0.23714904,,5.1724615,0.9103797,-0.9283234,17.424618,6.329935e-08,-0.25252524,
17.424618,19.213484,0.00028258836,99,49.261368,4.8726673,482.39404,124.67728066444397,16.837923,-0.6621292,0.14999999,1980,-0.68454605,12.527332,0.0028458564,-0.66274214,,4.68133,0.9665057,-0.9266532,17.424618,6.2027055e-08,-0.8181818,
17.424618,19.213484,0.029586622,100,48.661095,4.8238525,482.38525,126.32968473434448,17.40881,-0.6814218,0.14999999,2000,-0.69459355,12.576147,5.1765585,-0.70441735,,5.3508716,0.7888742,-0.92464906,17.424618,6.079271e-08,-0.6363636,
17.424618,19.213484,1.2210063e-06,101,48.61956,4.776355,482.41174,127.6211895942688,17.373411,-0.6123059,0.14999999,2020,-0.7042481,12.623645,1.904655e-18,0.6816738,,8.371736,1.2704846,-0.9237228,17.424618,5.9594853e-08,0.67676765,
17.424618,19.213484,6.4614426e-07,102,48.492195,4.852332,494.93787,128.80724215507507,4.87391,-1.07649,0.14999999,2040,-0.7141003,12.5476675,3.972638e-27,-1.1751124,,5.5458775,1.1891636,-0.9229132,17.424618,5.8432047e-08,-1.0,
17.424618,19.213484,5.0744476,103,48.50271,4.8072453,495.14624,130.05310106277466,17.191708,-1.3476179,0.14999999,2060,-0.7238565,12.592754,1.1487336e-08,-0.24616829,,5.303199,0.95094717,-0.925387,17.424618,5.7302962e-08,-0.21212122,
17.424618,19.213484,0.1367163,104,48.280243,4.7655106,495.61316,131.56270742416382,16.933142,-0.6594485,0.14999999,2080,-0.68542707,12.634489,0.020467218,0.32885438,,7.6945267,0.8423366,-0.92342246,17.424618,5.6206275e-08,0.25252524,
17.424618,19.213484,1.1685643,105,48.21684,4.808505,504.89307,133.08208870887756,8.1200285,-1.0247235,0.14999999,2100,-0.6936828,12.591495,3.4841018e-05,-0.5056044,,5.2649984,0.8446466,-0.92603195,17.424618,5.5140777e-08,-0.41414142,
