IWMax,IWLastEpisode,ReturnStepMax,TimeElapsed,ReturnAbsMax,IWMin,Iteration,ReturnMean,DenMISELogFirst,IWFirstEpisode,Regret,ReturnMax,TimestepsSoFar,Bound,Delta,IWMean,ReturnLastEpisode,LQGmu1_higher,ReturnMin,DenMISEMeanLog,LQGsigma_higher,DenMISELogLast,LQGmu1_actor,Regret/t
4.8215694,4.8195586,19.22386,712.0994558334351,17.435572,,547,14.0788965,-0.37015903,2.5129106,1816.6436,17.435572,10940,30.456968,2.0317807e-09,0.96440387,16.835331,-0.23232323,,-0.7903131,0.14999999,-0.63944304,-0.37186432,3.321103
3.8724146,3.8368156,19.22386,713.6033878326416,17.435572,,548,14.084679,-0.36740205,3.8397517,1816.7964,17.435572,10960,30.434254,2.0243724e-09,1.006172,17.247517,-0.37373737,,-0.78960836,0.14999999,-0.36653927,-0.28877953,3.315321
5.4779778,5.5338798e-05,19.22386,714.637255191803,17.435572,,549,14.090271,-0.3622428,0.00057929615,1817.041,17.435572,10980,30.424221,2.0170043e-09,1.0090152,17.154518,-1.0,,-0.7890008,0.14999999,-0.46055236,-1.0392482,3.3097286
4.0553446,7.401457e-05,19.22386,716.3068873882294,17.435572,,550,14.095916,-0.36406156,3.7092886,1817.2461,17.435572,11000,30.401447,2.0096764e-09,0.9964484,17.195202,-0.33333334,,-0.7886172,0.14999999,-0.5842565,-0.25397116,3.3040838
11.958277,8.661804e-06,19.22386,718.0951738357544,17.435572,,551,14.101387,-0.35915658,1.00809906e-07,1817.5352,17.435572,11020,30.399757,2.0023885e-09,0.9838156,17.11036,0.5151515,,-0.7881224,0.14999999,-0.51078016,0.5594717,3.2986126
5.453496,4.1039144e-23,19.22386,719.8587291240692,17.435572,,552,14.0871725,-0.3609698,0.00057855935,1828.6807,17.435572,11040,30.387493,1.9951398e-09,1.0101217,6.2548184,-1.0,,-0.78948474,0.14999999,-1.5176845,-0.84496677,3.312827
3.873049,3.7956617,19.22386,721.6127007007599,17.435572,,553,14.093029,-0.36277872,0.04485392,1828.7549,17.435572,11060,30.379883,1.9879307e-09,0.9546386,17.326662,-0.8181818,,-0.78871566,0.14999999,-0.37162024,-0.8940148,3.3069706
4.4573846,0.0007222529,19.22386,722.9924073219299,17.435572,,554,14.098801,-0.3645043,3.0907125,1828.8643,17.435572,11080,30.373352,1.9807604e-09,0.97980696,17.289951,-0.27272728,,-0.7880379,0.14999999,-0.3664202,-0.10867834,3.301199
6.4491653,5.6114683,19.22386,724.5877830982208,17.435572,,555,14.102143,-0.36074433,0.5147978,1830.3105,17.435572,11100,30.430859,1.973629e-09,0.9724032,15.954442,-0.07070707,,-0.7880607,0.14999999,-0.7786713,0.017141439,3.2978563
3.866939,1.3192183e-06,19.22386,725.9311630725861,17.435572,,556,14.093679,-0.36161736,0.044801857,1838.3135,17.435572,11120,30.33329,1.966536e-09,0.9558365,9.396581,-0.8181818,,-0.7884774,0.14999999,-0.9892389,-0.8820238,3.3063202
5.4460263,2.809303,19.22386,727.2737326622009,17.435572,,557,14.099426,-0.36333373,0.0005799285,1838.4194,17.435572,11140,30.309944,1.9594812e-09,1.0101621,17.29415,-1.0,,-0.78779733,0.14999999,-0.36405244,-1.1407874,3.3005733
7.8493466,5.3974725e-14,19.22386,728.6163229942322,17.435572,,558,14.104984,-0.36512643,0.050242737,1838.6191,17.435572,11160,30.301575,1.9524642e-09,1.038037,17.20043,0.07070707,,-0.788321,0.14999999,-1.0875392,-0.004670799,3.2950153
5.725886,4.8135653,19.22386,729.9612131118774,17.435572,,559,14.09804,-0.3668269,1.0715916,1845.7954,17.435572,11180,30.295715,1.9454849e-09,0.9680558,10.223401,-0.13131313,,-0.78854895,0.14999999,-0.94966286,0.19728906,3.30196
5.4223413,1.2734222e-13,19.22386,732.1042931079865,17.435572,,560,14.0884905,-0.36669907,0.00058188353,1854.4453,17.435572,11200,30.291,1.938543e-09,1.0121949,8.750273,-1.0,,-0.7893193,0.14999999,-1.1855073,-1.0820159,3.3115091
5.3799324,4.8189697,19.22386,734.4847965240479,17.435572,,561,14.094027,-0.36848214,0.0005829219,1854.6504,17.435572,11220,30.2621,1.9316382e-09,1.0137427,17.19437,-1.0,,-0.7892212,0.14999999,-0.7438588,-0.92806756,3.305973
3.8438842,2.9439023,19.22386,735.8632612228394,17.435572,,562,14.09967,-0.37026206,0.04519084,1854.7852,17.435572,11240,30.214401,1.9247701e-09,0.95534474,17.265797,-0.8181818,,-0.78845525,0.14999999,-0.36988518,-0.9938736,3.3003292
5.346381,4.1572323,19.22386,737.0505092144012,17.435572,,563,14.105183,-0.37195942,0.0005849523,1854.9824,17.435572,11260,30.246025,1.9179387e-09,1.0166547,17.202993,-1.0,,-0.78793144,0.14999999,-0.44750205,-1.0676614,3.294817
5.3054953,4.6764975,19.22386,738.8010544776917,17.435572,,564,14.11067,-0.373733,0.00058599084,1855.1816,17.435572,11280,30.21521,1.9111437e-09,1.0179957,17.199863,-1.0,,-0.7876905,0.14999999,-0.6661027,-1.3484515,3.2893295
9.291591,1.4337892e-23,19.22386,740.813568353653,17.435572,,565,14.116132,-0.37550345,0.0006865201,1855.3857,17.435572,11300,30.214087,1.9043844e-09,1.1162349,17.196508,0.25252524,,-0.7922533,0.14999999,-3.3810494,0.5258771,3.2838678
13.83026,8.185385,19.22386,742.3644800186157,17.435572,,566,14.102829,-0.37727058,2.510489e-10,1866.1982,17.435572,11320,30.28122,1.8976611e-09,0.97478485,6.586791,0.65656567,,-0.79331523,0.14999999,-1.503713,0.65992165,3.2971706
5.28401,3.4399226e-26,19.22386,743.542854309082,17.435572,,567,14.087021,-0.3790358,0.0005891066,1878.459,17.435572,11340,30.205563,1.8909732e-09,1.0204002,5.139608,-1.0,,-0.7948299,0.14999999,-1.6198341,-1.1405759,3.3129787
5.2444544,4.938357,19.22386,745.1197447776794,17.435572,,568,14.092499,-0.38079688,0.0005901449,1878.6611,17.435572,11360,30.183952,1.8843207e-09,1.0221978,17.198484,-1.0,,-0.79526186,0.14999999,-1.0579975,-1.1803708,3.3075008
3.9249382,5.421814e-06,19.22386,746.89452958107,17.435572,,569,14.097946,-0.38255486,3.898378,1878.8682,17.435572,11380,30.166359,1.8777033e-09,0.99894553,17.192524,-0.37373737,,-0.79621243,0.14999999,-1.3557967,-0.38819432,3.3020535
5.2147713,0.0009344753,19.22386,748.5412192344666,17.435572,,570,14.103594,-0.37748286,0.0005881924,1878.9517,17.435572,11400,30.165413,1.8711206e-09,1.0240757,17.316666,-1.0,,-0.79545933,0.14999999,-0.36420995,-0.9245487,3.2964058
3.7878544,0.0115390485,19.22386,749.9187150001526,17.435572,,571,14.109147,-0.37923467,3.7281518,1879.0767,17.435572,11420,30.140564,1.8645725e-09,1.00608,17.274136,-0.41414142,,-0.79463977,0.14999999,-0.34903616,-0.39976248,3.2908525
3.7698634,3.7698634,19.22386,751.6876285076141,17.435572,,572,14.1147375,-0.37447652,3.710455,1879.1699,17.435572,11440,30.112766,1.8580587e-09,1.007675,17.307125,-0.41414142,,-0.7938607,0.14999999,-0.35345185,-0.43935138,3.285262
11.240127,7.188623e-08,19.22386,753.5019273757935,17.435572,,573,14.120325,-0.36975738,1.0214185e-06,1879.2539,17.435572,11460,30.102812,1.8515789e-09,1.0342563,17.316616,0.45454547,,-0.7930412,0.14999999,-0.33033973,0.4220416,3.2796745
5.2037582,3.2234308e-19,19.22386,754.7516870498657,17.435572,,574,14.108762,-0.37150106,0.0005846843,1889.1704,17.435572,11480,30.09705,1.8451329e-09,1.0228667,7.48294,-1.0,,-0.7940164,0.14999999,-1.3809812,-1.0402778,3.2912378
3.7012417,0.002237498,19.22386,756.3245401382446,17.435572,,575,14.114136,-0.37324068,3.3069816,1889.3721,17.435572,11500,30.087084,1.838721e-09,1.0087955,17.199013,-0.45454547,,-0.79354537,0.14999999,-0.5434748,-0.5091838,3.2858639
3.6857297,3.6774678,19.22386,758.1386826038361,17.435572,,576,14.119775,-0.3692435,2.4234061,1889.4092,17.435572,11520,30.063179,1.8323421e-09,0.9988439,17.361826,-0.5151515,,-0.792719,0.14999999,-0.3248344,-0.45765173,3.2802248
5.183959,0.0053122006,19.22386,760.00679063797,17.435572,,577,14.125367,-0.36677966,0.00058193045,1889.4629,17.435572,11540,30.056614,1.8259964e-09,1.0233372,17.347095,-1.0,,-0.7919053,0.14999999,-0.32055163,-1.066393,3.2746325
3.7012708,0.0007013643,19.22386,761.9854710102081,17.435572,,578,14.130677,-0.36851025,3.5159724,1889.669,17.435572,11560,30.037672,1.8196833e-09,1.0121363,17.194363,-0.43434343,,-0.79160094,0.14999999,-0.63681805,-0.42284107,3.2693224
5.155609,0.002253034,19.22386,763.4321339130402,17.435572,,579,14.1361,-0.36417428,0.00058041624,1889.7979,17.435572,11580,30.025425,1.8134031e-09,1.0243719,17.270258,-1.0,,-0.7907835,0.14999999,-0.32884032,-0.81402314,3.2638998
3.6648223,0.21725181,19.22386,764.7843561172485,17.435572,,580,14.141588,-0.3658989,3.2827911,1889.8789,17.435572,11600,30.015179,1.8071555e-09,1.0131104,17.319815,-0.45454547,,-0.79001474,0.14999999,-0.36676967,-0.351049,3.2584114
4.3218584,3.6142817,19.22386,766.1321845054626,17.435572,,581,14.1469345,-0.36197752,3.336672,1890.0303,17.435572,11620,30.01531,1.8009401e-09,0.9816013,17.247328,-0.2929293,,-0.78929216,0.14999999,-0.38177615,-0.3055473,3.253065
16.074982,2.6670979e-12,19.22386,767.494226694107,17.435572,,582,14.152176,-0.35797065,8.5906576e-14,1890.2334,17.435572,11640,30.002287,1.7947566e-09,1.0122043,17.197802,0.8181818,,-0.78871506,0.14999999,-0.43328416,0.79346,3.2478237
3.9324005,3.049136e-12,19.22386,768.8531439304352,17.435572,,583,14.133687,-0.35968742,3.78539,1904.2607,17.435572,11660,29.99162,1.7886047e-09,1.0039408,3.3725567,-0.35353535,,-0.7903436,0.14999999,-1.7411759,-0.48729837,3.2663126
7.9851155,0.0035889857,19.22386,770.2127361297607,17.435572,,584,14.139224,-0.35492924,0.049733005,1904.293,17.435572,11680,29.971031,1.7824847e-09,1.0305878,17.36795,0.07070707,,-0.78951925,0.14999999,-0.31126875,0.24031416,3.2607756
3.6587656,2.8427436e-05,19.22386,771.5542075634003,17.435572,,585,14.129719,-0.35655496,2.3928509,1913.1143,17.435572,11700,29.969925,1.7763959e-09,1.002453,8.578852,-0.5151515,,-0.79023784,0.14999999,-1.2365164,-0.70299155,3.2702808
3.8846066,3.7484515,19.22386,772.9155530929565,17.435572,,586,14.135301,-0.3541809,0.6183118,1913.1133,17.435572,11720,29.957485,1.7703382e-09,0.9513156,17.400303,-0.65656567,,-0.78955495,0.14999999,-0.39105824,-0.41762358,3.264699
3.6904309,3.6681314,19.22386,775.0251159667969,17.435572,,587,14.140741,-0.35483134,3.6382735,1913.1846,17.435572,11740,29.923798,1.7643116e-09,1.0161651,17.328793,-0.41414142,,-0.78884315,0.14999999,-0.3217704,-0.42090964,3.2592583
10.242124,5.937159e-06,19.22386,776.390468120575,17.435572,,588,14.146175,-0.35035452,3.2488006e-05,1913.249,17.435572,11760,29.924034,1.7583155e-09,1.0923768,17.336403,0.35353535,,-0.7880135,0.14999999,-0.31565163,0.60048544,3.2538242
5.198347,2.4381935e-24,19.22386,777.734964132309,17.435572,,589,14.132043,-0.3520537,0.00057342363,1924.8262,17.435572,11780,29.908583,1.7523503e-09,1.019899,5.821672,-1.0,,-0.789202,0.14999999,-1.5744566,-0.8133993,3.2679567
3.6451387,0.15896288,19.22386,779.0711414813995,17.435572,,590,14.137495,-0.35374907,3.4644535,1924.8779,17.435572,11800,29.902742,1.7464152e-09,1.0185386,17.348827,-0.43434343,,-0.7884715,0.14999999,-0.37569758,-0.59445935,3.2625046
3.8755949,3.439823,19.22386,780.4394397735596,17.435572,,591,14.142939,-0.34958777,0.61547834,1924.9229,17.435572,11820,29.935297,1.7405102e-09,0.95414,17.354633,-0.65656567,,-0.78768903,0.14999999,-0.34295398,-0.6630175,3.257061
3.8234673,3.7995517,19.22386,781.807204246521,17.435572,,592,14.148428,-0.35023752,0.7887488,1924.9307,17.435572,11840,29.913353,1.734635e-09,0.9625877,17.393456,-0.6363636,,-0.7870672,0.14999999,-0.37248892,-0.5085371,3.2515717
30.138393,3.9188388e-22,19.22386,783.1673519611359,17.435572,,593,14.15388,-0.3505938,2.7458016e-18,1924.9492,17.435572,11860,29.893682,1.7287894e-09,1.0488654,17.381182,1.0,,-0.78631365,0.14999999,-0.30150223,1.0880772,3.2461195
3.6087904,4.599093e-24,19.22386,784.5048971176147,17.435572,,594,14.130053,-0.35227874,2.3826404,1942.3486,17.435572,11880,29.880224,1.7229735e-09,1.0079823,,-0.5151515,,-0.7889823,0.14999999,-2.4043624,-0.66024685,3.269947
3.892389,2.5157213,19.22386,785.8253576755524,17.435572,,595,14.135491,-0.34995767,0.0655687,1942.3828,17.435572,11900,29.890774,1.7171868e-09,0.94570243,17.366634,-0.7979798,,-0.78826034,0.14999999,-0.36594176,-0.43081808,3.2645082
3.5827818,3.3058639,19.22386,787.1428186893463,17.435572,,596,14.140848,-0.35152674,2.6855466,1942.4541,17.435572,11920,29.882713,1.7114293e-09,1.0163192,17.327326,-0.4949495,,-0.7875493,0.14999999,-0.30891275,-0.28200376,3.2591515
4.3174763,4.2411366,19.22386,788.5148787498474,17.435572,,597,14.145803,-0.34870735,3.292686,1942.7549,17.435572,11940,29.85337,1.7057007e-09,0.98299193,17.09974,-0.2929293,,-0.78699136,0.14999999,-0.46930236,-0.35829628,3.2541962
3.7110746,3.698211,19.22386,789.8895752429962,17.435572,,598,14.151067,-0.34488076,3.710965,1942.8623,17.435572,11960,29.841595,1.7000008e-09,1.0195576,17.292866,-0.3939394,,-0.786305,0.14999999,-0.3578996,-0.44257373,3.2489328
13.392338,5.4282363e-11,19.22386,791.2659230232239,17.435572,,599,14.156381,-0.34036514,1.4766999e-09,1942.9277,17.435572,11980,29.841208,1.6943293e-09,0.9951977,17.333628,0.61616164,,-0.7854537,0.14999999,-0.29434603,0.55311173,3.243619
3.593619,4.751269e-09,19.22386,792.644784450531,17.435572,,600,14.143317,-0.3420332,3.424101,1954.0098,17.435572,12000,29.81717,1.6886863e-09,1.024983,6.319243,-0.43434343,,-0.7867056,0.14999999,-1.5251359,-0.520976,3.2566824
3.6266928,3.473258,19.22386,793.9755640029907,17.435572,,601,14.148698,-0.33800787,1.748342,1954.0322,17.435572,12020,29.796711,1.6830713e-09,0.9973059,17.37619,-0.5555556,,-0.78584594,0.14999999,-0.29348382,-0.3796217,3.2513018
3.6159358,3.5968657,19.22386,795.3574087619781,17.435572,,602,14.153901,-0.33676556,3.5731354,1954.1514,17.435572,12040,29.788353,1.6774846e-09,1.0259618,17.281242,-0.41414142,,-0.78509265,0.14999999,-0.3283615,0.0057857037,3.2460985
6.869076,6.8139453,19.22386,797.3889291286469,17.435572,,603,14.145775,-0.3325074,0.37876356,1962.2979,17.435572,12060,29.816822,1.6719254e-09,0.9685915,9.255193,-0.05050505,,-0.7854272,0.14999999,-1.0112042,-0.40884253,3.2542248
3.5594733,3.546981,19.22386,798.7686357498169,17.435572,,604,14.151067,-0.33353648,3.395131,1962.3555,17.435572,12080,29.748192,1.6663937e-09,1.0276201,17.34181,-0.43434343,,-0.7846841,0.14999999,-0.30236644,-0.23165137,3.2489328
4.806367,4.5968776,19.22386,800.1486759185791,17.435572,,605,14.155786,-0.3295854,2.4129934,1962.75,17.435572,12100,29.723663,1.6608896e-09,0.9620888,17.005114,-0.23232323,,-0.7842485,0.14999999,-0.54720587,-0.27297184,3.244214
3.946665,3.9025793,19.22386,801.5337216854095,17.435572,,606,14.1605625,-0.32725644,3.5752497,1963.0986,17.435572,12120,29.713013,1.6554126e-09,1.0058409,17.050945,-0.33333334,,-0.7837861,0.14999999,-0.4644232,-0.26616317,3.239437
5.309504,2.7070371e-05,19.22386,802.8555526733398,17.435572,,607,14.165501,-0.32302284,0.000557016,1963.3408,17.435572,12140,29.712275,1.6499626e-09,1.0108153,17.158148,-1.0,,-0.7832651,0.14999999,-0.47178292,-0.8631724,3.234499
3.9258127,3.508737,19.22386,804.2055017948151,17.435572,,608,14.170673,-0.324668,0.06393128,1963.4307,17.435572,12160,29.699842,1.6445397e-09,0.93861246,17.311102,-0.7979798,,-0.782574,0.14999999,-0.37152094,-0.77711844,3.2293262
9.102022,3.3935266e-09,19.22386,805.5827260017395,17.435572,,609,14.17592,-0.32620624,0.0032293648,1963.4648,17.435572,12180,29.693214,1.6391433e-09,1.0874553,17.364494,0.1919192,,-0.78202885,0.14999999,-0.38784525,0.0563626,3.22408
4.2359986,0.51676947,19.22386,806.9359681606293,17.435572,,610,14.167559,-0.32784164,3.2246938,1971.7891,17.435572,12200,29.688593,1.6337734e-09,0.9909268,9.07573,-0.2929293,,-0.78237045,0.14999999,-1.0728791,-0.12806718,3.232441
6.1009197,5.603422,19.22386,808.2935020923615,17.435572,,611,14.170955,-0.3242072,0.8206292,1972.9463,17.435572,12220,29.726513,1.62843e-09,0.9585459,16.242552,-0.11111111,,-0.78233755,0.14999999,-0.75158507,-0.280718,3.229045
3.9261923,0.010849442,19.22386,809.6646773815155,17.435572,,612,14.175679,-0.3245003,0.06392056,1973.2842,17.435572,12240,29.673607,1.6231125e-09,0.94054097,17.06213,-0.7979798,,-0.78185624,0.14999999,-0.44394985,-0.74746263,3.2243204
4.208069,0.039829303,19.22386,811.0411019325256,17.435572,,613,14.180892,-0.32602853,3.2188525,1973.3135,17.435572,12260,29.671316,1.6178212e-09,0.99403965,17.371994,-0.2929293,,-0.78131574,0.14999999,-0.3897903,0.031984866,3.2191076
3.913819,1.686479e-06,19.22386,812.4316067695618,17.435572,,614,14.172644,-0.32242128,0.06378781,1981.5967,17.435572,12280,29.64075,1.6125558e-09,0.9421598,9.115724,-0.7979798,,-0.78174365,0.14999999,-1.0365367,-0.8080032,3.227356
3.8953633,3.8757768,19.22386,813.7595233917236,17.435572,,615,14.177813,-0.32394472,0.06388506,1981.6455,17.435572,12300,29.616293,1.607316e-09,0.9442816,17.351717,-0.7979798,,-0.7811847,0.14999999,-0.37879735,-0.71669,3.222187
3.8226383,3.5891793,19.22386,815.1515831947327,17.435572,,616,14.182991,-0.32546556,0.6008093,1981.6768,17.435572,12320,29.616695,1.6021018e-09,0.95464236,17.368399,-0.65656567,,-0.78062606,0.14999999,-0.38007408,-0.68921906,3.2170086
11.974301,1.1269227e-13,19.22386,816.5302932262421,17.435572,,617,14.188203,-0.32611275,2.1415548e-07,1981.6787,17.435572,12340,29.611006,1.5969128e-09,1.0261121,17.399055,0.4949495,,-0.78003424,0.14999999,-0.36893448,0.6014344,3.2117968
3.8113978,6.9120197e-15,19.22386,817.9266784191132,17.435572,,618,14.17465,-0.32773218,0.6021726,1993.2666,17.435572,12360,29.596373,1.591749e-09,0.95672303,5.8112874,-0.65656567,,-0.78130335,0.14999999,-1.5844027,-0.57110745,3.2253494
7.7082167,0.0011705882,19.22386,819.3172261714935,17.435572,,619,14.179885,-0.32837507,0.10322294,1993.251,17.435572,12380,29.591156,1.5866102e-09,1.0115348,17.41555,0.030303031,,-0.7806126,0.14999999,-0.3092285,0.083148,3.2201147
3.7660508,8.0777434e-05,19.22386,820.7104260921478,17.435572,,620,14.1715975,-0.32982254,0.77280974,2001.6094,17.435572,12400,29.55997,1.5814962e-09,0.96341664,9.041707,-0.6363636,,-0.7811184,0.14999999,-1.1023842,-0.67827624,3.2284021
3.8626668,2.7712948,19.22386,822.1042728424072,17.435572,,621,14.176791,-0.33018845,0.06428519,2001.6123,17.435572,12420,29.542765,1.5764069e-09,0.94716126,17.396994,-0.7979798,,-0.7805006,0.14999999,-0.35955396,-0.5888169,3.2232084
3.668993,3.6415994,19.22386,823.5019865036011,17.435572,,622,14.18192,-0.33169395,1.202652,2001.6455,17.435572,12440,29.578266,1.5713421e-09,0.98178965,17.366606,-0.5959596,,-0.77983963,0.14999999,-0.31537527,-0.74782,3.2180796
3.7265358,2.9188976,19.22386,824.902116060257,17.435572,,623,14.187054,-0.3313687,0.7740056,2001.666,17.435572,12460,29.529316,1.5663016e-09,0.9686296,17.380167,-0.6363636,,-0.7792115,0.14999999,-0.36908066,-0.63232255,3.212946
3.7103236,3.6924477,19.22386,826.2954649925232,17.435572,,624,14.1921625,-0.33173096,0.77428603,2001.6904,17.435572,12480,29.50964,1.5612855e-09,0.970566,17.37526,-0.6363636,,-0.7785414,0.14999999,-0.32847095,-0.6848534,3.207837
6.108283,0.002504277,19.22386,827.6621744632721,17.435572,,625,14.197246,-0.33209217,0.82712543,2001.7217,17.435572,12500,29.49923,1.5562933e-09,0.9579918,17.369078,-0.11111111,,-0.7779001,0.14999999,-0.34717923,-0.29262635,3.202754
3.744832,3.5452821,19.22386,829.3351290225983,17.435572,,626,14.201927,-0.33236834,3.70756,2001.9932,17.435572,12520,29.507763,1.5513251e-09,1.0147384,17.127577,-0.37373737,,-0.77742106,0.14999999,-0.43363622,-0.41299725,3.1980724
3.8387399,0.13261901,19.22386,830.221657037735,17.435572,,627,14.2068815,-0.32805938,0.06414846,2002.085,17.435572,12540,29.49176,1.5463806e-09,0.94998264,17.308863,-0.7979798,,-0.7766307,0.14999999,-0.2951338,-0.8823609,3.193118
3.5477355,0.044024304,19.22386,831.0814907550812,17.435572,,628,14.211808,-0.32955068,3.381626,2002.1846,17.435572,12560,29.475956,1.5414597e-09,1.0225698,17.301193,-0.43434343,,-0.77604777,0.14999999,-0.35924256,-0.44286013,3.1881914
14.992585,3.6201633e-13,19.22386,831.9567453861237,17.435572,,629,14.216846,-0.32577148,1.3802778e-11,2002.2031,17.435572,12580,29.475498,1.5365623e-09,1.0016638,17.380293,0.7171717,,-0.77522314,0.14999999,-0.27859676,0.5440435,3.1831532
5.457869,1.2097742e-22,19.22386,832.8072280883789,17.435572,,630,14.204455,-0.32736003,0.0005594372,2013.1934,17.435572,12600,29.471249,1.5316883e-09,1.0011283,6.4098277,-1.0,,-0.7764378,0.14999999,-1.5347234,-1.0227041,3.1955442
3.5161965,0.0034579942,19.22386,833.8220067024231,17.435572,,631,14.209191,-0.3289452,3.163694,2013.3994,17.435572,12620,29.453943,1.5268374e-09,1.022688,17.194021,-0.45454547,,-0.7760462,0.14999999,-0.52818036,-0.45888254,3.1908083
5.4281697,0.005220743,19.22386,835.4928915500641,17.435572,,632,14.214184,-0.3255275,0.000558413,2013.4355,17.435572,12640,29.43716,1.5220094e-09,1.00184,17.364237,-1.0,,-0.7752175,0.14999999,-0.27354985,-1.1640528,3.1858158
3.5077727,0.00012949762,19.22386,836.8190100193024,17.435572,,633,14.218878,-0.3271076,3.157886,2013.6504,17.435572,12660,29.431137,1.5172045e-09,1.0237622,17.1856,-0.45454547,,-0.7759787,0.14999999,-1.2566534,-0.6470606,3.1811218
3.7000763,3.7000651,19.22386,838.5741868019104,17.435572,,634,14.223898,-0.3237098,0.76810014,2013.6484,17.435572,12680,29.444159,1.512422e-09,0.97232544,17.402046,-0.6363636,,-0.77524424,0.14999999,-0.3327118,-0.9065796,3.1761017
5.407484,3.1553218,19.22386,839.4895658493042,17.435572,,635,14.228694,-0.32407507,0.0005576025,2013.7793,17.435572,12700,29.498976,1.5076622e-09,1.0080355,17.26918,-1.0,,-0.7746435,0.14999999,-0.3648507,-1.0296038,3.1713057
5.3702674,4.483426,19.22386,840.3532173633575,17.435572,,636,14.233371,-0.32564774,0.0005584801,2013.9756,17.435572,12720,29.467823,1.5029249e-09,1.0089052,17.202581,-1.0,,-0.77426815,0.14999999,-0.54168135,-1.1600986,3.1666288
5.3336754,5.077675,19.22386,841.8041474819183,17.435572,,637,14.238029,-0.32721797,0.0005593577,2014.1758,17.435572,12740,29.453636,1.4982098e-09,1.0107311,17.20044,-1.0,,-0.77495164,0.14999999,-1.216262,-1.0643417,3.161971
5.2976904,4.6603403,19.22386,843.7367422580719,17.435572,,638,14.242656,-0.32878572,0.0005602354,2014.3857,17.435572,12760,29.428782,1.4935169e-09,1.0119103,17.190756,-1.0,,-0.7747471,0.14999999,-0.65290374,-1.0293089,3.1573439
9.123092,5.3882148e-14,19.22386,845.0185527801514,17.435572,,639,14.24728,-0.330351,0.005326641,2014.5879,17.435572,12780,29.423206,1.4888459e-09,1.0776913,17.197603,0.17171717,,-0.77434057,0.14999999,-0.5245896,0.17799589,3.1527195
5.270533,3.6382093e-13,19.22386,846.3532009124756,17.435572,,640,14.238794,-0.33190638,0.0005619863,2023.1719,17.435572,12800,29.39895,1.4841969e-09,1.012714,8.816195,-1.0,,-0.77491796,0.14999999,-1.2169163,-1.0071815,3.1612053
11.427811,3.726257e-20,19.22386,847.7989046573639,17.435572,,641,14.243403,-0.3334668,2.048273e-06,2023.3779,17.435572,12820,29.377375,1.4795697e-09,1.0514861,17.193167,0.43434343,,-0.7744154,0.14999999,-0.46317825,0.6215911,3.1565962
5.243819,5.6083746e-25,19.22386,849.9702589511871,17.435572,,642,14.229919,-0.33502564,0.0005637421,2035.1914,17.435572,12840,29.364765,1.474964e-09,1.0132376,5.5868382,-1.0,,-0.77565503,0.14999999,-1.6160712,-0.8914725,3.1700802
3.8213503,3.0956671,19.22386,851.4080636501312,17.435572,,643,14.234694,-0.33658117,0.06469746,2035.292,17.435572,12860,29.335972,1.4703798e-09,0.94889146,17.300049,-0.7979798,,-0.7749698,0.14999999,-0.34606415,-0.9116279,3.165306
31.14082,2.0297289e-35,19.22386,852.8515110015869,17.435572,,644,14.239422,-0.33803457,2.7115357e-18,2035.4121,17.435572,12880,29.332806,1.4658171e-09,1.0455984,17.278442,1.0,,-0.7743855,0.14999999,-0.34638932,1.0037022,3.1605778
5.224899,3.8807235e-38,19.22386,854.274712562561,17.435572,,645,14.217345,-0.33958617,0.0005663189,2052.8125,17.435572,12900,29.327536,1.4612754e-09,1.013882,,-1.0,,-0.77639073,0.14999999,-2.0978959,-1.0256658,3.1826544
4.668365,7.484822e-06,19.22386,855.7049264907837,17.435572,,646,14.221958,-0.34113446,2.7395504,2053.0146,17.435572,12920,29.307491,1.4567548e-09,0.96513313,17.19786,-0.25252524,,-0.7759486,0.14999999,-0.5024375,-0.21601342,3.1780415
5.198985,5.583959e-06,19.22386,857.1624090671539,17.435572,,647,14.226037,-0.33844942,0.0005656755,2053.5537,17.435572,12940,29.298008,1.4522552e-09,1.0146152,16.860888,-1.0,,-0.7757095,0.14999999,-0.58476186,-1.032151,3.1739626
4.293001,2.3761504e-05,19.22386,858.6100401878357,17.435572,,648,14.230625,-0.33999297,3.2641172,2053.755,17.435572,12960,29.286915,1.4477765e-09,0.9831871,17.199999,-0.2929293,,-0.7752921,0.14999999,-0.5176807,-0.43852806,3.1693745
3.5344882,3.4581063,19.22386,860.0674183368683,17.435572,,649,14.235315,-0.33651042,2.9304504,2053.88,17.435572,12980,29.283611,1.4433182e-09,1.0159054,17.274155,-0.47474748,,-0.77457523,0.14999999,-0.29169175,-0.26660773,3.1646843
5.181457,2.7779563e-05,19.22386,861.5270178318024,17.435572,,650,14.239363,-0.33354488,0.0005629078,2054.414,17.435572,13000,29.26773,1.4388808e-09,1.0152268,16.866589,-1.0,,-0.7741045,0.14999999,-0.4831479,-0.8577397,3.160637
3.8173137,3.4669256,19.22386,862.9837865829468,17.435572,,651,14.244081,-0.3350813,0.0646005,2054.503,17.435572,13020,29.26851,1.4344635e-09,0.9494449,17.3097,-0.7979798,,-0.7734244,0.14999999,-0.34444788,-0.6550584,3.155919
3.986043,0.37625092,19.22386,864.4434185028076,17.435572,,652,14.248906,-0.33651698,3.6085122,2054.5127,17.435572,13040,29.264633,1.430067e-09,1.0012863,17.390465,-0.33333334,,-0.7728458,0.14999999,-0.34447572,-0.09243128,3.1510935
