ReturnAbsMax,TimeElapsed,Regret,ReturnMax,IWFirstEpisode,IWLastEpisode,LQGsigma_higher,Regret/t,LQGmu1_higher,TimestepsSoFar,Iteration,DenMISELogLast,ReturnStepMax,ReturnLastEpisode,Bound,IWMin,IWMax,DenMISEMeanLog,IWMean,ReturnMean,DenMISELogFirst,LQGmu1_actor,ReturnMin,Delta
17.407179,13.576009273529053,108.90671,17.407179,0.06883263,7.3122577e-29,0.14999999,5.7319317,-0.57575756,380,19,-1.7824194,19.195711,,91.9015,,5.5752163,-0.9110122,1.1662104,11.668068,-0.820723,-0.36231825,,1.6840087e-06
17.407179,14.00805115699768,109.00717,17.407179,2.9352145,5.2436466,0.14999999,5.4503584,-0.3131313,400,20,-0.73259926,19.195711,17.29953,91.84245,,5.842004,-0.8984458,1.0894417,11.949641,-0.86840004,-0.2929701,,1.5198176e-06
17.407179,14.44210696220398,109.25049,17.407179,1.3172154,0.08769116,0.14999999,5.202404,0.13131313,420,21,-0.58824587,19.195711,17.15667,91.14463,,6.3560147,-0.8830183,0.74637383,12.197596,-0.780249,0.24392599,,1.3785193e-06
17.407179,14.874891996383667,118.087555,17.407179,0.0137496395,3.9343877,0.14999999,5.3676167,0.3939394,440,22,-0.8916633,19.195711,8.562927,88.1212,,6.4049625,-0.89700216,1.1845504,12.032383,-0.7659331,0.43438026,,1.2560477e-06
17.407179,15.645241737365723,128.1008,17.407179,2.6385598e-07,8.265801e-20,0.14999999,5.5696,-1.0,460,23,-0.8032913,19.195711,7.3867307,87.51152,,7.853208,-0.88862395,1.0620726,11.8303995,-0.8097601,-0.9419261,,1.1492007e-06
17.407179,16.119322776794434,128.25012,17.407179,3.629676e-06,2.722315e-25,0.14999999,5.3437557,0.67676765,480,24,-0.68467766,19.195711,17.250683,86.12222,,6.7258306,-0.8819068,0.9914432,12.056244,-0.85231966,0.6930635,,1.055429e-06
17.407179,16.55683207511902,140.91882,17.407179,6.494214,1.7386385e-06,0.14999999,5.636752,-0.13131313,500,25,-0.86156553,19.195711,4.7313514,83.55337,,6.494214,-0.88424706,0.8561224,11.7632475,-0.8931415,-0.17315681,,9.726833e-07
17.407179,16.994750022888184,141.66824,17.407179,0.00043880148,0.0015570229,0.14999999,5.448778,-0.7777778,520,26,-0.680542,19.195711,16.650574,82.635124,,5.569762,-0.88368976,0.91654027,11.951221,-0.70143425,-0.8647032,,8.993004e-07
17.407179,17.428966522216797,141.75354,17.407179,0.89158314,0.05449117,0.14999999,5.2501316,-0.41414142,540,27,-0.6233448,19.195711,17.314663,81.14002,,5.531185,-0.878406,1.0743169,12.149868,-0.7391577,-0.3278291,,8.3391916e-07
17.407179,17.8944308757782,141.92258,17.407179,2.4682524e-07,0.0002113276,0.14999999,5.0686636,-1.0,560,28,-0.60002315,19.195711,17.230978,77.14441,,6.7115507,-0.8676352,1.0581855,12.331336,-0.7430372,-1.0468107,,7.754171e-07
17.407179,18.373029470443726,142.12048,17.407179,0.23580764,3.0707242e-16,0.14999999,4.9007072,0.25252524,580,29,-0.8195695,19.195711,17.202074,76.69577,,7.136215,-0.86639196,0.9656593,12.499292,-0.77812856,0.21284787,,7.2286224e-07
17.407179,18.854867696762085,150.82834,17.407179,4.1871653,0.048554435,0.14999999,5.027611,-0.25252524,600,30,-0.8094635,19.195711,8.692174,76.60478,,5.0834966,-0.867767,1.1374509,12.372389,-0.80393165,-0.19265746,,6.754746e-07
17.407179,19.9498610496521,151.39215,17.407179,1.28641515e-08,6.8269895e-10,0.14999999,4.8836184,0.8181818,620,31,-0.6234319,19.195711,16.836176,75.30157,,8.396521,-0.8572717,0.78476775,12.516381,-0.7060686,1.1700544,,6.325984e-07
17.407179,21.455063819885254,168.79218,17.407179,3.6628153,2.6546942e-12,0.14999999,5.2747555,0.01010101,640,32,-2.266954,19.195711,,75.120316,,6.2810125,-0.9093194,0.744066,12.125244,-0.7378173,0.30368832,,5.936788e-07
17.407179,22.630168437957764,177.92722,17.407179,0.00053920306,2.3585439,0.14999999,5.391733,0.5151515,660,33,-0.873567,19.195711,8.264962,75.22303,,7.3695045,-0.9166021,1.1814992,12.008266,-0.6602163,0.7044797,,5.582434e-07
17.407179,23.45844006538391,190.74109,17.407179,0.010425288,8.722645e-18,0.14999999,5.610032,-0.65656567,680,34,-0.90664136,19.195711,4.58609,73.4389,,5.797232,-0.9130029,0.80934465,11.789968,-0.6900529,-0.48472536,,5.258885e-07
17.407179,24.211678981781006,190.81375,17.407179,0.6689435,4.994772,0.14999999,5.4518213,-0.43434343,700,35,-0.6866178,19.195711,17.327358,72.56894,,5.0828857,-0.9128055,1.081378,11.948178,-0.71873385,-0.58783406,,4.9626703e-07
17.413393,24.97641944885254,190.80032,17.413393,3.7647485e-05,0.9809803,0.14999999,5.3000097,-0.85858583,720,36,-0.63164973,19.202045,17.413393,71.81948,,5.518505,-0.9038209,1.0094529,12.09999,-0.72797245,-0.8010171,,4.6907957e-07
17.413393,25.705116987228394,190.85153,17.413393,3.1235466e-12,2.4358608e-31,0.14999999,5.1581497,1.0,740,37,-0.613375,19.202045,17.34881,71.71118,,15.60553,-0.89681304,1.3997834,12.24185,-0.7553704,1.3327953,,4.4406656e-07
17.413393,26.475393295288086,208.25156,17.413393,4.9492946,1.3197921e-21,0.14999999,5.480304,-0.21212122,760,38,-3.984281,19.202045,,68.78866,,5.4364195,-0.9725876,1.0075707,11.919696,-0.7820386,0.0044049323,,4.2100217e-07
17.413393,27.23468255996704,216.13416,17.413393,2.3304314e-07,1.1409855e-09,0.14999999,5.5419016,-1.0,780,39,-0.8488722,19.202045,9.517345,68.720245,,7.0171313,-0.970188,1.0061826,11.858098,-0.68558,-0.9549142,,3.996891e-07
17.413393,28.00382685661316,216.29013,17.413393,0.15539077,1.4501465e-14,0.14999999,5.4072533,0.27272728,800,40,-0.6484812,19.202045,17.244068,68.55403,,7.060435,-0.9632635,1.1140888,11.992746,-0.7108978,0.32053298,,3.799544e-07
17.413393,28.763248205184937,225.52087,17.413393,0.062970616,1.113298e-07,0.14999999,5.5005093,-0.57575756,820,41,-0.86298,19.202045,8.169229,68.08906,,5.47846,-0.9595249,0.939583,11.89949,-0.7317132,-0.5534751,,3.6164613e-07
17.413393,29.52047324180603,225.52347,17.413393,2.6430882e-05,3.0843058e-13,0.14999999,5.369606,0.61616164,840,42,-0.6156551,19.202045,17.397427,66.71053,,7.6722527,-0.95350975,1.055404,12.030394,-0.75427604,0.6562262,,3.4462983e-07
17.413393,30.288882970809937,237.7396,17.413393,3.340243,0.0011245478,0.14999999,5.5288267,0.030303031,860,43,-0.9376642,19.202045,5.1838903,66.29152,,6.5403485,-0.95315194,0.7688582,11.871173,-0.7778059,0.099258855,,3.2878697e-07
17.413393,31.053828239440918,246.12463,17.413393,0.0002484469,1.03799486e-07,0.14999999,5.5937414,-0.7979798,880,44,-0.83073086,19.202045,9.014951,66.23434,,5.3176665,-0.95608515,0.9555838,11.806258,-0.7259848,-0.8103244,,3.140119e-07
17.413393,31.831517934799194,246.17505,17.413393,0.6891216,0.20950887,0.14999999,5.4705563,-0.43434343,900,45,-0.60020024,19.202045,17.349615,64.77934,,5.0414906,-0.949696,0.9979026,11.929443,-0.748452,-0.6406683,,3.0021093e-07
17.413393,32.5984091758728,246.1734,17.413393,0.0068543027,4.8072176,0.14999999,5.351596,-0.67676765,920,46,-0.6208962,19.202045,17.401588,64.30104,,4.8072176,-0.9431732,0.9980776,12.048404,-0.75523317,-0.5317762,,2.8730017e-07
17.413393,33.37592267990112,246.23383,17.413393,0.008626657,1.0652071e-08,0.14999999,5.2390175,0.41414142,940,47,-0.5478641,19.202045,17.339594,63.569195,,7.0434504,-0.93530595,1.1009412,12.160982,-0.7765904,0.5508144,,2.7520463e-07
17.413393,34.136749505996704,257.29144,17.413393,2.6063054e-07,4.1060286e-23,0.14999999,5.360239,-1.0,960,48,-0.919826,19.202045,6.3423333,63.60102,,6.9757886,-0.9337101,0.9609027,12.039761,-0.79746026,-1.1289425,,2.6385726e-07
17.413393,35.00493383407593,257.49072,17.413393,3.3316194e-08,1.4821179e-35,0.14999999,5.2549124,0.7979798,980,49,-1.3365933,19.202045,17.20074,62.844276,,8.4040165,-0.94349897,0.8063061,12.145087,-0.81807953,0.5245373,,2.531974e-07
17.413393,36.444870471954346,268.29114,17.413393,6.147541,0.00047026362,0.14999999,5.365823,-0.13131313,1000,50,-0.9182673,19.202045,6.599604,62.28147,,6.147541,-0.9474277,0.83135116,12.034177,-0.8382822,-0.2371745,,2.4317083e-07
17.413393,37.66816425323486,268.76282,17.413393,0.19640979,0.94576013,0.14999999,5.2698593,-0.5151515,1020,51,-0.6831904,19.202045,16.928291,62.08195,,4.9434605,-0.946003,1.0359279,12.13014,-0.742125,-0.43969202,,2.3372819e-07
17.413393,38.792256593704224,268.83234,17.413393,2.6276233,3.3031697,0.14999999,5.1698523,-0.3131313,1040,52,-0.57264817,19.202045,17.330503,61.6104,,5.0600724,-0.9386324,1.0122651,12.230147,-0.7576993,-0.23912224,,2.248251e-07
17.413393,39.79792284965515,269.3723,17.413393,0.75772434,0.1157387,0.14999999,5.0824966,0.17171717,1060,53,-0.61626583,19.202045,16.860018,61.46283,,6.8170066,-0.93278605,0.93900156,12.317503,-0.7274515,0.17431264,,2.1642118e-07
17.413393,40.86793494224548,277.94434,17.413393,2.4410323e-07,3.1273123e-13,0.14999999,5.1471176,-1.0,1080,54,-0.87305784,19.202045,8.82801,61.407578,,7.709246,-0.9333944,1.0068907,12.252882,-0.7319482,-1.0348545,,2.0847979e-07
17.413393,42.001489877700806,278.1433,17.413393,3.1077391e-12,,0.14999999,5.057151,1.0,1100,55,-0.850928,19.202045,17.201038,61.4572,,17.540064,-0.93247277,1.2986151,12.342849,-0.75029737,1.1786429,,2.0096763e-07
17.413393,43.093289613723755,295.54327,17.413393,0.00018286752,0.004600401,0.14999999,5.2775583,0.5555556,1120,56,-2.2677128,19.202045,,59.806484,,7.459711,-0.95342577,1.1973479,12.122441,-0.76831585,0.29736197,,1.9385428e-07
17.413393,44.15043663978577,304.64374,17.413393,0.00014312894,6.5219236e-12,0.14999999,5.3446264,-0.8181818,1140,57,-0.92014945,19.202045,8.299582,59.804234,,5.1536326,-0.95024586,0.9429073,12.055373,-0.7860122,-0.61429495,,1.8711206e-07
17.413393,45.04380774497986,304.635,17.413393,0.100303635,4.598337,0.14999999,5.252328,-0.5555556,1160,58,-0.6241869,19.202045,17.408693,59.883102,,4.9403887,-0.9459317,1.055639,12.147672,-0.8034014,-0.4953104,,1.8071556e-07
17.413393,45.60488677024841,304.71472,17.413393,2.7930899,2.2198815,0.14999999,5.1646566,-0.3131313,1180,59,-0.55681074,19.202045,17.320295,59.383205,,5.12642,-0.93881184,1.0380723,12.235343,-0.81876796,-0.11026637,,1.7464151e-07
17.413393,46.10157012939453,306.15393,17.413393,4.757269,5.190841,0.14999999,5.102565,-0.030303031,1200,60,-0.81080616,19.202045,15.960762,59.520058,,6.589021,-0.93643063,0.85954595,12.297435,-0.78932095,0.0065087415,,1.6886865e-07
17.413393,47.06877422332764,314.24988,17.413393,0.07447726,0.76450956,0.14999999,5.151636,0.3131313,1220,61,-0.8425737,19.202045,9.304089,58.59287,,7.0755014,-0.9375065,1.1705912,12.2483635,-0.7295489,0.587011,,1.6337734e-07
17.413393,48.16633677482605,325.6825,17.413393,2.472085e-07,3.559996e-24,0.14999999,5.252944,-1.0,1240,62,-0.99850726,19.202045,5.967355,57.875793,,7.5843167,-0.9363828,0.97152483,12.147056,-0.7445892,-1.1411237,,1.581496e-07
17.413393,49.00900053977966,325.88416,17.413393,0.042929493,0.014638418,0.14999999,5.172765,-0.5959596,1260,63,-1.4022435,19.202045,17.198341,57.169537,,4.9064198,-0.9447472,0.99730295,12.227235,-0.76058954,-0.46799693,,1.5316883e-07
17.413393,50.11730217933655,325.91083,17.413393,5.525769,0.6530714,0.14999999,5.0923567,-0.17171717,1280,64,-0.5464544,19.202045,17.373354,57.13722,,5.545635,-0.93888927,0.95404714,12.307643,-0.7756567,-0.117901176,,1.484197e-07
17.413393,52.30247116088867,327.30206,17.413393,7.1570844e-07,1.0144252e-06,0.14999999,5.0354156,0.7171717,1300,65,-0.7172271,19.202045,16.008797,56.560135,,8.167318,-0.93650395,0.92144215,12.364584,-0.7083465,0.76051134,,1.4388809e-07
17.413393,55.37954926490784,340.86334,17.413393,1.5554358,0.00065099075,0.14999999,5.1645956,0.11111111,1320,66,-1.0563756,19.202045,3.8387268,56.572903,,6.7002487,-0.9399856,0.9414854,12.235404,-0.723614,-0.040421553,,1.3956085e-07
17.413393,57.13423156738281,344.71454,17.413393,0.87061435,0.25917056,0.14999999,5.144994,-0.41414142,1340,67,-0.77525145,19.202045,13.548673,56.47743,,4.797363,-0.938725,1.0413281,12.255006,-0.7153581,-0.14889726,,1.3542595e-07
17.413393,58.81146430969238,345.7566,17.413393,5.418542,5.180978,0.14999999,5.084656,-0.11111111,1360,68,-0.69854105,19.202045,16.35797,56.647404,,5.5266953,-0.9348479,1.0536146,12.315344,-0.7172626,0.08181145,,1.3147212e-07
17.413393,60.62438106536865,354.1129,17.413393,2.2606797e-07,3.089991e-11,0.14999999,5.1320715,-1.0,1380,69,-0.8285749,19.202045,9.043715,56.341095,,7.6033416,-0.93287086,0.99548453,12.267928,-0.6551926,-0.80770236,,1.2768895e-07
17.413393,62.420931816101074,354.17084,17.413393,0.0007555374,4.8788447,0.14999999,5.0595827,-0.75757575,1400,70,-0.6625643,19.202045,17.342117,55.68732,,4.954219,-0.92953295,0.86762124,12.340417,-0.66958135,-0.77840483,,1.2406676e-07
17.413393,65.10743713378906,354.22815,17.413393,2.907675e-12,1.4681941e-30,0.14999999,4.989128,1.0,1420,71,-0.61105853,19.202045,17.34269,55.57298,,17.156918,-0.9270808,1.2658654,12.4108715,-0.68375516,1.1043652,,1.2059652e-07
17.413393,66.75693225860596,371.62805,17.413393,0.0029094513,0.0013247448,0.14999999,5.161501,0.45454547,1440,72,-1.778967,19.202045,,54.891373,,7.4367414,-0.9366847,1.093477,12.238499,-0.6977414,0.39899093,,1.1726989e-07
17.413393,68.92018389701843,381.37286,17.413393,0.00044323824,2.9616029e-13,0.14999999,5.224286,-0.7777778,1460,73,-0.94694227,19.202045,7.655249,54.219727,,5.038008,-0.93594044,0.90016204,12.175714,-0.7114943,-0.75691336,,1.1407902e-07
17.413393,70.86243009567261,381.40662,17.413393,3.168732,4.9983164e-06,0.14999999,5.1541433,0.030303031,1480,74,-0.58673686,19.202045,17.366253,54.218773,,6.1333284,-0.9327469,0.99545616,12.245856,-0.7250939,0.2338993,,1.1101664e-07
17.413393,73.0484266281128,390.20007,17.413393,0.06079712,3.1660497e-06,0.14999999,5.202667,-0.57575756,1500,75,-0.9264443,19.202045,8.606547,53.840263,,4.8576937,-0.9329919,0.982405,12.197332,-0.6965877,-0.52756625,,1.0807592e-07
17.413393,74.5287697315216,390.21185,17.413393,3.371472,1.0965382,0.14999999,5.134366,-0.27272728,1520,76,-0.5571525,19.202045,17.388256,53.804306,,5.051633,-0.9284948,0.9719455,12.265634,-0.7090226,-0.24149992,,1.0525054e-07
17.413393,75.94217443466187,390.6966,17.413393,0.21348718,0.021686384,0.14999999,5.0739822,0.25252524,1540,77,-0.61432385,19.202045,16.915146,53.679565,,6.9123425,-0.92497945,1.1211191,12.326017,-0.678689,0.13631487,,1.02534514e-07
17.413393,77.31661677360535,399.16113,17.413393,2.3380022e-07,2.1409775e-12,0.14999999,5.1174507,-1.0,1560,78,-0.8456498,19.202045,8.9354725,53.329224,,7.6333876,-0.922798,0.9327058,12.282549,-0.6888237,-0.9704219,,9.9922275e-08
17.413393,78.56045365333557,399.33148,17.413393,0.65755504,0.008994594,0.14999999,5.0548286,-0.43434343,1580,79,-0.69691265,19.202045,17.229687,52.78942,,4.7862983,-0.921103,0.9852158,12.345171,-0.7015627,-0.36410975,,9.74086e-08
17.413393,79.81859707832336,399.4845,17.413393,5.1532016,2.0475652,0.14999999,4.993556,-0.17171717,1600,80,-0.5610236,19.202045,17.247051,52.72126,,5.2389755,-0.9169613,1.0163529,12.406444,-0.70585245,-0.48705867,,9.49886e-08
17.413393,81.05419826507568,399.50085,17.413393,1.2179692e-05,3.0327273e-12,0.14999999,4.932109,0.6363636,1620,81,-0.5464317,19.202045,17.38365,52.608315,,8.348302,-0.91239876,1.047981,12.467891,-0.65584964,0.5757784,,9.265769e-08
17.413393,82.80845379829407,410.8145,17.413393,0.00012721171,1.3088641e-18,0.14999999,5.0099335,-0.8181818,1640,82,-1.0250086,19.202045,6.0862713,52.464603,,5.037177,-0.91360104,0.9236438,12.390066,-0.66811955,-0.6130172,,9.041153e-08
17.413393,84.56002640724182,410.8396,17.413393,0.08868048,4.4324646,0.14999999,4.949875,-0.5555556,1660,83,-0.58414847,19.202045,17.374863,52.919743,,4.7203064,-0.91071147,1.0584124,12.450125,-0.6802394,-0.79997873,,8.8246054e-08
17.413393,86.49692893028259,410.8927,17.413393,0.0038888452,3.7818522,0.14999999,4.8915796,-0.6969697,1680,84,-0.58782935,19.202045,17.346973,51.657833,,4.3924336,-0.9063689,0.9616122,12.50842,-0.6911477,-0.5813596,,8.6157456e-08
17.413393,88.02863121032715,410.9204,17.413393,5.4389475e-09,1.5570437e-19,0.14999999,4.8343573,0.83838385,1700,85,-0.5081961,19.202045,17.372375,51.679527,,9.276114,-0.9022705,0.68675023,12.565642,-0.7029359,0.76901114,,8.4142165e-08
17.413393,89.26867771148682,424.59998,17.413393,1.1156685,7.2090494e-13,0.14999999,4.937208,-0.3939394,1720,86,-1.1180859,19.202045,3.7203603,51.545692,,4.6566653,-0.9085717,1.0127237,12.462791,-0.7146319,-0.47664598,,8.219674e-08
17.413393,90.50162601470947,424.62732,17.413393,0.9680847,0.0006833918,0.14999999,4.8807745,0.15151516,1740,87,-0.50196475,19.202045,17.372585,51.394485,,6.8849373,-0.9038963,1.043088,12.519225,-0.71330327,0.035527274,,8.031802e-08
17.413393,91.77546739578247,432.8662,17.413393,2.396811e-07,2.7396452e-10,0.14999999,4.918935,-1.0,1760,88,-0.83305776,19.202045,9.161061,51.26381,,7.7248297,-0.9028582,0.91286886,12.481065,-0.71366596,-1.1601068,,7.850298e-08
17.413393,92.95801615715027,433.06714,17.413393,0.0049942117,3.7585274e-24,0.14999999,4.865923,0.43434343,1780,89,-1.5787344,19.202045,17.199139,51.06053,,7.6124163,-0.9116691,1.0750067,12.534077,-0.7249655,0.303761,,7.674878e-08
17.413393,94.95634055137634,442.20264,17.413393,0.1365364,1.0900415e-06,0.14999999,4.9133625,-0.53535354,1800,90,-0.9394842,19.202045,8.26456,50.983116,,4.535955,-0.91140085,1.0665919,12.486637,-0.73608273,-0.29995513,,7.505273e-08
17.413393,97.04630064964294,442.49072,17.413393,3.9499738,4.6154213,0.14999999,4.8625345,-0.25252524,1820,91,-0.60121274,19.202045,17.111921,50.850418,,5.075158,-0.9074245,1.0030338,12.537465,-0.7456166,-0.17399634,,7.3412274e-08
17.413393,99.18287587165833,443.22302,17.413393,4.7691536,3.6870406,0.14999999,4.817642,-0.05050505,1840,92,-0.6655337,19.202045,16.667652,50.772163,,5.9250865,-0.90491295,0.99956,12.582357,-0.71405506,-0.016201522,,7.182504e-08
17.413393,101.24883961677551,449.17407,17.413393,2.3043509e-07,2.6305296e-09,0.14999999,4.829829,-1.0,1860,93,-0.7737285,19.202045,11.449009,50.441765,,7.623272,-0.903677,0.9394745,12.57017,-0.67432624,-0.7398019,,7.028872e-08
17.413393,103.26490521430969,449.1897,17.413393,2.91136e-12,2.941554e-29,0.14999999,4.778614,1.0,1880,94,-0.5904801,19.202045,17.384356,50.232227,,18.112541,-0.9012155,1.2000098,12.621386,-0.6850216,1.0726312,,6.880116e-08
17.413393,105.44779753684998,466.58972,17.413393,0.0039062127,8.6325544e-30,0.14999999,4.9114704,-0.6969697,1900,95,-1.6884152,19.202045,,50.137337,,4.657481,-0.90823877,0.9625615,12.488529,-0.69560367,-0.8008083,,6.736033e-08
17.413393,107.62612748146057,466.6399,17.413393,0.00013212745,4.7251754,0.14999999,4.860833,-0.8181818,1920,96,-0.5814308,19.202045,17.349792,49.50103,,4.777917,-0.9053354,0.93950313,12.539166,-0.7060338,-0.6586244,,6.5964315e-08
17.413393,109.56837606430054,466.62646,17.413393,1.4075,0.7369324,0.14999999,4.810582,-0.37373737,1940,97,-0.520129,19.202513,17.413391,49.521088,,4.696184,-0.90210384,1.0052646,12.589417,-0.71639526,-0.31164446,,6.461123e-08
17.413393,112.51314878463745,466.91882,17.413393,0.107695736,0.0013833651,0.14999999,4.7644777,0.2929293,1960,98,-0.56101435,19.202513,17.107592,49.474678,,7.355916,-0.8986816,1.089194,12.635522,-0.7122457,0.18672219,,6.329935e-08
17.413393,115.45322012901306,475.53162,17.413393,4.444434,2.3588934,0.14999999,4.8033495,-0.030303031,1980,99,-0.9266768,19.202513,8.787218,49.449608,,6.043814,-0.8983063,1.0246555,12.59665,-0.72129977,0.073639534,,6.2027055e-08
17.413393,118.4169409275055,483.87646,17.413393,0.025952827,0.00015879459,0.14999999,4.838764,-0.61616164,2000,100,-0.8478253,19.202513,9.055281,49.059067,,4.534953,-0.89771163,1.0197253,12.561235,-0.6874353,-0.79647255,,6.079271e-08
17.413393,121.3867597579956,483.9131,17.413393,2.4962712e-05,2.564459e-19,0.14999999,4.7912197,0.61616164,2020,101,-0.5596812,19.202513,17.363277,48.985504,,8.466169,-0.8942839,1.0345066,12.60878,-0.69712615,0.40353483,,5.9594853e-08
17.413393,124.35992789268494,493.69104,17.413393,1.224153,1.4056227,0.14999999,4.840109,0.13131313,2040,102,-1.0090691,19.202513,7.6220484,48.711838,,6.587543,-0.89534444,1.1109757,12.559891,-0.7069782,0.37193397,,5.8432047e-08
17.413393,127.29464626312256,503.24585,17.413393,0.00013196512,1.529372e-13,0.14999999,4.8858824,-0.8181818,2060,103,-0.98808616,19.202513,7.845162,48.614464,,4.7875896,-0.89535743,0.95604587,12.514117,-0.70480436,-0.79842365,,5.7302962e-08
17.413393,130.289705991745,503.302,17.413393,4.2468762,0.0037040424,0.14999999,4.8394423,-0.23232323,2080,104,-0.54503787,19.202513,17.343977,48.599663,,5.08494,-0.8925176,0.9866922,12.560557,-0.71446496,-0.4194578,,5.6206275e-08
17.413393,133.26023197174072,503.36084,17.413393,0.48588035,4.443138,0.14999999,4.793912,-0.45454547,2100,105,-0.54053813,19.202513,17.341187,48.353012,,4.521816,-0.8894085,1.0252233,12.606088,-0.6840108,-0.6578873,,5.5140777e-08
