ReturnAbsMax,Delta,IWLastEpisode,DenMISELogLast,IWMean,DenMISELogFirst,ReturnMean,LQGmu1_higher,Iteration,Regret/t,ReturnLastEpisode,DenMISEMeanLog,IWMin,Regret,TimestepsSoFar,ReturnMax,ReturnMin,ReturnStepMax,IWMax,LQGsigma_higher,Bound,LQGmu1_actor,IWFirstEpisode,TimeElapsed
17.429337,1.1502247e-09,0.052304424,-0.45361215,1.0121708,-1.3518784,14.432436,-0.7979798,727,2.9675636,17.243513,-0.75257957,,2157.419,14540,17.429337,,19.218103,3.3549848,0.14999999,28.687496,-1.0271583,4.0139084e-10,1039.9404454231262
17.429337,1.1470668e-09,4.4916396,-0.5404268,0.9974891,-1.3532529,14.436236,-1.0,728,2.9637632,17.199076,-0.7522728,,2157.62,14560,17.429337,,19.218103,5.685794,0.14999999,28.738358,-0.8954241,1.4480431e-14,1042.3087446689606
17.429337,1.1439221e-09,2.7720177,-0.28441867,0.99605304,-1.3546256,14.440149,-1.0,729,2.9598503,17.288733,-0.7516372,,2157.7305,14580,17.429337,,19.218103,5.6494803,0.14999999,28.674656,-0.8906125,1.450033e-14,1044.787514925003
17.429337,1.1407901e-09,0.009270807,-0.27782187,0.9508553,-1.3559964,14.444048,-0.37373737,730,2.9559517,17.286701,-0.75099623,,2157.8447,14600,17.429337,,19.218103,4.166555,0.14999999,28.674881,-0.49585474,0.0023567579,1046.7459907531738
17.429337,1.1376711e-09,0.36631805,-0.32633775,1.0092508,-1.3573622,14.448052,-0.8181818,731,2.9519472,17.371607,-0.7504841,,2157.873,14620,17.429337,,19.218103,3.3728242,0.14999999,28.677042,-0.80340475,1.5741883e-10,1048.5633687973022
17.429337,1.1345648e-09,3.3329964,-0.22634429,1.0153167,-1.3587291,14.451998,-0.7979798,732,2.9480019,17.33599,-0.74975675,,2157.9375,14640,17.429337,,19.218103,3.3336077,0.14999999,28.662594,-0.8036503,4.0414952e-10,1050.3993113040924
17.429337,1.1314713e-09,3.3225179,-0.22325602,1.0164429,-1.3600943,14.45595,-0.7979798,733,2.9440498,17.348986,-0.749019,,2157.9893,14660,17.429337,,19.218103,3.323028,0.14999999,28.647608,-0.5100105,4.0470183e-10,1052.4215059280396
17.429337,1.1283905e-09,3.54694,-0.31553668,0.9746696,-1.3614577,14.459923,-0.47474748,734,2.9400768,17.371252,-0.7484074,,2158.0166,14680,17.429337,,19.218103,3.805142,0.14999999,28.703995,-0.2482563,0.000119841476,1054.3911950588226
17.429337,1.1253221e-09,4.648302,-0.5587255,0.9731496,-1.362819,14.463309,-0.25252524,735,2.9366903,16.949215,-0.7481853,,2158.4678,14700,17.429337,,19.218103,4.705409,0.14999999,28.67489,-0.22894108,0.04683962,1056.530975818634
17.429337,1.1222663e-09,4.678875,-0.5772364,0.97497326,-1.3641149,14.466428,-0.25252524,736,2.9335718,16.75901,-0.7479916,,2159.1084,14720,17.429337,,19.218103,4.681838,0.14999999,28.652287,-0.41398072,0.046900354,1058.7724044322968
17.429337,1.1192228e-09,3.8155875,-0.3974798,0.9695943,-1.3654089,14.470316,-0.45454547,737,2.9296837,17.331577,-0.74755216,,2159.1768,14740,17.429337,,19.218103,3.8532276,0.14999999,28.669731,-0.56948483,0.00022661746,1060.6785514354706
17.429337,1.1161917e-09,3.2361808,-0.2618149,0.98994416,-1.3667645,14.474281,-0.5151515,738,2.9257183,17.396875,-0.7469367,,2159.1807,14760,17.429337,,19.218103,3.6382284,0.14999999,28.638012,-0.3769266,3.216164e-05,1062.1679525375366
17.429337,1.113173e-09,3.9374871,-0.42313772,0.9620603,-1.3681186,14.478026,-0.41414142,739,2.9219732,17.24235,-0.74651355,,2159.338,14780,17.429337,,19.218103,3.9647846,0.14999999,28.61826,-0.2926966,0.0007634497,1063.2903742790222
17.429337,1.1101664e-09,4.370763,-0.4967573,0.96835494,-1.3694699,14.481671,-0.2929293,740,2.9183283,17.174889,-0.7462287,,2159.5635,14800,17.429337,,19.218103,4.424961,0.14999999,28.612993,-0.2529871,0.01876003,1064.9706213474274
17.429337,1.1071719e-09,4.385663,-0.53561234,0.9701532,-1.3707949,14.485068,-0.2929293,741,2.9149313,16.99955,-0.74598914,,2159.9639,14820,17.429337,,19.218103,4.4046025,0.14999999,28.594028,-0.23368913,0.018784901,1066.367000579834
17.429337,1.1041897e-09,4.597157,-0.555141,0.9805579,-1.3721182,14.488437,-0.25252524,742,2.911563,16.984531,-0.7457739,,2160.38,14840,17.429337,,19.218103,4.6102457,0.14999999,28.578411,-0.3238493,0.047277227,1068.1016070842743
17.429337,1.1012194e-09,3.9642203,-0.45443484,0.9630227,-1.3734013,14.492136,-0.37373737,743,2.9078636,17.236404,-0.74541014,,2160.543,14860,17.429337,,19.218103,4.0483885,0.14999999,28.564163,-0.5411023,0.0023981351,1069.5680899620056
17.429337,1.0982613e-09,3.4948604,-0.2777541,1.0026407,-1.3747431,14.496013,-0.5555556,744,2.903987,17.375921,-0.74483275,,2160.5664,14880,17.429337,,19.218103,3.4950533,0.14999999,28.554234,-0.7540611,8.048558e-06,1071.2340261936188
17.429337,1.0953147e-09,3.164901,-0.21680364,1.0140245,-1.3760862,14.499864,-0.7979798,745,2.900136,17.364819,-0.74412197,,2160.6016,14900,17.429337,,19.218103,3.3530514,0.14999999,28.575254,-0.68533564,4.112263e-10,1072.2651391029358
17.429337,1.0923802e-09,3.276123,-0.21011059,1.027818,-1.3774276,14.503751,-0.67676765,746,2.8962488,17.399769,-0.7433885,,2160.6016,14920,17.429337,,19.218103,3.286022,0.14999999,28.545944,-0.70636046,7.990402e-08,1073.220091342926
17.429337,1.0894574e-09,2.7118294,-0.20597741,1.0147758,-1.3787671,14.507595,-0.7979798,747,2.8924046,17.376377,-0.7426333,,2160.626,14940,17.429337,,19.218103,3.3367126,0.14999999,28.53748,-0.9661582,4.1232978e-10,1074.4917187690735
17.429337,1.0865465e-09,3.8090794,-0.38465637,0.99210495,-1.380105,14.511241,-1.0,748,2.8887587,17.234322,-0.74213624,,2160.792,14960,17.429337,,19.218103,5.7496214,0.14999999,28.54664,-1.0877823,1.4874522e-14,1076.1018998622894
17.429337,1.0836471e-09,4.9733825,-0.79715717,0.9936716,-1.381441,14.514827,-1.0,749,2.8851728,17.197062,-0.74222285,,2160.9941,14980,17.429337,,19.218103,5.713393,0.14999999,28.535324,-1.0370262,1.4894424e-14,1077.9792442321777
17.429337,1.0807593e-09,4.560657,-0.5697504,0.9946955,-1.3827752,14.518401,-1.0,750,2.8815985,17.19497,-0.74200356,,2161.1992,15000,17.429337,,19.218103,5.6777096,0.14999999,28.515047,-0.6800195,1.4914294e-14,1079.0762169361115
17.429337,1.077883e-09,3.140293,-0.20848654,1.0239991,-1.3841077,14.522214,-0.6363636,751,2.8777857,17.382303,-0.74130285,,2161.2168,15020,17.429337,,19.218103,3.3224912,0.14999999,28.518375,-0.53269714,4.0279647e-07,1081.723718881607
17.429337,1.0750181e-09,3.3805707,-0.28106743,1.0104216,-1.3854383,14.526023,-0.57575756,752,2.8739767,17.386433,-0.74066025,,2161.2305,15040,17.429337,,19.218103,3.4322624,0.14999999,28.499651,-0.44088805,3.9446118e-06,1083.5221617221832
17.429337,1.0721648e-09,3.7928727,-0.35589397,0.96905404,-1.3867673,14.529798,-0.43434343,753,2.870202,17.36829,-0.7401368,,2161.2627,15060,17.429337,,19.218103,3.850316,0.14999999,28.501343,-0.43516785,0.00042821583,1085.0165181159973
17.429337,1.0693227e-09,3.7696073,-0.3571337,0.97528386,-1.3880938,14.533488,-0.45454547,754,2.8665113,17.311613,-0.7396711,,2161.3496,15080,17.429337,,19.218103,3.7696073,0.14999999,28.488102,-0.5711942,0.00023181703,1086.8121061325073
17.429337,1.0664919e-09,3.3994648,-0.24589929,1.0126716,-1.3894188,14.537247,-0.57575756,755,2.862753,17.37171,-0.73905134,,2161.379,15100,17.429337,,19.218103,3.4071615,0.14999999,28.47477,-0.34529242,3.960345e-06,1088.5038549900055
17.429337,1.0636723e-09,4.0049696,-0.43233976,0.96982765,-1.3907425,14.540771,-0.3131313,756,2.859229,17.201057,-0.7386302,,2161.5771,15120,17.429337,,19.218103,4.2811737,0.14999999,28.482576,-0.2437388,0.011763096,1089.8676915168762
17.429337,1.060864e-09,0.00016659315,-0.5395421,1.0515568,-1.3920488,14.544015,0.43434343,757,2.8559847,16.997444,-0.7384088,,2161.9805,15140,17.429337,,19.218103,12.374517,0.14999999,28.476328,0.33729175,4.643066,1090.8072159290314
17.429337,1.0580667e-09,5.2607417,-1.449045,0.98713803,-1.3872541,14.535473,0.15151516,758,2.8645267,8.068855,-0.73928535,,2171.3115,15160,17.429337,,19.218103,9.923983,0.14999999,28.471653,0.21070611,8.92989,1091.8255867958069
17.429337,1.0552804e-09,0.057090137,-1.3522028,0.97740185,-1.3768605,14.527786,-0.27272728,759,2.8722134,8.700433,-0.7401147,,2180.0098,15180,17.429337,,19.218103,4.4884195,0.14999999,28.46082,-0.2842843,0.03023545,1092.7511756420135
17.429337,1.0525052e-09,2.1511258e-11,-0.488164,1.041535,-1.3781374,14.531145,0.7979798,760,2.8688545,17.081299,-0.73981494,,2180.33,15200,17.429337,,19.218103,17.612299,0.14999999,28.459425,0.8677801,0.010571931,1093.6892697811127
17.429337,1.049741e-09,2.1875552e-13,-1.9304105,0.96993434,-1.3794384,14.515005,-0.33333334,761,2.8849945,2.2484643,-0.7413353,,2195.4805,15220,17.429337,,19.218103,4.1723332,0.14999999,28.444063,-0.50761235,0.0070110653,1094.676596879959
17.429337,1.0469877e-09,3.5554543,-0.29156443,0.99487334,-1.3807424,14.518749,-0.5151515,762,2.8812504,17.368717,-0.7407861,,2195.5127,15240,17.429337,,19.218103,3.5629349,0.14999999,28.438189,-0.54197854,3.2614353e-05,1095.8517696857452
17.429337,1.0442451e-09,3.4469304,-0.26339898,1.0080193,-1.3820539,14.522501,-0.5555556,763,2.8774986,17.379862,-0.7401684,,2195.5322,15260,17.429337,,19.218103,3.4471288,0.14999999,28.425243,-0.6558238,8.107608e-06,1097.035367488861
17.429337,1.0415132e-09,3.2777443,-0.20898625,1.0274599,-1.3833636,14.526237,-0.65656567,764,2.873763,17.377665,-0.7394639,,2195.5547,15280,17.429337,,19.218103,3.278295,0.14999999,28.416332,-0.85751915,1.8150716e-07,1098.6658864021301
17.429337,1.0387922e-09,2.1987867,-0.260853,0.99008197,-1.3846716,14.529892,-1.0,765,2.8701077,17.322868,-0.73880374,,2195.6328,15300,17.429337,,19.218103,5.7477436,0.14999999,28.408081,-0.8065667,1.4942625e-14,1100.7261271476746
17.429337,1.0360817e-09,3.346591,-0.23139934,1.0133532,-1.385978,14.533567,-0.7979798,766,2.8664322,17.344439,-0.7381566,,2195.6865,15320,17.429337,,19.218103,3.3466868,0.14999999,28.434027,-0.9048343,4.1531414e-10,1102.4168746471405
17.429337,1.0333818e-09,2.7754347,-0.29635665,1.0137193,-1.3872826,14.537154,-0.7979798,767,2.8628454,17.284426,-0.73756444,,2195.8027,15340,17.429337,,19.218103,3.3364785,0.14999999,28.407547,-0.82043254,4.1585632e-10,1103.7675650119781
17.429337,1.0306924e-09,3.3532853,-0.23187165,1.0098063,-1.3885854,14.5407915,-0.8181818,768,2.859208,17.330647,-0.7368894,,2195.871,15360,17.429337,,19.218103,3.3596997,0.14999999,28.394436,-0.911072,1.624115e-10,1105.9348950386047
17.429337,1.0280136e-09,2.9587421,-0.2983292,1.0104009,-1.3898867,14.544359,-0.8181818,769,2.8556404,17.284294,-0.7363076,,2195.9873,15380,17.429337,,19.218103,3.349422,0.14999999,28.37167,-0.75124174,1.6262292e-10,1108.5451095104218
17.429337,1.0253451e-09,1.6256083e-05,-0.2012113,0.96523666,-1.3911862,14.548032,-0.01010101,770,2.8519678,17.371683,-0.7356005,,2196.0156,15400,17.429337,,19.218103,7.72557,0.14999999,28.365124,-0.038978964,2.6474524,1110.385371685028
17.429337,1.0226872e-09,1.8752922e-05,-0.9394857,1.0158734,-1.3890518,14.545217,-0.7979798,771,2.854783,12.3785,-0.73591334,,2201.037,15420,17.429337,,19.218103,3.3106842,0.14999999,28.350544,-1.2539957,4.1659226e-10,1111.4663603305817
17.429337,1.0200393e-09,5.60535,-2.1791801,0.99372774,-1.390348,14.548641,-1.0,772,2.8513584,17.188921,-0.7377636,,2201.249,15440,17.429337,,19.218103,5.7543364,0.14999999,28.402851,-0.7442039,1.5027686e-14,1112.7288372516632
17.429337,1.0174019e-09,1.3492794e-10,-0.19876812,1.0419872,-1.3916425,14.552287,0.2929293,773,2.8477125,17.367016,-0.73707664,,2201.2812,15460,17.429337,,19.218103,11.1667,0.14999999,28.344261,0.3401901,10.062136,1114.7855160236359
17.429337,1.0147746e-09,0.033529088,-1.44979,0.98392725,-1.3800023,14.543887,-0.17171717,774,2.8561125,8.050978,-0.7379494,,2210.6309,15480,17.429337,,19.218103,5.371581,0.14999999,28.314041,-0.062213495,0.24214862,1116.1051487922668
17.429337,1.0121575e-09,0.0014587843,-0.88448715,1.0276463,-1.3809806,14.544368,-0.67676765,775,2.8556318,14.916057,-0.73816144,,2213.1152,15500,17.429337,,19.218103,3.2527895,0.14999999,28.309597,-0.62327695,8.018846e-08,1117.5958037376404
17.429337,1.0095504e-09,3.2149746,-0.21426338,1.0268778,-1.3822701,14.548038,-0.65656567,776,2.851962,17.392496,-0.73745203,,2213.122,15520,17.429337,,19.218103,3.259396,0.14999999,28.296978,-0.3890227,1.8130872e-07,1119.3816585540771
17.429337,1.0069535e-09,3.9268575,-0.39485005,0.96386343,-1.3835579,14.551571,-0.37373737,777,2.8484287,17.293083,-0.73697776,,2213.2295,15540,17.429337,,19.218103,4.038689,0.14999999,28.309313,-0.55420935,0.0024226161,1120.665542602539
17.429337,1.0043667e-09,3.3084207,-0.25218993,0.993045,-1.384841,14.555227,-0.5151515,778,2.8447723,17.395815,-0.7364025,,2213.2324,15560,17.429337,,19.218103,3.5546029,0.14999999,28.287561,-0.46675712,3.274831e-05,1122.6173160076141
17.429337,1.0017897e-09,0.053134106,-0.3200423,0.97022134,-1.3861254,14.558814,-0.030303031,779,2.8411856,17.349949,-0.73587817,,2213.2832,15580,17.429337,,19.218103,7.3654027,0.14999999,28.278587,0.08686485,2.0843258,1124.2351241111755
17.429337,9.992226e-10,3.503777e-11,-1.1977887,0.9878855,-1.3847363,14.551734,-1.0,780,2.8482656,9.0359535,-0.73651165,,2221.6475,15600,17.429337,,19.218103,5.770933,0.14999999,28.270206,-0.7490938,1.4943594e-14,1125.795791387558
17.429337,9.966655e-10,2.194099,-0.20027794,1.023319,-1.3860176,14.555306,-0.61616164,781,2.8446932,17.342133,-0.7358428,,2221.705,15620,17.429337,,19.218103,3.3063064,0.14999999,28.297367,-0.5956694,8.7883154e-07,1127.51846241951
17.429337,9.94118e-10,3.2915506,-0.22250915,1.0243657,-1.3872972,14.558912,-0.61616164,782,2.8410873,17.375275,-0.7351578,,2221.7305,15640,17.429337,,19.218103,3.2965841,0.14999999,28.285906,-0.36854517,8.799562e-07,1129.5841002464294
17.429337,9.915805e-10,3.824669,-0.4094908,0.9700669,-1.3885751,14.562399,-0.41414142,783,2.8376007,17.28875,-0.7347119,,2221.8408,15660,17.429337,,19.218103,3.876984,0.14999999,28.292519,-0.4361506,0.0007792279,1131.2917959690094
17.429337,9.890524e-10,3.7225633,-0.34375033,0.9800646,-1.3898504,14.565946,-0.45454547,784,2.834054,17.342123,-0.73425263,,2221.8984,15680,17.429337,,19.218103,3.7228858,0.14999999,28.28116,-0.5491561,0.00023222461,1132.9890427589417
17.429337,9.865342e-10,3.3153634,-0.24608162,0.9985663,-1.3911248,14.569511,-0.5151515,785,2.8304882,17.364878,-0.7336575,,2221.9336,15700,17.429337,,19.218103,3.5172632,0.14999999,28.257092,-0.6175825,3.295474e-05,1133.987056016922
17.429337,9.840255e-10,3.239974,-0.20522232,1.0285593,-1.3923979,14.5731,-0.6363636,786,2.8268995,17.39079,-0.7329881,,2221.9424,15720,17.429337,,19.218103,3.248037,0.14999999,28.24897,-0.5725951,4.0614964e-07,1134.9581966400146
17.429337,9.815264e-10,7.6632236e-14,-0.22523037,1.0084457,-1.3936692,14.576679,0.61616164,787,2.8233204,17.390333,-0.73230785,,2221.9531,15740,17.429337,,19.218103,14.950979,0.14999999,28.250319,0.47546494,0.46584868,1135.9432559013367
17.429337,9.790369e-10,1.0626734e-10,-1.566769,1.0228741,-1.3943474,14.567122,-0.5959596,788,2.8328772,7.0463924,-0.73336357,,2232.3066,15760,17.429337,,19.218103,3.302884,0.14999999,28.237856,-0.72450423,1.8951233e-06,1136.9835140705109
17.429337,9.76557e-10,6.405905e-29,-0.19108008,1.0247308,-1.3956156,14.570662,1.0,789,2.829338,17.359194,-0.7326484,,2232.3477,15780,17.429337,,19.218103,34.092773,0.14999999,28.234253,0.9341437,2.9114119e-05,1137.9575827121735
17.429337,9.740861e-10,0.00035978528,-2.0374155,1.0267982,-1.3968822,14.553686,0.23232323,790,2.8463135,1.1597098,-0.73428553,,2248.588,15800,17.429337,,19.218103,10.755605,0.14999999,28.232258,0.17216426,10.735665,1139.5784094333649
17.429337,9.716247e-10,1.1055095e-06,-1.3218457,1.0321822,-1.3846493,14.546456,-0.67676765,791,2.8535433,8.834786,-0.7349997,,2257.1523,15820,17.429337,,19.218103,3.2169385,0.14999999,28.21885,-0.8273933,8.048311e-08,1141.23495054245
17.429337,9.691727e-10,3.2959304,-0.23373263,1.0136617,-1.3859127,14.549973,-0.7979798,792,2.850027,17.331404,-0.7343274,,2257.2217,15840,17.429337,,19.218103,3.3153877,0.14999999,28.206242,-0.82642096,4.1528642e-10,1142.351329088211
17.429337,9.667299e-10,3.2885468,-0.23023985,1.0146846,-1.3871745,14.553486,-0.7979798,793,2.8465137,17.335178,-0.73367566,,2257.2852,15860,17.429337,,19.218103,3.305735,0.14999999,28.193481,-0.7448927,4.158111e-10,1144.091242313385
17.429337,9.642963e-10,5.1071024e-06,-0.19090538,0.9723862,-1.3884348,14.5570345,0.030303031,794,2.8429651,17.371038,-0.73297465,,2257.3145,15880,17.429337,,19.218103,8.348732,0.14999999,28.177485,0.029521411,3.9932818,1145.6482365131378
17.429337,9.618719e-10,4.0657847e-06,-1.0918514,1.0208278,-1.3846767,14.550172,-0.7777778,795,2.8498278,9.101077,-0.7334643,,2265.6133,15900,17.429337,,19.218103,3.266925,0.14999999,28.176647,-0.6396029,1.0442889e-09,1146.60254240036
17.429337,9.594567e-10,3.1994476,-0.1911909,1.0327431,-1.3859338,14.553734,-0.65656567,796,2.8462658,17.386398,-0.73275816,,2265.627,15920,17.429337,,19.218103,3.2072654,0.14999999,28.177073,-0.7555149,1.8197426e-07,1147.555941104889
17.429337,9.570505e-10,2.9819422,-0.19056095,1.0342695,-1.3871893,14.5572815,-0.6969697,797,2.8427181,17.380833,-0.7320379,,2265.6465,15940,17.429337,,19.218103,3.1840117,0.14999999,28.156303,-0.7762485,3.5090057e-08,1149.3412039279938
17.429337,9.546535e-10,3.201957,-0.19607514,1.0172794,-1.3884432,14.560788,-0.7979798,798,2.8392115,17.35531,-0.7313244,,2265.6904,15960,17.429337,,19.218103,3.2811055,0.14999999,28.149364,-0.8755636,4.1633885e-10,1151.1283602714539
17.429337,9.522653e-10,3.0160398,-0.25952438,1.0179595,-1.3896955,14.564219,-0.7979798,799,2.8357801,17.303055,-0.73071337,,2265.788,15980,17.429337,,19.218103,3.2717648,0.14999999,28.131588,-0.66176045,4.168609e-10,1152.7576212882996
17.429337,9.498861e-10,2.1390806e-11,-0.17742254,1.0557709,-1.3909463,14.567753,0.41414142,800,2.8322468,17.390682,-0.73000044,,2265.7979,16000,17.429337,,19.218103,12.307233,0.14999999,28.129927,0.5890671,5.4697504,1154.6715998649597
17.429337,9.475157e-10,0.0001397735,-1.6785023,0.979938,-1.3853816,14.556988,-0.13131313,801,2.8430119,5.9453382,-0.7311216,,2277.252,16020,17.429337,,19.218103,5.928355,0.14999999,28.12159,-0.0444806,0.49221578,1156.580253124237
17.429337,9.451544e-10,0.0009369369,-0.9330785,1.0348784,-1.3860149,14.555554,-0.67676765,802,2.8444452,13.407058,-0.7314007,,2281.245,16040,17.429337,,19.218103,3.1761315,0.14999999,28.11472,-0.596672,8.05931e-08,1158.5527620315552
17.429337,9.428018e-10,3.151806,-0.20480369,1.0313549,-1.387261,14.55909,-0.6363636,803,2.84091,17.395502,-0.7307027,,2281.25,16060,17.429337,,19.218103,3.2058399,0.14999999,28.101707,-0.64075476,4.0406883e-07,1160.056414604187
17.429337,9.404579e-10,3.1846566,-0.18059148,1.0322806,-1.3885056,14.5625925,-0.6363636,804,2.837407,17.374142,-0.72998065,,2281.2754,16080,17.429337,,19.218103,3.1970685,0.14999999,28.090984,-0.71642774,4.04572e-07,1161.9522290229797
17.429337,9.381228e-10,0.00016553665,-0.17001553,0.97878057,-1.3897486,14.566106,-0.05050505,805,2.8338938,17.390848,-0.7292461,,2281.2852,16100,17.429337,,19.218103,7.0797496,0.14999999,28.080076,-0.17246214,1.6255373,1164.1933665275574
17.429337,9.357964e-10,5.008275,-0.6678621,0.9772687,-1.3889729,14.568606,-0.21212122,806,2.8313932,16.581623,-0.729199,,2282.1025,16120,17.429337,,19.218103,5.008293,0.14999999,28.08488,-0.21718149,0.11239051,1166.4354541301727
17.429337,9.334787e-10,0.02883266,-0.5910548,1.036941,-1.3900733,14.571687,-0.6969697,807,2.8283129,17.055378,-0.72905797,,2282.4482,16140,17.429337,,19.218103,3.155454,0.14999999,28.074947,-0.77942336,3.51914e-08,1168.3314876556396
17.429337,9.311696e-10,1.0910947,-0.19020148,0.97917384,-1.3913118,14.575135,-1.0,808,2.8248644,17.356888,-0.7283464,,2282.4902,16160,17.429337,,19.218103,5.932129,0.14999999,28.072601,-0.6965567,1.5042167e-14,1170.240539073944
17.429337,9.28869e-10,3.1493506,-0.16901861,1.0401218,-1.3925486,14.578628,-0.6969697,809,2.821372,17.400434,-0.727683,,2282.4902,16180,17.429337,,19.218103,3.1493645,0.14999999,28.10466,-0.6202287,3.527863e-08,1171.8152434825897
17.429337,9.265768e-10,2.9819145,-0.1854207,1.040521,-1.3937839,14.582091,-0.67676765,810,2.8179083,17.384443,-0.726965,,2282.5059,16200,17.429337,,19.218103,3.1453016,0.14999999,28.089153,-0.6691897,8.1221636e-08,1173.1872601509094
17.429337,9.242932e-10,3.1359613,-0.16603045,1.0413758,-1.3950177,14.585543,-0.67676765,811,2.814457,17.381222,-0.7262246,,2282.5244,16220,17.429337,,19.218103,3.1370034,0.14999999,28.078602,-0.6493488,8.132193e-08,1174.541270494461
17.429337,9.220181e-10,3.143572,-0.16833563,1.0406684,-1.39625,14.588998,-0.65656567,812,2.8110018,17.391489,-0.72548765,,2282.5332,16240,17.429337,,19.218103,3.143572,0.14999999,28.068302,-0.6977989,1.838612e-07,1176.530948638916
17.429337,9.197512e-10,3.08664,-0.15873082,1.0429868,-1.3974807,14.592435,-0.67676765,813,2.8075647,17.382753,-0.7247416,,2282.5498,16260,17.429337,,19.218103,3.120677,0.14999999,28.056868,-0.66731936,8.152242e-08,1178.5284039974213
17.429337,9.1749275e-10,3.1103568,-0.15853976,1.0438098,-1.39871,14.595853,-0.67676765,814,2.8041468,17.375206,-0.7239942,,2282.5752,16280,17.429337,,19.218103,3.112568,0.14999999,28.046322,-0.5051652,8.162278e-08,1180.132862329483
17.429337,9.152426e-10,0.6672034,-0.27144188,0.9745053,-1.3999377,14.599257,-0.23232323,815,2.8007421,17.369911,-0.7233864,,2282.6055,16300,17.429337,,19.218103,4.8649445,0.14999999,28.05289,0.014670655,0.07499832,1181.9540164470673
17.429337,9.1300073e-10,5.711713,-1.0666811,0.9902634,-1.401072,14.592601,0.13131313,816,2.8073988,9.167905,-0.7238402,,2290.837,16320,17.429337,,19.218103,9.780161,0.14999999,28.013931,0.13482237,8.28329,1183.9746305942535
17.429337,9.107673e-10,3.4378867e-05,-1.2765734,1.033935,-1.3921968,14.585682,-0.61616164,817,2.8143177,8.9391575,-0.7245327,,2299.2979,16340,17.429337,,19.218103,3.1899784,0.14999999,28.00935,-0.82560366,8.8427856e-07,1185.6745076179504
17.429337,9.085418e-10,3.231912,-0.2118498,1.0196787,-1.3934201,14.589037,-0.7979798,818,2.8109627,17.330482,-0.7238655,,2299.3672,16360,17.429337,,19.218103,3.2394524,0.14999999,27.990067,-0.59651184,4.1841583e-10,1187.0889892578125
17.429337,9.0632457e-10,2.767872,-0.18699737,0.9960918,-1.3946418,14.592459,-0.5151515,819,2.807541,17.391727,-0.723187,,2299.376,16380,17.429337,,19.218103,3.4984734,0.14999999,27.985653,-0.5716224,3.307085e-05,1188.206359386444
17.429337,9.041153e-10,2.9709578,-0.20384575,1.0398893,-1.395862,14.59587,-0.6363636,820,2.8041296,17.389793,-0.72255963,,2299.3867,16400,17.429337,,19.218103,3.1366544,0.14999999,27.990236,-0.60978705,4.075589e-07,1190.1569349765778
17.429337,9.019142e-10,3.114831,-0.17368929,1.0407166,-1.3970808,14.599305,-0.6363636,821,2.8006945,17.415472,-0.72184354,,2299.37,16420,17.429337,,19.218103,3.1285121,0.14999999,27.980019,-0.6308075,4.080559e-07,1192.488584280014
17.429337,8.99721e-10,6.2008205e-20,-0.1599777,1.0449075,-1.398298,14.602727,0.7979798,822,2.7972727,17.412619,-0.72111154,,2299.3584,16440,17.429337,,19.218103,18.236443,0.14999999,27.978497,1.2700466,0.01078723,1193.9432673454285
17.429337,8.975359e-10,1.4565052e-33,-4.1770005,1.0415487,-1.3995007,14.584984,-0.6363636,823,2.8150158,,-0.7252655,,2316.7578,16460,17.429337,,19.218103,3.1242285,0.14999999,27.970646,-0.5897189,4.090448e-07,1195.785433769226
17.429337,8.953588e-10,3.1456819,-0.18338746,1.0380164,-1.4007151,14.5884075,-0.61616164,824,2.811592,17.406166,-0.7245585,,2316.752,16480,17.429337,,19.218103,3.153203,0.14999999,27.960182,-1.0163915,8.918432e-07,1197.2899024486542
17.429337,8.931895e-10,4.5121e-09,-0.5372431,0.98200494,-1.401928,14.591572,-0.05050505,825,2.8084278,17.19845,-0.7242864,,2316.9531,16500,17.429337,,19.218103,7.103612,0.14999999,27.950766,-0.24620727,1.6454563,1198.265058517456
17.429337,8.910281e-10,1.5327278e-05,-0.5626888,0.97348887,-1.4011468,14.59442,-1.0,826,2.8055792,16.94509,-0.7241152,,2317.4082,16520,17.429337,,19.218103,6.0195584,0.14999999,27.941507,-1.018695,1.5190826e-14,1199.962690114975
17.429337,8.888746e-10,9.880672e-06,-0.54169333,0.9671142,-1.4023567,14.597571,-0.25252524,827,2.8024282,17.20053,-0.72392875,,2317.6084,16540,17.429337,,19.218103,4.733835,0.14999999,27.933796,-0.19829841,0.048728645,1201.9931180477142
17.429337,8.8672886e-10,3.1242798e-06,-0.6283024,0.9743459,-1.4035063,14.600111,-1.0,828,2.7998886,16.70026,-0.7238548,,2318.3076,16560,17.429337,,19.218103,5.9904776,0.14999999,27.921736,-0.9087592,1.5226739e-14,1204.256520986557
17.429337,8.845909e-10,2.6768875e-20,-0.2983709,1.0176102,-1.4047133,14.60334,0.53535354,829,2.7966595,17.277058,-0.72337455,,2318.4307,16580,17.429337,,19.218103,14.041251,0.14999999,27.919777,0.21661207,1.5701239,1205.9690272808075
17.429337,8.8246055e-10,0.17835307,-1.3825448,0.97681314,-1.4040266,14.596201,-0.21212122,830,2.8037987,8.677456,-0.7241539,,2327.1533,16600,17.429337,,19.218103,5.0359125,0.14999999,27.921486,-0.23999497,0.11409521,1207.9684281349182
