IWMax,DenMISEMeanLog,IWMean,ReturnStepMax,Bound,TimeElapsed,IWMin,LQGmu1_actor,Regret/t,DenMISELogLast,DenMISELogFirst,LQGsigma_higher,Delta,ReturnLastEpisode,TimestepsSoFar,Regret,ReturnMean,ReturnAbsMax,ReturnMin,LQGmu1_higher,Iteration,ReturnMax,IWLastEpisode,IWFirstEpisode
4.6995387,-0.74767625,1.0578127,19.21578,28.947044,947.4265072345734,,-0.24075118,2.8594637,-0.4562629,-0.9479092,0.14999999,1.2231317e-09,16.866514,14100,2015.9219,14.540536,17.42689,,-0.17171717,705,17.42689,4.0607343,3.4089072
3.8427315,-0.7471245,1.0317935,19.21578,28.9415,949.7829678058624,,-0.35978985,2.8560448,-0.4141667,-0.94450295,0.14999999,1.2196694e-09,16.954435,14120,2016.3672,14.543955,17.42689,,-0.3131313,706,17.42689,3.5820258,0.714149
3.844325,-0.74653405,0.99159443,19.21578,28.923393,952.1052165031433,,-0.614879,2.8522282,-0.360002,-0.9449073,0.14999999,1.2162217e-09,17.24221,14140,2016.5254,14.547771,17.42689,,-0.3939394,707,17.42689,3.7145894,0.19660875
3.7741594,-0.7460822,0.97462076,19.21578,28.957027,953.2875981330872,,-0.742451,2.8482056,-0.41700032,-0.9460427,0.14999999,1.2127884e-09,17.395714,14160,2016.5303,14.551794,17.42689,,-0.7777778,708,17.42689,2.2377982,8.14953e-06
3.9913633,-0.7455801,0.9513668,19.21578,28.949062,954.4379863739014,,-0.79812855,2.8442183,-0.36354646,-0.94745415,0.14999999,1.2093697e-09,17.378172,14180,2016.5508,14.555781,17.42689,,-0.65656567,709,17.42689,3.2472558,0.0004009251
3.7034972,-0.74506044,0.9825228,19.21578,28.956146,956.3800458908081,,-0.76743674,2.8402643,-0.32686573,-0.948863,0.14999999,1.2059653e-09,17.36381,14200,2016.5879,14.559735,17.42689,,-0.7979798,710,17.42689,3.6878617,4.0077466e-06
3.689468,-0.74451935,0.98398834,19.21578,28.938206,958.421213388443,,-0.75909466,2.8363018,-0.34178403,-0.9502705,0.14999999,1.2025755e-09,17.377344,14220,2016.6104,14.563698,17.42689,,-0.7979798,711,17.42689,3.6664903,4.0133923e-06
3.675584,-0.74397963,0.98539305,19.21578,28.91961,959.7930727005005,,-0.9112196,2.8323727,-0.34316286,-0.95167595,0.14999999,1.1991997e-09,17.361649,14240,2016.6494,14.567627,17.42689,,-0.7979798,712,17.42689,3.6245973,4.019038e-06
4.9787264,-0.743357,1.0363479,19.21578,28.887402,961.3891408443451,,-0.9344528,2.828576,-0.28416955,-0.95307946,0.14999999,1.1958383e-09,17.274483,14260,2016.7754,14.571424,17.42689,,-1.0,713,17.42689,2.965947,1.1936758e-09
3.6602764,-0.74267644,0.98629737,19.21578,28.886108,963.0810270309448,,-0.74678755,2.8248148,-0.29195014,-0.954481,0.14999999,1.1924909e-09,17.256191,14280,2016.918,14.575185,17.42689,,-0.7979798,714,17.42689,2.3543043,4.030326e-06
13.080036,-0.7421391,1.0132884,19.21578,28.877522,964.4371087551117,,0.44898528,2.8209047,-0.34360972,-0.9558806,0.14999999,1.1891577e-09,17.370764,14300,2016.9473,14.579095,17.42689,,0.4949495,715,17.42689,4.93268e-15,0.033892065
3.6518085,-0.74323535,0.98758787,19.21578,28.867392,965.433712720871,,-1.0498216,2.8311148,-1.5344645,-0.9572308,0.14999999,1.1858383e-09,7.269266,14320,2027.0781,14.568885,17.42689,,-0.7979798,716,17.42689,1.2153344e-14,4.0414225e-06
4.970477,-0.7429503,1.0380284,19.21578,28.873016,966.8806900978088,,-0.7828238,2.827444,-0.525394,-0.95862645,0.14999999,1.1825328e-09,17.201336,14340,2027.2773,14.572556,17.42689,,-1.0,717,17.42689,4.256366,1.200315e-09
10.993708,-0.7423082,1.002758,19.21578,28.841858,968.6509327888489,,0.2869983,2.8235626,-0.31803945,-0.9600202,0.14999999,1.1792411e-09,17.358967,14360,2027.3184,14.576437,17.42689,,0.27272728,718,17.42689,6.455418e-11,1.4247527
3.641912,-0.74323916,0.98811656,19.21578,28.829716,970.0951888561249,,-0.80758554,2.8322163,-1.4097543,-0.9594296,0.14999999,1.1759631e-09,8.354721,14380,2036.3633,14.567783,17.42689,,-0.7979798,719,17.42689,4.7439476e-11,4.05032e-06
4.1986966,-0.7426421,1.0521144,19.21578,28.813093,972.154406785965,,-0.29939362,2.8283882,-0.3003916,-0.9608194,0.14999999,1.1726989e-09,17.32417,14400,2036.4395,14.571611,17.42689,,-0.23232323,720,17.42689,0.002298831,1.9733121
3.633616,-0.7420656,0.989382,19.21578,28.811281,974.199807882309,,-0.8858917,2.8248568,-0.37743425,-0.9594704,0.14999999,1.1694481e-09,17.11743,14420,2036.7217,14.575143,17.42689,,-0.7979798,721,17.42689,0.015474431,4.050486e-06
4.9692297,-0.74142826,1.0356503,19.21578,28.790554,976.0273864269257,,-1.0889124,2.8210793,-0.27017364,-0.9608564,0.14999999,1.166211e-09,17.301783,14440,2036.8193,14.57892,17.42689,,-1.0,722,17.42689,2.6091015,1.2029943e-09
3.9146957,-0.74130785,1.0364679,19.21578,28.78975,977.6515758037567,,-0.17106012,2.8174677,-0.6881903,-0.96224046,0.14999999,1.162987e-09,17.190968,14460,2037.0293,14.582532,17.42689,,-0.2929293,723,17.42689,4.0638192e-06,0.95915484
16.523142,-0.7409607,0.96709615,19.21578,28.777218,979.2032265663147,,0.7878012,2.8147526,-0.52506167,-0.9622969,0.14999999,1.1597767e-09,16.548347,14480,2037.8809,14.585247,17.42689,,0.7373737,724,17.42689,4.879239e-08,4.747868e-05
4.9557686,-0.74253815,1.0367008,19.21578,28.776554,980.5079708099365,,-1.1163348,2.8301048,-1.8446707,-0.9636771,0.14999999,1.1565794e-09,3.4540255,14500,2051.8262,14.569895,17.42689,,-1.0,725,17.42689,2.3940667e-30,1.2063927e-09
5.252326,-0.74261993,1.0465192,19.21578,28.76715,981.4223501682281,,-0.057016082,2.8264885,-0.8369137,-0.96505547,0.14999999,1.1533955e-09,17.195919,14520,2052.0303,14.573511,17.42689,,-0.13131313,726,17.42689,2.656091e-09,4.599297
4.935702,-0.74262774,1.0379034,19.21578,28.764769,982.9160289764404,,-1.1184982,2.8269386,-0.7927844,-0.9601168,0.14999999,1.1502247e-09,14.245978,14540,2055.1846,14.573061,17.42689,,-1.0,727,17.42689,1.539147e-08,1.2021066e-09
4.9091625,-0.7427209,1.0390946,19.21578,28.752409,984.2098774909973,,-0.8076749,2.823326,-0.84647924,-0.96149135,0.14999999,1.1470668e-09,17.202831,14560,2055.3818,14.5766735,17.42689,,-1.0,728,17.42689,4.538607,1.2037586e-09
4.0106015,-0.74206126,0.9446782,19.21578,28.745083,985.6129233837128,,-0.63574183,2.8195496,-0.29909053,-0.96286404,0.14999999,1.1439221e-09,17.329855,14580,2055.4512,14.58045,17.42689,,-0.6363636,729,17.42689,1.8684404,0.00073125877
3.9941292,-0.7416768,0.94661444,19.21578,28.730627,987.5846552848816,,-0.2567777,2.8156862,-0.4050717,-0.9642338,0.14999999,1.1407901e-09,17.400492,14600,2055.4512,14.584313,17.42689,,-0.6363636,730,17.42689,3.9878197,0.0007322612
4.346539,-0.7412966,1.0600516,19.21578,28.806616,989.6346926689148,,-0.14170036,2.812253,-0.40919623,-0.96560174,0.14999999,1.1376711e-09,17.09457,14620,2055.7568,14.587747,17.42689,,-0.21212122,731,17.42689,3.830756,2.433095
4.722306,-0.74100196,1.060732,19.21578,28.78545,991.7027540206909,,-0.21717817,2.8093739,-0.5840231,-0.9636459,0.14999999,1.1345648e-09,16.695675,14640,2056.462,14.590626,17.42689,,-0.17171717,732,17.42689,4.6747804,3.462977
4.157046,-0.7405178,1.0595137,19.21578,28.766209,993.6537022590637,,-0.32115105,2.8062239,-0.44508407,-0.9602914,0.14999999,1.1314713e-09,16.898634,14660,2056.963,14.593776,17.42689,,-0.23232323,733,17.42689,4.12955,1.9722705
3.9387548,-0.7399317,1.048944,19.21578,28.736927,995.1562147140503,,-0.07137798,2.8026428,-0.36816788,-0.9589676,0.14999999,1.1283905e-09,17.222515,14680,2057.1396,14.597357,17.42689,,-0.27272728,734,17.42689,3.648227,1.2387575
32.874092,-0.7398767,0.88439703,19.21578,28.729816,997.1057677268982,,0.98049885,2.801611,-0.7470428,-0.95864284,0.14999999,1.1253221e-09,15.355812,14700,2059.1846,14.598389,17.42689,,1.0,735,17.42689,4.692016e-11,1.9970527e-09
7.189443,-0.74192005,1.0137495,19.21578,28.714092,998.7779138088226,,0.25295174,2.8209686,-2.1163652,-0.9600025,0.14999999,1.1222663e-09,0.35163996,14720,2076.2324,14.579031,17.42689,,-0.01010101,736,17.42689,7.473826e-09,6.907562
11.082834,-0.74279934,1.0149271,19.21578,28.747568,999.7268130779266,,0.088942975,2.8291864,-1.401251,-0.95201874,0.14999999,1.1192228e-09,8.522096,14740,2085.1104,14.570813,17.42689,,0.27272728,737,17.42689,10.705331,1.4133981
3.6517859,-0.7433394,0.98521024,19.21578,28.658289,1000.6579837799072,,-0.9083259,2.83669,-1.151589,-0.95145875,0.14999999,1.1161917e-09,9.032627,14760,2093.4775,14.56331,17.42689,,-0.7979798,738,17.42689,2.1536324e-07,4.018164e-06
4.9492393,-0.7427268,1.0364363,19.21578,28.675945,1002.7488646507263,,-1.1887143,2.8330202,-0.2747701,-0.95281285,0.14999999,1.113173e-09,17.276342,14780,2093.6016,14.566979,17.42689,,-1.0,739,17.42689,2.9043016,1.1933571e-09
4.922966,-0.7435297,1.0378882,19.21578,28.668629,1004.8231682777405,,-0.9759402,2.8294706,-1.3714284,-0.9541651,0.14999999,1.1101664e-09,17.193295,14800,2093.8086,14.570529,17.42689,,-1.0,740,17.42689,4.7503014,1.1949719e-09
4.03245,-0.74291646,1.0521694,19.21578,28.64262,1006.9673914909363,,-0.38795024,2.8258991,-0.3251251,-0.95551556,0.14999999,1.1071719e-09,17.216711,14820,2093.9912,14.5741005,17.42689,,-0.25252524,741,17.42689,3.276215e-05,1.570828
4.9036493,-0.74235827,1.0378315,19.21578,28.636482,1009.00328373909,,-1.1163297,2.8222723,-0.3795014,-0.95474654,0.14999999,1.1041897e-09,17.266302,14840,2094.126,14.577727,17.42689,,-1.0,742,17.42689,0.00094259786,1.1956673e-09
3.9762735,-0.7424255,0.96119374,19.21578,28.634968,1011.0375435352325,,-0.20931217,2.8187504,-0.82823735,-0.9560933,0.14999999,1.1012194e-09,17.193851,14860,2094.332,14.581249,17.42689,,-0.43434343,743,17.42689,0.00019760252,0.09354378
4.018502,-0.7420866,1.0539273,19.21578,28.627087,1013.0698676109314,,-0.20085755,2.8158655,-0.45039058,-0.9573124,0.14999999,1.0982613e-09,16.727182,14880,2095.004,14.584134,17.42689,,-0.25252524,744,17.42689,4.0031238,1.5736531
4.891152,-0.74163604,1.0388644,19.21578,28.62392,1014.4318342208862,,-0.8571395,2.812911,-0.45889726,-0.95654273,0.14999999,1.0953147e-09,16.785297,14900,2095.6191,14.587089,17.42689,,-1.0,745,17.42689,2.8887978e-06,1.1978175e-09
9.190091,-0.7409619,0.99238664,19.21578,28.615408,1016.1514410972595,,-0.0013750345,2.809247,-0.27582338,-0.9578841,0.14999999,1.0923802e-09,17.320694,14920,2095.6982,14.590753,17.42689,,0.11111111,746,17.42689,3.138451e-09,5.4155245
5.1694884,-0.7412338,1.0575112,19.21578,28.62285,1018.0990374088287,,-0.03603644,2.8162622,-0.93321234,-0.9519905,0.14999999,1.0894574e-09,9.350422,14940,2103.748,14.583737,17.42689,,-0.13131313,747,17.42689,4.6468787,4.539598
5.7348413,-0.74128413,1.0486584,19.21578,28.586082,1020.0318038463593,,0.0122879,2.8174152,-0.8343811,-0.94726956,0.14999999,1.0865465e-09,13.721282,14960,2107.4268,14.582584,17.42689,,-0.09090909,748,17.42689,5.7296314,5.572969
3.6612656,-0.74151194,0.9831644,19.21578,28.564022,1022.1378960609436,,-1.0497962,2.824438,-0.95858335,-0.9411827,0.14999999,1.0836471e-09,9.321531,14980,2115.504,14.575562,17.42689,,-0.7979798,749,17.42689,3.198355e-06,3.9770853e-06
4.891185,-0.74123013,1.0402306,19.21578,28.613773,1023.7304096221924,,-1.2238722,2.820942,-0.51218164,-0.9425169,0.14999999,1.0807593e-09,17.197302,15000,2115.707,14.579058,17.42689,,-1.0,750,17.42689,4.2007346,1.1811334e-09
4.8659725,-0.7424501,1.0416863,19.21578,28.607674,1025.6994879245758,,-1.0968449,2.8174667,-1.6958673,-0.9438494,0.14999999,1.077883e-09,17.189861,15020,2115.917,14.582533,17.42689,,-1.0,751,17.42689,4.7602415,1.1827093e-09
4.841085,-0.7423565,1.0426663,19.21578,28.593716,1027.7925624847412,,-0.92267454,2.8139896,-0.7120128,-0.94518006,0.14999999,1.0750181e-09,17.19783,15040,2116.12,14.58601,17.42689,,-1.0,752,17.42689,4.400743,1.1842849e-09
4.816516,-0.74167037,1.0418482,19.21578,28.54937,1029.761966228485,,-0.79465663,2.8104334,-0.26658463,-0.94650894,0.14999999,1.0721648e-09,17.263254,15060,2116.2568,14.589566,17.42689,,-1.0,753,17.42689,3.040112,1.1858581e-09
13.320824,-0.7410455,1.0054132,19.21578,28.531511,1031.6539108753204,,0.63773406,2.806779,-0.3105499,-0.9478361,0.14999999,1.0693227e-09,17.34457,15080,2116.3115,14.593221,17.42689,,0.4949495,754,17.42689,3.2306e-16,0.033620514
4.1309323,-0.74234605,1.0584514,19.21578,28.521442,1033.6343009471893,,-0.21611194,2.8189535,-1.722887,-0.9491169,0.14999999,1.0664919e-09,5.4017477,15100,2128.3105,14.581046,17.42689,,-0.23232323,755,17.42689,7.366543e-07,1.950354
4.113895,-0.74186707,1.0594358,19.21578,28.501316,1035.735423564911,,-0.07921861,2.815916,-0.43708995,-0.9478606,0.14999999,1.0636723e-09,16.877325,15120,2128.832,14.584084,17.42689,,-0.23232323,756,17.42689,4.093627,1.9479053
6.7425227,-0.74175423,1.0341905,19.21578,28.52469,1037.6321699619293,,-0.12252648,2.8154345,-0.7142966,-0.9466092,0.14999999,1.060864e-09,14.948342,15140,2131.2842,14.584565,17.42689,,-0.030303031,757,17.42689,5.151594,6.658822
4.8330526,-0.7415274,1.0669097,19.21578,28.495285,1039.6200380325317,,0.062312067,2.813508,-0.6016214,-0.93917143,0.14999999,1.0580667e-09,16.045712,15160,2132.6396,14.586492,17.42689,,-0.15151516,758,17.42689,4.764195,3.9271185
4.8240376,-0.74188995,1.0389009,19.21578,28.472057,1041.4059889316559,,-1.1314307,2.820776,-1.0818712,-0.9353223,0.14999999,1.0552804e-09,9.069302,15180,2140.9688,14.579224,17.42689,,-1.0,759,17.42689,1.0079976e-10,1.1726663e-09
4.7998867,-0.7420604,1.0400394,19.21578,28.461609,1043.40394449234,,-1.2696954,2.8173323,-0.90862817,-0.93663895,0.14999999,1.0525052e-09,17.19706,15200,2141.1729,14.582667,17.42689,,-1.0,760,17.42689,4.494894,1.1742128e-09
4.7760386,-0.7439158,1.0414937,19.21578,28.456835,1045.1389908790588,,-1.0529767,2.8139,-2.1922152,-0.9379539,0.14999999,1.049741e-09,17.194168,15220,2141.378,14.5861,17.42689,,-1.0,761,17.42689,4.730589,1.1757569e-09
16.155035,-0.743545,0.9880176,19.21578,28.451063,1047.3795568943024,,0.5264605,2.8104715,-0.50118214,-0.9392671,0.14999999,1.0469877e-09,17.199709,15240,2141.579,14.589528,17.42689,,0.6969697,762,17.42689,1.22500655e-29,0.00016646991
4.7587247,-0.7447137,1.0421547,19.21578,28.439365,1048.9382092952728,,-1.228481,2.8209658,-1.6166509,-0.94057834,0.14999999,1.0442451e-09,6.581201,15260,2152.3975,14.579034,17.42689,,-1.0,763,17.42689,4.3584093e-22,1.1788468e-09
4.735428,-0.7459337,1.0434991,19.21578,28.433216,1050.736762046814,,-1.0168248,2.8175411,-1.7173295,-0.9418881,0.14999999,1.0415132e-09,17.195822,15280,2152.6016,14.5824585,17.42689,,-1.0,764,17.42689,4.643327,1.1803925e-09
9.163431,-0.74540377,0.99837095,19.21578,28.43283,1052.3301112651825,,0.33842903,2.814126,-0.3823125,-0.9431962,0.14999999,1.0387922e-09,17.194942,15300,2152.8066,14.585874,17.42689,,0.11111111,765,17.42689,2.0534516e-12,5.336563
12.024355,-0.7463628,1.0205517,19.21578,28.411518,1053.8950378894806,,0.37727514,2.8226433,-1.4751754,-0.9375508,0.14999999,1.0360817e-09,8.061859,15320,2162.1445,14.577356,17.42689,,0.37373737,766,17.42689,11.309612,0.33492124
4.7247367,-0.74731326,1.0438402,19.21578,28.411377,1055.4734568595886,,-1.0691053,2.8314686,-1.4909418,-0.9384183,0.14999999,1.0333818e-09,7.808728,15340,2171.7363,14.568531,17.42689,,-1.0,767,17.42689,5.8276715e-18,1.1763021e-09
4.701933,-0.74700993,1.044573,19.21578,28.395216,1057.0582699775696,,-0.7700846,2.828042,-0.5565662,-0.9397212,0.14999999,1.0306924e-09,17.199787,15360,2171.9355,14.571958,17.42689,,-1.0,768,17.42689,4.172956,1.1778376e-09
4.1613913,-0.7464234,0.92694914,19.21578,28.408724,1058.6327772140503,,-0.48419446,2.8244324,-0.33880305,-0.94102246,0.14999999,1.0280136e-09,17.347641,15380,2171.9883,14.575567,17.42689,,-0.61616164,769,17.42689,2.204475,0.0012618942
4.0910616,-0.7461228,0.944124,19.21578,28.434277,1060.2232711315155,,-0.28162128,2.8208122,-0.44082233,-0.94232035,0.14999999,1.0253451e-09,17.364302,15400,2172.0254,14.579187,17.42689,,-0.45454547,770,17.42689,4.0530477,0.06158768
4.0256066,-0.745731,1.053755,19.21578,28.438465,1061.7329454421997,,-0.48170575,2.8174782,-0.38719428,-0.94353825,0.14999999,1.0226872e-09,17.14898,15420,2172.2754,14.582521,17.42689,,-0.25252524,771,17.42689,3.84419,1.5521259
4.0720887,-0.74526155,0.94624114,19.21578,28.418535,1063.31964802742,,-0.61575073,2.8138504,-0.43556482,-0.9428233,0.14999999,1.0200393e-09,17.38259,15440,2172.293,14.586149,17.42689,,-0.45454547,772,17.42689,4.0444818,0.06161867
4.1328964,-0.74493754,0.9307533,19.21578,28.399265,1064.8707356452942,,-0.63336635,2.8102312,-0.43992025,-0.944038,0.14999999,1.0174019e-09,17.383865,15460,2172.3086,14.589768,17.42689,,-0.61616164,773,17.42689,4.129259,0.0012657052
4.0886717,-0.7446207,0.93655294,19.21578,28.387623,1066.436842918396,,-0.5347313,2.806592,-0.42947647,-0.9453292,0.14999999,1.0147746e-09,17.407454,15480,2172.3018,14.593408,17.42689,,-0.6363636,774,17.42689,4.085558,0.0007185481
4.10046,-0.74431163,0.93588316,19.21578,28.3892,1068.010086774826,,-0.58461523,2.802971,-0.44056076,-0.9466194,0.14999999,1.0121575e-09,17.399288,15500,2172.3027,14.597029,17.42689,,-0.4949495,775,17.42689,3.9891315,0.026100542
4.063222,-0.7439986,0.9397511,19.21578,28.379599,1069.6014409065247,,-0.7613343,2.7994108,-0.4363016,-0.9478752,0.14999999,1.0095504e-09,17.35874,15520,2172.3428,14.600589,17.42689,,-0.6363636,776,17.42689,3.8766613,0.00072037976
3.777598,-0.74355984,0.9685971,19.21578,28.347694,1071.1612768173218,,-0.860921,2.7958584,-0.34174308,-0.9491621,0.14999999,1.0069535e-09,17.360613,15540,2172.3818,14.604141,17.42689,,-0.75757575,777,17.42689,3.7419639,1.6370712e-05
3.7076645,-0.7429926,0.9736252,19.21578,28.315582,1072.7548928260803,,-0.8991714,2.7923717,-0.2698707,-0.9504483,0.14999999,1.0043667e-09,17.317614,15560,2172.4648,14.607628,17.42689,,-0.7777778,778,17.42689,2.9874928,8.185509e-06
4.7396297,-0.7424046,1.0428457,19.21578,28.338364,1074.2939338684082,,-0.7426567,2.7889175,-0.25751302,-0.9517328,0.14999999,1.0017897e-09,17.298353,15580,2172.5664,14.611082,17.42689,,-1.0,779,17.42689,2.7449818,1.1920694e-09
3.6946113,-0.7418474,0.9762366,19.21578,28.319386,1075.8337569236755,,-0.9721146,2.7853613,-0.34897238,-0.9530157,0.14999999,9.992226e-10,17.385458,15600,2172.582,14.614638,17.42689,,-0.7777778,780,17.42689,3.6683536,8.20655e-06
4.722689,-0.7413092,1.0418886,19.21578,28.291243,1077.4185523986816,,-1.5407782,2.7820168,-0.2968904,-0.9542969,0.14999999,9.966655e-10,17.225975,15620,2172.755,14.617983,17.42689,,-1.0,781,17.42689,3.5176458,1.1951292e-09
4.7567997,-0.74936384,1.043384,19.21578,28.288788,1079.0091643333435,,-0.915748,2.7787514,-7.0800834,-0.9555765,0.14999999,9.94118e-10,17.17129,15640,2172.9834,14.621248,17.42689,,-1.0,782,17.42689,4.7567997,1.1966598e-09
5.7865076,-0.74867266,1.0468736,19.21578,28.289623,1080.5696640014648,,-0.076764844,2.775361,-0.24995585,-0.95685446,0.14999999,9.915805e-10,17.27597,15660,2173.1074,14.624639,17.42689,,-0.09090909,783,17.42689,9.273295e-07,5.626642
4.460492,-0.7485891,1.0595982,19.21578,28.269518,1082.0812957286835,,-0.4133389,2.7741976,-0.72798014,-0.9509705,0.14999999,9.890524e-10,15.537164,15680,2174.9707,14.625802,17.42689,,-0.1919192,784,17.42689,4.1020355,2.8894389
4.050118,-0.7480734,0.9467489,19.21578,28.310482,1083.6540172100067,,-0.47048226,2.7708006,-0.40176657,-0.94856644,0.14999999,9.865342e-10,17.292057,15700,2175.079,14.629199,17.42689,,-0.45454547,785,17.42689,3.8275127,0.061973564
4.0344625,-0.7477263,0.9485661,19.21578,28.2981,1085.1927087306976,,-0.19404045,2.7673426,-0.42104232,-0.94976056,0.14999999,9.840255e-10,17.34788,15720,2175.1309,14.632657,17.42689,,-0.45454547,786,17.42689,4.0292478,0.06204761
33.68317,-0.7474443,0.88362586,19.21578,28.253082,1086.7198333740234,,0.8128171,2.764636,-0.47325256,-0.95095307,0.14999999,9.815264e-10,16.762596,15740,2175.7686,14.635364,17.42689,,1.0,787,17.42689,7.4236976e-14,1.9817537e-09
13.408989,-0.7490842,1.0231934,19.21578,28.254133,1089.2986896038055,,0.47381103,2.7792873,-1.9121071,-0.9522229,0.14999999,9.790369e-10,3.089467,15760,2190.0781,14.620712,17.42689,,0.4949495,788,17.42689,1.9059091,0.03376832
3.910065,-0.75011224,1.0306813,19.21578,28.246422,1091.1365940570831,,-0.25804332,2.7888699,-1.5779164,-0.9534483,0.14999999,9.76557e-10,7.0606866,15780,2200.418,14.61113,17.42689,,-0.2929293,789,17.42689,2.731317e-05,0.95075876
4.77641,-0.7496307,1.042285,19.21578,28.24677,1093.2269449234009,,-0.85178757,2.7857952,-0.3990271,-0.95351064,0.14999999,9.740861e-10,17.039972,15800,2200.7783,14.614204,17.42689,,-1.0,790,17.42689,1.9286193e-05,1.1941904e-09
3.7098012,-0.74897546,0.9744004,19.21578,28.243122,1095.1278479099274,,-0.52480996,2.78238,-0.2718991,-0.95477563,0.14999999,9.716247e-10,17.315746,15820,2200.8623,14.6176195,17.42689,,-0.7777778,791,17.42689,3.0905824,8.22101e-06
3.998922,-0.74861205,0.957977,19.21578,28.262386,1096.834035396576,,-0.38522002,2.7788591,-0.43467113,-0.9560391,0.14999999,9.691727e-10,17.406511,15840,2200.8564,14.6211405,17.42689,,-0.43434343,792,17.42689,3.4245899,0.0935387
3.8712265,-0.74820524,1.0243856,19.21578,28.261936,1098.4265110492706,,-0.22650366,2.7755632,-0.38296583,-0.95718277,0.14999999,9.667299e-10,17.233902,15860,2201.0215,14.624436,17.42689,,-0.3131313,793,17.42689,3.4752388,0.72326195
4.017951,-0.7477724,1.0512949,19.21578,28.24635,1100.9253296852112,,-0.13186559,2.772625,-0.42763776,-0.9575314,0.14999999,9.642963e-10,16.958023,15880,2201.4639,14.627375,17.42689,,-0.25252524,794,17.42689,4.017951,1.5739977
5.1583514,-0.74751085,1.0599816,19.21578,28.233093,1102.4956586360931,,-0.0565824,2.7706108,-0.58971137,-0.95680964,0.14999999,9.618719e-10,16.228855,15900,2202.6357,14.629389,17.42689,,-0.13131313,795,17.42689,4.7964983,4.5615277
11.114802,-0.74747556,1.0029066,19.21578,28.231106,1104.0139536857605,,0.087552965,2.7714176,-0.77761775,-0.9523453,0.14999999,9.594567e-10,13.986984,15920,2206.0479,14.628582,17.42689,,0.25252524,796,17.42689,0.6924778,1.7806622
6.4228125,-0.74799174,1.0431058,19.21578,28.236189,1105.5880663394928,,-0.24114528,2.7784357,-1.1575583,-0.9513663,0.14999999,9.570505e-10,9.034862,15940,2214.413,14.621564,17.42689,,-0.05050505,797,17.42689,5.541049,6.419114
4.096461,-0.7475116,1.0595443,19.21578,28.220396,1107.1142036914825,,-0.21986902,2.7753963,-0.4057198,-0.9445984,0.14999999,9.546535e-10,17.047031,15960,2214.7656,14.624603,17.42689,,-0.23232323,798,17.42689,3.9835434,1.9415612
3.9757144,-0.74703497,1.0542281,19.21578,28.202269,1108.6486465930939,,-0.44698656,2.7725525,-0.42477822,-0.94342065,0.14999999,9.522653e-10,16.897406,15980,2215.2695,14.627447,17.42689,,-0.25252524,799,17.42689,3.9719663,1.5519434
4.1042266,-0.7465427,0.9329806,19.21578,28.207075,1110.2182931900024,,-0.47943887,2.7691917,-0.40596926,-0.94273096,0.14999999,9.498861e-10,17.31591,16000,2215.3535,14.630808,17.42689,,-0.5151515,800,17.42689,3.599864,0.01643571
4.002215,-0.7462164,0.9521749,19.21578,28.1957,1111.7884359359741,,-0.379718,2.7657986,-0.41727304,-0.94395965,0.14999999,9.475157e-10,17.34886,16020,2215.4043,14.634201,17.42689,,-0.45454547,801,17.42689,3.9816003,0.06168873
3.8445253,-0.7458072,0.9940644,19.21578,28.183443,1113.350661277771,,0.02630499,2.7624264,-0.36917263,-0.9451303,0.14999999,9.451544e-10,17.33923,16040,2215.4658,14.637573,17.42689,,-0.37373737,802,17.42689,3.844176,0.27900156
18.592403,-0.7461357,0.9622797,19.21578,28.163977,1114.945510149002,,0.7481767,2.7691927,-1.0025549,-0.9460286,0.14999999,9.428018e-10,9.2035,16060,2223.6611,14.630807,17.42689,,0.8181818,803,17.42689,6.4326164e-06,2.9189168e-06
4.8317933,-0.74756026,1.0380471,19.21578,28.151329,1116.8221707344055,,-1.0733755,2.782404,-1.8464832,-0.94727314,0.14999999,9.404579e-10,4.0081563,16080,2237.0527,14.617596,17.42689,,-1.0,804,17.42689,5.3967825e-29,1.1867654e-09
4.8089046,-0.74731463,1.0388174,19.21578,28.137234,1118.396001815796,,-0.8772717,2.7791967,-0.58622414,-0.94851613,0.14999999,9.381228e-10,17.199398,16100,2237.254,14.620803,17.42689,,-1.0,805,17.42689,4.240843,1.1882422e-09
3.6830838,-0.7466749,0.9748843,19.21578,28.122852,1119.9464557170868,,-0.55130005,2.7758627,-0.26891217,-0.9497576,0.14999999,9.357964e-10,17.308113,16120,2237.3447,14.624137,17.42689,,-0.7979798,806,17.42689,3.0264125,4.0113337e-06
4.100138,-0.74632084,0.93245685,19.21578,28.154892,1121.5020167827606,,-0.6207751,2.7724485,-0.43485016,-0.95099753,0.14999999,9.334787e-10,17.379612,16140,2237.3662,14.627551,17.42689,,-0.53535354,807,17.42689,4.085241,0.010287948
4.0736947,-0.74600756,0.9349106,19.21578,28.142502,1123.0871875286102,,-0.5662878,2.7690535,-0.4246374,-0.9522232,0.14999999,9.311696e-10,17.371115,16160,2237.3945,14.630946,17.42689,,-0.61616164,808,17.42689,4.064724,0.001276108
4.080379,-0.7456966,0.9340746,19.21578,28.132122,1124.6632318496704,,-0.5515029,2.7656927,-0.42833233,-0.9534584,0.14999999,9.28869e-10,17.350252,16180,2237.4453,14.634307,17.42689,,-0.5555556,809,17.42689,4.071267,0.006287385
