IWMax,DenMISEMeanLog,IWMean,ReturnStepMax,Bound,TimeElapsed,IWMin,LQGmu1_actor,Regret/t,DenMISELogLast,DenMISELogFirst,LQGsigma_higher,Delta,ReturnLastEpisode,TimestepsSoFar,Regret,ReturnMean,ReturnAbsMax,ReturnMin,LQGmu1_higher,Iteration,ReturnMax,IWLastEpisode,IWFirstEpisode
4.420956,-0.8662335,0.47739938,19.17619,97.99426,15.867868423461914,,-0.5612155,6.1949663,-0.95799565,-0.82327384,0.14999999,2.103554e-06,17.19837,340,105.31442,11.205033,17.387148,,-0.43434343,17,17.387148,0.0009788133,0.08190911
7.032289,-0.8844607,0.9000261,19.182535,94.01975,16.810590028762817,,1.2198913,5.8511066,-0.66447,-0.8756256,0.14999999,1.8763183e-06,17.394493,360,105.319916,11.548893,17.394493,,1.0,18,17.394493,1.5492908e-23,1.837958e-09
6.8031797,-0.9664892,1.2394738,19.182535,91.71512,17.969272136688232,,-0.24353844,6.4589434,-2.2651303,-0.92969286,0.14999999,1.6840087e-06,,380,122.71994,10.941056,17.394493,,0.09090909,19,17.394493,1.2805428e-11,5.7352433
5.6159897,-0.9527563,1.0652968,19.182535,91.56483,19.085464477539062,,-0.5670141,6.1572113,-0.8070302,-0.71719605,0.14999999,1.5198176e-06,16.975714,400,123.144226,11.242788,17.394493,,-0.7373737,20,17.394493,0.026405174,2.5528745e-05
6.28486,-0.94024223,1.0128282,19.210747,90.27716,20.114164352416992,,0.015494555,5.8629436,-0.6790226,-0.76598495,0.14999999,1.3785193e-06,17.422396,420,123.12181,11.537056,17.422396,,-0.17171717,21,17.422396,0.1627999,2.8418853
9.109401,-0.9315758,1.2391319,19.210747,89.88372,21.123165607452393,,-1.0066048,5.9712667,-0.6900127,-0.6855835,0.14999999,1.2560477e-06,9.153938,440,131.36786,11.428733,17.422396,,-1.0,22,17.422396,5.917041e-10,9.135121e-10
6.992031,-0.91738665,0.70585924,19.210747,85.72328,21.76838183403015,,0.64689976,5.720379,-0.70713073,-0.73003525,0.14999999,1.1492007e-06,17.199171,460,131.5687,11.679621,17.422396,,0.33333334,23,17.422396,2.5363257e-17,0.5082389
7.791288,-0.9399192,1.3593197,19.210747,86.91167,22.23592185974121,,0.930511,5.9864225,-1.1254553,-0.7507381,0.14999999,1.055429e-06,5.294544,480,143.67413,11.413577,17.422396,,0.6969697,24,17.422396,7.751805,0.00013786646
5.623289,-0.93346983,0.83198416,19.210747,84.86448,22.691785097122192,,-0.3446924,6.3941107,-1.0118442,-0.7915544,0.14999999,9.726833e-07,1.2213827,500,159.85278,11.005889,17.422396,,-0.4949495,25,17.422396,1.7949514e-19,0.022351447
5.701023,-0.9344603,0.942271,19.210747,80.011635,23.166060209274292,,-0.1927446,6.153845,-0.75217175,-0.8298814,0.14999999,8.993004e-07,17.25281,520,159.99997,11.246155,17.422396,,-0.3131313,26,17.422396,5.5191154,0.63680923
7.905866,-0.9288131,1.1747912,19.210747,79.60258,23.631399154663086,,-1.0678725,5.9445715,-0.672797,-0.8434242,0.14999999,8.3391916e-07,16.896547,540,160.50342,11.455428,17.422396,,-1.0,27,17.422396,2.6781502e-06,1.0697041e-09
5.975726,-0.9246678,1.1243961,19.210747,79.42508,24.15877890586853,,0.0019271895,5.73965,-0.8896866,-0.87979186,0.14999999,7.754171e-07,17.193237,560,160.71017,11.66035,17.422396,,-0.05050505,28,17.422396,6.638625e-10,5.975726
5.6428022,-0.9153408,0.8622238,19.210747,76.62363,24.73367214202881,,-0.6677182,5.7855186,-0.7183227,-0.7214414,0.14999999,7.2286224e-07,10.33013,580,167.78003,11.614481,17.422396,,-0.67676765,29,17.422396,0.00019555945,0.00017487023
7.890974,-0.911337,0.6864714,19.210747,76.60778,25.727903366088867,,0.25699082,5.592883,-0.61672896,-0.7553369,0.14999999,6.754746e-07,17.393553,600,167.7865,11.8071165,17.422396,,0.5151515,30,17.422396,1.5459011e-13,0.017713213
6.4935007,-0.9238369,1.0402222,19.210747,75.57406,26.87467670440674,,0.21279877,5.699456,-0.9513523,-0.78753644,0.14999999,6.325984e-07,8.503343,620,176.6831,11.700543,17.422396,,0.1919192,31,17.422396,6.2678776,2.705613
14.687593,-0.9198266,1.3202362,19.210747,75.26407,28.100965976715088,,0.8958909,5.793462,-0.7790248,-0.735608,0.14999999,5.936788e-07,8.692364,640,185.39078,11.606538,17.422396,,1.0,32,17.422396,6.061284e-06,1.5978144e-09
7.457243,-0.91803974,1.152406,19.210747,73.18712,28.870640993118286,,-0.97391474,6.090719,-1.0387055,-0.7663796,0.14999999,5.582434e-07,1.7970719,660,200.99374,11.30928,17.422396,,-1.0,33,17.422396,1.5359653e-34,9.90385e-10
7.752659,-0.9078428,1.3407934,19.210747,72.17226,29.659778356552124,,0.6631066,5.916786,-0.6453415,-0.7962326,0.14999999,5.258885e-07,17.222992,680,201.17072,11.483213,17.422396,,0.7979798,34,17.422396,2.539465e-30,5.164579e-06
5.922081,-0.90108204,1.00184,19.210747,71.98078,30.435856580734253,,-0.3202038,6.099128,-0.9179938,-0.82522,0.14999999,4.9626703e-07,5.1012425,700,213.46948,11.300872,17.422396,,-0.21212122,35,17.422396,2.6953288e-07,2.114424
5.4107227,-0.8971652,0.8331888,19.210747,71.98237,31.20307755470276,,-0.38217872,5.938036,-0.71764,-0.7947332,0.14999999,4.6907957e-07,17.100187,720,213.76926,11.461964,17.422396,,-0.4949495,36,17.422396,2.765558,0.022422612
5.193763,-0.8963127,0.8781289,19.210747,71.110756,31.973989963531494,,-1.19647,5.7802563,-0.6747715,-0.82150954,0.14999999,4.4406656e-07,17.299805,740,213.86948,11.619743,17.422396,,-0.7979798,37,17.422396,0.11202211,3.5285093e-06
7.040095,-0.9247645,1.241848,19.210747,69.5963,32.73192524909973,,-1.2714709,5.633609,-1.8312286,-0.8481777,0.14999999,4.2100217e-07,17.192322,760,214.07718,11.766391,17.422396,,-1.0,38,17.422396,7.040095,1.0748006e-09
6.4099607,-0.9606,1.1159527,19.210747,69.13019,33.50131106376648,,0.05762735,5.494341,-2.4925687,-0.8741532,0.14999999,3.996891e-07,17.197859,780,214.2793,11.905659,17.422396,,0.01010101,39,17.422396,4.531993e-15,6.3719754
5.5662603,-0.95444155,0.9540478,19.210747,68.86275,34.27637553215027,,-0.50944,5.5651226,-0.78081566,-0.748138,0.14999999,3.799544e-07,9.074417,800,222.60492,11.834877,17.422396,,-0.35353535,40,17.422396,0.1356366,0.31921482
7.093891,-0.9498533,0.75818896,19.210747,67.72266,35.051793813705444,,0.38843775,5.430586,-0.68617034,-0.7648819,0.14999999,3.6164613e-07,17.350859,820,222.65399,11.969414,17.422396,,0.33333334,41,17.422396,7.379734e-07,0.5262615
5.4129276,-0.956305,0.86951876,19.210747,66.67999,35.83812355995178,,-0.80703294,5.5315027,-0.9518748,-0.7762255,0.14999999,3.4462983e-07,7.730908,840,232.32312,11.868497,17.422396,,-0.5959596,42,17.422396,3.0622191e-09,0.0018535858
6.8940372,-0.9526605,1.2832453,19.210747,67.02872,36.61154794692993,,-0.9430888,5.404093,-0.6410519,-0.7997119,0.14999999,3.2878697e-07,17.347078,860,232.37604,11.995907,17.422396,,-1.0,43,17.422396,2.2072783,1.0239518e-09
7.7757998,-0.9387722,0.8989888,19.210747,66.39811,37.39042353630066,,0.54837155,5.284607,-0.56005543,-0.8227014,0.14999999,3.140119e-07,17.253342,880,232.5227,12.115393,17.422396,,0.5959596,44,17.422396,6.4274405e-23,0.002629992
6.597196,-0.94264275,1.0861492,19.210747,64.17506,38.169971227645874,,0.23632202,5.4123535,-0.9721015,-0.84511447,0.14999999,3.0021093e-07,6.3667803,900,243.55591,11.987646,17.422396,,0.15151516,45,17.422396,0.2123315,3.8612106
5.0409646,-0.9393362,0.8625118,19.210747,64.10119,38.95615363121033,,-0.8516012,5.48608,-0.83315784,-0.78477204,0.14999999,2.8730017e-07,8.596175,920,252.35968,11.913919,17.422396,,-0.7777778,46,17.422396,7.2709666e-10,6.9357498e-06
14.5273075,-0.9345494,1.0559778,19.210747,63.70363,39.7486526966095,,0.7204869,5.370989,-0.5572864,-0.8062781,0.14999999,2.7520463e-07,17.323242,940,252.43646,12.029011,17.422396,,1.0,47,17.422396,3.794323e-33,1.7148194e-09
6.611453,-0.9375556,1.2554686,19.210747,63.614075,40.52451252937317,,-0.7430757,5.5303755,-1.0590705,-0.8273315,0.14999999,2.6385726e-07,4.3784156,960,265.458,11.869624,17.422396,,-1.0,48,17.422396,2.075446e-28,1.0526279e-09
6.0872226,-0.92703295,0.91452813,19.210747,63.637737,41.31160497665405,,0.008256823,5.4184,-0.6251382,-0.8479508,0.14999999,2.531974e-07,17.356434,980,265.5016,11.9816,17.422396,,-0.1919192,49,17.422396,0.0058156457,2.6065898
7.961957,-0.92706484,1.2544593,19.210747,62.213936,42.091235637664795,,0.7901597,5.470564,-0.8172191,-0.8163244,0.14999999,2.4317083e-07,9.373423,1000,273.5282,11.929436,17.422396,,0.7777778,50,17.422396,1.1608539e-05,1.0635379e-05
5.3556833,-0.9243167,0.81533813,19.210747,62.145233,43.13672471046448,,-0.54703677,5.637414,-0.9795836,-0.83612686,0.14999999,2.3372819e-07,3.4201415,1020,287.50812,11.762586,17.422396,,-0.43434343,51,17.422396,2.3959408e-14,0.082968675
5.342951,-0.9238315,0.94198257,19.210747,62.357113,44.22229266166687,,-0.79036444,5.529129,-0.69582903,-0.8539194,0.14999999,2.248251e-07,17.393368,1040,287.5147,11.870871,17.422396,,-0.67676765,52,17.422396,3.6693268,0.00019964123
7.434887,-0.91907954,0.82483625,19.210747,62.181854,45.343361139297485,,0.27485585,5.426139,-0.5904618,-0.8729638,0.14999999,2.1642118e-07,17.329327,1060,287.58533,11.973861,17.422396,,0.43434343,53,17.422396,1.6056282e-14,0.10738394
6.4446955,-0.9232079,1.0876002,19.210747,61.219784,46.42619323730469,,-0.148741,5.49201,-0.9433969,-0.8896318,0.14999999,2.0847979e-07,8.416836,1080,296.56854,11.9079895,17.422396,,-0.01010101,54,17.422396,1.1242594,6.438181
4.939788,-0.9192046,1.0136749,19.210747,61.16839,47.503355741500854,,-0.7226073,5.410405,-0.7544665,-0.795344,0.14999999,2.0096763e-07,16.39624,1100,297.57233,11.989594,17.422396,,-0.8181818,55,17.422396,0.00026753396,1.6553602e-06
6.814967,-0.9135112,1.0815991,19.210747,59.71849,48.658891677856445,,0.26214558,5.314644,-0.59177697,-0.8133624,0.14999999,1.9385428e-07,17.35227,1120,297.62006,12.085356,17.422396,,0.23232323,56,17.422396,7.606102e-09,1.9165471
5.2123976,-0.91175747,0.91403216,19.210747,59.363106,49.14765405654907,,-0.29018167,5.3779135,-0.8572838,-0.7974106,0.14999999,1.8711206e-07,8.478978,1140,306.54108,12.022086,17.422396,,-0.5959596,57,17.422396,4.905449e-07,0.0018932729
5.71435,-0.91114503,0.95304793,19.210747,60.6509,50.73149561882019,,-0.23232228,5.290806,-0.77081966,-0.8147691,0.14999999,1.8071556e-07,17.074337,1160,306.8667,12.109194,17.422396,,-0.27272728,58,17.422396,5.7100687,1.072412
7.094923,-0.90897936,1.1307225,19.210747,59.068417,53.78912377357483,,-1.1934052,5.2099075,-0.71084124,-0.81354254,0.14999999,1.7464151e-07,16.882195,1180,307.38452,12.190092,17.422396,,-1.0,59,17.422396,1.1115391e-05,1.0382136e-09
5.682909,-0.9204527,1.01127,19.210747,58.755203,56.10618495941162,,-0.3843463,5.1264887,-1.6893822,-0.8303497,0.14999999,1.6886865e-07,17.195257,1200,307.58936,12.273511,17.422396,,-0.13131313,60,17.422396,1.8698657e-10,4.0196614
5.3018913,-0.91688925,0.94226444,19.210747,58.794968,57.82377886772156,,-0.3561585,5.0446033,-0.6916744,-0.78203326,0.14999999,1.6337734e-07,17.268517,1220,307.72083,12.355396,17.422396,,-0.37373737,61,17.422396,5.298135,0.23701425
8.177532,-0.9133813,1.0011914,19.210747,57.915302,59.82260298728943,,0.78269255,4.9663057,-0.62171817,-0.79441583,0.14999999,1.581496e-07,17.209787,1240,307.9109,12.433694,17.422396,,0.61616164,62,17.422396,3.721512e-09,0.0014913382
6.7627,-0.9170348,1.1432816,19.210747,57.451584,61.48317193984985,,-0.96049696,5.1076813,-1.1089693,-0.81039214,0.14999999,1.5316883e-07,3.5270731,1260,321.78387,12.292318,17.422396,,-1.0,63,17.422396,1.7205312e-30,1.0349474e-09
14.973502,-0.90997523,0.91406584,19.210747,57.052105,63.59649419784546,,1.0624604,5.030422,-0.5720159,-0.8261405,0.14999999,1.484197e-07,17.236858,1280,321.94702,12.369577,17.422396,,1.0,64,17.422396,3.7948943e-37,1.7492217e-09
5.1976986,-0.92092544,0.9661097,19.210747,56.90136,65.79261827468872,,-0.22704399,5.220723,-1.4901568,-0.8416447,0.14999999,1.4388809e-07,,1300,339.34705,12.179276,17.422396,,-0.37373737,65,17.422396,1.462975e-19,0.25157264
4.9731483,-0.9176634,0.9477887,19.210747,56.809,67.59953904151917,,-0.9506947,5.1488676,-0.6518343,-0.8530493,0.14999999,1.3956085e-07,16.921759,1320,339.82532,12.251132,17.422396,,-0.7979798,66,17.422396,0.0036475088,3.641572e-06
6.8214617,-0.9134591,1.0920186,19.210747,56.22682,69.71936798095703,,0.14393419,5.0744057,-0.5665667,-0.8680871,0.14999999,1.3542595e-07,17.24011,1340,339.9851,12.325594,17.422396,,0.13131313,67,17.422396,2.355418e-11,4.4628277
6.569359,-0.9119002,1.1611662,19.210747,55.95167,71.02050757408142,,-0.9141927,5.124546,-0.86831945,-0.8184174,0.14999999,1.3147212e-07,8.916032,1360,348.46912,12.275454,17.422396,,-1.0,68,17.422396,1.4886032e-12,1.0432855e-09
5.452005,-0.90428436,1.0054445,19.210747,55.800266,72.43783044815063,,-0.09076806,5.05206,-0.5146354,-0.83301616,0.14999999,1.2768895e-07,17.276958,1380,348.59216,12.3479395,17.422396,,-0.1919192,69,17.422396,4.1077423e-05,2.5679505
7.8447685,-0.9020724,0.81708586,19.210747,55.806244,74.5031840801239,,0.566425,5.0143948,-0.73503965,-0.8108641,0.14999999,1.2406676e-07,14.984551,1400,351.00763,12.385605,17.422396,,0.3939394,70,17.422396,0.029965814,0.21012749
8.666635,-0.90742844,1.256131,19.210747,55.655304,76.93170237541199,,0.6765071,5.1017475,-1.0812259,-0.8220514,0.14999999,1.2059652e-07,6.183541,1420,362.22412,12.298252,17.422396,,0.8181818,71,17.422396,1.917323,2.5785698e-06
4.9151134,-0.9069233,0.9560017,19.210747,54.76663,79.88393473625183,,-0.7426726,5.2039766,-1.076437,-0.8360376,0.14999999,1.1726989e-07,4.9378004,1440,374.68628,12.196023,17.422396,,-0.7979798,72,17.422396,8.1279995e-21,3.5801468e-06
6.0653567,-0.9035475,1.0278225,19.210747,54.746616,82.59519624710083,,-0.2120474,5.1331367,-0.6008036,-0.84983087,0.14999999,1.1407902e-07,17.367247,1460,374.719,12.266863,17.422396,,-0.030303031,73,17.422396,6.139775e-05,6.044594
5.5108767,-0.9002085,0.81670785,19.210747,54.801407,85.36665797233582,,-0.3031907,5.070586,-0.66290987,-0.7838838,0.14999999,1.1101664e-07,16.89569,1480,375.2234,12.329413,17.422396,,-0.5555556,74,17.422396,0.37490448,0.0053067016
5.0917587,-0.89954567,1.0893711,19.210747,55.376377,87.3920202255249,,-0.23132418,5.0074854,-0.65570277,-0.7972351,0.14999999,1.0807592e-07,17.061964,1500,375.5614,12.392514,17.422396,,-0.27272728,75,17.422396,5.019155,1.0537722
4.8887696,-0.8949113,1.1035076,19.210747,53.86184,90.11565136909485,,-0.15877649,4.94855,-0.61451036,-0.7965278,0.14999999,1.0525054e-07,16.87157,1520,376.08984,12.451449,17.422396,,-0.25252524,76,17.422396,4.8680983,1.339927
6.7624373,-0.89019436,1.1158879,19.210747,53.73448,92.81910967826843,,-1.0925561,4.900298,-0.61406773,-0.7921229,0.14999999,1.02534514e-07,16.166876,1540,377.32288,12.4997015,17.422396,,-1.0,77,17.422396,7.2763817e-07,1.016212e-09
8.226546,-0.88993657,1.02872,19.210747,53.515186,95.56558418273926,,0.5070088,4.840004,-0.957897,-0.8050263,0.14999999,9.9922275e-08,17.202658,1560,377.52026,12.559996,17.422396,,0.5959596,78,17.422396,2.1136544e-27,0.0025839156
7.2982903,-0.89213485,0.9880777,19.210747,52.975502,98.24132871627808,,0.23037031,4.9133673,-1.0612037,-0.8177322,0.14999999,9.74086e-08,6.76423,1580,388.156,12.486632,17.422396,,0.25252524,79,17.422396,1.8225418,1.5563949
5.4046235,-0.892968,1.0617402,19.210747,52.77601,100.89956498146057,,0.23840311,4.9616814,-0.9205305,-0.8108013,0.14999999,9.49886e-08,8.621465,1600,396.93457,12.438318,17.422396,,-0.11111111,80,17.422396,0.5002677,4.4177203
6.5394163,-0.89288706,1.1218824,19.210747,52.64164,103.59162759780884,,-1.0146548,5.009227,-0.93109655,-0.76947314,0.14999999,9.265769e-08,8.587181,1620,405.74744,12.390773,17.422396,,-1.0,81,17.422396,1.0666534e-14,9.934538e-10
5.10543,-0.8887568,0.8940982,19.210747,52.2216,106.1209933757782,,-0.7078505,4.9506016,-0.64948034,-0.7817432,0.14999999,9.041153e-08,17.19806,1640,405.94928,12.449398,17.422396,,-0.75757575,82,17.422396,1.1723421,1.3847081e-05
5.322895,-0.88716656,0.80005115,19.210747,51.997105,108.0449287891388,,-0.2664674,4.8911724,-0.6376378,-0.7938644,0.14999999,8.8246054e-08,17.382074,1660,405.9673,12.508827,17.422396,,-0.47474748,83,17.422396,1.504303,0.034801926
4.7781954,-0.8860748,1.0803355,19.210747,51.76555,110.51643371582031,,-0.38728678,4.8369913,-0.5867523,-0.8054214,0.14999999,8.6157456e-08,17.060034,1680,406.30725,12.563008,17.422396,,-0.27272728,84,17.422396,4.7781954,1.0624342
15.870423,-0.88182133,0.9018652,19.210747,51.636074,111.97002172470093,,0.96718436,4.7809944,-0.5863292,-0.80468714,0.14999999,8.4142165e-08,17.322737,1700,406.38452,12.619005,17.422396,,1.0,85,17.422396,1.2749889e-18,1.7120938e-09
7.4570885,-0.88821405,0.88590497,19.210747,51.63766,113.54637241363525,,0.29449496,4.9208937,-1.2931991,-0.8163832,0.14999999,8.219674e-08,0.5877455,1720,423.1969,12.479106,17.422396,,0.43434343,86,17.422396,0.017633718,0.10147676
6.7665257,-0.8907778,1.1065187,19.210747,51.617985,115.36051392555237,,0.2327892,4.968755,-0.9802966,-0.82676476,0.14999999,8.031802e-08,8.315031,1740,432.28162,12.431245,17.422396,,0.13131313,87,17.422396,3.922534,4.2821712
6.566689,-0.89012283,1.1057575,19.210747,51.279152,116.98644828796387,,-0.88445383,5.012164,-0.91558397,-0.79014605,0.14999999,7.850298e-08,8.611264,1760,441.07043,12.3878355,17.422396,,-1.0,88,17.422396,1.4294814e-14,1.014204e-09
5.3698454,-0.8853506,0.845531,19.210747,51.117546,118.47973871231079,,-0.94248426,4.9569664,-0.54692066,-0.80144566,0.14999999,7.674878e-08,17.300379,1780,441.17004,12.443033,17.422396,,-0.67676765,89,17.422396,1.7622275,0.00018943555
8.948359,-0.8835,1.1753339,19.210747,50.93915,119.97421169281006,,0.4164573,4.90355,-0.5526498,-0.8126168,0.14999999,7.505273e-08,17.250498,1800,441.31958,12.496449,17.422396,,0.7777778,90,17.422396,1.2724607e-28,1.0596017e-05
4.668937,-0.88372684,0.9899436,19.210747,50.72077,122.06590509414673,,-0.7521125,4.9581747,-1.0425009,-0.8236665,0.14999999,7.3412274e-08,7.5255723,1820,451.19397,12.441825,17.422396,,-0.83838385,91,17.422396,4.7958955e-15,8.05339e-07
7.1690288,-0.8807222,1.1472163,19.210747,50.612053,124.05921912193298,,0.11565326,4.904787,-0.584366,-0.83459556,0.14999999,7.182504e-08,17.353537,1840,451.24036,12.495213,17.422396,,0.2929293,92,17.422396,1.3760727e-10,0.97997683
5.058747,-0.8794371,1.0077932,19.210747,50.594162,126.08319354057312,,-0.21911098,4.9425535,-0.8808191,-0.8348109,0.14999999,7.028872e-08,8.982872,1860,459.65747,12.457446,17.422396,,-0.33333334,93,17.422396,0.072747916,0.4762951
5.780678,-0.87668943,1.0074481,19.210747,50.321014,127.9469108581543,,-0.2114473,4.8959293,-0.6135201,-0.84039783,0.14999999,6.880116e-08,16.840246,1880,460.2174,12.50407,17.422396,,-0.05050505,94,17.422396,2.6116161,5.744895
4.812578,-0.87384325,1.1085867,19.210747,50.069958,129.7651903629303,,-0.11269375,4.8498507,-0.6000759,-0.7916588,0.14999999,6.736033e-08,16.881481,1900,460.73584,12.550149,17.422396,,-0.23232323,95,17.422396,4.799793,1.6662121
6.6286526,-0.8705251,1.1032468,19.210747,50.03686,131.7307164669037,,-0.99651086,4.8146725,-0.6467551,-0.7847431,0.14999999,6.5964315e-08,15.927338,1920,462.2085,12.585327,17.422396,,-1.0,96,17.422396,1.2804331e-07,1.0087385e-09
4.714939,-0.86705613,0.9774983,19.210747,49.456314,133.6210322380066,,-0.83438957,4.7670383,-0.6156645,-0.7951059,0.14999999,6.461123e-08,17.205868,1940,462.4027,12.632961,17.422396,,-0.8181818,97,17.422396,2.428203,1.6549656e-06
8.381579,-0.86385244,0.9308917,19.210747,49.096684,135.46401858329773,,0.6388203,4.719263,-0.5186591,-0.80536234,0.14999999,6.329935e-08,17.314932,1960,462.4878,12.680737,17.422396,,0.5555556,98,17.422396,1.011269e-18,0.0071941377
4.980464,-0.8672482,1.0915862,19.210747,49.057243,137.3207790851593,,-0.21332747,4.7929153,-1.1104797,-0.8154413,0.14999999,6.2027055e-08,5.389123,1980,474.49866,12.607084,17.422396,,-0.17171717,99,17.422396,3.6870038e-06,2.985968
6.436634,-0.86336625,1.0999646,19.210747,48.92201,139.57567048072815,,-0.5418521,4.752002,-0.55552876,-0.7957763,0.14999999,6.079271e-08,16.698477,2000,475.2002,12.647998,17.422396,,-1.0,100,17.422396,4.937776e-06,1.0199306e-09
5.662592,-0.8615147,0.7791446,19.210747,49.810955,142.34670686721802,,-0.5529062,4.705222,-0.7566387,-0.8057266,0.14999999,5.9594853e-08,17.372591,2020,475.22742,12.6947775,17.422396,,-0.53535354,101,17.422396,5.662592,0.008896894
5.1391687,-0.8622957,0.827623,19.21578,48.958904,144.2972378730774,,-0.53353137,4.6588297,-0.71272874,-0.81549084,0.14999999,5.8432047e-08,17.42689,2040,475.20056,12.74117,17.42689,,-0.61616164,102,17.42689,4.9629164,0.0011130258
4.8606544,-0.8622479,0.9280037,19.21578,49.10293,145.44589495658875,,-0.3362197,4.6137953,-0.6759,-0.8252361,0.14999999,5.7302962e-08,17.379702,2060,475.22095,12.786204,17.42689,,-0.41414142,103,17.42689,3.808848,0.1207386
6.7996798,-0.8601131,1.0829076,19.21578,48.851463,147.18244862556458,,0.005161494,4.5711184,-0.5588751,-0.83372647,0.14999999,5.6206275e-08,17.224478,2080,475.39636,12.828881,17.42689,,0.11111111,104,17.42689,0.05449104,4.783211
4.6434894,-0.8589142,1.0987139,19.21578,48.51282,149.98562955856323,,-0.34711546,4.6023197,-0.7977658,-0.7983298,0.14999999,5.5140777e-08,9.5528345,2100,483.24365,12.79768,17.42689,,-0.2929293,105,17.42689,0.8198141,0.8141477
