ReturnLastEpisode,Bound,TimestepsSoFar,IWMax,Delta,IWLastEpisode,ReturnMin,DenMISELogFirst,LQGsigma_higher,Regret,LQGmu1_higher,ReturnMax,IWFirstEpisode,IWMin,Iteration,IWMean,ReturnMean,ReturnAbsMax,Regret/t,ReturnStepMax,TimeElapsed,DenMISELogLast,DenMISEMeanLog,LQGmu1_actor
9.046304,20482070000000.0,20,1.3972004e-08,0.0006079271,1.3972004e-08,,0.25774264,0.14999999,8.353696,1.0,9.046304,1.3972004e-08,,1,1.3972004e-08,9.046304,9.046304,8.353696,9.935912,0.05177187919616699,0.25774264,0.25774264,0.86322707
2.320221,3077791200.0,40,2.269101e-11,0.00015198177,9.485256e-34,,-0.43540454,0.14999999,23.433475,-1.0,9.046304,2.269101e-11,,2,1.1345505e-11,5.6832623,9.046304,11.716738,9.935912,1.3535206317901611,-0.13067316,-0.28303885,-1.0989887
17.193708,54049.574,60,0.27322352,6.754746e-05,1.9025369e-23,,-0.8408696,0.14999999,23.639763,0.45454547,17.193708,0.27322352,,3,0.12811057,9.520078,17.193708,7.879922,18.982464,1.921325922012329,-0.33818093,-0.5717296,0.60988295
5.7181115,6031.468,80,0.0070226686,3.7995444e-05,5.034734e-13,,-1.0413888,0.14999999,35.321655,-0.5555556,17.193708,0.0009507861,,4,0.0019933637,8.569586,17.193708,8.830414,18.982464,2.3531320095062256,-0.88784456,-0.8356375,-0.53557193
17.372353,399.0003,100,7.8128157,2.4317082e-05,7.325874e-05,,-1.2642946,0.14999999,35.349304,0.17171717,17.372353,7.8128157,,5,1.5852836,10.330139,17.372353,7.0698605,19.159458,2.8983638286590576,-0.61714894,-0.97005624,0.1677082
8.848576,376.08035,120,7.3395433,1.6886865e-05,0.005366524,,-0.5056082,0.14999999,43.90072,0.7171717,17.372353,0.00053320156,,6,2.1338472,10.083213,17.372353,7.316787,19.159458,3.891403913497925,-0.5033588,-0.8836288,0.81128865
3.112068,235.05403,140,2.7812185,1.2406674e-05,1.1903658e-12,,-0.65967,0.14999999,58.188652,-0.33333334,17.372353,0.11535973,,7,0.41656706,9.087335,17.372353,8.312665,19.159458,4.477182865142822,-0.6797154,-0.77993405,-0.4079852
17.298223,224.65695,160,1.5328491,9.498861e-06,0.23615924,,-0.77685577,0.14999999,58.290436,-0.7777778,17.372353,4.573659e-07,,8,0.34645468,10.113695,17.372353,7.2863045,19.159458,5.27848482131958,-0.6173823,-0.83224684,-0.5216644
17.380922,124.80179,180,5.0781393,7.505273e-06,5.0781393,,-0.8946387,0.14999999,58.30951,-0.47474748,17.380922,0.0069618803,,9,1.6529574,10.9211645,17.380922,6.478835,19.168327,5.725860834121704,-0.69567883,-0.88593864,-0.59793895
17.386852,122.99071,200,7.085166,6.0792704e-06,0.00036384756,,-0.99922603,0.14999999,58.322662,0.05050505,17.386852,7.085166,,10,1.2516849,11.567734,17.386852,5.832266,19.175106,6.221286058425903,-0.44703683,-0.8051747,-0.15638989
16.274189,122.01249,220,8.413387,5.0241906e-06,6.1512234e-10,,-0.55891067,0.14999999,59.448456,0.85858583,17.386852,6.576331e-06,,11,1.6578869,11.995594,17.386852,5.4044056,19.175106,6.685068368911743,-0.70541835,-0.794466,0.79098225
3.4083004,118.91793,240,3.5618005,4.221716e-06,0.03337576,,-0.64592147,0.14999999,73.440155,0.3131313,17.386852,1.5172336,,12,0.51702493,11.279986,17.386852,6.120013,19.175106,7.13559889793396,-0.69615006,-0.7600539,0.037299782
9.111214,115.189156,260,11.529699,3.5972016e-06,2.080181e-10,,-0.6069054,0.14999999,81.72896,-1.0,17.386852,2.693617e-11,,13,0.90403026,11.113157,17.386852,6.2868423,19.175106,7.636352300643921,-0.63933104,-0.7885525,-1.1150697
17.195684,112.575195,280,6.373172,3.1016684e-06,1.2059499e-07,,-0.68101335,0.14999999,81.93327,-0.21212122,17.386852,0.7883236,,14,0.8858848,11.547623,17.386852,5.852377,19.175106,8.22626781463623,-1.2091259,-0.84083706,-0.048417255
13.296696,112.93621,300,8.286045,2.7018984e-06,0.000511617,,-0.69522566,0.14999999,86.036575,0.5959596,17.386852,0.01439017,,15,0.9947782,11.664228,17.386852,5.735771,19.175106,9.34133267402649,-0.6710302,-0.84153,0.7327494
4.2161674,109.76913,320,5.6450467,2.3747152e-06,3.880243e-19,,-0.7588053,0.14999999,99.2204,-0.67676765,17.386852,1.684485e-05,,16,0.88860655,11.198725,17.386852,6.201275,19.175106,10.04111909866333,-0.7783437,-0.8448782,-0.6734517
17.37806,93.819984,340,5.712413,2.103554e-06,0.00030021992,,-0.81942886,0.14999999,99.24234,-0.01010101,17.386852,5.0378847,,17,1.3648471,11.562215,17.386852,5.837785,19.175106,10.864392757415771,-0.6893622,-0.8462089,-0.2207989
16.93778,93.95943,360,5.5465403,1.8763183e-06,2.2997851,,-0.6170376,0.14999999,99.70456,-0.41414142,17.386852,0.02166377,,18,1.173028,11.860857,17.386852,5.5391426,19.175106,11.553422212600708,-0.68533057,-0.8244624,-0.44147992
17.316051,94.31228,380,4.991083,1.6840087e-06,3.9428197e-20,,-0.66990197,0.14999999,99.78853,1.0,17.386852,3.5328863e-08,,19,0.66120577,12.147972,17.386852,5.2520275,19.175106,12.027649641036987,-0.5167858,-0.803215,0.94043326
1.0523639,93.10157,400,9.401386,1.5198176e-06,2.9413977e-36,,-0.7211953,0.14999999,116.136154,-1.0,17.386852,3.0197532e-11,,20,0.97324455,11.593192,17.386852,5.8068075,19.175106,12.486986637115479,-0.88055956,-0.8254714,-1.1403682
17.201305,89.0451,420,5.5367403,1.3785193e-06,0.023407947,,-0.76998544,0.14999999,116.334854,-0.61616164,17.386852,0.0001205639,,21,1.1569593,11.860245,17.386852,5.539755,19.175106,13.452884435653687,-1.3736407,-0.8597085,-0.8202031
17.337763,87.421295,440,5.799904,1.2560477e-06,5.799904,,-0.8164997,0.14999999,116.397095,-0.83838385,17.386852,4.3503594e-08,,22,0.73250544,12.109222,17.386852,5.290777,19.175106,14.511718034744263,-0.78700525,-0.85302645,-0.5001324
17.360027,86.28383,460,5.914232,1.1492007e-06,0.9322602,,-0.8609515,0.14999999,116.43704,-0.23232323,17.386852,0.71941763,,23,0.9960513,12.337519,17.386852,5.062481,19.175106,15.542655944824219,-0.5454919,-0.8523846,-0.39419115
17.264584,85.138954,480,5.6700463,1.055429e-06,0.00023859453,,-0.8727113,0.14999999,116.57245,0.27272728,17.386852,2.7897294,,24,0.4859527,12.542813,17.386852,4.8571863,19.175106,16.60702347755432,-0.5650801,-0.842604,0.3276297
8.127349,84.649284,500,8.396891,9.726833e-07,0.16062361,,-0.80356854,0.14999999,125.84515,0.7373737,17.386852,0.00040171546,,25,1.5233465,12.366194,17.386852,5.033806,19.175106,17.700631380081177,-0.9240199,-0.8669579,0.6090788
5.727036,82.84355,520,4.9146595,8.993004e-07,3.319664e-11,,-0.8427732,0.14999999,137.5181,-0.47474748,17.386852,0.0066100056,,26,1.3936263,12.110842,17.386852,5.289158,19.175106,19.00510263442993,-0.9972357,-0.8577636,-0.75342983
17.366125,82.70811,540,5.605239,8.3391916e-07,4.8914565e-15,,-0.88025934,0.14999999,137.55194,0.4949495,17.386852,0.13989836,,27,0.73795944,12.305483,17.386852,5.0945168,19.175106,20.03501534461975,-0.70277995,-0.8404832,0.44170696
7.3282895,79.87216,560,8.471792,7.754171e-07,5.619032e-20,,-0.9114589,0.14999999,147.62366,-1.0,17.386852,3.6525987e-11,,28,1.0675228,12.127726,17.386852,5.272274,19.175106,21.190595626831055,-0.8855808,-0.85262394,-0.7644102
17.36206,80.05671,580,5.3279986,7.2286224e-07,5.229377,,-0.94655025,0.14999999,147.66159,-0.7171717,17.386852,5.035223e-06,,29,1.107679,12.30822,17.386852,5.0917797,19.175106,21.89736032485962,-0.725699,-0.84934574,-0.7486112
17.35757,77.28326,600,7.0710926,6.754746e-07,7.5485747e-07,,-0.98045164,0.14999999,147.70404,0.09090909,17.386852,7.0710926,,30,0.9686861,12.476532,17.386852,4.9234676,19.175106,22.48409914970398,-0.5871811,-0.83871716,-0.20710179
16.790255,76.96967,620,5.933711,6.325984e-07,5.933711,,-0.80160135,0.14999999,148.31375,-0.1919192,17.386852,1.1456907,,31,1.0115539,12.6156845,17.386852,4.784315,19.175106,23.344496250152588,-0.8075908,-0.84070045,-0.28208554
17.11059,75.11295,640,4.8766956,5.936788e-07,4.2034445,,-0.7970588,0.14999999,148.60318,-0.37373737,17.386852,0.060753867,,32,1.2045107,12.75615,17.386852,4.6438494,19.175106,24.402053117752075,-0.64439076,-0.8356558,-0.23480286
16.966011,74.72185,660,8.640674,5.582434e-07,9.220734e-15,,-0.82593375,0.14999999,149.0372,1.0,17.386852,4.129457e-08,,33,0.6957084,12.883721,17.386852,4.5162783,19.175106,25.318072080612183,-0.5875649,-0.82331765,1.1854265
,73.532196,680,5.406966,5.258885e-07,1.4318941e-36,,-0.8557867,0.14999999,166.43716,-0.7777778,17.386852,4.949291e-07,,34,1.0049973,12.504788,17.386852,4.895211,19.175106,26.349083423614502,-2.1360013,-0.87199223,-0.8946438
17.298227,71.39907,700,7.9403653,4.9626703e-07,1.8858042e-21,,-0.8847742,0.14999999,166.53894,0.5959596,17.386852,0.017393451,,35,1.0174689,12.641745,17.386852,4.758255,19.175106,27.409072160720825,-0.67741424,-0.8674768,0.6042503
