IWLastEpisode,DenMISELogFirst,ReturnMin,Iteration,ReturnMax,DenMISEMeanLog,IWFirstEpisode,IWMean,LQGsigma_higher,IWMin,LQGmu1_actor,IWMax,ReturnMean,TimestepsSoFar,ReturnStepMax,ReturnLastEpisode,Regret,Delta,LQGmu1_higher,Bound,ReturnAbsMax,Regret/t,DenMISELogLast,TimeElapsed
0.4084212,-0.7768937,,27,17.418518,-0.8912731,1.9010499,0.8129812,0.14999999,,-0.24722731,6.56706,12.074455,540,19.206366,11.623155,143.7897,8.3391916e-07,-0.35353535,82.80598,17.418518,5.3255444,-0.7423434,23.785874366760254
4.8448286,-0.74522024,,28,17.418518,-0.8934577,5.3886976,1.1188549,0.14999999,,0.042545244,5.4162335,12.249259,560,19.206366,16.968962,144.22073,7.754171e-07,-0.17171717,78.72328,17.418518,5.1507406,-0.72643656,24.37820863723755
1.8019747e-10,-0.60429865,,29,17.418518,-0.8861446,2.3910943e-07,1.0421788,0.14999999,,-1.0380616,8.327723,12.140522,580,19.206366,9.09591,152.52484,7.2286224e-07,-1.0,78.26371,17.418518,5.2594776,-0.7381973,24.945614337921143
0.24216825,-0.63820016,,30,17.418518,-0.88546795,0.01056144,0.9954941,0.14999999,,-0.61721027,5.327674,12.309172,600,19.206366,17.19997,152.72485,6.754746e-07,-0.65656567,76.2418,17.418518,5.090828,-0.83790046,25.700578451156616
5.337184e-07,-0.670638,,31,17.418518,-0.87833714,0.28229573,1.2642933,0.14999999,,0.108550005,6.7137628,12.473405,620,19.206366,17.400423,152.72443,6.325984e-07,0.23232323,75.02252,17.418518,4.9265947,-0.61635953,26.679349422454834
1.2113802e-07,-0.6933216,,32,17.418518,-0.8688935,2.5559275e-12,1.2738895,0.14999999,,0.9036126,14.250523,12.3647785,640,19.206366,8.997372,161.12708,5.936788e-07,1.0,73.81967,17.418518,5.035221,-0.7551088,27.67456293106079
0.51364523,-0.72409326,,33,17.418518,-0.8714887,0.0001608688,0.7020502,0.14999999,,0.47985256,7.2097178,12.040711,660,19.206366,1.6705604,176.85654,5.582434e-07,0.5555556,73.765755,17.418518,5.359288,-1.0476786,28.774857997894287
1.02753255e-08,-0.75394136,,34,17.418518,-0.88142014,0.401518,0.7410749,0.14999999,,-0.34121156,5.5822897,11.892697,680,19.206366,7.0082297,187.24826,5.258885e-07,-0.47474748,73.02407,17.418518,5.5073023,-0.87855196,29.844707250595093
0.35092184,-0.77118874,,35,17.418518,-0.88465726,3.7232804,1.1667647,0.14999999,,-0.08686296,6.034934,12.043272,700,19.206366,17.162802,187.48547,4.9626703e-07,0.01010101,73.11365,17.418518,5.3567276,-0.71730554,30.517265796661377
9.50767e-06,-0.6982667,,36,17.418518,-0.8760673,3.9972252e-05,1.1123391,0.14999999,,-0.9700875,5.229918,12.118905,720,19.206366,14.766074,190.11938,4.6907957e-07,-0.85858583,72.47783,17.418518,5.2810946,-0.6929893,30.992374897003174
3.086693e-05,-0.72566456,,37,17.418518,-0.8702768,4.349843,1.0666764,0.14999999,,0.06419468,5.621808,12.256961,740,19.206366,17.227005,190.29242,4.4406656e-07,-0.23232323,71.42691,17.418518,5.1430387,-0.7314651,31.494788646697998
6.631776e-11,-0.64118207,,38,17.418518,-0.86650187,2.4809324e-07,1.0888927,0.14999999,,-1.2157404,7.9424157,12.173018,760,19.206366,9.067133,198.6253,4.2100217e-07,-1.0,70.82018,17.418518,5.226981,-0.75215334,31.970974683761597
1.4895008e-38,-0.66715753,,39,17.418518,-0.89568174,2.5570102e-08,0.71033424,0.14999999,,0.5858492,6.8861136,12.301845,780,19.206366,17.197226,198.82803,3.996891e-07,0.7979798,70.63783,17.418518,5.098155,-2.03469,32.44331073760986
2.6868534,-0.6924754,,40,17.418518,-0.90653646,0.019003022,1.0494468,0.14999999,,0.31411123,6.625334,12.143793,800,19.206366,5.97976,210.24829,3.799544e-07,0.37373737,68.2319,17.418518,5.2562065,-1.0099993,33.08348560333252
1.6452909,-0.71669304,,41,17.418518,-0.90466243,2.2293787,1.2550783,0.14999999,,-0.049210154,5.9767227,12.047757,820,19.206366,8.206335,219.44193,3.6164613e-07,0.07070707,67.55891,17.418518,5.3522425,-0.8363044,33.99648475646973
9.914061e-09,-0.6878423,,42,17.418518,-0.8943788,2.599437e-07,1.1379614,0.14999999,,-0.8249736,7.7886653,12.1009445,840,19.206366,14.281634,222.5603,3.4462983e-07,-1.0,67.466194,17.418518,5.299055,-0.68142915,34.728644371032715
3.3918378,-0.7113728,,43,17.418518,-0.8858262,0.0042551216,1.0010337,0.14999999,,-0.41218728,5.5627775,12.222638,860,19.206366,17.333727,222.62659,3.2878697e-07,-0.6969697,68.088615,17.418518,5.1773615,-0.60730153,35.32807230949402
6.0490413,-0.73426336,,44,17.418518,-0.8852904,1.1754823,0.86604935,0.14999999,,-0.49565965,6.0490413,12.338406,880,19.206366,17.316423,222.71014,3.140119e-07,-0.3939394,68.130936,17.418518,5.061594,-0.829118,35.84022259712219
0.20562753,-0.73037136,,45,17.418518,-0.8853366,5.478408,1.1635422,0.14999999,,-0.19055331,5.482066,12.4499445,900,19.206366,17.357687,222.7525,3.0021093e-07,-0.11111111,66.06468,17.418518,4.950055,-0.7262983,37.061089754104614
0.36026368,-0.6374671,,46,17.418518,-0.8773618,0.13005088,0.8627163,0.14999999,,-0.4777657,5.5602584,12.5433855,920,19.206366,16.748264,223.40424,2.8730017e-07,-0.53535354,64.967316,17.418518,4.856614,-0.6428377,38.19549775123596
9.9687175e-11,-0.6561501,,47,17.418518,-0.8760437,8.0498976e-05,0.8476953,0.14999999,,0.21079278,8.018094,12.6457,940,19.206366,17.352098,223.45209,2.7520463e-07,0.57575756,64.16297,17.418518,4.754299,-0.657534,39.20721244812012
0.022761837,-0.67720175,,48,17.418518,-0.8800414,2.8974185,1.0107176,0.14999999,,-0.44313294,5.2666225,12.563499,960,19.206366,8.700101,232.15198,2.6385726e-07,-0.2929293,63.983147,17.418518,4.8365,-0.8777257,40.269137144088745
0.00036258393,-0.63920987,,49,17.418518,-0.87546545,0.37524188,1.2747034,0.14999999,,0.24698587,6.552662,12.660864,980,19.206366,17.334387,232.21765,2.531974e-07,0.21212122,63.731155,17.418518,4.7391357,-0.64085376,41.362284421920776
1.7366115e-10,-0.65178376,,50,17.418518,-0.86976004,0.00025043823,0.9909976,0.14999999,,-0.9004892,5.142016,12.578632,1000,19.206366,8.549251,241.06836,2.4317083e-07,-0.7979798,62.99555,17.418518,4.8213673,-0.8135309,42.414875745773315
6.837993e-35,-0.6715814,,51,17.418518,-0.86549777,2.5009612e-12,1.013317,0.14999999,,1.132038,15.312386,12.670901,1020,19.206366,17.284311,241.18402,2.3372819e-07,1.0,62.970108,17.418518,4.7290983,-0.61737525,43.19311809539795
,-0.69099945,,52,17.418518,-0.8863212,2.6076555e-07,1.0538553,0.14999999,,-1.0064905,8.052214,12.42723,1040,19.206366,,258.58405,2.248251e-07,-1.0,62.551315,17.418518,4.9727697,-1.8650806,43.96948742866516
0.010346111,-0.71004766,,53,17.418518,-0.8832249,0.38427508,0.9445108,0.14999999,,-0.29360318,5.4465117,12.517245,1060,19.206366,17.198067,258.78595,2.1642118e-07,-0.47474748,62.308147,17.418518,4.8827543,-0.7340221,44.75574707984924
2.4447448,-0.7215155,,54,17.418518,-0.88048285,5.430106,1.132727,0.14999999,,-0.099187694,5.5161996,12.602932,1080,19.206366,17.144356,259.04163,2.0847979e-07,-0.11111111,61.694626,17.418518,4.7970676,-0.655834,45.52241611480713
8.751536e-08,-0.64404774,,55,17.418518,-0.87457246,2.4985967e-08,0.6021225,0.14999999,,0.47517544,7.027804,12.661846,1100,19.206366,15.843205,260.59845,2.0096763e-07,0.7979798,60.331234,17.418518,4.7381535,-0.6572456,46.31884050369263
6.0520735,-0.6620662,,56,17.418518,-0.88511455,0.018433856,1.1355264,0.14999999,,0.43761787,6.678235,12.561615,1120,19.206366,7.048898,270.94952,1.9385428e-07,0.37373737,60.965313,17.418518,4.8383846,-1.0508791,47.12198185920715
4.8164038e-05,-0.6794367,,57,17.418518,-0.88437825,2.903901,1.0340946,0.14999999,,-0.29762253,5.1747446,12.470377,1140,19.206366,7.3610263,280.98853,1.8711206e-07,-0.2929293,60.21633,17.418518,4.9296227,-0.9409058,47.90452027320862
8.369539e-05,-0.64713806,,58,17.418518,-0.8792167,2.495752e-07,1.0558785,0.14999999,,-1.2163792,7.7770233,12.551055,1160,19.206366,17.149675,281.23877,1.8071556e-07,-1.0,60.08537,17.418518,4.8489447,-0.59647137,48.82895040512085
2.0315312e-15,-0.6642325,,59,17.418518,-0.8979942,2.115439,1.1619413,0.14999999,,-0.094234556,6.0589356,12.629796,1180,19.206366,17.19683,281.44202,1.7464151e-07,0.07070707,59.49237,17.418518,4.7702036,-2.004972,49.88589143753052
0.007498176,-0.6458125,,60,17.418518,-0.8918045,0.016924188,0.8481932,0.14999999,,-0.6722743,5.52251,12.680318,1200,19.206366,15.661117,283.1809,1.6886865e-07,-0.6363636,59.157204,17.418518,4.7196817,-0.65992206,51.73578357696533
0.012459962,-0.6620598,,61,17.418518,-0.89080375,5.102524,1.157878,0.14999999,,-0.1016814,5.1109867,12.757369,1220,19.206366,17.380432,283.2005,1.6337734e-07,-0.15151516,58.80684,17.418518,4.6426306,-0.66302997,54.23686099052429
7.985923e-08,-0.59798723,,62,17.418518,-0.8841857,2.3760505e-07,1.0787708,0.14999999,,-0.93232065,7.3310404,12.809581,1240,19.206366,15.994482,284.6059,1.581496e-07,-1.0,58.29885,17.418518,4.590419,-0.61162627,56.49125146865845
3.2809405,-0.6139876,,63,17.418518,-0.8791762,0.00024114929,0.9672138,0.14999999,,-0.9195134,5.034487,12.880182,1260,19.206366,17.257467,284.74847,1.5316883e-07,-0.7979798,58.03428,17.418518,4.5198174,-0.6110037,58.11703157424927
1.7511914e-20,-0.62973213,,64,17.418518,-0.8751019,0.00026840414,0.9026465,0.14999999,,0.41172996,7.9032655,12.9487095,1280,19.206366,17.265934,284.88257,1.484197e-07,0.53535354,57.883537,17.418518,4.45129,-0.5668076,59.277271032333374
3.8045207e-06,-0.64523214,,65,17.418518,-0.87848693,1.0753511,0.9475422,0.14999999,,-0.25929707,5.289934,12.865825,1300,19.206366,7.5612183,294.72137,1.4388809e-07,-0.3939394,57.598404,17.418518,4.534175,-0.96701396,61.40885281562805
2.9812622,-0.64409107,,66,17.418518,-0.87537354,5.025546,1.1974219,0.14999999,,-0.026981726,5.1526732,12.927699,1320,19.206366,16.949503,295.17188,1.3956085e-07,-0.11111111,57.2812,17.418518,4.4723005,-0.60214496,63.293248891830444
0.914846,-0.5857441,,67,17.418518,-0.86974686,0.18565285,1.2082332,0.14999999,,0.14737606,6.826833,12.926663,1340,19.206366,12.858295,299.7135,1.3542595e-07,0.25252524,56.957844,17.418518,4.473336,-0.66891146,64.92865753173828
1.1775932e-12,-0.5977921,,68,17.418518,-0.8663306,2.3755861e-07,1.0884562,0.14999999,,-0.8597987,7.146574,12.867548,1360,19.206366,8.906902,308.20667,1.3147212e-07,-1.0,56.396103,17.418518,4.5324516,-0.80920124,66.68170166015625
4.3810616,-0.6123909,,69,17.418518,-0.8614196,0.00024076439,0.9876572,0.14999999,,-0.8801268,4.9696164,12.932001,1380,19.206366,17.314758,308.29187,1.2768895e-07,-0.7979798,56.053253,17.418518,4.4679985,-0.5840338,68.19112920761108
3.4836317e-34,-0.6267761,,70,17.418518,-0.85718495,2.391378e-12,0.9867451,0.14999999,,1.06723,15.8554125,12.994471,1400,19.206366,17.30482,308.3871,1.2406676e-07,1.0,55.859707,17.418518,4.405529,-0.5348185,69.88981199264526
5.4903404e-10,-0.64096075,,71,17.418518,-0.8688107,2.856852,1.1892376,0.14999999,,0.092590466,5.7607455,12.811449,1420,19.206366,,325.7871,1.2059652e-07,0.030303031,55.89579,17.418518,4.5885506,-1.5926839,72.15331697463989
0.2918186,-0.61549807,,72,17.418518,-0.8649472,3.1253324,1.0460786,0.14999999,,-0.31937099,5.0463676,12.7588825,1440,19.206366,9.026599,334.1604,1.1726989e-07,-0.27272728,55.334496,17.418518,4.641117,-0.75590867,75.31368732452393
1.1334206,-0.5867997,,73,17.418518,-0.86104405,0.05755058,0.8003483,0.14999999,,-0.46095443,5.3125324,12.819357,1460,19.206366,17.173525,334.3869,1.1407902e-07,-0.57575756,55.023933,17.418518,4.5806427,-0.60781604,78.19255948066711
5.9394313e-13,-0.5996173,,74,17.418518,-0.8612455,1.2267652e-06,0.59106195,0.14999999,,0.45782536,9.12166,12.880415,1480,19.206366,17.337622,334.44928,1.1101664e-07,0.6969697,54.829643,17.418518,4.5195847,-0.6651257,81.09476089477539
7.2938914,-0.61304027,,75,17.418518,-0.86943156,0.006853208,1.1266952,0.14999999,,0.5763987,7.451787,12.804626,1500,19.206366,7.196281,344.653,1.0807592e-07,0.41414142,54.78821,17.418518,4.595373,-1.051262,84.00235271453857
1.4664194e-08,-0.6261942,,76,17.418518,-0.87050277,1.3254175,0.9875735,0.14999999,,-0.36606944,5.085516,12.716142,1520,19.206366,6.079765,355.97327,1.0525054e-07,-0.37373737,54.54988,17.418518,4.683858,-1.0452654,86.914794921875
0.00064175035,-0.62197685,,77,17.418518,-0.86738133,2.4337405e-07,1.0615977,0.14999999,,-1.1171314,7.28255,12.776274,1540,19.206366,17.34639,356.02686,1.02534514e-07,-1.0,54.268936,17.418518,4.623726,-0.6009075,89.81836199760437
1.0716595e-07,-0.63488024,,78,17.418518,-0.87086827,4.3161497,1.1197278,0.14999999,,-0.23672053,4.823824,12.833015,1560,19.206366,17.202143,356.22473,9.9922275e-08,-0.21212122,53.554523,17.418518,4.566984,-1.1738954,92.72219610214233
0.0025111036,-0.5937608,,79,17.418518,-0.865493,0.00012852933,0.97102976,0.14999999,,-0.8933621,4.944748,12.884803,1580,19.206366,16.924187,356.70056,9.74086e-08,-0.8181818,53.419693,17.418518,4.515197,-0.54805917,95.63364291191101
1.3546482e-10,-0.60633796,,80,17.418518,-0.8622459,0.8405016,1.1610895,0.14999999,,0.25737995,6.4459496,12.939856,1600,19.206366,17.289083,356.81152,9.49886e-08,0.15151516,53.40121,17.418518,4.460144,-0.5610352,98.55966877937317
3.5793486e-15,-0.60830903,,81,17.418518,-0.86093336,2.4007022e-07,1.0874474,0.14999999,,-1.0140765,6.948794,12.885062,1620,19.206366,8.50152,365.70996,9.265769e-08,-1.0,53.04378,17.418518,4.5149374,-0.89166063,101.47566723823547
0.0030119438,-0.6205791,,82,17.418518,-0.85803586,0.6296079,0.9271765,0.14999999,,-0.5427009,5.2321067,12.937654,1640,19.206366,17.197514,365.91235,9.041153e-08,-0.43434343,52.912735,17.418518,4.462346,-0.68532455,104.40412402153015
4.6947036,-0.6250516,,83,17.418518,-0.85703665,0.025887636,0.81336445,0.14999999,,-0.56040514,5.3744655,12.991303,1660,19.206366,17.390636,365.92175,8.8246054e-08,-0.61616164,52.365593,17.418518,4.408696,-0.6881753,107.3016881942749
0.01575421,-0.63671595,,84,17.418518,-0.85689723,4.372216,1.1173503,0.14999999,,-0.09599684,5.4087543,13.043501,1680,19.206366,17.375792,365.94592,8.6157456e-08,-0.05050505,52.138565,17.418518,4.3564987,-0.6489075,110.19618511199951
0.0012259192,-0.5978096,,85,17.418518,-0.85292643,0.0004681069,0.98360705,0.14999999,,0.47446135,8.013441,13.073972,1700,19.206366,15.633634,367.7124,8.4142165e-08,0.5151515,51.939545,17.418518,4.326028,-0.617807,113.08749842643738
0.38479975,-0.6095001,,86,17.418518,-0.85525954,4.3994977e-09,0.5532214,0.14999999,,0.7368227,9.565674,13.003984,1720,19.206366,7.0550723,378.05737,8.219674e-08,0.83838385,51.84994,17.418518,4.396015,-1.0098883,116.00281357765198
6.593385e-29,-0.62106097,,87,17.418518,-0.864104,2.4315133e-07,1.0824527,0.14999999,,-1.1714596,6.873315,12.902349,1740,19.206366,4.1616664,391.29553,8.031802e-08,-1.0,51.829426,17.418518,4.49765,-1.167448,118.90776634216309
1.9425912e-07,-0.6324897,,88,17.418518,-0.87085795,3.1788907,1.0705225,0.14999999,,-0.54819196,4.8554487,12.951075,1760,19.206366,17.190163,391.50537,7.850298e-08,-0.27272728,51.69889,17.418518,4.448925,-1.5170746,121.81663084030151
5.294888,-0.6083026,,89,17.418518,-0.8682282,0.12631278,0.9101815,0.14999999,,-0.6960999,5.297364,13.00061,1780,19.206366,17.359795,391.54565,7.674878e-08,-0.53535354,52.06001,17.418518,4.3993893,-0.6922231,124.78759050369263
4.74149,-0.61805767,,90,17.418518,-0.86707705,0.0007752087,0.93922603,0.14999999,,-0.66349196,5.0500727,13.049338,1800,19.206366,17.386206,391.55957,7.505273e-08,-0.75757575,51.611618,17.418518,4.3506613,-0.6621539,127.81136059761047
7.429284e-09,-0.6290989,,91,17.418518,-0.86528635,0.09410876,1.1776175,0.14999999,,0.1366692,7.2061167,13.096927,1820,19.206366,17.379831,391.5797,7.3412274e-08,0.2929293,51.543915,17.418518,4.303073,-0.6315741,130.82854318618774
2.1350843e-05,-0.63899434,,92,17.418518,-0.8636117,0.026251107,0.9178348,0.14999999,,-0.4779636,5.093728,13.051683,1840,19.206366,8.934592,400.04504,7.182504e-08,-0.61616164,50.91504,17.418518,4.348316,-0.86194074,133.75967454910278
0.011415137,-0.64952,,93,17.418518,-0.8618389,2.5017047e-07,1.0773541,0.14999999,,-0.806617,6.7957573,13.098032,1860,19.206366,17.361961,400.083,7.028872e-08,-1.0,50.644966,17.418518,4.3019676,-0.6050499,136.70252466201782
0.21412402,-0.66021526,,94,17.418518,-0.85804594,0.6550643,0.9800952,0.14999999,,-0.50234956,4.895065,13.143155,1880,19.206366,17.339674,400.14343,6.880116e-08,-0.43434343,50.618637,17.418518,4.2568445,-0.56034404,139.65584135055542
0.0086962655,-0.66385275,,95,17.418518,-0.8554782,2.923005,1.1165224,0.14999999,,0.1790374,6.0436816,13.187693,1900,19.206366,17.374294,400.1692,6.736033e-08,0.030303031,50.53408,17.418518,4.212307,-0.5818203,142.5709502696991
2.0170867e-06,-0.6440194,,96,17.418518,-0.8547621,2.432973e-12,0.9504538,0.14999999,,1.2961893,17.183363,13.142121,1920,19.206366,8.812809,408.75623,6.5964315e-08,1.0,50.432987,17.418518,4.2578783,-0.8852895,145.50075244903564
,-0.6543822,,97,17.418518,-0.8853804,0.00045336763,0.96971256,0.14999999,,-0.98333573,4.851608,13.006636,1940,19.206366,,426.15625,6.461123e-08,-0.7777778,50.190598,17.418518,4.393364,-3.7163537,148.4744656085968
5.5961047e-26,-0.66463405,,98,17.418518,-0.88328457,5.571873e-06,0.73586863,0.14999999,,0.6366505,9.076883,13.049557,1960,19.206366,17.212887,426.34338,6.329935e-08,0.65656567,49.821667,17.418518,4.350443,-0.6383833,151.42216157913208
0.15164791,-0.6747864,,99,17.418518,-0.88872325,0.388832,1.1842685,0.14999999,,0.34919384,6.8289547,12.972434,1980,19.206366,5.41432,438.32898,6.2027055e-08,0.21212122,49.57517,17.418518,4.4275656,-1.1406277,154.36320900917053
9.370185e-07,-0.6809168,,100,17.418518,-0.8879996,0.27135172,0.96369123,0.14999999,,-0.6332904,4.9599037,12.922654,2000,19.206366,7.994465,447.73462,6.079271e-08,-0.4949495,49.58252,17.418518,4.4773455,-0.97632295,157.3082685470581
0.24420701,-0.68815726,,101,17.418518,-0.8856295,2.600255e-07,1.0739753,0.14999999,,-1.0302957,6.859353,12.966888,2020,19.206366,17.390434,447.74414,5.9594853e-08,-1.0,49.60462,17.418518,4.433111,-0.6004339,160.25332736968994
1.9699448e-07,-0.6980096,,102,17.418518,-0.88370603,5.289296,1.0311219,0.14999999,,-0.19565853,5.2947297,13.008414,2040,19.206366,17.20246,447.94165,5.8432047e-08,-0.15151516,49.159286,17.418518,4.3915854,-0.74295986,163.2300205230713
0.044275306,-0.6572097,,103,17.418518,-0.8810313,0.0107641285,0.9382363,0.14999999,,-0.551177,4.9226313,13.04319,2060,19.206366,16.59027,448.75134,5.7302962e-08,-0.65656567,49.03807,17.418518,4.3568096,-0.6252769,166.17317128181458
2.0143096e-09,-0.6667671,,104,17.418518,-0.87884897,0.0043973946,1.1106682,0.14999999,,0.29370415,7.8101244,13.084879,2080,19.206366,17.378828,448.77258,5.6206275e-08,0.43434343,49.02694,17.418518,4.3151207,-0.58217937,169.14940214157104
4.799407e-16,-0.67629427,,105,17.418518,-0.87862235,2.569591e-07,1.0697149,0.14999999,,-0.93612444,6.676376,13.039492,2100,19.206366,8.319266,457.8534,5.5140777e-08,-1.0,48.664024,17.418518,4.360508,-0.9416262,172.11318039894104
