Delta,IWMean,Regret,ReturnMean,ReturnMax,LQGmu1_higher,DenMISELogLast,Bound,ReturnMin,IWMax,Regret/t,TimestepsSoFar,IWMin,DenMISEMeanLog,TimeElapsed,ReturnAbsMax,DenMISELogFirst,ReturnLastEpisode,ReturnStepMax,IWLastEpisode,IWFirstEpisode,LQGsigma_higher,LQGmu1_actor,Iteration
1.2196694e-09,1.0402678,2047.9365,14.499239,17.436134,-0.25252524,-0.27543968,28.91372,,4.0946484,2.9007607,14120,,-0.7492795,945.1463356018066,17.436134,-1.1860453,17.35441,19.225239,0.0034853749,0.5594024,0.14999999,-0.28475454,706
1.2162217e-09,1.0089558,2048.3047,14.502822,17.436134,-0.35353535,-0.38534236,28.89733,,3.8314497,2.8971777,14140,,-0.74871004,947.1077566146851,17.436134,-1.1866688,17.032722,19.225239,3.5197675,0.092102006,0.14999999,-0.28440315,707
1.2127884e-09,1.0189335,2048.6094,14.506484,17.436134,-1.0,-0.38201886,28.89339,,5.505579,2.8935156,14160,,-0.7481815,948.7024402618408,17.436134,-1.1879519,17.096064,19.225239,4.453073e-05,1.929607e-11,0.14999999,-1.011919,708
1.2093697e-09,1.0426286,2048.8066,14.510286,17.436134,-0.25252524,-0.435256,28.88747,,4.072343,2.8897133,14180,,-0.74771607,949.6393821239471,17.436134,-1.1893634,17.201908,19.225239,1.1177001e-05,0.5612616,0.14999999,-0.3132927,709
1.2059653e-09,1.0202626,2049.0078,14.514073,17.436134,-0.33333334,-0.3654635,28.870432,,3.815531,2.8859262,14200,,-0.74711984,950.9528520107269,17.436134,-1.1899815,17.199593,19.225239,3.7989316,0.13746998,0.14999999,-0.29102784,710
1.2025755e-09,1.0194755,2049.21,14.517847,17.436134,-1.0,-0.3716403,28.867037,,5.486246,2.8821526,14220,,-0.7465651,952.849844455719,17.436134,-1.1911954,17.196226,19.225239,5.4354066e-05,1.9358739e-11,0.14999999,-0.8741698,711
1.1991997e-09,1.009871,2049.3105,14.521754,17.436134,-0.8181818,-0.2617642,28.887428,,3.513195,2.8782454,14240,,-0.74585956,954.7660241127014,17.436134,-1.1926008,17.30002,19.225239,3.2229164,6.685508e-08,0.14999999,-0.83159626,712
1.1958383e-09,1.0110029,2049.3896,14.525681,17.436134,-0.8181818,-0.26618823,28.869156,,3.5008552,2.874319,14260,,-0.7451745,956.690566778183,17.436134,-1.1940043,17.320986,19.225239,3.4568954,6.694899e-08,0.14999999,-0.94157296,713
1.1924909e-09,1.0358043,2049.54,14.529495,17.436134,-0.2929293,-0.29375842,28.84861,,3.88681,2.8705044,14280,,-0.7445285,958.6037702560425,17.436134,-1.1954058,17.249645,19.225239,0.00031035044,0.28968868,0.14999999,-0.22629446,714
1.1891577e-09,1.0166943,2050.044,14.532805,17.436134,-0.83838385,-0.43407097,28.832348,,3.4603417,2.8671942,14300,,-0.7440463,960.5785083770752,17.436134,-1.1963998,16.896566,19.225239,0.0009943895,2.9189222e-08,0.14999999,-0.92594534,715
1.1858383e-09,1.045293,2050.1768,14.536624,17.436134,-0.25252524,-0.2767187,28.828484,,4.050453,2.8633757,14320,,-0.74337196,962.2052369117737,17.436134,-1.1977974,17.266438,19.225239,0.00014734133,0.56601536,0.14999999,-0.11876127,716
1.1825328e-09,0.97903335,2051.5928,14.538643,17.436134,-0.030303031,-0.6441514,28.83596,,6.977459,2.8613567,14340,,-0.7431726,964.1803376674652,17.436134,-1.1984029,15.985134,19.225239,4.256499,6.0822277,0.14999999,-0.05428062,717
1.1792411e-09,1.0206091,2054.505,14.538573,17.436134,-1.0,-0.8101296,28.82607,,5.495263,2.8614264,14360,,-0.74329823,966.137857913971,17.436134,-1.1913495,14.487239,19.225239,1.3962147e-08,1.936173e-11,0.14999999,-1.1363249,718
1.1759631e-09,1.0223536,2054.707,14.542271,17.436134,-1.0,-1.0289363,28.819822,,5.461119,2.857729,14380,,-0.7436695,968.1560513973236,17.436134,-1.1927413,17.19757,19.225239,4.9240403,1.9388708e-11,0.14999999,-0.7406658,719
1.1726989e-09,1.0362267,2054.7295,14.546209,17.436134,-0.15151516,-0.3208969,28.817846,,5.0041623,2.8537903,14400,,-0.74305385,970.0276284217834,17.436134,-1.1941311,17.377964,19.225239,0.0016380919,2.177823,0.14999999,-0.097643375,720
1.1694481e-09,1.0379827,2056.3105,14.547974,17.436134,-0.15151516,-0.6905183,28.79151,,4.976525,2.852026,14420,,-0.7429333,971.9764173030853,17.436134,-1.1924989,15.818543,19.225239,4.9739146,2.1742713,0.14999999,0.1125398,721
1.166211e-09,0.9745887,2064.7217,14.540275,17.436134,0.15151516,-1.217052,28.848534,,9.787149,2.859725,14440,,-0.7435401,973.9446647167206,17.436134,-1.1908737,8.989341,19.225239,8.683947,8.228777,0.14999999,0.0014309138,722
1.162987e-09,1.0106323,2072.7842,14.533079,17.436134,-0.8181818,-0.95227885,28.777538,,3.5010176,2.8669205,14460,,-0.74386895,975.9795277118683,17.436134,-1.1809251,9.338055,19.225239,2.2656407e-06,6.607909e-08,0.14999999,-0.73356444,723
1.1597767e-09,1.0113219,2072.7979,14.537019,17.436134,-0.8181818,-0.32773185,28.753147,,3.488965,2.8629808,14480,,-0.74328107,977.5134332180023,17.436134,-1.1823072,17.385132,19.225239,3.1481025,6.61704e-08,0.14999999,-0.64563644,724
1.1565794e-09,0.9345121,2072.8086,14.540954,17.436134,-0.5959596,-0.39148694,28.779015,,4.030199,2.859046,14500,,-0.7427819,979.4769682884216,17.436134,-1.1836876,17.389297,19.225239,3.7241127,0.00018989878,0.14999999,-0.7996477,725
1.1533955e-09,1.0132266,2072.875,14.5448,17.436134,-0.8181818,-0.2745687,28.746696,,3.4754949,2.8551998,14520,,-0.7422285,980.8868808746338,17.436134,-1.1850656,17.333418,19.225239,3.4733398,6.635328e-08,0.14999999,-0.7916529,726
1.1502247e-09,1.0081882,2072.9307,14.548651,17.436134,-0.7979798,-0.2761895,28.731146,,3.508479,2.8513489,14540,,-0.7415708,982.8042106628418,17.436134,-1.1864421,17.344751,19.225239,3.5025153,1.5001835e-07,0.14999999,-0.28717655,727
1.1470668e-09,1.0500582,2073.162,14.55225,17.436134,-0.1919192,-0.37775874,28.766928,,4.5124016,2.8477497,14560,,-0.7410614,984.2605428695679,17.436134,-1.1878167,17.168938,19.225239,3.1717913,1.3310618,0.14999999,-0.29052272,728
1.1439221e-09,1.0439419,2073.4736,14.555728,17.436134,-0.27272728,-0.37306717,28.74251,,3.9330971,2.8442717,14580,,-0.7404903,986.520051240921,17.436134,-1.1873627,17.088064,19.225239,3.8351607,0.40486118,0.14999999,-0.077536866,729
1.1407901e-09,0.98536885,2075.545,14.5567875,17.436134,-0.01010101,-0.7380424,28.746279,,7.2378993,2.8432121,14600,,-0.7404287,988.7328450679779,17.436134,-1.1881783,15.32877,19.225239,5.0287237,6.700105,0.14999999,-0.09142859,730
1.1376711e-09,1.0502162,2077.1855,14.558433,17.436134,-0.17171717,-0.6959102,28.730259,,4.6787043,2.841567,14620,,-0.7403912,990.6948285102844,17.436134,-1.1804109,15.759051,19.225239,4.622065,1.7000498,0.14999999,-0.0873563,731
1.1345648e-09,1.0220951,2079.2412,14.559506,17.436134,1.0,-0.70164317,28.726316,,33.762672,2.8404932,14640,,-0.74027205,992.6872498989105,17.436134,-1.1794549,15.344939,19.225239,2.0832969e-11,1.2629306e-07,0.14999999,1.1948377,732
1.1314713e-09,1.0412203,2096.6416,14.539643,17.436134,-0.13131313,-3.2959905,28.705029,,5.175034,2.8603563,14660,,-0.74374825,994.53520154953,17.436134,-1.1808201,,19.225239,7.6434363e-16,2.666653,0.14999999,-0.15093847,733
1.1283905e-09,1.0090468,2097.414,14.542487,17.436134,0.5151515,-0.5452936,28.690578,,13.382184,2.8575125,14680,,-0.74342436,996.4143874645233,17.436134,-1.178552,16.626688,19.225239,0.00023973198,0.18400225,0.14999999,0.61607003,734
1.1253221e-09,1.055142,2109.165,14.530388,17.436134,-0.1919192,-1.6883966,28.684395,,4.4313316,2.8696117,14700,,-0.7447056,997.8427624702454,17.436134,-1.1796628,5.649052,19.225239,7.2021894e-06,1.3202527,0.14999999,-0.3275115,735
1.1222663e-09,1.0376108,2109.376,14.533999,17.436134,-0.2929293,-0.3575113,28.648567,,3.8377297,2.8660002,14720,,-0.7441069,1000.2938134670258,17.436134,-1.1792278,17.188288,19.225239,3.7029011,0.28503978,0.14999999,-0.23696163,736
1.1192228e-09,1.010365,2109.8857,14.537197,17.436134,-0.8181818,-0.40084878,28.63313,,3.49456,2.8628025,14740,,-0.7435919,1001.8396799564362,17.436134,-1.1801984,16.890558,19.225239,0.002180913,6.6031085e-08,0.14999999,-1.0276064,737
1.1161917e-09,1.0153991,2110.0898,14.5408,17.436134,-1.0,-0.4875356,28.638397,,5.5600023,2.8591995,14760,,-0.74323255,1003.3929250240326,17.436134,-1.1815543,17.19678,19.225239,4.257922,1.9173023e-11,0.14999999,-1.2484359,738
1.113173e-09,1.0176417,2110.2969,14.544388,17.436134,-1.0,-2.0665355,28.641697,,5.525904,2.8556118,14780,,-0.7450049,1004.9481489658356,17.436134,-1.1829084,17.192913,19.225239,5.3289433,1.9199003e-11,0.14999999,-0.9882193,739
1.1101664e-09,1.0510885,2110.5,14.547973,17.436134,-0.25252524,-0.36927956,28.630571,,3.97465,2.852027,14800,,-0.7444756,1006.4995565414429,17.436134,-1.1842607,17.19699,19.225239,2.2995237e-05,0.558405,0.14999999,-0.17606878,740
1.1071719e-09,0.98846626,2111.4873,14.550488,17.436134,0.7171717,-0.48987,28.627018,,16.23773,2.8495111,14820,,-0.7440651,1008.0525946617126,17.436134,-1.1848568,16.411207,19.225239,8.654644e-08,0.0017812506,0.14999999,0.7818928,741
1.1041897e-09,1.0178534,2125.3506,14.5356455,17.436134,-1.0,-1.8398901,28.61189,,5.507157,2.8643541,14840,,-0.7455668,1009.6313445568085,17.436134,-1.186203,3.538466,19.225239,3.807247e-30,1.9262349e-11,0.14999999,-1.0402061,742
1.1012194e-09,1.0571414,2125.5547,14.539227,17.436134,-0.21212122,-0.5213362,28.609558,,4.232354,2.860773,14860,,-0.7452434,1011.4814746379852,17.436134,-1.1875498,17.196058,19.225239,1.0797222e-06,1.0156051,0.14999999,-0.39558762,743
1.0982613e-09,0.9436526,2125.6445,14.542951,17.436134,-0.47474748,-0.37355018,28.60384,,4.033125,2.857049,14880,,-0.74466926,1013.4499664306641,17.436134,-1.1875288,17.308817,19.225239,3.3618145,0.0058104843,0.14999999,-0.32162225,744
1.0953147e-09,1.032237,2125.873,14.546479,17.436134,-0.3131313,-0.35337052,28.60469,,3.7916257,2.8535204,14900,,-0.744221,1014.9962546825409,17.436134,-1.1888642,17.172682,19.225239,3.7808537,0.20060678,0.14999999,-0.37756675,745
1.0923802e-09,1.018553,2125.9932,14.550142,17.436134,-1.0,-0.3596413,28.591478,,5.496052,2.8498573,14920,,-0.74366415,1016.5617568492889,17.436134,-1.1899364,17.278313,19.225239,0.0006950118,1.9334385e-11,0.14999999,-0.9527297,746
1.0894574e-09,1.0120769,2126.1494,14.553749,17.436134,-0.35353535,-0.30472234,28.584978,,3.7905765,2.8462505,14940,,-0.7430541,1018.13813829422,17.436134,-1.191276,17.244564,19.225239,0.0012363063,0.092527315,0.14999999,-0.39660245,747
1.0865465e-09,0.9897921,2126.3076,14.5573435,17.436134,-0.3939394,-0.3655106,28.56855,,3.8385491,2.8426561,14960,,-0.74253476,1019.6889102458954,17.436134,-1.1924899,17.242489,19.225239,3.8325658,0.039642762,0.14999999,-0.2503068,748
1.0836471e-09,1.0431147,2126.6943,14.560621,17.436134,-0.2929293,-0.37953633,28.554077,,3.7879326,2.8393784,14980,,-0.74206537,1021.232666015625,17.436134,-1.1937729,17.012737,19.225239,3.7335038,0.289216,0.14999999,-0.41054586,749
1.0807593e-09,1.0181332,2126.745,14.56434,17.436134,-1.0,-0.3662757,28.552347,,5.485111,2.83566,15000,,-0.7415086,1022.7776148319244,17.436134,-1.1947211,17.350266,19.225239,0.001700569,1.9427132e-11,0.14999999,-0.88460666,750
1.077883e-09,1.0030577,2126.8438,14.567984,17.436134,-0.37373737,-0.25662425,28.526293,,3.782649,2.832016,15020,,-0.74084115,1024.2923758029938,17.436134,-1.1960535,17.300816,19.225239,0.010410762,0.061371565,0.14999999,-0.31658363,751
1.0750181e-09,1.0135399,2127.0928,14.571419,17.436134,0.33333334,-0.33924684,28.516108,,11.66345,2.8285809,15040,,-0.7403046,1025.8508505821228,17.436134,-1.1973025,17.15106,19.225239,0.00031307584,2.597692,0.14999999,0.54842794,752
1.0721648e-09,1.0360423,2138.127,14.560522,17.436134,-0.3131313,-1.628863,28.513386,,3.74267,2.8394775,15060,,-0.74147326,1027.4095034599304,17.436134,-1.1951829,6.3662176,19.225239,9.2992343e-07,0.20187837,0.14999999,-0.22762859,753
1.0693227e-09,1.0165944,2138.6191,14.563635,17.436134,-1.0,-0.3982764,28.494415,,5.47433,2.8363647,15080,,-0.740972,1028.950968503952,17.436134,-1.196242,16.9066,19.225239,6.9249504e-06,1.9456686e-11,0.14999999,-1.0582644,754
1.0664919e-09,1.0512685,2138.8262,14.567118,17.436134,-0.27272728,-0.59135294,28.493752,,3.8235316,2.832882,15100,,-0.7407542,1030.5208749771118,17.436134,-1.1975675,17.193865,19.225239,5.324964e-06,0.40901387,0.14999999,-0.396159,755
1.0636723e-09,0.93070865,2138.9111,14.570752,17.436134,-0.5151515,-0.35389954,28.480795,,4.059407,2.8292475,15120,,-0.7401764,1032.0885920524597,17.436134,-1.1983495,17.313902,19.225239,2.7660816,0.0020218468,0.14999999,-0.38734275,756
1.060864e-09,1.0296911,2139.003,14.5743685,17.436134,-0.33333334,-0.3473439,28.496773,,3.7112446,2.8256311,15140,,-0.7397504,1033.6609389781952,17.436134,-1.1996686,17.309454,19.225239,3.5278997,0.13880815,0.14999999,-0.20741671,757
1.0580667e-09,1.0173718,2139.5547,14.577369,17.436134,-1.0,-0.42275178,28.476192,,5.463703,2.822631,15160,,-0.7392947,1035.2332651615143,17.436134,-1.2008054,16.848473,19.225239,3.5138146e-06,1.9545695e-11,0.14999999,-0.97178966,758
1.0552804e-09,1.0536214,2139.7227,14.580866,17.436134,-0.27272728,-0.3365092,28.47059,,3.8037143,2.8191338,15180,,-0.7387435,1036.7960267066956,17.436134,-1.2021238,17.232096,19.225239,7.155468e-05,0.4108817,0.14999999,0.06855872,759
1.0525052e-09,0.9552127,2148.0605,14.573605,17.436134,0.09090909,-1.1345836,28.501934,,9.0870695,2.826395,15200,,-0.73919547,1039.2889649868011,17.436134,-1.2028992,9.061858,19.225239,8.17977,8.843178,0.14999999,-0.15743117,760
1.049741e-09,1.0105742,2148.8633,14.576263,17.436134,-0.83838385,-0.51565874,28.44688,,3.4936628,2.8237362,15220,,-0.73896456,1042.1115229129791,17.436134,-1.1926455,16.59638,19.225239,0.00014915437,2.907986e-08,0.14999999,-0.90181863,761
1.0469877e-09,1.0181549,2148.9756,14.579822,17.436134,-1.0,-0.26421246,28.448174,,5.452132,2.820178,15240,,-0.7383292,1044.2670357227325,17.436134,-1.1939588,17.288538,19.225239,2.7959757,1.9412316e-11,0.14999999,-0.88803846,762
1.0442451e-09,1.0126117,2149.0908,14.583367,17.436134,-0.83838385,-0.2582255,28.438747,,3.4786701,2.8166323,15260,,-0.7376784,1045.8227055072784,17.436134,-1.1952703,17.284836,19.225239,3.2596385,2.9156281e-08,0.14999999,-0.93627435,763
1.0415132e-09,1.0601951,2149.2324,14.586868,17.436134,-0.23232323,-0.28253046,28.435162,,4.026464,2.8131313,15280,,-0.7370676,1047.3812963962555,17.436134,-1.19658,17.257486,19.225239,5.8210167e-05,0.7680894,0.14999999,-0.17633119,764
1.0387922e-09,1.0613754,2150.0342,14.589498,17.436134,-0.21212122,-0.476268,28.415274,,4.1706495,2.810502,15300,,-0.73665005,1049.2079055309296,17.436134,-1.1968832,16.59919,19.225239,4.161953,1.0251285,0.14999999,-0.2812187,765
1.0360817e-09,1.0127404,2150.4355,14.592642,17.436134,-0.83838385,-0.3396738,28.40914,,3.4764876,2.8073578,15320,,-0.7360535,1050.6821167469025,17.436134,-1.1968504,16.998295,19.225239,0.0037700878,2.9202363e-08,0.14999999,-0.6486617,766
1.0333818e-09,1.0037837,2150.4727,14.596254,17.436134,0.61616164,-0.40948984,28.400723,,14.898987,2.8037453,15340,,-0.7356126,1052.5804233551025,17.436134,-1.198155,17.362879,19.225239,1.4561908e-15,0.023088058,0.14999999,0.678969,767
1.0306924e-09,1.0547303,2162.9648,14.583638,17.436134,-0.27272728,-1.7567456,28.3974,,3.7906785,2.8163614,15360,,-0.736945,1054.469515323639,17.436134,-1.1994278,4.907418,19.225239,2.7964974e-08,0.4097755,0.14999999,-0.46243703,768
1.0280136e-09,0.92460656,2162.996,14.587261,17.436134,-0.53535354,-0.39441797,28.408998,,4.1001573,2.8127384,15380,,-0.73643035,1056.5425307750702,17.436134,-1.2001957,17.36884,19.225239,3.5059023,0.0011565158,0.14999999,-0.5560266,769
1.0253451e-09,0.9221575,2163.037,14.590861,17.436134,-0.57575756,-0.43240705,28.397802,,4.1022506,2.8091383,15400,,-0.7361345,1058.45476770401,17.436134,-1.2014937,17.359188,19.225239,4.063063,0.0003575089,0.14999999,-0.3969207,770
1.0226872e-09,0.99640393,2163.166,14.5943365,17.436134,-0.3939394,-0.3478557,28.40244,,3.7731895,2.805663,15420,,-0.7357332,1060.3628947734833,17.436134,-1.2027911,17.270563,19.225239,3.7653456,0.04005325,0.14999999,-0.39632234,771
1.0200393e-09,0.9977422,2163.2197,14.597901,17.436134,-0.3939394,-0.34395838,28.388716,,3.7596838,2.8020983,15440,,-0.73523176,1062.2438077926636,17.436134,-1.2040354,17.34657,19.225239,3.7509668,0.040103108,0.14999999,-0.4353785,772
1.0174019e-09,0.98666257,2163.293,14.601431,17.436134,-0.41414142,-0.3641862,28.374567,,3.7935102,2.7985687,15460,,-0.73475623,1063.7693853378296,17.436134,-1.2052779,17.325865,19.225239,3.7899208,0.025561403,0.14999999,-0.27825475,773
1.0147746e-09,1.0431145,2163.6875,14.604538,17.436134,-0.3131313,-0.3346895,28.354073,,3.6645494,2.7954617,15480,,-0.73425806,1065.1709337234497,17.436134,-1.2065377,17.005402,19.225239,3.6177075,0.20418373,0.14999999,-0.36978126,774
1.0121575e-09,1.0023663,2163.8516,14.607933,17.436134,0.8181818,-0.3219394,28.345009,,18.164227,2.7920666,15500,,-0.7336719,1067.3547234535217,17.436134,-1.2075651,17.237068,19.225239,8.80272e-14,9.05234e-05,0.14999999,0.692319,775
1.0095504e-09,1.0147249,2176.5107,14.595218,17.436134,-1.0,-1.7664582,28.344364,,5.510661,2.804782,15520,,-0.7350098,1069.5379691123962,17.436134,-1.2088544,4.740742,19.225239,3.5653042e-27,1.9703654e-11,0.14999999,-1.081459,776
1.0069535e-09,1.0242624,2176.7197,14.598558,17.436134,-0.35353535,-0.7033393,28.339073,,3.6641788,2.8014412,15540,,-0.73495233,1072.3003396987915,17.436134,-1.2101423,17.191858,19.225239,4.1350235e-05,0.09428951,0.14999999,-0.49292147,777
1.0043667e-09,1.0159638,2176.746,14.602125,17.436134,-1.0,-0.39705467,28.333836,,5.485906,2.7978745,15560,,-0.73448837,1074.0991020202637,17.436134,-1.211307,17.372952,19.225239,0.013053041,1.9752044e-11,0.14999999,-1.1408248,778
1.0017897e-09,1.0176015,2176.957,14.605446,17.436134,-1.0,-1.0593799,28.32977,,5.454496,2.7945538,15580,,-0.7348871,1075.5337002277374,17.436134,-1.2125916,17.189491,19.225239,4.9374976,1.9777414e-11,0.14999999,-1.2298259,779
9.992226e-10,1.0195724,2177.1582,14.608771,17.436134,-1.0,-1.8436525,28.331793,,5.423524,2.7912283,15600,,-0.7362882,1077.0339679718018,17.436134,-1.2138745,17.19898,19.225239,5.196876,1.9802817e-11,0.14999999,-0.9829811,780
9.966655e-10,0.95346886,2177.3447,14.612106,17.436134,-0.47474748,-0.35251838,28.322819,,3.9435499,2.7878933,15620,,-0.73577386,1078.4170379638672,17.436134,-1.2151557,17.212812,19.225239,0.012163297,0.005973246,0.14999999,-0.5448438,781
9.94118e-10,0.92652875,2177.3623,14.615649,17.436134,-0.5555556,-0.42203018,28.314491,,4.070103,2.7843504,15640,,-0.7354335,1080.1599307060242,17.436134,-1.2164277,17.383352,19.225239,4.045729,0.0006590596,0.14999999,-0.70131874,782
9.915805e-10,1.0199113,2177.3555,14.619213,17.436134,-1.0,-0.3737267,28.307487,,5.406787,2.7807865,15660,,-0.7350666,1081.73969912529,17.436134,-1.2177048,17.406214,19.225239,0.53230023,1.9878807e-11,0.14999999,-0.9156732,783
9.890524e-10,0.9295885,2177.4863,14.622594,17.436134,-0.6363636,-0.26779282,28.285765,,4.0330906,2.7774057,15680,,-0.7344473,1083.2330121994019,17.436134,-1.2189811,17.269453,19.225239,0.61405766,5.446963e-05,0.14999999,-0.75478256,784
9.865342e-10,1.0029421,2177.5234,14.626084,17.436134,-0.8181818,-0.3270097,28.280493,,3.532554,2.7739153,15700,,-0.7340192,1084.5326960086823,17.436134,-1.2202557,17.362864,19.225239,3.3732264,6.872973e-08,0.14999999,-0.8720796,785
9.840255e-10,1.020011,2177.621,14.629489,17.436134,-1.0,-0.2558844,28.27232,,5.3896694,2.7705107,15720,,-0.7334085,1086.0677337646484,17.436134,-1.2215288,17.301851,19.225239,2.3879368,1.9954973e-11,0.14999999,-1.0190963,786
9.815264e-10,1.0205898,2177.8232,14.632753,17.436134,-1.0,-0.43783677,28.251297,,5.3597736,2.7672462,15740,,-0.73300964,1088.2420601844788,17.436134,-1.2228003,17.19865,19.225239,4.0874224,1.9980339e-11,0.14999999,-0.76785636,787
9.790369e-10,1.0051445,2177.8652,14.63621,17.436134,-0.8181818,-0.31273013,28.271725,,3.5169263,2.7637892,15760,,-0.7324522,1090.3750703334808,17.436134,-1.2240701,17.356018,19.225239,3.437108,6.8992414e-08,0.14999999,-0.7962566,788
9.76557e-10,0.99861753,2177.913,14.639653,17.436134,-0.7979798,-0.28634608,28.258663,,3.5621104,2.7603464,15780,,-0.7318817,1092.5437207221985,17.436134,-1.2253383,17.35343,19.225239,3.5411854,1.5596837e-07,0.14999999,-0.8086029,789
9.740861e-10,1.0204798,2177.955,14.643095,17.436134,0.45454547,-0.27414373,28.254698,,13.041076,2.7569046,15800,,-0.73130524,1094.7176735401154,17.436134,-1.2266049,17.357998,19.225239,1.3973367e-15,0.54592186,0.14999999,0.6051579,790
9.716247e-10,1.0073583,2189.585,14.631877,17.436134,-0.8181818,-1.6956784,28.24688,,3.498989,2.7681227,15820,,-0.7325054,1096.5375571250916,17.436134,-1.2271792,5.7703824,19.225239,4.0676545e-19,6.9207246e-08,0.14999999,-0.7034726,791
9.691727e-10,0.9392806,2189.624,14.635323,17.436134,-0.65656567,-0.36207575,28.26196,,3.9736261,2.764677,15840,,-0.7320296,1098.505943775177,17.436134,-1.2284427,17.360447,19.225239,3.6377397,2.8157914e-05,0.14999999,-0.70266306,792
9.667299e-10,0.94843656,2189.6445,14.6387825,17.436134,-0.67676765,-0.3594342,28.24667,,3.9103866,2.761217,15860,,-0.7316375,1099.5023758411407,17.436134,-1.2297044,17.379642,19.225239,3.753595,1.4177767e-05,0.14999999,-0.7430841,793
9.642963e-10,1.0033103,2189.6748,14.642222,17.436134,-0.7979798,-0.32116723,28.245512,,3.5289762,2.7577772,15880,,-0.73118675,1101.3429749011993,17.436134,-1.2309647,17.370054,19.225239,3.429386,1.5684843e-07,0.14999999,-0.690183,794
9.618719e-10,0.95238644,2189.6816,14.645683,17.436134,0.030303031,-0.3636155,28.246235,,8.268901,2.7543163,15900,,-0.7307215,1102.4031853675842,17.436134,-1.2322233,17.39374,19.225239,3.7402846e-05,8.2128935,0.14999999,0.026007688,795
9.594567e-10,0.9515065,2197.9824,14.638715,17.436134,-0.67676765,-1.0443243,28.238144,,3.8931324,2.7612848,15920,,-0.73117834,1103.9259779453278,17.436134,-1.2232027,9.098495,19.225239,0.00012936135,1.4085894e-05,0.14999999,-0.6827474,796
9.570505e-10,0.9618664,2197.9922,14.642168,17.436134,-0.6969697,-0.36718473,28.227022,,3.8229458,2.7578316,15940,,-0.73078364,1105.0838453769684,17.436134,-1.2244581,17.39052,19.225239,3.8223722,6.9648218e-06,0.14999999,-0.5978713,797
9.546535e-10,0.9467793,2197.9746,14.645645,17.436134,-0.65656567,-0.41027242,28.210117,,3.9154975,2.7543545,15960,,-0.73043114,1106.6451466083527,17.436134,-1.2257121,17.416634,19.225239,3.713214,2.8081111e-05,0.14999999,-0.5613507,798
9.522653e-10,0.9459331,2197.9727,14.649096,17.436134,-0.4949495,-0.41198695,28.217962,,3.961787,2.750904,15980,,-0.7301003,1108.2499475479126,17.436134,-1.2269644,17.401802,19.225239,3.6407435,0.0035784626,0.14999999,-0.5948215,799
9.498861e-10,0.9439167,2197.9727,14.6525345,17.436134,-0.6363636,-0.4049463,28.215147,,3.9348836,2.7474651,16000,,-0.7297625,1110.3805892467499,17.436134,-1.2282107,17.400711,19.225239,3.837334,5.497469e-05,0.14999999,-0.6817285,800
9.475157e-10,0.95885354,2197.9912,14.65594,17.436134,-0.67676765,-0.3567313,28.200974,,3.833082,2.7440596,16020,,-0.72936803,1112.5213220119476,17.436134,-1.2294598,17.380299,19.225239,3.797587,1.4174306e-05,0.14999999,-0.62818754,801
9.451544e-10,0.94715464,2197.9893,14.659365,17.436134,-0.6363636,-0.38602653,28.190872,,3.907302,2.740635,16040,,-0.72899246,1114.111215353012,17.436134,-1.2307074,17.403318,19.225239,3.9068153,5.511212e-05,0.14999999,-0.5000167,802
9.428018e-10,0.95744395,2197.9932,14.662772,17.436134,-0.47474748,-0.38993773,28.206604,,3.8971465,2.7372274,16060,,-0.7286372,1115.6483478546143,17.436134,-1.2319535,17.39509,19.225239,3.8726137,0.0060744323,0.14999999,-0.56439424,803
9.404579e-10,0.9423373,2197.9766,14.666198,17.436134,-0.53535354,-0.39694428,28.191982,,3.949835,2.7338018,16080,,-0.7282787,1117.1844692230225,17.436134,-1.2331905,17.417816,19.225239,3.8821316,0.0011953113,0.14999999,-0.4677075,804
9.381228e-10,0.9602302,2198.045,14.66951,17.436134,-0.47474748,-0.37030777,28.180851,,3.8703325,2.7304897,16100,,-0.7279069,1118.7615795135498,17.436134,-1.234432,17.331455,19.225239,3.8473628,0.006089504,0.14999999,-0.4265235,805
9.357964e-10,0.9894792,2198.163,14.6727495,17.436134,-0.41414142,-0.3486909,28.169102,,3.7570972,2.72725,16120,,-0.7274869,1120.2997636795044,17.436134,-1.2356659,17.280788,19.225239,3.756416,0.026350083,0.14999999,-0.7937627,806
9.334787e-10,1.0222645,2198.208,14.676074,17.436134,1.0,-0.2707416,28.170372,,35.51211,2.7239256,16140,,-0.72693515,1122.765596628189,17.436134,-1.2368731,17.355917,19.225239,3.0869084e-31,1.337569e-07,0.14999999,0.9488605,807
9.311696e-10,1.0052838,2214.7002,14.659034,17.436134,-0.7979798,-2.0846596,28.16536,,3.4963021,2.7409658,16160,,-0.72860515,1124.9721686840057,17.436134,-1.2381115,0.9074034,19.225239,7.5971665e-29,1.5797342e-07,0.14999999,-0.8759822,808
9.28869e-10,0.9786659,2214.8037,14.662294,17.436134,-0.030303031,-0.24570175,28.14339,,7.1564035,2.7377052,16180,,-0.7280029,1127.0127503871918,17.436134,-1.2393484,17.29674,19.225239,4.2598717e-07,6.3364367,0.14999999,0.07349166,809
9.265768e-10,1.0113522,2223.1484,14.655373,17.436134,-0.8181818,-1.1751422,28.142546,,3.4496188,2.744627,16200,,-0.728584,1128.5661137104034,17.436134,-1.2327818,9.055479,19.225239,1.8274835e-07,6.9596155e-08,0.14999999,-0.6215,810
