IWMin,ReturnMin,ReturnLastEpisode,ReturnMean,IWFirstEpisode,DenMISELogFirst,IWMean,Regret,ReturnAbsMax,IWLastEpisode,DenMISEMeanLog,Regret/t,LQGmu1_actor,IWMax,LQGmu1_higher,DenMISELogLast,ReturnMax,LQGsigma_higher,ReturnStepMax,TimestepsSoFar,TimeElapsed,Bound,Delta,Iteration
,,9.285846,9.285846,3.7140502e-10,0.72917217,3.7140502e-10,8.114154,9.285846,3.7140502e-10,0.72917217,8.114154,1.1489068,3.7140502e-10,1.0,0.72917217,9.285846,0.14999999,10.190783,20,0.05646324157714844,21024425000000.0,0.0006079271,1
,,,4.642923,4.4139437e-10,0.036025006,2.2069718e-10,25.514153,9.285846,,-0.085839756,12.757076,-0.81920063,4.4139437e-10,-1.0,-0.20770451,9.285846,0.14999999,10.190783,40,1.4599800109863281,3159289900.0,0.00015198177,2
,,17.34212,8.875988,0.043883625,-0.3694401,0.014664258,25.572033,17.34212,1.3631462e-15,-0.6098096,8.524012,0.44210437,0.043883625,0.45454547,-0.846819,17.34212,0.14999999,19.13152,60,2.3770968914031982,54515.332,6.754746e-05,3
,,7.3250914,8.488264,0.0045927516,-0.64260024,0.44235125,35.646942,17.34212,9.922342e-10,-0.7717536,8.911736,-0.20881829,1.7648122,-0.5555556,-0.4090978,17.34212,0.14999999,19.13152,80,3.367888927459717,6091.159,3.7995444e-05,4
,,16.834902,10.157592,3.42617,-0.86459625,0.93019617,36.21204,17.34212,0.23893748,-0.8842333,7.242408,0.2273643,3.42617,0.17171717,-0.8082037,17.34212,0.14999999,19.13152,100,5.134839057922363,392.67715,2.4317082e-05,5
,,8.633992,9.903659,5.8845297e-05,-0.5250134,0.18523355,44.978043,17.34212,0.021603404,-0.85041696,7.4963408,0.92197585,0.9337008,0.7171717,-0.5182774,17.34212,0.14999999,19.13152,120,6.857968807220459,367.4989,1.6886865e-05,6
,,1.3653386,8.683898,0.40684938,-0.6791542,0.87350005,61.012707,17.34212,3.4005787e-15,-0.9397558,8.716102,-0.4170132,5.649931,-0.33333334,-0.72479635,17.34212,0.14999999,19.13152,140,7.798296213150024,241.84607,1.2406674e-05,7
,,17.374601,9.770236,6.7102023e-06,-0.7561906,1.4053724,61.03811,17.374601,0.2743736,-0.9346697,7.6297636,-0.79007477,10.964809,-0.7777778,-0.62080073,17.374601,0.14999999,19.160923,160,9.142976760864258,243.0641,9.498861e-06,8
,,17.36239,10.613809,0.7818977,-0.87397283,1.217876,61.075714,17.374601,9.637547e-12,-0.9138448,6.786191,0.16954073,5.6642714,0.3131313,-0.70232207,17.374601,0.14999999,19.160923,180,10.653806447982788,124.86183,7.505273e-06,9
,,8.842948,10.436724,6.4296765,-0.8960244,1.3544608,69.63277,17.374601,3.2487373,-0.8825143,6.963276,0.15466763,6.4296765,0.030303031,-0.6309103,17.374601,0.14999999,19.160923,200,11.58826208114624,123.79906,6.0792704e-06,10
,,8.886851,10.295825,4.188089e-07,-0.49483046,0.9724724,78.14592,17.374601,6.847847e-05,-0.8261972,7.1041746,0.7834656,7.8889256,0.85858583,-0.44396067,17.374601,0.14999999,19.160923,220,12.601502180099487,117.96175,5.0241906e-06,11
,,3.5160496,9.730844,6.293041e-07,-0.58184177,1.1736369,92.02986,17.374601,2.203177e-25,-0.8313001,7.669156,-0.7244122,7.1489444,-0.83838385,-0.700346,17.374601,0.14999999,19.160923,240,14.017133474349976,118.23134,4.221716e-06,12
,,17.38205,10.319398,1.1694052,-0.6618844,0.94698864,92.04782,17.38205,0.037844773,-0.8234217,7.0806017,-0.2550284,6.6618204,-0.25252524,-0.6959415,17.38205,0.14999999,19.170351,260,14.920955419540405,115.59732,3.5972016e-06,13
,,17.061138,10.800951,0.0037369744,-0.6498567,0.5641561,92.38667,17.38205,1.0996127e-06,-0.82182014,6.5990486,0.61671215,4.445603,0.57575756,-0.63916624,17.38205,0.14999999,19.170351,280,15.874082565307617,111.10128,3.1016684e-06,14
,,5.641845,10.457011,0.0017437523,-0.7185827,0.8305741,104.14484,17.38205,3.4733436e-14,-0.8448803,6.9429884,-0.5474017,4.253102,-0.5959596,-0.710145,17.38205,0.14999999,19.170351,300,16.837743043899536,110.31851,2.7018984e-06,15
,,17.357224,10.888273,0.07847857,-0.78300494,0.9892765,104.18762,17.38205,4.1018505,-0.85015935,6.5117264,-0.47466457,5.7956657,-0.43434343,-0.71730524,17.38205,0.14999999,19.170351,320,17.796348571777344,100.56653,2.3747152e-06,16
,,17.313362,11.26622,1.0585977e-09,-0.83873665,0.33999437,104.27425,17.38205,0.009817155,-0.8362424,6.1337795,-0.9717655,2.7178645,-1.0,-0.5310242,17.38205,0.14999999,19.170351,340,18.829896926879883,97.88706,2.103554e-06,17
,,17.2248,11.597253,1.8862762e-09,-0.89589506,1.3172667,104.44943,17.38205,1.7255138e-37,-0.86867803,5.802747,0.9563142,14.077288,1.0,-0.7685865,17.38205,0.14999999,19.170351,360,19.96869969367981,92.998665,1.8763183e-06,18
,,0.77811223,11.027824,4.291608,-0.9499623,1.3745505,121.07135,17.38205,3.4951922e-06,-0.86398137,6.372175,0.08628599,7.040223,0.15151516,-0.8510655,17.38205,0.14999999,19.170351,380,21.09950351715088,92.7966,1.6840087e-06,19
,,9.036866,10.928276,5.320825e-05,-0.79760146,1.0972421,129.43448,17.38205,3.244483e-06,-0.846114,6.4717236,-0.9103405,5.746427,-0.7171717,-0.72869587,17.38205,0.14999999,19.170351,400,21.96110224723816,92.4944,1.5198176e-06,20
,,17.275942,11.230546,4.081454,-0.84638894,0.9326541,129.55853,17.38205,7.568091e-06,-0.83891517,6.1694536,-0.19794065,5.6601515,-0.13131313,-0.716552,17.38205,0.14999999,19.170351,420,22.4847629070282,91.36261,1.3785193e-06,21
,,16.766771,11.482192,0.15591744,-0.7153027,1.0119132,130.19176,17.38205,2.270116,-0.837775,5.9178076,-0.57654023,5.3881364,-0.3939394,-0.69532776,17.38205,0.14999999,19.170351,440,22.926483869552612,84.88122,1.2560477e-06,22
,,17.374237,11.738369,0.1986931,-0.75269234,0.7988605,130.2175,17.38205,3.9087795e-09,-0.82892996,5.6616306,0.106028795,7.4186006,0.3939394,-0.5913514,17.38205,0.14999999,19.170351,460,23.370088815689087,85.056145,1.1492007e-06,23
,,9.002297,11.624366,1.0048691e-09,-0.7866502,0.7519118,138.6152,17.38205,9.115913e-12,-0.83736134,5.775634,-1.2629979,6.9852324,-1.0,-0.78526014,17.38205,0.14999999,19.170351,480,24.408299922943115,84.92702,1.055429e-06,24
,,17.19671,11.8472595,0.00014945124,-0.8274722,0.8045417,138.81851,17.38205,3.1467878e-36,-0.9212771,5.55274,0.61423725,7.032521,0.6969697,-2.6412153,17.38205,0.14999999,19.170351,500,25.162564516067505,84.32509,9.726833e-07,25
,,5.6695824,11.609656,6.3247333,-0.86668694,1.2399356,150.54892,17.38205,0.0019432129,-0.9296875,5.7903433,-0.22230786,6.3247333,0.01010101,-0.8890866,17.38205,0.14999999,19.170351,520,25.804457664489746,80.869125,8.993004e-07,26
,,16.8573,11.804014,0.00055276166,-0.6866911,1.0233035,151.09161,17.38205,0.12121168,-0.9158134,5.5959854,-0.5338452,5.1881113,-0.6363636,-0.7214281,17.38205,0.14999999,19.170351,540,26.778757095336914,80.65855,8.3391916e-07,27
,,17.372076,12.002873,1.5535951,-0.7230383,1.0960246,151.11954,17.38205,0.65521216,-0.9060566,5.397126,0.034924388,5.636532,-0.23232323,-0.6193672,17.38205,0.14999999,19.170351,560,27.602367877960205,80.25519,7.754171e-07,28
,,9.093548,11.902552,9.252751e-10,-0.70412874,0.91464,159.42596,17.38205,2.524356e-10,-0.89850914,5.497448,-0.98980266,9.304615,-1.0,-0.72347945,17.38205,0.14999999,19.170351,580,28.15670609474182,77.21578,7.2286224e-07,29
,,17.211802,12.079527,0.021125987,-0.73803025,1.028787,159.6142,17.38205,0.024695288,-0.8990556,5.3204727,-0.7041217,5.116814,-0.4949495,-0.7624464,17.38205,0.14999999,19.170351,600,28.623456716537476,75.30359,6.754746e-07,30
,,17.388447,12.250782,1.6065338e-06,-0.77011615,1.0688351,159.62573,17.388447,3.7621515,-0.8910999,5.1492176,-0.6688195,5.289585,-0.8181818,-0.6359141,17.388447,0.14999999,19.177359,620,29.21939992904663,76.89256,6.325984e-07,31
,,17.353771,12.41025,1.8970923,-0.8018648,1.1136701,159.672,17.388447,6.7145166e-08,-0.8797711,4.98975,0.25725466,7.0474796,0.23232323,-0.5511488,17.388447,0.14999999,19.177359,640,29.676207065582275,75.53267,5.936788e-07,32
,,8.502108,12.291822,1.671553e-09,-0.77504313,1.0907127,168.56989,17.388447,2.8777427e-05,-0.8765458,5.108177,0.7432527,14.371876,1.0,-0.8252488,17.388447,0.14999999,19.177359,660,30.80636715888977,74.56118,5.582434e-07,33
,,4.075019,12.050151,0.007213408,-0.80489606,0.87778956,181.89484,17.388447,3.7394567,-0.8848652,5.3498487,0.48582792,7.6926208,0.5555556,-1.1236523,17.388447,0.14999999,19.177359,680,31.88507318496704,74.575775,5.258885e-07,34
