IWMin,DenMISEMeanLog,Bound,ReturnLastEpisode,Delta,LQGsigma_higher,DenMISELogLast,TimeElapsed,Iteration,ReturnMax,TimestepsSoFar,ReturnAbsMax,LQGmu1_higher,IWLastEpisode,Regret,IWMax,ReturnMean,IWFirstEpisode,DenMISELogFirst,IWMean,ReturnStepMax,LQGmu1_actor,Regret/t,ReturnMin
,-0.7585833,112.61888,17.237078,2.7018984e-06,0.14999999,-0.8100655,13.035851240158081,15,17.3867,300,17.3867,-0.41414142,0.007664809,96.5838,7.5583477,10.96108,0.055067323,-0.79504615,0.88556725,19.176054,-0.4349688,6.43892,
,-0.7674084,104.63933,17.3042,2.3747152e-06,0.14999999,-0.6896017,13.796329975128174,16,17.3867,320,17.3867,-0.1919192,1.4262481,96.679596,5.2887135,11.357525,1.8095442,-0.85592026,0.6566021,19.176054,-0.45153052,6.0424747,
,-0.7834311,96.23071,17.348164,2.103554e-06,0.14999999,-0.66649425,14.55630350112915,17,17.3867,340,17.3867,-0.5151515,4.7338004,96.731415,5.090272,11.709916,0.0056838826,-0.8093991,1.3405244,19.176054,-0.23518291,5.6900835,
,-0.7644525,96.11288,16.982004,1.8763183e-06,0.14999999,-0.6718823,15.307311534881592,18,17.3867,360,17.3867,-1.0,1.17845575e-05,97.149414,6.906651,12.00281,1.8793873e-10,-0.8662232,0.7384793,19.176054,-1.3016491,5.39719,
,-0.9089498,93.63902,17.197287,1.6840087e-06,0.14999999,-3.189217,16.059677362442017,19,17.3867,380,17.3867,1.0,,97.35214,6.9703674,12.276203,1.0267529e-08,-0.92029047,0.7211882,19.176054,1.1074823,5.1237965,
,-0.95160705,88.81511,,1.5198176e-06,0.14999999,-1.4102882,16.819546699523926,20,17.3867,400,17.3867,-0.75757575,2.9301695e-33,114.75214,5.3525505,11.662394,4.3612517e-06,-0.9715837,0.99675226,19.176054,-0.83848983,5.737606,
,-0.9351221,88.323944,17.329048,1.3785193e-06,0.14999999,-0.54118335,17.577640533447266,21,17.3867,420,17.3867,0.23232323,3.9231462e-11,114.82309,3.366132,11.932234,3.366132,-1.0203737,0.54711354,19.176054,0.012043461,5.467766,
,-0.9558151,87.65176,9.438742,1.2560477e-06,0.14999999,-0.9313283,18.35702395439148,22,17.3867,440,17.3867,-0.25252524,1.4247978,122.78433,6.303677,11.818893,0.9391363,-0.918222,0.92743516,19.176054,-0.45873016,5.581106,
,-0.9455515,87.870804,17.371443,1.1492007e-06,0.14999999,-0.6014354,19.12620449066162,23,17.3867,460,17.3867,0.61616164,3.43035e-11,122.8129,7.886173,12.060308,0.004674302,-0.9208718,1.3522815,19.176054,0.53956693,5.339691,
,-0.93177706,85.52733,6.453993,1.055429e-06,0.14999999,-0.8432611,19.88753581047058,24,17.3867,480,17.3867,0.01010101,0.0121770045,133.75891,6.914344,11.826711,6.788763,-0.96322817,0.86577797,19.176054,0.06168337,5.573289,
,-0.93317527,85.67311,9.071052,9.726833e-07,0.14999999,-0.7618416,20.66235375404358,25,17.3867,500,17.3867,-1.0,7.539796e-11,142.08786,11.190602,11.716486,1.6814841e-10,-0.7549542,1.0676823,19.176054,-1.006937,5.6835136,
,-0.9293144,82.443375,17.195572,8.993004e-07,0.14999999,-0.795512,21.424045085906982,26,17.3867,520,17.3867,-0.45454547,0.006690168,142.29227,5.475954,11.92722,0.023289237,-0.7941749,1.1804322,19.176054,-0.41894245,5.4727793,
,-0.9122811,80.43538,17.266304,8.3391916e-07,0.14999999,-0.57446915,22.182801246643066,27,17.3867,540,17.3867,0.43434343,4.440715e-07,142.42596,7.1744337,12.124964,0.20807868,-0.8310199,1.2599918,19.176054,0.44267565,5.275036,
,-0.9022643,78.35094,7.3204894,7.754171e-07,0.14999999,-0.7917639,22.936872005462646,28,17.3867,560,17.3867,0.7979798,0.3550805,152.50546,6.8635526,11.953376,2.077502e-05,-0.85971045,0.8594321,19.176054,0.91159594,5.446624,
,-0.91176,78.13266,1.5386212,7.2286224e-07,0.14999999,-0.99166733,23.71132230758667,29,17.3867,580,17.3867,-0.75757575,9.258532e-27,168.36688,5.638895,11.594245,4.038918e-06,-0.8948011,0.9882006,19.176054,-0.65142506,5.8057547,
,-0.90403014,76.282585,17.419516,6.754746e-07,0.14999999,-0.623541,24.44948673248291,30,17.419516,600,17.419516,-0.5555556,4.0449896,168.34735,5.0156364,11.788422,0.002261108,-0.9287025,1.1651379,19.208263,-0.6254552,5.611578,
,-0.88791955,75.381676,17.377426,6.325984e-07,0.14999999,-0.52152,25.220505475997925,31,17.419516,620,17.419516,-1.0,0.19835113,168.36987,9.554474,11.968713,2.0670857e-10,-0.9614169,0.9938826,19.208263,-1.010362,5.431287,
,-0.8863312,74.52445,17.197807,5.936788e-07,0.14999999,-0.760975,25.989103317260742,32,17.419516,640,17.419516,-0.09090909,3.9483975e-08,168.57211,6.8688993,12.132121,4.780272,-0.9931656,0.85334367,19.208263,-0.02730351,5.2678785,
,-0.8900847,72.84981,12.943949,5.582434e-07,0.14999999,-0.8191994,26.759623527526855,33,17.419516,660,17.419516,-0.33333334,0.75289834,173.0282,4.592987,12.156722,0.27041185,-0.88471156,0.9237949,19.208263,-0.2550274,5.2432775,
,-0.886005,72.9234,17.0141,5.258885e-07,0.14999999,-0.64547884,27.533732414245605,34,17.419516,680,17.419516,0.13131313,0.18392861,173.41406,6.028617,12.299585,5.5662203,-0.9064036,0.7395654,19.208263,0.04270166,5.1004143,
,-0.8912976,72.95401,9.113782,4.9626703e-07,0.14999999,-0.7830297,28.290329217910767,35,17.419516,700,17.419516,1.0,8.327659e-09,181.70032,13.820243,12.208562,8.9573255e-09,-0.7837759,1.0161033,19.208263,1.1647832,5.1914377,
,-0.92451787,71.02408,,4.6907957e-07,0.14999999,-2.001578,29.063199758529663,36,17.419516,720,17.419516,-0.67676765,3.669444e-32,199.10028,5.109158,11.869435,5.72989e-05,-0.8119468,1.0318968,19.208263,-0.69167185,5.5305643,
,-0.9147747,70.52219,17.362118,4.4406656e-07,0.14999999,-0.56247413,29.827606916427612,37,17.419516,740,17.419516,0.5151515,4.1037377e-14,199.13818,7.4665527,12.017886,0.044730518,-0.8393442,1.3112059,19.208263,0.47833732,5.3821135,
,-0.90817463,69.78698,7.0214486,4.2100217e-07,0.14999999,-0.88211256,31.35994601249695,38,17.419516,760,17.419516,-1.0,5.198319e-21,209.51672,8.949936,11.886402,1.8767222e-10,-0.86480427,0.9943895,19.208263,-0.9402632,5.5135975,
,-0.9034366,68.3779,17.254831,3.996891e-07,0.14999999,-0.660915,32.49235939979553,39,17.419516,780,17.419516,-0.8181818,3.6983964,209.6619,4.8852,12.024054,4.2746973e-07,-0.89077973,1.0356971,19.208263,-0.73388207,5.375946,
,-0.8939924,68.241684,17.384369,3.799544e-07,0.14999999,-0.5302164,34.008476972579956,40,17.419516,800,17.419516,-0.1919192,0.006612474,209.67755,5.7511888,12.158061,1.9217808,-0.9160975,0.87655294,19.208263,-0.14988878,5.2419386,
,-0.89385474,67.70068,16.464312,3.6164613e-07,0.14999999,-0.74045026,35.362967014312744,41,17.419516,820,17.419516,0.3131313,0.047570713,210.61319,5.160001,12.263092,1.3063278,-0.8938641,0.7624923,19.208263,0.44531548,5.1369076,
,-0.89969116,67.546295,7.299147,3.4462983e-07,0.14999999,-0.88399804,36.512808084487915,42,17.419516,840,17.419516,-0.4949495,1.8893523e-08,220.71405,5.057987,12.144903,0.010055945,-0.88659704,1.0786861,19.208263,-0.30187792,5.2550964,
,-0.89352256,66.89546,17.121658,3.2878697e-07,0.14999999,-0.6789302,37.57927107810974,43,17.419516,860,17.419516,-0.01010101,0.7907686,220.99243,6.420063,12.260641,6.184613,-0.90988815,1.044209,19.208263,-0.20391862,5.1393585,
,-0.8894426,66.894135,16.8553,3.140119e-07,0.14999999,-0.70977724,38.22020959854126,44,17.419516,880,17.419516,-0.2929293,4.5353136,221.53711,5.2598305,12.365066,0.47142562,-0.7984969,1.0545999,19.208263,-0.46776414,5.034934,
,-0.8817492,66.757454,17.349712,3.0021093e-07,0.14999999,-0.5679713,39.49148416519165,45,17.419516,900,17.419516,0.7171717,1.3206687e-13,221.5874,7.0625763,12.475836,0.000256135,-0.81031257,0.84945315,19.208263,0.69788647,4.924164,
,-0.8880497,65.16994,4.670273,2.8730017e-07,0.14999999,-0.99721664,40.578205823898315,46,17.419516,920,17.419516,-0.65656567,1.4215888e-17,234.31708,4.956853,12.3061495,0.00011072632,-0.83228576,1.0727562,19.208263,-0.5844068,5.09385,
,-0.87967503,63.939034,17.395292,2.7520463e-07,0.14999999,-0.5392524,41.67225193977356,47,17.419516,940,17.419516,-0.41414142,2.3945727,234.32184,4.76196,12.414429,0.05839907,-0.85378957,1.1042608,19.208263,-0.39957193,4.985571,
,-0.8704985,63.594448,17.299828,2.6385726e-07,0.14999999,-0.5147002,42.71475839614868,48,17.419516,960,17.419516,-1.0,0.0014758231,234.422,9.076323,12.516208,1.8933076e-10,-0.8736012,0.9160473,19.208263,-1.0356426,4.883792,
,-0.8733786,63.16398,17.1964,2.531974e-07,0.14999999,-0.8873395,43.66901612281799,49,17.419516,980,17.419516,1.0,,234.62561,14.559641,12.611722,1.0003316e-08,-0.8942205,1.0677742,19.208263,1.2118895,4.7882776,
,-0.9060637,62.55442,,2.4317083e-07,0.14999999,-2.4835744,44.74404239654541,50,17.419516,1000,17.419516,0.4949495,0.0003489665,252.02563,7.3643317,12.359488,0.072918236,-0.9144232,1.3070885,19.208263,0.5439567,5.040512,
,-0.90157056,62.144646,6.4106874,2.3372819e-07,0.14999999,-0.9142778,45.97369074821472,51,17.419516,1020,17.419516,-0.8181818,8.226834e-18,263.0149,5.0368376,12.242845,4.4580105e-07,-0.9327685,0.97720927,19.208263,-0.7314649,5.157155,
,-0.8958407,62.094307,17.380669,2.248251e-07,0.14999999,-0.558347,47.01598238945007,52,17.419516,1040,17.419516,-0.15151516,0.0026380066,263.03424,5.823383,12.341649,2.9371166,-0.9521866,0.9855426,19.208263,-0.14122677,5.0583506,
,-0.89298147,61.931587,16.366522,2.1642118e-07,0.14999999,-0.70358247,47.58121991157532,53,17.419516,1060,17.419516,-0.57575756,0.08093006,264.0677,4.7391424,12.41759,0.0012913566,-0.9162893,1.1105828,19.208263,-0.66200036,4.9824095,
,-0.8845477,61.13895,17.406351,2.0847979e-07,0.14999999,-0.5241681,48.723188161849976,54,17.419516,1080,17.419516,0.13131313,3.7900716e-06,264.0614,6.218241,12.509974,5.7274466,-0.9349571,0.653369,19.208263,0.11545637,4.890026,
,-0.89157647,60.16096,8.983287,2.0096763e-07,0.14999999,-0.9097998,49.429078340530396,55,17.419516,1100,17.419516,-0.35353535,0.049793586,272.4781,4.7217836,12.445853,0.18484369,-0.85249865,1.0383009,19.208263,-0.6492873,4.9541464,
,-0.885105,61.02677,17.404646,1.9385428e-07,0.14999999,-0.545753,51.10007834434509,56,17.419516,1120,17.419516,-0.67676765,4.513861,272.4734,4.6428266,12.534403,6.055163e-05,-0.867162,1.1551867,19.208263,-0.7279614,4.865597,
,-0.87639236,59.878616,17.400501,1.8711206e-07,0.14999999,-0.51756275,53.7997989654541,57,17.419516,1140,17.419516,0.7777778,5.8665367e-22,272.47296,7.1547103,12.619772,4.1531242e-05,-0.88486046,0.81128764,19.208263,0.6251242,4.7802277,
,-0.8823954,59.90212,5.5467343,1.8071556e-07,0.14999999,-1.0122755,56.21864461898804,58,17.419516,1160,17.419516,-1.0,2.37633e-25,284.32617,9.16019,12.497824,1.948336e-10,-0.9022515,0.9139725,19.208263,-0.97923183,4.902176,
,-0.8820739,59.35784,17.216682,1.7464151e-07,0.14999999,-0.74394846,57.6314377784729,59,17.419516,1180,17.419516,-0.7979798,2.696834,284.50946,4.600923,12.5778055,9.456429e-07,-0.9193459,1.0833887,19.208263,-0.52253175,4.822194,
,-0.87498456,59.23515,17.385916,1.6886865e-07,0.14999999,-0.5193279,59.33746528625488,60,17.419516,1200,17.419516,0.33333334,3.8103175e-07,284.52356,6.169775,12.657941,1.0609374,-0.936153,0.8187405,19.208263,0.45834994,4.7420588,
,-0.87997425,58.9684,7.191905,1.6337734e-07,0.14999999,-0.97955096,62.0869996547699,61,17.419516,1220,17.419516,-0.5555556,8.491255e-10,294.7317,4.5008554,12.568334,0.002275744,-0.93515456,1.1602829,19.208263,-0.62155044,4.831666,
,-0.870978,58.63585,17.376043,1.581496e-07,0.14999999,-0.46065956,64.12948942184448,62,17.419516,1240,17.419516,-0.05050505,0.003004429,294.75555,6.466818,12.645877,5.6373234,-0.95137775,0.95959395,19.208263,-0.05063677,4.7541227,
,-0.8709236,58.51982,14.044706,1.5316883e-07,0.14999999,-0.79899424,65.7011468410492,63,17.419516,1260,17.419516,0.5959596,0.0005455887,298.11084,7.655286,12.668081,0.0074324743,-0.88035256,1.2802516,19.208263,0.66287374,4.7319183,
,-0.8693363,57.375557,5.104054,1.484197e-07,0.14999999,-1.0003093,67.65530705451965,64,17.419516,1280,17.419516,-0.61616164,1.1773085e-15,310.40686,4.3487825,12.549892,0.00040070515,-0.8959829,1.1772125,19.208263,-0.2503281,4.850107,
,-0.8644071,58.108925,17.061995,1.4388809e-07,0.14999999,-0.7044178,69.61369943618774,65,17.419516,1300,17.419516,-0.21212122,5.2078133,310.74487,5.5351896,12.619309,1.533241,-0.91148084,1.0114462,19.208263,-0.23996675,4.78069,
,-0.8612719,56.64444,16.983566,1.3956085e-07,0.14999999,-0.64802307,70.90604591369629,66,17.419516,1320,17.419516,-0.35353535,3.8174636,311.16138,4.6415834,12.685434,0.19450267,-0.9034339,1.0318561,19.208263,-0.43581852,4.7145653,
,-0.85554224,56.50932,17.314274,1.3542595e-07,0.14999999,-0.49214366,72.32437491416931,67,17.419516,1340,17.419516,-1.0,0.003686693,311.247,9.104613,12.754521,1.9743766e-10,-0.9155291,0.8761026,19.208263,-0.83014256,4.6454782,
,-0.85355437,56.405518,17.346407,1.3147212e-07,0.14999999,-0.5687368,74.6964123249054,68,17.419516,1360,17.419516,1.0,2.2211859e-32,311.30066,15.827539,12.822048,1.0371275e-08,-0.93034416,1.0608987,19.208263,1.361095,4.5779514,
,-0.9070049,55.885555,,1.2768895e-07,0.14999999,-4.5251637,77.85217952728271,69,17.419516,1380,17.419516,-0.7979798,,328.70068,4.6577353,12.636222,9.701615e-07,-0.944943,1.035695,19.208263,-0.78965896,4.7637777,
,-0.90102416,55.921738,17.34749,1.2406676e-07,0.14999999,-0.50726676,80.91962671279907,70,17.419516,1400,17.419516,0.07070707,3.1708254e-07,328.75317,7.1765776,12.7035265,6.8355203,-0.9593317,0.8095471,19.208263,-0.10474701,4.696473,
,-0.90191114,55.86787,15.709925,1.2059652e-07,0.14999999,-0.75155956,83.86499214172363,71,17.419516,1420,17.419516,-0.17171717,5.104254,330.4433,5.3972816,12.74587,2.2718904,-0.88034457,1.0517743,19.208263,-0.041215703,4.65413,
,-0.8995141,55.100124,14.05654,1.1726989e-07,0.14999999,-0.76023746,86.82298111915588,72,17.419516,1440,17.419516,-0.47474748,0.087314114,333.78662,4.5412316,12.764073,0.015793443,-0.8628336,1.0782249,19.208263,-0.5470086,4.6359262,
,-0.89279675,55.037037,17.378235,1.1407902e-07,0.14999999,-0.4707072,89.74901366233826,73,17.419516,1460,17.419516,0.45454547,8.8763824e-10,333.80847,7.848319,12.827281,0.15203579,-0.8764076,1.2088084,19.208263,0.6093713,4.5727186,
,-0.89268893,54.77543,5.7237916,1.1101664e-07,0.14999999,-1.0484337,92.66771388053894,74,17.419516,1480,17.419516,-0.67676765,8.240065e-16,345.48468,4.388995,12.731288,6.18225e-05,-0.8879327,1.1408392,19.208263,-0.59025186,4.6687117,
,-0.8851284,54.20925,17.396128,1.0807592e-07,0.14999999,-0.4484029,95.60341501235962,75,17.419516,1500,17.419516,0.6969697,4.2506443e-16,345.4886,8.308238,12.793486,0.00050863915,-0.9013549,1.0304008,19.208263,0.5637557,4.606514,
,-0.8863229,54.137398,6.211008,1.0525054e-07,0.14999999,-0.9782495,98.55937886238098,76,17.419516,1520,17.419516,-0.07070707,0.00092199544,356.6776,5.8802614,12.706874,4.94484,-0.9145934,1.0403397,19.208263,-0.19959716,4.6931257,
,-0.88283926,53.863422,16.882883,1.02534514e-07,0.14999999,-0.6347574,101.50822305679321,77,17.419516,1540,17.419516,-0.47474748,0.93290275,357.19458,4.4601283,12.761108,0.015821852,-0.8646309,1.1005182,19.208263,-0.71453583,4.638891,
,-0.87678844,54.108833,17.378687,9.9922275e-08,0.14999999,-0.49563247,104.44171285629272,78,17.419516,1560,17.419516,-0.8181818,3.4386945,357.21594,4.822844,12.820308,4.2175847e-07,-0.8773288,1.038884,19.208263,-0.7081122,4.579692,
,-0.87124825,53.546707,17.382534,9.74086e-08,0.14999999,-0.46242955,107.36955642700195,79,17.419516,1580,17.419516,-0.65656567,3.9811294,357.2334,4.158666,12.8780575,0.00011731278,-0.8900678,1.1841278,19.208263,-0.61587965,4.521942,
,-0.86334056,53.32596,17.363054,9.49886e-08,0.14999999,-0.40551218,110.29101181030273,80,17.419516,1600,17.419516,0.25252524,2.1030917e-07,357.2704,4.7957077,12.93412,2.504866,-0.9026451,0.55162215,19.208263,0.2711496,4.4658794,
,-0.8711608,52.925396,8.43526,9.265769e-08,0.14999999,-1.045725,113.24415349960327,81,17.419516,1620,17.419516,-0.25252524,0.017073747,366.23523,5.073832,12.878578,0.90775603,-0.884237,0.99911195,19.208263,-0.14067361,4.5214214,
,-0.8689068,52.596004,16.322557,9.041153e-08,0.14999999,-0.67060447,116.19940853118896,82,17.419516,1640,17.419516,-1.0,3.884769e-07,367.3125,9.727461,12.920578,1.9157056e-10,-0.88536257,0.796764,19.208263,-1.153071,4.4794216,
,-0.88079935,52.2822,17.19494,8.8246054e-08,0.14999999,-1.6330383,119.12540888786316,83,17.419516,1660,17.419516,-0.6363636,0.03608723,367.51758,4.109091,12.972076,0.00021976607,-0.89748394,1.1721067,19.208263,-0.80603814,4.427923,
,-0.8744241,52.293274,17.340256,8.6157456e-08,0.14999999,-0.5012511,122.05929517745972,84,17.419516,1680,17.419516,0.85858583,7.941053e-27,367.5774,9.756952,13.024078,2.6432858e-06,-0.9094575,0.73862475,19.208263,0.88461995,4.3759212,
,-0.8817751,52.139355,1.9797845,8.4142165e-08,0.14999999,-1.2184644,124.99990463256836,85,17.419516,1700,17.419516,-0.07070707,1.3996436e-08,382.99756,5.874755,12.894146,4.978073,-0.9212919,1.0346729,19.208263,-0.29109657,4.5058537,
,-0.87831247,51.94005,17.12827,8.219674e-08,0.14999999,-0.5978643,127.9497401714325,86,17.419516,1720,17.419516,-1.0,6.8299894e-05,383.2694,9.119686,12.943379,1.8979936e-10,-0.8760732,0.8580998,19.208263,-1.0373694,4.45662,
,-0.8807998,51.952564,17.195763,8.031802e-08,0.14999999,-0.9320312,130.90379118919373,87,17.419516,1740,17.419516,0.5555556,2.193208e-24,383.4735,7.8937855,12.992258,0.019439735,-0.88763404,1.3084849,19.208263,0.58192986,4.4077415,
,-0.87933344,51.735996,6.021432,7.850298e-08,0.14999999,-1.0179315,133.03727102279663,88,17.419516,1760,17.419516,-0.3131313,1.3650902e-07,394.85205,4.9138856,12.913044,0.3815181,-0.8988393,1.0020398,19.208263,-0.18691039,4.4869556,
,-0.8766622,51.40039,16.666069,7.674878e-08,0.14999999,-0.6310484,135.94637203216553,89,17.419516,1780,17.419516,-0.8181818,0.00071272993,395.58594,4.6361513,12.955214,4.3394473e-07,-0.9058128,1.0282557,19.208263,-0.9013986,4.444786,
,-0.87339205,50.94126,17.275898,7.505273e-08,0.14999999,-0.59790695,138.93135595321655,90,17.419516,1800,17.419516,-0.1919192,6.7074165e-05,395.71008,5.05227,13.0032215,1.9234891,-0.91698605,1.0606744,19.208263,-0.25709286,4.396778,
,-0.8695372,50.831703,17.084778,7.3412274e-08,0.14999999,-0.5667631,141.88993382453918,91,17.419516,1820,17.419516,-1.0,2.2104097e-05,396.0254,8.68979,13.048073,1.9573909e-10,-0.90688896,0.89840746,19.208263,-1.0001538,4.351927,
,-0.8697408,50.61228,17.196182,7.182504e-08,0.14999999,-0.7668676,144.85489702224731,92,17.419516,1840,17.419516,0.17171717,3.1940333e-13,396.22913,6.964956,13.093161,4.644938,-0.91781807,0.58492637,19.208263,0.2874179,4.306839,
,-0.87668604,50.505985,8.352527,7.028872e-08,0.14999999,-1.0941995,147.84297561645508,93,17.419516,1860,17.419516,1.0,9.988685e-05,405.2766,18.014408,13.042187,9.8558965e-09,-0.8793737,1.0979314,19.208263,0.97196776,4.357813,
,-0.8813679,50.481915,0.5032932,6.880116e-08,0.14999999,-1.3481869,150.80630207061768,94,17.419516,1880,17.419516,0.3939394,0.0061062113,422.17334,7.648993,12.908794,0.42877182,-0.890069,1.0201536,19.208263,0.59533453,4.491205,
,-0.88330096,50.480965,5.877753,6.736033e-08,0.14999999,-1.0614274,153.8071095943451,95,17.419516,1900,17.419516,-0.45454547,1.7701338e-10,433.69556,4.658521,12.834784,0.025788184,-0.8961001,1.0172044,19.208263,-0.41238067,4.565216,
,-0.8796444,50.206593,17.236881,6.5964315e-08,0.14999999,-0.5383265,156.8445098400116,96,17.419516,1920,17.419516,-0.7979798,0.16735461,433.85864,4.550756,12.880638,9.3338593e-07,-0.90629995,1.0494436,19.208263,-0.95937765,4.5193615,
,-0.8773036,50.09273,17.236734,6.461123e-08,0.14999999,-0.6897973,159.69379472732544,97,17.419516,1940,17.419516,-1.0,5.1105556,434.02197,8.435539,12.925546,1.9766147e-10,-0.91666275,0.93939966,19.208263,-1.0316962,4.474454,
,-0.8778235,49.93866,17.187176,6.329935e-08,0.14999999,-0.8484208,162.37616634368896,98,17.419516,1960,17.419516,-0.27272728,1.713904e-05,434.23474,4.909957,12.969032,0.71909237,-0.9269193,1.0378447,19.208263,-0.29326877,4.4309673,
,-0.87441665,49.538033,17.124832,6.2027055e-08,0.14999999,-0.5652293,165.34639167785645,99,17.419516,1980,17.419516,0.6363636,2.1367391e-08,434.5099,8.26844,13.011011,0.0027969594,-0.92976075,1.2142576,19.208263,0.4945932,4.3889885,
,-0.8740831,49.335487,6.8774505,6.079271e-08,0.14999999,-1.0236787,168.3229911327362,100,17.419516,2000,17.419516,-0.43434343,3.4780278e-08,445.03247,4.5736217,12.949676,0.041784104,-0.9397828,1.0209829,19.208263,-0.49182615,4.450324,
,-0.8702426,49.22387,17.375116,5.9594853e-08,0.14999999,-0.49655646,171.31683373451233,101,17.419516,2020,17.419516,-0.61616164,3.0993657,445.05725,4.3175535,12.993491,0.000422656,-0.94931537,1.0842141,19.208263,-0.6349822,4.4065084,
,-0.86544067,49.14501,17.406094,5.8432047e-08,0.14999999,-0.45286277,174.29633021354675,102,17.419516,2040,17.419516,-1.0,0.21657899,445.05115,8.160529,13.036753,2.0624347e-10,-0.9591635,0.94864863,19.208263,-1.1579204,4.363247,
,-0.8726661,48.90892,17.197186,5.7302962e-08,0.14999999,-1.539871,177.2854597568512,103,17.419516,2060,17.419516,0.01010101,8.4524613e-13,445.25415,6.828382,13.077144,6.827512,-0.9689197,0.8428767,19.208263,0.13637187,4.322856,
,-0.87586874,48.498627,8.935331,5.6206275e-08,0.14999999,-1.0345178,180.28834557533264,104,17.419516,2080,17.419516,-1.0,2.5786088e-12,453.71887,7.7041655,13.037318,1.9721486e-10,-0.9143995,0.972101,19.208263,-1.0374177,4.3626814,
,-0.8757711,48.36789,17.197113,5.5140777e-08,0.14999999,-0.81937,183.30135917663574,105,17.419516,2100,17.419516,-0.5959596,0.07940206,453.92163,4.2992435,13.076937,0.0007389573,-0.923969,1.0782092,19.208263,-0.46500677,4.323063,
