Delta,IWLastEpisode,IWMax,TimestepsSoFar,DenMISELogFirst,IWFirstEpisode,IWMin,LQGsigma_higher,Regret/t,IWMean,DenMISELogLast,ReturnStepMax,Bound,ReturnLastEpisode,Regret,DenMISEMeanLog,LQGmu1_actor,Iteration,ReturnMin,ReturnMax,ReturnAbsMax,LQGmu1_higher,TimeElapsed,ReturnMean
1.1492007e-06,0.5352408,7.486787,460,-0.9179478,8.7296513e-07,,0.14999999,5.9477167,1.7630725,-0.8058993,19.201422,85.74512,7.588191,136.79749,-0.8052199,0.8132119,23,,17.413588,17.413588,0.7373737,18.141979932785034,11.452283
1.055429e-06,5.2904927e-25,5.4252224,480,-0.9605074,0.00017195483,,0.14999999,6.2964106,1.0955817,-0.8106331,19.201422,84.39617,3.083622,151.11383,-0.7816288,-0.84309894,24,,17.413588,17.413588,-0.7979798,18.685643434524536,11.103589
9.726833e-07,6.156656e-05,7.1454544,500,-1.0013223,7.1454544,,0.14999999,6.04757,0.63192564,-0.5850721,19.201422,83.02613,17.324604,151.18927,-0.7722151,-0.12968378,25,,17.413588,17.413588,-0.13131313,19.76075839996338,11.352429
8.993004e-07,1.9235045,4.9657984,520,-0.78914773,1.5185804,,0.14999999,5.8504324,0.6969194,-0.78951234,19.201422,79.50383,16.478043,152.11124,-0.78868634,-0.27696112,26,,17.413588,17.413588,-0.35353535,20.950740098953247,11.549567
8.3391916e-07,4.718721e-05,7.923859,540,-0.7701232,1.1610421e-07,,0.14999999,5.647173,0.6581348,-0.6778817,19.201422,77.9375,17.037563,152.47366,-0.7963557,-1.055219,27,,17.413588,17.413588,-1.0,22.374710083007812,11.752827
7.754171e-07,6.9230167e-17,6.8104534,560,-0.8064908,0.24139583,,0.14999999,5.4528456,0.9559449,-1.0003116,19.201422,77.67725,17.19398,152.67966,-0.81706893,0.19262649,28,,17.413588,17.413588,0.27272728,23.95553731918335,11.947154
7.2286224e-07,5.9704603e-06,4.8700147,580,-0.8329978,0.03021101,,0.14999999,5.5625124,1.2075318,-0.81242144,19.201422,77.32657,8.766826,161.31284,-0.8205636,-0.19918153,29,,17.413588,17.413588,-0.5959596,25.575217247009277,11.837487
6.754746e-07,2.714541,6.2266283,600,-0.86585814,5.1292057,,0.14999999,5.399006,0.9039382,-0.814918,19.201422,78.126,16.742676,161.97018,-0.8153911,0.031044431,30,,17.413588,17.413588,-0.01010101,27.198825120925903,12.000994
6.325984e-07,0.007707102,6.001336,620,-0.7408125,0.00017633288,,0.14999999,5.492093,1.1361147,-0.7498151,19.201422,76.82282,9.115297,170.25485,-0.81769586,0.5659369,31,,17.413588,17.413588,0.57575756,28.285995483398438,11.907907
5.936788e-07,4.4652675e-06,5.7351108,640,-0.7725555,4.0644517,,0.14999999,5.670822,0.8993789,-0.8630662,19.201422,74.955025,6.188573,181.46631,-0.816453,-0.15443406,32,,17.413588,17.413588,-0.23232323,29.855884552001953,11.729177
5.582434e-07,7.1160975e-13,10.50714,660,-0.6837554,7.813005e-12,,0.14999999,5.530611,0.7135267,-0.6665303,19.201422,74.69385,16.356106,182.5102,-0.8160799,0.8466911,33,,17.413588,17.413588,1.0,31.53721308708191,11.869389
5.258885e-07,1.2775153e-26,5.517779,680,-0.7136083,7.158921e-05,,0.14999999,5.803898,0.98936564,-0.99512607,19.201422,73.26048,2.5776567,197.33252,-0.8309865,-0.64049405,34,,17.413588,17.413588,-0.8181818,32.89133882522583,11.596102
4.9626703e-07,2.9844031,5.031546,700,-0.74259377,0.1974963,,0.14999999,5.6381454,0.9923251,-0.58595663,19.201422,70.54607,17.39743,197.33511,-0.8254143,-0.5967616,35,,17.413588,17.413588,-0.4949495,34.07587122917175,11.761854
4.6907957e-07,7.579431e-19,7.5248985,720,-0.76513773,7.1007136e-08,,0.14999999,5.481756,1.565745,-0.5271072,19.201422,70.333084,17.391853,197.3432,-0.81828797,0.6479942,36,,17.413588,17.413588,0.7979798,35.23568105697632,11.918243
4.4406656e-07,0.0040101004,6.241475,740,-0.79253674,2.9099822,,0.14999999,5.661124,0.9253667,-0.9086673,19.201422,70.169136,5.281641,209.46161,-0.80848783,0.2288461,37,,17.413588,17.413588,0.07070707,36.31351613998413,11.738875
4.2100217e-07,1.7373401e-14,8.5181,760,-0.7434964,1.1305344e-07,,0.14999999,5.7429943,0.71045893,-0.89492905,19.201422,69.451416,8.627837,218.2338,-0.81364393,-0.9872108,38,,17.413588,17.413588,-1.0,37.39271903038025,11.657005
3.996891e-07,0.7098918,4.816074,780,-0.7694719,0.0042369724,,0.14999999,5.6004486,1.1394861,-0.82084185,19.201422,69.14966,17.216267,218.41748,-0.82219744,-0.67568076,39,,17.413588,17.413588,-0.67676765,38.3597309589386,11.799551
3.799544e-07,1.5372582e-11,7.555195,800,-0.7946811,0.014055039,,0.14999999,5.4606724,1.097275,-0.5169927,19.201422,69.21001,17.390608,218.42691,-0.8120464,0.3168044,40,,17.413588,17.413588,0.41414142,38.84970021247864,11.939327
3.6164613e-07,0.03239358,6.0119667,820,-0.81902236,5.498199,,0.14999999,5.5520983,0.9331734,-0.8954313,19.201422,68.28574,8.190865,227.63602,-0.8129652,-0.28396818,41,,17.413588,17.413588,-0.17171717,39.44918417930603,11.847901
3.4462983e-07,4.594555,4.967178,840,-0.7172784,1.1225152,,0.14999999,5.425296,0.84774333,-0.72576845,19.201422,66.42047,17.173597,227.86243,-0.81340134,-0.2788548,42,,17.413588,17.413588,-0.37373737,40.21295666694641,11.974704
3.2878697e-07,0.015273779,6.7876034,860,-0.71443325,0.4199661,,0.14999999,5.3071823,1.0746366,-0.646934,19.201422,66.28746,17.053562,228.20886,-0.81347185,0.06245461,43,,17.413588,17.413588,0.23232323,40.98700404167175,12.092817
3.140119e-07,9.0118635e-07,5.0691023,880,-0.7277035,0.0002510554,,0.14999999,5.375784,1.0236965,-0.7909434,19.201422,65.461006,9.074358,236.53448,-0.8123448,-0.8388935,44,,17.413588,17.413588,-0.7777778,41.98207688331604,12.024216
3.0021093e-07,6.60021e-20,7.2531867,900,-0.75017065,9.554003e-05,,0.14999999,5.258045,1.2173204,-0.60841024,19.201422,65.00091,17.322435,236.61206,-0.8078981,0.8080801,45,,17.413588,17.413588,0.5959596,42.828185081481934,12.141954
2.8730017e-07,2.1009169e-31,8.07167,920,-0.7721475,1.1633941e-07,,0.14999999,5.4533195,0.77036965,-1.0319319,19.201422,64.70444,3.1593747,250.85266,-0.80912334,-1.0291184,46,,17.413588,17.413588,-1.0,43.39689826965332,11.94668
2.7520463e-07,1.1224878e-07,5.825309,940,-0.79365367,5.8055124,,0.14999999,5.3415985,1.0124811,-0.93158835,19.201422,64.292206,17.197582,251.05511,-0.8172901,-0.07093254,47,,17.413588,17.413588,-0.13131313,43.93106245994568,12.058401
2.6385726e-07,4.663501e-11,10.433104,960,-0.6982391,7.926979e-12,,0.14999999,5.278451,0.67716724,-0.71974045,19.201422,63.560852,15.089411,253.3656,-0.81570673,0.8543419,48,,17.413588,17.413588,1.0,44.72037386894226,12.121549
2.531974e-07,3.7733462e-20,5.024662,980,-0.71885836,0.02695225,,0.14999999,5.475643,1.0701727,-1.0397365,19.201422,63.522552,2.4591656,268.30652,-0.8273717,-0.6912391,49,,17.413588,17.413588,-0.5959596,45.241358518600464,11.924356
2.4317083e-07,4.3601685e-05,6.1576805,1000,-0.7385112,3.6588175,,0.14999999,5.3665524,0.98914874,-0.55080646,19.201422,62.275764,17.378914,268.32764,-0.8210579,-0.22633371,50,,17.413588,17.413588,0.030303031,46.12501358985901,12.033447
2.3372819e-07,4.893195,5.4695253,1020,-0.68769103,2.455895,,0.14999999,5.272935,0.9472022,-0.70821893,19.201422,63.124016,16.807913,268.91968,-0.8196104,-0.28389376,51,,17.413588,17.413588,-0.2929293,47.21491241455078,12.127065
2.248251e-07,0.005440313,5.2183123,1040,-0.6600778,3.5512614e-05,,0.14999999,5.177228,1.009365,-0.64032906,19.201422,62.242565,17.103788,269.21588,-0.8176334,-0.668461,52,,17.413588,17.413588,-0.83838385,48.05848574638367,12.222772
2.1642118e-07,4.5279894,4.6770716,1060,-0.6791253,0.010383262,,0.14999999,5.079918,1.1347564,-0.5549908,19.201422,61.25187,17.38029,269.2356,-0.8129658,-0.4009536,53,,17.413588,17.413588,-0.6363636,49.03672003746033,12.320082
2.0847979e-07,4.3069715,5.109648,1080,-0.6976216,2.0802815,,0.14999999,4.9875927,1.0228269,-0.6534481,19.201422,61.546516,17.3056,269.33002,-0.80806124,-0.2836296,54,,17.413588,17.413588,-0.3131313,50.970468044281006,12.412407
2.0096763e-07,2.4821579e-11,8.309593,1100,-0.6781705,6.5092735e-08,,0.14999999,4.9024496,1.5135967,-0.5998215,19.201422,61.366158,17.095291,269.63477,-0.8042953,0.7569529,55,,17.413588,17.413588,0.7979798,53.33538842201233,12.49755
1.9385428e-07,0.091818206,7.4537306,1120,-0.696189,0.10540269,,0.14999999,5.0561934,0.96271145,-1.0111548,19.201422,60.120865,3.8878903,283.1468,-0.80028874,0.38227826,56,,17.413588,17.413588,0.3131313,55.30789232254028,12.343806
1.8711206e-07,2.5044144e-18,8.02036,1140,-0.7120082,1.09549035e-07,,0.14999999,5.136363,0.76642543,-0.9531931,19.201422,59.86217,7.7741294,292.7727,-0.8042618,-0.9367757,57,,17.413588,17.413588,-1.0,56.62823796272278,12.263637
1.8071556e-07,0.019716972,5.058843,1160,-0.7293999,0.510613,,0.14999999,5.050332,0.9672282,-0.7052801,19.201422,59.80378,17.253435,292.91925,-0.8070513,-0.29088876,58,,17.413588,17.413588,-0.43434343,58.461344957351685,12.349668
1.7464151e-07,3.9575896,5.184327,1180,-0.7377292,4.740019,,0.14999999,4.9696007,1.130394,-0.6151199,19.201422,60.227066,17.11289,293.20642,-0.8046219,-0.27990723,59,,17.413588,17.413588,-0.1919192,60.30174803733826,12.430399
1.6886865e-07,1.8078617e-06,7.7098947,1200,-0.6772611,0.0005439065,,0.14999999,4.891837,1.0312546,-0.5684563,19.201422,58.757362,17.096125,293.51025,-0.7989905,0.56173927,60,,17.413588,17.413588,0.53535354,62.94024085998535,12.5081625
1.6337734e-07,2.8273794e-06,4.7762117,1220,-0.6937814,3.3267722,,0.14999999,4.994731,1.1353126,-0.9795881,19.201422,58.091553,6.231671,304.67865,-0.8018899,-0.24785937,61,,17.413588,17.413588,-0.25252524,65.89542317390442,12.405269
1.581496e-07,0.008833574,4.9383187,1240,-0.65693986,0.00023390383,,0.14999999,4.9198637,1.0031374,-0.53292483,19.201422,57.959946,17.04702,305.0315,-0.79579735,-0.9318568,62,,17.413588,17.413588,-0.7777778,68.68072009086609,12.480136
1.5316883e-07,4.960243,7.5898485,1260,-0.67293644,1.0535147e-07,,0.14999999,4.8440256,0.8253885,-0.726462,19.201422,57.66427,17.257896,305.17358,-0.79495686,-1.1634923,63,,17.413588,17.413588,-1.0,71.33568859100342,12.555974
1.484197e-07,9.561962e-16,7.0324726,1280,-0.68868476,1.4973942,,0.14999999,4.771553,0.8415589,-1.694272,19.201422,57.01944,17.19427,305.3794,-0.8121295,-0.02665694,64,,17.413588,17.413588,0.13131313,74.24872422218323,12.628447
1.4388809e-07,5.227045,5.418785,1300,-0.6810617,5.2248025,,0.14999999,4.7821302,1.051767,-0.7674055,19.201422,57.048485,11.9409075,310.8385,-0.81418914,-0.09226559,65,,17.413588,17.413588,-0.09090909,77.17738342285156,12.617869
1.3956085e-07,1.5341797e-11,10.927776,1320,-0.61901486,7.323208e-12,,0.14999999,4.741338,0.64844793,-0.633475,19.201422,56.70079,15.310166,312.92834,-0.8109949,1.3898705,66,,17.413588,17.413588,1.0,80.12491917610168,12.658662
1.3542595e-07,1.0772186e-31,4.8559465,1340,-0.63405275,0.24872462,,0.14999999,4.930273,0.9354865,-4.97831,19.201422,56.686874,,330.32825,-0.8787046,-0.43467388,67,,17.413588,17.413588,-0.47474748,83.02431893348694,12.469727
1.3147212e-07,0.0039070845,8.491604,1360,-0.6451624,1.0246561e-07,,0.14999999,4.8590918,0.8839868,-0.5789351,19.201422,56.297283,17.310053,330.4182,-0.8754339,-0.9699322,68,,17.413588,17.413588,-1.0,85.98612141609192,12.540908
1.2768895e-07,1.8736302e-27,8.281802,1380,-0.6597612,1.4263362e-06,,0.14999999,4.791073,1.3965014,-0.731453,19.201422,56.08177,17.234201,330.58405,-0.8754258,0.87868774,69,,17.413588,17.413588,0.7171717,88.93085193634033,12.608927
1.2406676e-07,1.2952983e-12,4.769912,1400,-0.67414993,2.8369508,,0.14999999,4.941558,1.145129,-1.1107968,19.201422,56.012283,2.075022,345.90906,-0.8739353,-0.22336948,70,,17.413588,17.413588,-0.27272728,91.88912034034729,12.458442
1.2059652e-07,0.0009636561,7.7245297,1420,-0.6486064,0.019217905,,0.14999999,4.879798,0.92375237,-0.5452708,19.201422,55.097878,16.843433,346.4657,-0.8675793,0.12816635,71,,17.413588,17.413588,0.3939394,94.8485038280487,12.520202
1.1726989e-07,3.3067875,5.6653786,1440,-0.662322,4.8033977,,0.14999999,4.9293127,1.0435352,-0.92720616,19.201422,55.15972,8.955094,354.91046,-0.86984515,-0.14946899,72,,17.413588,17.413588,-0.05050505,97.79653024673462,12.470687
1.1407902e-07,0.009793203,5.1069093,1460,-0.61153257,0.0036179589,,0.14999999,4.874758,0.9755056,-0.5745061,19.201422,55.104916,16.453209,355.8573,-0.865472,-0.80112773,73,,17.413588,17.413588,-0.67676765,100.76079607009888,12.525242
1.1101664e-07,4.603391,5.076747,1480,-0.62508863,1.7623512e-05,,0.14999999,4.8094597,0.98728645,-0.621977,19.201422,55.004257,17.357302,355.90002,-0.8627533,-0.7677968,74,,17.413588,17.413588,-0.85858583,103.69666337966919,12.59054
1.0807592e-07,0.008045692,4.6809883,1500,-0.6385114,3.5545726,,0.14999999,4.745906,1.1863251,-0.5710224,19.201422,54.60157,17.35704,355.943,-0.85927266,0.031033903,75,,17.413588,17.413588,-0.23232323,106.63217830657959,12.654094
1.0525054e-07,3.8394203,7.0349765,1520,-0.6054512,0.8659625,,0.14999999,4.7917967,0.9048936,-0.8069573,19.201422,53.728546,9.166363,364.17664,-0.8564264,0.21045601,76,,17.413588,17.413588,0.17171717,109.65601062774658,12.608203
1.02534514e-07,1.0204968e-09,4.851468,1540,-0.60719347,0.00012077357,,0.14999999,4.842535,1.0050107,-0.91756904,19.201422,53.579624,8.701392,372.87518,-0.8587135,-1.010692,77,,17.413588,17.413588,-0.7979798,112.61201429367065,12.557465
9.9922275e-08,6.3030853,8.3513775,1560,-0.6200953,9.9929096e-08,,0.14999999,4.7830954,0.9316034,-0.8653982,19.201422,54.15214,17.19375,373.08142,-0.858941,-1.1815319,78,,17.413588,17.413588,-1.0,115.57085108757019,12.616904
9.74086e-08,0.00024375536,4.9019203,1580,-0.6328343,0.24842176,,0.14999999,4.7250757,0.88460296,-1.8034575,19.201422,53.317337,17.200407,373.281,-0.87206787,-0.1919159,79,,17.413588,17.413588,-0.47474748,118.54188323020935,12.674924
9.49886e-08,4.063169,5.1009254,1600,-0.6422735,5.0535836,,0.14999999,4.676567,1.1572745,-0.5688799,19.201422,53.29245,16.55561,374.12543,-0.8698493,-0.22722255,80,,17.413588,17.413588,-0.11111111,121.50666880607605,12.723433
9.265769e-08,7.742045e-06,7.959209,1620,-0.5934412,9.7300656e-08,,0.14999999,4.6254435,0.96852237,-0.5237522,19.201422,53.14456,16.864347,374.661,-0.8638802,-1.1719766,81,,17.413588,17.413588,-1.0,124.45299458503723,12.774556
9.041153e-08,1.3891514e-38,9.220934,1640,-0.6057113,1.1493561e-08,,0.14999999,4.571497,1.2722179,-1.6645001,19.201422,52.97806,17.198257,374.86267,-0.87432843,0.75726587,82,,17.413588,17.413588,0.83838385,127.31674551963806,12.828503
8.8246054e-08,1.178377e-09,4.5986886,1660,-0.6178326,3.0834646,,0.14999999,4.679267,1.1668482,-1.1222059,19.201422,52.5902,3.8835752,388.37915,-0.87463784,-0.3098591,83,,17.413588,17.413588,-0.25252524,130.2912015914917,12.720733
8.6157456e-08,2.6600785e-07,8.411155,1680,-0.59333205,0.00027836673,,0.14999999,4.625519,0.97108406,-0.52524966,19.201422,52.401516,17.235704,388.54358,-0.86872375,0.14888647,84,,17.413588,17.413588,0.5555556,133.17898511886597,12.774481
8.4142165e-08,1.2605281e-12,7.6049767,1700,-0.6051632,9.844798e-08,,0.14999999,4.671067,0.99714875,-0.9543335,19.201422,52.225037,8.902828,397.04077,-0.8703264,-1.1608421,85,,17.413588,17.413588,-1.0,136.16570377349854,12.728932
8.219674e-08,2.8455486e-14,6.3652205,1720,-0.61685926,2.4411507,,0.14999999,4.619096,1.0052006,-1.5361234,19.201422,51.917686,17.198408,397.2423,-0.8783873,-0.045565,86,,17.413588,17.413588,0.07070707,139.17790842056274,12.780904
8.031802e-08,0.825442,4.591173,1740,-0.60043,1.5546558,,0.14999999,4.6080494,1.0615071,-0.6702186,19.201422,51.679314,13.74187,400.90027,-0.8761476,-0.2320771,87,,17.413588,17.413588,-0.33333334,142.16343784332275,12.79195
7.850298e-08,3.8163736,4.651112,1760,-0.5941469,4.61122,,0.14999999,4.5607414,1.2085683,-0.50534636,19.201422,51.38147,16.955181,401.3452,-0.8713984,-0.39241973,88,,17.413588,17.413588,-0.15151516,145.19642806053162,12.839258
7.674878e-08,2.2305355,5.195154,1780,-0.55437297,0.03514362,,0.14999999,4.510727,0.8726861,-0.5710107,19.201422,51.347168,17.290468,401.4547,-0.8658838,-0.55254143,89,,17.413588,17.413588,-0.57575756,148.1050705909729,12.889273
7.505273e-08,0.058415238,7.3906875,1800,-0.56515145,9.458661e-08,,0.14999999,4.460698,1.0142152,-0.6309557,19.201422,51.29035,17.39184,401.4629,-0.8648146,-1.1629372,90,,17.413588,17.413588,-1.0,149.84422540664673,12.9393015
7.3412274e-08,4.3070454e-20,7.813911,1820,-0.5762013,0.13510387,,0.14999999,4.4139423,0.8994907,-1.5314231,19.201422,51.224785,17.19408,401.66882,-0.872248,0.2172151,91,,17.413588,17.413588,0.2929293,151.29457592964172,12.986057
7.182504e-08,8.470923e-06,17.973782,1840,-0.5856468,7.0828846e-12,,0.14999999,4.460801,0.7883311,-0.9596636,19.201422,51.206646,8.675074,410.39368,-0.87451833,1.2673508,92,,17.413588,17.413588,1.0,152.81347966194153,12.9391985
7.028872e-08,3.7310532e-26,4.897166,1860,-0.5964577,0.5943214,,0.14999999,4.5999327,0.9660389,-3.3027692,19.201422,50.7841,,427.7937,-0.9032207,-0.57688427,93,,17.413588,17.413588,-0.41414142,154.95169520378113,12.800067
6.880116e-08,4.4024997,5.1021523,1880,-0.6007828,0.0059154937,,0.14999999,4.5513706,0.927337,-0.6450827,19.201422,50.64422,17.364864,427.82886,-0.9009428,-0.6958987,94,,17.413588,17.413588,-0.65656567,157.02518916130066,12.848629
6.736033e-08,0.6265329,7.206772,1900,-0.61130196,9.905409e-08,,0.14999999,4.50362,1.0296088,-0.60932267,19.201422,50.450714,17.38488,427.844,-0.89877367,-1.0355574,95,,17.413588,17.413588,-1.0,158.34610962867737,12.896379
6.5964315e-08,1.6652164e-10,5.967446,1920,-0.6217733,3.6499135,,0.14999999,4.458789,1.018048,-0.8037335,19.201422,49.659073,17.200317,428.0437,-0.89771706,-0.052892406,96,,17.413588,17.413588,0.01010101,160.72179222106934,12.941211
6.461123e-08,3.7313137e-05,8.704012,1940,-0.5948211,5.6636454e-06,,0.14999999,4.4488153,1.1447908,-0.6568491,19.201422,49.653835,13.908643,431.53503,-0.8951984,0.63005066,97,,17.413588,17.413588,0.67676765,162.7533986568451,12.951184
6.329935e-08,5.4418376e-07,4.5228806,1960,-0.6050775,3.437694,,0.14999999,4.5249453,1.1633654,-1.1242582,19.201422,49.612713,5.490435,443.44458,-0.89638853,-0.31767443,98,,17.413588,17.413588,-0.23232323,164.84454154968262,12.875054
6.2027055e-08,0.46608835,5.0875354,1980,-0.5807526,0.009410467,,0.14999999,4.481948,0.9341414,-0.5153899,19.201422,49.598858,17.131758,443.7129,-0.8910507,-0.92675316,99,,17.413588,17.413588,-0.6363636,166.89064955711365,12.918052
6.079271e-08,4.4241776,7.049769,2000,-0.5907079,9.703507e-08,,0.14999999,4.4384174,1.0713497,-0.6281274,19.201422,50.177994,17.271208,443.8418,-0.88920504,-0.8634606,100,,17.413588,17.413588,-1.0,168.95601224899292,12.961582
5.9594853e-08,4.319609,4.8090024,2020,-0.60065824,0.00011998694,,0.14999999,4.395402,0.9405247,-0.5802666,19.201422,49.207924,17.306038,443.93555,-0.8856648,-0.7782857,101,,17.413588,17.413588,-0.7979798,170.99439811706543,13.004598
5.8432047e-08,8.832556e-14,8.397515,2040,-0.61050934,0.011690883,,0.14999999,4.3526373,0.820679,-0.5614644,19.201422,48.990665,17.36666,443.969,-0.8831697,0.47540817,102,,17.413588,17.413588,0.41414142,173.01611042022705,13.047362
5.7302962e-08,4.0654686e-07,4.8147855,2060,-0.6201509,0.79451,,0.14999999,4.4108944,0.9695227,-1.1010357,19.201422,48.911655,7.046884,454.32214,-0.8871799,-0.21187127,103,,17.413588,17.413588,-0.3939394,174.81942105293274,12.989105
5.6206275e-08,4.349483,4.671006,2080,-0.6221287,4.5155497,,0.14999999,4.3722744,1.1759133,-0.5277056,19.201422,48.79665,17.00562,454.71655,-0.8841063,-0.17554933,104,,17.413588,17.413588,-0.17171717,176.87187027931213,13.027725
5.5140777e-08,1.2286678e-06,6.8789396,2100,-0.5891956,9.6888414e-08,,0.14999999,4.338933,1.0411233,-0.5171057,19.201422,48.61021,16.52858,455.588,-0.8790811,-1.2352788,105,,17.413588,17.413588,-1.0,178.2433693408966,13.061067
