ReturnMax,DenMISELogFirst,IWFirstEpisode,ReturnLastEpisode,IWLastEpisode,IWMin,ReturnMin,Delta,LQGsigma_higher,Bound,ReturnStepMax,TimeElapsed,IWMax,IWMean,Regret/t,ReturnAbsMax,Regret,Iteration,LQGmu1_higher,LQGmu1_actor,DenMISELogLast,TimestepsSoFar,DenMISEMeanLog,ReturnMean
17.431667,-0.7077067,0.005897384,17.206596,1.9044244e-16,,,1.8763183e-06,0.14999999,96.10811,19.220564,16.156847715377808,6.531651,1.9481702,5.0274544,17.431667,90.49417,18,0.3131313,0.4790582,-0.8040409,360,-0.8554733,12.372545
17.431667,-0.7614463,2.06378,7.015165,2.1997781e-08,,,1.6840087e-06,0.14999999,94.96013,19.220564,17.170939922332764,5.343996,1.3248461,5.3094215,17.431667,100.87903,19,-0.45454547,-0.29752755,-0.75873506,380,-0.8131973,12.090578
17.431667,-0.7096236,7.482261e-15,17.162539,2.8154586e-16,,,1.5198176e-06,0.14999999,93.541016,19.220564,18.404446601867676,11.136468,0.8617384,5.0558243,17.431667,101.116486,20,1.0,1.105958,-0.62842554,400,-0.7927199,12.344175
17.431667,-0.75841373,1.5552176e-05,,,,,1.3785193e-06,0.14999999,90.76376,19.220564,19.98966145515442,8.875027,1.1024712,5.6436415,17.431667,118.51648,21,-1.0,-0.985922,-1.4501376,420,-0.8367221,11.756358
17.431667,-0.804933,5.938821,17.212399,1.7757568e-05,,,1.2560477e-06,0.14999999,90.224304,19.220564,21.541699409484863,5.938821,1.1144938,5.3956413,17.431667,118.7041,22,-0.23232323,-0.11933645,-0.70336795,440,-0.8319874,12.004358
17.431667,-0.6104101,0.5666336,16.026836,2.6464562,,,1.1492007e-06,0.14999999,85.576324,19.220564,22.762211084365845,2.881769,0.60542166,5.22075,17.431667,120.07724,23,0.07070707,-0.15508263,-0.7976297,460,-0.8288192,12.17925
17.431667,-0.62863207,1.8305263e-06,16.595795,3.7583737e-05,,,1.055429e-06,0.14999999,84.53246,19.220564,23.27119755744934,6.062108,0.80811137,5.036727,17.431667,120.88144,24,0.57575756,0.4300043,-0.7023779,480,-0.8402074,12.363273
17.431667,-0.669454,4.3510146,7.4211693,0.0032412035,,,9.726833e-07,0.14999999,82.651535,19.220564,24.136571407318115,5.6252546,1.0526446,5.2344112,17.431667,130.86029,25,-0.15151516,-0.3618145,-0.80478454,500,-0.8481287,12.165588
17.431667,-0.5482234,0.20102867,17.272316,1.1483638,,,8.993004e-07,0.14999999,82.60042,19.220564,24.623271942138672,6.2524853,0.7859706,5.037998,17.431667,130.98795,26,-0.61616164,-0.66086465,-0.5977675,520,-0.8386646,12.362001
17.431667,-0.5782616,3.2021964,17.40804,0.8675859,,,8.3391916e-07,0.14999999,80.81381,19.220564,25.10330867767334,4.80731,1.3502797,4.8511086,17.431667,130.97992,27,-0.37373737,-0.28111506,-0.71182436,540,-0.84317154,12.548891
17.431667,-0.50255144,1.2041251e-05,17.101997,4.4103028e-05,,,7.754171e-07,0.14999999,79.97577,19.220564,25.6072838306427,8.304859,1.0624295,4.6884975,17.431667,131.27792,28,-1.0,-1.0506256,-0.47718415,560,-0.82012403,12.711502
17.431667,-0.53764236,0.00058850966,17.199308,4.7936703e-20,,,7.2286224e-07,0.14999999,79.26191,19.220564,26.057883262634277,6.70164,1.5990908,4.533745,17.431667,131.47858,29,0.3939394,0.33773127,-0.9100317,580,-0.82431567,12.866255
17.431667,-0.5715236,4.5681856e-10,8.0661545,0.078867346,,,6.754746e-07,0.14999999,79.26104,19.220564,26.509650230407715,7.2117558,0.48549157,4.6937485,17.431667,140.81247,30,0.7777778,0.85814935,-0.7849631,600,-0.8072367,12.706251
17.431667,-0.60431343,0.008028802,2.3998017,1.1043629e-25,,,6.325984e-07,0.14999999,76.411125,19.220564,27.41133427619934,5.3329296,0.72760016,5.0262146,17.431667,155.81262,31,-0.7777778,-0.9103371,-1.028862,620,-0.83152056,12.373785
17.431667,-0.63580316,4.7286544,17.279202,0.0011073805,,,5.936788e-07,0.14999999,74.90828,19.220564,28.477075338363647,4.880027,1.3315742,4.872921,17.431667,155.93347,32,-0.2929293,-0.18692422,-0.6870033,640,-0.8361504,12.527079
17.431667,-0.5287535,0.07033737,16.70075,0.19908237,,,5.582434e-07,0.14999999,74.27982,19.220564,29.4317045211792,6.102989,1.0157876,4.7464466,17.431667,156.63275,33,0.1919192,0.1418716,-0.59716797,660,-0.8208114,12.653553
17.431667,-0.5564773,1.27084195e-05,8.921399,1.599544e-12,,,5.258885e-07,0.14999999,74.09724,19.220564,30.511877298355103,7.5914555,1.1469164,4.8562145,17.431667,165.1113,34,-1.0,-1.3294508,-0.83542377,680,-0.8221526,12.543785
17.431667,-0.5854645,6.6086163e-15,17.198917,,,,4.9626703e-07,0.14999999,73.39849,19.220564,31.473747491836548,14.02044,1.0549462,4.7232113,17.431667,165.31241,35,1.0,1.1399349,-3.3640208,700,-0.8928187,12.676788
17.431667,-0.61363536,2.5824745,,1.177997e-13,,,4.6907957e-07,0.14999999,72.5319,19.220564,31.985562801361084,5.515542,0.7735192,5.075344,17.431667,182.71237,36,-0.07070707,0.12679364,-1.8221192,720,-0.92036015,12.324656
17.431667,-0.5717551,0.68533075,8.958281,0.00036668655,,,4.4406656e-07,0.14999999,70.794495,19.220564,33.101863384246826,5.4122963,0.8324035,5.1663275,17.431667,191.15411,37,-0.53535354,-0.733893,-0.8539027,740,-0.9251849,12.233672
17.431667,-0.5800704,1.3011813e-05,17.388659,1.1858103,,,4.2100217e-07,0.14999999,70.14263,19.220564,34.258596420288086,7.481894,1.1941274,5.030669,17.431667,191.16547,38,-1.0,-0.6915325,-0.765866,760,-0.9259768,12.36933
17.431667,-0.6060455,0.02034277,17.361305,5.457942,,,3.996891e-07,0.14999999,70.66943,19.220564,35.272544384002686,5.6917915,0.88866895,4.902671,17.431667,191.20416,39,-0.7373737,-0.75140077,-0.7655885,780,-0.91871166,12.497329
17.431667,-0.63084185,0.0001077034,17.351923,4.6695907e-14,,,3.799544e-07,0.14999999,69.21677,19.220564,36.27089500427246,7.394971,1.2373186,4.7813063,17.431667,191.25226,40,0.45454547,0.41735053,-0.644622,800,-0.9154278,12.618693
17.431667,-0.65553176,4.8228703,7.518791,8.46747e-05,,,3.6164613e-07,0.14999999,67.609406,19.220564,37.24874782562256,5.007506,1.1761276,4.905694,17.431667,201.13342,41,-0.2929293,-0.31392092,-0.85618037,820,-0.90982705,12.494306
17.431667,-0.568418,0.049173582,17.084412,0.009722679,,,3.4462983e-07,0.14999999,67.335846,19.220564,38.26612591743469,6.332677,1.225842,4.796406,17.431667,201.44904,42,0.21212122,0.27311647,-0.5378649,840,-0.89783823,12.603594
17.431667,-0.5907784,6.6716193e-09,8.425513,0.07373987,,,3.2878697e-07,0.14999999,66.789635,19.220564,38.76486682891846,5.7213917,0.46858114,4.89357,17.431667,210.42352,43,0.7171717,0.7500289,-0.79649836,860,-0.89150167,12.50643
17.431667,-0.6137679,0.013007665,3.9828908,8.72489e-22,,,3.140119e-07,0.14999999,66.41913,19.220564,39.23113298416138,5.562685,0.9261253,5.087286,17.431667,223.84058,44,-0.75757575,-0.6632029,-1.0393925,880,-0.90708005,12.312714
17.431667,-0.6359452,0.7307648,17.372658,3.6325817,,,3.0021093e-07,0.14999999,65.812294,19.220564,39.737592458724976,4.779862,0.9244813,4.974844,17.431667,223.86798,45,-0.53535354,-0.79896146,-0.67499447,900,-0.9042195,12.425156
17.431667,-0.64181536,1.8873514,17.33624,9.901736e-06,,,2.8730017e-07,0.14999999,64.58305,19.220564,40.72004175186157,4.9549017,0.66745526,4.868081,17.431667,223.9317,46,-0.030303031,-0.06915215,-0.628702,920,-0.9002581,12.531919
17.431667,-0.62311155,0.0017750957,15.080227,1.109239e-05,,,2.7520463e-07,0.14999999,64.11822,19.220564,41.67804265022278,4.9226813,0.99360216,4.813862,17.431667,226.25153,47,-0.83838385,-1.0131465,-0.7618436,940,-0.9045798,12.586138
17.431667,-0.6441272,1.3872578e-05,17.19871,5.8979716,,,2.6385726e-07,0.14999999,64.2062,19.220564,42.6218376159668,7.8127017,1.1212887,4.717767,17.431667,226.45276,48,-1.0,-1.1246966,-0.8002677,960,-0.9030611,12.682233
17.431667,-0.66474617,5.161998,17.19764,1.8336355e-07,,,2.531974e-07,0.14999999,63.69815,19.220564,43.20146656036377,5.161998,1.1015944,4.625615,17.431667,226.65515,49,-0.23232323,-0.23759183,-1.2062529,980,-0.9077829,12.7743845
17.431667,-0.5847897,6.604156e-15,17.001066,7.901245e-15,,,2.4317083e-07,0.14999999,63.561497,19.220564,43.735079288482666,14.659214,1.1056945,4.5410814,17.431667,227.05408,50,1.0,1.2771819,-0.58636874,1000,-0.90000534,12.858918
17.431667,-0.6045923,0.0018971832,,3.9637246e-07,,,2.3372819e-07,0.14999999,63.15774,19.220564,44.618107080459595,6.9900374,1.4288538,4.7932167,17.431667,244.45404,51,0.35353535,0.2326842,-3.239195,1020,-0.9457448,12.606783
17.431667,-0.6239732,1.3595789e-05,8.61171,1.3759046e-14,,,2.248251e-07,0.14999999,61.748352,19.220564,45.12329125404358,7.2789965,1.134696,4.8700457,17.431667,253.24237,52,-1.0,-1.0653917,-0.87163186,1040,-0.937367,12.529954
17.431667,-0.6430211,3.416431,17.195309,0.0001509019,,,2.1642118e-07,0.14999999,61.661774,19.220564,45.594000816345215,5.0634937,1.0531653,4.7820196,17.431667,253.44702,53,-0.37373737,-0.32832804,-0.85373247,1060,-0.9341062,12.61798
17.431667,-0.5992447,0.3088487,17.199162,0.06407994,,,2.0847979e-07,0.14999999,61.143234,19.220564,46.219192028045654,6.8470864,0.8987681,4.6971836,17.431667,253.64789,54,0.11111111,0.33574343,-0.5654569,1080,-0.9268022,12.702816
17.431667,-0.61189073,8.5694137e-07,8.078343,1.4098153,,,2.0096763e-07,0.14999999,61.252277,19.220564,47.15248131752014,5.6665044,0.66063225,4.7812653,17.431667,262.9696,55,0.5959596,0.5514149,-0.8699985,1100,-0.92801446,12.618734
17.431667,-0.6299092,0.15432441,6.336307,1.7196471e-13,,,1.9385428e-07,0.14999999,60.801674,19.220564,47.90393304824829,5.449152,0.8522486,4.8934517,17.431667,274.03326,56,-0.6363636,-0.7112425,-0.9818408,1120,-0.9352438,12.506548
17.431667,-0.6448568,4.55819,17.401037,0.007852668,,,1.8711206e-07,0.14999999,60.162594,19.220564,48.711349964141846,5.480722,0.9852647,4.807582,17.431667,274.03217,57,-0.17171717,-0.13332546,-0.6435308,1140,-0.9330685,12.592418
17.431667,-0.5853169,1.30802555e-05,16.149712,2.9567946e-07,,,1.8071556e-07,0.14999999,59.631058,19.220564,50.23777723312378,7.1217203,1.1362567,4.74625,17.431667,275.28247,58,-1.0,-0.8125445,-0.6794919,1160,-0.9293628,12.653749
17.431667,-0.6024111,2.7934386e-11,17.33679,2.4219595e-26,,,1.7464151e-07,0.14999999,59.45804,19.220564,52.468990087509155,9.232414,0.7013151,4.666877,17.431667,275.3457,59,0.83838385,0.91955316,-0.6072916,1180,-0.9222908,12.733123
17.431667,-0.61921823,0.013078753,1.4059587,6.16436e-27,,,1.6886865e-07,0.14999999,59.48906,19.220564,54.624703884124756,5.1449437,0.99012786,4.8556614,17.431667,291.33972,60,-0.75757575,-0.7437454,-1.1766238,1200,-0.9319829,12.544338
17.431667,-0.6355296,0.0054867244,17.386133,8.034204e-11,,,1.6337734e-07,0.14999999,58.865128,19.220564,56.65557646751404,6.781987,1.4217442,4.776288,17.431667,291.35364,61,0.3131313,0.23582578,-0.59905577,1220,-0.92706877,12.623712
17.431667,-0.65170014,4.5434213,8.598309,0.0077698543,,,1.581496e-07,0.14999999,58.357872,19.220564,58.074315786361694,5.0417333,1.1007013,4.841215,17.431667,300.15527,62,-0.3131313,-0.50359154,-0.86106867,1240,-0.9200881,12.5587845
17.431667,-0.5969802,0.29299143,17.324999,4.3650074,,,1.5316883e-07,0.14999999,58.43382,19.220564,59.33416390419006,5.3120556,0.91294146,4.76556,17.431667,300.2303,63,-0.5959596,-0.56966835,-0.6850353,1260,-0.91520005,12.634439
17.431667,-0.6080887,1.448045,17.412209,4.104534,,,1.484197e-07,0.14999999,57.19607,19.220564,61.42851686477661,4.9208717,0.9281491,4.6909075,17.431667,300.21808,64,-0.47474748,-0.54166895,-0.6341324,1280,-0.9124127,12.709092
17.431667,-0.6012193,0.008003999,17.389486,1.3803905,,,1.4388809e-07,0.14999999,57.10539,19.220564,64.57406735420227,4.78438,1.0140327,4.618902,17.431667,300.22864,65,-0.7777778,-0.73889005,-0.5830159,1300,-0.9086523,12.781097
17.431667,-0.61636364,1.5092878,17.38214,3.429896e-05,,,1.3956085e-07,0.14999999,57.11315,19.220564,67.52918696403503,5.783909,0.70657927,4.5491877,17.431667,300.24646,66,-0.01010101,0.22510308,-0.5443893,1320,-0.903208,12.850812
17.431667,-0.6087911,2.9147262e-05,8.643308,1.3135304,,,1.3542595e-07,0.14999999,56.841736,19.220564,71.4201967716217,7.572926,1.0243063,4.611986,17.431667,309.00305,67,0.4949495,0.5267926,-0.9126945,1340,-0.9078583,12.788013
17.431667,-0.6236057,1.3590798e-05,6.5780168,2.2787167e-22,,,1.3147212e-07,0.14999999,56.0405,19.220564,75.5251817703247,7.419655,1.0449393,4.70331,17.431667,319.82507,68,-1.0,-0.8239757,-0.9906861,1360,-0.90914965,12.69669
17.431667,-0.63820434,0.073757365,17.343937,2.8579705,,,1.2768895e-07,0.14999999,56.423492,19.220564,79.60576486587524,4.8089576,1.060305,4.6359596,17.431667,319.88123,69,-0.67676765,-0.7448553,-0.5534904,1380,-0.9037989,12.76404
17.431667,-0.6515247,0.053434856,17.371319,6.5326904e-09,,,1.2406676e-07,0.14999999,56.012905,19.220564,82.48427629470825,6.76335,1.2382226,4.570141,17.431667,319.9099,70,0.21212122,0.1766057,-0.52657294,1400,-0.897839,12.829859
17.431667,-0.66494626,7.155329e-15,8.820683,1.8197661e-06,,,1.2059652e-07,0.14999999,55.69117,19.220564,85.42949104309082,16.820265,1.1785321,4.626609,17.431667,328.48926,71,1.0,0.96352494,-0.8711991,1420,-0.89463687,12.773391
17.431667,-0.67893255,0.0052934308,0.6520725,1.09242335e-29,,,1.1726989e-07,0.14999999,55.289513,19.220564,88.38623118400574,4.6253366,1.069579,4.79496,17.431667,345.23706,72,-0.7979798,-0.8262213,-1.2885679,1440,-0.89882225,12.60504
17.431667,-0.69265234,4.781341,17.329906,0.0003245492,,,1.1407902e-07,0.14999999,54.937706,19.220564,91.28298449516296,5.7090883,0.90206933,4.730236,17.431667,345.3072,73,-0.17171717,-0.33024782,-0.5082034,1460,-0.89276737,12.669764
17.431667,-0.6428158,2.200617,17.14592,3.915109,,,1.1101664e-07,0.14999999,55.331642,19.220564,94.21019268035889,5.0217304,0.9677103,4.6697474,17.431667,345.56128,74,-0.43434343,-0.34450364,-0.6274592,1480,-0.8907486,12.730252
17.431667,-0.6269344,1.620141e-08,17.197802,1.628902e-10,,,1.0807592e-07,0.14999999,54.507668,19.220564,97.19077634811401,8.7379265,0.6039033,4.61018,17.431667,345.7635,75,0.6969697,0.5383862,-0.5875834,1500,-0.8873275,12.78982
17.431667,-0.64017963,4.171032,6.465581,3.5030425e-07,,,1.0525054e-07,0.14999999,54.073456,19.220564,100.137690782547,4.857591,1.0590099,4.6933928,17.431667,356.69794,76,-0.33333334,-0.464771,-1.0439134,1520,-0.89473605,12.706607
17.431667,-0.5998228,0.2116739,17.345991,2.8440857,,,1.02534514e-07,0.14999999,54.037163,19.220564,103.07671785354614,4.7593536,1.0099101,4.6331425,17.431667,356.7519,77,-0.61616164,-0.8126552,-0.57637405,1540,-0.8900952,12.766857
17.431667,-0.60998094,0.0017519399,17.347647,4.5161405,,,9.9922275e-08,0.14999999,54.306297,19.220564,106.0113410949707,4.593594,1.0809313,4.5744143,17.431667,356.80426,78,-0.83838385,-1.0476959,-0.5441866,1560,-0.88571423,12.825585
17.431667,-0.62269753,1.3578464e-05,17.199686,6.2231555,,,9.74086e-08,0.14999999,54.21842,19.220564,108.93311667442322,7.7153597,1.0650918,4.519045,17.431667,357.00458,79,-1.0,-1.0009983,-0.9006489,1580,-0.8850907,12.880955
17.431667,-0.63527614,0.00064886664,17.203104,8.768915e-19,,,9.49886e-08,0.14999999,53.897713,19.220564,111.8775634765625,7.2604938,1.3439953,4.4650173,17.431667,357.20142,80,0.3939394,0.40457353,-0.68504554,1600,-0.882113,12.934982
17.431667,-0.64769053,0.3241795,7.6144056,0.9989424,,,9.265769e-08,0.14999999,52.898865,19.220564,114.80754733085632,7.083588,0.8835008,4.5307035,17.431667,366.98706,81,0.11111111,-0.010618128,-0.9345426,1620,-0.87899035,12.869296
17.431667,-0.6559664,1.4037803e-05,11.501506,2.32419e-09,,,9.041153e-08,0.14999999,52.870438,19.220564,117.82561802864075,7.2958183,1.0662322,4.5473843,17.431667,372.8855,82,-1.0,-0.6817073,-0.8947371,1640,-0.8808001,12.852615
17.431667,-0.6680876,1.8798287,17.40014,1.4539241,,,8.8246054e-08,0.14999999,52.645546,19.220564,120.78646445274353,4.8944135,0.96842223,4.4925947,17.431667,372.88538,83,-0.45454547,-0.56676394,-0.5428071,1660,-0.876229,12.907405
17.431667,-0.65766793,0.050387863,17.40699,3.2054641,,,8.6157456e-08,0.14999999,52.72081,19.220564,123.70162463188171,4.536663,1.091646,4.4390287,17.431667,372.87842,84,-0.6969697,-0.49066612,-0.5634208,1680,-0.8730264,12.960971
17.431667,-0.6689027,3.572316,17.366993,0.18908668,,,8.4142165e-08,0.14999999,52.125748,19.220564,126.6615355014801,6.1704264,0.78775835,4.3871937,17.431667,372.9115,85,-0.11111111,0.3268163,-0.5576472,1700,-0.86842936,13.012806
17.431667,-0.63943064,7.732851e-06,8.132195,2.5982594,,,8.219674e-08,0.14999999,52.01922,19.220564,129.6382076740265,8.091872,0.97751296,4.443945,17.431667,382.17932,86,0.53535354,0.8016533,-0.94305557,1720,-0.8718984,12.956055
17.431667,-0.6509914,2.9324945e-11,3.2535655,9.33519,,,8.031802e-08,0.14999999,51.855225,19.220564,132.62337255477905,9.925745,0.84481233,4.5554667,17.431667,396.32556,87,0.83838385,1.1003647,-1.2855903,1740,-0.8771771,12.844533
17.431667,-0.6624201,0.96869546,,1.1607852e-24,,,7.850298e-08,0.14999999,51.811745,19.220564,135.60129928588867,4.774127,0.9901609,4.7014275,17.431667,413.7256,88,-0.5151515,-0.26710618,-1.9064877,1760,-0.8909704,12.698572
17.431667,-0.6627719,0.014702888,16.946451,0.007769269,,,7.674878e-08,0.14999999,51.5731,19.220564,138.57832646369934,6.8859496,1.3327512,4.653699,17.431667,414.1792,89,0.27272728,0.16288078,-0.64024377,1780,-0.88838905,12.746301
17.431667,-0.67378,4.9116874,8.863106,0.066067256,,,7.505273e-08,0.14999999,51.567696,19.220564,141.52949738502502,5.0312595,1.0339248,4.696845,17.431667,422.71606,90,-0.2929293,-0.29534587,-0.92168844,1800,-0.88544846,12.703155
17.431667,-0.63169265,0.0030340548,17.227541,0.011011241,,,7.3412274e-08,0.14999999,50.936592,19.220564,144.49507451057434,4.5902205,1.0335319,4.647126,17.431667,422.88855,91,-0.8181818,-0.7362862,-0.58759075,1820,-0.8819873,12.752873
17.431667,-0.6425884,4.5022106,17.388386,0.08230868,,,7.182504e-08,0.14999999,50.547096,19.220564,147.43477129936218,4.805684,1.0490624,4.59674,17.431667,422.90002,92,-0.3131313,-0.09701483,-0.50365347,1840,-0.87765354,12.80326
17.431667,-0.60562193,1.2028244,15.464651,4.6456537,,,7.028872e-08,0.14999999,50.714443,19.220564,149.85087752342224,6.633509,0.7668043,4.568123,17.431667,424.83545,93,0.01010101,-0.015071104,-0.81272393,1860,-0.87660116,12.831877
17.431667,-0.6034666,6.728659e-15,12.249815,7.1600026e-10,,,6.880116e-08,0.14999999,50.360973,19.220564,152.52625226974487,17.733637,1.2422922,4.574316,17.431667,429.98572,94,1.0,1.2161422,-0.8615773,1880,-0.879014,12.825684
17.431667,-0.61404866,0.10552839,,5.904762e-33,,,6.736033e-08,0.14999999,50.213604,19.220564,155.5152633190155,4.6014633,1.025441,4.709323,17.431667,447.38574,95,-0.65656567,-0.32210606,-2.7463777,1900,-0.8968827,12.690677
17.431667,-0.62340975,4.461471,17.105108,2.83784,,,6.5964315e-08,0.14999999,50.167484,19.220564,158.48563885688782,5.44767,0.9561133,4.6633396,17.431667,447.68054,96,-0.17171717,-0.103824146,-0.5674578,1920,-0.8933184,12.73666
17.431667,-0.5883465,1.3119947e-05,15.667601,9.9305126e-08,,,6.461123e-08,0.14999999,49.920162,19.220564,161.62219977378845,7.902361,0.9675979,4.6331234,17.431667,449.41296,97,-1.0,-1.0629312,-0.7441107,1940,-0.8923685,12.766876
17.431667,-0.59860283,0.050680503,17.20181,1.3895122e-15,,,6.329935e-08,0.14999999,49.55546,19.220564,165.83062052726746,6.89106,1.1991993,4.5878696,17.431667,449.6112,98,0.21212122,0.30085644,-0.93996876,1960,-0.8933906,12.81213
17.431667,-0.6082382,3.2996407,8.280549,0.0002685972,,,6.2027055e-08,0.14999999,49.227623,19.220564,169.61172199249268,4.670461,1.026542,4.633643,17.431667,458.7307,99,-0.37373737,-0.4686845,-0.91234034,1980,-0.89183456,12.766356
17.431667,-0.5855022,1.3082688e-05,17.34103,0.00864447,,,6.079271e-08,0.14999999,49.080025,19.220564,173.7820496559143,7.5330625,0.98131543,4.5878963,17.431667,458.78967,100,-1.0,-1.087259,-0.5442321,2000,-0.8882217,12.812103
17.431667,-0.5954524,0.00019234058,17.198683,3.343111e-22,,,5.9594853e-08,0.14999999,48.94054,19.220564,175.93085861206055,7.455469,1.1760919,4.544464,17.431667,458.99084,101,0.43434343,0.24706024,-1.0223868,2020,-0.889927,12.8555355
17.431667,-0.6053028,2.178438,8.548917,0.91376626,,,5.8432047e-08,0.14999999,48.83005,19.220564,177.22300028800964,6.239212,0.82084066,4.586686,17.431667,467.84192,102,-0.05050505,-0.030293994,-0.8993072,2040,-0.8885504,12.8133135
17.431667,-0.5939266,0.7006953,12.78772,0.020772506,,,5.7302962e-08,0.14999999,48.789524,19.220564,178.4828703403473,4.7594995,0.94510925,4.586934,17.431667,472.45422,103,-0.53535354,-0.39977133,-0.81625277,2060,-0.88968205,12.813066
17.431667,-0.59680873,3.6158596e-08,17.321825,2.9736e-11,,,5.6206275e-08,0.14999999,48.56507,19.220564,181.71645855903625,8.684959,0.6012921,4.543581,17.431667,472.53247,104,0.67676765,0.6587566,-0.53730094,2080,-0.88690484,12.856419
17.431667,-0.60637814,4.8623133,5.1535954,8.293171e-08,,,5.5140777e-08,0.14999999,48.430115,19.220564,183.75676703453064,4.8659377,1.0405778,4.6169415,17.431667,484.77893,105,-0.25252524,-0.1423655,-1.170673,2100,-0.8934829,12.783058
