ReturnLastEpisode,IWMin,DenMISEMeanLog,LQGmu1_higher,Iteration,Bound,IWFirstEpisode,IWMax,ReturnAbsMax,ReturnStepMax,IWMean,Delta,ReturnMean,DenMISELogLast,IWLastEpisode,ReturnMax,TimestepsSoFar,DenMISELogFirst,LQGsigma_higher,TimeElapsed,Regret/t,LQGmu1_actor,ReturnMin,Regret
17.036007,,-0.90235084,-0.8787879,17,98.52219,0.0050630285,5.994685,17.36953,19.156708,1.1139661,2.103554e-06,11.809287,-0.64773417,0.0030638701,17.36953,340,-0.6478646,0.14999999,14.187641382217407,5.5907125,-0.760436,,95.042114
17.357893,,-0.8856491,-0.4949495,18,95.26394,2.7487698,5.628131,17.36953,19.156708,1.1462244,1.8763183e-06,12.117542,-0.6091062,1.0212187,17.36953,360,-0.7047252,0.14999999,15.268646240234375,5.2824574,-0.68045807,,95.08421
17.405443,,-0.86722773,1.0,19,93.61663,7.064787e-17,15.438043,17.405443,19.194466,1.2426428,1.6840087e-06,12.395853,-0.6092833,2.7265837e-27,17.405443,380,-0.6166772,0.14999999,16.34423589706421,5.0041466,0.99850386,,95.0788
0.027223222,,-0.8720558,0.27272728,20,92.48378,0.0020504582,7.2160006,17.405443,19.194466,1.3809416,1.5198176e-06,11.777422,-0.9738698,5.8088553e-05,17.405443,400,-0.66797054,0.14999999,17.351576328277588,5.6225777,0.18777785,,112.45157
8.783618,,-0.85767317,-0.6969697,21,88.73885,0.2357639,5.4156756,17.405443,19.194466,1.134152,1.3785193e-06,11.634859,-0.79635847,1.6447109e-07,17.405443,420,-0.7166582,0.14999999,17.900707006454468,5.7651405,-0.6988662,,121.06795
17.40294,,-0.8399309,-0.27272728,22,87.65185,5.356065,5.6738267,17.405443,19.194466,1.0039548,1.2560477e-06,11.897045,-0.52840143,0.07975083,17.405443,440,-0.75201386,0.14999999,18.335920572280884,5.5029545,-0.047215044,,121.065
14.20163,,-0.84684867,0.05050505,23,87.0829,0.22054061,5.4409113,17.405443,19.194466,0.87096167,1.1492007e-06,11.997244,-0.9279699,5.4409113,17.405443,460,-0.5785698,0.14999999,18.831595182418823,5.4027557,0.19856918,,124.26337
8.745659,,-0.8504594,-1.0,24,84.78263,0.00017459778,8.598977,17.405443,19.194466,0.9081997,1.055429e-06,11.861762,-0.76184285,7.787154e-14,17.405443,480,-0.61158645,0.14999999,19.280099391937256,5.5382376,-0.78435576,,132.9177
17.368824,,-0.8474227,0.67676765,25,84.33142,1.2547825e-09,4.7509956,17.405443,19.194466,0.67349577,9.726833e-07,12.082045,-0.6105555,1.21971505e-20,17.405443,500,-0.65240115,0.14999999,19.72372841835022,5.317955,0.50319165,,132.94888
6.7993383,,-0.8664843,0.43434343,26,82.612595,1.650583e-05,7.0834236,17.405443,19.194466,1.1961768,8.993004e-07,11.878864,-0.987771,6.427704,17.405443,520,-0.69162184,0.14999999,20.424484729766846,5.5211353,0.2612574,,143.54953
8.4832115,,-0.8593654,-0.7777778,27,81.95433,0.053540844,5.284281,17.405443,19.194466,1.2709775,8.3391916e-07,11.753099,-0.78922874,2.2306149e-10,17.405443,540,-0.72936153,0.14999999,21.1677463054657,5.6469,-0.9512355,,152.46631
17.239897,,-0.84626377,-0.53535354,28,77.62411,2.057896,5.431739,17.405443,19.194466,0.9256673,7.754171e-07,11.949056,-0.6904246,0.113619484,17.405443,560,-0.76374817,0.14999999,21.93603754043579,5.450944,-0.8110669,,152.62643
17.342846,,-0.83968973,0.1919192,29,77.54142,0.015887944,6.454098,17.405443,19.194466,1.453081,7.2286224e-07,12.135048,-0.5525194,9.0377733e-10,17.405443,580,-0.7279186,0.14999999,22.766685247421265,5.2649517,-0.034481972,,152.6836
12.739118,,-0.8303589,-0.11111111,30,78.91751,2.1376312,6.062573,17.405443,19.194466,0.7694624,6.754746e-07,12.155184,-0.9063758,5.7780595,17.405443,600,-0.76127243,0.14999999,23.76778244972229,5.244816,-0.25598556,,157.34448
17.11447,,-0.8358639,-0.85858583,31,77.10355,0.008944215,5.1354656,17.405443,19.194466,1.2773875,6.325984e-07,12.315161,-0.74143624,0.0017469664,17.405443,620,-0.725232,0.14999999,24.97062349319458,5.084839,-0.92583394,,157.62997
17.268929,,-0.8224192,-0.3131313,32,75.25801,5.660249,5.683508,17.405443,19.194466,1.0039788,5.936788e-07,12.469966,-0.6210933,0.0011790472,17.405443,640,-0.75669223,0.14999999,26.081459522247314,4.9300337,-0.4680865,,157.76108
17.413975,,-0.81799203,0.83838385,33,74.96508,5.267407e-13,8.965391,17.413975,19.20163,0.8479596,5.582434e-07,12.619784,-0.6275027,1.6764992e-16,17.413975,660,-0.6245946,0.14999999,27.134098291397095,4.7802153,0.66990435,,157.74713
5.018741,,-0.8299074,-1.0,34,73.50386,0.00018224391,7.7433267,17.413975,19.20163,0.9823359,5.258885e-07,12.396224,-1.0043038,8.8802e-27,17.413975,680,-0.6544476,0.14999999,27.651278734207153,5.0037756,-1.0437698,,170.12836
17.19659,,-0.8334528,0.53535354,35,71.30673,4.3929364e-07,7.324495,17.413975,19.20163,0.9034192,4.9626703e-07,12.533378,-0.8890964,5.558347e-24,17.413975,700,-0.6834298,0.14999999,28.11933732032776,4.866622,0.32400167,,170.33179
8.148873,,-0.8380496,-0.6363636,36,71.28973,0.5950429,4.861991,17.413975,19.20163,1.0045177,4.6907957e-07,12.411586,-0.85588306,7.85962e-09,17.413975,720,-0.71160066,0.14999999,28.6516592502594,4.988414,-0.4589285,,179.58289
17.397453,,-0.8341573,-0.3939394,37,70.9975,4.868747,5.3271646,17.413975,19.20163,1.056466,4.4406656e-07,12.546339,-0.66854006,4.7249837,17.413975,740,-0.72260576,0.14999999,29.198976755142212,4.8536606,-0.51867425,,179.58545
17.386387,,-0.82689875,1.0,38,70.873405,7.1284863e-17,15.857118,17.413975,19.20163,0.9452868,4.2100217e-07,12.673709,-0.572416,2.5980615e-22,17.413975,760,-0.62565225,0.14999999,29.678191423416138,4.7262907,1.0196506,,179.59906
,,-0.84151214,0.07070707,39,69.5101,0.16841507,5.3786225,17.413975,19.20163,0.9785117,3.996891e-07,12.3487425,-1.2404264,1.8744526e-08,17.413975,780,-0.6516278,0.14999999,30.234567880630493,5.051257,-0.061694697,,196.99902
14.8766,,-0.84310377,-1.0,40,68.84777,0.00018558897,7.3948507,17.413975,19.20163,1.0136976,3.799544e-07,12.411939,-0.8478521,1.9776198e-08,17.413975,800,-0.6726365,0.14999999,31.172414302825928,4.988061,-1.0471443,,199.52246
17.194967,,-0.84512824,-0.13131313,41,68.653465,2.3993783,5.7145824,17.413975,19.20163,0.8136728,3.6164613e-07,12.528597,-0.89358145,5.2259004e-08,17.413975,820,-0.6973245,0.14999999,32.44112539291382,4.8714027,-0.03951346,,199.72748
13.323049,,-0.84845495,0.33333334,42,68.5381,0.00038042126,6.98434,17.413975,19.20163,1.2414142,3.4462983e-07,12.547514,-0.7746442,0.26279232,17.413975,840,-0.664549,0.14999999,33.247536420822144,4.8524857,0.4787668,,203.80438
7.017706,,-0.84604913,-0.8181818,43,67.41414,0.021818917,4.9577804,17.413975,19.20163,1.1544496,3.2878697e-07,12.418914,-0.9285626,3.9299888e-16,17.413975,860,-0.6880704,0.14999999,33.919649839401245,4.981086,-0.8017008,,214.1867
17.350336,,-0.83640254,-0.5151515,44,66.76298,2.343872,5.339163,17.413975,19.20163,0.990436,3.140119e-07,12.530991,-0.5400466,0.7360557,17.413975,880,-0.7105527,0.14999999,34.48400521278381,4.869009,-0.618299,,214.23639
17.420399,,-0.8317517,-0.67676765,45,64.951904,0.31599435,4.7275167,17.420399,19.20967,1.0912993,3.0021093e-07,12.639645,-0.5902884,4.4482083,17.420399,900,-0.6811261,0.14999999,35.60186457633972,4.760355,-0.7678567,,214.216
17.364956,,-0.82295376,0.6969697,46,64.706406,5.302848e-10,8.196862,17.420399,19.20967,0.7208826,2.8730017e-07,12.742368,-0.49111572,8.507906e-21,17.420399,920,-0.69610745,0.14999999,36.630789041519165,4.657632,0.75570816,,214.25104
3.9050329,,-0.83382434,-1.0,47,64.28451,0.0001941268,6.983551,17.420399,19.20967,1.0215551,2.7520463e-07,12.554339,-1.0298104,1.326692e-29,17.420399,940,-0.71761364,0.14999999,37.661524534225464,4.84566,-1.0441749,,227.74603
17.190685,,-0.8345054,-0.05050505,48,63.852924,1.0940411,6.5317235,17.420399,19.20967,0.85671717,2.6385726e-07,12.650929,-0.8500925,1.8399994e-09,17.420399,960,-0.7386629,0.14999999,38.687389850616455,4.74907,-0.119634435,,227.95532
16.137495,,-0.83685434,-0.27272728,49,63.7125,5.274908,5.6511183,17.420399,19.20967,0.91353905,2.531974e-07,12.722086,-0.7781646,3.440148,17.420399,980,-0.73674554,0.14999999,39.74055600166321,4.6779137,-0.48483223,,229.21777
17.359732,,-0.83494025,-0.8181818,50,63.16478,0.021102965,4.5698514,17.420399,19.20967,1.1916575,2.4317083e-07,12.814837,-0.6303985,0.4228249,17.420399,1000,-0.65470654,0.14999999,40.81938648223877,4.585162,-0.8781931,,229.25812
17.306076,,-0.82512665,0.21212122,51,62.79465,0.0094126165,6.9198766,17.420399,19.20967,1.1544898,2.3372819e-07,12.902902,-0.4962635,1.4702456e-11,17.420399,1020,-0.6740872,0.14999999,41.597809076309204,4.497098,0.40986633,,229.35199
7.5751586,,-0.8261723,-0.47474748,52,62.356342,3.1480618,5.172855,17.420399,19.20967,0.9950295,2.248251e-07,12.800445,-0.98530334,1.9972396e-07,17.420399,1040,-0.69332075,0.14999999,42.18441128730774,4.599555,-0.54714066,,239.17688
17.392721,,-0.82192534,0.47474748,53,62.40694,3.946602e-06,7.6305056,17.420399,19.20967,1.0593104,2.1642118e-07,12.887092,-0.57153136,3.9348985e-10,17.420399,1060,-0.65359104,0.14999999,43.05625009536743,4.512908,0.58730453,,239.18408
5.9642158,,-0.8250728,1.0,54,62.16852,7.468766e-17,15.842656,17.420399,19.20967,0.9736896,2.0847979e-07,12.758891,-1.0089575,0.16568026,17.420399,1080,-0.6722831,0.14999999,43.63560891151428,4.6411085,1.0529183,,250.61987
,,-0.83873874,-1.0,55,61.34937,0.00018895903,6.8645773,17.420399,19.20967,1.0525789,2.0096763e-07,12.526911,-1.4720466,,17.420399,1100,-0.6906323,0.14999999,44.49335217475891,4.873089,-0.98236185,,268.0199
17.215252,,-0.8351822,-0.6363636,56,60.990395,0.5932881,4.8356357,17.420399,19.20967,1.0696628,1.9385428e-07,12.610631,-0.65763414,0.3589713,17.420399,1120,-0.7086473,0.14999999,45.53730082511902,4.7893686,-0.6322338,,268.20465
17.41411,,-0.82905537,-0.83838385,57,59.85666,0.014226656,4.3353257,17.420399,19.20967,1.1871533,1.8711206e-07,12.694902,-0.53473675,1.7656548,17.420399,1140,-0.7158082,0.14999999,46.294638872146606,4.705097,-1.0231221,,268.19055
17.202347,,-0.82502836,0.7777778,58,59.11768,1.229062e-11,8.500006,17.420399,19.20967,0.8449239,1.8071556e-07,12.772616,-0.757527,2.8400856e-31,17.420399,1160,-0.7329504,0.14999999,46.79344129562378,4.627383,1.047192,,268.38818
,,-0.8392805,-0.15151516,59,59.154755,2.972046,6.2660904,17.420399,19.20967,0.7999702,1.7464151e-07,12.556131,-1.4794654,1.584337e-13,17.420399,1180,-0.7500448,0.14999999,47.78362965583801,4.8438683,-0.32475942,,285.7882
17.234795,,-0.8408913,-0.41414142,60,59.874245,4.497195,5.2563167,17.420399,19.20967,1.0024844,1.6886865e-07,12.634109,-0.7165074,4.559223,17.420399,1200,-0.71770597,0.14999999,48.80608081817627,4.765891,-0.37099576,,285.9535
17.264635,,-0.8378294,-1.0,61,58.903877,0.00018361774,6.503872,17.420399,19.20967,1.0865378,1.6337734e-07,12.710019,-0.63422674,0.0007618714,17.420399,1220,-0.6619581,0.14999999,50.06582427024841,4.6899805,-1.2061033,,286.08887
17.192024,,-0.8543083,0.35353535,62,58.263714,0.00021236262,7.1814613,17.420399,19.20967,1.1170698,1.581496e-07,12.7823105,-1.9142361,6.031e-23,17.420399,1240,-0.6782156,0.14999999,51.92118263244629,4.617689,0.29552492,,286.2967
8.309499,,-0.85406744,0.09090909,63,57.926,0.12250719,5.540197,17.420399,19.20967,0.86084497,1.5316883e-07,12.711313,-0.9186857,2.6286623,17.420399,1260,-0.69421256,0.14999999,53.83970880508423,4.6886864,0.0026663616,,295.3872
9.58022,,-0.8564596,-0.37373737,64,57.911324,5.076355,5.2567863,17.420399,19.20967,0.99686146,1.484197e-07,12.66239,-0.8496555,0.2669745,17.420399,1280,-0.70801824,0.14999999,55.79912829399109,4.73761,-0.40029675,,303.20703
17.233978,,-0.85299474,-0.5959596,65,57.635773,0.9477637,4.748163,17.420399,19.20967,1.0292419,1.4388809e-07,12.732722,-0.6063127,2.082855,17.420399,1300,-0.647193,0.14999999,57.815845012664795,4.6672773,-0.9070903,,303.37305
17.275183,,-0.8482842,-1.0,66,58.47332,0.00018106984,7.4699984,17.420399,19.20967,1.1705464,1.3956085e-07,12.801547,-0.5543098,3.8215816,17.420399,1320,-0.64798474,0.14999999,59.46409010887146,4.5984526,-0.998566,,303.49792
17.20408,,-0.84331596,0.57575756,67,56.713627,8.916999e-08,8.173434,17.420399,19.20967,0.8658924,1.3542595e-07,12.867257,-0.6522648,6.1399857e-24,17.420399,1340,-0.6630199,0.14999999,61.31094408035278,4.5327425,0.3628065,,303.69373
7.906221,,-0.8471667,-1.0,68,56.685722,0.00018655644,6.9138417,17.420399,19.20967,1.1665069,1.3147212e-07,12.794301,-0.94517314,8.148564e-18,17.420399,1360,-0.677835,0.14999999,63.764976501464844,4.6056986,-1.1400689,,313.1875
17.201466,,-0.8512163,-0.23232323,69,55.902695,4.4617076,5.565618,17.420399,19.20967,0.85425335,1.2768895e-07,12.858172,-1.2623514,1.0486111e-07,17.420399,1380,-0.69243103,0.14999999,66.72776532173157,4.541827,-0.038166612,,313.3861
14.345916,,-0.85391366,0.01010101,70,56.039177,0.44260293,6.579665,17.420399,19.20967,0.89154917,1.2406676e-07,12.879426,-0.879814,6.087411,17.420399,1400,-0.644162,0.14999999,69.70612287521362,4.5205736,-0.288462,,316.4402
17.209679,,-0.8531157,1.0,71,55.530052,7.319112e-17,15.892044,17.420399,19.20967,1.1306984,1.2059652e-07,12.940416,-0.6682894,4.9330347e-16,17.420399,1420,-0.65204364,0.14999999,72.27872657775879,4.4595833,1.08057,,316.6305
,,-0.86347663,-0.7979798,72,55.556732,0.033049133,4.623018,17.420399,19.20967,1.0756131,1.1726989e-07,12.760688,-1.651457,1.21389555e-33,17.420399,1440,-0.6660299,0.14999999,75.21708369255066,4.639312,-0.7814497,,334.0304
17.360744,,-0.8578303,-0.41414142,73,55.173683,4.3280287,5.067691,17.420399,19.20967,1.00824,1.1407902e-07,12.823702,-0.51004255,0.22093308,17.420399,1460,-0.67936426,0.14999999,78.15922117233276,4.5762978,-0.23316756,,334.0697
16.968079,,-0.8559138,-1.0,74,55.03382,0.00017880063,6.78974,17.420399,19.20967,1.1641577,1.1101664e-07,12.879706,-0.7052827,1.1376999e-05,17.420399,1480,-0.6353729,0.14999999,81.104008436203,4.520293,-0.8307922,,334.5017
17.335608,,-0.8491515,0.2929293,75,54.954033,0.0011695906,7.3611283,17.420399,19.20967,1.1340663,1.0807592e-07,12.939118,-0.48459736,2.8086045e-12,17.420399,1500,-0.6487935,0.14999999,84.00535249710083,4.460881,0.17343497,,334.5661
8.830788,,-0.84877086,-0.1919192,76,54.52115,3.558908,5.3858914,17.420399,19.20967,0.90764,1.0525054e-07,12.885061,-0.9196411,0.34352964,17.420399,1520,-0.6620231,0.14999999,86.97407579421997,4.5149384,-0.34190345,,343.13538
17.287338,,-0.8472205,-0.7373737,77,54.414093,0.10608463,4.6594105,17.420399,19.20967,1.0463885,1.02534514e-07,12.942234,-0.62204367,0.15331534,17.420399,1540,-0.6293308,0.14999999,89.93906855583191,4.4577656,-0.76893264,,343.24792
17.372965,,-0.8424217,-0.35353535,78,53.6036,4.9314756,4.9934783,17.420399,19.20967,1.0155331,9.9922275e-08,12.999039,-0.5040196,0.09514502,17.420399,1560,-0.64085746,0.14999999,92.90133166313171,4.400961,-0.43331894,,343.27496
17.375307,,-0.839056,-0.57575756,79,53.530502,1.1378944,4.7193136,17.420399,19.20967,0.9696548,9.74086e-08,13.054434,-0.5739265,3.0079134,17.420399,1580,-0.59229064,0.14999999,95.861971616745,4.345566,-0.39439934,,343.29968
17.330847,,-0.83606017,-0.83838385,80,53.15071,0.012551969,4.333969,17.420399,19.20967,1.1265371,9.49886e-08,13.107889,-0.55717415,0.058126185,17.420399,1600,-0.5905684,0.14999999,98.85002303123474,4.2921104,-0.7779231,,343.3689
17.36856,,-0.8301128,0.7979798,81,53.090767,3.9869163e-12,9.462141,17.420399,19.20967,0.75473255,9.265769e-08,13.160491,-0.4641602,4.554676e-24,17.420399,1620,-0.60283405,0.14999999,101.81681227684021,4.2395086,0.9085038,,343.40027
1.5898627,,-0.83852303,0.15151516,82,52.99919,0.034387328,7.088143,17.420399,19.20967,0.9895567,9.041153e-08,13.019385,-1.2529367,2.7456024e-05,17.420399,1640,-0.61510414,0.14999999,104.77416563034058,4.3806143,0.3895706,,359.21033
7.722883,,-0.8413274,0.47474748,83,53.02587,3.842296e-06,8.050883,17.420399,19.20967,0.9916372,8.8246054e-08,12.955572,-1.0384296,6.39417,17.420399,1660,-0.62680626,0.14999999,107.72646045684814,4.4444275,0.738606,,368.88745
4.1377115,,-0.84576035,-0.37373737,84,52.676434,4.7367806,4.910074,17.420399,19.20967,1.0531753,8.6157456e-08,12.850597,-1.1785065,9.894513e-12,17.420399,1680,-0.6387824,0.14999999,110.74559760093689,4.549402,-0.42859605,,382.14978
17.377186,,-0.8419432,-1.0,85,52.2828,0.00017185614,7.056287,17.420399,19.20967,1.0925349,8.4142165e-08,12.9038515,-0.5566124,0.0032770305,17.420399,1700,-0.5957592,0.14999999,113.70534610748291,4.496148,-0.8736954,,382.1726
17.310127,,-0.8368874,-0.7979798,86,52.10906,0.031168835,4.3752947,17.420399,19.20967,1.1151905,8.219674e-08,12.955087,-0.47696844,3.7725577,17.420399,1720,-0.6074532,0.14999999,116.68006491661072,4.444913,-0.72083867,,382.26257
17.37469,,-0.83191705,-0.53535354,87,52.044308,1.7799542,4.728636,17.420399,19.20967,1.0004791,8.031802e-08,13.005887,-0.50430286,2.0501943,17.420399,1740,-0.6186517,0.14999999,119.65722227096558,4.3941126,-0.69946384,,382.28772
17.389578,,-0.82829994,-0.07070707,88,51.706512,1.2152122,6.525426,17.420399,19.20967,0.7969666,7.850298e-08,13.055701,-0.5024646,0.0006724533,17.420399,1760,-0.6098276,0.14999999,122.62750792503357,4.3442984,-0.23064947,,382.29822
16.917307,,-0.8291495,-0.7171717,89,51.587975,0.14945874,4.416804,17.420399,19.20967,1.0802833,7.674878e-08,13.099091,-0.68665206,0.02745371,17.420399,1780,-0.6074124,0.14999999,125.61612439155579,4.300909,-0.6966328,,382.78088
17.382734,,-0.8245012,-0.2929293,90,51.331055,4.842702,5.0602427,17.420399,19.20967,1.002215,7.505273e-08,13.1466875,-0.4778429,0.11467232,17.420399,1800,-0.6169078,0.14999999,127.61043334007263,4.253312,-0.44079906,,382.7981
17.315758,,-0.82145405,0.6363636,91,50.893402,6.7241763e-09,8.882486,17.420399,19.20967,0.77964664,7.3412274e-08,13.192501,-0.5346566,2.8785299e-11,17.420399,1820,-0.5755476,0.14999999,130.612309217453,4.2074986,0.5947747,,382.88245
5.8838186,,-0.8271809,-0.5959596,92,50.88832,0.89193106,4.465185,17.420399,19.20967,1.0193286,7.182504e-08,13.113058,-1.1106985,1.6732083e-13,17.420399,1840,-0.5864766,0.14999999,133.53087091445923,4.2869415,-0.5920598,,394.39856
17.353022,,-0.82354665,1.0,93,50.916344,6.8625934e-17,16.745867,17.420399,19.20967,1.1844151,7.028872e-08,13.158649,-0.49857345,1.511543e-24,17.420399,1860,-0.58763933,0.14999999,136.53454542160034,4.24135,1.1902616,,394.44556
,,-0.84011364,-0.8181818,94,50.678658,0.01994626,4.2309647,17.420399,19.20967,1.1446731,6.880116e-08,13.018663,-2.4983125,3.7951094e-38,17.420399,1880,-0.5983346,0.14999999,139.53918552398682,4.381336,-0.78961605,,411.84558
17.360203,,-0.8344502,0.33333334,95,50.52716,0.0003597592,7.671814,17.420399,19.20967,1.0739703,6.736033e-08,13.064364,-0.43258718,2.771043e-12,17.420399,1900,-0.60870457,0.14999999,142.53519296646118,4.335635,0.034889102,,411.88538
9.112523,,-0.83526593,-0.43434343,96,50.38938,3.714701,4.658331,17.420399,19.20967,1.0594326,6.5964315e-08,13.023198,-0.9602611,0.052108437,17.420399,1920,-0.6191721,0.14999999,145.57550954818726,4.3768015,-0.5696962,,420.17285
17.355825,,-0.83136755,-0.67676765,97,50.220005,0.2889253,4.284806,17.420399,19.20967,1.0958068,6.461123e-08,13.067866,-0.5026344,3.407755,17.420399,1940,-0.59156996,0.14999999,148.5823838710785,4.3321333,-0.6958063,,420.21692
17.35974,,-0.826513,0.01010101,98,49.85881,0.42299625,6.9926796,17.420399,19.20967,0.82433724,6.329935e-08,13.111659,-0.43993643,6.4082866e-05,17.420399,1960,-0.5988523,0.14999999,150.6766541004181,4.2883406,0.18731478,,420.25732
8.7852,,-0.83001864,-0.83838385,99,49.691376,0.012730577,4.162046,17.420399,19.20967,1.1518053,6.2027055e-08,13.067958,-0.9837466,4.99639e-10,17.420399,1980,-0.60469764,0.14999999,153.13471293449402,4.3320417,-0.6988826,,428.8722
17.386635,,-0.8246586,-0.5959596,100,49.58223,0.917389,4.2999754,17.420399,19.20967,1.0737619,6.079271e-08,13.111145,-0.43237546,3.2386408,17.420399,2000,-0.6146194,0.14999999,156.42562532424927,4.2888546,-0.6164365,,428.8855
17.370825,,-0.82020646,0.1919192,101,49.06498,0.014197692,7.2705045,17.420399,19.20967,1.0013317,5.9594853e-08,13.15332,-0.43878415,2.03727e-06,17.420399,2020,-0.6154376,0.14999999,159.44616675376892,4.2466793,-0.04577844,,428.91455
13.530219,,-0.8210217,-0.17171717,102,49.251186,3.0268936,5.7793684,17.420399,19.20967,0.85795134,5.8432047e-08,13.157016,-0.8837446,4.524328,17.420399,2040,-0.62514937,0.14999999,162.46058821678162,4.242984,-0.48737016,,432.7843
17.381447,,-0.8194746,-0.5151515,103,49.44201,2.110476,4.368611,17.420399,19.20967,1.0909691,5.7302962e-08,13.198029,-0.5093716,4.3509836,17.420399,2060,-0.6056619,0.14999999,165.4705171585083,4.201971,-0.47016692,,432.80298
17.333258,,-0.81549823,-0.67676765,104,48.96785,0.28992987,4.060189,17.420399,19.20967,1.138388,5.6206275e-08,13.237791,-0.48585883,1.6744922,17.420399,2080,-0.59504086,0.14999999,168.4870798587799,4.1622086,-0.694752,,432.86975
17.370134,,-0.8102622,-1.0,105,48.814667,0.00017290202,7.8640904,17.420399,19.20967,0.9826744,5.5140777e-08,13.277146,-0.39311528,0.49693847,17.420399,2100,-0.6018264,0.14999999,171.50477170944214,4.1228533,-1.0214193,,432.89966
