Iteration,DenMISEMeanLog,IWLastEpisode,TimeElapsed,IWMin,LQGmu1_higher,ReturnMax,Regret/t,ReturnAbsMax,Regret,ReturnLastEpisode,DenMISELogFirst,IWMean,IWMax,ReturnMean,LQGmu1_actor,IWFirstEpisode,Bound,LQGsigma_higher,ReturnStepMax,Delta,DenMISELogLast,TimestepsSoFar,ReturnMin
1501,-0.652688,2.7342257,2638.2752299308777,,-0.6363636,17.424547,2.258604,17.424547,3390.166,17.39268,-0.55653656,1.0283916,2.8803601,15.141396,-0.70453835,0.13955712,25.076324,0.14999999,19.212456,2.6982994e-10,-0.102547355,30020,
1502,-0.652291,2.7494776,2640.4215908050537,,-0.65656567,17.424547,2.2571135,17.424547,3390.1836,17.380093,-0.5571096,1.0292996,2.8702474,15.142886,-0.46709183,0.096877135,25.072948,0.14999999,19.212456,2.6947075e-10,-0.08437117,30040,
1503,-0.65197605,3.218563,2643.12957572937,,-0.4949495,17.424547,2.2556267,17.424547,3390.207,17.375576,-0.55771065,1.0008464,3.218563,15.144373,-0.70198953,1.0867907,25.066114,0.14999999,19.212456,2.6911226e-10,-0.20799914,30060,
1504,-0.65159714,2.7582707,2645.7276532649994,,-0.65656567,17.424547,2.2541332,17.424547,3390.2168,17.392418,-0.55765295,1.0295355,2.8655255,15.145866,-0.5462421,0.09692979,25.065517,0.14999999,19.212456,2.6875452e-10,-0.082274154,30080,
1505,-0.65122586,6.0127528e-05,2648.8459565639496,,0.15151516,17.424547,2.2526531,17.424547,3390.2441,17.372723,-0.55825317,1.0025442,12.0919695,15.1473465,-0.14265296,0.15609926,25.062025,0.14999999,19.212456,2.683975e-10,-0.12200253,30100,
1506,-0.6512996,0.025325961,2651.6446454524994,,-0.6363636,17.424547,2.2519054,17.424547,3391.371,16.273327,-0.5588137,1.0291203,2.869948,15.148094,-0.47188735,0.13987526,25.05912,0.14999999,19.212456,2.680412e-10,-0.762566,30120,
1507,-0.6509814,3.2282295,2654.3606250286102,,-0.45454547,17.424547,2.2504568,17.424547,3391.4375,17.33132,-0.55938464,0.9912586,3.3896685,15.149543,-0.51081496,1.6615496,25.069569,0.14999999,19.212456,2.6768557e-10,-0.20043553,30140,
1508,-0.65065813,3.0863454,2657.1024243831635,,-0.4949495,17.424547,2.2489538,17.424547,3391.4219,17.416388,-0.558946,1.0025195,3.2085862,15.151046,-0.693429,1.0881342,25.06612,0.14999999,19.212456,2.6733069e-10,-0.15439983,30160,
1509,-0.65027744,2.6746924,2660.4419133663177,,-0.6363636,17.424547,2.2474747,17.424547,3391.4395,17.3827,-0.5588876,1.0298444,2.8639073,15.152525,-0.9078975,0.1398856,25.057476,0.14999999,19.212456,2.6697647e-10,-0.078018576,30180,
1510,-0.64999324,2.8305607,2662.3208730220795,,-1.0,17.424547,2.2460651,17.424547,3391.5586,17.282063,-0.5594574,0.9792624,5.5005093,15.1539345,-0.92358714,1.2098331e-05,25.056004,0.14999999,19.212456,2.6662297e-10,-0.2508017,30200,
1511,-0.6497568,2.4561584,2665.2395973205566,,-0.7979798,17.424547,2.24467,17.424547,3391.6973,17.26177,-0.56011945,1.001844,3.081885,15.15533,-0.82096153,0.0045237793,25.045555,0.14999999,19.212456,2.6627017e-10,-0.27102178,30220,
1512,-0.6494303,3.0769029,2666.746105670929,,-0.7979798,17.424547,2.2432203,17.424547,3391.748,17.34517,-0.560778,1.0023977,3.0776477,15.156779,-0.7636348,0.0045267595,25.04433,0.14999999,19.212456,2.6591807e-10,-0.15747894,30240,
1513,-0.649073,2.8945043,2669.451545715332,,-0.7979798,17.424547,2.2417717,17.424547,3391.8008,17.350409,-0.5614362,1.0028299,3.0734272,15.158228,-0.93687296,0.0045297393,25.04106,0.14999999,19.212456,2.655667e-10,-0.11084524,30260,
1514,-0.6488333,3.2485816,2672.210750102997,,-1.0,17.424547,2.240386,17.424547,3391.9453,17.254274,-0.5620939,0.97952336,5.4946084,15.159614,-1.0382066,1.2130264e-05,25.041874,0.14999999,19.212456,2.65216e-10,-0.28859308,30280,
1515,-0.6487764,4.424497,2675.165863752365,,-1.0,17.424547,2.2390385,17.424547,3392.1445,17.201094,-0.5627542,0.9800623,5.478354,15.160961,-1.1782726,1.2138284e-05,25.038128,0.14999999,19.212456,2.64866e-10,-0.54141384,30300,
1516,-0.6492663,5.167421,2677.8244400024414,,-1.0,17.424547,2.2376919,17.424547,3392.3418,17.202946,-0.56341404,0.98109424,5.4622183,15.162308,-1.1796753,1.2146285e-05,25.042934,0.14999999,19.212456,2.645167e-10,-1.3704394,30320,
1517,-0.64976066,5.1572647,2680.425192117691,,-1.0,17.424547,2.236349,17.424547,3392.541,17.197649,-0.56407344,0.98211896,5.4461975,15.1636505,-0.83407694,1.21543035e-05,25.04766,0.14999999,19.212456,2.6416805e-10,-1.3796301,30340,
1518,-0.6494534,0.00010000819,2682.7200899124146,,-0.15151516,17.424547,2.2349176,17.424547,3392.6055,17.339415,-0.56473243,0.9867236,6.0117273,15.165082,-0.022282004,3.942306,25.035738,0.14999999,19.212456,2.638201e-10,-0.1646859,30360,
1519,-0.6497425,7.759845,2686.0565977096558,,-0.01010101,17.424547,2.236765,17.424547,3397.6465,12.358802,-0.5627973,1.00289,8.672449,15.163235,0.27369642,1.4533324,25.031246,0.14999999,19.212456,2.6347288e-10,-1.0740781,30380,
1520,-0.65040445,6.7443457,2688.613530397415,,0.45454547,17.424547,2.2411985,17.424547,3406.623,8.422626,-0.5624991,1.0366515,16.758528,15.158801,0.18419999,0.00010550154,25.057732,0.14999999,19.212456,2.631263e-10,-1.6573315,30400,
1521,-0.6509642,3.6096348e-13,2691.123042345047,,-1.0,17.424547,2.2453833,17.424547,3415.2285,8.795735,-0.56315666,0.980866,5.4410243,15.154616,-1.246353,1.2143169e-05,25.01416,0.14999999,19.212456,2.6278044e-10,-1.534707,30420,
1522,-0.6518864,5.2811747,2693.8809955120087,,-1.0,17.424547,2.244053,17.424547,3415.4473,17.178589,-0.5638139,0.98197496,5.425195,15.155947,-1.0225158,1.2151151e-05,25.020388,0.14999999,19.212456,2.6243524e-10,-2.0346298,30440,
1523,-0.65178496,4.243422,2696.1341269016266,,-1.0,17.424547,2.242713,17.424547,3415.6523,17.195982,-0.5644707,0.9824014,5.4094763,15.157287,-1.006744,1.21591265e-05,25.015007,0.14999999,19.212456,2.620908e-10,-0.47845435,30460,
1524,-0.6516507,6.222921e-15,2699.320583820343,,0.23232323,17.424547,2.241372,17.424547,3415.8516,17.200958,-0.56512713,1.0150706,13.479468,15.1586275,0.09146446,0.03340642,25.0131,0.14999999,19.212456,2.6174693e-10,-0.4287898,30480,
1525,-0.65210307,3.27823e-11,2703.232849597931,,-1.0,17.424547,2.2453918,17.424547,3424.2227,9.028486,-0.56576115,0.9827237,5.3974104,15.154608,-1.1386963,1.2174838e-05,25.008148,0.14999999,19.212456,2.6140376e-10,-1.353906,30500,
1526,-0.6523769,4.965847,2706.1274440288544,,-1.0,17.424547,2.2440615,17.424547,3424.4395,17.18212,-0.5664167,0.98362964,5.381901,15.155938,-1.1322526,1.2182817e-05,25.011078,0.14999999,19.212456,2.6106128e-10,-1.0518839,30520,
1527,-0.6526193,4.9272814,2708.8094651699066,,-1.0,17.424547,2.2427292,17.424547,3424.6465,17.19379,-0.56707174,0.9845105,5.366502,15.15727,-1.2254579,1.21908015e-05,25.01368,0.14999999,19.212456,2.6071945e-10,-1.0052891,30540,
1528,-0.653378,5.176768,2711.477177619934,,-1.0,17.424547,2.241396,17.424547,3424.8535,17.192244,-0.5677264,0.98555493,5.3512106,15.158604,-1.0199016,1.219878e-05,25.01915,0.14999999,19.212456,2.603783e-10,-1.7955834,30560,
1529,-0.65326184,4.177396,2714.083372116089,,-1.0,17.424547,2.2400608,17.424547,3425.0527,17.201466,-0.56838065,0.985945,5.3360243,15.159939,-1.1879461,1.2206763e-05,25.013454,0.14999999,19.212456,2.6003782e-10,-0.46030834,30580,
1530,-0.6537791,5.068526,2715.7504155635834,,-1.0,17.424547,2.2387304,17.424547,3425.2578,17.19651,-0.5690344,0.9869212,5.320945,15.161269,-0.8631288,1.2214751e-05,25.017883,0.14999999,19.212456,2.5969804e-10,-1.4298403,30600,
1531,-0.6534838,1.4034578e-07,2718.5006861686707,,0.01010101,17.424547,2.2373228,17.424547,3425.3418,17.314127,-0.5696878,1.0070997,9.100581,15.162677,0.07518455,1.1804705,25.00264,0.14999999,19.212456,2.593589e-10,-0.1877797,30620,
1532,-0.6539126,6.909819e-11,2720.399656057358,,-1.0,17.424547,2.241312,17.424547,3433.6895,9.053187,-0.56957,0.9859686,5.309436,15.158688,-1.0749886,1.2221288e-05,24.989601,0.14999999,19.212456,2.5902042e-10,-1.3157047,30640,
1533,-0.65393156,4.5781994,2723.331860780716,,-1.0,17.424547,2.2399807,17.424547,3433.8906,17.19894,-0.5702225,0.9866313,5.2945523,15.160019,-0.7820606,1.2229275e-05,24.988758,0.14999999,19.212456,2.586826e-10,-0.66808635,30660,
1534,-0.6535964,1.8816005,2726.1727755069733,,-0.6363636,17.424547,2.2385597,17.424547,3433.9512,17.339722,-0.57087463,1.0262731,2.892611,15.16144,-0.51690125,0.14157252,24.982796,0.14999999,19.212456,2.5834546e-10,-0.12566611,30680,
1535,-0.65325755,2.9987442,2729.374300479889,,-0.47474748,17.424547,2.2371092,17.424547,3433.963,17.388147,-0.571434,0.99352413,3.335545,15.16289,-0.48085576,1.3736148,24.992035,0.14999999,19.212456,2.5800895e-10,-0.15949973,30700,
1536,-0.6529663,3.2303038,2732.4355568885803,,-0.4949495,17.424547,2.2356863,17.424547,3434.0137,17.34767,-0.5711908,0.9996565,3.2438989,15.164313,-0.48576048,1.10154,24.991032,0.14999999,19.212456,2.576731e-10,-0.19880874,30720,
1537,-0.65266657,3.2148805,2734.971254825592,,-0.4949495,17.424547,2.2342472,17.424547,3434.037,17.377844,-0.57112473,1.0002359,3.2391696,15.165752,-0.42313427,1.1014673,24.990242,0.14999999,19.212456,2.573379e-10,-0.19148508,30740,
1538,-0.65241915,3.289725,2737.9283125400543,,-0.47474748,17.424547,2.2328167,17.424547,3434.0723,17.364305,-0.57105875,0.9952994,3.3209183,15.167183,-0.6351694,1.3730993,24.98911,0.14999999,19.212456,2.570034e-10,-0.27182087,30760,
1539,-0.65205085,2.6651282,2740.924254655838,,-0.57575756,17.424547,2.2313757,17.424547,3434.088,17.38489,-0.5708164,1.0199044,2.9698057,15.168624,-0.41150665,0.38021252,24.977036,0.14999999,19.212456,2.566695e-10,-0.08050994,30780,
1540,-0.6518005,3.500438,2742.610600233078,,-0.43434343,17.424547,2.229989,17.424547,3434.1836,17.303514,-0.5712189,0.9849236,3.5082684,15.170011,-0.4496876,2.021421,24.976612,0.14999999,19.212456,2.5633629e-10,-0.2862959,30800,
1541,-0.6515381,3.306191,2745.2729024887085,,-0.47474748,17.424547,2.2285986,17.424547,3434.2695,17.314344,-0.5705563,0.99622923,3.308002,15.171401,-0.23657331,1.3724096,24.976322,0.14999999,19.212456,2.5600372e-10,-0.23157077,30820,
1542,-0.65149134,4.5934844,2748.4757063388824,,-0.27272728,17.424547,2.2273712,17.424547,3434.6055,17.063318,-0.5703148,0.96731466,4.598811,15.172628,-0.14682883,4.58884,24.984293,0.14999999,19.212456,2.556718e-10,-0.5755043,30840,
1543,-0.6515853,5.673976,2751.438786506653,,-0.13131313,17.424547,2.2264156,17.424547,3435.3594,16.647314,-0.5679916,0.99258834,6.3409038,15.173584,-0.078299165,3.6224825,24.989563,0.14999999,19.212456,2.5534047e-10,-0.7630584,30860,
1544,-0.65176946,6.5640154,2754.5131680965424,,-0.11111111,17.424547,2.226594,17.424547,3437.8613,14.89873,-0.56629455,0.99789387,6.659196,15.173406,-0.2868247,3.2526116,24.981033,0.14999999,19.212456,2.5500982e-10,-0.9273461,30880,
1545,-0.65165997,4.291257,2757.5268893241882,,-0.2929293,17.424547,2.2253027,17.424547,3438.0938,17.168346,-0.56483763,0.9678571,4.4020357,15.174697,-0.2850946,4.38875,24.980944,0.14999999,19.212456,2.546798e-10,-0.47922635,30900,
1546,-0.6515701,4.2926273,2760.6656391620636,,-0.2929293,17.424547,2.2240305,17.424547,3438.3496,17.141737,-0.5626481,0.96871823,4.39237,15.175969,-0.18396723,4.379151,24.979305,0.14999999,19.212456,2.5435049e-10,-0.48008147,30920,
1547,-0.6516036,4.6885676,2762.55548453331,,-0.25252524,17.424547,2.2230644,17.424547,3439.08,16.669437,-0.5604662,0.9725261,4.7381997,15.176935,-0.34591573,4.6401453,24.975552,0.14999999,19.212456,2.5402175e-10,-0.6713945,30940,
1548,-0.6514444,3.8636508,2765.8453316688538,,-0.33333334,17.424547,2.2217417,17.424547,3439.2559,17.224472,-0.5581174,0.9704675,4.073935,15.178258,0.017673224,3.8178842,24.967577,0.14999999,19.212456,2.5369365e-10,-0.3769493,30960,
1549,-0.6518016,8.088348,2768.588974237442,,0.07070707,17.424547,2.2256556,17.424547,3447.541,9.113652,-0.55629987,1.0115929,10.4219265,15.174344,0.19762672,0.54836315,24.946114,0.14999999,19.212456,2.533662e-10,-1.174745,30980,
1550,-0.6523781,1.8098702e-13,2770.1015825271606,,-1.0,17.424547,2.2298021,17.424547,3456.1934,8.749059,-0.5565913,0.984149,5.334839,15.1701975,-0.712067,1.2063698e-05,24.937567,0.14999999,19.212456,2.5303937e-10,-1.5550222,31000,
1551,-0.6520289,2.7286437,2771.6239190101624,,-0.65656567,17.424547,2.2283735,17.424547,3456.207,17.384762,-0.55723625,1.025644,2.888347,15.171626,-0.7554913,0.09688941,24.936512,0.14999999,19.212456,2.5271318e-10,-0.094076574,31020,
1552,-0.65166634,2.5991123,2773.774431705475,,-0.67676765,17.424547,2.2269526,17.424547,3456.2305,17.376719,-0.5578183,1.0250273,2.891026,15.173047,-0.9330403,0.06604996,24.931313,0.14999999,19.212456,2.523876e-10,-0.11470883,31040,
1553,-0.65140676,3.027945e-36,2776.0592908859253,,1.0,17.424547,2.225607,17.424547,3456.3672,17.264618,-0.5584199,0.91441375,47.21648,15.174393,0.74399626,7.0038817e-15,24.923155,0.14999999,19.212456,2.520627e-10,-0.27320045,31060,
1554,-0.6524162,9.872654e-29,2778.3920459747314,,-1.0,17.424547,2.2327547,17.424547,3469.7012,4.0649505,-0.5590636,0.9838407,5.330257,15.167245,-1.1221536,1.2093567e-05,24.920826,0.14999999,19.212456,2.5173838e-10,-2.1260185,31080,
1555,-0.652607,4.8490324,2780.796221971512,,-1.0,17.424547,2.2314472,17.424547,3469.9004,17.201973,-0.55970687,0.9846628,5.3154545,15.168552,-1.0150687,1.2101344e-05,24.922897,0.14999999,19.212456,2.5141472e-10,-0.932187,31100,
1556,-0.6524832,4.1242805,2783.1372499465942,,-1.0,17.424547,2.2301407,17.424547,3470.0977,17.20143,-0.56034976,0.9850197,5.300754,15.169859,-1.2044324,1.2109124e-05,24.91702,0.14999999,19.212456,2.5109168e-10,-0.44375604,31120,
1557,-0.6530863,5.0782895,2785.497347354889,,-1.0,17.424547,2.228837,17.424547,3470.2988,17.199152,-0.5609922,0.985993,5.286152,15.171163,-0.887901,1.21169105e-05,24.921795,0.14999999,19.212456,2.5076924e-10,-1.5755174,31140,
1558,-0.6528147,9.257662e-13,2788.694057226181,,0.25252524,17.424547,2.2274714,17.424547,3470.4004,17.297993,-0.56163424,1.0190462,13.893328,15.172528,0.19817661,0.021601291,24.909325,0.14999999,19.212456,2.504474e-10,-0.21526833,31160,
1559,-0.6533823,0.03772546,2791.666202068329,,-0.3131313,17.424547,2.231594,17.424547,3479.0547,8.747077,-0.56226206,0.96705306,4.2347903,15.168406,-0.33834937,4.133913,24.906887,0.14999999,19.212456,2.5012623e-10,-1.5540829,31180,
1560,-0.65323573,3.8238842,2795.3792605400085,,-0.37373737,17.424547,2.2303057,17.424547,3479.2773,17.17807,-0.5602551,0.97252476,3.8238876,15.169694,-0.38366657,3.1163158,24.90543,0.14999999,19.212456,2.4980565e-10,-0.3909144,31200,
1561,-0.6530407,3.6574748,2797.6765172481537,,-0.3939394,17.424547,2.228938,17.424547,3479.371,17.303905,-0.5589003,0.9763874,3.7006025,15.1710615,0.05157602,2.7332659,24.904255,0.14999999,19.212456,2.494857e-10,-0.3209366,31220,
1562,-0.6534454,9.387015,2800.195907831192,,0.05050505,17.424547,2.2328377,17.424547,3487.6914,9.080434,-0.5577913,1.0189567,9.951508,15.167162,0.043227665,0.71887136,24.929756,0.14999999,19.212456,2.4916638e-10,-1.2611713,31240,
1563,-0.65380675,2.870012e-10,2803.408810853958,,-1.0,17.424547,2.2366982,17.424547,3495.959,9.133036,-0.5579712,0.98525846,5.288567,15.163301,-1.0470114,1.2080357e-05,24.898544,0.14999999,19.212456,2.4884764e-10,-1.2352638,31260,
1564,-0.6537494,4.5102323e-28,2805.854802131653,,0.65656567,17.424547,2.2353992,17.424547,3496.164,17.195278,-0.55861074,1.103618,20.71899,15.1646,0.74623483,8.3602565e-08,24.897093,0.14999999,19.212456,2.485295e-10,-0.5485581,31280,
1565,-0.6546255,8.277723e-29,2808.8560247421265,,-1.0,17.424547,2.2425108,17.424547,3509.5293,4.0345774,-0.55924994,0.9857838,5.277478,15.157489,-0.7464088,1.2095817e-05,24.895939,0.14999999,19.212456,2.48212e-10,-2.1234543,31300,
1566,-0.6542898,2.9155354,2811.570082426071,,-0.7777778,17.424547,2.2411041,17.424547,3509.5684,17.360126,-0.55988866,1.0040587,3.0503654,15.1588955,-0.711034,0.0074015562,24.906036,0.14999999,19.212456,2.4789512e-10,-0.11373895,31320,
1567,-0.65393144,2.9265895,2814.6604180336,,-0.7171717,17.424547,2.239709,17.424547,3509.623,17.345892,-0.5605223,1.0191875,2.9416764,15.160291,-0.5603181,0.029113866,24.901964,0.14999999,19.212456,2.4757882e-10,-0.09649343,31340,
1568,-0.6535789,2.4406455,2817.1867966651917,,-0.65656567,17.424547,2.2382755,17.424547,3509.6152,17.406994,-0.5611417,1.0247204,2.8955717,15.161724,-0.77050227,0.09726855,24.893436,0.14999999,19.212456,2.472631e-10,-0.11993874,31360,
1569,-0.6532261,1.552855e-05,2819.628534078598,,-0.030303031,17.424547,2.2368784,17.424547,3509.662,17.354252,-0.5617172,1.0139806,8.194381,15.163121,0.20238851,1.7673423,24.8887,0.14999999,19.212456,2.4694805e-10,-0.124431424,31380,
1570,-0.65379566,1.6168688e-08,2822.0636763572693,,-0.75757575,17.424547,2.2409754,17.424547,3518.332,8.731716,-0.5612286,1.0101268,3.0028672,15.159024,-0.7741412,0.011911044,24.887848,0.14999999,19.212456,2.4663355e-10,-1.560106,31400,
1571,-0.65345365,2.9986796,2824.7151424884796,,-0.75757575,17.424547,2.2395802,17.424547,3518.379,17.351635,-0.56185776,1.0106142,2.9990435,15.160419,-0.9129478,0.011918537,24.886778,0.14999999,19.212456,2.4631966e-10,-0.1260887,31420,
1572,-0.6531855,2.2578118,2826.9810762405396,,-0.7777778,17.424547,2.2382317,17.424547,3518.5,17.27837,-0.56248647,1.0048602,3.0354223,15.161768,-0.8242067,0.007420809,24.87699,0.14999999,19.212456,2.4600638e-10,-0.24223523,31440,
1573,-0.65286833,3.0696409,2829.6790890693665,,-0.7979798,17.424547,2.2368526,17.424547,3518.5684,17.33146,-0.5631177,0.9993568,3.0755618,15.163147,-0.7046843,0.0045373617,24.875828,0.14999999,19.212456,2.456937e-10,-0.15866476,31460,
1574,-0.6525104,2.5803862,2832.696351289749,,-0.7777778,17.424547,2.2354383,17.424547,3518.58,17.389256,-0.5637503,1.0055585,3.0275652,15.164561,-0.6534359,0.007430192,24.869635,0.14999999,19.212456,2.453816e-10,-0.08848319,31480,
1575,-0.65214443,2.8833938,2835.7920186519623,,-0.65656567,17.424547,2.2340298,17.424547,3518.5977,17.38151,-0.56438076,1.0252217,2.8836427,15.16597,-0.5811194,0.097584106,24.871155,0.14999999,19.212456,2.450701e-10,-0.08100417,31500,
1576,-0.65178096,5.043893e-06,2839.1714963912964,,0.1919192,17.424547,2.2326088,17.424547,3518.5898,17.407494,-0.5649535,1.0256627,12.822872,15.167391,0.071639955,0.075125545,24.870295,0.14999999,19.212456,2.447592e-10,-0.104236595,31520,
1577,-0.65217936,0.00014227211,2843.036390542984,,-0.6363636,17.424547,2.2364817,17.424547,3526.9316,9.057925,-0.56554013,1.0248418,2.8899822,15.163518,-0.70098823,0.1408193,24.868256,0.14999999,19.212456,2.4444888e-10,-1.3033637,31540,
1578,-0.65180427,2.7710056,2846.351161956787,,-0.65656567,17.424547,2.2350712,17.424547,3526.9414,17.392107,-0.5660848,1.0258338,2.8786376,15.164928,-0.7938613,0.09775055,24.865435,0.14999999,19.212456,2.4413924e-10,-0.08488147,31560,
1579,-0.65145963,2.9501162,2849.6715314388275,,-0.75757575,17.424547,2.2336807,17.424547,3526.9824,17.357473,-0.56665635,1.0120192,2.979272,15.166319,-0.4694711,0.011975865,24.858267,0.14999999,19.212456,2.438301e-10,-0.13292181,31580,
1580,-0.6511732,3.2803664,2852.7612011432648,,-0.47474748,17.424547,2.2322855,17.424547,3527.0117,17.371035,-0.5672819,0.99256545,3.3210785,15.167714,-0.90570134,1.3679231,24.859486,0.14999999,19.212456,2.4352154e-10,-0.21039242,31600,
1581,-0.65091306,2.5917897,2854.2579731941223,,-0.7979798,17.424547,2.2309484,17.424547,3527.129,17.280907,-0.5670492,0.9999681,3.0634482,15.169051,-0.9176893,0.0045552356,24.84593,0.14999999,19.212456,2.4321356e-10,-0.23203251,31620,
1582,-0.65065724,2.9256072,2856.626226425171,,-1.0,17.424547,2.2296257,17.424547,3527.2676,17.261835,-0.56767863,0.9843186,5.3162327,15.170374,-1.0830793,1.21981975e-05,24.851759,0.14999999,19.212456,2.4290617e-10,-0.24587725,31640,
1583,-0.65070415,4.6334944,2858.473363161087,,-1.0,17.424547,2.228344,17.424547,3527.4688,17.199818,-0.5683105,0.985001,5.301778,15.171656,-1.1229415,1.2205913e-05,24.851788,0.14999999,19.212456,2.4259939e-10,-0.7085116,31660,
1584,-0.6508915,4.8246126,2861.2385206222534,,-1.0,17.424547,2.2270727,17.424547,3527.6836,17.185968,-0.568942,0.9858056,5.2874174,15.172927,-1.13228,1.2213622e-05,24.85393,0.14999999,19.212456,2.4229319e-10,-0.9314293,31680,
1585,-0.6511149,4.851352,2864.482155561447,,-1.0,17.424547,2.2257977,17.424547,3527.8906,17.193039,-0.5695731,0.9866277,5.273154,15.174202,-1.0665265,1.2221335e-05,24.856445,0.14999999,19.212456,2.4198754e-10,-0.9899204,31700,
1586,-0.65110666,4.4989085,2867.760805606842,,-1.0,17.424547,2.2245216,17.424547,3528.0898,17.19906,-0.57020384,0.9872278,5.258984,15.175478,-1.2378155,1.2229041e-05,24.855217,0.14999999,19.212456,2.4168248e-10,-0.624004,31720,
1587,-0.651907,5.0991616,2869.563985109329,,-1.0,17.424547,2.2232466,17.424547,3528.291,17.200403,-0.57083416,0.98820835,5.24491,15.176753,-1.0139415,1.2236753e-05,24.860584,0.14999999,19.212456,2.41378e-10,-1.9076995,31740,
1588,-0.6517738,4.0623646,2871.804192304611,,-1.0,17.424547,2.2219753,17.424547,3528.496,17.196156,-0.57146406,0.9885352,5.2309256,15.178024,-1.0319358,1.2244469e-05,24.85475,0.14999999,19.212456,2.4107408e-10,-0.42790303,31760,
1589,-0.65167516,4.2134466,2874.5294523239136,,-1.0,17.424547,2.2207003,17.424547,3528.6934,17.201805,-0.5720936,0.9889605,5.217036,15.179299,-0.9845892,1.2252178e-05,24.850674,0.14999999,19.212456,2.4077074e-10,-0.4827638,31780,
1590,-0.651492,3.7487943,2877.3023960590363,,-1.0,17.424547,2.2194204,17.424547,3528.879,17.214828,-0.57272273,0.98909676,5.2032347,15.180579,-1.0403978,1.2259881e-05,24.841705,0.14999999,19.212456,2.4046798e-10,-0.34853035,31800,
1591,-0.6514094,2.517461e-10,2880.071643590927,,-0.01010101,17.424547,2.218154,17.424547,3529.082,17.196648,-0.57335144,1.0177804,8.664663,15.181846,0.17403403,1.4687524,24.841095,0.14999999,19.212456,2.401658e-10,-0.5083654,31820,
1592,-0.65194255,6.038225e-13,2883.0899181365967,,-1.0,17.424547,2.222145,17.424547,3537.6543,8.828893,-0.57305706,0.98956114,5.1927876,15.177855,-1.213935,1.2263985e-05,24.838612,0.14999999,19.212456,2.3986418e-10,-1.5164554,31840,
1593,-0.6525747,4.9971185,2885.921511888504,,-1.0,17.424547,2.2208786,17.424547,3537.8594,17.19402,-0.573685,0.9904866,5.179155,15.179121,-1.0379174,1.2271684e-05,24.843264,0.14999999,19.212456,2.3956312e-10,-1.647751,31860,
1594,-0.65248305,4.230267,2888.5407609939575,,-1.0,17.424547,2.219616,17.424547,3538.0684,17.191118,-0.5743125,0.9909307,5.1656117,15.180384,-1.0627222,1.2279386e-05,24.839682,0.14999999,19.212456,2.3926264e-10,-0.4960332,31880,
1595,-0.65245044,4.3995,2891.988291978836,,-1.0,17.424547,2.2183514,17.424547,3538.2715,17.197021,-0.57493967,0.99148357,5.152156,15.181648,-0.89745253,1.2287095e-05,24.838034,0.14999999,19.212456,2.389627e-10,-0.5907333,31900,
1596,-0.6521784,2.5947104,2895.7734422683716,,-1.0,17.424547,2.2170353,17.424547,3538.3867,17.282198,-0.5755664,0.9909073,5.1387863,15.182964,-0.79558444,1.2294796e-05,24.817162,0.14999999,19.212456,2.3866337e-10,-0.20898196,31920,
1597,-0.6518582,6.679972e-09,2898.165237426758,,0.15151516,17.424547,2.2156696,17.424547,3538.4238,17.364445,-0.5761928,1.0292894,12.082417,15.18433,0.0065488666,0.1589249,24.807348,0.14999999,19.212456,2.3836458e-10,-0.13094702,31940,
1598,-0.6521519,0.074390516,2900.5907986164093,,-0.45454547,17.424547,2.2191505,17.424547,3546.2031,9.62265,-0.5767192,0.984831,3.4442344,15.180849,-0.3903878,1.690603,24.80617,0.14999999,19.212456,2.3806632e-10,-1.1480135,31960,
1599,-0.6519574,3.6824055,2902.974091529846,,-0.3939394,17.424547,2.2178497,17.424547,3546.3418,17.258814,-0.57628745,0.9724833,3.7580488,15.18215,-0.34241486,2.7812052,24.807446,0.14999999,19.212456,2.3776864e-10,-0.32566503,31980,
1600,-0.6518155,3.9484975,2905.3692269325256,,-0.33333334,17.424547,2.21657,17.424547,3546.5117,17.231098,-0.5751748,0.96568024,4.1385407,15.18343,-0.061677128,3.8835661,24.808678,0.14999999,19.212456,2.3747151e-10,-0.3969864,32000,
1601,-0.65203923,7.0380073,2907.737228155136,,-0.07070707,17.424547,2.2172108,17.424547,3549.754,14.157182,-0.57337534,1.0109043,7.416712,15.182789,-0.15389103,2.509578,24.840199,0.14999999,19.212456,2.3717497e-10,-0.97495556,32020,
1602,-0.6520936,5.6238337,2910.110643863678,,-0.15151516,17.424547,2.2164412,17.424547,3550.7383,16.41633,-0.5724335,0.9903268,6.0194077,15.183558,-0.18380848,3.972783,24.826721,0.14999999,19.212456,2.3687893e-10,-0.7489575,32040,
1603,-0.65211844,5.247465,2912.5070617198944,,-0.1919192,17.424547,2.2155418,17.424547,3551.5137,16.624653,-0.57058066,0.9809531,5.451278,15.184458,-0.314748,4.4768906,24.81982,0.14999999,19.212456,2.365835e-10,-0.68102545,32060,
1604,-0.651997,4.076536,2914.8832392692566,,-0.2929293,17.424547,2.2143774,17.424547,3551.8613,17.053078,-0.56841534,0.96666676,4.4188666,15.185622,-0.34387484,4.40448,24.806633,0.14999999,19.212456,2.362886e-10,-0.43764514,32080,
1605,-0.651855,3.8511772,2917.308188676834,,-0.37373737,17.424547,2.2130718,17.424547,3551.9805,17.281116,-0.56629646,0.97145504,3.8531065,15.186928,-0.19243474,3.1351998,24.805374,0.14999999,19.212456,2.3599422e-10,-0.39001447,32100,
