IWMean,IWMin,DenMISELogFirst,Bound,IWMax,ReturnMean,LQGmu1_actor,ReturnMin,DenMISEMeanLog,LQGsigma_higher,IWFirstEpisode,Delta,TimeElapsed,IWLastEpisode,ReturnLastEpisode,Regret/t,Iteration,DenMISELogLast,Regret,ReturnAbsMax,TimestepsSoFar,ReturnMax,ReturnStepMax,LQGmu1_higher
0.61125,,-0.71793884,77.15702,6.5699234,11.832069,0.24230999,,-0.7760339,0.14999999,0.037911456,7.2286224e-07,20.259289026260376,4.0674192e-07,17.387102,5.56793,29,-0.4763406,161.46997,17.387102,580,17.387102,19.174435,0.3131313
1.059328,,-0.75053394,77.24226,5.2999363,11.723336,-0.30819395,,-0.79209685,0.14999999,5.2999363,6.754746e-07,20.752034187316895,0.062464174,8.570082,5.6766634,30,-0.83771724,170.29993,17.387102,600,17.387102,19.174435,-0.21212122
0.45036778,,-0.62064,75.48578,7.643158,11.899488,-0.86919796,,-0.7820282,0.14999999,7.5870713e-07,6.325984e-07,21.263839960098267,0.000106179126,17.18407,5.500511,31,-0.50689703,170.51581,17.387102,620,17.387102,19.174435,-1.0
1.4322948,,-0.6523887,74.53654,4.4505224,12.0682745,-0.5207084,,-0.7982944,0.14999999,0.56280565,5.936788e-07,21.756345987319946,0.17481448,17.300636,5.331725,32,-0.7353711,170.6152,17.387102,640,17.387102,19.174435,-0.47474748
1.5031463,,-0.6657255,74.15536,12.625195,12.230144,1.099981,,-0.776458,0.14999999,5.4180835e-13,5.582434e-07,22.508532524108887,1.9995628e-22,17.409935,5.169856,33,-0.44795898,170.60529,17.409935,660,17.409935,19.196968,1.0
0.9376733,,-0.69557846,72.99901,5.3318605,11.870433,-0.81522167,,-0.78826827,0.14999999,0.005343571,5.258885e-07,23.337128162384033,1.6499473e-31,,5.529567,34,-1.5211849,188.00525,17.409935,680,17.409935,19.196968,-0.7171717
0.86239743,,-0.72440886,72.263824,5.824989,12.026587,-0.017024763,,-0.7873521,0.14999999,1.6865234,4.9626703e-07,24.04895257949829,1.3769649e-07,17.335825,5.373413,35,-0.6651551,188.06946,17.409935,700,17.409935,19.196968,0.07070707
1.1322939,,-0.7055183,70.56049,4.590339,12.029188,-0.43725002,,-0.7913101,0.14999999,4.0548167,4.6907957e-07,24.503648281097412,1.3248959,12.120223,5.3708115,36,-0.75612557,193.34918,17.409935,720,17.409935,19.196968,-0.27272728
0.6751913,,-0.6261873,70.529854,6.809959,12.17164,0.7836534,,-0.7790602,0.14999999,7.708208e-06,4.4406656e-07,24.96076226234436,8.069311e-11,17.299889,5.228359,37,-0.44092563,193.44931,17.409935,740,17.409935,19.196968,0.61616164
1.3008856,,-0.65285534,69.755295,4.4763784,11.94379,-0.33112782,,-0.7949135,0.14999999,0.22211987,4.2100217e-07,25.486494064331055,1.2083343e-16,3.5133708,5.456209,38,-1.0314587,207.33597,17.409935,760,17.409935,19.196968,-0.53535354
0.8453363,,-0.6730026,68.625114,6.0021677,12.078598,-0.836183,,-0.7800003,0.14999999,0.00010079083,3.996891e-07,25.944291353225708,0.008820097,17.20124,5.3214016,39,-0.47358504,207.53467,17.409935,780,17.409935,19.196968,-0.85858583
1.3483101,,-0.6983178,67.38266,4.25,12.209361,-0.33515367,,-0.78183544,0.14999999,1.9321653,3.799544e-07,26.520239114761353,0.044504598,17.309175,5.1906385,40,-0.6620113,207.62555,17.409935,800,17.409935,19.196968,-0.37373737
0.64789796,,-0.6758367,67.082664,7.146129,12.331305,0.041933507,,-0.76552105,0.14999999,0.055071853,3.6164613e-07,27.76388168334961,0.00063043134,17.209064,5.068695,41,-0.41911855,207.81647,17.409935,820,17.409935,19.196968,0.2929293
1.0785617,,-0.69859195,67.64005,5.8910017,12.254098,-0.05327007,,-0.77716017,0.14999999,4.4848347,3.4462983e-07,28.595526933670044,4.8076024,9.088643,5.1459017,42,-0.87397045,216.12787,17.409935,840,17.409935,19.196968,-0.07070707
1.325878,,-0.6206659,66.90585,8.572828,12.3155985,0.92798054,,-0.7748164,0.14999999,2.918876e-09,3.2878697e-07,29.070417642593384,2.5381897e-07,14.898606,5.084401,43,-0.7113623,218.62927,17.409935,860,17.409935,19.196968,0.8181818
0.5273138,,-0.6436554,65.797585,7.2854066,12.064431,-1.1459543,,-0.77686876,0.14999999,7.76372e-07,3.140119e-07,29.616960525512695,1.0779398e-35,1.2642003,5.3355684,44,-1.108823,234.76501,17.409935,880,17.409935,19.196968,-1.0
0.90871346,,-0.6661283,64.48413,4.8243732,12.178315,-0.71311647,,-0.8086447,0.14999999,0.008481549,3.0021093e-07,30.082093238830566,0.16863373,17.189194,5.2216845,45,-1.7215073,234.97583,17.409935,900,17.409935,19.196968,-0.6969697
1.0905309,,-0.6879187,64.28747,4.9782553,12.291481,-0.4146391,,-0.8060284,0.14999999,4.9782553,2.8730017e-07,30.57205629348755,0.017940959,17.38399,5.1085186,46,-0.57884485,234.99182,17.409935,920,17.409935,19.196968,-0.21212122
1.3689413,,-0.60666716,64.448074,4.1616592,12.397981,-0.63474166,,-0.7969004,0.14999999,0.9129148,2.7520463e-07,31.060508966445923,4.1180534,17.296947,5.002019,47,-0.44582713,235.09491,17.409935,940,17.409935,19.196968,-0.43434343
0.8854951,,-0.6084831,63.50334,5.996772,12.501923,0.024295397,,-0.78455234,0.14999999,1.2101948,2.6385726e-07,31.60725212097168,3.758614e-05,17.38717,4.898077,48,-0.5344793,235.10767,17.409935,960,17.409935,19.196968,0.09090909
0.67709225,,-0.60420257,63.042747,10.051377,12.433332,-1.0897177,,-0.7868608,0.14999999,7.463378e-07,2.531974e-07,32.59708595275879,4.23971e-10,9.14102,4.966667,49,-0.75560194,243.3667,17.409935,980,17.409935,19.196968,-1.0
1.5071951,,-0.62440526,62.682518,13.4842615,12.528679,1.0688272,,-0.80348974,0.14999999,5.198766e-13,2.4317083e-07,33.33199739456177,,17.200657,4.8713207,50,-1.2694292,243.56604,17.409935,1000,17.409935,19.196968,1.0
0.4724915,,-0.6442079,62.67898,8.169357,12.283019,0.3712892,,-0.80888486,0.14999999,0.0006600909,2.3372819e-07,33.86420249938965,0.0045281886,,5.1169806,51,-1.4672897,260.966,17.409935,1020,17.409935,19.196968,0.47474748
1.053884,,-0.663613,62.70496,4.892872,12.197759,-0.395795,,-0.82320184,0.14999999,0.03314503,2.248251e-07,34.847625970840454,1.1624403e-09,7.849525,5.202241,52,-1.0127234,270.51654,17.409935,1040,17.409935,19.196968,-0.6363636
1.3396806,,-0.682024,61.73979,4.1910887,12.294005,-0.4490685,,-0.8157304,0.14999999,1.2482599,2.1642118e-07,35.701680421829224,4.1893344,17.29882,5.105994,53,-0.46184012,270.61768,17.409935,1060,17.409935,19.196968,-0.41414142
0.8854492,,-0.6774371,60.48451,5.37376,12.388101,-0.8543404,,-0.8022526,0.14999999,0.0003424696,2.0847979e-07,36.812063694000244,0.19095527,17.375164,5.011899,54,-0.3937615,270.64252,17.409935,1080,17.409935,19.196968,-0.8181818
1.0503416,,-0.6957799,60.254234,6.0084634,12.477837,-0.3100748,,-0.8019871,0.14999999,4.0914474,2.0096763e-07,37.87875747680664,2.958542e-06,17.323532,4.922163,55,-0.64992344,270.719,17.409935,1100,17.409935,19.196968,-0.05050505
1.3613235,,-0.64204544,60.53728,4.114968,12.561803,-0.6188848,,-0.7962615,0.14999999,1.4935259,1.9385428e-07,39.09604549407959,3.7365458,17.179943,4.8381968,56,-0.49627507,270.93903,17.409935,1120,17.409935,19.196968,-0.3939394
0.76546735,,-0.63342434,59.948215,9.456724,12.646662,-0.9337762,,-0.78540987,0.14999999,7.684694e-07,1.8711206e-07,40.32392477989197,0.17509031,17.398785,4.753338,57,-0.50711656,270.94025,17.409935,1140,17.409935,19.196968,-1.0
0.7988877,,-0.6508161,59.434685,8.237754,12.726032,0.871796,,-0.7888355,0.14999999,4.2115718e-07,1.8071556e-07,41.47563052177429,1.1834126e-25,17.250193,4.6739674,58,-0.72187066,271.0901,17.409935,1160,17.409935,19.196968,0.6969697
1.1123801,,-0.6679105,59.338734,4.504325,12.547368,-0.46441752,,-0.7987359,0.14999999,0.07555331,1.7464151e-07,42.43420362472534,1.3499625e-20,2.1848593,4.8526316,59,-1.1436762,286.30524,17.409935,1180,17.409935,19.196968,-0.5959596
0.66444343,,-0.6834379,59.120476,7.911385,12.627365,0.3995565,,-0.7902772,0.14999999,0.12063873,1.6886865e-07,43.2329523563385,4.2856493e-05,17.347172,4.7726345,60,-0.3865434,286.3581,17.409935,1200,17.409935,19.196968,0.25252524
1.339327,,-0.6979585,58.154594,3.9851513,12.545789,-0.3086387,,-0.8007621,0.14999999,1.0001787,1.6337734e-07,44.02128720283508,1.5154684e-06,7.6511374,4.854211,61,-1.075127,296.10693,17.409935,1220,17.409935,19.196968,-0.43434343
1.0135915,,-0.69795567,57.955894,5.028474,12.619489,-0.2857165,,-0.7904652,0.14999999,5.028474,1.581496e-07,44.82446646690369,3.472468,17.115227,4.780511,62,-0.47369793,296.3916,17.409935,1240,17.409935,19.196968,-0.21212122
0.9314947,,-0.63597286,57.891533,5.2835374,12.690484,-1.0028793,,-0.7852782,0.14999999,0.0003285597,1.5316883e-07,45.621365785598755,0.0077608563,17.092201,4.7095156,63,-0.46358657,296.69946,17.409935,1260,17.409935,19.196968,-0.8181818
0.83312297,,-0.65171605,57.581085,8.917507,12.760978,-1.2272589,,-0.78875923,0.14999999,7.826552e-07,1.484197e-07,46.41229271888733,6.660605,17.202053,4.639022,64,-0.91821307,296.8974,17.409935,1280,17.409935,19.196968,-1.0
0.612977,,-0.6672202,57.170746,7.7647586,12.829276,0.2507609,,-0.81512004,0.14999999,0.0011832098,1.4388809e-07,48.06296634674072,1.3489597e-26,17.200365,4.5707235,65,-2.3087492,297.09705,17.409935,1300,17.409935,19.196968,0.45454547
1.2522665,,-0.6824695,56.72811,4.246866,12.764168,-0.45817596,,-0.82438105,0.14999999,2.6934812,1.3956085e-07,49.95740342140198,0.0037602347,8.532143,4.635832,66,-1.020015,305.96497,17.409935,1320,17.409935,19.196968,-0.33333334
1.5083736,,-0.6575078,56.73959,14.128578,12.832547,0.6870916,,-0.8142151,0.14999999,5.373736e-13,1.3542595e-07,51.59617304801941,1.16476635e-20,17.345604,4.5674524,67,-0.3732402,306.0193,17.409935,1340,17.409935,19.196968,1.0
0.8971671,,-0.67232287,56.30697,8.884857,12.714516,-0.99683505,,-0.81342417,0.14999999,7.9895074e-07,1.3147212e-07,52.427958965301514,2.906788e-27,4.806393,4.685484,68,-1.1697003,318.6129,17.409935,1360,17.409935,19.196968,-1.0
0.83706397,,-0.68692166,56.261734,6.149314,12.779597,-0.0599555,,-0.8149701,0.14999999,1.0357434,1.2768895e-07,54.183727502822876,8.320978e-12,17.205181,4.6204023,69,-0.788352,318.80774,17.409935,1380,17.409935,19.196968,0.11111111
1.2106419,,-0.68641114,55.795486,4.2288885,12.7944565,-0.41764593,,-0.8173331,0.14999999,0.31893054,1.2406676e-07,55.300530433654785,0.059134956,13.819658,4.605543,70,-0.7984059,322.38806,17.409935,1400,17.409935,19.196968,-0.5151515
0.9771429,,-0.69605,55.29061,5.6309423,12.857958,0.029545933,,-0.80844575,0.14999999,5.2398863,1.2059652e-07,57.06931781768799,0.62754613,17.303116,4.542042,71,-0.37780216,322.485,17.409935,1420,17.409935,19.196968,-0.13131313
1.1515222,,-0.6388314,55.282745,9.145318,12.806146,0.8188529,,-0.8094952,0.14999999,7.0874226e-09,1.1726989e-07,57.80093812942505,1.237409e-05,9.12748,4.593854,72,-0.8439252,330.75745,17.409935,1440,17.409935,19.196968,0.7979798
1.2991464,,-0.65262467,54.68087,3.9778533,12.671812,-0.5079789,,-0.8125112,0.14999999,1.5094101,1.1407902e-07,60.00145125389099,5.279313e-14,2.9998004,4.7281876,73,-1.135317,345.15765,17.409935,1460,17.409935,19.196968,-0.3939394
0.90837157,,-0.64576435,54.56344,8.551441,12.735345,-1.1550597,,-0.80323374,0.14999999,7.7801076e-07,1.1101664e-07,63.05247735977173,0.018338801,17.373228,4.6646547,74,-0.40274358,345.18445,17.409935,1480,17.409935,19.196968,-1.0
0.8956325,,-0.6591874,54.04046,4.905918,12.7947855,-0.78902894,,-0.8149152,0.14999999,0.013521253,1.0807592e-07,66.09763789176941,0.07851796,17.193398,4.605214,75,-1.56102,345.39105,17.409935,1500,17.409935,19.196968,-0.67676765
0.70387197,,-0.6722523,53.995033,8.135176,12.854927,0.47462997,,-0.81389666,0.14999999,0.02347508,1.0525054e-07,68.64906096458435,3.4532394e-12,17.36554,4.5450726,76,-0.6233829,345.42554,17.409935,1520,17.409935,19.196968,0.33333334
0.7062297,,-0.68501556,53.89804,7.6467066,12.779586,0.6011446,,-0.82207817,0.14999999,1.6259619e-05,1.02534514e-07,71.62522053718567,5.9166603,7.053615,4.620414,77,-1.1267214,355.77185,17.409935,1540,17.409935,19.196968,0.5959596
0.95311993,,-0.6979188,53.593147,8.076824,12.690289,-0.89328164,,-0.8295426,0.14999999,8.1966436e-07,9.9922275e-08,74.6151671409607,1.4424895e-24,5.8144608,4.709711,78,-1.0964535,367.35742,17.409935,1560,17.409935,19.196968,-1.0
0.9184836,,-0.7106578,53.515446,5.025436,12.748523,-0.73067236,,-0.8280781,0.14999999,0.0006336818,9.74086e-08,77.62125873565674,4.124794,17.290752,4.651477,79,-0.6406668,367.46667,17.409935,1580,17.409935,19.196968,-0.7979798
0.95390284,,-0.7232285,53.53408,6.7290134,12.806299,-0.19146056,,-0.82623863,0.14999999,2.8879375,9.49886e-08,80.66070747375488,2.4147252e-05,17.370554,4.5937004,80,-0.58481795,367.4961,17.409935,1600,17.409935,19.196968,0.01010101
1.1491599,,-0.70018816,53.523262,4.5625644,12.8548565,-0.49802014,,-0.82509595,0.14999999,3.6112003,9.265769e-08,83.69092726707458,4.106196,16.739546,4.545143,81,-0.6631135,368.15662,17.409935,1620,17.409935,19.196968,-0.2929293
1.1786344,,-0.66884077,53.658684,4.285076,12.9098215,-0.49814022,,-0.81879973,0.14999999,0.22569907,9.041153e-08,86.74133539199829,4.0146985,17.362015,4.490178,82,-0.4427537,368.19458,17.409935,1640,17.409935,19.196968,-0.53535354
1.271248,,-0.6782135,52.70395,3.9480493,12.963769,-0.3450038,,-0.8118727,0.14999999,0.5775293,8.8246054e-08,89.76593208312988,3.9478476,17.387424,4.4362307,83,-0.4071494,368.20715,17.409935,1660,17.409935,19.196968,-0.47474748
0.91551346,,-0.68325555,51.89875,4.914239,13.014768,-0.99029696,,-0.804047,0.14999999,0.001083711,8.6157456e-08,92.7862114906311,0.062261235,17.247618,4.385232,84,-0.40747654,368.3595,17.409935,1680,17.409935,19.196968,-0.7777778
0.95942634,,-0.6950771,51.873596,7.910516,13.063975,-0.9401662,,-0.8046934,0.14999999,8.173382e-07,8.4142165e-08,95.8123939037323,5.684719,17.197363,4.3360243,85,-0.7616925,368.56213,17.409935,1700,17.409935,19.196968,-1.0
1.2770333,,-0.70677316,51.755016,14.54887,13.112667,1.1476585,,-0.80330515,0.14999999,5.645113e-13,8.219674e-08,98.82385087013245,2.3234488e-36,17.251513,4.2873325,86,-0.6217129,368.7107,17.409935,1720,17.409935,19.196968,1.0
0.998455,,-0.71833396,51.701324,5.1516633,12.9619465,-0.20223981,,-0.81558543,0.14999999,5.131996,8.031802e-08,101.82960152626038,3.0540405e-17,,4.438053,87,-2.0832527,386.1106,17.409935,1740,17.409935,19.196968,-0.21212122
1.2669927,,-0.67244846,51.440712,3.9332523,13.004148,-0.3656556,,-0.81336695,0.14999999,1.5396309,7.850298e-08,104.84731602668762,2.159051,16.675667,4.395852,88,-0.6081258,386.83496,17.409935,1760,17.409935,19.196968,-0.3939394
0.7118976,,-0.66640353,51.17556,7.717012,13.052099,0.07912331,,-0.8056159,0.14999999,0.331811,7.674878e-08,107.87683486938477,0.0038591707,17.271809,4.3479004,89,-0.37317628,386.96313,17.409935,1780,17.409935,19.196968,0.1919192
0.7250947,,-0.67385554,50.8294,9.006435,13.0076065,0.737259,,-0.810457,0.14999999,3.1404605e-05,7.505273e-08,110.97497248649597,0.028379073,9.047653,4.392393,90,-0.94072866,395.31543,17.409935,1800,17.409935,19.196968,0.57575756
0.9627624,,-0.68490505,50.82219,6.2075324,12.910334,0.021788195,,-0.81801087,0.14999999,4.0471945,7.3412274e-08,114.00422978401184,9.119367e-06,4.155812,4.489666,91,-1.2072026,408.5597,17.409935,1820,17.409935,19.196968,-0.05050505
0.9557072,,-0.65232,50.598183,7.8329926,12.868976,-0.8152772,,-0.8190201,0.14999999,7.831278e-07,7.182504e-08,117.05216145515442,5.2466187e-10,9.1054735,4.531024,92,-0.8546934,416.85413,17.409935,1840,17.409935,19.196968,-1.0
0.9329729,,-0.66313094,50.64852,4.928202,12.917145,-0.7819402,,-0.817547,0.14999999,0.0010621195,7.028872e-08,120.09498834609985,4.775597,17.348618,4.482855,93,-0.61658657,416.90552,17.409935,1860,17.409935,19.196968,-0.7777778
1.2041806,,-0.67381483,50.56574,9.488143,12.964438,0.79448956,,-0.81585014,0.14999999,3.078206e-09,6.880116e-08,123.12423467636108,9.24707e-25,17.362825,4.435561,94,-0.57906896,416.94275,17.409935,1880,17.409935,19.196968,0.8181818
1.2532128,,-0.6843969,50.500553,4.042618,12.863315,-0.55964714,,-0.8179402,0.14999999,1.5581374,6.736033e-08,126.03639316558838,2.0242385e-13,3.3576717,4.536685,95,-1.1792665,430.9851,17.409935,1900,17.409935,19.196968,-0.3939394
1.0118179,,-0.67859983,50.589928,4.561675,12.910374,-0.5777712,,-0.81187886,0.14999999,0.05115051,6.5964315e-08,129.13517689704895,3.9745884,17.38101,4.489626,96,-0.47271496,431.00403,17.409935,1920,17.409935,19.196968,-0.61616164
1.1181253,,-0.68842995,49.824127,4.164489,12.956436,-0.7391392,,-0.808212,0.14999999,0.16278863,6.461123e-08,132.13946056365967,4.164489,17.378416,4.4435635,97,-0.45937946,431.02563,17.409935,1940,17.409935,19.196968,-0.5555556
0.99206996,,-0.6970096,50.020275,4.78138,13.001324,-0.78278816,,-0.8045779,0.14999999,0.00034923851,6.329935e-08,135.22095036506653,4.049286,17.355412,4.398676,98,-0.55919755,431.0702,17.409935,1960,17.409935,19.196968,-0.8181818
0.6606222,,-0.70715845,49.579926,8.806095,13.045225,0.29981744,,-0.80212635,0.14999999,0.0059365793,6.2027055e-08,138.30404567718506,1.9775281e-13,17.347557,4.3547745,99,-0.5408999,431.12268,17.409935,1980,17.409935,19.196968,0.3939394
0.9057715,,-0.71714884,49.25562,7.121868,12.997634,0.19124599,,-0.80868185,0.14999999,1.6743237,6.079271e-08,141.3628695011139,2.4962301,8.286231,4.4023657,100,-1.1030797,440.23657,17.409935,2000,17.409935,19.196968,0.07070707
1.0005685,,-0.7104945,49.1626,4.6664634,12.955793,-0.8675319,,-0.81188595,0.14999999,0.00063357846,5.9594853e-08,144.46912479400635,2.6546778e-09,8.77165,4.444206,101,-1.0208247,448.86475,17.409935,2020,17.409935,19.196968,-0.7979798
0.96032447,,-0.72034055,48.837234,5.1831083,12.998462,-0.08694534,,-0.8094969,0.14999999,5.1423044,5.8432047e-08,147.43780636787415,0.0003317068,17.308031,4.401538,102,-0.55640805,448.9568,17.409935,2040,17.409935,19.196968,-0.21212122
1.0237739,,-0.68091166,48.56441,4.296135,13.016898,-0.29690194,,-0.80959344,0.14999999,0.051268887,5.7302962e-08,149.34247946739197,0.011394064,14.89728,4.3831015,103,-0.7709319,451.45947,17.409935,2060,17.409935,19.196968,-0.61616164
1.147244,,-0.69007593,48.44865,4.237586,13.056425,-0.09165576,,-0.80641055,0.14999999,2.714047,5.6206275e-08,152.49954533576965,4.233723,17.127703,4.3435745,104,-0.4943947,451.7318,17.409935,2080,17.409935,19.196968,-0.33333334
1.0232798,,-0.6738835,48.85242,5.977328,13.081241,-0.2863378,,-0.8047741,0.14999999,4.375379,5.5140777e-08,155.6063108444214,5.686432,15.66213,4.318759,105,-0.7696537,453.46973,17.409935,2100,17.409935,19.196968,-0.07070707
