IWMean,IWMin,DenMISELogFirst,Bound,IWMax,ReturnMean,LQGmu1_actor,ReturnMin,DenMISEMeanLog,LQGsigma_higher,IWFirstEpisode,Delta,TimeElapsed,IWLastEpisode,ReturnLastEpisode,Regret/t,Iteration,DenMISELogLast,Regret,ReturnAbsMax,TimestepsSoFar,ReturnMax,ReturnStepMax,LQGmu1_higher
0.9810062,,-0.55069405,25.643261,5.606168,15.138377,-0.89299005,,-0.6579392,0.14999999,7.074525e-07,3.4315897e-10,2210.333422899246,4.1999557e-11,9.037551,2.2616224,1331,-1.3299845,3010.2207,17.43163,26620,17.43163,19.220566,-1.0
0.9672278,,-0.55144507,25.634981,3.5808184,15.1399975,-0.6816075,,-0.6577037,0.14999999,0.00054041337,3.4264394e-10,2213.361222743988,3.009082,17.296762,2.2600021,1332,-0.32405254,3010.3223,17.43163,26640,17.43163,19.220566,-0.7979798
0.98428285,,-0.55219513,25.638464,3.36356,15.1416855,-0.7294372,,-0.6574273,0.14999999,0.029650375,3.4213005e-10,2216.091413974762,3.282687,17.391697,2.2583141,1333,-0.25596994,3010.332,17.43163,26660,17.43163,19.220566,-0.6363636
0.9697749,,-0.5529228,25.634357,3.5554962,15.143352,-0.590817,,-0.6571528,0.14999999,0.00095128495,3.4161726e-10,2219.7772562503815,3.3246465,17.36386,2.256648,1334,-0.2751111,3010.3691,17.43163,26680,17.43163,19.220566,-0.7777778
1.0031253,,-0.5536714,25.643467,3.1934302,15.145029,-0.31629717,,-0.65683377,0.14999999,0.14226535,3.4110564e-10,2221.9284698963165,3.161324,17.381037,2.2549706,1335,-0.20043975,3010.3867,17.43163,26700,17.43163,19.220566,-0.5555556
1.0474417,,-0.55431366,25.651474,3.2776942,15.146525,-0.46294174,,-0.6564979,0.14999999,2.3694992,3.4059527e-10,2224.1133728027344,3.262726,17.147083,2.2534742,1336,-0.21083121,3010.6426,17.43163,26720,17.43163,19.220566,-0.33333334
1.0388563,,-0.5532899,25.640617,3.052031,15.148176,-0.4009132,,-0.6560742,0.14999999,1.0974797,3.4008596e-10,2226.288301229477,2.8924837,17.35213,2.2518234,1337,-0.1368557,3010.6875,17.43163,26740,17.43163,19.220566,-0.41414142
1.0393442,,-0.553217,25.63755,3.0473576,15.149761,-0.68708616,,-0.6556592,0.14999999,1.0973997,3.3957775e-10,2228.4879636764526,3.0447717,17.268866,2.2502384,1338,-0.139133,3010.8184,17.43163,26760,17.43163,19.220566,-0.41414142
0.9827907,,-0.5531443,25.633568,3.3903303,15.15144,-0.7516453,,-0.6553315,0.14999999,0.019170847,3.3907077e-10,2230.6404230594635,3.3641062,17.39747,2.24856,1339,-0.2556809,3010.8223,17.43163,26780,17.43163,19.220566,-0.65656567
0.98058945,,-0.5538765,25.627045,3.420392,15.1530695,-0.57085145,,-0.6550652,0.14999999,0.012169731,3.3856487e-10,2233.061871290207,3.1089416,17.335783,2.2469301,1340,-0.2806936,3010.8867,17.43163,26800,17.43163,19.220566,-0.67676765
0.98670834,,-0.5546134,25.616852,3.3398485,15.154736,-0.6119956,,-0.6547278,0.14999999,0.029722165,3.380601e-10,2235.2041964530945,2.9026418,17.385426,2.245264,1341,-0.18281408,3010.9004,17.43163,26820,17.43163,19.220566,-0.6363636
1.0097127,,-0.55533665,25.617737,3.1344886,15.156386,-0.6981761,,-0.65440446,0.14999999,0.2014817,3.3755648e-10,2237.134029150009,2.8711216,17.37236,2.2436132,1342,-0.20705464,3010.9277,17.43163,26840,17.43163,19.220566,-0.53535354
0.9824157,,-0.55593145,25.62306,3.4059443,15.158058,-0.79770315,,-0.6541004,0.14999999,0.012194768,3.3705397e-10,2239.7040660381317,3.3982415,17.401184,2.2419415,1343,-0.2552616,3010.9277,17.43163,26860,17.43163,19.220566,-0.67676765
0.9722519,,-0.5566667,25.623398,3.5392077,15.159688,-0.81008357,,-0.65384334,0.14999999,0.00095485337,3.3655256e-10,2242.171257019043,3.5248244,17.34993,2.2403116,1344,-0.29047176,3010.9785,17.43163,26880,17.43163,19.220566,-0.7777778
0.9730146,,-0.55740976,25.620344,3.5325387,15.161324,-0.8523744,,-0.6535953,0.14999999,0.000955563,3.360523e-10,2244.8766038417816,3.4797926,17.35817,2.238676,1345,-0.2919837,3011.0195,17.43163,26900,17.43163,19.220566,-0.7777778
0.971868,,-0.55815226,25.61551,3.5457387,15.162919,-0.6244449,,-0.6533551,0.14999999,0.00054405024,3.355532e-10,2247.7782185077667,3.371276,17.309355,2.2370806,1346,-0.3028603,3011.1113,17.43163,26920,17.43163,19.220566,-0.7979798
0.99570453,,-0.5588945,25.604374,9.504941,15.164573,0.039821677,,-0.6530473,0.14999999,2.0847785,3.3505512e-10,2250.139545917511,0.00023915904,17.390781,2.235427,1347,-0.20999257,3011.1191,17.43163,26940,17.43163,19.220566,0.030303031
0.9857987,,-0.5580901,25.597555,3.3545835,15.160069,-0.67924714,,-0.6534604,0.14999999,0.019265901,3.345582e-10,2252.687342405319,0.00018501552,9.093998,2.2399302,1348,-1.2035341,3019.4258,17.43163,26960,17.43163,19.220566,-0.65656567
0.9865667,,-0.5588174,25.59615,3.3487384,15.161721,-0.5949829,,-0.653164,0.14999999,0.019279916,3.340624e-10,2255.2417850494385,3.3395898,17.387117,2.2382784,1349,-0.23909868,3019.4375,17.43163,26980,17.43163,19.220566,-0.65656567
0.99318737,,-0.5595441,25.591526,3.2693648,15.163374,-0.6520292,,-0.65283155,0.14999999,0.04540929,3.3356765e-10,2258.086621761322,3.1855254,17.39258,2.2366257,1350,-0.19040331,3019.4453,17.43163,27000,17.43163,19.220566,-0.61616164
0.990712,,-0.56025094,25.59057,3.3012562,15.16504,-0.6021328,,-0.6525175,0.14999999,0.0298902,3.3307404e-10,2260.4733526706696,3.3004868,17.415003,2.2349596,1351,-0.2213421,3019.4316,17.43163,27020,17.43163,19.220566,-0.6363636
0.99817795,,-0.5609687,25.588673,3.2209067,15.1666975,-0.554386,,-0.65218365,0.14999999,0.06789053,3.325815e-10,2262.8296732902527,3.2176867,17.404398,2.233302,1352,-0.19132805,3019.4238,17.43163,27040,17.43163,19.220566,-0.5959596
1.0069908,,-0.5616579,25.587498,3.1435435,15.168325,-0.7768725,,-0.65182424,0.14999999,0.14340611,3.3209005e-10,2264.9951474666595,3.1317587,17.370121,2.2316742,1353,-0.16344367,3019.455,17.43163,27060,17.43163,19.220566,-0.5555556
0.97472334,,-0.5622907,25.585888,3.5074086,15.169948,-0.78380615,,-0.6515411,0.14999999,0.0009602384,3.3159972e-10,2267.399574995041,3.5014834,17.365515,2.230052,1354,-0.2750235,3019.4902,17.43163,27080,17.43163,19.220566,-0.7777778
0.97550493,,-0.5630283,25.583576,3.5009298,15.171551,-0.68802035,,-0.65128267,0.14999999,0.000960947,3.3111042e-10,2269.2568352222443,3.50076,17.341219,2.2284489,1355,-0.27560624,3019.5488,17.43163,27100,17.43163,19.220566,-0.7777778
0.9902504,,-0.56376535,25.581757,3.3158145,15.173184,-0.8122573,,-0.65099305,0.14999999,0.019375548,3.3062225e-10,2271.9113335609436,3.2866633,17.385624,2.2268152,1356,-0.23367794,3019.5625,17.43163,27120,17.43163,19.220566,-0.65656567
0.9768215,,-0.56448823,25.582644,3.4908676,15.174777,-0.79948646,,-0.6507291,0.14999999,0.0009623511,3.3013522e-10,2274.738780736923,3.4362245,17.335447,2.2252226,1357,-0.28261045,3019.627,17.43163,27140,17.43163,19.220566,-0.7777778
0.9752505,,-0.5652242,25.580257,3.5091772,15.176381,-1.161089,,-0.650471,0.14999999,0.0005479114,3.296492e-10,2277.8394951820374,3.5060854,17.353561,2.2236185,1358,-0.27636912,3019.6738,17.43163,27160,17.43163,19.220566,-0.7979798
0.97894454,,-0.5659599,25.580292,5.6990647,15.17787,-1.1719403,,-0.6509459,0.14999999,7.1833495e-07,3.2916422e-10,2280.2108647823334,5.323689,17.198189,2.2221298,1359,-1.2706438,3019.875,17.43163,27180,17.43163,19.220566,-1.0
0.98007697,,-0.56669545,25.583782,5.67944,15.179353,-0.97238266,,-0.65147936,0.14999999,7.188633e-07,3.2868033e-10,2282.5452783107758,5.342001,17.195934,2.2206469,1360,-1.3543851,3020.08,17.43163,27200,17.43163,19.220566,-1.0
0.9608367,,-0.56743044,25.580708,17.747074,15.180856,0.25901598,,-0.651316,0.14999999,0.00034270337,3.2819752e-10,2284.4958605766296,6.6501714e-21,17.225796,2.2191439,1361,-0.40803778,3020.2559,17.43163,27220,17.43163,19.220566,0.4949495
0.9325333,,-0.5681647,25.585571,13.730709,15.175947,0.26641572,,-0.6521057,0.14999999,0.2173551,3.2771574e-10,2287.286975622177,13.641729,8.493829,2.2240524,1362,-1.6838213,3029.1582,17.43163,27240,17.43163,19.220566,0.21212122
0.9801741,,-0.56873906,25.57022,5.6682987,15.171018,-1.1574069,,-0.65291417,0.14999999,7.20334e-07,3.2723504e-10,2290.0349781513214,4.7618604e-15,8.458429,2.228982,1363,-1.6838742,3038.1016,17.43163,27260,17.43163,19.220566,-1.0
0.98125404,,-0.56947243,25.57298,5.648966,15.172501,-1.1569536,,-0.6533558,0.14999999,7.2086243e-07,3.267554e-10,2292.486427783966,5.268715,17.19439,2.227499,1364,-1.2342037,3038.3086,17.43163,27280,17.43163,19.220566,-1.0
0.9823212,,-0.57020533,25.575615,5.6297903,15.173985,-0.67300475,,-0.6537908,0.14999999,7.213913e-07,3.262768e-10,2293.8465905189514,5.2507358,17.197403,2.226015,1365,-1.2276186,3038.5117,17.43163,27300,17.43163,19.220566,-1.0
1.0140781,,-0.57093763,25.556204,8.023717,15.175604,0.14795639,,-0.65349144,0.14999999,3.2443888,3.2579928e-10,2296.1020114421844,0.0003439915,17.384752,2.2243958,1366,-0.22616011,3038.5254,17.43163,27320,17.43163,19.220566,-0.030303031
0.9947927,,-0.5692972,25.540253,3.2516975,15.171017,-0.8104848,,-0.6540926,0.14999999,0.04585434,3.253228e-10,2298.5409734249115,2.7284923e-05,8.905342,2.228983,1367,-1.4876748,3047.0195,17.43163,27340,17.43163,19.220566,-0.61616164
0.98057777,,-0.56999487,25.530725,5.618987,15.172608,-0.9303001,,-0.6538219,0.14999999,7.212393e-07,3.2484734e-10,2300.9518077373505,1.5810533,17.34979,2.2273912,1368,-0.2780432,3047.0703,17.43163,27360,17.43163,19.220566,-1.0
0.94144005,,-0.5707256,25.530075,13.637131,15.174132,-0.036937967,,-0.6536094,0.14999999,0.21791247,3.2437295e-10,2303.777368068695,9.500947e-13,17.256887,2.2258673,1369,-0.34241918,3047.213,17.43163,27380,17.43163,19.220566,0.21212122
1.024977,,-0.57129663,25.543076,6.600561,15.172708,-0.31585324,,-0.65388155,0.14999999,4.2387075,3.238996e-10,2306.2950055599213,6.545513,13.222936,2.227292,1370,-0.965329,3051.3906,17.43163,27400,17.43163,19.220566,-0.09090909
0.97845805,,-0.5689371,25.52882,3.4625146,15.174166,-0.80545723,,-0.65355164,0.14999999,0.0016685248,3.2342723e-10,2308.8815026283264,0.04360781,17.170435,2.225834,1371,-0.22527283,3051.6191,17.43163,27420,17.43163,19.220566,-0.75757575
0.9769338,,-0.5696651,25.526665,3.478698,15.175757,-0.9852156,,-0.6532925,0.14999999,0.00096734567,3.2295594e-10,2311.094218015671,3.4453845,17.358938,2.2242422,1372,-0.27587965,3051.6602,17.43163,27440,17.43163,19.220566,-0.7777778
0.982243,,-0.57039297,25.542257,5.6163244,15.177242,-0.78912485,,-0.6531457,0.14999999,7.2152613e-07,3.2248568e-10,2313.8911712169647,4.0611916,17.214935,2.2227573,1373,-0.4281522,3051.8457,17.43163,27460,17.43163,19.220566,-1.0
0.97772074,,-0.57112104,25.52348,3.4718482,15.178821,-1.0386341,,-0.6528798,0.14999999,0.0009687554,3.2201644e-10,2316.750587463379,3.4702551,17.344046,2.221179,1374,-0.26890793,3051.9004,17.43163,27480,17.43163,19.220566,-0.7777778
0.9826557,,-0.57184786,25.532516,5.6015077,15.180291,-1.08235,,-0.65283906,0.14999999,7.2257694e-07,3.215482e-10,2318.911196708679,4.568507,17.202654,2.2197084,1375,-0.5741736,3052.0996,17.43163,27500,17.43163,19.220566,-1.0
0.9834533,,-0.57257485,25.530876,5.582839,15.181759,-0.9293073,,-0.65292645,0.14999999,7.231023e-07,3.2108102e-10,2321.4292254447937,4.8654084,17.19876,2.2182407,1376,-0.75466985,3052.3008,17.43163,27520,17.43163,19.220566,-1.0
1.0723743,,-0.5733013,25.515137,23.394163,15.183268,0.74881655,,-0.65270835,0.14999999,6.637869e-09,3.2061484e-10,2324.1035993099213,5.9769304e-29,17.258812,2.216732,1377,-0.3352228,3052.4395,17.43163,27540,17.43163,19.220566,0.7979798
0.9831366,,-0.5740273,25.510593,5.5683603,15.175151,-0.8354012,,-0.65370923,0.14999999,7.241533e-07,3.2014968e-10,2326.24436879158,6.601942e-29,3.9994354,2.2248487,1378,-2.0977666,3065.8418,17.43163,27560,17.43163,19.220566,-1.0
0.9760465,,-0.5747527,25.508432,3.4851918,15.176702,-0.85877496,,-0.65345114,0.14999999,0.0005531572,3.1968553e-10,2328.496644258499,3.4110966,17.315348,2.223298,1379,-0.27997157,3065.9277,17.43163,27580,17.43163,19.220566,-0.7979798
1.0378892,,-0.5754772,25.505058,3.9811275,15.178257,-0.19953586,,-0.65320283,0.14999999,3.9050128,3.1922237e-10,2331.3799600601196,0.0010046915,17.321213,2.2217426,1380,-0.28627184,3066.0059,17.43163,27600,17.43163,19.220566,-0.25252524
1.0370978,,-0.5733759,25.502728,4.201983,15.179453,-0.3222934,,-0.653038,0.14999999,4.1971993,3.1876024e-10,2334.348100423813,4.1247535,16.829762,2.2205467,1381,-0.46271384,3066.5762,17.43163,27620,17.43163,19.220566,-0.23232323
0.97654384,,-0.57106507,25.502262,3.4839528,15.180943,-0.6787777,,-0.65269876,0.14999999,0.00055112096,3.1829908e-10,2336.4006123542786,0.021716705,17.237717,2.219057,1382,-0.22053544,3066.7363,17.43163,27640,17.43163,19.220566,-0.7979798
1.0409461,,-0.571788,25.498755,3.339038,15.182533,-0.40969467,,-0.6524091,0.14999999,2.4112687,3.1783898e-10,2338.9386842250824,0.23563881,17.381418,2.2174664,1383,-0.2281819,3066.7559,17.43163,27660,17.43163,19.220566,-0.33333334
1.0257708,,-0.57076883,25.49649,3.0737386,15.184046,-0.36853832,,-0.6520181,0.14999999,0.6820471,3.1737984e-10,2341.8756082057953,2.959435,17.276516,2.2159538,1384,-0.15151902,3066.8809,17.43163,27680,17.43163,19.220566,-0.45454547
1.0393106,,-0.57099843,25.496433,3.1703634,15.185558,-0.18565176,,-0.6516534,0.14999999,1.7011796,3.1692166e-10,2344.465858221054,3.157805,17.277483,2.2144413,1385,-0.17229643,3067.002,17.43163,27700,17.43163,19.220566,-0.37373737
1.0419738,,-0.5704926,25.488903,3.586125,15.186642,-0.43955648,,-0.6515134,0.14999999,3.1719441,3.1646452e-10,2347.3757214546204,3.3831806,16.687855,2.213358,1386,-0.49637848,3067.7148,17.43163,27720,17.43163,19.220566,-0.2929293
0.97587305,,-0.56892794,25.476479,3.4869695,15.188214,-0.7512267,,-0.65111613,0.14999999,0.00054994435,3.1600836e-10,2350.0423924922943,0.17643395,17.368057,2.2117853,1387,-0.1418378,3067.746,17.43163,27740,17.43163,19.220566,-0.7979798
1.0258135,,-0.56964827,25.47402,3.0655763,15.189794,-0.4973026,,-0.6508485,0.14999999,0.68128324,3.1555317e-10,2352.605664253235,0.48540533,17.379692,2.210206,1388,-0.2550425,3067.7656,17.43163,27760,17.43163,19.220566,-0.45454547
0.9887482,,-0.56987774,25.475628,3.3175788,15.191383,-0.5931883,,-0.65046805,0.14999999,0.01949434,3.15099e-10,2355.6624059677124,1.7544643,17.398432,2.2086163,1389,-0.14764266,3067.7676,17.43163,27780,17.43163,19.220566,-0.65656567
1.0133035,,-0.5705834,25.481327,3.1025395,15.192968,-0.49186614,,-0.6501429,0.14999999,0.28404865,3.1464578e-10,2358.152373790741,2.7998304,17.394928,2.2070312,1390,-0.18670496,3067.7734,17.43163,27800,17.43163,19.220566,-0.5151515
1.0184743,,-0.5710982,25.479527,3.0771663,15.194513,-0.42970356,,-0.6497697,0.14999999,0.3875023,3.141935e-10,2359.6293013095856,3.0716205,17.340773,2.2054863,1391,-0.14423499,3067.832,17.43163,27820,17.43163,19.220566,-0.4949495
1.0278578,,-0.5715383,25.47667,3.052289,15.196059,-0.23311378,,-0.6493904,0.14999999,0.6825721,3.1374225e-10,2361.0181827545166,3.0166907,17.346632,2.2039404,1392,-0.1396927,3067.8848,17.43163,27840,17.43163,19.220566,-0.45454547
1.0427822,,-0.57176626,25.471233,3.4373908,15.197266,-0.52450687,,-0.64917445,0.14999999,2.7925193,3.1329195e-10,2363.6606657505035,3.3592734,16.877834,2.202734,1393,-0.3758278,3068.4082,17.43163,27860,17.43163,19.220566,-0.3131313
1.0188026,,-0.5704812,25.460194,3.067441,15.198849,-0.5108268,,-0.6487872,0.14999999,0.3872633,3.1284264e-10,2365.551360845566,3.0354972,17.402742,2.201151,1394,-0.15160796,3068.4043,17.43163,27880,17.43163,19.220566,-0.4949495
1.0147222,,-0.5709205,25.45868,3.0845113,15.200423,-0.28593993,,-0.64841306,0.14999999,0.28414443,3.1239428e-10,2367.7032721042633,3.0737398,17.394913,2.1995764,1395,-0.14512916,3068.4102,17.43163,27900,17.43163,19.220566,-0.5151515
1.0427845,,-0.5714334,25.455357,3.3112845,15.201744,-0.41398528,,-0.64812964,0.14999999,2.4104137,3.1194688e-10,2370.4848687648773,3.3042452,17.04531,2.1982555,1396,-0.26694077,3068.7656,17.43163,27920,17.43163,19.220566,-0.33333334
1.0388747,,-0.5704243,25.449604,3.0890574,15.203257,-0.42977208,,-0.647734,0.14999999,1.3902986,3.1150044e-10,2372.6772480010986,3.0251179,17.31388,2.196743,1397,-0.13769825,3068.8496,17.43163,27940,17.43163,19.220566,-0.3939394
1.03307,,-0.5701452,25.447247,3.034965,15.20482,-0.29256523,,-0.647338,0.14999999,0.8801749,3.11055e-10,2374.891618013382,3.0349183,17.389984,2.19518,1398,-0.13246742,3068.8613,17.43163,27960,17.43163,19.220566,-0.43434343
1.0430834,,-0.57023084,25.442913,3.2034109,15.206218,-0.5234268,,-0.6470321,0.14999999,2.0414174,3.1061043e-10,2377.6923763751984,3.150464,17.160322,2.1937819,1399,-0.25197613,3069.1016,17.43163,27980,17.43163,19.220566,-0.35353535
1.0200019,,-0.5694873,25.433254,3.048273,15.207776,-0.5131741,,-0.6466436,0.14999999,0.38687858,3.1016686e-10,2379.887707233429,3.0214744,17.3896,2.1922235,1400,-0.14558467,3069.1133,17.43163,28000,17.43163,19.220566,-0.4949495
1.0156982,,-0.569925,25.431623,3.0674205,15.209326,-0.067911685,,-0.646268,0.14999999,0.28386173,3.0972425e-10,2382.0963006019592,3.0591106,17.378668,2.1906738,1401,-0.1400297,3069.1348,17.43163,28020,17.43163,19.220566,-0.5151515
1.0088441,,-0.57043594,25.447277,8.587608,15.208795,-0.020849187,,-0.6464163,0.14999999,2.8609593,3.0928257e-10,2384.203773021698,5.8913116,14.463642,2.191205,1402,-0.8695655,3072.0684,17.43163,28040,17.43163,19.220566,-0.01010101
1.0257303,,-0.5691104,25.43249,6.208419,15.206074,0.10003299,,-0.6466799,0.14999999,4.45838,3.0884184e-10,2387.4514009952545,6.175199,11.391092,2.1939259,1403,-1.0234089,3078.0781,17.43163,28060,17.43163,19.220566,-0.11111111
0.9792727,,-0.56665015,25.428417,5.6501293,15.201664,-1.0724741,,-0.64718634,0.14999999,7.188311e-07,3.0840205e-10,2389.685725927353,2.2219768e-11,9.013547,2.1983356,1404,-1.3822886,3086.463,17.43163,28080,17.43163,19.220566,-1.0
0.98002875,,-0.5673622,25.426338,5.6314926,15.203085,-0.86045694,,-0.6472509,0.14999999,7.1934267e-07,3.079632e-10,2391.8978774547577,4.8430033,17.198788,2.1969147,1405,-0.7160758,3086.666,17.43163,28100,17.43163,19.220566,-1.0
0.9733248,,-0.5680737,25.408524,3.5038016,15.204581,-0.9039184,,-0.64701545,0.14999999,0.0005494749,3.0752528e-10,2394.82661151886,3.2765489,17.307436,2.1954184,1406,-0.29535136,3086.7598,17.43163,28120,17.43163,19.220566,-0.7979798
0.9182283,,-0.56878424,25.408314,16.44224,15.206059,0.35652274,,-0.6468013,0.14999999,0.0084216185,3.0708827e-10,2397.022006034851,6.438555e-16,17.285618,2.1939402,1407,-0.31840995,3086.873,17.43163,28140,17.43163,19.220566,0.37373737
0.9798988,,-0.56948876,25.407454,5.6208363,15.200906,-0.97476506,,-0.6476723,0.14999999,7.2087414e-07,3.0665226e-10,2399.348862171173,2.7675498e-17,7.947375,2.1990938,1408,-1.7881485,3096.3242,17.43163,28160,17.43163,19.220566,-1.0
0.98268557,,-0.5701987,25.402012,11.06354,15.202343,0.22420132,,-0.64751565,0.14999999,1.1647389,3.062171e-10,2401.7661459445953,4.373807e-11,17.226215,2.1976566,1409,-0.40594158,3096.498,17.43163,28180,17.43163,19.220566,0.09090909
0.97381043,,-0.5700819,25.400082,3.5012767,15.197692,-0.936916,,-0.6482265,0.14999999,0.00055057934,3.0578293e-10,2404.003303527832,1.1196641e-09,8.6469965,2.2023077,1410,-1.6305635,3105.254,17.43163,28200,17.43163,19.220566,-0.7979798
0.98125726,,-0.57079047,25.414131,5.610265,15.199155,-1.016716,,-0.64803326,0.14999999,7.218132e-07,3.0534963e-10,2405.5748891830444,3.4499302,17.259356,2.2008448,1411,-0.34860796,3105.3926,17.43163,28220,17.43163,19.220566,-1.0
0.98168945,,-0.57149893,25.406742,5.592007,15.200572,-1.0120249,,-0.64794445,0.14999999,7.223248e-07,3.0491734e-10,2407.87597990036,4.370578,17.199001,2.1994276,1412,-0.5029232,3105.5918,17.43163,28240,17.43163,19.220566,-1.0
0.9820874,,-0.5722069,25.398844,5.573891,15.201983,-0.8585997,,-0.6478445,0.14999999,7.2283615e-07,3.044859e-10,2410.0570385456085,4.3158007,17.19717,2.1980162,1413,-0.48731467,3105.7969,17.43163,28260,17.43163,19.220566,-1.0
0.9735102,,-0.57291436,25.393625,3.510123,15.2034855,-0.8596754,,-0.64760405,0.14999999,0.0003084808,3.0405542e-10,2411.47208237648,3.4246702,17.325176,2.1965141,1414,-0.28912607,3105.871,17.43163,28280,17.43163,19.220566,-0.8181818
0.97417337,,-0.5736211,25.39014,3.5039077,15.204982,-0.77497596,,-0.6473689,0.14999999,0.00030869892,3.036258e-10,2414.426159620285,3.413525,17.320145,2.1950178,1415,-0.28782448,3105.9512,17.43163,28300,17.43163,19.220566,-0.8181818
0.97594196,,-0.57432735,25.386276,3.4791176,15.206491,-0.3894807,,-0.64711523,0.14999999,0.0005529219,3.031971e-10,2416.656515598297,3.4155686,17.343616,2.1935081,1416,-0.26192188,3106.0078,17.43163,28320,17.43163,19.220566,-0.7979798
1.0402551,,-0.57503295,25.398579,3.153023,15.207922,-0.28939915,,-0.6467833,0.14999999,1.7080569,3.0276928e-10,2418.927386522293,3.0794086,17.233648,2.1920776,1417,-0.15206398,3106.1738,17.43163,28340,17.43163,19.220566,-0.37373737
1.0425894,,-0.5745337,25.396332,3.3173501,15.209266,-0.23740366,,-0.64648455,0.14999999,2.4178982,3.0234243e-10,2421.1657247543335,3.3143096,17.111979,2.190734,1418,-0.26296154,3106.461,17.43163,28360,17.43163,19.220566,-0.33333334
1.0411348,,-0.573535,25.394741,3.7588234,15.210482,-0.34878352,,-0.64625716,0.14999999,3.5534613,3.0191644e-10,2423.4604001045227,3.7294497,16.936316,2.189518,1419,-0.36580718,3106.9258,17.43163,28380,17.43163,19.220566,-0.27272728
1.0433629,,-0.5717384,25.389044,3.30643,15.211942,-0.3166144,,-0.6459,0.14999999,2.411149,3.0149133e-10,2425.6971423625946,3.1659522,17.283188,2.188058,1420,-0.17957701,3107.043,17.43163,28400,17.43163,19.220566,-0.33333334
1.0438473,,-0.5707458,25.386326,3.301072,15.21334,-0.26135424,,-0.64556736,0.14999999,2.408757,3.0106714e-10,2427.9808554649353,3.2807634,17.200941,2.1866598,1421,-0.21610634,3107.2441,17.43163,28420,17.43163,19.220566,-0.33333334
1.0443076,,-0.5697556,25.382874,3.4162009,15.214641,-0.33759752,,-0.64530027,0.14999999,2.7869103,3.0064387e-10,2430.306653022766,3.4125845,17.060438,2.185359,1422,-0.30886328,3107.58,17.43163,28440,17.43163,19.220566,-0.3131313
1.0447105,,-0.5685007,25.379236,3.2902484,15.216047,-0.1733532,,-0.64494723,0.14999999,2.4033551,3.0022146e-10,2432.613379716873,3.204606,17.217924,2.1839523,1423,-0.18681179,3107.7637,17.43163,28460,17.43163,19.220566,-0.33333334
1.0278695,,-0.5675157,25.375507,20.726074,15.21696,0.78441083,,-0.6448333,0.14999999,1.7403006e-06,2.9979993e-10,2434.949106693268,1.0147367e-06,16.514574,2.1830397,1424,-0.5268335,3108.6484,17.43163,28480,17.43163,19.220566,0.65656567
0.9481195,,-0.56821764,25.38258,45.533096,15.20874,1.0915433,,-0.6458764,0.14999999,4.9147193e-13,2.9937933e-10,2437.28351688385,8.162809,3.5025568,2.1912594,1425,-2.1542668,3122.545,17.43163,28500,17.43163,19.220566,1.0
1.043094,,-0.5689192,25.370564,3.735376,15.198075,-0.5689348,,-0.64748937,0.14999999,3.5370972,2.9895958e-10,2439.597400903702,5.189097e-17,,2.2019243,1426,-2.8851936,3139.9453,17.43163,28520,17.43163,19.220566,-0.27272728
1.0410962,,-0.56714284,25.340807,3.1216002,15.199598,-0.28061417,,-0.64712816,0.14999999,1.6946331,2.9854072e-10,2441.8627631664276,1.3579407,17.371094,2.2004013,1427,-0.17449987,3139.9727,17.43163,28540,17.43163,19.220566,-0.37373737
0.9726708,,-0.56665653,25.337696,3.5184143,15.200948,-0.9693829,,-0.6468335,0.14999999,0.00030655638,2.9812272e-10,2444.1813588142395,0.0056466977,17.128727,2.1990519,1428,-0.26688942,3140.246,17.43163,28560,17.43163,19.220566,-0.8181818
0.98089665,,-0.56735635,25.355328,5.6139126,15.202362,-0.8255782,,-0.6466762,0.14999999,7.193386e-07,2.9770564e-10,2446.486179828644,3.8632512,17.223433,2.1976376,1429,-0.39415893,3140.4238,17.43163,28580,17.43163,19.220566,-1.0
0.9737223,,-0.56805587,25.337936,3.5102968,15.203853,-0.635048,,-0.6464329,0.14999999,0.00030698586,2.9728942e-10,2448.7951316833496,3.5102541,17.33307,2.196147,1430,-0.27872258,3140.4902,17.43163,28600,17.43163,19.220566,-0.8181818
1.0441408,,-0.56875473,25.3395,3.2865195,15.205388,-0.44487837,,-0.6461474,0.14999999,2.4039657,2.9687405e-10,2451.140369653702,0.4344274,17.40112,2.1946115,1431,-0.21101955,3140.4902,17.43163,28620,17.43163,19.220566,-0.33333334
1.0227534,,-0.5677748,25.338848,3.0440452,15.20688,-0.38681483,,-0.6457567,0.14999999,0.51714355,2.9645958e-10,2453.4780538082123,2.970508,17.34209,2.19312,1432,-0.13037752,3140.5469,17.43163,28640,17.43163,19.220566,-0.47474748
1.039927,,-0.5681118,25.337322,3.068185,15.20831,-0.18190846,,-0.6453905,0.14999999,1.3870872,2.9604597e-10,2455.7707726955414,3.065948,17.255152,2.1916895,1433,-0.14330329,3140.6914,17.43163,28660,17.43163,19.220566,-0.3939394
1.028728,,-0.5678419,25.338913,5.438949,15.209168,-0.47685736,,-0.6452629,0.14999999,4.685757,2.956332e-10,2458.4129543304443,4.3031487,16.439182,2.1908312,1434,-0.5016933,3141.6523,17.43163,28680,17.43163,19.220566,-0.15151516
