Iteration,ReturnMax,ReturnStepMax,DenMISEMeanLog,Regret,LQGmu1_higher,TimeElapsed,IWMin,ReturnLastEpisode,ReturnMean,IWMean,TimestepsSoFar,Regret/t,IWMax,DenMISELogLast,ReturnMin,ReturnAbsMax,Bound,Delta,LQGsigma_higher,LQGmu1_actor,IWLastEpisode,DenMISELogFirst,IWFirstEpisode
854,17.426315,19.215105,-0.69106907,2228.667,-0.33333334,1218.22314119339,,17.132227,14.790319,0.99174476,17080,2.6096802,4.081433,-0.43877223,,17.426315,27.912516,8.335579e-10,0.14999999,-0.2744096,4.0794697,-0.65770406,2.6702425
855,17.426315,19.215105,-0.69082105,2229.0273,-0.3131313,1220.2065856456757,,17.03968,14.792951,0.9985276,17100,2.607049,4.1368675,-0.46959454,,17.426315,27.898682,8.3160917e-10,0.14999999,-0.14526325,4.11425,-0.6557525,3.0806663
856,17.426315,19.215105,-0.69082487,2230.0596,-0.23232323,1222.3945050239563,,16.366816,14.794789,1.0119336,17120,2.6052103,4.6302557,-0.6913602,,17.426315,27.876797,8.296673e-10,0.14999999,-0.3500165,4.486665,-0.6533247,4.576994
857,17.426315,19.215105,-0.69047767,2230.1787,-0.33333334,1224.4843528270721,,17.281942,14.797691,0.99339527,17140,2.6023083,4.040553,-0.4036598,,17.426315,27.84932,8.277322e-10,0.14999999,-0.24544765,3.957673,-0.64915955,2.6475239
858,17.426315,19.215105,-0.69025844,2230.5938,0.17171717,1226.8248989582062,,16.984507,14.80024,0.8914482,17160,2.59976,11.42476,-0.4947837,,17.426315,27.846016,8.2580387e-10,0.14999999,0.2754676,0.09123741,-0.64724123,0.42882055
859,17.426315,19.215105,-0.6913498,2239.58,-0.27272728,1228.9853897094727,,8.41377,14.792805,1.0088989,17180,2.607195,4.296942,-1.5160606,,17.426315,27.831501,8.238823e-10,0.14999999,-0.26010427,0.015238525,-0.64790636,3.8680067
860,17.426315,19.215105,-0.691087,2239.9688,-0.2929293,1230.951224565506,,17.011297,14.795385,1.0060796,17200,2.6046143,4.1700225,-0.47290778,,17.426315,27.81665,8.2196744e-10,0.14999999,-0.39103222,4.166787,-0.644577,3.458239
861,17.426315,19.215105,-0.69071877,2240.0977,-0.4949495,1233.5781075954437,,17.270798,14.79826,0.96646696,17220,2.60174,3.7538784,-0.37877905,,17.426315,27.819267,8.200592e-10,0.14999999,-0.29724196,3.0556345,-0.641726,0.42903054
862,17.426315,19.215105,-0.69045573,2240.374,-0.3131313,1235.3236730098724,,17.124477,14.800958,1.0038217,17240,2.599042,4.065916,-0.42962617,,17.426315,27.825895,8.181576e-10,0.14999999,-0.3879992,4.0641193,-0.6423886,3.0397704
863,17.426315,19.215105,-0.69008684,2240.5059,0.35353535,1237.2751111984253,,17.26672,14.803816,1.0302031,17260,2.5961838,12.501896,-0.37467808,,17.426315,27.815502,8.162626e-10,0.14999999,0.42667282,1.9085986e-05,-0.6400278,0.013790303
864,17.426315,19.215105,-0.6910615,2250.459,-0.37373737,1239.3893685340881,,7.447154,14.795301,0.9860626,17280,2.6046982,3.9005158,-1.5577585,,17.426315,27.807016,8.143742e-10,0.14999999,-0.2783937,8.286586e-06,-0.6411699,1.8614638
865,17.426315,19.215105,-0.6907917,2250.8438,0.61616164,1242.5664160251617,,17.0159,14.797869,1.1026529,17300,2.602131,14.938765,-0.44278398,,17.426315,27.797188,8.1249235e-10,0.14999999,0.66703105,7.836332e-08,-0.6401745,7.270205e-06
866,17.426315,19.215105,-0.69191045,2263.1904,-0.3131313,1244.6853606700897,,5.053716,14.786615,1.0056045,17320,2.6133842,4.049018,-1.7560015,,17.426315,27.797043,8.106169e-10,0.14999999,-0.36933428,8.232994e-09,-0.6413299,3.0365539
867,17.426315,19.215105,-0.69154286,2263.376,-1.0,1246.5617768764496,,17.213839,14.789416,1.0089638,17340,2.6105833,5.6174455,-0.3776273,,17.426315,27.792233,8.0874807e-10,0.14999999,-0.9852863,0.0005626561,-0.63898367,8.356921e-07
868,17.426315,19.215105,-0.6911413,2263.5605,-0.85858583,1248.0786380767822,,17.215403,14.792211,1.0382261,17360,2.607789,3.2014627,-0.35040468,,17.426315,27.78508,8.068857e-10,0.14999999,-0.61371094,2.642836,-0.6401364,0.000104093466
869,17.426315,19.215105,-0.6906172,2263.5488,-0.47474748,1250.5879485607147,,17.412483,14.795225,0.9692589,17380,2.6047745,3.7693124,-0.27296418,,17.426315,27.80484,8.0502965e-10,0.14999999,-0.6968806,2.2750812,-0.6412877,0.5731385
870,17.426315,19.215105,-0.69010866,2263.5732,-0.65656567,1253.1370797157288,,17.375492,14.798192,1.0061438,17400,2.6018076,3.4068732,-0.21665075,,17.426315,27.793106,8.0318013e-10,0.14999999,-0.3903352,3.1858358,-0.64177847,0.021939365
871,17.426315,19.215105,-0.6897351,2263.6826,-0.33333334,1255.3843786716461,,17.290474,14.801053,1.0022292,17420,2.5989466,3.9741354,-0.370026,,17.426315,27.794128,8.0133694e-10,0.14999999,-0.22502428,3.5822918,-0.642902,2.6310086
872,17.426315,19.215105,-0.6895317,2264.3408,-0.2929293,1257.1842579841614,,16.742224,14.803279,1.0130324,17440,2.5967207,4.1207805,-0.51344556,,17.426315,27.773582,7.9950013e-10,0.14999999,-0.4942379,4.0114717,-0.64103335,3.4460056
873,17.426315,19.215105,-0.68911105,2264.3213,-0.53535354,1259.2292551994324,,17.418657,14.806274,0.97494274,17460,2.5937252,3.6587114,-0.33416003,,17.426315,27.76839,7.976696e-10,0.14999999,-0.63927805,3.5778959,-0.6382354,0.2266814
874,17.426315,19.215105,-0.6886394,2264.334,-0.6363636,1261.418467760086,,17.388287,14.809228,1.0011843,17480,2.5907717,3.441411,-0.25101674,,17.426315,27.761383,7.958453e-10,0.14999999,-0.60055923,3.4178421,-0.63912064,0.03381055
875,17.426315,19.215105,-0.68816435,2264.338,-0.6363636,1263.8489844799042,,17.396326,14.812185,1.0022602,17500,2.5878143,3.4318357,-0.27334172,,17.426315,27.752007,7.9402723e-10,0.14999999,-0.40308738,3.3974845,-0.6402254,0.033847924
876,17.426315,19.215105,-0.6877867,2264.458,-0.41414142,1266.0689587593079,,17.27913,14.8150015,0.9805874,17520,2.5849981,3.7979112,-0.3586823,,17.426315,27.75484,7.9221546e-10,0.14999999,-0.5687292,3.7967613,-0.64132893,1.2271506
877,17.426315,19.215105,-0.6873552,2264.4463,-0.53535354,1268.5289769172668,,17.411455,14.817963,0.97838086,17540,2.582037,3.6255019,-0.2891422,,17.426315,27.739235,7.9040985e-10,0.14999999,-0.6572783,3.4645038,-0.64107,0.22732487
878,17.426315,19.215105,-0.6868628,2264.4785,-0.65656567,1270.951858997345,,17.367262,14.820867,1.0092714,17560,2.579133,3.3712802,-0.23252021,,17.426315,27.737907,7.886104e-10,0.14999999,-0.7070801,3.3558006,-0.6419504,0.021943137
879,17.426315,19.215105,-0.6863021,2264.496,-0.67676765,1273.209487915039,,17.38271,14.823781,1.0148957,17580,2.5762186,3.3211744,-0.20249535,,17.426315,27.72567,7.868171e-10,0.14999999,-0.4576242,3.1907566,-0.6430637,0.01396119
880,17.426315,19.215105,-0.685887,2264.5625,1.0,1275.0933854579926,,17.334742,14.826633,0.91180307,17600,2.5733662,37.745293,-0.33503416,,17.426315,27.707104,7.850298e-10,0.14999999,1.2385771,1.16190846e-20,-0.6441848,4.7583427e-13
881,17.426315,19.215105,-0.68958104,2281.962,-0.45454547,1276.1437351703644,,,14.809804,0.9746896,17620,2.5901957,3.731571,-3.840002,,17.426315,27.705961,7.8324874e-10,0.14999999,-0.09831628,2.669089e-26,-0.6453206,0.7552581
882,17.426315,19.215105,-0.6897502,2283.6104,-0.01010101,1277.260538816452,,15.750352,14.810872,0.9335283,17640,2.5891275,8.393096,-0.8127663,,17.426315,27.72401,7.8147366e-10,0.14999999,0.10405362,5.0430746,-0.6455981,3.0412292
883,17.426315,19.215105,-0.6905639,2292.004,-1.0,1278.5777258872986,,9.006076,14.804298,1.0038742,17660,2.5957012,5.680465,-1.3394431,,17.426315,27.672054,7.797046e-10,0.14999999,-0.8218785,1.7482725e-11,-0.6432891,8.392982e-07
884,17.426315,19.215105,-0.6899806,2292.0635,-0.83838385,1279.9267988204956,,17.341427,14.807168,1.0344133,17680,2.5928316,3.1879263,-0.17728305,,17.426315,27.6834,7.779416e-10,0.14999999,-0.94064176,3.156332,-0.6444209,0.00019366009
885,17.426315,19.215105,-0.68946284,2292.2168,-0.83838385,1282.0732743740082,,17.246586,14.809924,1.034708,17700,2.5900755,3.1800644,-0.2653322,,17.426315,27.664883,7.7618445e-10,0.14999999,-0.838265,2.748741,-0.64555126,0.00019387926
886,17.426315,19.215105,-0.68884426,2292.293,-0.83838385,1283.3362941741943,,17.323744,14.812761,1.0354807,17720,2.5872383,3.172259,-0.17533891,,17.426315,27.655064,7.7443335e-10,0.14999999,-0.6992104,3.1693296,-0.64668036,0.00019409829
887,17.426315,19.215105,-0.68825775,2292.3086,-0.65656567,1284.63165640831,,17.384409,14.81566,1.0086792,17740,2.5843391,3.3571253,-0.20313677,,17.426315,27.655342,7.7268814e-10,0.14999999,-0.5095417,3.129601,-0.6478082,0.02207205
888,17.426315,19.215105,-0.68782884,2292.3516,-0.2929293,1285.7587163448334,,17.356068,14.818522,1.0097554,17760,2.5814772,4.1396303,-0.31529272,,17.426315,27.659054,7.709488e-10,0.14999999,-0.5949427,1.2850361,-0.64891005,3.473256
889,17.426315,19.215105,-0.6873452,2292.373,-0.5959596,1287.8266096115112,,17.378742,14.821403,0.9954975,17780,2.578597,3.4848542,-0.2663558,,17.426315,27.682991,7.692154e-10,0.14999999,-0.56260127,3.4712481,-0.6461319,0.07698904
890,17.426315,19.215105,-0.6868976,2292.3936,-0.57575756,1289.8646955490112,,17.380177,14.824277,0.9912787,17800,2.5757227,3.5185375,-0.28370872,,17.426315,27.674744,7.6748774e-10,0.14999999,-0.5267127,3.5185318,-0.6471695,0.1127793
891,17.426315,19.215105,-0.6864755,2292.414,-0.53535354,1292.7112865447998,,17.378855,14.827144,0.98312265,17820,2.572856,3.5894241,-0.3012567,,17.426315,27.6684,7.65766e-10,0.14999999,-0.30949277,3.5886605,-0.64816576,0.22894365
892,17.426315,19.215105,-0.68618405,2292.664,0.27272728,1294.403301000595,,17.150436,14.829748,0.9487579,17840,2.5702515,12.389608,-0.40883875,,17.426315,27.639898,7.6405e-10,0.14999999,0.23527268,0.0021423027,-0.6490305,0.07661073
893,17.426315,19.215105,-0.68716145,2301.463,-0.41414142,1296.857455253601,,8.600681,14.822773,0.9812637,17860,2.5772266,3.7761617,-1.5040537,,17.426315,27.637323,7.6233975e-10,0.14999999,-0.31306317,0.001018183,-0.6500651,1.2379181
894,17.426315,19.215105,-0.6868671,2301.7266,-0.2929293,1298.9639704227448,,17.136404,14.825361,1.011064,17880,2.5746384,4.1288633,-0.40436575,,17.426315,27.633518,7.606352e-10,0.14999999,-0.21727264,3.9493024,-0.649799,3.476345
895,17.426315,19.215105,-0.6866798,2302.4512,0.05050505,1300.7189180850983,,16.677103,14.827429,0.91263187,17900,2.5725708,9.609158,-0.5290539,,17.426315,27.619282,7.589364e-10,0.14999999,0.07874041,0.9174046,-0.64703596,1.8652737
896,17.426315,19.215105,-0.68744856,2310.8018,-0.27272728,1302.7973003387451,,9.048203,14.820979,1.0139598,17920,2.5790205,4.241866,-1.2855417,,17.426315,27.604858,7.5724327e-10,0.14999999,-0.29011837,0.617931,-0.6460707,3.8609128
897,17.426315,19.215105,-0.6871372,2311.1455,0.7979798,1305.321061372757,,17.057173,14.823472,0.91291213,17940,2.5765276,19.043354,-0.4207949,,17.426315,27.591986,7.5555584e-10,0.14999999,0.6665304,1.5177672e-11,-0.64288634,6.507321e-09
898,17.426315,19.215105,-0.6884549,2323.4844,0.5151515,1307.8369755744934,,5.059795,14.8126,1.1459959,17960,2.5873995,13.649733,-1.7775747,,17.426315,27.600195,7.53874e-10,0.14999999,0.31551427,9.45479,-0.6440006,0.00019123347
899,17.426315,19.215105,-0.6892443,2332.6875,-0.3131313,1309.9367153644562,,8.198292,14.805242,1.008223,17980,2.594758,4.012668,-1.538092,,17.426315,27.591919,7.521978e-10,0.14999999,-0.4314258,0.0019001102,-0.64511335,3.0480642
900,17.426315,19.215105,-0.6888455,2332.7637,-0.47474748,1312.395584344864,,17.324572,14.808041,0.9763265,18000,2.591959,3.6769032,-0.33732083,,17.426315,27.596714,7.505273e-10,0.14999999,-0.44616002,3.5743964,-0.64284027,0.574029
901,17.426315,19.215105,-0.6884737,2332.794,-0.45454547,1314.268681049347,,17.368486,14.810883,0.97863847,18020,2.589117,3.691737,-0.32947809,,17.426315,27.589617,7.488623e-10,0.14999999,-0.43135667,3.691737,-0.64331317,0.7537435
902,17.426315,19.215105,-0.68810266,2332.88,-0.43434343,1316.3008179664612,,17.31463,14.813659,0.98228997,18040,2.586341,3.7062216,-0.33153325,,17.426315,27.582207,7.4720274e-10,0.14999999,-0.18701705,3.704382,-0.6435862,0.97173774
903,17.426315,19.215105,-0.6880094,2333.4844,-0.09090909,1317.901221036911,,16.793903,14.815852,0.9724012,18060,2.5841475,6.731263,-0.58539414,,17.426315,27.566544,7.4554873e-10,0.14999999,-0.11315092,3.8896327,-0.6436175,4.5270085
904,17.426315,19.215105,-0.68812793,2335.0293,-0.25252524,1319.8705859184265,,15.855543,14.817002,1.0180651,18080,2.5829973,4.361704,-0.7656433,,17.426315,27.57177,7.4390016e-10,0.14999999,-0.15655497,3.7141638,-0.63972354,4.1999316
905,17.426315,19.215105,-0.68806607,2336.1729,-0.17171717,1321.8151171207428,,16.257084,14.818594,1.0074971,18100,2.5814056,5.2847204,-0.6489812,,17.426315,27.56061,7.422571e-10,0.14999999,-0.22187339,5.06348,-0.63619393,5.01382
906,17.426315,19.215105,-0.68785834,2336.5908,-0.25252524,1323.441160440445,,16.98149,14.820981,1.0200858,18120,2.5790186,4.3292108,-0.5058592,,17.426315,27.550262,7.4061945e-10,0.14999999,-0.072946295,4.3195972,-0.6317735,4.166674
907,17.426315,19.215105,-0.6880388,2339.6328,-0.85858583,1324.9429507255554,,14.358329,14.820471,1.0304313,18140,2.5795288,3.2559903,-0.8703528,,17.426315,27.541393,7.389872e-10,0.14999999,-0.9687703,7.013479e-06,-0.6282882,0.0001028674
908,17.426315,19.215105,-0.6876171,2339.7979,-1.0,1327.083922624588,,17.234903,14.82313,0.99999154,18160,2.57687,5.7927275,-0.33466116,,17.426315,27.552208,7.3736045e-10,0.14999999,-1.1620113,3.6370378,-0.62939,8.277128e-07
909,17.426315,19.215105,-0.6882699,2339.995,-1.0,1328.654977798462,,17.202879,14.8257475,1.0018681,18180,2.5742521,5.7623444,-1.2796099,,17.426315,27.55699,7.357389e-10,0.14999999,-0.92081547,5.336181,-0.6304907,8.2862425e-07
910,17.426315,19.215105,-0.6877838,2340.121,-0.11111111,1329.9459290504456,,17.274757,14.828439,0.9879086,18200,2.5715609,6.2774363,-0.24632032,,17.426315,27.528156,7.341228e-10,0.14999999,0.12985879,1.6010383e-06,-0.6315902,4.7238884
911,17.426315,19.215105,-0.6885675,2348.5693,0.1919192,1331.38667178154,,8.951118,14.821987,0.92024827,18220,2.5780125,11.743683,-1.3879809,,17.426315,27.597485,7.32512e-10,0.14999999,0.07236443,9.782292,-0.62751085,0.3088228
912,17.426315,19.215105,-0.6892905,2356.912,-1.0,1333.4308335781097,,9.056975,14.815666,1.0011296,18240,2.5843334,5.744945,-1.2649367,,17.426315,27.518305,7.309065e-10,0.14999999,-1.2532033,7.51394e-11,-0.628269,8.267858e-07
913,17.426315,19.215105,-0.6909165,2357.1172,-1.0,1335.5907425880432,,17.193964,14.818272,1.0033239,18260,2.581728,5.715242,-2.173463,,17.426315,27.528934,7.293063e-10,0.14999999,-1.1137743,5.623395,-0.6293649,8.276923e-07
914,17.426315,19.215105,-0.6911647,2357.3184,-1.0,1337.9354975223541,,17.199162,14.820877,1.0048319,18280,2.5791225,5.6859083,-0.9196162,,17.426315,27.528008,7.277113e-10,0.14999999,-0.8442838,5.003512,-0.6304596,8.2859896e-07
915,17.426315,19.215105,-0.6906107,2357.3965,0.07070707,1340.2908647060394,,17.322973,14.82361,0.9238326,18300,2.5763893,9.878755,-0.18769059,,17.426315,27.495598,7.2612155e-10,0.14999999,-0.019984558,2.669577e-08,-0.6315531,1.5041333
916,17.426315,19.215105,-0.6910563,2364.2666,-0.11111111,1342.5313091278076,,10.529526,14.818922,0.99213177,18320,2.5810776,6.2287445,-1.0199903,,17.426315,27.47123,7.24537e-10,0.14999999,-0.37032303,6.132714,-0.63100284,4.721114
917,17.426315,19.215105,-0.6907037,2364.414,-0.65656567,1344.8906049728394,,17.252365,14.821577,1.0036885,18340,2.5784225,3.3893352,-0.35812637,,17.426315,27.481201,7.229576e-10,0.14999999,-0.83663297,0.61602557,-0.6269532,0.021616505
918,17.426315,19.215105,-0.69015235,2364.4922,-1.0,1347.158136844635,,17.320906,14.8243,1.0041231,18360,2.5756998,5.675458,-0.18744227,,17.426315,27.491016,7.213834e-10,0.14999999,-1.0815933,1.7727634,-0.6280195,8.2657925e-07
919,17.426315,19.215105,-0.69019043,2364.6943,-1.0,1348.915581703186,,17.198198,14.826882,1.005363,18380,2.5731173,5.6467295,-0.7279172,,17.426315,27.485897,7.198143e-10,0.14999999,-1.106194,4.7500496,-0.62910825,8.2748e-07
920,17.426315,19.215105,-0.6903739,2364.8955,-1.0,1350.5882937908173,,17.199123,14.829461,1.0067754,18400,2.5705385,5.6183524,-0.86282104,,17.426315,27.483953,7.182503e-10,0.14999999,-1.0813581,4.905705,-0.6301958,8.283801e-07
921,17.426315,19.215105,-0.69039863,2365.0957,-1.0,1352.9283077716827,,17.1998,14.832034,1.0079763,18420,2.5679655,5.5903196,-0.7185774,,17.426315,27.478584,7.1669143e-10,0.14999999,-0.9719513,4.709901,-0.63128215,8.292804e-07
922,17.426315,19.215105,-0.6899908,2365.2705,-0.33333334,1355.5677738189697,,17.225613,14.83463,1.0033213,18440,2.5653696,3.921372,-0.3209027,,17.426315,27.45771,7.1513756e-10,0.14999999,-0.43565258,0.00042480888,-0.6323673,2.6034372
923,17.426315,19.215105,-0.6896074,2365.3398,-0.45454547,1357.5735692977905,,17.330412,14.837334,0.9756251,18460,2.562666,3.7142603,-0.3384786,,17.426315,27.453777,7.135889e-10,0.14999999,-0.18087885,3.7014627,-0.6306316,0.74424523
924,17.426315,19.215105,-0.6895245,2366.162,-1.0,1359.3164279460907,,16.57787,14.839218,1.0078688,18480,2.5607815,5.5746913,-0.58777654,,17.426315,27.452034,7.120452e-10,0.14999999,-0.8816458,1.6020067e-06,-0.6309085,8.289712e-07
925,17.426315,19.215105,-0.68899024,2366.2842,-0.25252524,1361.6539826393127,,17.27855,14.841855,1.0191113,18500,2.5581446,4.339502,-0.20172188,,17.426315,27.437267,7.1050643e-10,0.14999999,-0.1970587,0.00049275823,-0.63199013,4.167577
926,17.426315,19.215105,-0.68882245,2366.874,-0.23232323,1363.2806959152222,,16.808872,14.84398,1.020525,18520,2.5560198,4.503589,-0.5514651,,17.426315,27.424324,7.089727e-10,0.14999999,0.002754584,4.490712,-0.62857527,4.4651065
927,17.426315,19.215105,-0.6892279,2374.7178,-0.83838385,1365.602377653122,,9.55711,14.838276,1.0283402,18540,2.5617237,3.2099576,-1.0838968,,17.426315,27.418997,7.0744394e-10,0.14999999,-0.9031055,1.1677242e-06,-0.62484425,0.00018990584
928,17.426315,19.215105,-0.6886902,2374.832,-1.0,1368.508361339569,,17.285053,14.840913,1.0071758,18560,2.5590868,5.5630045,-0.21784467,,17.426315,27.408226,7.0592016e-10,0.14999999,-0.958644,2.6842241,-0.6259222,8.2484763e-07
929,17.426315,19.215105,-0.6882562,2374.995,-0.83838385,1370.7945890426636,,17.237513,14.8434925,1.0294212,18580,2.556507,3.1994271,-0.2912144,,17.426315,27.408741,7.044012e-10,0.14999999,-0.8370188,2.5805616,-0.6269992,0.00019031542
930,17.426315,19.215105,-0.687681,2375.0684,0.37373737,1373.1605596542358,,17.327093,14.846163,1.0482103,18600,2.5538368,12.9054985,-0.18192774,,17.426315,27.40493,7.028872e-10,0.14999999,0.32687175,2.2706389e-14,-0.6280749,0.008501332
931,17.426315,19.215105,-0.6885607,2384.336,-0.83838385,1375.8120889663696,,8.1318655,14.838951,1.0301814,18620,2.5610485,3.1953106,-1.5502464,,17.426315,27.400446,7.01378e-10,0.14999999,-0.7472214,9.857606e-13,-0.62914044,0.0001907235
932,17.426315,19.215105,-0.68800044,2384.3623,-0.83838385,1378.4512467384338,,17.374683,14.841671,1.0304009,18640,2.5583286,3.1878018,-0.19591989,,17.426315,27.382584,6.9987377e-10,0.14999999,-0.7478676,2.689678,-0.63021374,0.00019092823
933,17.426315,19.215105,-0.68743914,2384.3848,-0.05050505,1380.146104812622,,17.376932,14.844388,0.9708036,18660,2.5556116,7.4399548,-0.19384596,,17.426315,27.37891,6.983743e-10,0.14999999,-0.18730345,6.540159e-05,-0.6312859,3.7966428
934,17.426315,19.215105,-0.687349,2385.1328,-0.23232323,1381.8887248039246,,16.6512,14.846324,1.0209517,18680,2.5536757,4.5050607,-0.57196844,,17.426315,27.384312,6.9687955e-10,0.14999999,-0.27044898,4.504651,-0.62829614,4.46386
935,17.426315,19.215105,-0.6870559,2385.5166,-0.6969697,1383.55703997612,,17.01674,14.848645,1.0093836,18700,2.5513544,3.328485,-0.43299487,,17.426315,27.376204,6.953898e-10,0.14999999,-0.57270575,0.07197123,-0.6245983,0.00855393
936,17.426315,19.215105,-0.6866236,2385.5127,-0.2929293,1385.4115772247314,,17.40261,14.851375,1.0151218,18720,2.548625,4.0607524,-0.29098818,,17.426315,27.374603,6.9390466e-10,0.14999999,-0.4112693,0.6248324,-0.6256581,3.3934278
937,17.426315,19.215105,-0.6862454,2385.6055,-0.4949495,1388.3527069091797,,17.308268,14.853996,0.9724687,18740,2.5460033,3.683086,-0.34624612,,17.426315,27.385937,6.9242434e-10,0.14999999,-0.4245289,3.2181907,-0.623107,0.42111632
938,17.426315,19.215105,-0.68590695,2385.67,-0.43434343,1390.535614490509,,17.334774,14.856641,0.97873724,18760,2.5433588,3.7320514,-0.34051526,,17.426315,27.380379,6.909487e-10,0.14999999,-0.3590238,3.730552,-0.62372434,0.95262766
939,17.426315,19.215105,-0.6855822,2385.833,-0.35353535,1392.4297747612,,17.237389,14.859177,1.0013989,18780,2.540823,3.8301826,-0.35901445,,17.426315,27.37557,6.894778e-10,0.14999999,-0.24457128,3.8058012,-0.6237748,2.192787
940,17.426315,19.215105,-0.68534327,2386.246,-0.3131313,1394.4348492622375,,16.987545,14.861441,1.0136237,18800,2.538559,3.939474,-0.46128163,,17.426315,27.360561,6.8801165e-10,0.14999999,-0.6640109,3.800027,-0.6225067,2.9799309
941,17.426315,19.215105,-0.68485534,2386.2725,-0.67676765,1396.6531071662903,,17.37364,14.864109,1.0060444,18820,2.5358906,3.3646953,-0.23877221,,17.426315,27.366749,6.865501e-10,0.14999999,-0.7520782,3.3646953,-0.62040484,0.013648404
942,17.426315,19.215105,-0.68432873,2386.334,-0.8181818,1398.9307217597961,,17.336945,14.866735,1.029395,18840,2.5332642,3.189509,-0.19416526,,17.426315,27.357887,6.8509326e-10,0.14999999,-0.910589,2.9307036,-0.62145245,0.00034430658
943,17.426315,19.215105,-0.6838095,2386.457,-0.83838385,1400.8192281723022,,17.277672,14.869292,1.031335,18860,2.5307074,3.1899264,-0.22320332,,17.426315,27.344313,6.8364103e-10,0.14999999,-1.08059,2.961001,-0.6225131,0.00018946355
944,17.426315,19.215105,-0.6838097,2386.668,-1.0,1402.6388010978699,,17.189154,14.87175,1.0066843,18880,2.5282497,5.614587,-0.714551,,17.426315,27.343538,6.821934e-10,0.14999999,-1.2004042,4.70396,-0.62357277,8.2291166e-07
945,17.426315,19.215105,-0.6847624,2386.876,-1.0,1404.5339744091034,,17.192743,14.874206,1.0085466,18900,2.525794,5.5873027,-1.5893886,,17.426315,27.35062,6.8075034e-10,0.14999999,-1.1875694,5.339248,-0.6246315,8.2378403e-07
946,17.426315,19.215105,-0.68557966,2387.0762,-1.0,1406.3858444690704,,17.200027,14.876664,1.0103276,18920,2.5233355,5.5603395,-1.4651285,,17.426315,27.356537,6.793119e-10,0.14999999,-1.0413175,5.267109,-0.6256892,8.2465573e-07
947,17.426315,19.215105,-0.6853984,2387.2715,-1.0,1407.795693397522,,17.203339,14.879121,1.0111039,18940,2.5208788,5.5336924,-0.5228323,,17.426315,27.345371,6.77878e-10,0.14999999,-0.98006314,4.319232,-0.6267457,8.255268e-07
948,17.426315,19.215105,-0.6850104,2387.4502,0.65656567,1409.0906879901886,,17.22197,14.881592,1.0535028,18960,2.5184078,16.477125,-0.32734525,,17.426315,27.339392,6.7644856e-10,0.14999999,0.6600266,5.2033845e-26,-0.6278011,1.7127252e-06
949,17.426315,19.215105,-0.6861293,2399.712,-1.0,1411.104011297226,,5.138346,14.8713255,1.0111887,18980,2.5286741,5.513163,-1.7944567,,17.426315,27.323063,6.750237e-10,0.14999999,-1.2174191,4.0646773e-26,-0.6288554,8.272709e-07
950,17.426315,19.215105,-0.687229,2399.916,-1.0,1413.0326144695282,,17.196083,14.873773,1.013017,19000,2.526227,5.4870954,-1.7408125,,17.426315,27.330318,6.736034e-10,0.14999999,-0.7082671,5.3043394,-0.6299086,8.2814233e-07
951,17.426315,19.215105,-0.6867194,2399.955,-0.61616164,1414.7307589054108,,17.36196,14.876389,0.98939764,19020,2.523611,3.4939837,-0.21419398,,17.426315,27.285748,6.721875e-10,0.14999999,-0.66386414,2.7287812,-0.6309607,0.050887704
952,17.426315,19.215105,-0.6862599,2399.9805,-0.65656567,1416.5182230472565,,17.372675,14.879011,0.9997453,19040,2.5209885,3.4025412,-0.23788117,,17.426315,27.277283,6.707761e-10,0.14999999,-0.73397756,3.369886,-0.6319581,0.021724965
953,17.426315,19.215105,-0.6857479,2399.9873,0.23232323,1418.2162427902222,,17.393705,14.881649,0.9318651,19060,2.5183506,12.276491,-0.19737896,,17.426315,27.263054,6.6936906e-10,0.14999999,0.110572055,3.1553773e-09,-0.6329852,0.15865701
954,17.426315,19.215105,-0.68652487,2408.3945,-0.67676765,1420.4876155853271,,8.993338,14.875477,1.0048059,19080,2.5245228,3.3565972,-1.355455,,17.426315,27.263063,6.6796657e-10,0.14999999,-0.6412642,1.0734977e-05,-0.6338675,0.013833389
955,17.426315,19.215105,-0.68606097,2408.3906,-0.67676765,1422.9097301959991,,17.403898,14.878125,1.0057411,19100,2.5218744,3.3483346,-0.2475849,,17.426315,27.255783,6.6656847e-10,0.14999999,-0.66775066,3.3126726,-0.6349007,0.01384769
956,17.426315,19.215105,-0.6855779,2408.3906,-0.25252524,1425.266196012497,,17.401165,14.880763,1.0182304,19120,2.5192366,4.349392,-0.22922477,,17.426315,27.249674,6.651747e-10,0.14999999,-0.35920805,0.07251403,-0.63593274,4.184041
957,17.426315,19.215105,-0.6852242,2408.5254,-0.65656567,1427.6483476161957,,17.263824,14.883253,1.0022988,19140,2.5167465,3.3842294,-0.36408028,,17.426315,27.251114,6.6378536e-10,0.14999999,-0.5130491,0.5365145,-0.63261116,0.02173916
958,17.426315,19.215105,-0.68483454,2408.5674,-0.45454547,1430.0264294147491,,17.358238,14.885837,0.97452736,19160,2.514163,3.7154946,-0.31344566,,17.426315,27.27555,6.6240025e-10,0.14999999,-0.27265546,3.3722076,-0.63363284,0.7464822
959,17.426315,19.215105,-0.68459857,2408.955,-0.3131313,1432.407136440277,,17.012192,14.888055,1.0112933,19180,2.5119448,3.9716907,-0.43228295,,17.426315,27.266262,6.610195e-10,0.14999999,-0.6956719,3.9513524,-0.6338972,3.0140676
