DenMISELogFirst,Bound,IWMean,TimeElapsed,IWFirstEpisode,DenMISELogLast,LQGmu1_higher,ReturnMax,ReturnAbsMax,Delta,TimestepsSoFar,Regret,ReturnMin,IWMax,ReturnMean,IWLastEpisode,LQGsigma_higher,Regret/t,ReturnStepMax,IWMin,DenMISEMeanLog,LQGmu1_actor,ReturnLastEpisode,Iteration
-1.0183318,28.42052,0.9307536,1054.9496438503265,1.3188238,-0.31637618,0.2929293,17.43219,17.43219,1.0226872e-09,15420,2124.0283,,12.045884,14.645099,1.4388038e-10,0.14999999,2.754901,19.22075,,-0.74595076,0.29380423,17.368732,771
-1.017919,28.41161,0.98692507,1056.4690401554108,6.386637e-06,-1.487463,-0.7777778,17.43219,17.43219,1.0200393e-09,15440,2133.1094,,3.589414,14.636905,9.743143e-11,0.14999999,2.763095,19.22075,,-0.74700665,-0.7378383,8.318731,772
-1.0192134,28.397768,0.9882413,1058.4701280593872,6.3949133e-06,-0.31987682,-0.7777778,17.43219,17.43219,1.0174019e-09,15460,2133.1533,,3.5774302,14.640422,3.534636,0.14999999,2.7595778,19.22075,,-0.7464722,-0.74081844,17.35534,773
-1.0205063,28.384295,0.9895534,1060.008047580719,6.4031824e-06,-0.31441325,-0.7777778,17.43219,17.43219,1.0147746e-09,15480,2133.1816,,3.5655568,14.64395,3.533325,0.14999999,2.7560492,19.22075,,-0.7459305,-0.98225033,17.372387,774
-1.0217974,28.392721,1.0530365,1061.4979040622711,8.5309626e-10,-0.28489113,-1.0,17.43219,17.43219,1.0121575e-09,15500,2133.3652,,4.654483,14.64727,3.5115993,0.14999999,2.7527294,19.22075,,-0.74535036,-1.0302083,17.216951,775
-1.0230869,28.372614,0.97816914,1063.0499472618103,7.1910825,-0.39082658,0.05050505,17.43219,17.43219,1.0095504e-09,15520,2133.5635,,8.532324,14.650561,2.10263e-11,0.14999999,2.7494383,19.22075,,-0.7448273,0.2368725,17.200375,776
-1.0151505,28.373163,1.0534474,1064.5731437206268,8.4744445e-10,-1.4274348,-1.0,17.43219,17.43219,1.0069535e-09,15540,2142.37,,4.6386366,14.642767,1.9061016e-14,0.14999999,2.7572327,19.22075,,-0.7457376,-1.0903367,8.593804,777
-1.0164367,28.359898,1.0542473,1066.1145725250244,8.485362e-10,-0.6263711,-1.0,17.43219,17.43219,1.0043667e-09,15560,2142.5664,,4.617044,14.646057,4.150394,0.14999999,2.7539425,19.22075,,-0.7455176,-1.1455144,17.203495,778
-1.0177212,28.350574,1.0552666,1067.7240719795227,8.496261e-10,-0.9544929,-1.0,17.43219,17.43219,1.0017897e-09,15580,2142.7725,,4.595705,14.649329,4.315147,0.14999999,2.7506704,19.22075,,-0.74571824,-0.88091815,17.194675,779
-1.0190041,28.327694,1.0245908,1069.2711837291718,1.5065866,-0.21938941,-0.25252524,17.43219,17.43219,9.992226e-10,15600,2142.8848,,4.252969,14.652712,0.00051184394,0.14999999,2.7472878,19.22075,,-0.7449747,-0.28787115,17.287394,780
-1.0183556,28.323732,0.9463574,1070.7928388118744,3.1513177e-09,-0.42418772,1.0,17.43219,17.43219,9.966655e-10,15620,2143.1416,,34.420372,14.6559,3.9975611e-16,0.14999999,2.7440996,19.22075,,-0.7445344,0.84528613,17.14343,781
-1.0196352,28.311699,1.0070524,1072.379379272461,0.6763461,-1.9115154,-0.3131313,17.43219,17.43219,9.94118e-10,15640,2157.9424,,4.029989,14.640483,2.0138073e-12,0.14999999,2.7595167,19.22075,,-0.74610966,-0.47814584,2.5992997,782
-1.0200486,28.336433,0.9379248,1073.8927428722382,0.0053576087,-0.42267814,-0.5555556,17.43219,17.43219,9.915805e-10,15660,2157.9883,,4.051314,14.643948,3.552665,0.14999999,2.756052,19.22075,,-0.7456892,-0.629321,17.353878,783
-1.0213182,28.325008,0.9550297,1075.3971281051636,0.0005983873,-0.389559,-0.6363636,17.43219,17.43219,9.890524e-10,15680,2158.0117,,3.923718,14.647433,3.9221435,0.14999999,2.7525663,19.22075,,-0.7453155,-0.60868204,17.376707,784
-1.0225921,28.31337,0.95189935,1076.951893568039,0.0010653348,-0.39562607,-0.61616164,17.43219,17.43219,9.865342e-10,15700,2158.038,,3.9457886,14.650907,3.945455,0.14999999,2.749093,19.22075,,-0.74492854,-0.7473386,17.373903,785
-1.0238638,28.312244,0.9897329,1078.5097303390503,6.4247197e-06,-0.30709475,-0.7777778,17.43219,17.43219,9.840255e-10,15720,2158.0752,,3.5571856,14.654357,3.5419817,0.14999999,2.7456427,19.22075,,-0.744434,-1.0069438,17.362675,786
-1.0251353,28.345734,1.0564526,1080.040088891983,8.5594853e-10,-0.3277351,-1.0,17.43219,17.43219,9.815264e-10,15740,2158.2783,,4.6154876,14.657588,3.6871178,0.14999999,2.7424116,19.22075,,-0.74391884,-1.0897976,17.196972,787
-1.0264051,28.332512,1.0572174,1081.5252749919891,8.570365e-10,-0.61974525,-1.0,17.43219,17.43219,9.790369e-10,15760,2158.4766,,4.594408,14.660815,4.1318917,0.14999999,2.7391844,19.22075,,-0.7436916,-0.95645976,17.20166,788
-1.0276734,28.314022,0.9387477,1083.0752124786377,1.0276089,-0.24069774,0.3131313,17.43219,17.43219,9.76557e-10,15780,2158.6367,,12.31744,14.664084,9.40356e-16,0.14999999,2.7359152,19.22075,,-0.7429836,0.45551682,17.239641,789
-1.0276384,28.301039,1.0568646,1084.6383638381958,8.5809315e-10,-1.6264956,-1.0,17.43219,17.43219,9.740861e-10,15800,2168.8223,,4.5793686,14.654655,4.8449804e-20,0.14999999,2.7453442,19.22075,,-0.74418515,-0.88897645,7.215478,790
-1.0289034,28.270144,1.137034,1086.126005411148,1.7889095e-05,-0.21657223,0.7777778,17.43219,17.43219,9.716247e-10,15820,2168.9307,,17.2526,14.657989,5.1021748e-27,0.14999999,2.742011,19.22075,,-0.7434483,0.79559803,17.290413,791
-1.0301667,28.254215,1.0556,1087.6774995326996,8.6026614e-10,-1.8565807,-1.0,17.43219,17.43219,9.691727e-10,15840,2182.9893,,4.5645027,14.643701,1.3021679e-30,0.14999999,2.756299,19.22075,,-0.74469155,-0.95799065,3.3416243,792
-1.0314286,28.24746,0.9931704,1089.251981973648,3.14897e-06,-0.2390514,-0.7979798,17.43219,17.43219,9.667299e-10,15860,2183.1494,,3.4964738,14.646974,1.9122233,0.14999999,2.753026,19.22075,,-0.7439858,-0.7348616,17.23985,793
-1.0326889,28.232744,0.9898496,1090.842069387436,6.481671e-06,-0.31374967,-0.7777778,17.43219,17.43219,9.642963e-10,15880,2183.1768,,3.5436132,14.650407,3.493843,0.14999999,2.7495928,19.22075,,-0.74345356,-0.7006313,17.372568,794
-1.0339475,28.228916,0.9511537,1092.4048202037811,0.001077501,-0.33665177,-0.61616164,17.43219,17.43219,9.618719e-10,15900,2183.1836,,3.944493,14.653857,3.1780725,0.14999999,2.7461424,19.22075,,-0.74295586,-0.7428155,17.39349,795
-1.0352032,28.239391,0.99279326,1094.4853875637054,6.4979854e-06,-0.30247384,-0.7777778,17.43219,17.43219,9.594567e-10,15920,2183.2031,,3.5268414,14.657282,3.5025513,0.14999999,2.7427177,19.22075,,-0.74246514,-0.8989955,17.380146,796
-1.0364587,28.225723,0.9404321,1096.8151042461395,0.068033576,-0.20963174,0.47474748,17.43219,17.43219,9.570505e-10,15940,2183.3232,,13.855868,14.660573,2.008182e-18,0.14999999,2.7394266,19.22075,,-0.74180686,0.6820135,17.279562,797
-1.0376272,28.208809,0.99707645,1098.374153137207,3.1685508e-06,-1.7700578,-0.7979798,17.43219,17.43219,9.546535e-10,15960,2195.8535,,3.463557,14.648303,1.1329424e-20,0.14999999,2.7516966,19.22075,,-0.74317604,-1.0310314,4.869693,798
-1.0388796,28.250769,1.0575112,1099.9745643138885,8.6779417e-10,-0.38143498,-1.0,17.43219,17.43219,9.522653e-10,15980,2196.0537,,4.5775175,14.651497,3.812243,0.14999999,2.7485027,19.22075,,-0.7427281,-0.9004152,17.199942,799
-1.0401304,28.206846,1.0564238,1101.5662333965302,8.688807e-10,-0.20684229,-1.0,17.43219,17.43219,9.498861e-10,16000,2196.1758,,4.557139,14.65478,2.6238508,0.14999999,2.7452192,19.22075,,-0.74198824,-1.092383,17.278183,800
-1.0413796,28.194756,1.0571913,1103.1276128292084,8.699669e-10,-0.61992174,-1.0,17.43219,17.43219,9.475157e-10,16020,2196.378,,4.5369897,14.657954,4.0895905,0.14999999,2.7420454,19.22075,,-0.7417674,-1.0351808,17.197294,801
-1.0426273,28.184647,1.0025238,1104.6948864459991,5.887164,-0.38361108,-0.09090909,17.43219,17.43219,9.451544e-10,16040,2196.5771,,6.1890764,14.661125,9.685529e-09,0.14999999,2.7388744,19.22075,,-0.7412515,-0.22408628,17.201775,802
-1.0365596,28.213736,1.0106982,1106.2597932815552,0.91501814,-0.5017421,-0.2929293,17.43219,17.43219,9.428018e-10,16060,2197.0703,,4.144428,14.663921,3.9535127,0.14999999,2.7360783,19.22075,,-0.7409525,-0.20136012,16.906593,803
-1.0366653,28.196026,1.0226192,1107.7862422466278,1.533431,-0.53050154,-0.25252524,17.43219,17.43219,9.404579e-10,16080,2197.5205,,4.298577,14.666765,4.265281,0.14999999,2.7332344,19.22075,,-0.7406792,-0.4192263,16.949514,804
-1.0360029,28.178234,1.0575848,1109.349657535553,8.653018e-10,-0.4217154,-1.0,17.43219,17.43219,9.381228e-10,16100,2197.582,,4.5339665,14.670084,0.0022527191,0.14999999,2.7299156,19.22075,,-0.74025685,-0.9779469,17.33868,805
-1.0372443,28.171963,0.9566042,1110.9118747711182,0.12592135,-0.2546165,-0.41414142,17.43219,17.43219,9.357964e-10,16120,2197.7607,,4.0574756,14.673249,0.0029347672,0.14999999,2.7267504,19.22075,,-0.73958457,-0.29873833,17.221657,806
-1.038328,28.163345,1.0128626,1112.478854417801,0.9166378,-0.4275915,-0.2929293,17.43219,17.43219,9.334787e-10,16140,2197.9707,,4.1088347,14.676368,4.0756207,0.14999999,2.7236319,19.22075,,-0.7392531,-0.4448123,17.190033,807
-1.0384312,28.151608,0.9508531,1114.0584223270416,0.08500393,-0.42134535,-0.43434343,17.43219,17.43219,9.311696e-10,16160,2198.0684,,4.047371,14.679617,4.043422,0.14999999,2.7203827,19.22075,,-0.73884535,-0.41594657,17.301609,808
-1.0395628,28.150679,1.0573232,1115.7188866138458,8.68387e-10,-0.4126202,-1.0,17.43219,17.43219,9.28869e-10,16180,2198.1475,,4.5309753,14.682882,0.0020506312,0.14999999,2.7171173,19.22075,,-0.7385041,-1.1171455,17.321943,809
-1.0407982,28.140556,1.0581726,1117.2880563735962,8.694609e-10,-0.7522984,-1.0,17.43219,17.43219,9.265768e-10,16200,2198.3496,,4.5113096,14.685988,4.1600313,0.14999999,2.7140112,19.22075,,-0.7384523,-1.0333228,17.197691,810
-1.042032,28.138292,0.96045727,1118.880952835083,0.12652567,-0.37497708,-0.41414142,17.43219,17.43219,9.242932e-10,16220,2198.5566,,4.0279274,14.689078,0.00077200274,0.14999999,2.7109213,19.22075,,-0.73793423,-0.5163702,17.19214,811
-1.0431083,28.122406,1.0585115,1120.4286692142487,8.714715e-10,-0.42210412,-1.0,17.43219,17.43219,9.220181e-10,16240,2198.5596,,4.4974003,14.692414,0.022428023,0.14999999,2.7075853,19.22075,,-0.73759526,-1.05119,17.39763,812
-1.0443391,28.120571,0.9417481,1122.0034911632538,0.0368146,-0.4319588,-0.47474748,17.43219,17.43219,9.197512e-10,16260,2198.7598,,4.055976,14.6954975,0.0025440594,0.14999999,2.704502,19.22075,,-0.7371493,-0.5954133,17.199596,813
-1.045523,28.107395,0.9415565,1123.5891654491425,0.003263744,-0.4021265,-0.57575756,17.43219,17.43219,9.1749275e-10,16280,2198.7676,,4.008342,14.698811,3.942135,0.14999999,2.701189,19.22075,,-0.7368104,-0.46187916,17.391556,814
-1.0467467,28.100506,1.0585895,1125.1833055019379,8.746488e-10,-0.41410598,-1.0,17.43219,17.43219,9.152426e-10,16300,2198.836,,4.4891515,14.702042,0.00645634,0.14999999,2.697958,19.22075,,-0.7364873,-0.8800868,17.33204,815
-1.047973,28.096199,0.9490438,1126.7711510658264,0.05682368,-0.20782572,-0.45454547,17.43219,17.43219,9.1300073e-10,16320,2198.9492,,4.0259995,14.705209,0.058536,0.14999999,2.6947908,19.22075,,-0.7357695,-0.4385605,17.28681,816
-1.0491282,28.091217,0.95265096,1128.3752233982086,4.3916597,-0.40852234,0.17171717,17.43219,17.43219,9.107673e-10,16340,2199.046,,10.74751,14.708389,0.0010182029,0.14999999,2.6916103,19.22075,,-0.73543257,-0.0030108988,17.303524,817
-1.0449904,28.086145,0.9570342,1129.9610788822174,0.08556333,-0.99942243,-0.43434343,17.43219,17.43219,9.085418e-10,16360,2207.0332,,4.0050282,14.701915,0.11569583,0.14999999,2.6980848,19.22075,,-0.7358176,-0.41955072,9.412002,818
-1.0461075,28.076214,0.9741633,1131.5360770225525,0.18503208,-0.4034715,-0.3939394,17.43219,17.43219,9.0632457e-10,16380,2207.1016,,3.9712381,14.705126,3.9238625,0.14999999,2.6948738,19.22075,,-0.7354656,-0.267228,17.332962,819
-1.047102,28.063496,1.014429,1134.516161441803,0.92471564,-0.4418639,-0.2929293,17.43219,17.43219,9.041153e-10,16400,2207.4707,,4.079706,14.707963,4.07702,0.14999999,2.6920366,19.22075,,-0.7351403,-0.27751815,17.030697,820
-1.0471936,28.060291,1.1045222,1136.1841797828674,0.00044643268,-0.42910978,0.67676765,17.43219,17.43219,9.019142e-10,16420,2207.7393,,16.096811,14.710914,6.64348e-09,0.14999999,2.689086,19.22075,,-0.73475146,0.7998067,17.13116,821
-1.0484104,28.052746,1.0570042,1138.1849284172058,8.761047e-10,-1.8801135,-1.0,17.43219,17.43219,8.99721e-10,16440,2221.8584,,4.5029063,14.697009,9.52461e-31,0.14999999,2.7029905,19.22075,,-0.73602664,-0.7993605,3.2804904,822
-1.0496262,28.060085,0.99263346,1140.5525500774384,3.2067996e-06,-0.26534814,-0.7979798,17.43219,17.43219,8.975359e-10,16460,2221.9043,,3.497024,14.700237,3.467685,0.14999999,2.6997623,19.22075,,-0.7353873,-0.89839077,17.353727,823
-1.0508405,28.046696,1.0153441,1142.2049350738525,0.9281792,-0.20692551,-0.2929293,17.43219,17.43219,8.953588e-10,16480,2222.0088,,4.079266,14.703387,0.0009479608,0.14999999,2.6966124,19.22075,,-0.73475605,-0.34554145,17.296555,824
-1.0509275,28.028849,0.9926709,1143.772539615631,3.2109738e-06,-0.39662385,-0.7979798,17.43219,17.43219,8.931895e-10,16500,2222.164,,3.490605,14.706468,0.04183199,0.14999999,2.693532,19.22075,,-0.7343291,-0.8115595,17.244257,825
-1.0521389,28.024323,1.0095757,1145.7387309074402,0.69869107,-0.25092116,-0.3131313,17.43219,17.43219,8.910281e-10,16520,2222.2236,,4.0103025,14.709656,0.013683299,0.14999999,2.6903439,19.22075,,-0.73375386,-0.41164815,17.340183,826
-1.0525033,28.016165,0.95323324,1147.3362069129944,0.057081684,-0.39616334,-0.45454547,17.43219,17.43219,8.888746e-10,16540,2222.2988,,3.9863791,14.712818,3.794118,0.14999999,2.6871815,19.22075,,-0.73333544,-0.5898126,17.325111,827
-1.0536427,28.033718,0.9947371,1148.9036791324615,3.219704e-06,-0.39902964,-0.7979798,17.43219,17.43219,8.8672886e-10,16560,2222.3164,,3.486898,14.7160425,1.5132241,0.14999999,2.683957,19.22075,,-0.7329895,-0.8161507,17.381561,828
-1.0548497,28.020786,0.9958239,1150.4839446544647,3.2235935e-06,-0.24668862,-0.7979798,17.43219,17.43219,8.845909e-10,16580,2222.375,,3.4764693,14.71921,3.378841,0.14999999,2.68079,19.22075,,-0.7324103,-0.74395233,17.342644,829
-1.0560553,28.018913,0.9503588,1152.0935158729553,0.0011015878,-0.3020691,-0.61616164,17.43219,17.43219,8.8246055e-10,16600,2222.4004,,3.9262302,14.722409,2.5026531,0.14999999,2.6775904,19.22075,,-0.73189795,-0.61667675,17.375025,830
-1.0572581,28.008327,0.95197093,1153.6587495803833,0.0011029133,-0.38367268,-0.61616164,17.43219,17.43219,8.803379e-10,16620,2222.3936,,3.9124532,14.725638,3.9034011,0.14999999,2.6743612,19.22075,,-0.73153985,-0.88970405,17.406034,831
-1.0584594,28.017849,1.0035133,1155.1995913982391,1.54546e-06,-0.20665294,-0.8181818,17.43219,17.43219,8.7822305e-10,16640,2222.505,,3.4063375,14.72872,2.918758,0.14999999,2.67128,19.22075,,-0.73096764,-1.2044392,17.28959,832
-1.0596607,28.057865,1.0595803,1156.7802529335022,8.8601615e-10,-1.4279325,-1.0,17.43219,17.43219,8.761158e-10,16660,2222.709,,4.5367002,14.731681,4.3812227,0.14999999,2.6683187,19.22075,,-0.7318013,-0.9288828,17.195164,833
-1.0608604,28.023108,1.0589228,1158.3779106140137,8.8707974e-10,-0.20705685,-1.0,17.43219,17.43219,8.740161e-10,16680,2222.8418,,4.5175414,14.734721,2.9236884,0.14999999,2.6652784,19.22075,,-0.7311025,-1.1055775,17.266602,834
-1.0620587,28.012993,1.0597004,1159.9626665115356,8.881446e-10,-0.6818961,-1.0,17.43219,17.43219,8.7192376e-10,16700,2223.039,,4.4985905,14.737678,4.105696,0.14999999,2.662322,19.22075,,-0.7309747,-0.9956191,17.203226,835
-1.0632555,27.990795,1.0597682,1161.556500673294,8.892074e-10,-0.27713725,-1.0,17.43219,17.43219,8.6983915e-10,16720,2223.246,,4.479843,14.740614,3.5074604,0.14999999,2.6593857,19.22075,,-0.7303622,-0.830992,17.192562,836
-1.0644511,27.944115,0.9968069,1162.9875884056091,3.2546943e-06,-0.22621143,-0.7979798,17.43219,17.43219,8.677619e-10,16740,2223.3174,,3.4458475,14.743707,3.2549438,0.14999999,2.656293,19.22075,,-0.7296902,-0.7957458,17.328959,837
-1.0656451,27.937714,0.96736777,1165.0417115688324,7.716405,-0.25052565,0.01010101,17.43219,17.43219,8.656921e-10,16760,2223.372,,8.159531,14.746811,1.8465996e-06,0.14999999,2.6531887,19.22075,,-0.72912323,-0.010031492,17.344978,838
-1.0576717,27.93385,0.99794686,1166.9608225822449,3.2327032e-06,-0.99328256,-0.7979798,17.43219,17.43219,8.6362967e-10,16780,2230.25,,3.4399192,14.7417755,7.315747e-06,0.14999999,2.658224,19.22075,,-0.72947997,-0.6203015,10.523342,839
-1.0588629,27.920588,0.94257814,1169.557769060135,0.0033075742,-0.3807837,-0.57575756,17.43219,17.43219,8.6157464e-10,16800,2230.2188,,3.972046,14.744978,3.724277,0.14999999,2.6550217,19.22075,,-0.7290683,-0.5268488,17.431215,840
-1.0600487,27.923834,0.96587396,1171.1681668758392,0.12882589,-0.4071086,-0.41414142,17.43219,17.43219,8.5952695e-10,16820,2230.254,,3.973414,14.748092,3.0131989,0.14999999,2.651908,19.22075,,-0.7287549,-0.41103706,17.364117,841
-1.0610839,27.913288,0.96738183,1172.7523884773254,0.12895931,-0.39754093,-0.41414142,17.43219,17.43219,8.574865e-10,16840,2230.3076,,3.959432,14.751179,3.9570875,0.14999999,2.6488209,19.22075,,-0.7284033,-0.28072733,17.346436,842
-1.0621177,27.91582,1.0185277,1174.3868436813354,1.226203,-0.43181634,-0.27272728,17.43219,17.43219,8.554533e-10,16860,2230.6494,,4.179874,14.753915,4.090125,0.14999999,2.6460848,19.22075,,-0.7280913,-0.58439225,17.05752,843
-1.0618497,27.925842,0.94932306,1176.0000972747803,0.001934683,-0.39158082,-0.5959596,17.43219,17.43219,8.534274e-10,16880,2230.6348,,3.9240286,14.757068,3.922734,0.14999999,2.642932,19.22075,,-0.7276721,-0.5479029,17.414804,844
-1.0630316,27.913246,0.9479345,1177.624632358551,0.0033213906,-0.396924,-0.57575756,17.43219,17.43219,8.5140883e-10,16900,2230.6885,,3.934343,14.760132,3.8878787,0.14999999,2.6398678,19.22075,,-0.7273419,-0.55982506,17.346674,845
-1.0642103,27.907818,0.93709046,1179.2613146305084,3.2991843e-09,-0.39124566,1.0,17.43219,17.43219,8.4939716e-10,16920,2230.7148,,35.68566,14.763221,1.29824425e-23,0.14999999,2.6367788,19.22075,,-0.7270072,1.0194777,17.373396,846
-1.0653917,27.903717,0.9495442,1180.9008483886719,0.003329238,-2.2778978,-0.57575756,17.43219,17.43219,8.473927e-10,16940,2248.1152,,3.9253783,14.7457905,7.1530854e-24,0.14999999,2.6542091,19.22075,,-0.7289248,-0.54048175,,847
-1.0665677,27.89539,0.94898444,1182.8589026927948,0.015072285,-0.39246628,-0.5151515,17.43219,17.43219,8.4539525e-10,16960,2248.1465,,3.9474447,14.748883,3.8821516,0.14999999,2.6511164,19.22075,,-0.7285886,-0.5314683,17.368526,848
-1.0677285,27.887375,0.9526004,1184.7328517436981,0.0033370275,-0.39015633,-0.57575756,17.43219,17.43219,8.4340496e-10,16980,2248.1777,,3.899659,14.751969,3.7612376,0.14999999,2.6480303,19.22075,,-0.72825104,-0.63624763,17.369627,849
-1.0689017,27.875572,0.95949614,1186.487991809845,0.00111583,-0.35610437,-0.61616164,17.43219,17.43219,8.4142165e-10,17000,2248.1953,,3.8375127,14.755064,3.7633908,0.14999999,2.6449356,19.22075,,-0.72787017,-0.5663734,17.382572,850
-1.0700762,27.864376,0.9537795,1188.3212027549744,0.024120629,-0.37776023,-0.4949495,17.43219,17.43219,8.394453e-10,17020,2248.2373,,3.9152172,14.758122,3.4645329,0.14999999,2.6418772,19.22075,,-0.72750735,-0.34271902,17.356619,851
-1.0712222,27.86552,0.9173363,1190.0031933784485,0.10550125,-0.3932688,0.45454547,17.43219,17.43219,8.374759e-10,17040,2248.415,,14.252548,14.761015,2.891667e-06,0.14999999,2.6389847,19.22075,,-0.72717047,0.4367548,17.223602,852
-1.0722715,27.855091,1.0531685,1191.6098494529724,8.9726077e-10,-1.6472661,-1.0,17.43219,17.43219,8.355135e-10,17060,2258.4463,,4.546025,14.752348,1.6520484e-19,0.14999999,2.6476517,19.22075,,-0.7283512,-1.1674336,7.3678975,853
-1.073443,27.850117,0.9788075,1193.414347410202,0.1901598,-1.1044583,-0.3939394,17.43219,17.43219,8.335579e-10,17080,2258.6455,,3.910692,14.755216,1.350068e-05,0.14999999,2.644784,19.22075,,-0.72873104,-0.03850755,17.200762,854
-1.0743906,27.899853,0.9826271,1195.2558612823486,7.4445915,-0.9324384,-0.030303031,17.43219,17.43219,8.3160917e-10,17100,2264.2422,,7.468971,14.751763,6.747175,0.14999999,2.6482363,19.22075,,-0.7289953,-0.028496265,11.802884,855
-1.0668901,27.852297,0.995313,1196.852919101715,6.572051,-0.95273215,-0.07070707,17.43219,17.43219,8.296673e-10,17120,2269.2812,,6.6757946,14.74897,6.628106,0.14999999,2.6510296,19.22075,,-0.72927964,-0.020067554,12.361124,856
-1.0604094,27.84996,1.0541116,1198.5417606830597,8.866805e-10,-0.9687716,-1.0,17.43219,17.43219,8.277322e-10,17140,2273.3486,,4.5431294,14.747317,3.78459e-09,0.14999999,2.6526823,19.22075,,-0.7295668,-1.0318292,13.332396,857
-1.0615757,27.83355,1.0544854,1199.5546300411224,8.8771446e-10,-0.3755366,-1.0,17.43219,17.43219,8.2580387e-10,17160,2273.5547,,4.5244465,14.750169,3.7856014,0.14999999,2.6498308,19.22075,,-0.7290929,-0.9654633,17.19379,858
-1.0627404,27.816698,1.0025806,1200.9678268432617,6.0067725,-0.23703146,-0.09090909,17.43219,17.43219,8.238823e-10,17180,2273.7207,,6.2979198,14.75306,1.4003919e-07,0.14999999,2.6469393,19.22075,,-0.7284583,-0.39449954,17.234993,859
-1.0569354,27.808119,1.0542843,1202.4735102653503,8.836062e-10,-0.38666236,-1.0,17.43219,17.43219,8.2196744e-10,17200,2273.796,,4.5112042,14.756051,0.0011334273,0.14999999,2.6439486,19.22075,,-0.72806007,-0.7993916,17.32473,860
-1.0580976,27.809837,0.96193534,1204.3594810962677,0.0006208054,-0.25363922,-0.6363636,17.43219,17.43219,8.200592e-10,17220,2273.8506,,3.8181155,14.759058,1.8987496,0.14999999,2.6409416,19.22075,,-0.7274477,-0.6869678,17.344475,861
-1.0592576,27.809797,0.99073863,1205.9972920417786,6.6561865e-06,-0.33016154,-0.7777778,17.43219,17.43219,8.181576e-10,17240,2273.8604,,3.5000966,14.762111,3.0804892,0.14999999,2.637889,19.22075,,-0.72703195,-0.638542,17.391382,862
-1.060417,27.816319,0.96508336,1207.6733543872833,0.00062224694,-0.35356736,-0.6363636,17.43219,17.43219,8.162626e-10,17260,2273.8691,,3.7999866,14.765157,3.787262,0.14999999,2.6348429,19.22075,,-0.726611,-0.58732283,17.39032,863
-1.0615743,27.809336,0.9577583,1209.3171718120575,0.03745461,-0.3704561,-0.47474748,17.43219,17.43219,8.143742e-10,17280,2273.9043,,3.9181468,14.768166,2.9066772,0.14999999,2.631834,19.22075,,-0.72624016,-0.38476917,17.365564,864
-1.0626878,27.800556,0.9795898,1210.9360489845276,0.18812552,-0.38696426,-0.3939394,17.43219,17.43219,8.1249235e-10,17300,2274.0566,,3.9123628,14.771032,3.9089818,0.14999999,2.6289673,19.22075,,-0.7258978,-0.75986594,17.247015,865
-1.0636257,27.80656,0.99294704,1212.5611021518707,6.685323e-06,-0.2784963,-0.7777778,17.43219,17.43219,8.106169e-10,17320,2274.084,,3.489118,14.774036,3.488766,0.14999999,2.6259632,19.22075,,-0.72540593,-1.0423484,17.372557,866
-1.0647798,27.795547,1.1471963,1214.2079458236694,4.542944e-06,-0.40818375,0.8181818,17.43219,17.43219,8.0874807e-10,17340,2274.2822,,18.719164,14.776837,1.5649165e-33,0.14999999,2.6231623,19.22075,,-0.7250492,0.7489109,17.202572,867
-1.0659325,27.790794,0.93676686,1215.8833785057068,3.2489862,-1.8620988,0.21212122,17.43219,17.43219,8.068857e-10,17360,2287.6836,,11.668949,14.764419,0.028356416,0.14999999,2.635581,19.22075,,-0.7261997,0.117220536,3.9981487,868
-1.0633478,27.769815,1.0534137,1217.560694694519,8.892888e-10,-1.2960372,-1.0,17.43219,17.43219,8.0502965e-10,17380,2296.1035,,4.5343122,14.757763,8.739608e-12,0.14999999,2.6422367,19.22075,,-0.7269325,-0.91274524,8.979549,869
-1.064498,27.759357,0.9961314,1220.0158557891846,3.2548464e-06,-0.20407584,-0.7979798,17.43219,17.43219,8.0318013e-10,17400,2296.2266,,3.4338183,14.760659,2.434073,0.14999999,2.6393404,19.22075,,-0.7262716,-0.6321977,17.277632,870
-1.0656466,27.775347,0.9632061,1221.6806416511536,0.001112204,-0.3522496,-0.61616164,17.43219,17.43219,8.0133694e-10,17420,2296.2354,,3.8152964,14.763679,3.7611191,0.14999999,2.636321,19.22075,,-0.7258477,-0.6087156,17.391123,871
-1.0667928,27.765995,0.96800834,1223.3687980175018,0.00062622695,-0.35881832,-0.6363636,17.43219,17.43219,7.9950013e-10,17440,2296.2588,,3.7720006,14.766676,3.7434692,0.14999999,2.6333237,19.22075,,-0.72547,-0.8464456,17.377008,872
-1.0679383,27.732698,0.9971261,1226.1161210536957,3.2660619e-06,-0.21699268,-0.7979798,17.43219,17.43219,7.976696e-10,17460,2296.3262,,3.4163992,14.769614,3.136086,0.14999999,2.6303854,19.22075,,-0.72492534,-0.6333765,17.331528,873
-1.0690831,27.734741,0.9651505,1228.0364339351654,0.0011160327,-0.34418547,-0.61616164,17.43219,17.43219,7.958453e-10,17480,2296.333,,3.788095,14.772616,3.7276626,0.14999999,2.6273832,19.22075,,-0.72449386,-0.6596201,17.394049,874
-1.0702254,27.723906,0.96991545,1229.9168004989624,0.00062838,-0.32828236,-0.6363636,17.43219,17.43219,7.9402723e-10,17500,2296.3545,,3.7441514,14.775595,3.6489687,0.14999999,2.624405,19.22075,,-0.7240818,-0.39153767,17.378971,875
