TimeElapsed,ReturnMax,ReturnAbsMax,ReturnStepMax,DenMISELogFirst,IWLastEpisode,DenMISEMeanLog,Delta,ReturnMean,LQGmu1_higher,Regret,IWMax,IWMin,DenMISELogLast,Bound,IWFirstEpisode,LQGmu1_actor,TimestepsSoFar,Regret/t,ReturnMin,LQGsigma_higher,IWMean,Iteration,ReturnLastEpisode
0.08008742332458496,8.949176,8.949176,9.829233,-0.20431255,1.6599438e-07,-0.20431255,0.0006079271,8.949176,1.0,8.450824,1.6599438e-07,,-0.20431255,20262160000000.0,1.6599438e-07,1.0217053,20,8.450824,,0.14999999,1.6599438e-07,1,8.949176
1.7111692428588867,8.949176,8.949176,9.829233,-0.89745957,,-0.31144726,0.00015198177,4.474588,-1.0,25.850822,2.9953377e-12,,0.274565,3044745700.0,2.9953377e-12,-1.2399067,40,12.925411,,0.14999999,1.4976689e-12,2,
3.021608829498291,17.19505,17.19505,18.984377,-1.3029246,2.10364e-27,-0.9444201,6.754746e-05,8.714742,0.45454547,26.05577,0.9514297,,-1.3994355,54055.72,0.9514297,0.23932798,60,8.685258,,0.14999999,0.31793776,3,17.19505
3.7658450603485107,17.19505,17.19505,18.984377,-1.3151416,7.345641e-06,-1.1653373,3.7995444e-05,8.681846,-0.5555556,34.872616,0.00043412545,,-1.2413021,6031.908,0.00028259886,-0.61486423,80,8.718154,,0.14999999,0.00018101749,4,8.583158
4.4989213943481445,17.40729,17.40729,19.19601,-1.5382144,5.539321e-06,-1.2442086,2.4317082e-05,10.426934,0.17171717,34.86533,11.928955,,-0.6673004,424.69888,11.928955,0.19190578,100,6.9730654,,0.14999999,4.4642053,5,17.40729
5.266024589538574,17.40729,17.40729,19.19601,-0.50094855,0.009609062,-0.88277084,1.6886865e-05,10.15067,0.7171717,43.495975,0.7714602,,-0.5079775,367.76175,0.0021022155,0.6453449,120,7.2493296,,0.14999999,0.13520448,6,8.769348
6.0099475383758545,17.40729,17.40729,19.19601,-0.6547489,2.8419436e-09,-0.9602413,1.2406674e-05,9.459551,-0.33333334,55.583138,1.246859,,-0.6277325,231.6103,0.042781256,-0.36942202,140,7.9404488,,0.14999999,0.18634309,7,5.3128376
6.736058235168457,17.40729,17.40729,19.19601,-0.7821873,0.1202567,-1.0117041,9.498861e-06,10.439642,-0.7777778,55.68286,3.90308,,-0.6093466,228.39206,6.3043245e-08,-0.8238789,160,6.9603577,,0.14999999,0.53412914,8,17.300278
7.466444492340088,17.40729,17.40729,19.19601,-0.8999703,4.9680954e-12,-1.0337359,7.505273e-06,11.204457,0.2929293,55.759872,6.277535,,-0.71073765,129.33316,3.6442087,0.330456,180,6.1955423,,0.14999999,1.732832,9,17.322983
8.58279538154602,17.40729,17.40729,19.19601,-0.6653561,3.5838536e-17,-0.9368002,6.0792704e-06,10.895054,-1.0,65.04946,9.696274,,-0.4901637,118.46434,2.3748959e-12,-1.0216931,200,6.5049458,,0.14999999,1.2935263,10,8.1104145
9.051128387451172,17.40729,17.40729,19.19601,-0.7606663,3.6974302e-34,-0.9058886,5.0241906e-06,11.468249,0.85858583,65.24925,5.4483795,,-0.6070994,118.4534,4.381201e-05,0.8786447,220,5.9317503,,0.14999999,0.7442507,11,17.200205
9.595294713973999,17.40729,17.40729,19.19601,-0.84767365,5.935803e-07,-0.9145641,4.221716e-06,10.685536,0.030303031,80.57355,4.9627714,,-0.67769635,119.07535,4.9627714,0.36805364,240,6.714463,,0.14999999,0.91474324,12,2.0757105
10.650602102279663,17.40729,17.40729,19.19601,-0.581602,4.148589e-10,-0.91381145,3.5972016e-06,10.469057,-0.65656567,90.10225,7.2380676,,-0.7486252,115.350845,4.9680248e-06,-0.6753648,260,6.9309425,,0.14999999,0.92341644,13,7.871305
11.761644124984741,17.40729,17.40729,19.19601,-0.65570956,3.9406793e-15,-0.9074034,3.1016684e-06,10.961212,0.57575756,90.14302,6.86039,,-0.6390047,114.21541,0.06277216,0.4260943,280,6.4387875,,0.14999999,0.8762695,14,17.359213
12.628624439239502,17.40729,17.40729,19.19601,-0.72022873,1.7962134e-06,-0.909326,2.7018984e-06,10.727241,-0.3939394,100.091385,8.0049,,-0.7354389,110.726494,0.0120624,-0.35280615,300,6.672759,,0.14999999,0.7284319,15,7.4516454
13.383187770843506,17.40729,17.40729,19.19601,-0.78396344,3.7006025,-0.9228021,2.3747152e-06,11.137194,-0.21212122,100.204895,3.7006025,,-0.77014196,100.519,0.4277509,-0.16306186,320,6.262806,,0.14999999,0.48782223,16,17.28648
14.130454063415527,17.40729,17.40729,19.19601,-0.81820476,0.00020691156,-0.9389533,2.103554e-06,11.456767,-0.83838385,101.03494,6.225625,,-0.6732613,99.42398,5.2132147e-09,-0.86505824,340,5.9432325,,0.14999999,0.9197345,17,16.569952
14.881458759307861,17.40729,17.40729,19.19601,-0.8753632,6.764023e-14,-0.92892647,1.8763183e-06,11.781935,0.33333334,101.12515,6.655107,,-0.61152,95.309555,2.5622706,0.2599309,360,5.618065,,0.14999999,1.7514085,18,17.30978
15.62681531906128,17.40729,17.40729,19.19601,-0.7963443,2.7115948e-05,-0.8861766,1.6840087e-06,11.608649,1.0,110.035675,11.169129,,-0.67759144,93.16136,3.0006117e-07,0.8269547,380,5.7913504,,0.14999999,0.9071291,19,8.489506
16.38103222846985,17.40729,17.40729,19.19601,-0.84763753,3.9926365e-32,-0.8981827,1.5198176e-06,11.172136,-1.0,124.55728,9.376099,,-0.8960824,91.7645,2.8497608e-12,-0.9449717,400,6.2278633,,0.14999999,1.1800922,20,2.8783987
17.131697177886963,17.40729,17.40729,19.19601,-0.89642775,0.08026726,-0.8820775,1.3785193e-06,11.461538,-0.5151515,124.70769,4.920489,,-0.6048787,89.85503,0.00061482075,-0.566624,420,5.9384613,,0.14999999,0.80334765,21,17.249582
17.8987877368927,17.428514,17.428514,19.217243,-0.9429185,0.00034623814,-0.88276154,1.2560477e-06,11.732764,0.09090909,124.67917,6.5926433,,-0.66120714,88.26789,6.5926433,-0.2433089,440,5.6672354,,0.14999999,1.0755911,22,17.428514
18.64640712738037,17.428514,17.428514,19.217243,-0.72526324,6.1144023,-0.8812089,1.1492007e-06,11.959713,-0.21212122,125.12659,6.1144023,,-0.85408044,86.964645,0.40336454,-0.21160151,460,5.4402866,,0.14999999,0.88641584,23,16.952572
