LQGmu1_actor,LQGmu1_higher,TimestepsSoFar,DenMISELogLast,IWFirstEpisode,ReturnAbsMax,Regret/t,IWMean,IWLastEpisode,Regret,ReturnLastEpisode,IWMax,ReturnStepMax,LQGsigma_higher,ReturnMin,IWMin,DenMISELogFirst,Bound,DenMISEMeanLog,ReturnMean,TimeElapsed,Delta,Iteration,ReturnMax
0.7669351,0.6969697,500,-0.5927022,6.83978e-07,17.368643,5.4296627,0.85703665,1.388568e-24,135.74158,17.294676,8.17751,19.15771,0.14999999,,,-0.78208256,84.72362,-0.97740537,11.970337,21.026111841201782,9.726833e-07,25,17.368643
0.2308859,0.030303031,520,-0.9120923,2.927085,17.368643,5.7458515,0.5807333,3.837508e-05,149.39215,3.749392,3.8421016,19.15771,0.14999999,,,-0.82130325,81.82488,-0.9825896,11.654148,21.811148405075073,8.993004e-07,26,17.368643
-0.8946757,-0.5959596,540,-0.82273966,0.06846202,17.368643,5.8582535,0.6913583,1.5275801e-06,158.17285,8.6193,5.4230013,19.15771,0.14999999,,,-0.7523618,80.88272,-0.9924752,11.541746,22.6658034324646,8.3391916e-07,27,17.368643
-0.7114492,-0.85858583,560,-0.68139946,8.428645e-05,17.368643,5.6527843,1.0506699,5.107127,158.27795,17.294882,5.107127,19.15771,0.14999999,,,-0.78619695,78.00409,-0.99330664,11.747215,23.640969276428223,7.754171e-07,28,17.368643
-0.30702406,-0.25252524,580,-0.6568087,4.7951717,17.385378,5.4583664,0.9677232,0.047583953,158.2926,17.385378,5.409169,19.17468,0.14999999,,,-0.82128525,78.04908,-0.98174334,11.941633,24.426262855529785,7.2286224e-07,29,17.385378
0.22452927,0.33333334,600,-0.6371119,0.029623495,17.385378,5.2836485,1.3709742,0.00055469124,158.50946,17.183142,6.7622447,19.17468,0.14999999,,,-0.7021647,76.15361,-0.9730117,12.116351,25.16963768005371,6.754746e-07,30,17.385378
0.8955826,1.0,620,-0.79969263,9.369111e-13,17.385378,5.395606,1.2194415,9.29932e-06,167.26376,8.645657,14.2848835,19.17468,0.14999999,,,-0.73396754,74.04712,-0.95851356,12.004394,25.956984996795654,6.325984e-07,31,17.385378
-1.3110465,-1.0,640,-1.0150256,6.176816e-07,17.385378,5.714428,1.2421525,1.5394848e-34,182.8617,1.8021002,7.728636,19.17468,0.14999999,,,-0.76571625,74.12178,-0.9583352,11.685572,26.733859062194824,5.936788e-07,32,17.385378
-0.31998634,-0.41414142,660,-3.0300398,1.2569293,17.385378,5.5474205,0.94846815,9.486788e-07,183.06491,17.196802,5.69382,19.17468,0.14999999,,,-0.7964879,73.36499,-1.0162026,11.852579,27.520267009735107,5.582434e-07,33,17.385378
0.6562923,0.57575756,680,-0.63417023,4.772232e-05,17.385378,5.391243,0.9976812,9.050979e-08,183.30225,17.16264,7.5763607,19.17468,0.14999999,,,-0.78895956,72.567024,-1.0077016,12.008757,28.297165393829346,5.258885e-07,34,17.385378
-0.03656827,-0.13131313,700,-0.93516695,5.9777727,17.385378,5.5862617,0.800045,6.9860625e-06,195.51917,5.1831007,5.9777727,19.17468,0.14999999,,,-0.8179457,71.62239,-1.0070634,11.813738,29.128679990768433,4.9626703e-07,35,17.385378
0.18285957,0.13131313,720,-0.81727195,0.9077877,17.385378,5.553337,0.9118022,3.2192183,199.9201,12.999005,6.37168,19.17468,0.14999999,,,-0.68843484,71.44209,-1.0081731,11.8466625,29.92000412940979,4.6907957e-07,36,17.385378
-0.85774684,-0.6969697,740,-0.80717576,0.0069431663,17.385378,5.6356726,0.6911894,2.0162472e-07,208.5199,8.800215,6.245046,19.17468,0.14999999,,,-0.6909302,71.36564,-1.0061039,11.764327,30.704225778579712,4.4406656e-07,37,17.385378
0.90667284,0.8181818,760,-0.64811295,4.8158197e-09,17.385378,5.489662,1.0192925,3.9737597e-27,208.60718,17.31278,7.6508536,19.17468,0.14999999,,,-0.7174108,71.14123,-1.0053433,11.910337,31.49558448791504,4.2100217e-07,38,17.385378
-0.96326506,-1.0,780,-1.0208695,6.040415e-07,17.385378,5.7535133,1.3071097,6.0667286e-35,224.387,1.6201217,7.5841975,19.17468,0.14999999,,,-0.74338627,71.0352,-1.006709,11.646486,32.283034801483154,3.996891e-07,39,17.385378
-0.18978906,-0.3131313,800,-0.61300665,3.1844072,17.385378,5.613824,0.9980156,0.00040909418,224.55298,17.234032,5.4835415,19.17468,0.14999999,,,-0.76870406,67.85243,-0.9910339,11.786176,33.08919405937195,3.799544e-07,40,17.385378
-1.0582026,-1.0,820,-0.6779584,5.88192e-07,17.385378,5.4950733,1.2611008,2.4206888e-06,225.29797,16.654997,6.6750565,19.17468,0.14999999,,,-0.71679664,66.675934,-0.9843876,11.904926,33.86401176452637,3.6164613e-07,41,17.385378
0.3570252,0.3131313,840,-0.74934477,0.04711255,17.385378,5.369011,1.2493168,3.9904417e-18,225.49847,17.199522,6.871906,19.17468,0.14999999,,,-0.7408942,66.49612,-0.9740051,12.030989,34.646668434143066,3.4462983e-07,42,17.385378
0.18753254,-0.05050505,860,-0.8342099,4.571387,17.385378,5.464055,0.7706401,0.15285043,234.9544,7.9441104,6.3323603,19.17468,0.14999999,,,-0.7633036,65.95808,-0.96640235,11.935945,35.44898319244385,3.2878697e-07,43,17.385378
-0.7707041,-0.7777778,880,-0.8323753,0.0008385502,17.385378,5.53568,0.80046535,6.2128476e-09,243.56989,8.784456,5.465854,19.17468,0.14999999,,,-0.6852617,65.41575,-0.9689856,11.86432,36.243042945861816,3.140119e-07,44,17.385378
-0.5312129,-0.53535354,900,-0.6540952,0.20038125,17.385378,5.4132805,0.6508976,1.4939003,243.59766,17.372232,5.969656,19.17468,0.14999999,,,-0.7077156,64.62881,-0.96685266,11.986719,37.04679250717163,3.0021093e-07,45,17.385378
0.6469469,0.53535354,920,-0.7135293,0.00015907288,17.387043,5.295883,1.0130416,5.7027244e-11,243.6106,17.387043,7.183286,19.175009,0.14999999,,,-0.72525144,63.926243,-0.9691898,12.104116,37.842724084854126,2.8730017e-07,46,17.387043
-1.2795255,-1.0,940,-0.9884089,6.0607897e-07,17.387043,5.4407787,1.2273214,4.746853e-26,255.71661,5.2939887,6.5670915,19.175009,0.14999999,,,-0.74675417,63.194443,-0.97010237,11.959221,38.638684034347534,2.7520463e-07,47,17.387043
0.3349161,0.15151516,960,-2.5242293,0.7562642,17.387043,5.3316507,1.0493909,5.715256e-19,255.91919,17.197405,6.4707284,19.175009,0.14999999,,,-0.76780754,62.948112,-0.998781,12.068349,39.44158363342285,2.6385726e-07,48,17.387043
-0.16974033,-0.27272728,980,-0.8343747,4.130244,17.387043,5.4129763,0.9452304,0.0016739542,265.23584,8.083395,5.391836,19.175009,0.14999999,,,-0.7727942,62.866848,-0.99521416,11.987023,40.24277424812317,2.531974e-07,49,17.387043
0.7208386,1.0,1000,-0.69786155,9.166191e-13,17.387043,5.3209543,1.1317503,3.3305818e-13,266.04773,16.58809,15.39835,19.175009,0.14999999,,,-0.7120709,62.91116,-0.9909486,12.079045,41.11835479736328,2.4317083e-07,50,17.387043
0.71453315,0.75757575,1020,-1.1069881,6.117078e-08,17.387043,5.4720383,1.149872,7.808229,279.0739,4.3738,8.154871,19.175009,0.14999999,,,-0.7318735,62.709248,-0.99246275,11.927961,41.91793704032898,2.3372819e-07,51,17.387043
-1.0895112,-0.7777778,1040,-0.9827617,0.00089578866,17.387043,5.6157265,0.8148352,2.2853251e-21,292.01776,4.456203,5.523575,19.175009,0.14999999,,,-0.7512916,61.162766,-0.9904015,11.784273,42.72461199760437,2.248251e-07,52,17.387043
-1.0670042,-1.0,1060,-0.9633513,6.2053334e-07,17.387043,5.513751,1.3022314,5.832716,292.22876,17.188986,6.4859476,19.175009,0.14999999,,,-0.77032256,62.107048,-0.99372333,11.886249,43.531986951828,2.1642118e-07,53,17.387043
0.060015097,-0.15151516,1080,-0.7764386,5.854248,17.387043,5.4153214,0.8791843,4.713371e-08,292.42737,17.20143,5.854248,19.175009,0.14999999,,,-0.78901464,60.6902,-0.985018,11.984678,44.3364200592041,2.0847979e-07,54,17.387043
0.56169814,0.35353535,1100,-0.8752108,0.01905746,17.387043,5.4682817,1.2951577,0.9406873,300.7555,9.07186,6.906396,19.175009,0.14999999,,,-0.70443547,60.60486,-0.9856813,11.931718,45.14728879928589,2.0096763e-07,55,17.387043
-0.40399295,-0.5151515,1120,-0.9803701,0.28463277,17.387043,5.57006,0.6714029,4.562993e-11,311.92334,6.2320914,6.1897345,19.175009,0.14999999,,,-0.7221075,60.14398,-0.9811858,11.82994,45.945241928100586,1.9385428e-07,56,17.387043
-0.8849185,-1.0,1140,-0.71252453,5.9883973e-07,17.387043,5.473014,1.2822021,0.002023007,311.9618,17.361597,6.2148924,19.175009,0.14999999,,,-0.7347372,59.903015,-0.98247606,11.926986,46.759844064712524,1.8711206e-07,57,17.387043
-0.5382997,-0.35353535,1160,-0.5252756,2.2550135,17.387043,5.3804283,0.90103364,0.008468605,312.06482,17.296913,5.3861175,19.175009,0.14999999,,,-0.75212896,58.64637,-0.9704912,12.019571,47.566262006759644,1.8071556e-07,58,17.387043
0.5976566,0.61616164,1180,-0.7511162,1.1790448e-05,17.387043,5.289789,1.2320913,7.733355e-13,312.09753,17.36729,7.64837,19.175009,0.14999999,,,-0.73108065,58.68372,-0.9688255,12.11021,48.369224071502686,1.7464151e-07,59,17.387043
-0.03912829,0.05050505,1200,-0.94972867,2.291696,17.387043,5.394084,0.8133428,0.008871907,323.64508,5.852531,6.8120766,19.175009,0.14999999,,,-0.74788755,58.51199,-0.96542615,12.005916,49.18609666824341,1.6886865e-07,60,17.387043
-0.6621575,-0.61616164,1220,-0.80435216,0.044332124,17.387043,5.3788214,0.68420964,0.0036364587,328.10815,12.936945,5.0930104,19.175009,0.14999999,,,-0.7269333,58.112057,-0.96611,12.021178,49.99138569831848,1.6337734e-07,61,17.387043
-1.1355319,-1.0,1240,-0.73157334,6.034864e-07,17.387043,5.2928705,1.2356508,0.4375188,328.1579,17.350164,6.095351,19.175009,0.14999999,,,-0.74246734,57.539806,-0.9675973,12.107129,50.81092619895935,1.581496e-07,62,17.387043
0.7089226,0.83838385,1260,-1.1102098,2.083923e-09,17.387043,5.2120275,1.0583836,2.0109682e-37,328.35773,17.200207,8.353764,19.175009,0.14999999,,,-0.7584677,56.524456,-0.96672136,12.187972,51.64251780509949,1.5316883e-07,63,17.387043
0.035004735,-0.13131313,1280,-0.9945565,5.722,17.387043,5.3317003,0.852693,1.1045569e-06,341.22882,4.528916,5.722,19.175009,0.14999999,,,-0.774216,56.364803,-0.96684724,12.068299,52.46363282203674,1.484197e-07,64,17.387043
0.21495762,0.23232323,1300,-0.85254306,0.20753738,17.387043,5.3773212,1.1640615,2.6261299,349.52588,9.102932,6.80391,19.175009,0.14999999,,,-0.7040874,56.505177,-0.96765256,12.022678,53.31159710884094,1.4388809e-07,65,17.387043
-0.9505247,-0.7777778,1320,-0.85271364,0.00086487044,17.387043,5.427908,0.8045889,1.9225224e-09,358.24194,8.683956,5.4131823,19.175009,0.14999999,,,-0.71616703,56.405933,-0.9639851,11.972092,55.318851947784424,1.3956085e-07,66,17.387043
-1.064585,-1.0,1340,-0.5431449,5.9672016e-07,17.387043,5.3491898,1.2666808,4.335906,358.3957,17.24616,5.9894676,19.175009,0.14999999,,,-0.7311918,56.54078,-0.9608123,12.05081,57.59413766860962,1.3542595e-07,67,17.387043
0.56498367,0.47474748,1360,-0.7284492,0.000949173,17.387043,5.273449,1.1597548,7.459944e-23,358.59448,17.201208,7.240082,19.175009,0.14999999,,,-0.7460069,55.735336,-0.9539983,12.126551,60.25717496871948,1.3147212e-07,68,17.387043
-0.60436594,-0.45454547,1380,-0.9594075,0.7282237,17.387043,5.3593645,0.7828561,6.45451e-10,369.79614,6.198388,5.7275896,19.175009,0.14999999,,,-0.76059175,55.666756,-0.9521889,12.040635,62.67412209510803,1.2768895e-07,69,17.387043
-1.2787788,-1.0,1400,-0.75409096,6.1691924e-07,17.389473,5.2829533,1.2576357,0.17445461,369.80676,17.389473,5.744153,19.177992,0.14999999,,,-0.7644818,55.131214,-0.95268077,12.117046,65.53857779502869,1.2406676e-07,70,17.389473
0.847426,1.0,1420,-2.4274015,9.797399e-13,17.389473,5.2114162,0.8580046,,370.01062,17.196142,16.206266,19.177992,0.14999999,,,-0.77866644,54.901585,-0.97028595,12.188583,68.46124005317688,1.2059652e-07,71,17.389473
-0.47991827,-0.61616164,1440,-1.1009506,0.04734347,17.389473,5.3450594,0.73358387,1.6969891e-20,384.84424,2.5663211,5.7826514,19.177992,0.14999999,,,-0.79265267,54.669956,-0.9747413,12.05494,71.33744096755981,1.1726989e-07,72,17.389473
-0.04716707,0.05050505,1460,-0.7157561,2.4283047,17.399614,5.271844,0.89963436,0.010480255,384.8446,17.399614,6.7624598,19.18715,0.14999999,,,-0.8057887,54.70884,-0.9750106,12.128156,74.26521682739258,1.1407902e-07,73,17.399614
-0.08937921,-0.3131313,1480,-0.8259898,3.2421389,17.399614,5.2626896,0.85972345,1.2614204,389.43903,12.805612,5.584879,19.18715,0.14999999,,,-0.78667116,54.010204,-0.97459626,12.13731,77.15047979354858,1.1101664e-07,74,17.399614
-0.8857943,-1.0,1500,-0.7971764,6.1245237e-07,17.399614,5.2210255,1.2480868,5.8632228e-08,391.5769,15.262147,5.6876464,19.18715,0.14999999,,,-0.7572141,53.9142,-0.9743041,12.178974,80.04698538780212,1.0807592e-07,75,17.399614
0.40080443,0.67676765,1520,-0.5142418,1.4337402e-06,17.399614,5.153741,1.3145814,1.214212e-23,391.68433,17.292627,7.9869056,19.18715,0.14999999,,,-0.77045935,53.9444,-0.96539277,12.246259,82.95718336105347,1.0525054e-07,76,17.399614
-0.25833598,-0.07070707,1540,-0.9770209,5.056375,17.399614,5.2135353,0.9249658,0.0505238,401.44214,7.6420436,6.1391993,19.18715,0.14999999,,,-0.7835314,53.91661,-0.9620415,12.186464,85.8790135383606,1.02534514e-07,77,17.399614
0.5070304,0.35353535,1560,-0.70465004,0.019606423,17.399614,5.1514626,1.1890174,0.0013111235,401.81403,17.028135,7.083865,19.18715,0.14999999,,,-0.73283374,53.144817,-0.95994705,12.248537,88.80160069465637,9.9922275e-08,78,17.399614
-0.3418886,-0.4949495,1580,-0.96121126,0.4005589,17.399614,5.220887,0.7980492,1.4224055e-09,412.45007,6.7640305,5.638483,19.18715,0.14999999,,,-0.7453214,52.859173,-0.9579603,12.179112,91.71148180961609,9.74086e-08,79,17.399614
-0.05026181,-0.23232323,1600,-0.69026846,4.863752,17.399614,5.158165,0.93969536,4.062025,412.6532,17.19682,5.3304644,19.18715,0.14999999,,,-0.75284266,53.1062,-0.95730704,12.241835,94.62717509269714,9.49886e-08,80,17.399614
-0.833559,-0.7777778,1620,-0.78301096,0.0008563316,17.399614,5.132884,0.7769857,4.5373785e-05,415.76367,14.289557,5.393004,19.18715,0.14999999,,,-0.70624477,52.612827,-0.9561027,12.267116,97.54482698440552,9.265769e-08,81,17.399614
-0.7203046,-1.0,1640,-0.59082127,5.8919693e-07,17.399614,5.0711584,1.2246168,2.5944877,415.83496,17.328657,5.7742047,19.18715,0.14999999,,,-0.71850425,52.483368,-0.9544806,12.328841,100.43801736831665,9.041153e-08,82,17.399614
-0.021050513,0.13131313,1660,-0.69720346,0.9469074,17.399614,5.0101366,0.9982322,5.348144e-07,415.8413,17.39361,6.3982134,19.18715,0.14999999,,,-0.7306256,51.9297,-0.9490046,12.389863,103.34391975402832,8.8246054e-08,83,17.399614
-0.073486015,-0.11111111,1680,-0.8005588,5.3397083,17.399614,5.0133677,0.9827367,4.945597,421.12292,12.118347,5.650205,19.18715,0.14999999,,,-0.73125786,51.932217,-0.9474929,12.386632,106.24528217315674,8.6157456e-08,84,17.399614
-0.7950277,-0.75757575,1700,-0.7202987,0.0014540785,17.399614,4.976446,0.8179315,0.00016641134,422.99792,15.5251,5.303192,19.18715,0.14999999,,,-0.68146306,51.745117,-0.9452344,12.423553,109.13706111907959,8.4142165e-08,85,17.399614
0.6849536,0.53535354,1720,-0.59931964,0.0001540463,17.399614,4.919299,1.2327418,4.0149355e-17,423.0598,17.33823,7.617747,19.18715,0.14999999,,,-0.693142,51.489597,-0.9434488,12.4807005,112.03654551506042,8.219674e-08,86,17.399614
0.96936333,1.0,1740,-1.0783123,9.098885e-13,17.399614,5.007202,0.7962236,0.8614341,435.6266,4.8331013,16.156403,19.18715,0.14999999,,,-0.70470107,50.940697,-0.9426836,12.392797,114.9429669380188,8.031802e-08,87,17.399614
-0.69383883,-0.37373737,1760,-1.2972133,1.7962141,17.399614,5.1417875,0.8468597,3.7895225e-17,452.4773,0.5493268,5.48446,19.18715,0.14999999,,,-0.7161297,50.876472,-0.9494312,12.258212,117.82219314575195,7.850298e-08,88,17.399614
-0.65984464,-0.7777778,1780,-0.7202061,0.0008571699,17.399614,5.084139,0.9089827,4.6730657,452.4884,17.389013,5.1272593,19.18715,0.14999999,,,-0.7072233,51.488415,-0.9487171,12.315861,120.74017882347107,7.674878e-08,89,17.399614
-0.53402257,-0.61616164,1800,-0.7029679,0.04395486,17.399614,5.027666,0.8234398,5.148703,452.49,17.39844,5.4817576,19.187506,0.14999999,,,-0.71838695,51.37169,-0.9471323,12.372334,123.66346716880798,7.505273e-08,90,17.399614
-0.13179491,-0.030303031,1820,-0.6892969,4.0016923,17.399614,4.9725018,0.97907096,0.018853769,452.49768,17.392227,6.021826,19.187506,0.14999999,,,-0.72894853,50.553032,-0.9463585,12.427498,126.57966685295105,7.3412274e-08,91,17.399614
0.8236536,0.7777778,1840,-0.70334405,2.5902573e-08,17.399614,4.9324217,1.1733031,5.5692485e-08,453.7827,16.114899,8.600431,19.187506,0.14999999,,,-0.69684243,50.40503,-0.9441318,12.467578,129.51252794265747,7.182504e-08,92,17.399614
-1.0284952,-1.0,1860,-1.1279817,5.828382e-07,17.399614,5.034996,1.1557395,6.5808364e-32,468.25464,2.928009,6.1084547,19.187506,0.14999999,,,-0.70765334,50.37917,-0.9445932,12.365004,132.4385631084442,7.028872e-08,93,17.399614
-0.52855915,-0.57575756,1880,-0.6447661,0.0978336,17.399614,4.98355,0.8278807,0.053291854,468.45374,17.200974,5.3062024,19.187506,0.14999999,,,-0.7183486,50.145832,-0.93999195,12.41645,135.40717601776123,6.880116e-08,94,17.399614
-0.09918748,-0.1919192,1900,-0.67798877,5.300113,17.401636,4.931075,0.9595878,0.42223394,468.45215,17.401636,5.445649,19.189634,0.14999999,,,-0.7278905,49.934914,-0.9391582,12.4689245,138.3801109790802,6.736033e-08,95,17.401636
0.29942733,0.25252524,1920,-0.71197486,0.14296643,17.401636,4.8943357,1.0297173,0.3468809,469.8562,15.995866,7.214572,19.189634,0.14999999,,,-0.68407184,49.568546,-0.9373624,12.505664,141.33995389938354,6.5964315e-08,96,17.401636
-1.1360644,-1.0,1940,-0.9558521,5.7432936e-07,17.401636,4.9378138,1.1490103,3.5005418e-16,478.9679,8.28836,5.978484,19.189634,0.14999999,,,-0.6929465,49.453037,-0.9374759,12.462186,144.28383708000183,6.461123e-08,97,17.401636
-0.4193903,-0.47474748,1960,-1.124015,0.51855713,17.401636,4.889472,0.83335537,0.00049227494,479.1682,17.199713,5.388562,19.189634,0.14999999,,,-0.703203,49.127445,-0.9380803,12.510528,147.2215814590454,6.329935e-08,98,17.401636
-0.068675816,-0.05050505,1980,-0.6644799,4.3257732,17.401636,4.8411465,0.99395615,0.25126246,479.27356,17.29469,5.7927017,19.189634,0.14999999,,,-0.7080779,48.91268,-0.9371067,12.558853,150.1788365840912,6.2027055e-08,99,17.401636
0.4646276,0.45454547,2000,-0.7126327,0.0015363381,17.401636,4.8146,1.1216222,0.012366636,481.46008,15.21342,7.6450043,19.189634,0.14999999,,,-0.6753613,48.84749,-0.93508345,12.5854,153.1465198993683,6.079271e-08,100,17.401636
-0.75090903,-0.7979798,2020,-0.9953873,0.00047310654,17.401636,4.8685246,0.8833771,2.9629276e-15,491.72095,7.1391516,4.9373627,19.189634,0.14999999,,,-0.68529624,48.766018,-0.9346986,12.531475,156.11457014083862,5.9594853e-08,101,17.401636
-0.56132865,-0.25252524,2040,-0.6113209,4.226897,17.401636,4.8211203,0.9238845,0.019639816,491.75427,17.366709,5.2806683,19.189634,0.14999999,,,-0.6951438,48.563026,-0.9327632,12.578879,159.08546590805054,5.8432047e-08,102,17.401636
-0.846583,-0.61616164,2060,-0.6837177,0.04164044,17.401636,4.7745543,0.89104736,4.928746,491.77905,17.375212,5.2336445,19.189634,0.14999999,,,-0.6642955,49.129,-0.9311906,12.625445,162.13208198547363,5.7302962e-08,103,17.401636
-0.7592282,-1.0,2080,-0.5467369,5.632987e-07,17.401636,4.7293434,1.1628171,2.7233942,491.85168,17.327385,6.029504,19.189634,0.14999999,,,-0.6735532,48.868877,-0.9286439,12.670656,165.19789910316467,5.6206275e-08,104,17.401636
-0.81354904,-0.7777778,2100,-0.591822,0.0008367584,17.401636,4.684512,0.95185864,4.770052,491.87378,17.377918,4.770052,19.189634,0.14999999,,,-0.68312263,48.61828,-0.9240808,12.7154875,168.15849709510803,5.5140777e-08,105,17.401636
