Regret,ReturnLastEpisode,LQGsigma_higher,Bound,ReturnAbsMax,IWMin,Regret/t,LQGmu1_higher,TimeElapsed,LQGmu1_actor,IWMean,DenMISEMeanLog,IWFirstEpisode,IWLastEpisode,ReturnMax,ReturnMin,IWMax,TimestepsSoFar,ReturnMean,ReturnStepMax,Iteration,Delta,DenMISELogLast,DenMISELogFirst
3127.125,14.703625,0.14999999,25.496761,17.432865,,2.2545967,-0.15151516,2346.9248728752136,-0.19773607,0.96430194,-0.6494826,6.1778717,6.260248,17.432865,,6.2614193,27740,15.145403,19.220701,1387,3.1600836e-10,-0.96117556,-0.8820206
3127.6719,16.851858,0.14999999,25.498081,17.432865,,2.2533665,-0.25252524,2349.194632768631,-0.35057664,0.99008185,-0.6494869,4.0628967,4.619432,17.432865,,4.6275997,27760,15.146633,19.220701,1388,3.1555317e-10,-0.6187981,-0.8782971
3127.8262,17.245958,0.14999999,25.481817,17.432865,,2.251855,-0.2929293,2351.240362882614,-0.24805115,1.0019406,-0.6492279,3.024001,3.2654667,17.432865,,4.134195,27780,15.148145,19.220701,1389,3.15099e-10,-0.2790704,-0.8760944
3128.371,16.857512,0.14999999,25.47935,17.432865,,2.2506266,-0.2929293,2354.159446001053,-0.37574407,1.0027678,-0.6491056,3.019604,4.1122026,17.432865,,4.124894,27800,15.149373,19.220701,1390,3.1464578e-10,-0.48053387,-0.87463933
3128.5234,17.246464,0.14999999,25.467192,17.432865,,2.2491179,-0.33333334,2356.879575252533,-0.19801037,1.0125065,-0.6488123,2.091762,3.2581525,17.432865,,3.7414992,27820,15.150882,19.220701,1391,3.141935e-10,-0.24294934,-0.8731885
3129.1426,16.778976,0.14999999,25.46201,17.432865,,2.2479477,-0.2929293,2358.996152639389,-0.30573016,1.00358,-0.6487754,3.0128636,4.0045247,17.432865,,4.108034,27840,15.152052,19.220701,1392,3.1374225e-10,-0.60945696,-0.8724045
3129.4102,17.133837,0.14999999,25.457535,17.432865,,2.2465258,-0.3131313,2360.3450257778168,-0.13640021,1.0092602,-0.64855695,2.5286415,3.7594364,17.432865,,3.899096,27860,15.153474,19.220701,1393,3.1329195e-10,-0.34730485,-0.87096053
3130.4512,16.360193,0.14999999,25.446754,17.432865,,2.2456608,-0.25252524,2361.842310190201,-0.24878238,0.9931206,-0.6486507,4.0287805,4.3335485,17.432865,,4.570866,27880,15.154339,19.220701,1394,3.1284264e-10,-0.78787243,-0.8698646
3130.75,17.100933,0.14999999,25.444363,17.432865,,2.2442646,-0.2929293,2364.32368683815,-0.19374995,1.0052773,-0.6485267,2.9987102,4.0667458,17.432865,,4.080635,27900,15.155735,19.220701,1395,3.1239428e-10,-0.46797165,-0.86769575
3131.338,16.813692,0.14999999,25.443913,17.432865,,2.2430782,-0.13131313,2366.577863931656,-0.14571759,0.96589327,-0.64849794,6.2580776,4.501522,17.432865,,6.560808,27920,15.156921,19.220701,1396,3.1194688e-10,-0.61286426,-0.86626506
3132.166,16.570845,0.14999999,25.452682,17.432865,,2.2420664,-0.25252524,2369.41757106781,-0.28887713,0.99602,-0.6485971,3.9992523,4.378489,17.432865,,4.5378366,27940,15.157933,19.220701,1397,3.1150044e-10,-0.7520305,-0.8625083
3132.4805,17.085514,0.14999999,25.445024,17.432865,,2.2406874,-0.27272728,2371.9447932243347,-0.43421766,1.0021442,-0.64840275,3.4780686,3.8360524,17.432865,,4.2770076,27960,15.159312,19.220701,1398,3.11055e-10,-0.37205827,-0.86036515
3132.5234,17.355707,0.14999999,25.423199,17.432865,,2.2391157,0.27272728,2374.50586438179,0.51132566,1.0297223,-0.648072,0.24418232,4.8174465e-05,17.432865,,13.688818,27980,15.160884,19.220701,1399,3.1061043e-10,-0.18716449,-0.85859543
3143.1992,6.724206,0.14999999,25.421877,17.432865,,2.245142,-0.33333334,2377.1770181655884,-0.39790082,1.0149271,-0.64890414,2.062572,2.1789845e-06,17.432865,,3.6878753,28000,15.154858,19.220701,1400,3.1016686e-10,-1.8395859,-0.85913545
3143.3184,17.282347,0.14999999,25.419617,17.432865,,2.2436237,-0.83838385,2379.9143421649933,-0.6292821,0.99620736,-0.6485818,4.6806963e-05,0.044072077,17.432865,,3.2687068,28020,15.156376,19.220701,1401,3.0972425e-10,-0.21156336,-0.8583773
3143.338,17.381151,0.14999999,25.418715,17.432865,,2.2420387,-0.37373737,2382.3785541057587,-0.52894366,1.0200578,-0.6482567,1.3306756,0.752447,17.432865,,3.4297976,28040,15.157961,19.220701,1402,3.0928257e-10,-0.18857436,-0.8590908
3143.3906,17.346916,0.14999999,25.426048,17.432865,,2.2404785,-0.5959596,2384.6001255512238,-0.8481029,0.99853134,-0.6479019,0.032657027,2.8526907,17.432865,,3.1905732,28060,15.159521,19.220701,1403,3.0884184e-10,-0.16988434,-0.8588551
3143.463,17.327042,0.14999999,25.419415,17.432865,,2.2389336,-0.83838385,2386.997546195984,-0.6280247,0.99697834,-0.6475891,4.686163e-05,3.2635725,17.432865,,3.2660613,28080,15.161066,19.220701,1404,3.0840205e-10,-0.20674002,-0.85954434
3143.463,17.400593,0.14999999,25.419994,17.432865,,2.23734,-0.6363636,2388.959573030472,-0.5308268,0.99471396,-0.6472636,0.013165923,3.200983,17.432865,,3.212699,28100,15.16266,19.220701,1405,3.079632e-10,-0.1868218,-0.8602563
3143.496,17.36742,0.14999999,25.42086,17.432865,,2.2357721,-0.53535354,2390.947704553604,-0.47723848,1.0078008,-0.6469268,0.111817524,3.1451268,17.432865,,3.1480985,28120,15.1642275,19.220701,1406,3.0752528e-10,-0.16812813,-0.86095846
3143.502,17.392693,0.14999999,25.419037,17.432865,,2.234188,-0.4949495,2393.904597043991,-0.36854225,1.0142081,-0.64658225,0.23181584,3.1282892,17.432865,,3.1423693,28140,15.165812,19.220701,1407,3.0708827e-10,-0.16927543,-0.8615899
3143.629,17.272676,0.14999999,25.418863,17.432865,,2.2326908,0.57575756,2396.2621223926544,0.53716016,1.0390043,-0.6462832,0.00018507481,8.37591e-09,17.432865,,18.358927,28160,15.167309,19.220701,1408,3.0665226e-10,-0.23951758,-0.86213565
3154.5508,6.477587,0.14999999,25.412777,17.432865,,2.2388582,-0.41414142,2398.8589084148407,-0.43543005,1.0219588,-0.64712155,0.8014463,3.159191e-08,17.432865,,3.2625813,28180,15.161141,19.220701,1409,3.062171e-10,-1.862006,-0.8628455
3154.625,17.326988,0.14999999,25.410465,17.432865,,2.2373219,-0.45454547,2401.177887439728,-0.29455745,1.0198874,-0.64677656,0.4472988,3.1645544,17.432865,,3.169216,28200,15.162678,19.220701,1410,3.0578293e-10,-0.18195078,-0.8629863
3154.8828,17.143631,0.14999999,25.406347,17.432865,,2.235919,-0.37373737,2404.144318819046,-0.42935959,1.02185,-0.646557,1.3363928,3.3040273,17.432865,,3.417526,28220,15.164081,19.220701,1411,3.0534963e-10,-0.356282,-0.8633781
3154.9902,17.290287,0.14999999,25.399906,17.432865,,2.2344131,-0.3939394,2407.2409884929657,-0.24390703,1.0231574,-0.6462131,1.0443723,3.1039424,17.432865,,3.318676,28240,15.165586,19.220701,1412,3.0491734e-10,-0.18237126,-0.86313987
3155.418,16.971159,0.14999999,25.391598,17.432865,,2.2331343,-0.35353535,2410.1979484558105,-0.21442534,1.0203727,-0.6460716,1.678474,3.2541773,17.432865,,3.523409,28260,15.166865,19.220701,1413,3.044859e-10,-0.468833,-0.86310846
3156.0762,16.742409,0.14999999,25.385788,17.432865,,2.2320194,-0.3131313,2412.7779071331024,-0.46788156,1.013784,-0.6459865,2.5076609,3.6959505,17.432865,,3.8310363,28280,15.16798,19.220701,1414,3.0405542e-10,-0.5455644,-0.86262876
3156.121,17.356628,0.14999999,25.372473,17.432865,,2.2304735,-1.0,2415.5131607055664,-1.0507953,0.99754703,-0.6456365,1.3991118e-07,0.0057983007,17.432865,,5.3234854,28300,15.169526,19.220701,1415,3.036258e-10,-0.16385236,-0.86156386
3156.3164,17.204239,0.14999999,25.369022,17.432865,,2.2290363,-1.0,2417.9539828300476,-0.9394436,0.99811137,-0.64556617,1.4001009e-07,4.3213134,17.432865,,5.3072815,28320,15.170963,19.220701,1416,3.031971e-10,-0.5427149,-0.8622703
3156.463,17.251474,0.14999999,25.366995,17.432865,,2.2275677,-0.37373737,2420.3227701187134,-0.26443803,1.022239,-0.6452998,1.3358558,0.002827779,17.432865,,3.3991838,28340,15.172432,19.220701,1417,3.0276928e-10,-0.26519027,-0.86297625
3156.7734,17.091438,0.14999999,25.363644,17.432865,,2.2262154,-0.33333334,2422.3238139152527,-0.40219325,1.0178983,-0.6451221,2.070019,3.6249814,17.432865,,3.6525216,28360,15.173784,19.220701,1418,3.0234243e-10,-0.41514692,-0.86273944
3156.875,17.298294,0.14999999,25.35656,17.432865,,2.224718,-0.3939394,2424.8192348480225,-0.6768838,1.0236905,-0.6447933,1.0431676,3.2297635,17.432865,,3.296595,28380,15.175282,19.220701,1419,3.0191644e-10,-0.19574134,-0.8619857
3156.8984,17.376781,0.14999999,25.362848,17.432865,,2.2231674,-0.83838385,2427.6999654769897,-0.9308318,0.9948694,-0.6444621,4.6974747e-05,1.8153734,17.432865,,3.2816496,28400,15.176832,19.220701,1420,3.0149133e-10,-0.19771563,-0.8619553
3157.041,17.256199,0.14999999,25.364658,17.432865,,2.2217035,-1.0,2429.3036227226257,-0.788271,0.99879,-0.6441928,1.4006457e-07,3.0894177,17.432865,,5.305753,28420,15.178296,19.220701,1421,3.0106714e-10,-0.25611752,-0.8626592
3157.0703,17.370102,0.14999999,25.365255,17.432865,,2.2201624,-0.8181818,2432.5030024051666,-0.6283666,0.99403334,-0.64388573,8.969268e-05,3.2017064,17.432865,,3.2683158,28440,15.179837,19.220701,1422,3.0064387e-10,-0.20538366,-0.86336267
3157.086,17.384531,0.14999999,25.376926,17.432865,,2.2186127,-0.6363636,2435.5955126285553,-0.8511774,0.99432266,-0.6435687,0.013216173,3.2000022,17.432865,,3.2129161,28460,15.181387,19.220701,1423,3.0022146e-10,-0.18639123,-0.86406565
3157.1582,17.329548,0.14999999,25.358261,17.432865,,2.217105,-0.8181818,2438.5503964424133,-1.0993354,0.99453956,-0.64326715,8.9818e-05,3.1966434,17.432865,,3.261864,28480,15.182895,19.220701,1424,2.9979993e-10,-0.20811336,-0.86475885
3157.3594,17.199152,0.14999999,25.349205,17.432865,,2.2156906,-1.0,2441.7306010723114,-1.1094344,0.9989513,-0.6433614,1.4045744e-07,4.6201735,17.432865,,5.300473,28500,15.184309,19.220701,1425,2.9937933e-10,-0.77152914,-0.86546075
3157.5645,17.195333,0.14999999,25.350168,17.432865,,2.2142801,-1.0,2443.9462184906006,-0.68824947,0.99976003,-0.6434916,1.4055607e-07,4.661296,17.432865,,5.2845364,28520,15.1857195,19.220701,1426,2.9895958e-10,-0.82724273,-0.8661623
3157.5918,17.36998,0.14999999,25.35476,17.432865,,2.2127485,-0.6363636,2446.612616300583,-0.61085665,0.99392045,-0.6431798,0.013253198,3.0513732,17.432865,,3.210193,28540,15.187251,19.220701,1427,2.9854072e-10,-0.19723566,-0.8668633
3157.586,17.40606,0.14999999,25.353458,17.432865,,2.211195,-0.61616164,2448.214144229889,-0.53749573,0.9966868,-0.6428599,0.021092413,3.1819043,17.432865,,3.1902332,28560,15.188805,19.220701,1428,2.9812272e-10,-0.17992374,-0.86755455
3157.5996,17.389282,0.14999999,25.351883,17.432865,,2.2096567,-0.5555556,2450.427934885025,-0.5856705,1.005459,-0.6425263,0.07615111,3.106575,17.432865,,3.1399705,28580,15.190343,19.220701,1429,2.9770564e-10,-0.16258737,-0.8682398
3157.582,17.417747,0.14999999,25.350227,17.432865,,2.2080994,-0.5555556,2453.6908061504364,-0.41481617,1.0060443,-0.642193,0.07620033,3.0918393,17.432865,,3.1352787,28600,15.1919,19.220701,1430,2.9728942e-10,-0.1707382,-0.86888605
3157.6738,17.308859,0.14999999,25.339718,17.432865,,2.2066202,-0.5151515,2456.900628566742,-0.47225738,1.0123583,-0.64187104,0.16381425,2.5639372,17.432865,,3.1137187,28620,15.193379,19.220701,1431,2.9687405e-10,-0.18707767,-0.8695318
3157.6973,17.373285,0.14999999,25.338129,17.432865,,2.2050962,-0.4949495,2459.955321073532,-0.7865854,1.0159773,-0.64152586,0.23380077,3.0844674,17.432865,,3.1100502,28640,15.194903,19.220701,1432,2.9645958e-10,-0.15964052,-0.87011594
3157.7422,17.35575,0.14999999,25.317932,17.432865,,2.2035885,0.45454547,2462.885400056839,0.2950973,1.0571722,-0.6412075,0.005401326,4.4217098e-15,17.432865,,16.205826,28660,15.196411,19.220701,1433,2.9604597e-10,-0.20081033,-0.87065077
3166.83,8.311798,0.14999999,25.33323,17.432865,,2.2083893,0.13131313,2465.643684387207,0.3039072,1.0037684,-0.6418789,1.7521385,7.684458,17.432865,,11.888665,28680,15.19161,19.220701,1434,2.956332e-10,-1.657135,-0.87134457
3175.9688,8.263751,0.14999999,25.314682,17.432865,,2.2132187,-0.67676765,2468.43621301651,-0.62912846,0.9912487,-0.64258766,0.0049819006,7.314522e-09,17.432865,,3.2217252,28700,15.186781,19.220701,1435,2.9522132e-10,-1.660041,-0.8708206
3175.9746,17.394207,0.14999999,25.312878,17.432865,,2.2116804,-0.65656567,2471.2261068820953,-0.37165183,0.9933785,-0.64227086,0.008221607,3.1266792,17.432865,,3.2031126,28720,15.188319,19.220701,1436,2.948103e-10,-0.17851892,-0.8715137
3176.0762,17.296555,0.14999999,25.321768,17.432865,,2.2102137,-0.41414142,2472.921944618225,-0.16916938,1.0235085,-0.6419874,0.808982,3.2092984,17.432865,,3.232399,28740,15.189786,19.220701,1437,2.9440012e-10,-0.22799015,-0.8722041
3176.9688,16.507587,0.14999999,25.311861,17.432865,,2.2092972,-0.2929293,2475.2877173423767,-0.43158206,1.0078821,-0.64200115,3.01266,3.7532058,17.432865,,4.046747,28760,15.190702,19.220701,1438,2.9399078e-10,-0.68479586,-0.872337
3177.084,17.285223,0.14999999,25.301836,17.432865,,2.2078419,-0.43434343,2477.9440248012543,-0.076195836,1.0223651,-0.64167047,0.60905933,3.161992,17.432865,,3.1706781,28780,15.192158,19.220701,1439,2.9358233e-10,-0.17319012,-0.8709393
3179.3906,15.093075,0.14999999,25.341793,17.432865,,2.2079096,-0.09090909,2480.1446990966797,-0.05394345,0.9604861,-0.64188725,6.3073254,7.022822,17.432865,,7.4585876,28800,15.19209,19.220701,1440,2.9317473e-10,-0.9757944,-0.8712108
3182.3809,14.4119425,0.14999999,25.329266,17.432865,,2.2084522,-0.09090909,2482.6804070472717,0.02806171,0.96235,-0.64219123,6.2841806,7.2933455,17.432865,,7.4253087,28820,15.191547,19.220701,1441,2.9276795e-10,-1.0391465,-0.8675345
3190.6816,9.097484,0.14999999,25.29145,17.432865,,2.212678,0.2929293,2484.871023416519,0.30862048,1.0373962,-0.64264536,0.17259328,1.9684911,17.432865,,14.028763,28840,15.187322,19.220701,1442,2.9236202e-10,-1.2580822,-0.8638767
3199.8438,8.237466,0.14999999,25.28232,17.432865,,2.217494,-1.0,2487.235339164734,-1.0938513,0.99634314,-0.64332604,1.4031565e-07,4.1520674e-16,17.432865,,5.327787,28860,15.182506,19.220701,1443,2.9195696e-10,-1.6593472,-0.8644503
3200.045,17.198463,0.14999999,25.282413,17.432865,,2.2160978,-1.0,2489.369289636612,-0.7482735,0.9970941,-0.6433995,1.4041284e-07,4.605444,17.432865,,5.3118668,28880,15.183902,19.220701,1444,2.9155275e-10,-0.7447926,-0.86514306
3200.0703,17.374851,0.14999999,25.282738,17.432865,,2.2145815,-0.11111111,2491.6024935245514,-0.28877312,0.96380645,-0.64309675,6.321516,0.0003930933,17.432865,,6.9861345,28900,15.185418,19.220701,1445,2.9114933e-10,-0.20204285,-0.8658353
3200.3848,17.085737,0.14999999,25.275173,17.432865,,2.2132664,1.0,2494.756725549698,1.0821524,0.97086924,-0.6429284,8.298044e-12,3.569039e-16,17.432865,,48.160324,28920,15.186733,19.220701,1446,2.9074676e-10,-0.36244345,-0.86216193
3217.7832,,0.14999999,25.274836,17.432865,,2.2237625,-0.33333334,2497.6178438663483,-0.20113458,1.0164456,-0.6444849,2.0702546,2.1298761e-18,17.432865,,3.6597667,28940,15.176237,19.220701,1447,2.9034505e-10,-2.855792,-0.8628532
3218.3086,16.875025,0.14999999,25.275055,17.432865,,2.2225885,-0.25252524,2500.224246740341,-0.18191619,0.99694866,-0.6444306,3.9976776,4.488216,17.432865,,4.5084233,28960,15.177411,19.220701,1448,2.8994418e-10,-0.58196265,-0.86211437
3218.9395,16.768982,0.14999999,25.275106,17.432865,,2.22149,-0.21212122,2502.848106622696,0.038964897,0.9858851,-0.64442736,4.973902,4.9220834,17.432865,,5.088317,28980,15.17851,19.220701,1449,2.8954408e-10,-0.63582474,-0.8600477
3227.246,9.093165,0.14999999,25.262104,17.432865,,2.225687,-0.8181818,2505.1037859916687,-0.83720267,0.99098665,-0.64487666,8.915158e-05,7.7728026e-07,17.432865,,3.2784517,29000,15.174313,19.220701,1450,2.8914485e-10,-1.2810341,-0.85731083
3227.3281,17.318605,0.14999999,25.26019,17.432865,,2.2242088,-0.8181818,2507.3276233673096,-0.815656,0.9916131,-0.64458334,8.921299e-05,3.2536757,17.432865,,3.2733116,29020,15.175791,19.220701,1451,2.8874644e-10,-0.20964368,-0.8580002
3227.3867,17.340351,0.14999999,25.25961,17.432865,,2.2227182,0.09090909,2509.532346010208,-0.13854177,0.9991512,-0.64428717,2.5711184,3.8231974e-08,17.432865,,11.09762,29040,15.177281,19.220701,1452,2.8834887e-10,-0.20578821,-0.85868907
3228.4492,16.33878,0.14999999,25.273712,17.432865,,2.22192,-0.1919192,2511.78911280632,0.002791062,0.9820003,-0.64437354,5.391567,5.3748655,17.432865,,5.4087543,29060,15.17808,19.220701,1453,2.879521e-10,-0.7668665,-0.8576084
3236.004,9.845675,0.14999999,25.258694,17.432865,,2.225587,-0.8181818,2514.0895726680756,-0.9030036,0.9922276,-0.6447587,8.890952e-05,2.7219883e-06,17.432865,,3.272695,29080,15.174413,19.220701,1454,2.8755617e-10,-1.1853713,-0.8545926
3236.121,17.282482,0.14999999,25.252113,17.432865,,2.2241383,-0.83838385,2516.9942247867584,-0.64346427,0.99434626,-0.6444813,4.66622e-05,3.0596762,17.432865,,3.2758505,29100,15.175861,19.220701,1455,2.8716102e-10,-0.23292121,-0.85528004
3236.1465,17.375353,0.14999999,25.252922,17.432865,,2.2226276,-0.65656567,2519.2118542194366,-0.3676723,0.9913979,-0.6441714,0.0080947755,3.1948047,17.432865,,3.2178504,29120,15.177372,19.220701,1456,2.867667e-10,-0.18715893,-0.8559671
3236.2832,17.261251,0.14999999,25.257153,17.432865,,2.2211971,-0.25252524,2522.6054832935333,-0.19068766,0.9993652,-0.64389473,3.9758844,2.49795,17.432865,,4.4889436,29140,15.1788025,19.220701,1457,2.863732e-10,-0.23192999,-0.8566481
3237.293,16.393066,0.14999999,25.255203,17.432865,,2.2203655,-0.23232323,2525.1960031986237,-0.40324157,0.9948605,-0.64386934,4.4707513,4.6896286,17.432865,,4.756997,29160,15.179634,19.220701,1458,2.8598052e-10,-0.6056947,-0.8546091
3237.4277,17.265032,0.14999999,25.24194,17.432865,,2.218936,-0.35353535,2527.726131916046,-0.12232204,1.0201471,-0.64356613,1.6603189,3.0610228,17.432865,,3.4974802,29180,15.181064,19.220701,1459,2.855886e-10,-0.19547233,-0.85223305
3238.9238,15.904143,0.14999999,25.250406,17.432865,,2.218441,-0.09090909,2530.032232284546,-0.15295522,0.97136855,-0.64366764,6.185958,5.856866,17.432865,,7.321434,29200,15.181559,19.220701,1460,2.8519753e-10,-0.8113614,-0.8517809
3239.7324,16.592205,0.14999999,25.246944,17.432865,,2.217475,-0.21212122,2532.3425047397614,-0.4920958,0.9911662,-0.64373547,4.9155054,5.019128,17.432865,,5.0308065,29220,15.182525,19.220701,1461,2.8480726e-10,-0.7128661,-0.8482376
3239.7754,17.354784,0.14999999,25.235756,17.432865,,2.215989,-0.5151515,2534.7668011188507,-0.2893782,1.0095615,-0.6434115,0.15993446,3.0864286,17.432865,,3.124167,29240,15.1840105,19.220701,1462,2.8441777e-10,-0.1606457,-0.845563
3240.0547,17.11993,0.14999999,25.238466,17.432865,,2.2146654,-0.3131313,2537.9561173915863,-0.2104038,1.0155779,-0.64320594,2.4666452,3.733149,17.432865,,3.7847803,29260,15.185334,19.220701,1463,2.8402908e-10,-0.3516087,-0.84613734
3240.5996,16.855778,0.14999999,25.237589,17.432865,,2.2135239,-0.27272728,2540.371003627777,-0.18925849,1.0078195,-0.64312536,3.4255018,4.1877165,17.432865,,4.1877165,29280,15.186476,19.220701,1464,2.836412e-10,-0.54028994,-0.84513605
3241.209,16.791178,0.14999999,25.236715,17.432865,,2.212429,-0.25252524,2542.9046206474304,-0.1534715,1.0037436,-0.64308983,3.9238799,4.4253483,17.432865,,4.4258347,29300,15.187571,19.220701,1465,2.8325411e-10,-0.598116,-0.8434818
3242.2402,16.370417,0.14999999,25.236801,17.432865,,2.2116232,-0.1919192,2545.4763321876526,-0.075832136,0.98957723,-0.6431289,5.3053575,5.2000585,17.432865,,5.3199778,29320,15.188376,19.220701,1466,2.828678e-10,-0.7033378,-0.8414893
3245.084,14.554284,0.14999999,25.23114,17.432865,,2.2120552,-0.13131313,2547.9235372543335,-0.061003365,0.9794762,-0.6433423,6.0870686,6.390095,17.432865,,6.4203615,29340,15.187944,19.220701,1467,2.8248234e-10,-0.9449708,-0.8385588
3248.1016,14.3819685,0.14999999,25.222225,17.432865,,2.2126036,-0.13131313,2550.27427983284,-0.3085332,0.981047,-0.64359146,6.0660486,6.396659,17.432865,,6.396742,29360,15.187396,19.220701,1468,2.8209762e-10,-0.9874491,-0.8350995
3248.2676,17.2353,0.14999999,25.210999,17.432865,,2.2112103,0.6969697,2553.2153329849243,0.46345574,0.9750489,-0.6433761,3.2289565e-06,6.3221156e-10,17.432865,,21.768747,29380,15.188789,19.220701,1469,2.817137e-10,-0.3074953,-0.8316568
3258.5156,7.1490536,0.14999999,25.210133,17.432865,,2.2166767,-0.27272728,2555.8492562770844,-0.35724014,1.0095658,-0.64418936,3.381939,9.5518255e-05,17.432865,,4.145439,29400,15.183323,19.220701,1470,2.8133051e-10,-1.8093057,-0.83233726
3258.705,17.212605,0.14999999,25.208778,17.432865,,2.2152987,0.3939394,2558.66201376915,0.24150307,1.057005,-0.64390504,0.021854436,1.2050348e-05,17.432865,,15.399241,29420,15.184701,19.220701,1471,2.8094815e-10,-0.2347515,-0.83071935
3267.5293,8.573636,0.14999999,25.20554,17.432865,,2.2197895,-1.0,2560.997287750244,-1.1013063,0.9937187,-0.64452124,1.3575175e-07,1.762997e-14,17.432865,,5.3940067,29440,15.18021,19.220701,1472,2.8056657e-10,-1.6044179,-0.83138406
3267.7305,17.200205,0.14999999,25.206356,17.432865,,2.218419,-1.0,2563.4819655418396,-0.94211346,0.9945012,-0.6446293,1.3584409e-07,4.695556,17.432865,,5.3779626,29460,15.181581,19.220701,1473,2.8018576e-10,-0.7965011,-0.8320632
3267.873,17.256754,0.14999999,25.200037,17.432865,,2.2170105,-0.3131313,2566.5666315555573,-0.3046996,1.0169797,-0.64438456,2.4338236,0.00053355936,17.432865,,3.7494535,29480,15.182989,19.220701,1474,2.798057e-10,-0.27740428,-0.83274186
3268.0684,17.20512,0.14999999,25.197407,17.432865,,2.215639,-0.33333334,2569.160026550293,-0.5995455,1.0201219,-0.644149,2.0068946,3.5731523,17.432865,,3.5872152,29500,15.1843605,19.220701,1475,2.7942643e-10,-0.31348655,-0.83177024
3268.08,17.38881,0.14999999,25.204243,17.432865,,2.2141457,-0.67676765,2570.967326402664,-0.77926767,0.98803693,-0.64382344,0.0047878386,2.7978613,17.432865,,3.2592244,29520,15.185854,19.220701,1476,2.7904792e-10,-0.18319084,-0.83108824
3268.1309,17.34944,0.14999999,25.210308,17.432865,,2.2126818,-0.8181818,2573.50838804245,-0.561226,0.99146444,-0.64353913,8.6902706e-05,3.1771655,17.432865,,3.2925632,29540,15.187318,19.220701,1477,2.786702e-10,-0.21145925,-0.8317623
3268.1172,17.41437,0.14999999,25.199656,17.432865,,2.211176,-0.6363636,2575.720032453537,-0.8492681,0.9917669,-0.643226,0.01280473,2.7858396,17.432865,,3.2238598,29560,15.188824,19.220701,1478,2.7829325e-10,-0.17182693,-0.83243906
3268.1992,17.31823,0.14999999,25.19695,17.432865,,2.2097359,-0.83838385,2577.935861349106,-0.67608416,0.9932454,-0.6429431,4.5638946e-05,3.292583,17.432865,,3.2954426,29580,15.190264,19.220701,1479,2.7791702e-10,-0.21612343,-0.83310676
3268.2227,17.376701,0.14999999,25.194317,17.432865,,2.2082586,-0.65656567,2580.132476091385,-0.60756826,0.9905776,-0.64264774,0.007917175,3.216319,17.432865,,3.2327049,29600,15.191741,19.220701,1480,2.775416e-10,-0.19852218,-0.8337826
3268.2402,17.38171,0.14999999,25.19179,17.432865,,2.2067785,-0.6363636,2582.3972358703613,-0.7555989,0.992806,-0.6423429,0.012830541,3.1300867,17.432865,,3.2134156,29620,15.193221,19.220701,1481,2.7716693e-10,-0.18130524,-0.83445275
3268.2754,17.36574,0.14999999,25.184887,17.432865,,2.2053146,-0.67676765,2584.6297793388367,-0.6288597,0.99016815,-0.64205295,0.004807178,2.8435407,17.432865,,3.2357693,29640,15.194685,19.220701,1482,2.7679298e-10,-0.20496564,-0.83511907
3268.2734,17.402048,0.14999999,25.18235,17.432865,,2.203826,-0.65656567,2586.9107320308685,-0.75494146,0.99196935,-0.64175075,0.007933085,3.1423602,17.432865,,3.2182958,29660,15.196174,19.220701,1483,2.7641986e-10,-0.18385094,-0.83579034
3268.3105,17.362291,0.14999999,25.186394,17.432865,,2.2023659,-0.8181818,2589.1418330669403,-0.8000364,0.9925085,-0.6414606,8.731184e-05,2.9798968,17.432865,,3.2739985,29680,15.197634,19.220701,1484,2.7604743e-10,-0.20258142,-0.8364591
3268.3496,17.359886,0.14999999,25.184555,17.432865,,2.2009087,-0.8181818,2591.376702308655,-1.0738904,0.99310493,-0.6411716,8.7370645e-05,3.2387276,17.432865,,3.2689924,29700,15.199091,19.220701,1485,2.756758e-10,-0.20431595,-0.83713263
3268.5488,17.202637,0.14999999,25.179314,17.432865,,2.199561,-1.0,2593.688406229019,-1.0446281,0.9942464,-0.6411864,1.3662635e-07,4.5392957,17.432865,,5.404673,29720,15.2004385,19.220701,1486,2.7530486e-10,-0.65591925,-0.83780575
3268.752,17.195015,0.14999999,25.175816,17.432865,,2.1982193,-1.0,2595.976130962372,-0.9746158,0.99476904,-0.641115,1.3671824e-07,4.3152375,17.432865,,5.3887105,29740,15.20178,19.220701,1487,2.749347e-10,-0.52823025,-0.8384785
3268.9277,17.224234,0.14999999,25.164623,17.432865,,2.1968603,-1.0,2599.263960838318,-1.2309614,0.99483657,-0.64090765,1.368102e-07,3.633841,17.432865,,5.3728647,29760,15.203139,19.220701,1488,2.7456531e-10,-0.32642785,-0.8391508
3269.1309,17.197882,0.14999999,25.17084,17.432865,,2.1955214,-1.0,2602.3327085971832,-1.1004279,0.9959165,-0.64171886,1.3690222e-07,5.1334243,17.432865,,5.3571315,29780,15.204478,19.220701,1489,2.7419664e-10,-1.8429959,-0.8398226
3269.336,17.195826,0.14999999,25.171564,17.432865,,2.1941853,-1.0,2605.3054399490356,-0.762575,0.9966743,-0.64181775,1.3699416e-07,4.6557703,17.432865,,5.341511,29800,15.205814,19.220701,1490,2.7382868e-10,-0.7840538,-0.8404939
3269.377,17.358137,0.14999999,25.153774,17.432865,,2.1927404,-0.65656567,2608.0534150600433,-0.6281366,0.9913851,-0.6415247,0.007975839,2.5321803,17.432865,,3.21778,29820,15.207259,19.220701,1491,2.7346153e-10,-0.20063193,-0.8411649
