DenMISELogLast,TimestepsSoFar,IWMean,IWMin,Regret,LQGmu1_higher,IWFirstEpisode,Bound,ReturnAbsMax,ReturnStepMax,ReturnLastEpisode,LQGsigma_higher,Regret/t,DenMISELogFirst,ReturnMean,IWMax,Delta,ReturnMin,TimeElapsed,DenMISEMeanLog,ReturnMax,Iteration,LQGmu1_actor,IWLastEpisode
-0.8779754,760,1.1540756,,219.49399,-0.7777778,7.4553004e-06,69.35363,17.397478,19.18646,7.6088095,0.14999999,5.7761564,-0.8367884,11.623843,4.8784924,4.2100217e-07,,26.110604524612427,-0.8659897,17.397478,38,-0.8697723,1.9821994e-13
-0.5703544,780,0.767777,,219.5968,0.65656567,0.00050598814,67.97867,17.397478,19.18646,17.29716,0.14999999,5.6306877,-0.8627637,11.769312,7.9443645,3.996891e-07,,26.59340262413025,-0.85563326,17.397478,39,0.6219233,1.5436165e-22
-0.92186767,800,0.9484714,,231.41376,-0.5151515,0.015771957,67.50141,17.397478,19.18646,5.583077,0.14999999,5.785343,-0.8880685,11.614656,5.1215,3.799544e-07,,27.087879419326782,-0.86365473,17.397478,40,-0.5591987,2.2235102e-12
-0.5504691,820,1.3141469,,231.42206,0.43434343,0.11046966,66.60549,17.397478,19.18646,17.391666,0.14999999,5.6444407,-0.9123669,11.755559,6.668959,3.6164613e-07,,27.668514013290405,-0.8578843,17.397478,41,0.3877133,1.3713336e-09
-0.79075974,840,0.8482229,,241.08606,-0.25252524,1.5473136,66.57713,17.397478,19.18646,7.736027,0.14999999,5.740144,-0.9337737,11.659856,5.777094,3.4462983e-07,,28.137364387512207,-0.85046095,17.397478,42,-0.47666988,0.0006490055
-0.59825104,860,0.8252762,,241.19495,-1.0,1.1865391e-09,66.46817,17.397478,19.18646,17.291122,0.14999999,5.6091843,-0.92112577,11.790815,9.024567,3.2878697e-07,,29.019796133041382,-0.84870005,17.397478,43,-1.0037777,0.0110021345
-0.8209619,880,0.75782436,,241.39612,0.030303031,6.7411675,65.70764,17.397478,19.18646,17.198807,0.14999999,5.4862757,-0.94411534,11.913724,6.7411675,3.140119e-07,,30.08261799812317,-0.8528809,17.397478,44,0.12632987,2.8928915e-10
-0.8535954,900,1.0775306,,249.83679,-0.5959596,0.0019747876,65.46632,17.397478,19.18646,8.95935,0.14999999,5.5519285,-0.82404023,11.848071,4.837347,3.0021093e-07,,30.92119574546814,-0.8588486,17.397478,45,-0.6355526,5.7622216e-05
-0.5332091,920,1.1413107,,249.83759,-0.7979798,3.6916726e-06,64.87593,17.399107,19.187965,17.399107,0.14999999,5.4312525,-0.8459753,11.968747,4.731963,2.8730017e-07,,31.446963787078857,-0.8506338,17.399107,46,-0.9532769,2.5221474
-0.6930843,940,0.99158484,,249.99713,0.83838385,1.2618983e-06,63.877995,17.399107,19.187965,17.24059,0.14999999,5.319088,-0.8674814,12.080912,8.885054,2.7520463e-07,,32.414361000061035,-0.84498334,17.399107,47,0.792436,5.5677497e-31
-1.0264001,960,0.9196556,,264.0097,-1.0,1.1484921e-09,63.303467,17.399107,19.187965,3.3873422,0.14999999,5.500203,-0.8885348,11.8997965,8.155756,2.6385726e-07,,33.72542929649353,-0.84999865,17.399107,48,-0.91560674,7.3049455e-31
-0.57581425,980,0.955187,,264.1374,-0.41414142,0.13273798,62.898773,17.399107,19.187965,17.272339,0.14999999,5.390559,-0.90915406,12.00944,5.2715254,2.531974e-07,,34.65140700340271,-0.8467707,17.399107,49,-0.16424763,0.017700337
-0.82310253,1000,0.80785036,,265.12335,-0.11111111,4.9752855,62.493828,17.399107,19.187965,16.414057,0.14999999,5.3024664,-0.9266515,12.097533,6.3326836,2.4317083e-07,,35.736382722854614,-0.84773165,17.399107,50,0.006424576,5.68903
-0.8526246,1020,1.1662424,,273.15216,0.27272728,1.269561,62.43027,17.399107,19.187965,9.371137,0.14999999,5.3559246,-0.8515934,12.044075,6.7747164,2.3372819e-07,,36.88421058654785,-0.85205555,17.399107,51,-0.0017522275,1.2902935
-0.8429294,1040,1.1274207,,280.21637,-0.8181818,1.7795431e-06,61.700935,17.399107,19.187965,10.335859,0.14999999,5.388776,-0.8464229,12.011224,4.690362,2.248251e-07,,37.84249973297119,-0.8494654,17.399107,52,-1.0124944,2.2801353e-06
-0.80610555,1060,1.1968962,,280.41565,1.0,1.7732705e-09,61.3811,17.399107,19.187965,17.200651,0.14999999,5.290862,-0.86547107,12.109138,14.476227,2.1642118e-07,,38.47903752326965,-0.84678507,17.399107,53,1.0278517,
-1.3343078,1080,0.989099,,297.81567,0.07070707,5.8522635,60.81991,17.399107,19.187965,,0.14999999,5.5151052,-0.8841632,11.884894,6.6040864,2.0847979e-07,,39.006595611572266,-0.85388607,17.399107,54,0.30101818,1.45472745e-08
-0.8875742,1100,0.97311205,,306.93604,-1.0,1.0507804e-09,60.519936,17.399107,19.187965,8.279663,0.14999999,5.580655,-0.7996172,11.8193445,7.807618,2.0096763e-07,,40.0570273399353,-0.8552777,17.399107,55,-1.190828,2.9823284e-16
-1.8172944,1120,1.0605125,,307.1358,0.53535354,0.011663498,60.543083,17.399107,19.187965,17.200157,0.14999999,5.4845686,-0.81763566,11.915431,7.1505146,1.9385428e-07,,41.23483896255493,-0.8735214,17.399107,56,0.2449894,2.864047e-28
-0.8818825,1140,0.94521856,,315.97766,-0.57575756,0.0033946196,59.28386,17.399107,19.187965,8.558193,0.14999999,5.5434675,-0.835127,11.856532,5.072132,1.8711206e-07,,42.28771185874939,-0.8732464,17.399107,57,-0.3780591,2.0261057e-06
-0.71033716,1160,0.8712527,,316.14728,-0.2929293,0.86607707,60.06995,17.399107,19.187965,17.230337,0.14999999,5.450815,-0.8524592,11.949184,5.6991158,1.8071556e-07,,43.293779373168945,-0.871691,17.399107,58,-0.27791482,4.6065187
-0.705229,1180,1.0138255,,316.44824,-1.0,1.1103195e-09,58.734802,17.399107,19.187965,17.099041,0.14999999,5.363529,-0.8547316,12.03647,7.678063,1.7464151e-07,,43.951709270477295,-0.8713636,17.399107,59,-0.8180537,5.0003688e-05
-0.52707887,1200,1.2646046,,316.52747,0.33333334,0.58055836,58.27147,17.399107,19.187965,17.320791,0.14999999,5.2754574,-0.87153876,12.124542,6.8336,1.6886865e-07,,44.68097758293152,-0.86595124,17.399107,60,0.48951852,7.235774e-13
-0.9324235,1220,0.87458766,,327.00458,-0.15151516,3.7107167,57.972168,17.399107,19.187965,6.9229198,0.14999999,5.36073,-0.8784386,12.039269,6.0186286,1.6337734e-07,,45.50483179092407,-0.86343974,17.399107,61,-0.025452808,0.0007310377
-0.8164393,1240,1.057354,,332.9533,-0.7777778,7.4467875e-06,57.62007,17.399107,19.187965,11.451186,0.14999999,5.3702154,-0.83564615,12.029784,4.6423044,1.581496e-07,,46.70013785362244,-0.865019,17.399107,62,-0.7903554,2.074926e-05
-0.50779957,1260,0.7953493,,332.99878,0.7171717,7.976679e-05,57.567432,17.399107,19.187965,17.35457,0.14999999,5.285695,-0.85164636,12.114305,7.832258,1.5316883e-07,,47.859846353530884,-0.8587849,17.399107,63,0.7896383,5.154047e-22
-1.1028605,1280,0.911025,,346.9712,-0.3939394,0.18383011,57.252823,17.399107,19.187965,3.4276414,0.14999999,5.421425,-0.86739343,11.978575,5.3401,1.484197e-07,,48.49750876426697,-0.866129,17.399107,64,-0.30959454,2.4218e-13
-0.66259736,1300,0.99962133,,347.2423,0.09090909,5.4453406,56.83182,17.399107,19.187965,17.128883,0.14999999,5.342189,-0.88002944,12.057811,6.6512218,1.4388809e-07,,49.124529123306274,-0.8646709,17.399107,65,-0.028513215,0.14606021
-0.8041458,1320,1.0708523,,352.65234,-0.8181818,1.72423e-06,55.967117,17.399107,19.187965,11.989989,0.14999999,5.343217,-0.81484705,12.056783,4.615195,1.3956085e-07,,49.70303916931152,-0.86414796,17.399107,66,-0.82515955,5.700651e-06
-0.49919006,1340,0.9585904,,352.72522,-0.11111111,4.516404,55.690197,17.399107,19.187965,17.327024,0.14999999,5.264556,-0.8298849,12.135444,5.8189034,1.3542595e-07,,50.90686655044556,-0.85796195,17.399107,67,-0.0934551,5.259101e-05
-0.7257994,1360,1.1856282,,354.49634,1.0,1.6271359e-09,55.52337,17.399107,19.187965,15.62891,0.14999999,5.2131815,-0.77946573,12.186818,14.479133,1.3147212e-07,,53.413928747177124,-0.85693306,17.399107,68,0.8757179,1.5881144e-11
-1.1514566,1380,0.9205551,,369.77393,-0.33333334,0.46129465,55.245842,17.399107,19.187965,2.1224604,0.14999999,5.359042,-0.7940646,12.040957,5.2227335,1.2768895e-07,,56.67902088165283,-0.85959715,17.399107,69,-0.19865595,6.561871e-14
-0.6689022,1400,0.95414656,,370.18628,-1.0,1.0530656e-09,55.20323,17.399107,19.187965,16.987616,0.14999999,5.288375,-0.8017901,12.111625,7.920752,1.2406676e-07,,58.47215127944946,-0.8582562,17.399107,70,-1.1344762,3.2954504e-06
-1.3528112,1420,1.150386,,370.38696,0.45454547,0.06762087,55.082596,17.399107,19.187965,17.199297,0.14999999,5.216717,-0.8159748,12.183283,7.421307,1.2059652e-07,,59.30098366737366,-0.8662215,17.399107,71,0.38817012,4.402385e-24
-0.92063,1440,0.9018419,,380.05408,-0.6363636,0.00065033115,54.72426,17.399107,19.187965,7.7328,0.14999999,5.278529,-0.82900906,12.12147,5.0516887,1.1726989e-07,,60.41307711601257,-0.8654152,17.399107,72,-0.6857543,4.946457e-10
-0.56173277,1460,1.0277735,,380.05566,-0.07070707,5.436385,54.373726,17.399107,19.187965,17.39847,0.14999999,5.2062426,-0.84279335,12.193757,5.800815,1.1407902e-07,,62.29737448692322,-0.8627694,17.399107,73,0.14609414,0.0010422454
-0.9018974,1480,1.0839771,,388.5454,0.1919192,2.6846447,54.308037,17.399107,19.187965,8.910328,0.14999999,5.250613,-0.7845705,12.149386,6.558268,1.1101664e-07,,65.15371584892273,-0.8632345,17.399107,74,-0.02237378,6.2552032
-0.7474783,1500,0.98351175,,394.396,-1.0,1.0123486e-09,54.023617,17.399107,19.187965,11.549442,0.14999999,5.2586126,-0.7623571,12.141387,7.621976,1.0807592e-07,,66.83350968360901,-0.8608838,17.399107,75,-0.93871546,3.3533767e-09
-0.585461,1520,1.0728478,,394.53644,-0.7979798,3.4408106e-06,53.71713,17.399107,19.187965,17.259544,0.14999999,5.191268,-0.77560234,12.208732,4.5662885,1.0525054e-07,,68.55087876319885,-0.8578045,17.399107,76,-0.6090082,3.0755916
-0.6220919,1540,0.88651603,,394.50568,-0.53535354,0.008869433,53.826393,17.430714,19.219707,17.430714,0.14999999,5.123451,-0.7886744,12.276548,5.0528307,1.02534514e-07,,71.14201188087463,-0.85403544,17.430714,77,-0.50207275,4.3917055
-0.6270612,1560,0.93875057,,394.54504,0.7777778,1.02716185e-05,53.46267,17.430714,19.219707,17.360659,0.14999999,5.0582705,-0.8014626,12.341729,9.2083845,9.9922275e-08,,73.32309317588806,-0.8527342,17.430714,78,1.035279,7.738552e-16
-1.516327,1580,0.930211,,411.94507,-0.25252524,1.3729314,53.2816,17.430714,19.219707,,0.14999999,5.2144947,-0.81420153,12.185505,5.33024,9.74086e-08,,75.5538637638092,-0.8622865,17.430714,79,-0.19007877,1.1960948e-15
-0.6831898,1600,1.0637538,,412.53076,-0.01010101,5.945092,52.49685,17.430714,19.219707,16.814348,0.14999999,5.1566343,-0.8095507,12.243365,5.945343,9.49886e-08,,77.76932978630066,-0.8611002,17.430714,80,-0.059565168,2.5639505
-0.7085002,1620,0.9674754,,415.9242,-0.65656567,0.00033485628,52.494854,17.430714,19.219707,14.006543,0.14999999,5.1348658,-0.7502912,12.265134,4.8027973,9.265769e-08,,79.91807413101196,-0.85870105,17.430714,81,-0.6018838,0.00196251
-0.573763,1640,0.9043608,,415.89105,-0.45454547,0.052069165,52.21783,17.43301,19.222141,17.43301,0.14999999,5.071842,-0.7625572,12.328157,5.0563436,9.041153e-08,,81.99052262306213,-0.8557821,17.43301,82,-0.4117958,2.9140134
-0.6062041,1660,1.1549507,,415.96838,0.3939394,0.20051023,52.065937,17.43301,19.222141,17.322697,0.14999999,5.0116673,-0.77404374,12.388332,7.4016595,8.8246054e-08,,84.05255579948425,-0.8540823,17.43301,83,0.4680532,2.645924e-06
-0.994999,1680,0.98353195,,426.25842,-0.21212122,2.0396655,51.822582,17.43301,19.222141,7.110062,0.14999999,5.074505,-0.78360707,12.325495,5.252736,8.6157456e-08,,86.18767595291138,-0.85432136,17.43301,84,-0.34185874,0.0002466235
-0.6105077,1700,0.9356133,,426.51636,-1.0,1.0215953e-09,51.684994,17.43301,19.222141,17.142078,0.14999999,5.0178394,-0.7714499,12.38216,7.786114,8.4142165e-08,,88.26158404350281,-0.8518167,17.43301,85,-0.9992912,0.0003233209
-0.7244057,1720,0.8580239,,426.71033,0.5959596,0.002489751,51.61958,17.43301,19.222141,17.206068,0.14999999,4.961747,-0.78314596,12.438252,8.290797,8.219674e-08,,90.32472920417786,-0.8513294,17.43301,86,0.55605525,1.51128355e-24
-1.0233964,1740,0.94905126,,437.82068,-0.43434343,0.08050881,51.44757,17.43301,19.222141,6.289518,0.14999999,5.032422,-0.79467785,12.367578,4.981617,8.031802e-08,,92.63759994506836,-0.85513216,17.43301,87,-0.66872644,2.527672e-09
-0.56861395,1760,1.0385151,,437.85022,-0.7171717,5.48488e-05,51.681664,17.43301,19.222141,17.370506,0.14999999,4.9755707,-0.80518156,12.424429,4.6580524,7.850298e-08,,94.68781447410583,-0.85260814,17.43301,88,-0.6970125,4.457736
-0.5240144,1780,1.1905686,,437.86914,1.0,1.6884912e-09,51.14548,17.43301,19.222141,17.381039,0.14999999,4.919878,-0.8164805,12.480122,15.357348,7.674878e-08,,96.79998803138733,-0.84864354,17.43301,89,0.9274302,7.227429e-28
-1.2692901,1800,1.0504131,,453.99573,-0.8181818,1.746454e-06,50.820282,17.43301,19.222141,1.273497,0.14999999,5.0443964,-0.82765377,12.355603,4.541945,7.505273e-08,,98.92709708213806,-0.851897,17.43301,90,-0.8479947,3.697792e-29
-0.50734395,1820,0.97567934,,454.06592,0.15151516,3.8220956,50.69082,17.43301,19.222141,17.329752,0.14999999,4.9897346,-0.83870363,12.410265,6.9221935,7.3412274e-08,,101.05534625053406,-0.8477126,17.43301,91,0.1685642,1.0083807e-09
-0.90293133,1840,0.9815362,,462.61987,-0.61616164,0.0011231373,50.361874,17.43301,19.222141,8.845955,0.14999999,5.0284777,-0.80848974,12.371522,4.65341,7.182504e-08,,103.10048651695251,-0.8487601,17.43301,92,-0.5951432,7.4804693e-06
-0.52827907,1860,0.93526286,,462.63953,-1.0,1.0716543e-09,50.12979,17.43301,19.222141,17.380348,0.14999999,4.974619,-0.81928843,12.425381,7.7266145,7.028872e-08,,105.28074288368225,-0.8456316,17.43301,93,-1.2249535,0.11813081
-2.1411679,1880,1.0117303,,462.83984,-0.09090909,4.968556,49.86091,17.43301,19.222141,17.199678,0.14999999,4.923828,-0.8299837,12.4761715,5.7629585,6.880116e-08,,107.48752522468567,-0.8603015,17.43301,94,-0.25545257,8.769933e-12
-0.6679429,1900,0.9473587,,463.28552,-0.3131313,0.6163849,50.178417,17.43301,19.222141,16.954378,0.14999999,4.876689,-0.78905845,12.523311,5.126463,6.736033e-08,,109.02506518363953,-0.85833305,17.43301,95,-0.36112934,4.817209
-0.6044781,1920,0.95733756,,463.43396,-0.5151515,0.014342505,49.583107,17.43301,19.222141,17.251526,0.14999999,4.8274374,-0.79306245,12.572562,4.7305565,6.5964315e-08,,111.71722626686096,-0.8563645,17.43301,96,-0.22035876,2.8733702
-0.6440831,1940,0.99753124,,463.77087,-0.25252524,1.3580127,49.53692,17.43301,19.222141,17.063055,0.14999999,4.781143,-0.8032758,12.618856,4.981654,6.461123e-08,,113.37248802185059,-0.85472137,17.43301,97,-0.18464369,4.9494257
-0.6257827,1960,0.96349025,,464.5266,-1.0,1.0507923e-09,49.501205,17.43301,19.222141,16.644283,0.14999999,4.7400675,-0.7996293,12.659932,7.663611,6.329935e-08,,114.72877550125122,-0.85253936,17.43301,98,-0.9760782,1.9079116e-06
-0.651279,1980,1.1214255,,464.69995,0.33333334,0.5457894,49.462402,17.43301,19.222141,17.226738,0.14999999,4.693939,-0.8097817,12.70606,7.481261,6.2027055e-08,,116.62072110176086,-0.8510681,17.43301,99,0.1346155,1.4470311e-16
-0.91545624,2000,0.94427973,,473.16028,0.7979798,5.1524325e-06,49.03537,17.43301,19.222141,8.939665,0.14999999,4.7316027,-0.8143341,12.668397,9.721752,6.079271e-08,,117.9413115978241,-0.8507535,17.43301,100,0.83325475,0.00037623296
-1.2304688,2020,1.0241677,,487.7771,-0.7979798,3.6124611e-06,48.82995,17.43301,19.222141,2.7831697,0.14999999,4.8294764,-0.8242844,12.570523,4.5132494,5.9594853e-08,,119.2449119091034,-0.8553173,17.43301,101,-0.55375016,1.8994748e-25
-0.5604876,2040,1.032615,,487.792,0.030303031,6.039097,48.832153,17.43301,19.222141,17.385101,0.14999999,4.782275,-0.83413666,12.617724,6.173177,5.8432047e-08,,120.52014303207397,-0.8523078,17.43301,102,-0.06831772,0.0023774346
-0.72775483,2060,1.0392008,,490.43433,-0.21212122,2.0453138,48.907482,17.43301,19.222141,14.757642,0.14999999,4.7614985,-0.7863725,12.638501,5.079998,5.7302962e-08,,122.34816884994507,-0.8509461,17.43301,103,-0.070991874,3.4777758
-0.7017621,2080,0.8824035,,492.8932,0.57575756,0.004165397,48.541897,17.43301,19.222141,14.941145,0.14999999,4.739357,-0.77637154,12.660643,8.326395,5.6206275e-08,,124.52546858787537,-0.84926033,17.43301,104,0.80989945,0.0004928649
-1.2330321,2100,0.9623792,,507.16064,-0.5959596,0.0019008886,48.340637,17.43301,19.222141,3.1325731,0.14999999,4.830101,-0.78590095,12.569899,4.724425,5.5140777e-08,,126.635986328125,-0.854195,17.43301,105,-0.45643452,7.6864063e-19
