ReturnStepMax,LQGmu1_higher,ReturnMin,TimestepsSoFar,LQGsigma_higher,IWMin,DenMISEMeanLog,DenMISELogFirst,Regret/t,ReturnAbsMax,Iteration,DenMISELogLast,ReturnMax,IWMean,ReturnLastEpisode,TimeElapsed,Regret,IWMax,Delta,Bound,IWFirstEpisode,IWLastEpisode,LQGmu1_actor,ReturnMean
19.200388,-0.61616164,,1160,0.14999999,,-0.86821663,-0.970118,4.635667,17.411356,58,-1.0601876,17.411356,1.0563155,8.153217,49.64888000488281,268.86865,4.813043,1.8071556e-07,59.90888,7.216686e-05,2.3337195e-08,-0.51200294,12.764333
19.200388,0.37373737,,1180,0.14999999,,-0.8612284,-0.98721117,4.556897,17.41175,59,-0.49188465,17.41175,0.9579707,17.41175,51.54022812843323,268.85693,7.7204294,1.7464151e-07,59.823593,1.3956791,1.166526e-07,0.2006721,12.843102
19.200388,-0.41414142,,1200,0.14999999,,-0.8647851,-0.9806382,4.6253157,17.41175,60,-0.99679303,17.41175,1.2340792,8.738015,54.22011399269104,277.51898,4.3953624,1.6886865e-07,59.300907,0.0187198,0.0016206489,-0.5802564,12.774684
19.200388,-1.0,,1220,0.14999999,,-0.8555103,-0.99685556,4.549946,17.41175,61,-0.5074435,17.41175,0.9925667,17.372276,57.292454957962036,277.54675,8.3197565,1.6337734e-07,59.288086,1.3238503e-11,0.08807287,-0.71254766,12.850054
19.200388,-0.67676765,,1240,0.14999999,,-0.8521121,-1.0131161,4.4769,17.41175,62,-0.6008175,17.41175,1.0998284,17.378908,58.79392194747925,277.56775,4.779246,1.581496e-07,59.099113,1.0013421e-05,4.7140617,-0.80753255,12.9230995
19.200388,-0.15151516,,1260,0.14999999,,-0.846701,-1.0291163,4.4068565,17.41175,63,-0.5897172,17.41175,0.8808147,17.335768,60.92064094543457,277.63196,5.8633795,1.5316883e-07,57.99191,1.7695868,0.0003369309,-0.12491881,12.993143
19.200388,-0.8181818,,1280,0.14999999,,-0.8470519,-1.0171632,4.359314,17.41175,64,-0.7320376,17.41175,1.0059507,16.035923,62.75900363922119,278.9961,4.9027653,1.484197e-07,57.92099,4.8042075e-08,0.00012715749,-0.76634645,13.040686
19.200388,0.7979798,,1300,0.14999999,,-0.8424343,-1.0326674,4.2927094,17.41175,65,-0.53409463,17.41175,1.1138364,17.369936,65.32064533233643,279.02612,8.744045,1.4388809e-07,57.13498,0.00016158145,1.09566106e-23,0.60510373,13.10729
19.200388,-0.53535354,,1320,0.14999999,,-0.8444136,-1.0479324,4.403866,17.41175,66,-1.0427045,17.41175,1.1490065,5.7709794,68.68516540527344,290.6552,4.3167105,1.3956085e-07,57.077896,0.00089211593,2.1143157e-12,-0.22212863,12.996134
19.200388,-0.21212122,,1340,0.14999999,,-0.83934814,-1.0629567,4.347146,17.41175,67,-0.63592726,17.41175,1.066715,16.79641,72.2825779914856,291.25873,5.0642424,1.3542595e-07,57.11658,0.8505298,5.0122414,0.1631831,13.052854
19.200388,0.09090909,,1360,0.14999999,,-0.84254557,-1.0651572,4.4087725,17.41175,68,-1.102025,17.41175,0.71208525,8.862207,76.47600674629211,299.7965,7.6923714,1.3147212e-07,57.408337,7.6923714,7.1286936,0.093516745,12.991227
19.200388,0.3131313,,1380,0.14999999,,-0.8487476,-0.97258633,4.4662533,17.41175,69,-0.9648908,17.41175,0.8988093,9.025029,80.69564747810364,308.1715,7.8094745,1.2768895e-07,56.242603,2.630295,2.389973,0.1829138,12.933746
19.200388,-0.7979798,,1400,0.14999999,,-0.8522959,-0.9495635,4.5253067,17.41175,70,-0.9721361,17.41175,1.011055,8.8000345,83.80617260932922,316.77148,4.8766212,1.2406676e-07,55.846752,1.0172525e-07,3.6415906e-09,-0.71220857,12.874693
19.200388,0.57575756,,1420,0.14999999,,-0.84769374,-0.9637481,4.461956,17.41175,71,-0.518821,17.41175,1.1877762,17.372606,86.81702423095703,316.79895,7.9148207,1.2059652e-07,55.78276,0.04830443,4.3705267e-16,0.7788577,12.938044
19.200388,1.0,,1440,0.14999999,,-0.849233,-0.97705424,4.5919056,17.41175,72,-1.1079236,17.41175,0.8904938,3.5815945,89.81241917610168,330.6172,15.776117,1.1726989e-07,55.75513,1.2004513e-07,2.7165194,1.0450196,12.808094
19.200388,-0.01010101,,1460,0.14999999,,-0.86017925,-0.9908476,4.7673597,17.41175,73,-1.4881842,17.41175,0.81784236,,92.73005294799805,348.0172,5.7451515,1.1407902e-07,54.8769,5.3982778,2.1226619e-10,0.06655852,12.63264
19.200388,-0.6363636,,1480,0.14999999,,-0.8634407,-0.9331107,4.8155804,17.41175,74,-0.9041682,17.41175,1.0877174,9.06432,95.74466347694397,356.35297,4.576841,1.1101664e-07,54.87965,3.6141068e-05,0.00011192943,-0.45852086,12.584419
19.200388,-0.37373737,,1500,0.14999999,,-0.85782087,-0.9465332,4.751787,17.41175,75,-0.51281905,17.41175,1.1430293,17.368925,98.79157328605652,356.3841,4.5923433,1.0807592e-07,55.18506,0.044140562,3.7858176,-0.53954244,12.648212
19.202291,-1.0,,1520,0.14999999,,-0.85118854,-0.9591901,4.6890755,17.414326,76,-0.4777758,17.414326,0.8818855,17.414326,101.82646489143372,356.3698,9.002676,1.0525054e-07,54.704506,1.2749156e-11,0.038556732,-1.0426829,12.710924
19.202291,-0.4949495,,1540,0.14999999,,-0.854472,-0.97226214,4.630945,17.414326,77,-0.9601847,17.414326,1.1348463,17.187002,104.85281562805176,356.5827,4.333194,1.02534514e-07,53.97156,0.0025086335,0.008839131,-0.32284212,12.769054
19.202291,0.1919192,,1560,0.14999999,,-0.8486841,-0.985133,4.57417,17.414326,78,-0.5218214,17.414326,0.85520035,17.19748,107.86488103866577,356.78522,7.5234547,9.9922275e-08,53.528046,5.96898,0.0124202715,0.012534335,12.8258295
19.202291,-0.23232323,,1580,0.14999999,,-0.85114324,-0.9241334,4.6168222,17.414326,79,-0.8770867,17.414326,1.0408338,9.45628,110.89342880249023,364.72894,5.0347424,9.74086e-08,53.532654,0.5529484,1.6869627,-0.3434392,12.783177
19.202291,-1.0,,1600,0.14999999,,-0.846295,-0.9297372,4.5612144,17.414326,80,-0.4878968,17.414326,0.90326786,17.23171,113.91682648658752,364.89722,8.472829,9.49886e-08,53.269028,1.2379127e-11,0.00029952783,-1.1567271,12.838785
19.202291,-0.3939394,,1620,0.14999999,,-0.85671335,-0.9421598,4.50737,17.414326,81,-1.5689979,17.414326,1.1580251,17.200377,116.93870687484741,365.09705,4.2594,9.265769e-08,52.93696,0.02839246,3.0963132e-05,-0.35750553,12.89263
19.202291,0.7171717,,1640,0.14999999,,-0.8500876,-0.9540794,4.4542246,17.414326,82,-0.45455924,17.414326,1.1623213,17.25053,119.95045685768127,365.24634,8.628433,9.041153e-08,52.442413,0.0015690889,2.9922786e-11,0.6397003,12.945775
19.202291,-0.7777778,,1660,0.14999999,,-0.85125864,-0.9661816,4.545391,17.414326,83,-1.0714256,17.414326,0.96018356,5.378879,122.96625137329102,377.26746,4.8227205,8.8246054e-08,52.332108,2.3010767e-07,3.154555e-19,-0.78451806,12.854609
19.202291,0.45454547,,1680,0.14999999,,-0.8484315,-0.97815776,4.4918575,17.414326,84,-0.5604197,17.414326,0.9950067,17.351519,125.95758152008057,377.31604,7.93598,8.6157456e-08,52.08933,0.45200247,7.0999166e-15,0.5667648,12.908142
19.202291,-0.05050505,,1700,0.14999999,,-0.8509236,-0.9846257,4.5710096,17.414326,85,-1.0292201,17.414326,0.87136215,6.1800356,128.99309015274048,388.5359,6.14715,8.4142165e-08,52.04626,4.2247114,0.0015651777,0.27432075,12.82899
19.202291,-1.0,,1720,0.14999999,,-0.8545852,-0.94781494,4.622284,17.414326,86,-1.0228168,17.414326,0.9314964,8.419511,132.02573943138123,397.51648,8.21381,8.219674e-08,52.071743,1.2604951e-11,1.5734249e-15,-0.98404056,12.777716
19.202291,-0.37373737,,1740,0.14999999,,-0.8542793,-0.9593758,4.57135,17.414326,87,-0.73591083,17.414326,1.1424929,17.20899,135.01854872703552,397.7074,4.388858,8.031802e-08,51.71906,0.0447111,0.0014116178,-0.5264825,12.8286495
19.202291,-0.61616164,,1760,0.14999999,,-0.84862614,-0.97029066,4.519721,17.414326,88,-0.48303762,17.414326,1.0659264,17.371931,138.0800769329071,397.73547,4.515884,7.850298e-08,51.9385,7.217939e-05,3.6056435,-0.46353847,12.880279
19.202291,1.0,,1780,0.14999999,,-0.8434666,-0.98158944,4.4695415,17.414326,89,-0.4424843,17.414326,0.90732294,17.346313,141.1434714794159,397.78918,15.931733,7.674878e-08,51.38329,1.2059074e-07,8.8125334e-21,1.0726261,12.930458
19.202291,-0.4949495,,1800,0.14999999,,-0.85406876,-0.9927627,4.6132126,17.414326,90,-1.6596353,17.414326,1.136867,,144.17395853996277,415.1892,4.2022414,7.505273e-08,51.084038,0.002560593,2.6932614e-23,-0.50730944,12.786787
19.202291,0.21212122,,1820,0.14999999,,-0.8480052,-1.0037841,4.562581,17.414326,91,-0.4256712,17.414326,0.8624033,17.394379,147.22404527664185,415.19495,7.65547,7.3412274e-08,50.723774,5.562708,4.1164367e-05,0.069957405,12.837419
19.202291,-1.0,,1840,0.14999999,,-0.85069746,-0.95538,4.6036396,17.414326,92,-0.9395854,17.414326,0.92848796,9.060095,150.29008626937866,423.5348,8.020423,7.182504e-08,50.706463,1.27006634e-11,6.0860886e-11,-1.0811752,12.79636
19.202291,-0.45454547,,1860,0.14999999,,-0.85399514,-0.96619093,4.5562496,17.414326,93,-1.064169,17.414326,1.1572869,17.203457,152.52818179130554,423.7312,4.136442,7.028872e-08,50.268692,0.0070334566,0.0012513465,-0.5472924,12.84375
19.202291,-0.7777778,,1880,0.14999999,,-0.8480106,-0.97681063,4.5077696,17.414326,94,-0.43473768,17.414326,0.9505096,17.400976,155.61825609207153,423.73035,4.804258,6.880116e-08,50.25389,2.3256646e-07,1.26162,-0.8725877,12.89223
19.202291,0.5959596,,1900,0.14999999,,-0.8459822,-0.9873927,4.461219,17.414326,95,-0.5946523,17.414326,1.1727017,17.31446,158.72072553634644,423.8158,8.347034,6.736033e-08,50.096966,0.032052968,7.403677e-21,0.5027382,12.938781
19.202291,-1.0,,1920,0.14999999,,-0.8467245,-0.9975267,4.5251265,17.414326,96,-1.0580794,17.414326,0.9619406,6.8034916,161.76506209373474,434.4121,7.680648,6.5964315e-08,49.93918,1.32473945e-11,1.231003e-21,-0.8888624,12.874873
19.202291,0.030303031,,1940,0.14999999,,-0.84466827,-1.0078895,4.4795666,17.414326,97,-0.58839834,17.414326,0.8687722,17.294258,165.78131127357483,434.51794,6.954043,6.461123e-08,49.813244,6.4848843,3.3618125e-08,0.12219429,12.920433
19.202291,-0.61616164,,1960,0.14999999,,-0.84740597,-0.9534314,4.5198917,17.414326,98,-0.9651425,17.414326,1.058227,8.968707,170.10773515701294,442.94934,4.380104,6.329935e-08,49.635445,7.097265e-05,3.824279e-05,-0.5756093,12.880108
19.202291,-0.23232323,,1980,0.14999999,,-0.84285605,-0.96358305,4.4743195,17.414326,99,-0.4442905,17.414326,0.9521048,17.391743,174.02621483802795,442.95764,5.169425,6.2027055e-08,49.43675,0.575198,0.30230647,-0.039212346,12.92568
19.202291,0.37373737,,2000,0.14999999,,-0.8435397,-0.96784014,4.469406,17.414326,100,-0.85225385,17.414326,0.938896,13.416845,177.59573340415955,446.94067,7.8625646,6.079271e-08,49.2579,1.3689035,0.14099026,0.21078505,12.9305935
19.202291,-0.8181818,,2020,0.14999999,,-0.84592897,-0.96419424,4.5112925,17.414326,101,-1.0052761,17.414326,0.9553076,8.70013,180.59630036354065,455.6405,4.7820377,5.9594853e-08,49.167828,4.5563556e-08,4.397423e-10,-0.756853,12.888707
19.202291,0.8181818,,2040,0.14999999,,-0.84335345,-0.9740466,4.467453,17.414326,102,-0.52772015,17.414326,0.9989406,17.360378,183.60949802398682,455.68018,9.509544,5.8432047e-08,49.059998,8.088937e-05,5.1577588e-24,0.91692096,12.932547
19.202291,-0.5555556,,2060,0.14999999,,-0.8479643,-0.98380196,4.5789347,17.414326,103,-1.2917603,17.414326,1.1024922,1.4499702,185.6119167804718,471.63025,4.2247906,5.7302962e-08,48.87931,0.00046753493,1.14994116e-20,-0.5872668,12.821065
19.202291,0.09090909,,2080,0.14999999,,-0.8431959,-0.99345934,4.534955,17.414326,104,-0.44335452,17.414326,0.97344303,17.394817,187.50614619255066,471.63538,7.1601524,5.6206275e-08,48.860996,7.1601524,0.00015088895,0.06090281,12.865045
19.202291,-0.67676765,,2100,0.14999999,,-0.8443221,-0.9364477,4.5710907,17.414326,105,-0.9150525,17.414326,1.0419312,9.070883,189.54661226272583,479.9646,4.3838224,5.5140777e-08,48.33629,9.274405e-06,3.72015e-05,-0.49927706,12.828909
