ReturnStepMax,LQGmu1_higher,ReturnMin,TimestepsSoFar,LQGsigma_higher,IWMin,DenMISEMeanLog,DenMISELogFirst,Regret/t,ReturnAbsMax,Iteration,DenMISELogLast,ReturnMax,IWMean,ReturnLastEpisode,TimeElapsed,Regret,IWMax,Delta,Bound,IWFirstEpisode,IWLastEpisode,LQGmu1_actor,ReturnMean
9.894448,1.0,,20,0.14999999,,0.06478553,0.06478553,8.391448,9.008552,1,0.06478553,9.008552,4.235253e-08,9.008552,0.04234671592712402,8.391448,4.235253e-08,0.0006079271,20396592000000.0,4.235253e-08,4.235253e-08,1.1606165,9.008552
9.894448,-1.0,,40,0.14999999,,-0.4583044,-0.6283616,12.895723,9.008552,2,-0.2882472,9.008552,4.579035e-12,,1.0999221801757812,25.791447,9.15807e-12,0.00015198177,3064947000.0,9.15807e-12,,-0.93870485,4.504276
19.04794,0.45454547,,60,0.14999999,,-0.6438202,-1.0338267,8.644373,17.25833,3,-0.20392159,17.25833,0.15932024,17.25833,1.8526241779327393,25.933117,0.47787854,6.754746e-05,54253.234,0.47787854,6.0172473e-19,0.4892797,8.755627
19.04794,-0.5555556,,80,0.14999999,,-0.769505,-1.1736985,9.102017,17.25833,4,-0.43135095,17.25833,0.041776642,6.9250484,2.440831422805786,36.40807,0.16654126,3.7995444e-05,6054.8237,0.000565308,1.1922052e-10,-0.67595184,8.297982
19.17164,0.17171717,,100,0.14999999,,-0.9513381,-1.3967009,7.2851267,17.382437,5,-0.8270295,17.382437,2.04308,17.382437,3.925518035888672,36.425636,9.671149,2.4317082e-05,403.13663,9.671149,7.068793e-07,0.0879642,10.114873
19.17164,0.7171717,,120,0.14999999,,-0.8321552,-0.50257736,7.4652386,17.382437,6,-0.5044017,17.382437,0.31379434,9.0342045,5.1422483921051025,44.791428,1.7464195,1.6886865e-05,369.19763,0.0009989938,0.00066531915,0.8293553,9.934761
19.17164,-0.7777778,,140,0.14999999,,-0.9038797,-0.65656155,8.478461,17.382437,7,-0.68726987,17.382437,1.5529126,2.8421977,6.210341691970825,59.349228,6.7616806,1.2406674e-05,243.24391,1.6883592e-07,6.2513933e-25,-0.61958456,8.921538
19.17164,-0.33333334,,160,0.14999999,,-0.85009444,-0.79009295,7.422863,17.382437,8,-0.67667496,17.382437,0.17654522,17.36632,7.180207252502441,59.382904,0.847023,9.498861e-06,233.561,0.08565138,0.847023,-0.34632874,9.977137
19.17164,0.05050505,,180,0.14999999,,-0.9210663,-0.89722645,6.6188755,17.382437,9,-0.71671927,17.382437,1.4118862,17.213034,8.181283712387085,59.56987,6.313194,7.505273e-06,123.59653,6.139718,0.16454205,-0.42563286,10.781124
19.17164,-0.47474748,,200,0.14999999,,-0.89635086,-0.48248994,5.9617386,17.382437,10,-0.80527055,17.382437,1.5937427,17.352497,8.988543510437012,59.617386,5.6397886,6.0792704e-06,124.5958,0.0026052818,5.6397886,-0.46966648,11.438261
19.184364,0.85858583,,220,0.14999999,,-0.81996673,-0.5775396,5.420046,17.396875,11,-0.43254584,17.396875,1.00393,17.396875,9.465188026428223,59.6205,8.153508,5.0241906e-06,119.40132,1.4520379e-05,3.853665e-17,0.73708373,11.979954
19.184364,0.33333334,,240,0.14999999,,-0.82906955,-0.66454965,6.071862,17.396875,12,-0.7660862,17.396875,0.6570334,4.158164,10.657063245773315,72.862335,4.7848387,4.221716e-06,120.08063,1.5857931,0.15285365,0.49346673,11.328137
19.184364,-0.7171717,,260,0.14999999,,-0.8621709,-0.6204744,6.4134417,17.396875,13,-0.878832,17.396875,1.2009264,6.887584,11.397656917572021,83.37474,5.970275,3.5972016e-06,116.503525,1.6083703e-06,4.5873414e-14,-0.6338572,10.986558
19.18788,0.5959596,,280,0.14999999,,-0.8323348,-0.6945823,5.9554186,17.398891,14,-0.5238257,17.398891,1.2057596,17.398891,12.507385492324829,83.375854,5.461272,3.1016684e-06,113.877304,0.023916755,1.1367945e-14,0.42913535,11.444581
19.18788,-1.0,,300,0.14999999,,-0.81878716,-0.76186824,6.223193,17.398891,15,-0.7044517,17.398891,0.554911,7.427966,13.490928411483765,93.3479,7.397482,2.7018984e-06,111.54838,1.0466108e-11,1.04546136e-19,-0.72811496,11.176806
19.18788,-0.23232323,,320,0.14999999,,-0.84031236,-0.8264068,5.838031,17.398891,16,-0.6570526,17.398891,0.659006,17.339403,14.468785047531128,93.40849,4.946612,2.3747152e-06,110.40723,0.50146717,0.02177052,-0.26590037,11.561969
19.18788,-0.5959596,,340,0.14999999,,-0.8552213,-0.85617083,5.5112143,17.398891,17,-0.72608656,17.398891,1.6168903,17.117846,15.492589950561523,93.69064,5.2415037,2.103554e-06,101.32546,0.000121685756,0.48840934,-0.14410591,11.888785
19.18788,-0.35353535,,360,0.14999999,,-0.82783574,-0.9133221,5.2565775,17.398891,18,-0.8407318,17.398891,1.2490466,16.472256,16.487217903137207,94.61838,5.25303,1.8763183e-06,93.87576,0.06490406,2.3261886,-0.35864148,12.143422
19.18788,1.0,,380,0.14999999,,-0.80057967,-0.96379,4.9872417,17.398891,19,-0.46963292,17.398891,1.0762813,17.260809,17.49728012084961,94.7576,15.1078825,1.6840087e-06,93.28308,1.18463284e-07,6.5155627e-18,0.9306363,12.412758
19.18788,-0.05050505,,400,0.14999999,,-0.8106478,-1.0150833,5.546916,17.398891,20,-0.8728957,17.398891,0.87179977,1.2192596,18.594639778137207,110.938324,4.9930344,1.5198176e-06,91.33874,4.3553658,3.2621224e-09,-0.24721545,11.853084
19.18788,-0.85858583,,420,0.14999999,,-0.8091998,-0.86685354,5.3032837,17.398891,21,-0.5993767,17.398891,0.74785376,16.969353,19.56644868850708,111.36896,6.368312,1.3785193e-06,91.030815,7.627516e-09,0.0011962943,-1.2022605,12.096716
19.18788,0.27272728,,440,0.14999999,,-0.8864297,-0.91337353,5.0715885,17.398891,22,-2.2157593,17.398891,0.75853926,17.194,20.72916555404663,111.57495,4.5701995,1.2560477e-06,88.47577,3.4883046,2.4576967e-20,0.44227278,12.328411
19.18788,0.53535354,,460,0.14999999,,-0.9012292,-0.8106481,5.2891836,17.398891,23,-0.95441145,17.398891,1.281675,7.3237357,21.808905839920044,121.651215,6.989121,1.1492007e-06,87.00878,0.093462735,5.697679,0.5770703,12.110816
19.18788,-0.25252524,,480,0.14999999,,-0.89112586,-0.8491523,5.5407724,17.398891,24,-0.826301,17.398891,1.2369336,6.0727115,23.049541234970093,132.97852,5.5280695,1.055429e-06,85.571846,0.37629515,1.3854418e-06,-0.6660334,11.859227
19.18788,-0.6363636,,500,0.14999999,,-0.87723786,-0.874417,5.319931,17.398891,25,-0.7041404,17.398891,1.317222,17.38024,24.51807737350464,132.99829,5.3130207,9.726833e-07,85.00046,3.408086e-05,5.2738457,-0.7369157,12.080069
19.18788,-1.0,,520,0.14999999,,-0.8578878,-0.9136363,5.1166267,17.398891,26,-0.608701,17.398891,0.80969775,17.365988,25.20279288291931,133.03229,11.599937,8.993004e-07,84.93592,1.2181421e-11,1.0500185,-0.8334221,12.283373
19.18788,0.7777778,,540,0.14999999,,-0.8608349,-0.9513767,4.9296083,17.398891,27,-0.6623174,17.398891,1.006887,17.332876,25.76059103012085,133.09943,7.763294,8.3391916e-07,81.539116,0.0002755819,4.558585e-25,0.80638963,12.470391
19.18788,-0.75757575,,560,0.14999999,,-0.8646833,-0.9877341,5.261256,17.398891,28,-0.90181273,17.398891,1.2226312,3.184223,26.232027530670166,147.31516,5.0123954,7.754171e-07,79.769936,5.1368914e-07,1.6228193e-23,-0.9172625,12.138743
19.18788,-0.43434343,,580,0.14999999,,-0.8530968,-1.0228254,5.0842457,17.398891,29,-0.68925875,17.398891,1.142874,17.272053,26.814907550811768,147.44312,5.110613,7.2286224e-07,78.7159,0.012165583,0.029747104,-0.40845788,12.315754
19.18788,0.11111111,,600,0.14999999,,-0.8392135,-1.0563076,4.919018,17.398891,30,-0.53270894,17.398891,0.6381073,17.272589,27.33674645423889,147.57056,7.6364365,6.754746e-07,77.38031,7.6364365,0.011242632,-0.099222,12.480982
19.18788,-0.15151516,,620,0.14999999,,-0.8515715,-0.8623221,4.8067675,17.398891,31,-0.82026786,17.398891,0.94799757,15.960746,27.809712886810303,149.00977,5.8363647,6.325984e-07,75.93886,1.4977319,5.684147,-0.2522703,12.593232
19.18788,-1.0,,640,0.14999999,,-0.8459848,-0.8468877,4.668644,17.398891,32,-0.5822239,17.398891,0.8263229,17.0132,28.42577290534973,149.3966,9.779825,5.936788e-07,74.70224,1.1394859e-11,1.913421e-05,-1.0207976,12.731356
19.18788,0.43434343,,660,0.14999999,,-0.853596,-0.8776594,4.53319,17.398891,33,-0.87021655,17.398891,1.1169024,17.201355,28.908740520477295,149.59528,7.6213875,5.582434e-07,74.651,0.5555712,2.3302403e-20,0.45683092,12.86681
19.18788,1.0,,680,0.14999999,,-0.85329944,-0.890817,4.699725,17.398891,34,-0.87808037,17.398891,0.94542223,7.204562,29.373753309249878,159.79065,14.615842,5.258885e-07,73.56882,1.1012662e-07,0.009095097,0.9182133,12.700274
19.18788,-0.41414142,,700,0.14999999,,-0.86253023,-0.9198045,5.02178,17.398891,35,-1.0264996,17.398891,1.2075558,1.4283773,29.917569875717163,175.7623,5.1021767,4.9626703e-07,73.589355,0.017614951,5.4762225e-17,-0.4627166,12.37822
19.18788,-0.7979798,,720,0.14999999,,-0.84935987,-0.9474722,4.882369,17.398891,36,-0.55069196,17.398891,1.0778776,17.397026,30.55375361442566,175.76526,5.2222676,4.6907957e-07,72.07535,1.01512626e-07,0.37948674,-0.86317265,12.517631
19.18788,0.65656567,,740,0.14999999,,-0.8419908,-0.9748712,4.7526274,17.398891,37,-0.61573625,17.398891,1.0935192,17.31806,31.711185216903687,175.84723,6.809705,4.4406656e-07,70.540085,0.007726855,2.5250148e-22,0.67879695,12.647372
19.18788,-0.57575756,,760,0.14999999,,-0.84262305,-1.0013306,4.956255,17.398891,38,-0.9126674,17.398891,1.1371381,4.909545,32.825127840042114,188.3377,4.6575193,4.2100217e-07,70.232956,0.00026109192,4.2798195e-15,-0.4942236,12.443745
19.18788,-0.25252524,,780,0.14999999,,-0.8316551,-1.0272993,4.8300924,17.398891,39,-0.5195267,17.398891,1.1031812,17.36406,33.93666338920593,188.3736,5.310789,3.996891e-07,69.57941,0.44967306,1.2208266,-0.34421262,12.569907
19.18788,-1.0,,800,0.14999999,,-0.8224014,-1.041153,4.7143726,17.398891,40,-0.52585274,17.398891,0.8975353,17.198679,34.68609976768494,188.57492,9.220567,3.799544e-07,68.89236,1.3838128e-11,0.00031821328,-1.2501019,12.685627
19.18788,-0.43434343,,820,0.14999999,,-0.8662367,-1.0658456,4.6045303,17.398891,41,-2.4707723,17.398891,1.2392253,17.189205,35.31581211090088,188.7857,4.5391603,3.6164613e-07,67.62764,0.01270037,1.1898594e-05,-0.6881859,12.795469
19.200388,0.25252524,,840,0.14999999,,-0.85418856,-1.0896333,4.494627,17.411356,42,-0.56238705,17.411356,0.58542645,17.411356,35.9155592918396,188.77435,4.802968,3.4462983e-07,67.43595,4.802968,1.3444307e-08,0.3525063,12.905373
19.200388,-0.01010101,,860,0.14999999,,-0.866529,-1.0048869,4.6093273,17.411356,43,-0.95958924,17.411356,0.61047596,7.9733024,36.58652138710022,198.20111,5.873241,3.2878697e-07,66.787056,5.4746003,0.37377632,-0.11974848,12.790672
19.200388,-0.7171717,,880,0.14999999,,-0.8727625,-0.9080366,4.5448065,17.411356,44,-0.7346649,17.411356,1.1318746,15.629573,37.1019070148468,199.9715,4.9671144,3.140119e-07,66.82741,2.144235e-06,0.0019920552,-0.57125616,12.855193
19.200388,-1.0,,900,0.14999999,,-0.8624199,-0.9305094,4.44462,17.411356,45,-0.5051315,17.411356,0.9561276,17.363552,37.722246408462524,200.00793,8.590266,3.0021093e-07,65.36499,1.2388694e-11,0.07415449,-0.90247244,12.9553795
19.200388,0.8181818,,920,0.14999999,,-0.858891,-0.9524883,4.350296,17.411356,46,-0.60972935,17.411356,1.0986273,17.294296,38.848440170288086,200.11359,8.669425,2.8730017e-07,65.27454,7.916416e-05,1.3073854e-28,0.6804092,13.049704
19.200388,0.47474748,,940,0.14999999,,-0.86143714,-0.97399276,4.5239162,17.411356,47,-1.0149306,17.411356,1.2314014,4.889593,40.18137741088867,212.62408,7.5605574,2.7520463e-07,65.22391,0.32524467,2.8667655,0.6564164,12.876083
19.200388,-0.5555556,,960,0.14999999,,-0.8601801,-0.9881499,4.6842175,17.411356,48,-0.9680561,17.411356,1.185925,5.1816173,41.341164112091064,224.8424,4.6679826,2.6385726e-07,64.780754,0.0004695721,4.6680057e-14,-0.40909708,12.715782
19.200388,-0.25252524,,980,0.14999999,,-0.8503687,-1.0087594,4.590166,17.411356,49,-0.5371969,17.411356,1.1033727,17.324287,42.27172660827637,224.91815,5.3132563,2.531974e-07,64.84725,0.44141296,2.6395445,-0.06773624,12.809834
19.200388,-0.07070707,,1000,0.14999999,,-0.8489743,-1.019994,4.565892,17.411356,50,-0.85329986,17.411356,0.8266457,14.023533,42.813233613967896,228.29462,6.241904,2.4317083e-07,62.83166,3.7797492,6.241904,-0.4193496,12.834107
19.200388,-0.41414142,,1020,0.14999999,,-0.84631234,-0.96692264,4.4784985,17.411356,51,-0.51634914,17.411356,1.2474511,17.291159,43.57873463630676,228.40338,4.4613705,2.3372819e-07,63.06885,0.018464802,4.454558,-0.27760756,12.921501
19.200388,-0.83838385,,1040,0.14999999,,-0.83594644,-0.9859788,4.397587,17.411356,52,-0.5240659,17.411356,0.9775599,17.128975,44.345240354537964,228.6745,5.251313,2.248251e-07,62.666573,2.0185414e-08,0.0041444832,-0.95181626,13.002413
19.200388,1.0,,1060,0.14999999,,-0.8346709,-1.0050269,4.3175573,17.411356,53,-0.72152776,17.411356,0.82538074,17.24395,45.12543773651123,228.8305,15.302159,2.1642118e-07,62.468925,1.2345046e-07,9.373197e-37,1.1237675,13.082442
19.200388,-1.0,,1080,0.14999999,,-0.8571628,-1.0237191,4.559825,17.411356,54,-1.8208802,17.411356,0.9686296,,45.92633008956909,246.23053,8.528901,2.0847979e-07,61.389595,1.3598976e-11,,-1.1181128,12.840175
19.200388,0.6363636,,1100,0.14999999,,-0.86584294,-1.0420682,4.4805775,17.411356,55,-1.265148,17.411356,1.2398266,17.198784,46.72363901138306,246.43176,7.868781,2.0096763e-07,61.211155,0.013464994,1.8480244e-29,0.7221309,12.919422
19.200388,-0.3131313,,1120,0.14999999,,-0.8649087,-1.059842,4.633481,17.411356,56,-1.0029961,17.411356,1.1831638,4.356822,47.51160287857056,259.4749,4.703147,1.9385428e-07,60.73566,0.16443251,3.2869535e-10,-0.31685552,12.766519
19.200388,0.15151516,,1140,0.14999999,,-0.85585636,-1.0746095,4.5547705,17.411356,57,-0.5045811,17.411356,0.49702525,17.252972,48.79374074935913,259.62195,7.388468,1.8711206e-07,60.417686,7.388468,0.033636235,0.32326445,12.845229
