Iteration,Delta,ReturnAbsMax,ReturnMin,LQGmu1_actor,ReturnMax,Bound,Regret/t,DenMISELogLast,LQGsigma_higher,ReturnMean,IWMin,Regret,IWMax,IWMean,ReturnStepMax,DenMISELogFirst,DenMISEMeanLog,ReturnLastEpisode,TimeElapsed,IWFirstEpisode,LQGmu1_higher,IWLastEpisode,TimestepsSoFar
2542,9.4080674e-11,17.43944,,-0.6529499,17.43944,23.200085,1.816824,-0.022499776,0.14999999,15.583176,,4618.367,2.7256894,1.0166967,19.228508,-0.39301866,-0.58472264,17.378483,5986.178251743317,0.095335394,-0.7171717,2.6347902,50840
2543,9.400669e-11,17.43944,,-0.8150291,17.43944,23.19962,1.8161125,-0.047391392,0.14999999,15.583887,,4618.375,2.7392318,1.0152668,19.228508,-0.39337447,-0.5845049,17.39052,5990.328468799591,0.13647246,-0.6969697,2.6711578,50860
2544,9.3932806e-11,17.43944,,-0.89773476,17.43944,23.197084,1.815424,-0.040162947,0.14999999,15.584576,,4618.4375,2.7153647,1.0177836,19.228508,-0.39371398,-0.584285,17.334974,5994.62021279335,0.065470025,-0.7373737,2.4213772,50880
2545,9.3859e-11,17.43944,,-0.89684856,17.43944,23.191442,1.8147554,-0.1156826,0.14999999,15.585244,,4618.5547,2.7161064,1.0176296,19.228508,-0.39408123,-0.5840939,17.286379,5998.745546579361,0.044137783,-0.75757575,1.9296111,50900
2546,9.3785285e-11,17.43944,,-1.0959234,17.43944,23.193161,1.8140869,-0.11412548,0.14999999,15.585913,,4618.664,5.487337,0.9828519,19.228508,-0.39445674,-0.58390254,17.287498,6001.842065811157,9.4151525e-05,-1.0,2.353392,50920
2547,9.371165e-11,17.43944,,-1.1106145,17.43944,23.196083,1.8134546,-0.7499149,0.14999999,15.586545,,4618.871,5.477688,0.98334676,19.228508,-0.3948494,-0.5839745,17.198124,6005.545929670334,9.418852e-05,-1.0,4.5888205,50940
2548,9.363811e-11,17.43944,,-0.914585,17.43944,23.199629,1.8128204,-0.83683234,0.14999999,15.587179,,4619.0664,5.468079,0.9838773,19.228508,-0.39524192,-0.5840807,17.199526,6010.182200908661,9.4225456e-05,-1.0,4.679129,50960
2549,9.3564656e-11,17.43944,,-1.0821328,17.43944,23.189215,1.8121586,-0.1379714,0.14999999,15.587841,,4619.1914,5.4585104,0.98359036,19.228508,-0.39563426,-0.5839121,17.275755,6014.713356018066,9.426248e-05,-1.0,2.59614,50980
2550,9.3491284e-11,17.43944,,-1.4442763,17.43944,23.191425,1.8115282,-0.6692772,0.14999999,15.588471,,4619.3984,5.4489822,0.98404163,19.228508,-0.39602646,-0.5839521,17.198277,6019.448853492737,9.429944e-05,-1.0,4.470731,51000
2551,9.3418e-11,17.43944,,-0.9030693,17.43944,23.200102,1.8108997,-5.0997543,0.14999999,15.5891,,4619.6055,5.4394965,0.9848682,19.228508,-0.3964185,-0.5857289,17.190771,6022.891968250275,9.433641e-05,-1.0,5.428598,51020
2552,9.3344804e-11,17.43944,,-1.2239166,17.43944,23.188665,1.810235,-0.119315416,0.14999999,15.589765,,4619.7227,5.4300504,0.9845195,19.228508,-0.39681038,-0.5855522,17.284063,6026.368039369583,9.437339e-05,-1.0,2.4319823,51040
2553,9.327169e-11,17.43944,,-0.78615147,17.43944,23.195364,1.8096066,-1.7706255,0.14999999,15.590393,,4619.926,5.420644,0.98522943,19.228508,-0.39720213,-0.5860226,17.192118,6030.070352315903,9.441039e-05,-1.0,5.12748,51060
2554,9.319867e-11,17.43944,,-0.065525725,17.43944,23.174442,1.808917,-0.02642842,0.14999999,15.591083,,4619.9727,12.799518,1.0434563,19.228508,-0.3975937,-0.5858093,17.354977,6033.474371433258,0.11539844,0.09090909,1.0290002e-07,51080
2555,9.312573e-11,17.43944,,-0.018520474,17.43944,23.195625,1.8090134,-1.0071583,0.14999999,15.590986,,4622.0312,6.6205964,1.0141066,19.228508,-0.39793998,-0.58595806,15.339844,6036.903222322464,1.9795053,-0.13131313,6.613826,51100
2556,9.305287e-11,17.43944,,-0.2789905,17.43944,23.181715,1.8110914,-1.1573573,0.14999999,15.588908,,4629.1484,7.052863,1.0191615,19.228508,-0.39755684,-0.5861762,10.281963,6040.421439886093,1.673314,-0.11111111,6.993821,51120
2557,9.29801e-11,17.43944,,-0.9501632,17.43944,23.174572,1.8105145,-0.44610995,0.14999999,15.589485,,4629.4883,5.4176335,0.9843177,19.228508,-0.39729357,-0.5861142,17.066973,6043.938723325729,9.441894e-05,-1.0,3.994382e-05,51140
2558,9.2907425e-11,17.43944,,-0.74892443,17.43944,23.17597,1.809866,-0.19866784,0.14999999,15.590134,,4629.6367,2.73005,1.0162045,19.228508,-0.3976845,-0.58596903,17.245743,6047.441481113434,0.029316105,-0.7777778,1.6761131,51160
2559,9.283482e-11,17.43944,,-0.74096483,17.43944,23.176472,1.8091774,-0.021173915,0.14999999,15.590822,,4629.6836,2.7179976,1.0172957,19.228508,-0.39806393,-0.58574224,17.351322,6050.919315338135,0.04431393,-0.75757575,2.7120156,51180
2560,9.2762305e-11,17.43944,,-0.7057047,17.43944,23.17683,1.8084898,-0.02056269,0.14999999,15.59151,,4629.7344,2.7161748,1.0175383,19.228508,-0.39843732,-0.58551466,17.355297,6054.949764251709,0.044330478,-0.75757575,2.6982749,51200
2561,9.2689884e-11,17.43944,,-0.888551,17.43944,23.176628,1.8077898,-0.025440859,0.14999999,15.59221,,4629.75,2.7136784,1.0177207,19.228508,-0.39881054,-0.5852892,17.378412,6059.655231714249,0.065804556,-0.7373737,2.668016,51220
2562,9.2617546e-11,17.43944,,-0.8892861,17.43944,23.172298,1.807128,-0.09866724,0.14999999,15.592872,,4629.8633,2.7229142,1.0168675,19.228508,-0.39917523,-0.5850924,17.290579,6064.951196432114,0.029359836,-0.7777778,2.2348328,51240
2563,9.254528e-11,17.43944,,-0.6856369,17.43944,23.169348,1.8064642,-0.0990794,0.14999999,15.593535,,4629.9688,2.721085,1.0169233,19.228508,-0.399554,-0.5848963,17.294867,6069.313357114792,0.02937096,-0.7777778,2.2276504,51260
2564,9.2473106e-11,17.43944,,-0.23168898,17.43944,23.168491,1.8057575,-0.03063431,0.14999999,15.594242,,4629.961,5.155998,0.9983699,19.228508,-0.39993265,-0.58467364,17.406183,6072.715582847595,3.235175,-0.21212122,0.018802106,51280
2565,9.240102e-11,17.43944,,-0.257774,17.43944,23.16848,1.8052702,-0.54130447,0.14999999,15.594729,,4630.5195,4.6246157,0.99243385,19.228508,-0.39906162,-0.5846576,16.845142,6076.989712715149,3.7024739,-0.25252524,4.525998,51300
2566,9.2329006e-11,17.43944,,-0.15822092,17.43944,23.16839,1.8047562,-0.4861387,0.14999999,15.595243,,4631.004,4.403349,0.99009806,19.228508,-0.398009,-0.5846222,16.913843,6081.459658622742,3.8521636,-0.27272728,4.3031673,51320
2567,9.2257084e-11,17.43944,,-0.27057073,17.43944,23.168825,1.8044033,-0.7205724,0.14999999,15.595596,,4631.9062,4.857037,0.9964474,19.228508,-0.3968985,-0.5846793,16.500076,6085.862713336945,3.4834137,-0.23232323,4.839098,51340
2568,9.218525e-11,17.43944,,-0.24644637,17.43944,23.167227,1.8038282,-0.45934886,0.14999999,15.596171,,4632.2305,4.391286,0.9908569,19.228508,-0.39593193,-0.58463216,17.073555,6089.4429767131805,3.844171,-0.27272728,4.2098503,51360
2569,9.21135e-11,17.43944,,-0.2669908,17.43944,23.168371,1.8032379,-0.50487065,0.14999999,15.596762,,4632.5156,4.385497,0.9913284,19.228508,-0.39482543,-0.58460474,17.112854,6093.226959943771,3.8399198,-0.27272728,4.339259,51380
2570,9.2041826e-11,17.43944,,-0.26471046,17.43944,23.168592,1.8026896,-0.4634796,0.14999999,15.59731,,4632.914,4.3797274,0.99175507,19.228508,-0.393721,-0.58456117,17.001337,6097.3077619075775,3.835681,-0.27272728,4.224622,51400
2571,9.197024e-11,17.43944,,-0.42395076,17.43944,23.168964,1.8021564,-0.46649572,0.14999999,15.597843,,4633.3438,4.1889677,0.9895636,19.228508,-0.39261866,-0.5845185,16.971903,6101.652199745178,3.9188275,-0.2929293,4.1661053,51420
2572,9.189874e-11,17.43944,,-0.86959213,17.43944,23.163261,1.8014746,-0.24946424,0.14999999,15.598525,,4633.3945,2.727685,1.0167496,19.228508,-0.39148447,-0.5843926,17.350649,6105.159978151321,0.029134905,-0.7777778,0.21130905,51440
2573,9.182732e-11,17.43944,,-1.2530153,17.43944,23.164005,1.8008099,-0.07921895,0.14999999,15.59919,,4633.4844,5.4398103,0.98412734,19.228508,-0.39186186,-0.5841898,17.307627,6110.434063673019,9.3907525e-05,-1.0,1.9728606,51460
2574,9.175599e-11,17.43944,,-1.204898,17.43944,23.171198,1.8001881,-2.094495,0.14999999,15.599812,,4633.6836,5.430444,0.9848622,19.228508,-0.3922504,-0.58478284,17.196945,6114.242723226547,9.394398e-05,-1.0,5.207409,51480
2575,9.168474e-11,17.43944,,-0.6989472,17.43944,23.177498,1.7995691,-1.5786625,0.14999999,15.6004305,,4633.8906,5.421117,0.9855442,19.228508,-0.3926388,-0.5851749,17.20036,6118.919928789139,9.398054e-05,-1.0,5.072755,51500
2576,9.161357e-11,17.43944,,-0.306019,17.43944,23.15907,1.7988796,-0.02891933,0.14999999,15.60112,,4633.914,3.8929884,0.9847828,19.228508,-0.39302704,-0.58496475,17.369888,6122.07533454895,3.8840563,-0.33333334,0.14037727,51520
2577,9.154248e-11,17.43944,,-0.15179956,17.43944,23.160076,1.7982883,-0.39488387,0.14999999,15.601711,,4634.1914,3.888623,0.98521286,19.228508,-0.3919085,-0.58489704,17.127552,6125.4686760902405,3.8797143,-0.33333334,3.882526,51540
2578,9.1471476e-11,17.43944,,-0.34649622,17.43944,23.157457,1.7978735,-0.73276496,0.14999999,15.602126,,4634.918,4.3668976,0.99262017,19.228508,-0.3907921,-0.5849603,16.66942,6129.919707536697,3.8244634,-0.27272728,3.9987404,51560
2579,9.1400554e-11,17.43944,,-0.1582858,17.43944,23.153873,1.7972527,-0.3355144,0.14999999,15.602747,,4635.1133,4.0167537,0.9877453,19.228508,-0.38969752,-0.5848666,17.203693,6134.179500579834,3.9246626,-0.3131313,3.629002,51580
2580,9.1329715e-11,17.43944,,-0.7326051,17.43944,23.152493,1.7968683,-0.7124481,0.14999999,15.603131,,4635.922,5.420233,0.9843803,19.228508,-0.38856456,-0.584921,16.593689,6136.6560208797455,9.359835e-05,-1.0,7.8826275e-07,51600
2581,9.1258966e-11,17.43944,,-0.9753262,17.43944,23.158855,1.7961817,-0.023114407,0.14999999,15.603818,,4635.9453,2.7208254,1.0174837,19.228508,-0.38895205,-0.5847094,17.375835,6140.732045173645,0.065159,-0.7373737,2.7204318,51620
2582,9.1188286e-11,17.43944,,-0.030587226,17.43944,23.15157,1.7955551,-0.25638077,0.14999999,15.6044445,,4636.125,4.574156,0.9958902,19.228508,-0.38931417,-0.58457553,17.222847,6144.906269788742,3.6665592,-0.25252524,3.119524e-05,51640
2583,9.111769e-11,17.43944,,-0.8141515,17.43944,23.148167,1.7973108,-1.1147116,0.14999999,15.602689,,4642.453,2.7199225,1.0171636,19.228508,-0.38828236,-0.5847826,11.07095,6148.353387355804,0.04388258,-0.75757575,6.430798e-05,51660
2584,9.104718e-11,17.43944,,-0.8872246,17.43944,23.148369,1.7966442,-0.037709758,0.14999999,15.603355,,4642.5273,2.7277067,1.0165886,19.228508,-0.38865244,-0.5845642,17.32591,6150.662836313248,0.029052507,-0.7777778,2.6818054,51680
2585,9.097675e-11,17.43944,,-0.9840561,17.43944,23.150375,1.7959919,-0.097604305,0.14999999,15.604008,,4642.6406,5.419285,0.98461604,19.228508,-0.38902813,-0.58436954,17.288088,6155.344863176346,9.364182e-05,-1.0,2.2103639,51700
2586,9.09064e-11,17.43944,,-1.2496302,17.43944,23.146233,1.7953672,-0.27852723,0.14999999,15.604632,,4642.8203,5.410039,0.98468673,19.228508,-0.38941485,-0.5842575,17.217966,6159.935221195221,9.3678e-05,-1.0,3.4940434,51720
2587,9.083613e-11,17.43944,,-1.3624625,17.43944,23.15326,1.7947531,-2.050125,0.14999999,15.605247,,4643.0273,5.400832,0.9854083,19.228508,-0.38980144,-0.58483005,17.193304,6164.240085601807,9.371419e-05,-1.0,5.173363,51740
2588,9.076595e-11,17.43944,,-0.87950265,17.43944,23.161304,1.7941418,-3.6143498,0.14999999,15.605858,,4643.2383,5.3916636,0.98618877,19.228508,-0.3901879,-0.5860066,17.191925,6168.7985734939575,9.375048e-05,-1.0,5.328107,51760
2589,9.069585e-11,17.43944,,-0.70674455,17.43944,23.14801,1.7934885,-0.08702413,0.14999999,15.606511,,4643.34,5.3825345,0.9857219,19.228508,-0.39057416,-0.5858194,17.297483,6172.407794475555,9.37867e-05,-1.0,2.101282,51780
2590,9.0625826e-11,17.43944,,-0.86472625,17.43944,23.143162,1.7928028,-0.027869167,0.14999999,15.607197,,4643.3594,2.7176197,1.0173647,19.228508,-0.3909603,-0.5856097,17.377207,6176.194182395935,0.044000253,-0.75757575,2.5821764,51800
2591,9.055589e-11,17.43944,,-0.7868811,17.43944,23.140652,1.7921505,-0.071307145,0.14999999,15.607849,,4643.461,2.7243066,1.0166807,19.228508,-0.39132935,-0.5854046,17.301214,6180.926077842712,0.029130384,-0.7777778,2.4144893,51820
2592,9.048603e-11,17.43944,,-0.8199244,17.43944,23.141098,1.7914743,-0.024969563,0.14999999,15.608525,,4643.504,2.7224958,1.0169253,19.228508,-0.391704,-0.585182,17.361526,6183.27684545517,0.029141303,-0.7777778,2.7218437,51840
2593,9.0416244e-11,17.43944,,-0.7445564,17.43944,23.141071,1.7908087,-0.037563294,0.14999999,15.609191,,4643.5664,2.7206883,1.0171438,19.228508,-0.39207846,-0.58496416,17.334429,6185.540953397751,0.029152213,-0.7777778,2.6545377,51860
2594,9.034655e-11,17.43944,,-0.6015133,17.43944,23.141014,1.7901363,-0.018885765,0.14999999,15.609863,,4643.6133,2.7188845,1.0173584,19.228508,-0.3924528,-0.58473957,17.352825,6189.43052816391,0.029163128,-0.7777778,2.6446574,51880
2595,9.027693e-11,17.43944,,0.04751031,17.43944,23.135958,1.7894621,-0.08840556,0.14999999,15.610538,,4643.6562,5.4337673,1.0054569,19.228508,-0.392827,-0.58454174,17.358627,6193.937930583954,2.9208498,-0.1919192,0.069838054,51900
2596,9.020739e-11,17.43944,,-0.746585,17.43944,23.133875,1.7919703,-1.3720788,0.14999999,15.608029,,4651.953,2.7097764,1.0178945,19.228508,-0.39208734,-0.5848431,9.102731,6197.859555482864,0.044049878,-0.75757575,5.824845e-06,51920
2597,9.013793e-11,17.43944,,-0.7691334,17.43944,23.13432,1.7912893,-0.01790393,0.14999999,15.60871,,4651.9805,2.7079937,1.0181342,19.228508,-0.3924555,-0.5846181,17.376484,6201.957436084747,0.044066098,-0.75757575,2.7004032,51940
2598,9.006856e-11,17.43944,,-0.87368894,17.43944,23.134758,1.7906122,-0.018432017,0.14999999,15.609387,,4652.0117,2.7062144,1.0183742,19.228508,-0.39282352,-0.58439314,17.362728,6205.344600439072,0.04408231,-0.75757575,2.7010622,51960
2599,8.999926e-11,17.43944,,-0.7287498,17.43944,23.131565,1.789957,-0.07706157,0.14999999,15.610043,,4652.0977,2.7128694,1.0176661,19.228508,-0.3931914,-0.5841911,17.316631,6210.083167314529,0.029184677,-0.7777778,2.3415706,51980
2600,8.993005e-11,17.43944,,-0.86018205,17.43944,23.131626,1.7892828,-0.01773114,0.14999999,15.610717,,4652.1367,2.7026873,1.0186195,19.228508,-0.39356485,-0.5839665,17.359653,6212.8940489292145,0.044115007,-0.75757575,2.6576636,52000
2601,8.986091e-11,17.43944,,-0.84375864,17.43944,23.129757,1.7886286,-0.06286696,0.14999999,15.611371,,4652.2227,2.7093403,1.0179914,19.228508,-0.39393243,-0.58375895,17.312103,6217.535710573196,0.02920631,-0.7777778,2.4354932,52020
2602,8.979185e-11,17.43944,,-0.6905083,17.43944,23.129,1.7879686,-0.04859051,0.14999999,15.612031,,4652.297,2.7075615,1.0181642,19.228508,-0.3943056,-0.58354646,17.329275,6221.4036729335785,0.029217217,-0.7777778,2.5345807,52040
2603,8.972287e-11,17.43944,,0.16642696,17.43944,23.128681,1.7872915,-0.027509255,0.14999999,15.612708,,4652.3203,9.79766,1.0383207,19.228508,-0.3946786,-0.58332586,17.373102,6225.293965339661,0.5496676,-0.01010101,9.306812e-05,52060
2604,8.965397e-11,17.43944,,0.20550638,17.43944,23.142406,1.7898884,-1.693812,0.14999999,15.610111,,4660.867,18.65973,1.0018703,19.228508,-0.39485157,-0.5837381,8.852473,6229.595364570618,0.0012937776,0.2929293,10.138852,52080
2605,8.958515e-11,17.43944,,-0.7710593,17.43944,23.12694,1.7925339,-1.7723998,0.14999999,15.607466,,4669.551,2.7078655,1.0182489,19.228508,-0.395235,-0.5841944,8.720138,6233.861524581909,0.029244382,-0.7777778,7.303397e-09,52100
2606,8.9516415e-11,17.43944,,-0.8107871,17.43944,23.12731,1.7918644,-0.015559105,0.14999999,15.608135,,4669.5977,2.7060921,1.0184845,19.228508,-0.3956076,-0.5839695,17.349771,6237.219863891602,0.029255275,-0.7777778,2.6986117,52120
2607,8.9447755e-11,17.43944,,-0.7580665,17.43944,23.127462,1.7911997,-0.027249463,0.14999999,15.6088,,4669.66,2.7043223,1.0187081,19.228508,-0.39598003,-0.5837489,17.340437,6241.398322582245,0.029266179,-0.7777778,2.6677017,52140
2608,8.9379185e-11,17.43944,,-0.45405224,17.43944,23.127697,1.7905197,-0.012971638,0.14999999,15.60948,,4669.676,2.7025561,1.0189328,19.228508,-0.3963523,-0.583523,17.382462,6244.706615447998,0.029277073,-0.7777778,2.6711764,52160
2609,8.9310684e-11,17.43944,,0.74458253,17.43944,23.127493,1.7898445,-0.22712615,0.14999999,15.610155,,4669.703,68.0581,1.0200398,19.228508,-0.39672443,-0.58337915,17.36984,6249.137024641037,1.2220183e-16,1.0,1.3142663e-20,52180
2610,8.924226e-11,17.43944,,0.86608875,17.43944,23.120426,1.7942705,-2.4538443,0.14999999,15.605729,,4683.047,29.643564,1.0171965,19.228508,-0.39710766,-0.5840913,4.057005,6252.954656124115,7.1002865e-10,0.6969697,29.419224,52200
2611,8.917391e-11,17.43944,,0.078650445,17.43944,23.118774,1.7993765,-2.6025617,0.14999999,15.600623,,4698.172,14.124065,1.0432909,19.228508,-0.39749074,-0.58485925,2.2751644,6257.293253898621,0.05436829,0.13131313,0.00022109253,52220
2612,8.910564e-11,17.43944,,-0.60521865,17.43944,23.113087,1.8018856,-1.4625784,0.14999999,15.598114,,4706.5273,2.6956964,1.0189887,19.228508,-0.39785284,-0.58517927,9.048333,6261.730851650238,0.04430458,-0.75757575,2.0479488e-06,52240
2613,8.903745e-11,17.43944,,-0.81590986,17.43944,23.107374,1.8011942,-0.084914654,0.14999999,15.598805,,4706.5195,2.6963027,1.0185924,19.228508,-0.39821863,-0.58498055,17.405167,6266.5028557777405,0.06576561,-0.7373737,1.9640052,52260
2614,8.896934e-11,17.43944,,-0.88352245,17.43944,23.106737,1.8005228,-0.02855194,0.14999999,15.599477,,4706.5664,2.6922297,1.0190382,19.228508,-0.3985761,-0.5847608,17.353943,6270.871943473816,0.04433663,-0.75757575,2.5373344,52280
2615,8.89013e-11,17.43944,,-0.6207608,17.43944,23.103401,1.7998743,-0.08487776,0.14999999,15.600125,,4706.672,2.6988282,1.0183448,19.228508,-0.3989416,-0.5845625,17.297632,6274.7034702301025,0.029352976,-0.7777778,2.2582083,52300
2616,8.883336e-11,17.43944,,-0.102518216,17.43944,23.102764,1.7991867,-0.0708881,0.14999999,15.600813,,4706.672,9.175479,1.036982,19.228508,-0.39931273,-0.58435905,17.398376,6279.332363128662,0.71501184,-0.030303031,0.0012327647,52320
2617,8.876548e-11,17.43944,,-0.29048276,17.43944,23.106947,1.7991552,-0.88497573,0.14999999,15.600844,,4708.3906,5.132192,1.0011163,19.228508,-0.39942163,-0.58446026,15.682444,6281.9401679039,3.2335224,-0.21212122,4.9342747,52340
2618,8.8697674e-11,17.43944,,-0.39420918,17.43944,23.105776,1.7985716,-0.42610547,0.14999999,15.601428,,4708.66,4.0489583,0.9860551,19.228508,-0.39856887,-0.5843995,17.128616,6286.738492012024,3.9596343,-0.3131313,4.0264616,52360
2619,8.8629964e-11,17.43944,,-0.4225663,17.43944,23.10335,1.797924,-0.2891096,0.14999999,15.602076,,4708.7617,3.690956,0.97983634,19.228508,-0.39743942,-0.5842923,17.296627,6291.577909946442,3.5945427,-0.37373737,3.5182998,52380
2620,8.856232e-11,17.43944,,-0.8052245,17.43944,23.10249,1.7972746,-0.2590923,0.14999999,15.602725,,4708.8594,3.5979698,0.9786675,19.228508,-0.39644963,-0.5841759,17.30603,6296.659561157227,3.3544276,-0.3939394,3.3840144,52400
2621,8.8494746e-11,17.43944,,-0.7760712,17.43944,23.110897,1.7966099,-0.024052454,0.14999999,15.60339,,4708.914,2.693627,1.0196702,19.228508,-0.39555174,-0.5839704,17.341072,6300.7435030937195,0.04420274,-0.75757575,2.5903177,52420
2622,8.842726e-11,17.43944,,-0.8378411,17.43944,23.111366,1.7959433,-0.01425044,0.14999999,15.604056,,4708.965,2.7003336,1.0191966,19.228508,-0.39591634,-0.5837458,17.351255,6304.221391201019,0.029264316,-0.7777778,2.6976128,52440
2623,8.835984e-11,17.43944,,-0.63532984,17.43944,23.110817,1.795289,-0.041797824,0.14999999,15.604711,,4709.043,2.6985843,1.0193774,19.228508,-0.3962865,-0.583532,17.320904,6307.708256721497,0.029275147,-0.7777778,2.559496,52460
2624,8.829251e-11,17.43944,,-0.73380595,17.43944,23.106045,1.794611,-0.0595821,0.14999999,15.605389,,4709.0586,2.688469,1.0200087,19.228508,-0.3966565,-0.58332497,17.386658,6311.263746738434,0.044251606,-0.75757575,2.02521,52480
2625,8.8225253e-11,17.43944,,-0.9385408,17.43944,23.1063,1.7939415,-0.011370459,0.14999999,15.606058,,4709.0977,2.6867406,1.0202308,19.228508,-0.39702067,-0.58309954,17.361921,6314.755905151367,0.044267718,-0.75757575,2.656465,52500
2626,8.815807e-11,17.43944,,-0.7783246,17.43944,23.099522,1.7933111,-0.16978645,0.14999999,15.6066885,,4709.2344,2.6934364,1.0193492,19.228508,-0.39738467,-0.58293444,17.262949,6318.2208704948425,0.029307313,-0.7777778,1.7747154,52520
2627,8.8090965e-11,17.43944,,-0.74228966,17.43944,23.099941,1.7926378,-0.011500347,0.14999999,15.607362,,4709.2617,2.6917014,1.0195808,19.228508,-0.39775425,-0.5827097,17.37223,6321.694286346436,0.029318146,-0.7777778,2.6903605,52540
2628,8.8023935e-11,17.43944,,-0.70438194,17.43944,23.0999,1.7919741,-0.008551448,0.14999999,15.608026,,4709.3086,2.6816242,1.0204766,19.228508,-0.39812368,-0.58248377,17.349396,6325.202766418457,0.04431658,-0.75757575,2.6685636,52560
2629,8.7956996e-11,17.43944,,-0.68854356,17.43944,23.099428,1.7913036,-0.016691638,0.14999999,15.608696,,4709.336,2.67991,1.0206543,19.228508,-0.39848727,-0.582261,17.373716,6328.737703561783,0.044332694,-0.75757575,2.539567,52580
2630,8.789012e-11,17.43944,,-0.6671435,17.43944,23.09859,1.7906275,-0.022952242,0.14999999,15.609372,,4709.3516,2.6809878,1.0204608,19.228508,-0.3988507,-0.5820404,17.387224,6332.278663635254,0.065807186,-0.7373737,2.5809238,52600
2631,8.782331e-11,17.43944,,-0.79012823,17.43944,23.09772,1.7899475,-0.034300234,0.14999999,15.610052,,4709.3516,2.679276,1.0206136,19.228508,-0.39920583,-0.58182454,17.400328,6335.754747867584,0.06583057,-0.7373737,2.4666858,52620
2632,8.7756594e-11,17.43944,,-0.47727594,17.43944,23.097225,1.7892828,-0.01156346,0.14999999,15.610717,,4709.3945,2.6775677,1.0207905,19.228508,-0.39956084,-0.5816002,17.355934,6340.110584020615,0.065853946,-0.7373737,2.5291915,52640
2633,8.7689946e-11,17.43944,,-0.78558576,17.43944,23.085215,1.788619,-0.20737228,0.14999999,15.611381,,4709.4336,2.6892717,1.0189142,19.228508,-0.3999157,-0.58145016,17.358852,6344.623354434967,0.09599519,-0.7171717,0.91088825,52660
2634,8.7623374e-11,17.43944,,-0.88301677,17.43944,23.084679,1.7879562,-0.009070965,0.14999999,15.612043,,4709.4766,2.674178,1.0204728,19.228508,-0.40025896,-0.58122563,17.355465,6350.099605798721,0.06589993,-0.7373737,2.54874,52680
2635,8.755687e-11,17.43944,,-0.7129767,17.43944,23.080547,1.7873192,-0.080366895,0.14999999,15.61268,,4709.586,2.669899,1.020763,19.228508,-0.40061352,-0.5810279,17.296577,6354.239547967911,0.044427056,-0.75757575,2.0316975,52700
2636,8.7490466e-11,17.43944,,-0.8264314,17.43944,23.080353,1.7866459,-0.0093921805,0.14999999,15.613354,,4709.5977,2.6682086,1.0209534,19.228508,-0.4009761,-0.58080333,17.38443,6357.818874597549,0.044443168,-0.75757575,2.5686283,52720
2637,8.742412e-11,17.43944,,-0.91102827,17.43944,23.079391,1.7859926,-0.026506484,0.14999999,15.614007,,4709.664,2.6665218,1.0211018,19.228508,-0.40133852,-0.5805852,17.333456,6361.332202911377,0.04445928,-0.75757575,2.4579563,52740
2638,8.735784e-11,17.43944,,-0.7494758,17.43944,23.075489,1.7853632,-0.11869846,0.14999999,15.614636,,4709.789,2.6737914,1.0203332,19.228508,-0.4017008,-0.58040226,17.275383,6364.880750656128,0.02943408,-0.7777778,2.0184078,52760
2639,8.729166e-11,17.43944,,-0.8777924,17.43944,23.07552,1.7847004,-0.0012396518,0.14999999,15.615299,,4709.824,2.6720967,1.0205386,19.228508,-0.40206864,-0.5801751,17.361748,6368.391539812088,0.02944491,-0.7777778,2.6159337,52780
2640,8.722553e-11,17.43944,,-0.7172256,17.43944,23.073362,1.7840605,-0.07188883,0.14999999,15.615939,,4709.922,2.6704054,1.0206198,19.228508,-0.40243635,-0.57997495,17.30627,6372.540777921677,0.029455736,-0.7777778,2.28824,52800
2641,8.715949e-11,17.43944,,-0.9059802,17.43944,23.072441,1.7833891,-0.0052449047,0.14999999,15.616611,,4709.9297,2.6687174,1.0207679,19.228508,-0.4028039,-0.57974946,17.387966,6378.6597719192505,0.029466568,-0.7777778,2.4643967,52820
2642,8.7093534e-11,17.43944,,-0.8578858,17.43944,23.069136,1.7827587,-0.10924241,0.14999999,15.617241,,4710.051,2.6881359,1.0190474,19.228508,-0.40317133,-0.5795636,17.282051,6383.049512147903,0.019157687,-0.7979798,2.2892442,52840
2643,8.702764e-11,17.43944,,-0.928946,17.43944,23.068777,1.7821131,-0.048737854,0.14999999,15.617887,,4710.125,2.68642,1.0192342,19.228508,-0.4035425,-0.57935566,17.326534,6386.521142482758,0.0191648,-0.7979798,2.5784018,52860
2644,8.696182e-11,17.43944,,-1.1437807,17.43944,23.07484,1.7814913,-0.14725259,0.14999999,15.618508,,4710.2617,5.484261,0.98265105,19.228508,-0.40391353,-0.5791851,17.263535,6390.042912006378,9.50461e-05,-1.0,2.7545152,52880
2645,8.6896074e-11,17.43944,,-1.0114739,17.43944,23.079733,1.7808933,-1.0622232,0.14999999,15.619106,,4710.465,5.4749804,0.9832423,19.228508,-0.40429163,-0.5793745,17.196674,6394.814210891724,9.508201e-05,-1.0,4.859847,52900
2646,8.68304e-11,17.43944,,-1.1503359,17.43944,23.077724,1.7802963,-0.35900238,0.14999999,15.619703,,4710.664,5.4657354,0.9834313,19.228508,-0.4046696,-0.5792976,17.197126,6399.196262598038,9.511801e-05,-1.0,3.7971785,52920
