Iteration,Delta,ReturnAbsMax,ReturnMin,LQGmu1_actor,ReturnMax,Bound,Regret/t,DenMISELogLast,LQGsigma_higher,ReturnMean,IWMin,Regret,IWMax,IWMean,ReturnStepMax,DenMISELogFirst,DenMISEMeanLog,ReturnLastEpisode,TimeElapsed,IWFirstEpisode,LQGmu1_higher,IWLastEpisode,TimestepsSoFar
245,1.0127898e-08,17.42613,,-0.19647975,17.42613,37.569214,3.6092558,-0.6008533,0.14999999,13.790744,,884.2678,4.024,1.0360928,19.214323,-0.5058484,-0.786852,17.197073,343.44109654426575,3.0924752,-0.43434343,0.0040050326,4900
246,1.0045725e-08,17.42613,,-0.15913543,17.42613,37.685116,3.5970955,-0.6401927,0.14999999,13.802904,,884.8855,5.209722,0.99040407,19.214323,-0.4973784,-0.7861255,16.782251,344.8750431537628,3.2427635,-0.1919192,5.0425506,4920
247,9.964548e-09,17.42613,,0.67078024,17.42613,37.534576,3.5856447,-0.6794954,0.14999999,13.814355,,885.65405,11.717192,1.0600997,19.214323,-0.48833936,-0.78575337,16.63148,345.86305809020996,6.8101926e-12,0.7979798,7.567336e-09,4940
248,9.88435e-09,17.42613,,0.49692124,17.42613,37.512814,3.6211538,-1.3622875,0.14999999,13.778846,,898.0459,9.264669,0.8195216,19.214323,-0.49237978,-0.7879004,5.0080495,346.84508299827576,0.004046377,0.25252524,0.21288021,4960
249,9.805118e-09,17.42613,,0.22630838,17.42613,37.4811,3.6489544,-1.2985201,0.14999999,13.751045,,908.58984,4.9997606,1.00007,19.214323,-0.4963876,-0.79070693,6.8564343,347.8497152328491,3.5627687,-0.21212122,0.00013702795,4980
250,9.726834e-09,17.42613,,-1.0296404,17.42613,37.422684,3.669405,-1.1986878,0.14999999,13.730595,,917.3513,7.0003057,0.9901714,19.214323,-0.4861887,-0.79235846,8.638354,348.83030462265015,0.00010319676,-1.0,2.7035572e-14,5000
251,9.649483e-09,17.42613,,-0.8402286,17.42613,37.35114,3.6555977,-0.7004235,0.14999999,13.744402,,917.55493,3.8135443,1.0539509,19.214323,-0.4901803,-0.7920583,17.1962,349.9949369430542,0.10506326,-0.7171717,0.61195314,5020
252,9.573052e-09,17.42613,,-1.1511056,17.42613,37.30992,3.64143,-0.37996584,0.14999999,13.75857,,917.64014,6.863754,0.9975594,19.214323,-0.493738,-0.79022425,17.314632,351.35806608200073,0.000103978775,-1.0,2.2053425,5040
253,9.497525e-09,17.42613,,0.54148006,17.42613,37.29732,3.6278343,-1.3475008,0.14999999,13.772165,,917.8418,9.900164,1.0179424,19.214323,-0.49769798,-0.79246277,17.198349,352.3450810909271,2.627976e-06,0.4949495,7.256028e-26,5060
254,9.42289e-09,17.42613,,-0.87179255,17.42613,37.210068,3.6567202,-1.2946522,0.14999999,13.743279,,928.8071,6.7347918,1.0048435,19.214323,-0.50164276,-0.7944184,6.435163,353.31841945648193,0.000104803985,-1.0,1.1344289e-22,5080
255,9.349129e-09,17.42613,,-0.09408683,17.42613,37.214867,3.6427574,-0.3899687,0.14999999,13.757242,,928.9033,7.577647,0.91404325,19.214323,-0.5055716,-0.79283917,17.303501,354.311133146286,0.2537426,0.05050505,2.4251065e-08,5100
256,9.276231e-09,17.42613,,-1.0087167,17.42613,37.18596,3.6361542,-0.78619695,0.14999999,13.763845,,930.85547,3.8258839,1.0512054,19.214323,-0.5084909,-0.79317784,15.447968,355.2934658527374,0.032751326,-0.7777778,0.00017991418,5120
257,9.204183e-09,17.42613,,1.0226742,17.42613,37.16171,3.6227827,-0.6077609,0.14999999,13.777217,,931.0552,21.861416,0.9717672,19.214323,-0.5122616,-0.7922719,17.200027,356.28847908973694,1.3716845e-16,1.0,,5140
258,9.13297e-09,17.42613,,-0.37256864,17.42613,37.14176,3.6761837,-1.7972945,0.14999999,13.723816,,948.4551,5.2032604,0.9906472,19.214323,-0.51614517,-0.7963691,,357.28666472435,3.304195,-0.1919192,9.28698e-14,5160
259,9.062582e-09,17.42613,,-0.26519015,17.42613,37.0956,3.6624298,-0.46251965,0.14999999,13.73757,,948.5696,4.2355313,1.020246,19.214323,-0.507288,-0.79513544,17.285992,358.28013253211975,4.011902,-0.37373737,4.223528,5180
260,8.9930055e-09,17.42613,,-0.6986841,17.42613,37.07997,3.6496544,-0.5367588,0.14999999,13.750345,,948.91016,6.7141294,1.0103668,19.214323,-0.49577034,-0.7940797,17.059204,359.27914333343506,0.0001041903,-1.0,2.7984759e-05,5200
261,8.924226e-09,17.42613,,-0.61179256,17.42613,36.99632,3.6357698,-0.36384892,0.14999999,13.76423,,948.93604,3.836829,1.0493549,19.214323,-0.4996087,-0.7924163,17.374022,360.35674381256104,0.21327549,-0.67676765,3.7861755,5220
262,8.856231e-09,17.42613,,-0.44679314,17.42613,36.965534,3.621992,-0.36792517,0.14999999,13.7780075,,948.9619,3.9547608,1.0262458,19.214323,-0.502616,-0.7906217,17.374298,361.341997385025,1.6932644,-0.5151515,3.1222763,5240
263,8.78901e-09,17.42613,,-0.3626405,17.42613,36.96347,3.6086645,-0.40981853,0.14999999,13.791335,,949.0786,4.4083476,1.0220588,19.214323,-0.49998346,-0.7890871,17.283157,362.3384745121002,4.3822675,-0.3131313,2.693898,5260
264,8.722553e-09,17.42613,,0.54912806,17.42613,36.928596,3.5955524,-0.44493413,0.14999999,13.804447,,949.2261,10.730849,1.0932425,19.214323,-0.48725322,-0.7877163,17.252914,363.34210753440857,4.5538338e-09,0.65656567,3.9154782e-10,5280
265,8.656847e-09,17.42613,,-0.70607865,17.42613,36.839798,3.6236467,-1.3103073,0.14999999,13.776353,,960.2666,3.9910455,1.0316296,19.214323,-0.49103394,-0.7893886,6.3592215,364.342732667923,2.6955302,-0.45454547,1.8700412e-09,5300
266,8.591879e-09,17.42613,,-0.72381026,17.42613,36.90358,3.6101065,-0.35751042,0.14999999,13.789893,,960.2883,3.8337948,1.0528076,19.214323,-0.48468,-0.7876596,17.378262,365.33276414871216,0.031980693,-0.7777778,3.3921115,5320
267,8.527643e-09,17.42613,,-0.7446065,17.42613,36.80232,3.5967102,-0.3489068,0.14999999,13.803289,,960.32153,3.7715793,1.0591007,19.214323,-0.48831213,-0.78583235,17.36672,366.3415868282318,0.21087976,-0.67676765,3.5891318,5340
268,8.464122e-09,17.42613,,0.55654144,17.42613,36.793037,3.583415,-0.34129152,0.14999999,13.816585,,960.355,9.697972,0.86120766,19.214323,-0.49126095,-0.78396654,17.366405,367.34904503822327,0.0004670561,0.33333334,2.2857553e-11,5360
269,8.401309e-09,17.42613,,-0.96363324,17.42613,36.72198,3.611415,-1.3150058,0.14999999,13.788585,,971.4707,3.8035629,1.0542357,19.214323,-0.4949836,-0.78648627,6.2845926,368.35997581481934,0.020999875,-0.7979798,1.9452618e-17,5380
270,8.3391924e-09,17.42613,,-1.2353094,17.42613,36.620823,3.598649,-0.50828224,0.14999999,13.801351,,971.63525,6.792224,0.9976538,19.214323,-0.49861613,-0.78526825,17.235456,369.379278421402,0.000104487226,-1.0,4.2933784,5400
271,8.277762e-09,17.42613,,-0.031354427,17.42613,36.605843,3.5861216,-2.1141868,0.14999999,13.813878,,971.83887,6.4312434,0.94247794,19.214323,-0.5023126,-0.7902033,17.19608,370.412504196167,1.2583864,-0.07070707,1.7921595e-12,5420
272,8.2170075e-09,17.42613,,-0.7470772,17.42613,36.556103,3.593113,-0.8995031,0.14999999,13.806887,,977.32666,6.674627,1.0056087,19.214323,-0.5013631,-0.79083824,11.912448,371.4180691242218,0.000104774605,-1.0,5.7569696e-09,5440
273,8.15692e-09,17.42613,,-0.48575938,17.42613,36.561043,3.5801125,-0.34037158,0.14999999,13.819887,,977.3706,3.7699716,1.0557493,19.214323,-0.5050324,-0.78918993,17.35602,372.405314207077,0.29592207,-0.65656567,3.115847,5460
274,8.09749e-09,17.42613,,-0.20424373,17.42613,36.53361,3.5671358,-0.3949155,0.14999999,13.832864,,977.3955,4.3569922,1.0173911,19.214323,-0.5076054,-0.78756016,17.375198,373.3774859905243,4.3555827,-0.33333334,2.3555932,5480
275,8.038706e-09,17.42613,,-0.18016401,17.42613,36.44759,3.5564594,-0.6202236,0.14999999,13.84354,,978.02637,5.5084133,0.9806929,19.214323,-0.4954771,-0.7869032,16.769314,374.36520051956177,2.5342634,-0.15151516,4.6488533,5500
276,7.980559e-09,17.42613,,0.678801,17.42613,36.377438,3.5468426,-0.64159966,0.14999999,13.853157,,978.92847,10.178643,1.1016076,19.214323,-0.48993358,-0.78646463,16.497656,375.3773248195648,2.7641693e-07,0.5555556,3.016769e-05,5520
277,7.923042e-09,17.42613,,-0.1353236,17.42613,36.36628,3.5791302,-1.3821201,0.14999999,13.820869,,991.41895,4.5649834,1.0144987,19.214323,-0.4935502,-0.78829724,4.909495,376.3897457122803,4.238359,-0.27272728,1.9364233e-08,5540
278,7.866144e-09,17.42613,,-0.051529497,17.42613,36.316338,3.5699224,-0.70635456,0.14999999,13.830077,,992.43823,8.16636,0.8688428,19.214323,-0.48196876,-0.7879656,16.380558,377.4148943424225,0.12555777,0.09090909,1.7283641,5560
279,7.809857e-09,17.42613,,-0.49492437,17.42613,36.409916,3.5669546,-0.8464925,0.14999999,13.833045,,995.18066,5.586046,0.9980415,19.214323,-0.48510787,-0.78866905,14.657858,378.4374713897705,2.1597984,-0.13131313,5.382861,5580
280,7.754172e-09,17.42613,,-0.9282187,17.42613,36.472435,3.5542336,-0.3981758,0.14999999,13.845766,,995.18555,3.8982208,1.0345844,19.214323,-0.4809743,-0.7873,17.395119,379.4546089172363,1.1014671,-0.5555556,3.6497738,5600
281,7.6990805e-09,17.42613,,-0.7124414,17.42613,36.37802,3.5420904,-0.4558514,0.14999999,13.857909,,995.3274,3.8438962,1.0456876,19.214323,-0.48061326,-0.7860087,17.258148,380.47156715393066,0.013211472,-0.8181818,3.2058058,5620
282,7.644575e-09,17.42613,,-0.8135205,17.42613,36.21936,3.52956,-0.34184942,0.14999999,13.87044,,995.33594,3.7664971,1.0549592,19.214323,-0.48411867,-0.784284,17.39133,381.48472237586975,0.03196275,-0.7777778,3.4047368,5640
283,7.590645e-09,17.42613,,-1.0851405,17.42613,36.168243,3.5173254,-0.34806377,0.14999999,13.882674,,995.40283,6.7722974,0.99642867,19.214323,-0.48754516,-0.7825605,17.333178,382.50708746910095,0.0001033368,-1.0,1.7392883,5660
284,7.537283e-09,17.42613,,-0.5391643,17.42613,36.097694,3.5056734,-0.91659325,0.14999999,13.894326,,995.6116,3.871775,1.0242627,19.214323,-0.49107212,-0.7830655,17.19146,383.5292627811432,1.1126459,-0.5555556,0.013066879,5680
285,7.484482e-09,17.42613,,0.94458413,17.42613,36.095955,3.4933414,-0.36992413,0.14999999,13.906658,,995.60254,12.434094,1.0444747,19.214323,-0.49067697,-0.78154147,17.40878,384.549617767334,2.5060611e-12,0.8181818,6.3768296e-18,5700
286,7.432235e-09,17.42613,,-0.8236178,17.42613,36.050568,3.538537,-1.659585,0.14999999,13.861463,,1012.0215,6.684132,1.0003055,19.214323,-0.49417958,-0.7845051,0.9811249,385.6698088645935,0.00010402469,-1.0,4.4796243e-36,5720
287,7.3805317e-09,17.42613,,-0.83032984,17.42613,36.091415,3.5264149,-0.3502044,0.14999999,13.873585,,1012.08105,3.7197464,1.0632151,19.214323,-0.49766964,-0.78301084,17.340282,386.6979103088379,0.10585308,-0.7171717,2.9346583,5740
288,7.3293682e-09,17.42613,,-0.6757888,17.42613,36.010597,3.5144138,-0.34631053,0.14999999,13.885586,,1012.1511,3.7479632,1.052946,19.214323,-0.50077915,-0.78128666,17.329798,387.72705578804016,0.013480598,-0.8181818,3.7479632,5760
289,7.278733e-09,17.42613,,-0.48256204,17.42613,35.96929,3.5022497,-0.32572672,0.14999999,13.89775,,1012.1504,3.8834336,1.0245541,19.214323,-0.50419855,-0.7795387,17.40096,388.7890419960022,1.3953195,-0.53535354,2.3765266,5780
290,7.228622e-09,17.42613,,-0.6056278,17.42613,35.96068,3.4902697,-0.3906532,0.14999999,13.90973,,1012.1782,4.419067,1.0103515,19.214323,-0.5028363,-0.77812344,17.37222,390.0718810558319,4.3947873,-0.3131313,2.0769622,5800
291,7.1790263e-09,17.42613,,-0.6604357,17.42613,36.006126,3.478344,-0.34059978,0.14999999,13.921656,,1012.198,3.707763,1.0613645,19.214323,-0.49123788,-0.7765974,17.38009,391.8241693973541,0.39553982,-0.6363636,3.6611896,5820
292,7.129939e-09,17.42613,,-0.6585733,17.42613,35.909523,3.466484,-0.31744984,0.14999999,13.933516,,1012.2134,3.6445484,1.0719429,19.214323,-0.4933101,-0.77482563,17.3847,392.97071981430054,0.21193637,-0.67676765,3.6317112,5840
293,7.081353e-09,17.426174,,-0.81207263,17.426174,35.81237,3.454564,-0.30886245,0.14999999,13.945436,,1012.187,3.6428847,1.0667341,19.215511,-0.49600336,-0.77300066,17.426174,394.5503623485565,0.39742926,-0.6363636,3.5825768,5860
294,7.033262e-09,17.426174,,-0.7133899,17.426174,35.805252,3.4430351,-0.3234956,0.14999999,13.9569645,,1012.25244,3.7002907,1.0571824,19.215511,-0.498055,-0.7712553,17.334917,395.62965416908264,0.0134439245,-0.8181818,3.6724083,5880
295,6.985661e-09,17.426174,,0.86684465,17.426174,35.80422,3.431405,-0.29051855,0.14999999,13.968595,,1012.26465,22.978964,0.9957914,19.215511,-0.5014049,-0.7694427,17.387926,396.70454454421997,1.3568732e-16,1.0,1.6539892e-28,5900
296,6.93854e-09,17.426174,,0.5360081,17.426174,35.781437,3.4709501,-1.548021,0.14999999,13.9290495,,1027.4014,10.136652,0.86863005,19.215511,-0.504789,-0.7721636,2.2632377,397.7408983707428,0.000144336,0.37373737,0.056290004,5920
297,6.891894e-09,17.426174,,-0.018134046,17.426174,35.75827,3.4960003,-1.3447934,0.14999999,13.903999,,1038.312,6.6917076,0.9422166,19.215511,-0.5081612,-0.7745605,6.4888434,398.77963185310364,1.013698,-0.05050505,0.0048858146,5940
298,6.8457173e-09,17.426174,,-0.3679719,17.426174,35.69433,3.5031157,-0.92595315,0.14999999,13.896884,,1043.9282,3.5986104,1.0791005,19.215511,-0.50811523,-0.7752818,11.783467,399.8219213485718,0.07340512,-0.7373737,6.830354e-05,5960
299,6.8000032e-09,17.426174,,-0.410613,17.426174,35.734413,3.4917898,-0.46289244,0.14999999,13.90821,,1044.0454,4.0585914,1.0138845,19.215511,-0.511219,-0.7739832,17.283312,400.8690187931061,3.1091285,-0.43434343,3.8312113,5980
300,6.754745e-09,17.426174,,0.61449796,17.426174,35.67469,3.4804354,-0.42348167,0.14999999,13.919564,,1044.1309,10.861095,1.1293194,19.215511,-0.50421315,-0.7727791,17.31478,401.9127812385559,1.0911981e-08,0.6363636,1.0707957e-10,6000
301,6.7099384e-09,17.426174,,-0.4968061,17.426174,35.633575,3.5078545,-1.3594768,0.14999999,13.892145,,1055.8643,4.07609,1.0158733,19.215511,-0.50754094,-0.7743422,5.6666656,402.9569265842438,3.4386797,-0.41414142,6.3610756e-10,6020
302,6.6655748e-09,17.426174,,-0.5173197,17.426174,35.56132,3.4963312,-0.36660707,0.14999999,13.903668,,1055.8921,3.8124802,1.0330946,19.215511,-0.49949828,-0.7729501,17.371933,404.00401496887207,1.6879934,-0.5151515,3.8087826,6040
303,6.6216503e-09,17.426174,,0.23825747,17.426174,35.496956,3.4848347,-0.3468675,0.14999999,13.915165,,1055.9048,8.972632,0.8061281,19.215511,-0.49723026,-0.77144426,17.387096,405.0650579929352,0.040127393,0.15151516,0.00018121219,6060
304,6.578159e-09,17.426174,,-0.19308013,17.426174,35.470474,3.5023584,-1.2638981,0.14999999,13.897641,,1064.7173,3.7516823,1.0408882,19.215511,-0.50039274,-0.77372164,8.587812,406.11934518814087,1.3900193,-0.53535354,1.577091e-05,6080
305,6.535094e-09,17.426174,,-0.061104074,17.426174,35.66066,3.4924145,-0.6467575,0.14999999,13.907585,,1065.1865,5.3972483,0.9886174,19.215511,-0.49911478,-0.77318054,16.93085,407.15801429748535,2.9006095,-0.17171717,5.0268693,6100
306,6.49245e-09,17.426174,,0.013631098,17.426174,35.470345,3.4911356,-0.8500956,0.14999999,13.908864,,1068.2876,5.900647,0.981231,19.215511,-0.49292287,-0.77348375,14.29869,408.2121205329895,1.8407483,-0.11111111,5.8867607,6120
307,6.450223e-09,17.426174,,-1.0709751,17.426174,35.41112,3.5052347,-0.96871436,0.14999999,13.894765,,1076.1069,7.001611,0.9759114,19.215511,-0.490188,-0.7741973,9.580684,409.2676200866699,0.00010361025,-1.0,8.504238e-10,6140
308,6.408407e-09,17.426174,,-0.997456,17.426174,35.31303,3.4944992,-0.8739353,0.14999999,13.9055,,1076.3057,6.8677874,0.98054665,19.215511,-0.4934397,-0.7746167,17.20109,410.32134675979614,0.00010394774,-1.0,5.69833,6160
309,6.366996e-09,17.426174,,-0.0073526343,17.426174,35.23655,3.4838295,-0.58324516,0.14999999,13.91617,,1076.5034,7.251223,0.9350873,19.215511,-0.49668086,-0.7740775,17.202808,411.3719816207886,0.46165842,0.01010101,7.5982254e-10,6180
310,6.3259846e-09,17.426174,,-0.68762654,17.426174,35.204205,3.494629,-0.9191624,0.14999999,13.905371,,1083.335,3.750883,1.0391771,19.215511,-0.49841896,-0.7747742,10.568343,412.4043667316437,0.013448818,-0.8181818,3.013156e-06,6200
311,6.2853682e-09,17.426174,,-0.35085595,17.426174,35.2015,3.4834251,-0.3042691,0.14999999,13.9165745,,1083.3452,4.6004815,0.9947029,19.215511,-0.5015962,-0.77314496,17.389729,413.4487702846527,4.2725987,-0.27272728,0.07863691,6220
312,6.245142e-09,17.426174,,-0.58401096,17.426174,35.197624,3.4728537,-0.45580173,0.14999999,13.927146,,1083.5303,3.7162347,1.0427628,19.215511,-0.49116173,-0.7721563,17.214357,414.4923596382141,0.88288194,-0.57575756,1.3633798,6240
313,6.2053003e-09,17.426174,,0.33841693,17.426174,35.20085,3.4618416,-0.3213012,0.14999999,13.938158,,1083.5562,10.336787,1.0165249,19.215511,-0.49153596,-0.77058804,17.374062,415.56387543678284,5.3221265e-06,0.47474748,5.5704722e-11,6260
314,6.165839e-09,17.426174,,-0.6006928,17.426174,35.12716,3.4805565,-1.3173984,0.14999999,13.919443,,1092.895,3.6259677,1.059275,19.215511,-0.49472576,-0.7723107,8.0619335,416.6291573047638,0.3969218,-0.6363636,6.7083303e-09,6280
315,6.1267533e-09,17.426174,,0.52319425,17.426174,35.117485,3.4695091,-0.3109523,0.14999999,13.9304905,,1092.8955,9.55149,0.8082085,19.215511,-0.4966421,-0.770667,17.399408,417.6999228000641,0.006660797,0.23232323,7.292735e-07,6300
316,6.0880376e-09,17.426174,,-0.32335582,17.426174,35.10022,3.4926682,-1.3392558,0.14999999,13.907331,,1103.6831,3.9889994,1.0154111,19.215511,-0.49979055,-0.7730928,6.6124163,418.8179385662079,3.0737982,-0.43434343,1.4376971e-08,6320
317,6.049688e-09,17.426174,,-0.32698795,17.426174,35.040176,3.4821815,-0.47843695,0.14999999,13.917818,,1103.8516,4.3831835,1.0023193,19.215511,-0.4932699,-0.772124,17.231152,420.1179349422455,4.3529453,-0.3131313,4.281465,6340
318,6.0116996e-09,17.426174,,-0.9819107,17.426174,35.006615,3.472107,-0.46485454,0.14999999,13.927893,,1104.1299,6.9320664,0.9735376,19.215511,-0.48278126,-0.7711611,17.12165,420.76265597343445,0.00010284572,-1.0,0.00018002503,6360
319,5.9740675e-09,17.426174,,0.73618853,17.426174,34.975307,3.4618063,-0.5504182,0.14999999,13.938193,,1104.3164,11.688375,1.1072445,19.215511,-0.48592064,-0.7705681,17.213793,421.4102885723114,3.1192632e-10,0.7171717,6.347552e-28,6380
320,5.9367875e-09,17.426174,,-0.4977176,17.426174,34.94449,3.4923306,-1.455768,0.14999999,13.907669,,1117.5459,4.1266184,1.012558,19.215511,-0.48905054,-0.7724127,4.1701717,422.3275923728943,3.939398,-0.37373737,1.4711461e-11,6400
321,5.899856e-09,17.426174,,-0.32622045,17.426174,34.984047,3.4816036,-0.35189098,0.14999999,13.918396,,1117.5947,3.629873,1.059215,19.215511,-0.4799352,-0.7710733,17.35116,423.0266091823578,0.39109433,-0.6363636,2.4667482,6420
322,5.8632685e-09,17.426174,,-0.11200149,17.426174,34.918762,3.4713907,-0.4639098,0.14999999,13.928609,,1117.7876,4.1631684,1.0178672,19.215511,-0.481828,-0.7699442,17.206997,423.7064881324768,4.111602,-0.35353535,4.1599836,6440
323,5.8270193e-09,17.426174,,-0.18315312,17.426174,35.008865,3.4648762,-0.7550148,0.14999999,13.935123,,1119.1548,5.876812,0.99034256,19.215511,-0.4722407,-0.7698525,16.03294,424.36620473861694,1.8030685,-0.11111111,5.658612,6460
324,5.791106e-09,17.426174,,-0.024731815,17.426174,34.879,3.4563932,-0.6250258,0.14999999,13.943606,,1119.8716,5.036155,1.0048413,19.215511,-0.46976513,-0.76945025,16.683489,425.0563476085663,3.1544456,-0.1919192,4.9604654,6480
325,5.755523e-09,17.426174,,-0.8360629,17.426174,34.83634,3.4587317,-0.89091897,0.14999999,13.941268,,1124.0879,6.9334927,0.9723527,19.215511,-0.46315795,-0.76982117,13.184079,425.72135376930237,0.00010084717,-1.0,4.28766e-09,6500
326,5.720268e-09,17.426174,,-0.93807065,17.426174,34.837173,3.4483395,-0.3627711,0.14999999,13.95166,,1124.1587,3.7542136,1.0382113,19.215511,-0.46622983,-0.7686729,17.32867,426.4112048149109,0.020404648,-0.7979798,3.7014446,6520
327,5.685335e-09,17.426174,,0.97960633,17.426174,34.83366,3.4382143,-0.4637186,0.14999999,13.961785,,1124.2959,23.610813,0.9643329,19.215511,-0.46923003,-0.7676322,17.262524,427.0744411945343,1.313913e-16,1.0,2.376589e-36,6540
328,5.650721e-09,17.426174,,0.052729875,17.426174,34.747448,3.479661,-1.7629327,0.14999999,13.920339,,1141.3286,7.2526274,0.94157076,19.215511,-0.47228348,-0.7708364,0.36756793,427.8773090839386,0.45053145,0.01010101,1.3155107e-08,6560
329,5.616422e-09,17.426174,,-0.7946324,17.426174,34.718414,3.494358,-1.025525,0.14999999,13.905642,,1149.644,3.7884107,1.0322077,19.215511,-0.47395498,-0.7718054,9.084987,429.1690948009491,0.013123802,-0.8181818,3.548512e-07,6580
330,5.582434e-09,17.426174,,-0.4865865,17.426174,34.62915,3.483944,-0.33031768,0.14999999,13.916056,,1149.7017,3.7566679,1.0346183,19.215511,-0.47695,-0.77037853,17.342161,430.6825032234192,0.013163166,-0.8181818,3.6552894,6600
331,5.548755e-09,17.426174,,-0.7140023,17.426174,34.743362,3.473445,-0.36679518,0.14999999,13.926555,,1149.7104,3.8695974,1.0241274,19.215511,-0.47993582,-0.7690632,17.391289,432.10403752326965,2.3158946,-0.47474748,3.8261611,6620
332,5.5153784e-09,17.426174,,0.4028391,17.426174,34.62973,3.4629793,-0.3045334,0.14999999,13.93702,,1149.709,10.429413,1.0252934,19.215511,-0.47598013,-0.7675996,17.401203,433.7397756576538,5.239974e-06,0.47474748,8.298684e-14,6640
333,5.482303e-09,17.426174,,-0.721683,17.426174,34.5913,3.481927,-1.3334365,0.14999999,13.918073,,1159.4814,3.6312935,1.0502672,19.215511,-0.47898763,-0.7692535,7.6271563,435.1611318588257,0.3907239,-0.6363636,3.814271e-10,6660
334,5.4495244e-09,17.426174,,-0.28404117,17.426174,34.52791,3.4715748,-0.30206296,0.14999999,13.928425,,1159.5063,5.2249794,0.99882656,19.215511,-0.48081347,-0.76771206,17.375532,437.2721583843231,2.8480077,-0.17171717,0.004334522,6680
335,5.417038e-09,17.426174,,-0.7298318,17.426174,34.51767,3.4624023,-0.4979164,0.14999999,13.937597,,1159.9048,3.6066117,1.0584575,19.215511,-0.4753122,-0.76692206,17.001684,439.3323893547058,0.103512734,-0.7171717,0.06768857,6700
336,5.384841e-09,17.426174,,-0.90616703,17.426174,34.45341,3.4522095,-0.2986366,0.14999999,13.94779,,1159.9424,3.7304363,1.037496,19.215511,-0.4779839,-0.7653626,17.362469,440.28637194633484,0.013176782,-0.8181818,3.0142696,6720
337,5.352931e-09,17.426174,,0.19696282,17.426174,34.456024,3.4423523,-0.40932125,0.14999999,13.957647,,1160.0728,9.93292,0.810697,19.215511,-0.48091644,-0.764203,17.269476,442.30433201789856,0.002396633,0.27272728,1.547813e-13,6740
338,5.321304e-09,17.426174,,-1.1363231,17.426174,34.458702,3.457755,-1.2364656,0.14999999,13.942245,,1168.7212,7.045813,0.9660908,19.215511,-0.4838723,-0.76617813,8.751444,443.7494478225708,0.00010295799,-1.0,1.3634622e-13,6760
339,5.289956e-09,17.426174,,0.0008222759,17.426174,34.4497,3.448144,-1.2640768,0.14999999,13.951856,,1168.9209,4.3492723,1.004863,19.215511,-0.4868262,-0.7677609,17.200773,444.824667930603,4.3249865,-0.3131313,2.7155556e-06,6780
340,5.2588853e-09,17.426174,,0.014849711,17.426174,34.50716,3.4576225,-0.94696015,0.14999999,13.942377,,1175.5918,7.7440686,0.9351791,19.215511,-0.47709432,-0.76828283,10.7287855,445.8779888153076,0.24661861,0.05050505,6.4901705,6800
341,5.2280864e-09,17.426174,,-1.0623994,17.426174,34.41193,3.4715261,-0.95618343,0.14999999,13.928473,,1183.7905,6.9631977,0.9720634,19.215511,-0.4793061,-0.76904064,9.200836,446.9597260951996,0.000102488935,-1.0,7.9494566e-10,6820
342,5.1975575e-09,17.426174,,-0.9944591,17.426174,34.329178,3.461957,-0.8258232,0.14999999,13.938043,,1183.9893,6.8438673,0.97602767,19.215511,-0.48223406,-0.7693023,17.20114,448.0466356277466,0.00010278944,-1.0,5.570464,6840
343,5.167295e-09,17.426174,,-0.28072277,17.426174,34.256836,3.4524364,-0.56659967,0.14999999,13.947563,,1184.1855,6.1877027,1.0010554,19.215511,-0.48515347,-0.7687947,17.203869,449.2851867675781,1.2369777,-0.07070707,2.7260173e-08,6860
344,5.1372964e-09,17.426174,,-0.49478155,17.426174,34.303802,3.443058,-0.5088301,0.14999999,13.956942,,1184.4121,3.9022374,1.0105637,19.215511,-0.48446482,-0.7680508,17.173859,450.46432757377625,2.326407,-0.47474748,1.9163893,6880
345,5.107558e-09,17.426174,,0.8719238,17.426174,34.235016,3.4331112,-0.36302328,0.14999999,13.966888,,1184.4233,12.838734,1.0655262,19.215511,-0.48062754,-0.7668537,17.388638,451.4722158908844,6.7578785e-12,0.7979798,2.840779e-16,6900
346,5.0780775e-09,17.426174,,-0.53672093,17.426174,34.23685,3.4671698,-1.6071726,0.14999999,13.93283,,1199.6406,3.7755094,1.022344,19.215511,-0.4835219,-0.7691285,2.1828303,452.3384840488434,1.3667653,-0.53535354,1.0225926e-18,6920
347,5.0488507e-09,17.426174,,-0.958544,17.426174,34.20001,3.4572792,-0.3400234,0.14999999,13.94272,,1199.6758,6.807692,0.97646207,19.215511,-0.4824655,-0.76783466,17.364937,453.4764754772186,0.00010281326,-1.0,0.03170454,6940
348,5.019876e-09,17.426174,,-0.34929594,17.426174,34.184757,3.447813,-0.4835878,0.14999999,13.952187,,1199.8389,4.344033,1.0019754,19.215511,-0.4853429,-0.7670987,17.23672,454.88474202156067,4.318576,-0.3131313,0.00041176146,6960
349,4.99115e-09,17.426174,,-0.3893114,17.426174,34.16687,3.4384727,-0.44120836,0.14999999,13.961527,,1200.0273,3.6337974,1.0468198,19.215511,-0.475879,-0.76616794,17.211885,456.3555750846863,0.28741947,-0.65656567,0.50726855,6980
350,4.96267e-09,17.426174,,-0.4877076,17.426174,34.259254,3.4290714,-0.4137722,0.14999999,13.970928,,1200.1753,4.0306215,1.0193012,19.215511,-0.47791702,-0.76503456,17.252197,457.466424703598,3.6391442,-0.3939394,4.0207872,7000
