DenMISELogLast,GridSize,DenMISEMeanLog,BoundBonus,Regret,IWFirstEpisode,ReturnMax,ReturnMin,ReturnMean,InvPendulum_mu1_higher,InvPendulum_mu2_higher,IWMin,IWMax,InvPendulum_std1_higher,Iteration,InvPendulum_std0_higher,MinEpLen,InvPendulum_mu0_higher,InvPendulum_std3_higher,TimestepsSoFar,ReturnAbsMax,InvPendulum_std2_higher,DenMISELogFirst,InvPendulum_mu3_higher,BoundMISE,Bound,ActionIn1,Regret/t,AvgEpLen,ReturnLastEpisode,Delta,NumTrajectories,TimeElapsed,NumTrainableParams,IWMean,IWLastEpisode
5.16733,81,4.65923,5674758000000.0,9348.572,,5.4367437,-498.29233,-141.07144,-0.2,,,4.5093002e-05,0.03,64,0.03,12,,0.03,4187,498.29233,0.03,5.341139,,-0.00035044612,5674758000000.0,-0.19644047,146.07144,65.421875,-118.53263,3.6199927e-07,64,27.3514084815979,,7.0885756e-07,1.5149032e-23
5.8983836,81,4.663028,5680686700000.0,9851.816,,5.4367437,-498.29233,-146.5664,-0.2,0.2,,3.1710933e-06,0.03,65,0.03,12,,0.03,4687,498.29233,0.03,5.3256345,-0.2,-7.1012787e-06,5680686700000.0,-0.24034598,151.5664,72.1076923076923,-498.24466,3.5094652e-07,65,28.621381759643555,,5.5065197e-08,8.552783e-20
5.546389,81,4.661376,5686519000000.0,9957.595,,5.4367437,-498.29233,-145.87265,-0.2,0.2,,6.026801e-05,0.03,66,0.03,12,,0.03,4713,498.29233,0.03,5.310367,0.2,-0.00010824877,5686519000000.0,0.08477095,150.87265,71.4090909090909,-100.77779,3.4039232e-07,66,29.147945642471313,,9.166846e-07,
2.4753876,81,4.6139364,5692257700000.0,10087.228,,5.4367437,-498.29233,-145.55563,-0.2,-0.2,,8.020758e-08,0.03,67,0.03,12,0.2,0.03,4741,498.29233,0.03,5.295329,,-1.9741346e-07,5692257700000.0,-0.25705448,150.55563,70.76119402985074,-124.63295,3.3030722e-07,67,29.708512783050537,,1.7258288e-09,
5.0178943,81,4.6052794,5697906400000.0,10203.34,,5.4367437,-498.29233,-145.04912,-0.2,,,0.00040626843,0.03,68,0.03,12,0.2,0.03,4766,498.29233,0.03,5.2805142,-0.2,-0.0006678525,5697906400000.0,-0.18165128,150.04912,70.08823529411765,-111.112854,3.206637e-07,68,30.21506142616272,,6.022511e-06,2.6377988e-21
5.490089,81,4.6037154,5703466000000.0,10333.309,,5.4367437,-498.29233,-144.7581,-0.2,,,4.79753e-05,0.03,69,0.03,12,0.2,0.03,4807,498.29233,0.03,5.2659154,0.2,-7.997176e-05,5703466000000.0,0.19915804,149.7581,69.66666666666667,-124.96834,3.1143645e-07,69,30.68987798690796,,7.056087e-07,1.1883142e-36
5.9491625,81,4.608753,5708941600000.0,10479.277,,5.4367437,-498.29233,-144.70396,-0.2,0.2,,1.6488775e-05,0.03,70,0.03,12,0.2,0.03,4852,498.29233,0.03,5.251527,,-3.3534223e-05,5708941600000.0,0.2803873,149.70396,69.31428571428572,-140.96802,3.0260182e-07,70,31.255719900131226,,2.7919717e-07,4.7351757e-16
4.13636,81,4.588115,5714333400000.0,10597.965,,5.4367437,-498.29233,-144.2671,,-0.2,,8.736685e-06,0.03,71,0.03,12,-0.2,0.03,4873,498.29233,0.03,5.237342,-0.2,-1.4091807e-05,5714333400000.0,-0.5400959,149.2671,68.63380281690141,-113.68783,2.9413786e-07,71,31.81051230430603,,1.256698e-07,
5.343217,81,4.5848103,5719645500000.0,10710.418,,5.4367437,-498.29233,-143.7558,,-0.2,,6.1671744e-07,0.03,72,0.03,12,-0.2,0.03,4893,498.29233,0.03,5.223356,0.2,-1.0551046e-06,5719645500000.0,-0.21910317,148.7558,67.95833333333333,-107.45366,2.8602412e-07,72,32.34660840034485,,8.944247e-09,3.5546952e-36
5.437108,81,4.582881,5724879000000.0,10839.428,,5.4367437,-498.29233,-143.4853,,,,3.499433e-05,0.03,73,0.03,12,-0.2,0.03,4924,498.29233,0.03,5.2095623,,-6.421335e-05,5724879000000.0,-0.1785763,148.4853,67.45205479452055,-124.00929,2.7824152e-07,73,32.82238435745239,,4.941815e-07,1.5263213e-20
5.868751,81,4.5868363,5730037000000.0,11151.262,,5.4367437,-498.29233,-145.69272,,0.2,,9.151921e-05,0.03,74,0.03,12,-0.2,0.03,5183,498.29233,0.03,5.1959567,-0.2,-0.00013112012,5730037000000.0,-0.23433328,150.69272,70.04054054054055,-306.83395,2.707723e-07,74,33.73843812942505,,1.2368082e-06,9.8114366e-18
1.3115793,81,4.529922,5735120400000.0,11278.766,,5.4367437,-498.29233,-145.38354,,0.2,,0.12914121,0.03,75,0.03,12,-0.2,0.03,5214,498.29233,0.03,5.1825337,0.2,-0.20644915,5735120400000.0,0.13764624,150.38354,69.52,-122.50394,2.6359982e-07,75,34.225749015808105,,0.0017218854,
3.715796,81,4.5061617,5740133600000.0,11414.419,,5.4367437,-498.29233,-145.18973,,-0.2,,0.124032065,0.03,76,0.03,12,,0.03,5254,498.29233,0.03,5.1692886,,-0.18190937,5740133600000.0,-0.36907002,150.18973,69.13157894736842,-130.65329,2.5670863e-07,76,34.738184452056885,,0.0016376671,
1.3434309,81,4.452206,5745075600000.0,11526.926,,5.4367437,-498.29233,-144.70033,,,,71.86548,0.03,77,0.03,12,,0.03,5272,498.29233,0.03,5.1562166,-0.2,-118.059685,5745075600000.0,-0.1699842,149.70033,68.46753246753246,-107.506874,2.5008418e-07,77,35.2412748336792,,0.9333179,3.1586917e-15
5.1415024,81,4.4567575,5749950000000.0,11649.132,,5.4367437,-498.29233,-144.34784,,,,2.1388198e-07,0.03,78,0.03,12,,0.03,5338,498.29233,0.03,5.143313,0.2,-3.7045973e-07,5749950000000.0,0.20962659,149.34784,68.43589743589743,-117.206055,2.4371286e-07,78,35.85879564285278,,3.1208618e-09,
4.7227945,81,4.447547,5754758000000.0,11771.24,,5.4367437,-498.29233,-144.00304,,0.2,,0.006079802,0.03,79,0.03,12,,0.03,5359,498.29233,0.03,5.130574,,-0.009026134,5754758000000.0,0.16146246,149.00304,67.83544303797468,-117.10881,2.3758197e-07,79,36.397499322891235,,7.743423e-05,4.872934e-19
4.1572485,81,4.4314976,5759502400000.0,11886.768,,5.4367437,-498.29233,-143.5846,,-0.2,,0.0015891133,0.03,80,0.03,12,0.2,0.03,5383,498.29233,0.03,5.1179953,-0.2,-0.0022411197,5759502400000.0,-0.0749713,148.5846,67.2875,-110.52787,2.3167952e-07,80,36.958239793777466,,1.9865369e-05,
