DenMISELogLast,GridSize,DenMISEMeanLog,BoundBonus,Regret,IWFirstEpisode,ReturnMax,ReturnMin,ReturnMean,InvPendulum_mu1_higher,InvPendulum_mu2_higher,IWMin,IWMax,InvPendulum_std1_higher,Iteration,InvPendulum_std0_higher,MinEpLen,InvPendulum_mu0_higher,InvPendulum_std3_higher,TimestepsSoFar,ReturnAbsMax,InvPendulum_std2_higher,DenMISELogFirst,InvPendulum_mu3_higher,BoundMISE,Bound,ActionIn1,Regret/t,AvgEpLen,ReturnLastEpisode,Delta,NumTrajectories,TimeElapsed,NumTrainableParams,IWMean,IWLastEpisode
2.8019063,625,2.9467611,346420.38,152154.17,,49.859245,-564.57104,-139.3588,,-0.1,,504.32352,0.03,1054,0.03,11,,0.03,66021,564.57104,0.03,2.5396743,,-88.52617,346331.84,-0.07188756,144.3588,62.638519924098674,-147.47769,1.7483402e-10,1054,2905.9146156311035,,0.7637961,0.01828303
2.9088304,625,2.9464107,346434.75,152293.9,,49.859245,-564.57104,-139.35442,,,,313.29813,0.03,1055,0.03,11,0.1,0.03,66068,564.57104,0.03,2.5387259,,-113.91721,346320.84,0.092310995,144.35442,62.623696682464455,-134.74057,1.7450273e-10,1055,2910.417427301407,,0.83997154,0.094198935
1.8815075,625,2.9451826,346449.16,152429.97,,49.859245,-564.57104,-139.34656,,,,807.17505,0.03,1056,0.03,11,,0.03,66105,564.57104,0.03,2.5377784,0.1,-149.49786,346299.66,0.034442484,144.34656,62.59943181818182,-131.06924,1.7417238e-10,1056,2914.9518189430237,,0.8501805,2.0981606e-06
2.8254156,625,2.9447415,277548.88,152588.25,,49.859245,-564.57104,-139.35974,,,,658.95483,0.03,1057,0.03,11,-0.2,0.03,66160,564.57104,0.03,2.5368319,-0.1,13.643114,277562.53,-0.2022329,144.35974,62.5922421948912,-153.2796,1.7384298e-10,1057,2919.5531783103943,,0.7523849,1.4563193e-14
2.7930496,625,2.9442313,277560.56,152711.72,,49.859245,-564.57104,-139.34,-0.2,,,44.992043,0.03,1058,0.03,11,0.1,0.03,66246,564.57104,0.03,2.5358863,,-15.0157175,277545.53,-0.11039336,144.34,62.614366729678636,-118.45044,1.7351452e-10,1058,2924.2951004505157,,0.089084424,1.6660483e-33
2.864506,625,2.9432952,277572.56,152920.1,,49.859245,-564.57104,-139.40047,,-0.1,,89.122574,0.03,1059,0.03,11,0.2,0.03,66353,564.57104,0.03,2.5349417,,-17.920015,277554.66,0.1236736,144.40047,62.65627950897073,-203.38223,1.7318698e-10,1059,2928.919633626938,,0.15451144,1.3903084e-10
2.0353942,625,2.941638,277583.88,153032.16,,49.859245,-564.57104,-139.36996,,-0.2,,94.13722,0.03,1060,0.03,11,,0.03,66367,564.57104,0.03,2.5339978,0.1,-17.845062,277566.03,-0.058399096,144.36996,62.61037735849057,-107.0443,1.7286035e-10,1060,2933.242021083832,,0.15325493,1.1794387e-12
2.7194784,625,2.9406261,277595.4,153157.0,,49.859245,-564.57104,-139.35156,-0.2,-0.1,,51.947803,0.03,1061,0.03,11,,0.03,66390,564.57104,0.03,2.5330548,,-19.511192,277575.9,-0.20985666,144.35156,62.57304429783223,-119.84537,1.7253467e-10,1061,2937.596308708191,,0.109063804,5.337425e-12
3.1935833,625,2.940025,277607.2,153307.05,,49.859245,-564.57104,-139.35692,,0.2,,52.419247,0.03,1062,0.03,11,0.1,0.03,66447,564.57104,0.03,2.5321126,,-22.289112,277584.9,0.3064477,144.35692,62.567796610169495,-145.0563,1.722099e-10,1062,2942.0557475090027,,0.19091682,1.4611873e-23
3.055255,625,2.93937,277617.9,153424.5,,49.859245,-564.57104,-139.3316,,,,53.340137,0.03,1063,0.03,11,0.2,0.03,66465,564.57104,0.03,2.5311716,-0.1,-22.645693,277595.25,0.121882945,144.3316,62.52587017873942,-112.44685,1.7188605e-10,1063,2946.4108126163483,,0.20120752,6.797297e-11
2.8531053,625,2.9385355,277629.78,153545.9,,49.859245,-564.57104,-139.31006,-0.2,,,176.99968,0.03,1064,0.03,11,,0.03,66488,564.57104,0.03,2.5302312,-0.1,-28.28772,277601.5,-0.39577156,144.31006,62.48872180451128,-116.421486,1.715631e-10,1064,2950.9893729686737,,0.2958235,2.4739118e-21
0.72278965,625,2.9357812,277641.6,153706.22,,49.859245,-564.57104,-139.32509,0.2,,,84.19447,0.03,1065,0.03,11,,0.03,66815,564.57104,0.03,2.5292919,-0.1,-28.87442,277612.72,0.07538362,144.32509,62.737089201877936,-155.30405,1.7124106e-10,1065,2955.8518142700195,,0.25067472,
1.6314166,625,2.9338498,277653.34,153822.78,,49.859245,-564.57104,-139.29904,,0.1,,386.69153,0.03,1066,0.03,11,0.2,0.03,66837,564.57104,0.03,2.5283532,,-68.97163,277584.38,0.3863427,144.29904,62.69887429643527,-111.55726,1.7091996e-10,1066,2960.1588876247406,,0.5818637,5.0096678e-31
2.3603406,625,2.932864,277664.66,153957.5,,49.859245,-564.57104,-139.29007,0.2,,,574.3287,0.03,1067,0.03,11,-0.1,0.03,66871,564.57104,0.03,2.5274158,,-83.679085,277580.97,0.027577221,144.29007,62.671977507029055,-129.73882,1.7059973e-10,1067,2964.4514043331146,,0.72431785,1.0649147e-34
2.0837355,625,2.9317057,277676.22,154081.58,,49.859245,-564.57104,-139.27113,0.1,,,494.3026,0.03,1068,0.03,11,,0.03,66893,564.57104,0.03,2.526479,-0.2,-85.02301,277591.2,-0.048597835,144.27113,62.63389513108614,-119.06774,1.702804e-10,1068,2968.614050388336,,0.7984931,4.0612282e-15
2.709961,625,2.931211,277688.53,154215.39,,49.859245,-564.57104,-139.26135,-0.1,,,162.25946,0.03,1069,0.03,11,-0.2,0.03,66946,564.57104,0.03,2.525543,,-92.0595,277596.47,-0.31272557,144.26135,62.62488306828812,-128.8143,1.6996198e-10,1069,2972.9599673748016,,0.34748834,6.94969e-24
3.0596254,625,2.9307067,277699.56,154632.4,,49.859245,-564.57104,-139.51627,,,,397.77466,0.03,1070,0.03,11,0.2,0.03,67446,564.57104,0.03,2.524608,0.1,-96.649445,277602.9,0.13366392,144.51627,63.03364485981309,-412.01215,1.6964444e-10,1070,2978.2693338394165,,0.6069641,2.7651458e-38
2.3745978,625,2.9297628,277711.6,154772.56,,49.859245,-564.57104,-139.51219,0.2,,,442.18326,0.03,1071,0.03,11,,0.03,67483,564.57104,0.03,2.5236738,0.1,-97.11565,277614.47,0.30021375,144.51219,63.0093370681606,-135.16452,1.6932779e-10,1071,2982.8773403167725,,0.781544,3.8527206e-19
2.9091458,625,2.9294622,277722.78,154898.44,,49.859245,-564.57104,-139.49481,0.1,,,645.49896,0.03,1072,0.03,11,0.2,0.03,67507,564.57104,0.03,2.5227406,,-119.8204,277602.97,0.2853484,144.49481,62.97294776119403,-120.8576,1.6901203e-10,1072,2987.5092883110046,,0.8457063,1.5990733e-13
0.9513299,625,2.927347,277733.75,155011.31,,49.859245,-564.57104,-139.46535,-0.2,0.1,,876.09875,0.03,1073,0.03,11,,0.03,67523,564.57104,0.03,2.5218081,,-135.48854,277598.25,-0.12734818,144.46535,62.9291705498602,-107.87829,1.6869714e-10,1073,2992.03564453125,,0.8662694,8.94735e-36
3.2630348,625,2.9273303,277744.78,155169.73,,49.859245,-564.57104,-139.47833,0.2,-0.1,,678.37555,0.03,1074,0.03,11,,0.03,67578,564.57104,0.03,2.5208766,,-173.69717,277571.1,0.056481287,144.47833,62.92178770949721,-153.42168,1.6838314e-10,1074,2996.333482027054,,1.560293,
2.754322,625,2.9274902,277757.28,155294.86,,49.859245,-564.57104,-139.46033,0.2,,,1056.7653,0.03,1075,0.03,11,0.1,0.03,67601,564.57104,0.03,2.5199459,,-183.7284,277573.56,0.25200713,144.46033,62.884651162790696,-120.12569,1.6807002e-10,1075,3000.794468164444,,1.5289696,0.012962447
2.8787162,625,2.9275823,277768.38,155412.31,,49.859245,-564.57104,-139.43524,0.2,0.1,,1819.2305,0.03,1076,0.03,11,,0.03,67620,564.57104,0.03,2.5190163,,-196.62936,277571.75,0.28543222,144.43524,62.84386617100372,-112.45752,1.6775775e-10,1076,3005.1241343021393,,1.8625106,0.00075004785
2.736818,625,2.9275525,277779.72,155557.98,,49.859245,-564.57104,-139.43639,-0.1,,,961.3734,0.03,1077,0.03,11,0.2,0.03,67665,564.57104,0.03,2.5180871,,-298.53497,277481.2,0.16210423,144.43639,62.82729805013928,-140.67499,1.6744638e-10,1077,3009.3875300884247,,2.0708916,5.616546e-35
3.2353263,625,2.9283626,277791.12,155692.92,,49.859245,-564.57104,-139.42757,0.1,,,2240.505,0.03,1078,0.03,11,-0.2,0.03,67697,564.57104,0.03,2.5171592,,-317.0466,277474.1,-0.12219674,144.42757,62.798701298701296,-129.9394,1.6713586e-10,1078,3013.6256062984467,,2.4943366,
0.40933672,625,2.9265175,277802.84,155857.66,,49.859245,-564.57104,-139.4464,,-0.1,,1655.1041,0.03,1079,0.03,11,-0.2,0.03,67764,564.57104,0.03,2.516232,,-344.19553,277458.66,-0.24994257,144.4464,62.80259499536608,-159.72418,1.6682619e-10,1079,3017.919319152832,,1.7780052,0.00023088993
2.4481006,625,2.9262307,277814.62,156244.12,,49.859245,-564.57104,-139.67049,,,,809.3665,0.03,1080,0.03,11,-0.2,0.03,68057,564.57104,0.03,2.5153055,0.1,-445.39987,277369.22,-0.06962022,144.67049,63.01574074074074,-381.47424,1.6651741e-10,1080,3022.646143436432,,0.9834615,13.272831
2.8322983,625,2.9259484,277826.06,156740.28,,49.859245,-564.57104,-139.99564,-0.2,,,1609.9414,0.03,1081,0.03,11,,0.03,68557,564.57104,0.03,2.51438,0.1,-921.623,276904.44,-0.0022294074,144.99564,63.419981498612394,-491.14737,1.6620946e-10,1081,3027.6671681404114,,1.8444602,6.7491217e-15
2.2316613,625,2.925534,277836.6,156984.69,,49.859245,-564.57104,-140.08751,,0.1,,2384.3035,0.03,1082,0.03,11,-0.2,0.03,68698,564.57104,0.03,2.5134554,,-1069.1942,276767.4,-0.014376884,145.08751,63.491682070240294,-239.40472,1.6590239e-10,1082,3032.3273577690125,,3.2895567,1.2878792e-18
2.0775213,625,2.9258006,277848.66,157106.6,,49.859245,-564.57104,-140.0661,-0.2,,,1474.0911,0.03,1083,0.03,11,-0.1,0.03,68733,564.57104,0.03,2.5125318,,-1255.5206,276593.12,-0.25373572,145.0661,63.46537396121884,-116.90864,1.6559615e-10,1083,3036.5616915225983,,3.045891,7.3632897e-13
1.6225772,625,2.9256408,270824.7,157600.22,,49.859245,-564.57104,-140.38765,0.1,0.2,,88.10976,0.03,1084,0.03,11,,0.03,69233,564.57104,0.03,2.5116088,,-17.539248,270807.16,0.38869005,145.38765,63.86808118081181,-488.6361,1.6529077e-10,1084,3041.7860794067383,,0.16052523,5.384732e-29
-2.5777307,625,2.9197917,270835.88,157720.81,,49.859245,-564.57104,-140.3648,,,,41.20247,0.03,1085,0.03,11,0.1,0.03,69254,564.57104,0.03,2.5106866,0.2,-20.488806,270815.38,0.24588138,145.3648,63.82857142857143,-115.591774,1.6498622e-10,1085,3046.199338912964,,0.1413292,2.098647e-34
3.5791945,625,2.9196076,270847.2,157845.88,,49.859245,-564.57104,-140.34612,-0.1,,,27.730526,0.03,1086,0.03,11,,0.03,69277,564.57104,0.03,2.5097654,0.2,-21.961458,270825.22,0.09473531,145.34612,63.79097605893186,-120.06707,1.6468252e-10,1086,3050.7756819725037,,0.071560435,1.5046647
0.7827067,625,2.9167874,270857.9,158052.86,,49.859245,-564.57104,-140.40282,,-0.2,,183.65858,0.03,1087,0.03,11,-0.1,0.03,69381,564.57104,0.03,2.508845,,-47.480118,270810.44,-0.28049216,145.40282,63.82796688132475,-201.97896,1.6437965e-10,1087,3055.4585134983063,,0.40399072,3.7743627e-23
3.2926104,625,2.91657,270868.62,158169.84,,49.859245,-564.57104,-140.3767,-0.1,0.2,,294.75143,0.03,1088,0.03,11,,0.03,69401,564.57104,0.03,2.5079255,,-47.40565,270821.22,0.06297183,145.3767,63.78768382352941,-111.98491,1.6407763e-10,1088,3059.86483001709,,0.40820074,
2.635626,625,2.915739,270880.34,158302.19,,49.859245,-564.57104,-140.36473,,,,105.46444,0.03,1089,0.03,11,-0.1,0.03,69431,564.57104,0.03,2.507007,0.2,-60.3979,270819.94,0.08269482,145.36473,63.75665748393021,-127.346054,1.6377642e-10,1089,3064.5240914821625,,0.31765968,5.186347e-24
2.9252112,625,2.9151156,270890.25,158452.78,,49.859245,-564.57104,-140.36952,,0.2,,260.0851,0.03,1090,0.03,11,,0.03,69478,564.57104,0.03,2.506089,-0.1,-74.95704,270815.28,0.17491598,145.36952,63.741284403669724,-145.60123,1.6347605e-10,1090,3069.401510477066,,0.6538645,2.2253371e-36
1.1881478,625,2.9131691,270901.62,158576.4,,49.859245,-564.57104,-140.3496,,0.2,,690.38745,0.03,1091,0.03,11,,0.03,69502,564.57104,0.03,2.505172,0.1,-96.18206,270805.44,0.32561046,145.3496,63.70485792850596,-118.61365,1.6317651e-10,1091,3074.05419921875,,0.8205108,8.665157e-10
1.9583492,625,2.9119964,270912.53,158708.53,,49.859245,-564.57104,-140.33748,,0.1,,376.66025,0.03,1092,0.03,11,,0.03,69534,564.57104,0.03,2.5042558,0.2,-100.9847,270811.53,0.29154176,145.33748,63.675824175824175,-127.1298,1.6287778e-10,1092,3078.7756922245026,,0.7897225,2.7565947
3.2055838,625,2.9120092,270924.22,158875.28,,49.859245,-564.57104,-140.35707,0.1,,,930.15656,0.03,1093,0.03,11,,0.03,69603,564.57104,0.03,2.5033405,0.2,-235.18024,270689.03,0.30273926,145.35707,63.68069533394328,-161.75093,1.6257988e-10,1093,3083.5972068309784,,1.737192,0.014693069
2.749141,625,2.9122396,270934.78,159000.36,,49.859245,-564.57104,-140.33853,,-0.1,,1505.8774,0.03,1094,0.03,11,,0.03,69625,564.57104,0.03,2.502426,0.2,-274.0032,270660.78,0.102420084,145.33853,63.642595978062154,-120.078476,1.6228281e-10,1094,3088.410383939743,,1.8726753,0.008048888
2.9235852,625,2.912558,270945.97,159163.81,,49.859245,-564.57104,-140.35509,-0.1,-0.2,,3264.4639,0.03,1095,0.03,11,,0.03,69687,564.57104,0.03,2.5015123,,-367.66803,270578.3,-0.34368342,145.35509,63.64109589041096,-158.46156,1.6198655e-10,1095,3092.9297819137573,,3.2974868,9.5365e-12
2.5395913,625,2.912847,264426.56,159273.47,,49.859245,-564.57104,-140.32251,,0.1,,42.68998,0.03,1096,0.03,11,,0.03,69707,564.57104,0.03,2.5005994,-0.2,-13.587106,264412.97,-0.075306214,145.32251,63.60127737226277,-104.63817,1.6169108e-10,1096,3097.2705109119415,,0.12301331,4.615575e-33
2.9909835,625,2.9121182,264437.12,159385.1,,49.859245,-564.57104,-140.2918,,,,173.78381,0.03,1097,0.03,11,0.1,0.03,69758,564.57104,0.03,2.4996874,-0.2,-26.806814,264410.3,-0.10571179,145.2918,63.5897903372835,-106.63634,1.6139644e-10,1097,3101.5891242027283,,0.2600406,0.03961748
3.0680528,625,2.9115756,264448.5,159499.78,,49.859245,-564.57104,-140.26392,,,,548.3181,0.03,1098,0.03,11,-0.1,0.03,69777,564.57104,0.03,2.4987762,-0.2,-39.484833,264409.0,-0.29659492,145.26392,63.549180327868854,-109.68132,1.6110258e-10,1098,3105.92080450058,,0.5679157,2.8668362e-08
2.8216429,625,2.9110148,264459.5,159611.81,,49.859245,-564.57104,-140.23367,,-0.2,,391.84833,0.03,1099,0.03,11,0.1,0.03,69793,564.57104,0.03,2.497866,,-69.13544,264390.38,-0.062937,145.23367,63.505914467697906,-107.036545,1.6080953e-10,1099,3110.338053226471,,0.6130961,5.9791684e-28
2.4296494,625,2.9101727,264469.3,159729.48,,49.859245,-564.57104,-140.20862,,0.2,,186.04834,0.03,1100,0.03,11,-0.1,0.03,69811,564.57104,0.03,2.4969563,,-70.75122,264398.56,0.13010778,145.20862,63.46454545454545,-112.65891,1.6051728e-10,1100,3114.7091755867004,,0.6177697,
2.4290087,625,2.9093554,264479.78,159846.72,,49.859245,-564.57104,-140.18321,0.1,-0.2,,884.1106,0.03,1101,0.03,11,,0.03,69829,564.57104,0.03,2.4960477,,-101.37084,264378.4,-0.06340018,145.18321,63.42325158946412,-112.23763,1.6022583e-10,1101,3119.0536868572235,,0.92939407,1.9204966e-38
2.5896,625,2.9088054,264491.12,159958.34,,49.859245,-564.57104,-140.15276,,-0.1,,668.4426,0.03,1102,0.03,11,,0.03,69842,564.57104,0.03,2.4951398,-0.2,-153.17125,264337.97,-0.272173,145.15276,63.37749546279492,-106.62113,1.5993518e-10,1102,3123.27286529541,,1.2676502,2.5235064e-08
2.9408698,625,2.9089072,258420.47,160073.84,,49.859245,-564.57104,-140.12589,,-0.2,,258.57315,0.03,1103,0.03,11,,0.03,69900,564.57104,0.03,2.494233,-0.1,-47.77096,258372.7,-0.32867503,145.12589,63.37262012692656,-110.51722,1.596453e-10,1103,3127.580527305603,,0.4438657,0.124605745
2.3814588,625,2.9079018,252750.28,160194.38,,49.859245,-564.57104,-140.1036,-0.1,,,208.26611,0.03,1104,0.03,11,,0.03,69919,564.57104,0.03,2.4933267,-0.2,-27.911448,252722.38,-0.34122035,145.1036,63.33242753623188,-115.52713,1.5935622e-10,1104,3131.858637571335,,0.24523573,1.19128195e-07
3.0810666,625,2.9073613,141026.92,160304.94,,49.859245,-564.57104,-140.07234,-0.1,0.1,,39.22386,0.03,1105,0.03,11,,0.03,69939,564.57104,0.03,2.4924214,0.1,-14.038574,141012.89,0.03149705,145.07234,63.29321266968326,-105.55344,1.5906793e-10,1105,3136.1989386081696,,0.09736055,6.1853337e-24
2.9511776,625,2.9065847,141031.44,160439.1,,49.859245,-564.57104,-140.06247,-0.1,-0.1,,55.14515,0.03,1106,0.03,11,,0.03,69973,564.57104,0.03,2.4915168,-0.1,-16.102802,141015.33,-0.2596054,145.06247,63.26672694394213,-129.17474,1.587804e-10,1106,3140.5622231960297,,0.122268565,2.3403812e-10
3.3653688,625,2.9062047,141037.62,160584.22,,49.859245,-564.57104,-140.06253,,-0.1,,76.481255,0.03,1107,0.03,11,-0.1,0.03,70023,564.57104,0.03,2.490613,-0.1,-16.82409,141020.8,-0.4198873,145.06253,63.25474254742547,-140.1141,1.5849366e-10,1107,3145.071807861328,,0.24214587,0.0038568215
1.1974149,625,2.9039738,141043.94,160697.38,,49.859245,-564.57104,-140.03374,-0.1,0.1,,113.564865,0.03,1108,0.03,11,-0.1,0.03,70043,564.57104,0.03,2.48971,,-18.743505,141025.19,-0.017685559,145.03374,63.21570397111913,-108.14511,1.582077e-10,1108,3149.835165500641,,0.12911288,4.2251017e-16
1.6906606,625,2.9020908,141048.34,160821.78,,49.859245,-564.57104,-140.01514,-0.1,0.1,,84.93112,0.03,1109,0.03,11,,0.03,70079,564.57104,0.03,2.488808,-0.1,-19.675095,141028.67,-0.19634408,145.01514,63.19116321009919,-119.413414,1.5792251e-10,1109,3154.455757856369,,0.15998055,3.8223283e-05
2.677064,625,2.9011285,141055.2,160989.1,,49.859245,-564.57104,-140.03522,0.1,0.1,,152.24284,0.03,1110,0.03,11,-0.1,0.03,70149,564.57104,0.03,2.4879067,,-28.156355,141027.05,0.11724792,145.03522,63.1972972972973,-162.317,1.5763811e-10,1110,3159.314487695694,,0.23557459,2.0116418e-16
2.4068336,625,2.8999863,141060.2,161108.62,,49.859245,-564.57104,-140.01227,-0.1,,,182.98453,0.03,1111,0.03,11,-0.1,0.03,70172,564.57104,0.03,2.4870062,-0.1,-46.144608,141014.06,-0.33132097,145.01227,63.161116111611165,-114.52773,1.5735445e-10,1111,3164.0519831180573,,0.4059632,5.7293258e-15
3.5547333,625,2.9000196,141067.02,161243.98,,49.859245,-564.57104,-140.00359,0.1,,,287.7676,0.03,1112,0.03,11,-0.1,0.03,70225,564.57104,0.03,2.4861064,-0.1,-51.464325,141015.55,-0.09045417,145.00359,63.151978417266186,-130.35739,1.5707156e-10,1112,3168.7924914360046,,0.46510687,3.4905454e-06
3.2415838,625,2.8998156,141071.39,161384.19,,49.859245,-564.57104,-139.99927,0.1,-0.1,,232.6019,0.03,1113,0.03,11,,0.03,70279,564.57104,0.03,2.4852076,-0.1,-62.30299,141009.1,0.013604887,144.99927,63.14375561545373,-135.21097,1.5678944e-10,1113,3173.7219371795654,,0.5579927,0.0009797902
2.9674144,625,2.8994486,141078.23,161497.22,,49.859245,-564.57104,-139.97057,-0.1,0.1,,246.50186,0.03,1114,0.03,11,0.1,0.03,70302,564.57104,0.03,2.4843094,,-65.00087,141013.23,-0.041795284,144.97057,63.10771992818672,-108.022804,1.5650808e-10,1114,3178.2045826911926,,0.5023704,6.281035e-17
2.9170086,625,2.898992,141083.78,161628.78,,49.859245,-564.57104,-139.95854,,0.1,,518.55554,0.03,1115,0.03,11,0.1,0.03,70341,564.57104,0.03,2.4834123,0.1,-85.39548,140998.39,0.26546556,144.95854,63.08609865470852,-126.56717,1.5622748e-10,1115,3182.698444366455,,0.67014456,4.3952305e-08
2.6750698,625,2.8984127,141087.66,161752.89,,49.859245,-564.57104,-139.93987,,-0.1,,426.29962,0.03,1116,0.03,11,0.1,0.03,70365,564.57104,0.03,2.4825158,-0.1,-98.13136,140989.53,-0.061077632,144.93987,63.05107526881721,-119.10406,1.5594763e-10,1116,3187.1793467998505,,0.877767,2.9053726e-17
3.374399,625,2.898651,141093.86,161871.48,,49.859245,-564.57104,-139.91628,-0.1,,,603.8435,0.03,1117,0.03,11,0.1,0.03,70388,564.57104,0.03,2.48162,-0.1,-106.99796,140986.86,-0.15196928,144.91628,63.01521933751119,-113.60393,1.5566852e-10,1117,3191.6060638427734,,0.7912509,0.015017447
2.4734674,625,2.8979828,141099.38,162025.97,,49.859245,-564.57104,-139.92484,,0.1,,527.0226,0.03,1118,0.03,11,-0.1,0.03,70450,564.57104,0.03,2.4807253,-0.1,-118.50766,140980.88,-0.09921547,144.92484,63.014311270125226,-149.49054,1.5539016e-10,1118,3196.0690829753876,,1.0021329,4.203929e-12
3.1273406,625,2.8980777,141105.56,162134.88,,49.859245,-564.57104,-139.89265,0.1,0.1,,817.5006,0.03,1119,0.03,11,,0.03,70469,564.57104,0.03,2.4798312,0.1,-163.01588,140942.55,0.35440332,144.89265,62.97497765862377,-103.89674,1.5511256e-10,1119,3200.495792388916,,1.2700317,1.5958779e-12
2.1520352,625,2.8974323,141111.23,162251.0,,49.859245,-564.57104,-139.86696,-0.1,,,184.58377,0.03,1120,0.03,11,-0.1,0.03,70486,564.57104,0.03,2.4789379,0.1,-233.01544,140878.22,-0.121976376,144.86696,62.933928571428574,-111.126396,1.548357e-10,1120,3204.8612842559814,,0.62854856,3.51497e-14
3.0654786,625,2.897227,141117.36,162748.97,,49.859245,-564.57104,-140.18195,-0.1,-0.1,,652.3065,0.03,1121,0.03,11,-0.1,0.03,70986,564.57104,0.03,2.4780455,,-290.97064,140826.39,-0.22068034,145.18195,63.323818019625335,-492.9712,1.545596e-10,1121,3210.0629937648773,,1.2346536,1.0305027
2.9861302,625,2.8973656,141121.67,162881.06,,49.859245,-564.57104,-140.17029,,0.1,,1131.839,0.03,1122,0.03,11,-0.1,0.03,71030,564.57104,0.03,2.4771538,0.1,-446.38458,140675.28,0.1114831,145.17029,63.30659536541889,-127.108765,1.5428421e-10,1122,3214.5172991752625,,3.405656,3.7730633e-10
2.173054,625,2.898135,131041.63,163012.5,,49.859245,-564.57104,-140.15807,0.1,,,66.934746,0.03,1123,0.03,11,0.1,0.03,71063,564.57104,0.03,2.476263,-0.1,-11.871134,131029.76,0.015449971,145.15807,63.27960819234194,-126.42571,1.5400956e-10,1123,3218.8070197105408,,0.103924565,1.3651785e-26
2.4225154,625,2.896913,131046.74,163129.3,,49.859245,-564.57104,-140.13283,-0.1,-0.1,,66.02025,0.03,1124,0.03,11,,0.03,71106,564.57104,0.03,2.4753728,0.1,-21.129175,131025.61,-0.17150459,145.13283,63.261565836298935,-111.799065,1.5373565e-10,1124,3222.9803235530853,,0.11331136,1.0192073e-20
1.6098998,625,2.8949797,131051.93,163249.64,,49.859245,-564.57104,-140.1108,-0.1,,,76.46492,0.03,1125,0.03,11,0.1,0.03,71126,564.57104,0.03,2.4744835,0.1,-27.367186,131024.56,0.23650455,145.1108,63.22311111111111,-115.34097,1.5346245e-10,1125,3227.32950592041,,0.17422542,5.166983e-06
1.2941897,625,2.8928218,131057.04,163383.11,,49.859245,-564.57104,-140.10045,,-0.1,,41.07093,0.03,1126,0.03,11,-0.1,0.03,71159,564.57104,0.03,2.4735951,0.1,-33.610504,131023.43,-0.0736129,145.10045,63.19626998223801,-128.4681,1.5318999e-10,1126,3232.087788581848,,0.16811363,2.5872312e-15
0.7062683,625,2.8901427,131062.24,163520.8,,49.859245,-564.57104,-140.09387,0.1,0.1,,174.96,0.03,1127,0.03,11,0.1,0.03,71196,564.57104,0.03,2.4727075,,-35.6555,131026.586,0.3298197,145.09387,63.173025732031945,-132.68983,1.5291826e-10,1127,3237.043392419815,,0.2955409,4.0136972e-31
1.7311122,625,2.88848,131067.305,163636.88,,49.859245,-564.57104,-140.06815,0.1,0.1,,287.92188,0.03,1128,0.03,11,,0.03,71212,564.57104,0.03,2.4718206,-0.1,-38.23909,131029.06,-0.0031962022,145.06815,63.13120567375886,-111.071976,1.5264724e-10,1128,3241.6747572422028,,0.3134948,8.758722e-05
3.7424283,625,2.8886034,131072.05,163747.9,,49.859245,-564.57104,-140.03801,0.1,-0.1,,152.34372,0.03,1129,0.03,11,0.1,0.03,71233,564.57104,0.03,2.4709344,,-44.544796,131027.5,0.14501148,145.03801,63.09388839681134,-106.02695,1.5237694e-10,1129,3246.296254634857,,0.39941633,4.2513725e-13
1.0339866,625,2.8864198,131077.66,163866.45,,49.859245,-564.57104,-140.01456,0.1,,,345.0948,0.03,1130,0.03,11,-0.1,0.03,71250,564.57104,0.03,2.470049,0.1,-69.99397,131007.664,0.09871117,145.01456,63.05309734513274,-113.54495,1.5210738e-10,1130,3250.9569747447968,,0.5273355,2.5178623e-19
2.1722047,625,2.885331,131082.3,163996.5,,49.859245,-564.57104,-140.00133,0.1,-0.1,,301.32574,0.03,1131,0.03,11,-0.1,0.03,71278,564.57104,0.03,2.4691644,,-78.55306,131003.74,0.015163165,145.00133,63.02210433244916,-125.048965,1.5183851e-10,1131,3255.5648396015167,,0.6873027,0.28265178
3.9817204,625,2.8859742,131087.44,164132.69,,49.859245,-564.57104,-139.99355,0.1,,,544.3965,0.03,1132,0.03,11,0.1,0.03,71311,564.57104,0.03,2.4682806,0.1,-92.10315,130995.336,0.2902615,144.99355,62.995583038869256,-131.19667,1.5157037e-10,1132,3260.272299051285,,0.7568002,1.9366607e-07
1.7908088,625,2.884708,131092.53,164266.66,,49.859245,-564.57104,-139.98381,-0.1,-0.1,,1198.2064,0.03,1133,0.03,11,0.1,0.03,71347,564.57104,0.03,2.4673977,,-174.43663,130918.09,-0.15840346,144.98381,62.97175639894086,-128.96848,1.5130293e-10,1133,3264.7621142864227,,1.3717443,6.4390774e-14
2.111963,625,2.8840497,131097.6,164384.73,,49.859245,-564.57104,-139.96008,,0.1,,2001.5381,0.03,1134,0.03,11,0.1,0.03,71368,564.57104,0.03,2.4665155,-0.1,-217.6993,130879.89,0.0638389,144.96008,62.9347442680776,-113.07252,1.510362e-10,1134,3269.3655586242676,,2.0291762,1.0556345e-15
2.273641,625,2.8837528,122905.61,164511.95,,49.859245,-564.57104,-139.94446,0.1,-0.1,,358.57892,0.03,1135,0.03,11,,0.03,71408,564.57104,0.03,2.4656339,0.1,-39.035183,122866.57,0.12181161,144.94446,62.91453744493392,-122.22631,1.5077017e-10,1135,3273.9376060962677,,0.35281977,5.1504058e-24
