ReturnAbsMax,Bound,TimestepsSoFar,InvPendulum_mu1_higher,ReturnLastEpisode,BoundBonus,BoundMISE,DenMISEMeanLog,ActionIn1,InvPendulum_std0_higher,Regret/t,MinEpLen,ReturnMax,AvgEpLen,Regret,InvPendulum_std3_higher,IWMean,NumTrajectories,InvPendulum_mu0_higher,IWLastEpisode,TimeElapsed,GridSize,IWMax,NumTrainableParams,ReturnMean,InvPendulum_mu2_higher,DenMISELogFirst,InvPendulum_mu3_higher,Iteration,InvPendulum_std1_higher,InvPendulum_std2_higher,DenMISELogLast,IWMin,ReturnMin,IWFirstEpisode,Delta
492.30817,inf,763,0.2,-106.80403,inf,-7.672837e-29,6.276636,0.3679244,0.03,150.55247,14,-99.3487,63.583333333333336,1806.6296,0.03,7.184033e-31,12,-0.2,8.620839e-30,2.400728940963745,16,8.620839e-30,,-145.55247,0.2,7.262077,0.2,12,0.03,0.03,6.4349904,,-492.30817,,4.966725e-05
492.30817,inf,781,0.2,-112.02746,inf,-5.1273663e-35,6.208285,-0.01585327,0.03,147.97362,14,-99.3487,60.07692307692308,1923.6571,0.03,4.757596e-37,13,0.2,,2.556027412414551,16,3.9975966e-36,,-142.97362,-0.2,7.182034,-0.2,13,0.03,0.03,6.3485913,,-492.30817,,4.232002e-05
492.30817,inf,803,0.2,-109.419624,inf,-1.176474e-37,6.211451,0.38116458,0.03,145.57692,14,-99.3487,57.357142857142854,2038.0768,0.03,,14,0.2,,2.709115505218506,16,1.4595216e-38,,-140.57692,-0.2,7.1079264,0.2,14,0.03,0.03,7.2160053,,-492.30817,,3.649022e-05
492.30817,inf,827,0.2,-112.605804,inf,-8.833908e-36,6.1760974,0.38344204,0.03,143.71217,14,-99.3487,55.13333333333333,2155.6826,0.03,8.2711793e-38,15,0.2,,2.846808910369873,16,1.19676655e-36,,-138.71217,0.2,7.0389333,-0.2,15,0.03,0.03,6.647055,,-492.30817,,3.178704e-05
492.30817,inf,842,0.2,-105.81705,inf,-1.6955157e-31,6.0711975,0.818921,0.03,141.65622,14,-99.3487,52.625,2266.4995,0.03,1.558527e-33,16,0.2,2.1423446e-32,2.9629597663879395,16,2.1423446e-32,,-136.65622,0.2,6.974395,0.2,16,0.03,0.03,5.4657745,,-492.30817,,2.7937827e-05
492.30817,2723.6206,860,-0.2,-112.8501,2801.9321,-78.31142,6.071438,-0.35245514,0.03,140.25586,14,-99.3487,50.588235294117645,2384.3496,0.03,1.0,17,-0.2,,3.1012635231018066,16,17.0,,-135.25586,0.2,6.91377,-0.2,17,0.03,0.03,7.045275,,-492.30817,,2.4747693e-05
492.30817,2734.4756,881,-0.2,-103.12101,2816.991,-82.51529,6.0909595,-0.4752078,0.03,138.4706,14,-99.3487,48.94444444444444,2492.4707,0.03,1.0,18,0.2,,3.2431552410125732,16,18.0,,-133.4706,-0.2,6.8566117,-0.2,18,0.03,0.03,6.701372,,-492.30817,,2.2074333e-05
492.30817,2747.7512,896,0.2,-109.62287,2831.1614,-83.41008,6.1291184,0.42164356,0.03,137.21545,14,-99.3487,47.1578947368421,2607.0938,0.03,1.0,19,0.2,,3.380601644515991,16,19.0,,-132.21545,0.2,6.8025446,-0.2,19,0.03,0.03,7.096046,,-492.30817,,1.9811867e-05
492.30817,2760.364,916,-0.2,-107.61585,2844.54,-84.17608,6.175944,0.021589294,0.03,135.98547,14,-99.3487,45.8,2719.7095,0.03,1.0,20,0.2,3.8129292e-38,3.524449586868286,16,20.0,,-130.98547,0.2,6.751251,-0.2,20,0.03,0.03,7.3470473,,-492.30817,,1.788021e-05
492.30817,2773.0193,956,0.2,-132.54369,2857.2073,-84.188065,6.2237854,0.11883041,0.03,136.05968,14,-99.3487,45.523809523809526,2857.2532,0.03,0.9999998,21,-0.2,,3.7085702419281006,16,20.999996,,-131.05968,0.2,6.7024612,-0.2,21,0.03,0.03,7.4632764,,-492.30817,,1.6217875e-05
492.30817,2782.9834,972,0.2,-109.400665,2869.2332,-86.249794,6.1786027,0.031060398,0.03,135.07518,14,-99.3487,44.18181818181818,2971.6538,0.03,1.0000001,22,0.2,,3.8431153297424316,16,22.000002,,-130.07518,-0.2,6.655941,-0.2,22,0.03,0.03,5.5135407,,-492.30817,,1.4777031e-05
492.30817,2792.372,986,0.2,-108.82285,2880.6775,-88.30542,6.2132635,0.43327674,0.03,134.15115,14,-99.3487,42.869565217391305,3085.4766,0.03,1.0,23,-0.2,,3.974921226501465,16,23.0,,-129.15115,0.2,6.6114893,0.2,23,0.03,0.03,7.260594,,-492.30817,,1.3520007e-05
492.30817,2802.831,1006,0.2,-114.29959,2891.5923,-88.7613,6.2364907,0.34010682,0.03,133.53235,14,-99.3487,41.916666666666664,3204.7764,0.03,1.0,24,0.2,,4.123767614364624,16,24.0,,-128.53235,-0.2,6.5689297,0.2,24,0.03,0.03,7.056438,,-492.30817,,1.2416813e-05
492.30817,2813.0693,1023,0.2,-113.19947,2902.0227,-88.95344,6.2086525,0.07338269,0.03,132.91902,14,-99.3487,40.92,3322.9756,0.03,1.0000001,25,-0.2,1.348454e-28,4.256771802902222,16,25.000002,,-127.91902,-0.2,6.5281076,0.2,25,0.03,0.03,5.8271117,,-492.30817,,1.1443334e-05
492.30817,2823.0552,1050,0.2,-119.60189,2912.009,-88.953865,6.184756,0.80745983,0.03,132.59914,14,-99.3487,40.38461538461539,3447.5776,0.03,1.0000001,26,0.2,,4.4125354290008545,16,26.000004,,-127.59914,0.2,6.488887,0.2,26,0.03,0.03,5.8747067,,-492.30817,,1.0580005e-05
492.30817,2832.5142,1079,-0.2,-122.99389,2921.586,-89.07181,6.1220965,-1.028511,0.03,132.42857,14,-99.3487,39.96296296296296,3575.5715,0.03,1.0000001,27,-0.2,,4.578914642333984,16,27.000002,,-127.42857,-0.2,6.4511466,-0.2,27,0.03,0.03,4.781068,,-492.30817,,9.810813e-06
492.30817,2841.3818,1118,0.2,-123.33948,2930.7852,-89.40325,5.8644857,-0.42429948,0.03,132.28253,14,-99.3487,39.92857142857143,3703.9111,0.03,0.9999999,28,-0.2,,4.7562477588653564,16,27.999996,,-127.28254,-0.2,6.414779,-0.2,28,0.03,0.03,-0.8022521,,-492.30817,,9.122555e-06
492.30817,2844.7942,1132,-0.2,-107.870674,2939.634,-94.83981,5.9084272,0.0133301765,0.03,131.61316,14,-99.3487,39.03448275862069,3816.7817,0.03,0.99999994,29,0.2,,4.905200958251953,16,28.999998,,-126.61317,-0.2,6.379688,0.2,29,0.03,0.03,7.4282236,,-492.30817,,8.504261e-06
492.30817,2850.773,1162,-0.2,-123.58499,2948.1577,-97.38466,5.926275,0.034696072,0.03,131.51222,14,-99.3487,38.733333333333334,3945.3667,0.03,1.0000001,30,-0.2,,5.082930564880371,16,30.000002,,-126.51222,0.2,6.345786,0.2,30,0.03,0.03,6.733854,,-492.30817,,7.94676e-06
492.30817,2856.336,1201,-0.2,-133.82216,2956.3784,-100.04254,5.9548144,0.3648378,0.03,131.74803,14,-99.3487,38.74193548387097,4084.189,0.03,0.99999994,31,0.2,1.9464882e-38,5.253108263015747,16,30.999998,,-126.74803,0.2,6.3129964,0.2,31,0.03,0.03,7.1015368,,-492.30817,,7.4423347e-06
492.30817,2576.2556,1220,-0.2,-115.736916,2964.3167,-388.06094,5.9477196,-0.3933298,0.03,131.40393,14,-99.3487,38.125,4204.926,0.03,1.0,32,-0.2,,5.396024942398071,16,32.0,,-126.40393,-0.2,6.2812476,0.2,32,0.03,0.03,6.0188484,,-492.30817,,6.984457e-06
492.30817,inf,1720,-0.2,-489.10635,inf,-1.1400153e-11,5.963309,-0.50310725,0.03,142.39491,14,-99.3487,52.121212121212125,4699.032,0.03,3.217489e-14,33,-0.2,3.451968e-16,6.23575234413147,81,6.8273566e-13,,-137.39491,,6.250476,,33,0.03,0.03,6.7537055,,-492.30817,,1.3615693e-06
492.30817,inf,2220,-0.2,-413.0211,inf,-3.9929032e-10,5.883309,-0.27865294,0.03,150.50157,14,-99.3487,65.29411764705883,5117.053,0.03,3.5335567e-12,34,,1.5909568e-24,10.967959642410278,81,1.201384e-10,,-145.50157,-0.2,6.220623,,34,0.03,0.03,4.2284703,,-492.30817,,1.2826548e-06
492.30817,inf,2260,-0.2,-136.46327,inf,-3.8263693e-13,5.748697,-0.31956014,0.03,150.24333,14,-99.3487,64.57142857142857,5258.5166,0.03,3.4052239e-15,35,,2.9702464e-17,11.45563530921936,81,1.114546e-13,,-145.24333,,6.1916356,-0.2,35,0.03,0.03,2.1574628,,-492.30817,,1.2104073e-06
492.30817,inf,2314,-0.2,-120.09724,inf,-1.6576603e-05,5.6898518,-0.020358503,0.03,149.54482,14,-99.3487,64.27777777777777,5383.6133,0.03,1.2145125e-07,36,,2.4326906e-34,11.888261795043945,81,4.371941e-06,,-144.54482,,6.1634645,0.2,36,0.03,0.03,4.6162558,,-492.30817,,1.1440965e-06
497.64972,inf,2814,-0.2,-497.64972,inf,-1.12048824e-07,5.673771,-0.033968873,0.03,159.0882,14,-99.3487,76.05405405405405,5886.263,0.03,9.069433e-10,37,,5.1223134e-22,12.94700002670288,81,3.355637e-08,,-154.0882,0.2,6.1360655,,37,0.03,0.03,6.0812187,,-497.64972,,1.0830892e-06
497.64972,inf,2846,-0.2,-129.89865,inf,-4.0597962e-11,5.648706,-0.03272141,0.03,158.45163,14,-99.3487,74.89473684210526,6021.162,0.03,3.0839117e-13,38,0.2,1.0732697e-14,13.420458793640137,81,8.261957e-12,,-153.45163,,6.1093974,,38,0.03,0.03,5.70803,,-497.64972,,1.0268345e-06
497.64972,inf,2896,,-142.69225,inf,-8.301911e-09,5.624745,-0.37619328,0.03,158.17575,14,-99.3487,74.25641025641026,6168.8545,0.03,7.346842e-11,39,-0.2,,13.934037685394287,81,2.8652e-09,,-153.17575,-0.2,6.0834217,,39,0.03,0.03,5.70129,,-497.64972,,9.748514e-07
497.64972,inf,2920,,-120.673256,inf,-1.0835095e-11,5.550345,-0.40678024,0.03,157.36319,14,-99.3487,73.0,6294.528,0.03,9.602434e-14,40,-0.2,1.3007125e-16,14.395232200622559,81,2.6483572e-12,,-152.36319,,6.058104,-0.2,40,0.03,0.03,3.6361427,,-497.64972,,9.267181e-07
497.64972,inf,2938,,-106.916595,inf,-7.453971e-12,5.5121183,0.18006955,0.03,156.25475,14,-99.3487,71.65853658536585,6406.4443,0.03,1.5140844e-14,41,-0.2,,14.84458875656128,81,6.204072e-13,,-151.25475,,6.0334115,0.2,41,0.03,0.03,4.9707656,,-497.64972,,8.820637e-07
497.64972,inf,3001,,-158.79578,inf,-1.2392069e-12,5.3879232,0.047206298,0.03,156.4343,14,-99.3487,71.45238095238095,6570.24,0.03,1.1806065e-14,42,-0.2,1.8162214e-18,15.35630750656128,81,4.504395e-13,,-151.4343,0.2,6.009314,,42,0.03,0.03,1.2839254,,-497.64972,,8.405606e-07
497.64972,inf,3027,,-115.98385,inf,-2.9347488e-08,5.333659,-0.4070856,0.03,155.60985,14,-99.3487,70.3953488372093,6691.2236,0.03,2.548253e-10,43,,,15.813581705093384,81,7.860489e-09,,-150.60985,-0.2,5.9857836,-0.2,43,0.03,0.03,4.0428348,,-497.64972,,8.019195e-07
497.64972,inf,3050,,-116.3904,inf,-9.0790103e-13,5.311527,-0.08667703,0.03,154.83214,14,-99.3487,69.31818181818181,6812.6143,0.03,6.636071e-15,44,,8.185147e-31,16.25896716117859,81,2.590537e-13,,-149.83214,-0.2,5.962794,0.2,44,0.03,0.03,5.348392,,-497.64972,,7.658827e-07
497.64972,inf,3077,,-117.08508,inf,-1.7114372e-11,5.2831783,-0.026282515,0.03,154.10443,14,-99.3487,68.37777777777778,6934.699,0.03,1.2864057e-13,45,,7.00678e-19,16.712047338485718,81,4.506623e-12,,-149.10443,,5.940321,,45,0.03,0.03,5.024642,,-497.64972,,7.3222174e-07
497.64972,inf,3116,,-132.07704,inf,-9.3770735e-14,5.2767572,0.007849947,0.03,153.73427,14,-99.3487,67.73913043478261,7071.7764,0.03,8.849725e-16,46,,5.8873475e-20,17.21520447731018,81,2.8646136e-14,,-148.73427,0.2,5.918342,-0.2,46,0.03,0.03,5.9768605,,-497.64972,,7.0073213e-07
497.64972,inf,3136,,-110.30657,inf,-1.0131855e-06,5.230688,0.3761516,0.03,152.91666,14,-99.3487,66.72340425531915,7187.083,0.03,6.3805237e-09,47,,1.9128357e-29,17.75746178627014,81,2.998655e-07,,-147.91666,0.2,5.896836,0.2,47,0.03,0.03,4.100797,,-497.64972,,6.7123085e-07
497.64972,inf,3159,,-119.6262,inf,-1.0390243e-13,5.171383,-0.05598538,0.03,152.32727,14,-99.3487,65.8125,7311.709,0.03,8.6937656e-16,48,0.2,,18.22426414489746,81,1.4172484e-14,,-147.32727,-0.2,5.8757825,,48,0.03,0.03,3.3735619,,-497.64972,,6.435543e-07
497.64972,inf,3176,,-108.194115,inf,-2.9093206e-10,5.1369643,0.113683805,0.03,151.52864,14,-99.3487,64.81632653061224,7424.9033,0.03,2.4300295e-12,49,0.2,3.9373636e-20,18.683006286621094,81,1.1595609e-10,,-146.52864,,5.855163,-0.2,49,0.03,0.03,4.4745946,,-497.64972,,6.175547e-07
497.64972,inf,3199,,-104.65295,inf,-9.2322026e-15,5.020606,0.4306545,0.03,150.69113,14,-99.3487,63.98,7534.5566,0.03,8.081273e-17,50,0.2,1.6552954e-36,19.18358325958252,81,2.7796142e-15,,-145.69113,,5.8349605,0.2,50,0.03,0.03,0.30899388,,-497.64972,,5.930996e-07
497.64972,inf,3227,,-126.02669,inf,-4.9694127e-11,4.976581,0.38696802,0.03,150.30554,14,-99.3487,63.27450980392157,7665.583,0.03,4.695652e-13,51,0.2,2.6376451e-23,19.698676824569702,81,2.3914839e-11,,-145.30554,0.2,5.815158,,51,0.03,0.03,3.7654352,,-497.64972,,5.700688e-07
497.64972,inf,3253,0.2,-113.40487,inf,-8.187913e-15,4.9334793,0.037525542,0.03,149.69208,14,-99.3487,62.55769230769231,7783.9883,0.03,7.64947e-17,52,-0.2,,20.23182225227356,81,3.81785e-15,,-144.69208,,5.7957397,,52,0.03,0.03,3.72562,,-497.64972,,5.483539e-07
497.64972,inf,3281,0.2,-124.180664,inf,-6.903956e-11,4.8634415,-0.1115035,0.03,149.30507,14,-99.3487,61.905660377358494,7913.169,0.03,6.0794257e-13,53,,2.783917e-19,20.741406679153442,81,3.064775e-11,,-144.30507,-0.2,5.7766914,,53,0.03,0.03,2.2119982,,-497.64972,,5.2785657e-07
497.64972,inf,3307,0.2,-117.25925,inf,-4.5273056e-11,4.8169856,0.068507835,0.03,148.80421,14,-99.3487,61.24074074074074,8035.4277,0.03,4.325976e-13,54,,1.2996491e-19,21.26920771598816,81,2.3354615e-11,,-143.80421,,5.7579994,-0.2,54,0.03,0.03,3.345481,,-497.64972,,5.084873e-07
497.64972,inf,3323,0.2,-107.762054,inf,-8.839039e-08,4.800563,0.41757205,0.03,148.1489,14,-99.3487,60.41818181818182,8148.1895,0.03,5.5663e-10,55,,6.059855e-29,21.78509521484375,81,3.0614498e-08,,-143.1489,,5.7396502,0.2,55,0.03,0.03,4.904572,,-497.64972,,4.9016495e-07
497.64972,inf,3340,0.2,-111.28578,inf,-1.3945797e-12,4.7581244,0.389043,0.03,147.57993,14,-99.3487,59.642857142857146,8264.476,0.03,1.2759574e-14,56,,2.8718765e-23,22.305062532424927,81,3.741097e-13,,-142.57993,0.2,5.721632,,56,0.03,0.03,3.4150202,,-497.64972,,4.7281532e-07
497.64972,inf,3356,0.2,-111.986305,inf,-8.63562e-08,4.7464805,0.37030682,0.03,147.0432,14,-99.3487,58.87719298245614,8381.462,0.03,8.164671e-10,57,0.2,2.517031e-12,22.797119617462158,81,4.060801e-08,,-142.0432,,5.7039323,,57,0.03,0.03,5.085613,,-497.64972,,4.563709e-07
497.64972,5629698000000.0,3377,-0.2,-115.86364,5629698000000.0,-9.548079e-05,4.735833,-0.6940761,0.03,146.59181,14,-99.3487,58.224137931034484,8502.325,0.03,8.443771e-07,58,-0.2,,23.31814670562744,81,4.887294e-05,,-141.59181,-0.2,5.6865406,,58,0.03,0.03,5.1202555,,-497.64972,,4.4076967e-07
497.64972,5636270000000.0,3877,-0.2,-274.1399,5636270000000.0,-0.00012964959,4.693069,-0.61659724,0.03,148.8384,14,-99.3487,65.71186440677967,8781.465,0.03,3.410816e-07,59,-0.2,2.4486698e-17,24.60135579109192,81,1.7985112e-05,,-143.8384,,5.669446,-0.2,59,0.03,0.03,3.2042613,,-497.64972,,4.259549e-07
497.64972,5642724000000.0,3955,-0.2,-102.38069,5642724000000.0,-0.512487,4.6991434,-0.24587087,0.03,148.14743,14,-99.3487,65.91666666666667,8888.846,0.03,0.0010409883,60,-0.2,,25.182081699371338,81,0.06245394,,-143.14743,,5.652639,0.2,60,0.03,0.03,6.0491157,,-497.64972,,4.1187477e-07
499.88885,5674482000000.0,4455,-0.2,-499.88885,5674482000000.0,-0.0003518015,4.6743283,-0.15279758,0.03,153.99565,14,-99.3487,73.0327868852459,9393.734,0.03,2.9237945e-06,61,-0.2,6.740612e-13,26.493914365768433,81,0.00011295683,,-148.99565,0.2,5.63611,,61,0.03,0.03,4.17616,,-499.88885,,3.984813e-07
499.88885,5680739600000.0,4481,-0.2,-119.741615,5680739600000.0,-0.00023841173,4.5909357,-0.6010994,0.03,153.52382,14,-99.3487,72.2741935483871,9518.477,0.03,2.1092083e-06,62,,,27.002511262893677,81,0.00012999405,,-148.52382,-0.2,5.619849,-0.2,62,0.03,0.03,0.4958756,,-499.88885,,3.8573074e-07
499.88885,5686891000000.0,4518,-0.2,-119.196556,5686891000000.0,-0.011741687,4.569088,-0.28994274,0.03,153.0583,14,-99.3487,71.71428571428571,9642.673,0.03,8.624753e-05,63,,3.5059254e-32,27.52695894241333,81,0.005323233,,-148.0583,-0.2,5.603849,0.2,63,0.03,0.03,4.2065253,,-499.88885,,3.735825e-07
499.88885,5692940000000.0,4538,-0.2,-116.58702,5692940000000.0,-0.19629048,4.5464087,-0.14127462,0.03,152.56656,14,-99.3487,70.90625,9764.26,0.03,0.0014384751,64,,1.3502238e-22,28.059141874313354,81,0.091977164,,-147.56656,,5.5881004,,64,0.03,0.03,4.1097293,,-499.88885,,3.6199927e-07
499.88885,5698887400000.0,4718,-0.2,-278.70834,5698887400000.0,-3.5532187e-07,4.4893517,-0.41422915,0.03,154.58414,14,-99.3487,72.58461538461539,10047.969,0.03,3.423832e-09,65,,1.0244847e-21,28.818201065063477,81,2.0466337e-07,,-149.58414,0.2,5.5725965,-0.2,65,0.03,0.03,1.8285133,,-499.88885,,3.5094652e-07
499.88885,5704738400000.0,4771,-0.2,-127.450356,5704738400000.0,-0.046543397,4.3931727,0.38341936,0.03,154.24878,14,-99.3487,72.28787878787878,10180.419,0.03,0.00038094097,66,,,29.39989686012268,81,0.016162308,,-149.24878,0.2,5.5573287,0.2,66,0.03,0.03,-0.8660666,,-499.88885,,3.4039232e-07
499.88885,5710495600000.0,4800,-0.2,-126.340256,5710495600000.0,-0.0001690883,4.3076754,-0.2027664,0.03,153.90686,14,-99.3487,71.64179104477611,10311.76,0.03,1.217721e-06,67,0.2,,29.951096534729004,81,7.3161136e-05,,-148.90686,-0.2,5.542291,,67,0.03,0.03,-0.3430157,,-499.88885,,3.3030722e-07
499.88885,5716162000000.0,4823,-0.2,-118.685776,5716162000000.0,-0.0009358272,4.295793,-0.18119235,0.03,153.46243,14,-99.3487,70.92647058823529,10435.445,0.03,7.792271e-06,68,0.2,5.8133665e-20,30.439908504486084,81,0.0005298532,,-148.46243,,5.527476,-0.2,68,0.03,0.03,4.4922504,,-499.88885,,3.206637e-07
499.88885,5721740000000.0,4883,-0.2,-98.839066,5721740000000.0,-8.889996e-07,4.2970486,0.1305241,0.03,152.74324,14,-98.839066,70.76811594202898,10539.283,0.03,6.2846026e-09,69,0.2,1.5028283e-37,30.99288296699524,81,4.1092505e-07,,-147.74324,,5.512877,0.2,69,0.03,0.03,5.37513,,-499.88885,,3.1143645e-07
499.88885,5727233000000.0,4916,-0.2,-130.67503,5727233000000.0,-7.6686956e-07,4.2791348,0.17676407,0.03,152.49942,14,-98.839066,70.22857142857143,10674.959,0.03,6.61969e-09,70,0.2,1.24425015e-14,31.576218128204346,81,4.249983e-07,,-147.49942,0.2,5.4984884,,70,0.03,0.03,4.0358996,,-499.88885,,3.0260182e-07
499.88885,5732642000000.0,4942,,-123.63594,5732642000000.0,-0.008084648,4.2854733,-0.70014554,0.03,152.1633,14,-98.839066,69.6056338028169,10803.595,0.03,7.143586e-05,71,-0.2,,32.10490894317627,81,0.0030951118,,-147.1633,-0.2,5.4843035,-0.2,71,0.03,0.03,5.72213,,-499.88885,,2.9413786e-07
499.88885,5737971000000.0,4965,,-119.342415,5737971000000.0,-2.7572845e-08,4.262501,-0.18787259,0.03,151.77692,14,-98.839066,68.95833333333333,10927.9375,0.03,2.1086964e-10,72,-0.2,,32.60930395126343,81,1.4572268e-08,,-146.77692,-0.2,5.4703174,0.2,72,0.03,0.03,3.6243813,,-499.88885,,2.8602412e-07
499.88885,5743221000000.0,4987,,-114.914406,5743221000000.0,-4.5716064e-08,4.26534,-0.3019667,0.03,151.34044,14,-98.839066,68.31506849315069,11047.852,0.03,3.484098e-10,73,-0.2,1.1401656e-20,33.13510346412659,81,2.1491319e-08,,-146.34044,,5.4565244,,73,0.03,0.03,5.4628625,,-499.88885,,2.7824152e-07
499.88885,5748396000000.0,5487,,-354.60675,5748396000000.0,-0.0012804606,4.2527723,-0.1769432,0.03,154.15483,14,-98.839066,74.14864864864865,11407.458,0.03,1.1612529e-05,74,-0.2,5.983234e-19,34.37098455429077,81,0.00085216865,,-149.15483,0.2,5.4429183,-0.2,74,0.03,0.03,4.3285475,,-499.88885,,2.707723e-07
499.88885,5753495600000.0,5507,,-115.39499,5753495600000.0,-0.00015574931,4.23048,0.2408132,0.03,153.70471,14,-98.839066,73.42666666666666,11527.854,0.03,9.875021e-07,75,-0.2,1.0281435e-32,34.89844846725464,81,7.2192954e-05,,-148.70471,0.2,5.4294953,0.2,75,0.03,0.03,3.574168,,-499.88885,,2.6359982e-07
499.88885,5758524600000.0,5529,,-119.12853,5758524600000.0,-0.08927663,4.1960917,-0.14732999,0.03,153.31555,14,-98.839066,72.75,11651.982,0.03,0.00073986757,76,,,35.417200326919556,81,0.056116663,,-148.31555,-0.2,5.41625,,76,0.03,0.03,2.6103299,,-499.88885,,2.5670863e-07
499.88885,5763482000000.0,5543,,-107.76436,5763482000000.0,-3.7649206e-05,4.196969,-0.155327,0.03,152.78891,14,-98.839066,71.98701298701299,11764.746,0.03,3.1468718e-07,77,,4.9552173e-15,35.98075079917908,81,2.3385086e-05,,-147.78891,,5.403178,-0.2,77,0.03,0.03,5.2564054,,-499.88885,,2.5008418e-07
499.88885,5768372300000.0,5604,,-154.40047,5768372300000.0,-1.0525287,4.1429977,0.2357012,0.03,152.87367,14,-98.839066,71.84615384615384,11924.146,0.03,0.0066281906,78,,6.1361785e-21,36.59679174423218,81,0.5169987,,-147.87367,,5.3902745,0.2,78,0.03,0.03,0.9807595,,-499.88885,,2.4371286e-07
499.88885,5773196300000.0,5651,,-143.91301,5773196300000.0,-0.00031618855,4.122189,0.1866301,0.03,152.82353,14,-98.839066,71.53164556962025,12073.06,0.03,2.8659595e-06,79,,1.4390664e-15,37.15512657165527,81,0.0002256328,,-147.82353,0.2,5.377536,,79,0.03,0.03,3.4861465,,-499.88885,,2.3758197e-07
