Iteration,DenMISEMeanLog,ActionIn1,Bound,BoundBonus,Delta,NumTrajectories,TimestepsSoFar,IWMax,ReturnMax,InvPendulum_std0_higher,Regret,AvgEpLen,DenMISELogFirst,InvPendulum_std2_higher,IWLastEpisode,GridSize,InvPendulum_mu3_higher,InvPendulum_mu1_higher,InvPendulum_mu2_higher,ReturnMin,IWMean,MinEpLen,BoundMISE,IWMin,Regret/t,NumTrainableParams,ReturnLastEpisode,IWFirstEpisode,ReturnMean,TimeElapsed,ReturnAbsMax,InvPendulum_std3_higher,InvPendulum_mu0_higher,DenMISELogLast,InvPendulum_std1_higher
4377,2.642379,-0.31929407,4611.956,4715.4175,4.8931493e-12,4377,281054,931.93195,82.43441,0.03,634248.0,64.21156042951793,-2.0377228,0.03,0.00048405168,1296,-0.2,-0.04,0.04,-560.65283,0.9968521,11,-103.461464,,144.90472,,-106.54311,,-139.90472,32882.139392614365,560.65283,0.03,-0.12,2.3133426,0.03
4378,2.6424136,-0.37304533,4611.8213,4715.811,4.890914e-12,4378,281081,1128.9036,82.43441,0.03,634355.25,64.20306075833714,-2.0379512,0.03,7.809425e-13,1296,-0.04,-0.12,-0.2,-560.65283,0.8881868,11,-103.98972,,144.89613,,-102.172195,,-139.89613,32893.20396876335,560.65283,0.03,-0.04,2.855514,0.03
4379,2.6425145,-0.3364358,4611.6836,4717.562,4.8886806e-12,4379,281100,701.3066,82.43441,0.03,634469.8,64.19273806805207,-2.0381796,0.03,0.6399168,1296,0.04,-0.04,-0.2,-560.65283,0.91631657,11,-105.878654,,144.8892,,-109.607704,,-139.8892,32903.94220495224,560.65283,0.03,-0.12,3.2382698,0.03
4380,2.6424818,0.1912531,4611.5923,4714.182,4.8864485e-12,4380,281117,1370.5941,82.43441,0.03,634586.9,64.18196347031963,-2.038408,0.03,,1296,0.04,0.04,0.2,-560.65283,0.8711049,11,-102.59003,,144.88284,,-112.089035,,-139.88284,32914.95793914795,560.65283,0.03,-0.12,2.6154184,0.03
4381,2.6425416,0.11276065,4611.4395,4833.138,4.8842176e-12,4381,281143,1515.5476,82.43441,0.03,634704.1,64.1732481168683,-2.0386362,0.03,0.00052584166,1296,0.12,-0.04,0.12,-560.65283,1.7707697,11,-221.69856,,144.87654,,-112.233406,,-139.87654,32925.70619106293,560.65283,0.03,-0.04,3.086403,0.03
4382,2.6426725,0.0012550056,4610.5312,4854.4795,4.881989e-12,4382,281188,3136.627,82.43441,0.03,634849.56,64.16887266088544,-2.0388646,0.03,1.8879519,1296,0.12,-0.12,0.2,-560.65283,1.8877794,11,-243.94806,,144.87666,,-140.4119,,-139.87666,32936.350707769394,560.65283,0.03,-0.12,2.612351,0.03
4383,2.6426873,0.17764026,4610.4707,4717.732,4.8797615e-12,4383,281227,622.92834,82.43441,0.03,634991.7,64.16313027606662,-2.0390928,0.03,7.566445e-38,1296,0.12,-0.04,-0.04,-560.65283,0.7938962,11,-107.26121,,144.87604,,-137.10933,,-139.87604,32947.23084568977,560.65283,0.03,0.2,2.0643907,0.03
4384,2.6426985,-0.012065172,4609.6724,4697.849,4.8775354e-12,4384,281276,918.48737,82.43441,0.03,635140.6,64.15967153284672,-2.0393207,0.03,2.5592372e-14,1296,0.04,0.12,-0.2,-560.65283,0.79647636,11,-88.17695,,144.87697,,-143.91425,,-139.87697,32958.362419843674,560.65283,0.03,0.04,2.922008,0.03
4385,2.6428285,-0.2647753,4609.146,4714.3887,4.875311e-12,4385,281292,399.2382,82.43441,0.03,635256.44,64.14868871151653,-2.0395489,0.03,6.797764e-11,1296,-0.04,-0.12,-0.2,-560.65283,0.9098583,11,-105.24259,,144.87035,,-110.806984,,-139.87035,32969.562675237656,560.65283,0.03,0.04,3.4552364,0.03
4386,2.6429358,0.11906212,4608.9194,4717.854,4.8730885e-12,4386,281307,1112.4736,82.43441,0.03,635370.75,64.1374829001368,-2.0397768,0.03,1.2646342e-38,1296,-0.04,-0.04,0.2,-560.65283,0.9618395,11,-108.93472,,144.86337,,-109.34449,,-139.86337,32980.6886446476,560.65283,0.03,0.12,3.2256217,0.03
4387,2.642989,-0.13005152,4608.083,4699.665,4.870867e-12,4387,281332,626.6294,82.43441,0.03,635497.8,64.12856165944837,-2.040005,0.03,2.6727741e-06,1296,-0.2,-0.12,0.04,-560.65283,0.8704649,11,-91.58212,,144.85931,,-122.05183,,-139.85931,32991.54458236694,560.65283,0.03,0.04,2.9524827,0.03
4388,2.6429534,-0.11515857,4607.261,4717.938,4.868647e-12,4388,281383,1268.7395,82.43441,0.03,635604.7,64.12556973564266,-2.040233,0.03,0.00010924268,1296,-0.2,-0.04,-0.04,-560.65283,0.9900274,11,-110.67657,,144.85066,,-101.87577,,-139.85066,33002.569024562836,560.65283,0.03,0.12,2.65248,0.03
4389,2.6429482,0.4518703,4605.422,4717.978,4.866429e-12,4389,281399,1205.6508,82.43441,0.03,635716.0,64.11460469355207,-2.0404606,0.03,2.7311148e-10,1296,-0.04,0.12,0.04,-560.65283,0.9688364,11,-112.55598,,144.84302,,-106.34786,,-139.84302,33013.49493384361,560.65283,0.03,0.2,2.7023327,0.03
4390,2.6427593,-0.2271163,4604.0977,4715.951,4.8642123e-12,4390,281418,1391.0272,82.43441,0.03,635829.4,64.10432801822323,-2.0406885,0.03,4.8524008e-26,1296,-0.04,-0.04,-0.2,-560.65283,1.0174707,11,-111.85368,,144.83585,,-108.335785,,-139.83585,33024.177780389786,560.65283,0.03,0.12,1.9056293,0.03
4391,2.6427832,0.25554314,4604.1304,4718.0586,4.8619967e-12,4391,281438,882.01575,82.43441,0.03,635949.6,64.09428376224095,-2.0409162,0.03,2.068705e-19,1296,-0.04,-0.04,0.12,-560.65283,0.9463474,11,-113.927986,,144.83025,,-115.2847,,-139.83025,33035.09038066864,560.65283,0.03,0.2,2.7948687,0.03
4392,2.642813,0.33115774,4604.071,4718.1016,4.8597827e-12,4392,281469,1398.0667,82.43441,0.03,636069.4,64.08674863387978,-2.041144,0.03,8.302174e-20,1296,0.04,0.2,0.04,-560.65283,0.945055,11,-114.030685,,144.82454,,-114.717514,,-139.82454,33046.11080980301,560.65283,0.03,0.12,2.8683853,0.03
4393,2.6429014,-0.20945457,4603.7217,4914.343,4.8575705e-12,4393,281488,704.6852,82.43441,0.03,636186.6,64.07648531755065,-2.0413716,0.03,1.3540631e-27,1296,-0.04,-0.12,-0.04,-560.65283,1.0492835,11,-310.62094,,144.81827,,-112.29037,,-139.81827,33057.07129240036,560.65283,0.03,-0.04,3.1428332,0.03
4394,2.6429963,0.10005583,4602.838,4854.9937,4.85536e-12,4394,281638,1340.8037,82.43441,0.03,636368.0,64.09604005461993,-2.0415993,0.03,1.1624942e-19,1296,0.2,-0.12,0.12,-560.65283,0.8690189,11,-252.15555,,144.82658,,-176.34636,,-139.82658,33068.33016562462,560.65283,0.03,-0.12,3.043524,0.03
4395,2.6428714,0.4074378,4602.667,4699.9917,4.853151e-12,4395,281670,613.9742,82.43441,0.03,636502.6,64.08873720136519,-2.0418267,0.03,7.3071724e-13,1296,0.12,0.04,0.2,-560.65283,0.8252139,11,-97.32455,,144.82426,,-129.59038,,-139.82426,33079.473554611206,560.65283,0.03,0.04,2.2748075,0.03
4396,2.64301,0.06954236,4601.7036,4716.203,4.850943e-12,4396,281689,1110.1093,82.43441,0.03,636621.1,64.07848043676069,-2.0420544,0.03,8.793169e-26,1296,0.2,-0.04,-0.12,-560.65283,0.8901042,11,-114.49954,,144.81827,,-113.53582,,-139.81827,33090.45921444893,560.65283,0.03,0.04,3.4529774,0.03
4397,2.6431086,0.25912076,4600.856,4718.308,4.848737e-12,4397,281729,1208.1512,82.43441,0.03,636760.1,64.07300432112804,-2.0422819,0.03,0.0015911856,1296,0.2,0.04,-0.04,-560.65283,0.97384083,11,-117.452286,,144.81696,,-134.0019,,-139.81696,33101.28382730484,560.65283,0.03,0.12,3.2390974,0.03
4398,2.6432042,-0.059768736,4600.4526,4699.7656,4.846532e-12,4398,281748,689.45013,82.43441,0.03,636881.0,64.06275579809004,-2.042509,0.03,6.4950436e-32,1296,-0.2,0.04,0.04,-560.65283,0.8914059,11,-99.31278,,144.81151,,-115.824356,,-139.81151,33112.32120347023,560.65283,0.03,0.12,3.1536088,0.03
4399,2.6432831,0.3513835,4600.4,4716.6777,4.8443285e-12,4399,281775,715.0786,82.43441,0.03,636994.4,64.05433052966583,-2.0427365,0.03,3.1396062e-28,1296,0.12,-0.04,0.04,-560.65283,0.8912024,11,-116.27789,,144.80435,,-108.428925,,-139.80435,33123.21131873131,560.65283,0.03,0.2,3.1306396,0.03
4400,2.6433134,-0.5125887,4599.967,4716.7173,4.8421267e-12,4400,281808,1069.5535,82.43441,0.03,637128.0,64.04727272727273,-2.0429637,0.03,,1296,-0.12,-0.04,-0.2,-560.65283,1.0927197,11,-116.75033,,144.80182,,-128.63342,,-139.80182,33134.022057294846,560.65283,0.03,-0.04,2.9193654,0.03
4401,2.6432989,-0.0027289428,4599.5273,4698.5444,4.839927e-12,4401,281829,736.87866,82.43441,0.03,637250.7,64.03749147920927,-2.043191,0.03,5.3134443e-19,1296,0.04,0.04,-0.2,-560.65283,0.87125266,11,-99.01694,,144.7968,,-117.66999,,-139.7968,33144.94488954544,560.65283,0.03,0.12,2.5440114,0.03
4402,2.6433034,-0.34139064,4599.3086,4716.4473,4.837728e-12,4402,281853,791.23193,82.43441,0.03,637372.1,64.02839618355293,-2.0434182,0.03,1.7987616e-35,1296,-0.2,0.04,-0.04,-560.65283,1.0745265,11,-117.13887,,144.79149,,-116.46882,,-139.79149,33156.08680438995,560.65283,0.03,-0.12,2.8262384,0.03
4403,2.6434321,-0.3101911,4598.751,4716.8394,4.835531e-12,4403,281876,663.5438,82.43441,0.03,637490.3,64.01907790143085,-2.0436454,0.03,7.414279e-07,1296,-0.2,-0.04,-0.12,-560.65283,1.0744511,11,-118.088394,,144.78545,,-113.14613,,-139.78545,33167.223410606384,560.65283,0.03,0.04,3.1814868,0.03
4404,2.643592,0.048521414,4597.764,4716.882,4.833335e-12,4404,281903,1035.4675,82.43441,0.03,637609.25,64.01067211625795,-2.0438726,0.03,3.9078177e-24,1296,-0.04,0.2,-0.12,-560.65283,1.0182052,11,-119.117905,,144.77957,,-113.909325,,-139.77957,33178.232013225555,560.65283,0.03,-0.04,3.3091786,0.03
4405,2.6436403,-0.29403466,4594.793,4763.68,4.831141e-12,4405,281917,475.7281,82.43441,0.03,637723.1,63.99931895573212,-2.0440996,0.03,4.6015216e-36,1296,-0.04,-0.12,0.04,-560.65283,0.58502156,11,-168.88707,,144.77255,,-108.87503,,-139.77255,33188.980232954025,560.65283,0.03,-0.2,2.8774402,0.03
4406,2.6436074,-0.11510617,4594.6553,4700.443,4.828948e-12,4406,282417,518.29224,82.43441,0.03,637933.94,64.09827507943713,-2.0443265,0.03,6.4736796e-37,1296,-0.04,-0.12,-0.04,-560.65283,0.7112128,11,-105.78776,,144.78755,,-205.83734,,-139.78755,33200.73599123955,560.65283,0.03,0.2,2.9287653,0.03
4407,2.6435833,0.33875114,4594.566,4698.794,4.826757e-12,4407,282452,644.2484,82.43441,0.03,638056.44,64.09167233945995,-2.0445535,0.03,3.0492016e-22,1296,0.04,-0.04,0.2,-560.65283,0.9086756,11,-104.22783,,144.78249,,-117.51975,,-139.78249,33211.449271440506,560.65283,0.03,0.12,2.8449264,0.03
4408,2.6435559,0.45378202,4594.5586,4717.046,4.8245674e-12,4408,282482,1403.5171,82.43441,0.03,638174.4,64.08393829401089,-2.0447803,0.03,9.358448e-13,1296,0.04,0.12,0.04,-560.65283,1.0416598,11,-122.487236,,144.7764,,-112.89494,,-139.7764,33222.25785112381,560.65283,0.03,0.2,2.6394382,0.03
4409,2.6435676,0.29955858,4594.6455,4715.3765,4.822379e-12,4409,282525,848.79144,82.43441,0.03,638317.1,64.07915627126333,-2.0450072,0.03,0.0004956162,1296,-0.04,0.04,0.12,-560.65283,1.0464982,11,-120.73112,,144.77594,,-137.75395,,-139.77594,33233.10413455963,560.65283,0.03,0.2,2.7119634,0.03
4410,2.643671,-0.3056161,4593.2188,4715.417,4.8201924e-12,4410,282548,1130.3224,82.43441,0.03,638441.9,64.06984126984128,-2.045234,0.03,3.9067716e-33,1296,-0.2,-0.04,-0.04,-560.65283,1.1620587,11,-122.19819,,144.7714,,-119.772095,,-139.7714,33244.076719760895,560.65283,0.03,-0.12,3.1033106,0.03
4411,2.6438756,-0.22877367,4593.21,4756.0737,4.818007e-12,4411,282623,924.79645,82.43441,0.03,638551.9,64.07231920199501,-2.0454607,0.03,9.798318e-16,1296,0.04,0.04,-0.12,-560.65283,1.0423723,11,-162.86372,,144.76352,,-104.941925,,-139.76352,33255.29632115364,560.65283,0.03,-0.2,3.4577608,0.03
4412,2.6438313,-0.0016030371,4593.171,4717.3105,4.815823e-12,4412,282651,1102.1627,82.43441,0.03,638673.6,64.06414324569356,-2.0456874,0.03,1.6036759e-06,1296,0.2,-0.04,-0.12,-560.65283,0.9020165,11,-124.139404,,144.7583,,-116.75985,,-139.7583,33266.35997915268,560.65283,0.03,-0.04,2.449844,0.03
4413,2.6437943,-0.11661126,4592.804,4700.729,4.813641e-12,4413,282695,926.12476,82.43441,0.03,638814.0,64.05959664627238,-2.045914,0.03,,1296,-0.2,-0.04,0.12,-560.65283,0.98112035,11,-107.924736,,144.75731,,-135.39403,,-139.75731,33277.14999103546,560.65283,0.03,0.04,2.6341493,0.03
4414,2.643915,0.22621259,4592.7153,4715.229,4.81146e-12,4414,282746,620.18005,82.43441,0.03,638920.0,64.05663797009515,-2.0461407,0.03,2.1759908e-24,1296,0.04,-0.04,-0.12,-560.65283,0.99553114,11,-122.51385,,144.74852,,-101.08628,,-139.74852,33288.01117563248,560.65283,0.03,0.2,3.2328906,0.03
4415,2.6433606,0.18574409,4592.749,4718.694,4.8092806e-12,4415,282762,1686.063,82.43441,0.03,639034.44,64.04575311438279,-2.0463672,0.03,1.2567386e-29,1296,-0.12,0.2,0.04,-560.65283,1.146031,11,-125.944595,,144.74167,,-109.40657,,-139.74167,33298.70808815956,560.65283,0.03,0.04,0.23682252,0.03
4416,2.6434672,0.15956438,4592.35,4717.3745,4.8071026e-12,4416,282787,1563.6913,82.43441,0.03,639154.25,64.03691123188406,-2.0465937,0.03,7.332837e-16,1296,-0.12,-0.04,0.04,-560.65283,1.088221,11,-125.02443,,144.73602,,-114.837746,,-139.73602,33309.367248773575,560.65283,0.03,0.2,3.0553906,0.03
4417,2.6435513,0.07882738,4592.177,4700.895,4.804926e-12,4417,282804,963.8176,82.43441,0.03,639268.4,64.02626216889291,-2.04682,0.03,,1296,0.04,0.2,-0.04,-560.65283,0.8515255,11,-108.71813,,144.72908,,-109.10066,,-139.72908,33320.254932165146,560.65283,0.03,-0.12,3.0007083,0.03
4418,2.643591,0.19005446,4592.1978,4699.242,4.802751e-12,4418,282819,884.47363,82.43441,0.03,639382.4,64.01516523313717,-2.0470464,0.03,1.6157526e-38,1296,0.04,-0.12,0.2,-560.65283,0.89033663,11,-107.04428,,144.72214,,-108.98689,,-139.72214,33330.95180892944,560.65283,0.03,0.04,3.0047727,0.03
4419,2.6437142,-0.1925128,4591.6777,4719.2124,4.800578e-12,4419,282849,776.4959,82.43441,0.03,639508.0,64.00746775288526,-2.0472727,0.03,3.4252326e-25,1296,-0.04,-0.2,-0.12,-560.65283,1.0018004,11,-127.53477,,144.7178,,-120.63257,,-139.7178,33342.03099155426,560.65283,0.03,0.04,3.3353183,0.03
4420,2.6438181,-0.12344919,4591.6416,4758.2524,4.798406e-12,4420,282889,782.76855,82.43441,0.03,639643.3,64.00203619909502,-2.047499,0.03,4.341186e-37,1296,0.12,0.04,-0.04,-560.65283,0.7841164,11,-166.61069,,144.71568,,-130.27074,,-139.71568,33353.09012556076,560.65283,0.03,-0.2,3.1403935,0.03
4421,2.6438382,-0.27874154,4590.9995,4717.2266,4.796235e-12,4421,283009,1154.2875,82.43441,0.03,639862.3,64.01470255598281,-2.0477252,0.03,6.6343366e-28,1296,-0.2,-0.12,0.04,-560.65283,1.2274871,11,-126.22721,,144.73248,,-213.99545,,-139.73248,33364.130556344986,560.65283,0.03,-0.04,2.9840257,0.03
4422,2.6439075,0.37304372,4590.944,4717.6187,4.794066e-12,4422,283079,620.7528,82.43441,0.03,640004.6,64.01605608322026,-2.0479515,0.03,1.1329066e-37,1296,0.12,0.04,0.04,-560.65283,0.9696859,11,-126.6749,,144.73193,,-137.34831,,-139.73193,33375.16617178917,560.65283,0.03,0.2,2.791978,0.03
4423,2.6439333,-0.3236099,4589.307,4717.6606,4.791899e-12,4423,283110,1180.4841,82.43441,0.03,640137.4,64.00859145376441,-2.0481775,0.03,,1296,-0.2,-0.12,-0.04,-560.65283,1.2704048,11,-128.35362,,144.72923,,-127.77165,,-139.72923,33386.15343904495,560.65283,0.03,-0.04,2.8230493,0.03
4424,2.6440718,-0.21607868,4588.7793,4719.0605,4.789733e-12,4424,283150,716.28394,82.43441,0.03,640258.56,64.00316455696202,-2.0484035,0.03,3.7855955e-23,1296,0.12,-0.04,-0.2,-560.65283,1.1268742,11,-130.28148,,144.7239,,-116.15534,,-139.7239,33396.912642240524,560.65283,0.03,-0.04,3.0595565,0.03
4425,2.6438427,0.25684956,4588.714,4717.743,4.787568e-12,4425,283176,892.95154,82.43441,0.03,640381.06,63.99457627118644,-2.0486295,0.03,2.1486733e-15,1296,0.2,-0.04,-0.04,-560.65283,0.90946466,11,-129.02924,,144.71889,,-117.49303,,-139.71889,33407.76882958412,560.65283,0.03,0.12,1.5495373,0.03
4426,2.6438992,0.38679826,4587.0596,4717.7827,4.785405e-12,4426,283205,1011.9031,82.43441,0.03,640513.0,63.98666967916855,-2.0488555,0.03,20.873194,1296,0.2,-0.04,0.04,-560.65283,0.8898425,11,-130.72334,,144.716,,-126.93102,,-139.716,33418.50515985489,560.65283,0.03,0.12,3.0227692,0.03
4427,2.6439424,0.28893626,4586.6147,4701.3022,4.7832432e-12,4427,283246,825.36523,82.43441,0.03,640657.2,63.98147729839621,-2.0490813,0.03,8.689999e-14,1296,0.12,0.2,-0.04,-560.65283,0.9273124,11,-114.68751,,144.71588,,-139.19063,,-139.71588,33429.21278309822,560.65283,0.03,0.04,2.983443,0.03
4428,2.6439393,-0.02903995,4586.491,4762.8647,4.781083e-12,4428,283283,463.82013,82.43441,0.03,640793.94,63.97538392050587,-2.0493073,0.03,,1296,0.12,-0.2,0.04,-560.65283,0.8216436,11,-176.37375,,144.71408,,-131.78168,,-139.71408,33440.302775382996,560.65283,0.03,0.04,2.7426713,0.03
4429,2.6438694,0.22313711,4585.5757,4701.035,4.7789242e-12,4429,283382,782.6308,82.43441,0.03,640993.9,63.983291939489725,-2.0495331,0.03,2.8458551e-31,1296,-0.12,0.04,0.2,-560.65283,1.0409106,11,-115.45933,,144.72655,,-194.95367,,-139.72655,33451.358391046524,560.65283,0.03,0.04,2.5311286,0.03
4430,2.644033,-0.06001517,4583.4575,4716.238,4.776767e-12,4430,283403,821.3528,82.43441,0.03,641112.44,63.97358916478555,-2.049759,0.03,2.4916662e-09,1296,-0.04,-0.04,0.2,-560.65283,1.1368572,11,-132.78023,,144.72064,,-113.53522,,-139.72064,33462.296018362045,560.65283,0.03,-0.12,3.3711631,0.03
4431,2.6440914,-0.006066818,4583.4385,4682.9575,4.7746113e-12,4431,283438,326.7904,82.43441,0.03,641249.44,63.9670503272399,-2.0499845,0.03,5.4429875e-06,1296,-0.04,-0.04,0.04,-560.65283,0.69696796,11,-99.51901,,144.7189,,-131.95609,,-139.7189,33473.09845304489,560.65283,0.03,0.04,2.810559,0.03
4432,2.6441298,-0.33914983,4582.455,4715.9644,4.7724567e-12,4432,283503,1005.93567,82.43441,0.03,641413.4,63.9672833935018,-2.0502102,0.03,8.327172e-19,1296,-0.12,0.04,-0.04,-560.65283,1.2298671,11,-133.50931,,144.72324,,-158.97719,,-139.72324,33483.953097343445,560.65283,0.03,-0.2,3.1287687,0.03
4433,2.6437867,0.50783163,4581.9795,4718.0693,4.770304e-12,4433,283637,1038.833,82.43441,0.03,641538.75,63.98308143469434,-2.0504358,0.03,,1296,-0.04,0.2,0.04,-560.65283,1.1513325,11,-136.08986,,144.71887,,-120.39569,,-139.71887,33494.88233041763,560.65283,0.03,0.12,0.9478972,0.03
4434,2.6437342,-0.049580127,4581.214,4717.7583,4.7681525e-12,4434,283665,1579.2874,82.43441,0.03,641670.1,63.97496617050068,-2.0506613,0.03,,1296,0.12,-0.04,-0.2,-560.65283,1.190868,11,-136.54431,,144.71587,,-126.375854,,-139.71587,33505.88868188858,560.65283,0.03,0.04,2.324736,0.03
4435,2.6438258,0.078586355,4581.1636,4698.244,4.7660023e-12,4435,283693,1084.0297,82.43441,0.03,641796.9,63.96685456595265,-2.0508869,0.03,,1296,-0.12,0.2,0.04,-560.65283,1.0197562,11,-117.080666,,144.7118,,-121.70109,,-139.7118,33516.50699067116,560.65283,0.03,-0.04,2.9537685,0.03
4436,2.643861,-0.084258854,4581.1377,4699.6265,4.763854e-12,4436,283707,760.7538,82.43441,0.03,641906.7,63.95559062218214,-2.0511124,0.03,4.787445e-25,1296,0.04,0.12,-0.2,-560.65283,1.0419793,11,-118.488815,,144.70395,,-104.86635,,-139.70395,33527.38882637024,560.65283,0.03,-0.04,2.8327284,0.03
4437,2.6439128,0.13002759,4580.146,4718.2314,4.761707e-12,4437,283719,1587.62,82.43441,0.03,642018.5,63.943881000676136,-2.0513377,0.03,,1296,-0.12,-0.04,0.2,-560.65283,1.2218308,11,-138.08531,,144.69653,,-106.81096,,-139.69653,33538.891889333725,560.65283,0.03,0.04,2.8779469,0.03
4438,2.6440463,0.33527687,4580.0977,4716.5615,4.759561e-12,4438,283736,639.80505,82.43441,0.03,642128.94,63.933303289770166,-2.051563,0.03,4.2060787e-08,1296,0.12,0.04,0.2,-560.65283,1.1897291,11,-136.46404,,144.68881,,-105.44721,,-139.68881,33549.84232068062,560.65283,0.03,-0.04,3.0989687,0.03
4439,2.644158,-0.40255192,4579.2627,4716.2495,4.757417e-12,4439,283762,1127.4333,82.43441,0.03,642255.94,63.924757828339715,-2.0517883,0.03,,1296,-0.2,-0.12,-0.04,-560.65283,1.2757527,11,-136.98662,,144.68483,,-122.0018,,-139.68483,33560.67107748985,560.65283,0.03,0.04,2.9936705,0.03
4440,2.6442413,0.012722477,4579.1865,4757.3203,4.7552743e-12,4440,283842,529.1885,82.43441,0.03,642351.1,63.928378378378376,-2.0520136,0.03,,1296,0.12,0.04,0.04,-560.65283,0.82008356,11,-178.13396,,144.67368,,-90.136246,,-139.67368,33571.8225069046,560.65283,0.03,-0.2,2.8160233,0.03
4441,2.6442137,0.3567809,4578.952,4720.109,4.753133e-12,4441,283904,956.76685,82.43441,0.03,642508.56,63.92794415672146,-2.052239,0.03,1.371318e-09,1296,0.12,0.2,0.04,-560.65283,1.1223078,11,-141.15657,,144.67654,,-152.45753,,-139.67654,33582.879792928696,560.65283,0.03,-0.04,2.727886,0.03
4442,2.6443083,0.27877042,4578.6123,4698.5234,4.7509934e-12,4442,283928,574.72705,82.43441,0.03,642634.4,63.918955425484015,-2.052464,0.03,1.3558666e-20,1296,0.12,-0.04,0.2,-560.65283,1.0009102,11,-119.9113,,144.6723,,-120.81201,,-139.6723,33593.90627288818,560.65283,0.03,0.04,2.99313,0.03
4443,2.644332,0.36320904,4578.3833,4716.763,4.748855e-12,4443,283965,958.322,82.43441,0.03,642768.4,63.91289669142471,-2.052689,0.03,2.9193984e-06,1296,0.04,-0.04,0.12,-560.65283,1.1101464,11,-138.37993,,144.6699,,-128.95363,,-139.6699,33604.82002210617,560.65283,0.03,0.2,2.78709,0.03
4444,2.6445158,-0.023091275,4578.27,4718.5166,4.7467178e-12,4444,283991,1509.0015,82.43441,0.03,642895.6,63.90436543654366,-2.0529141,0.03,,1296,-0.04,0.2,-0.04,-560.65283,1.2020866,11,-140.24663,,144.66599,,-122.28211,,-139.66599,33615.682923555374,560.65283,0.03,-0.12,3.395429,0.03
4445,2.644425,-0.32130367,4578.109,4716.8447,4.7445823e-12,4445,284009,650.25525,82.43441,0.03,643013.0,63.89403824521935,-2.0531392,0.03,1.8450978e-25,1296,-0.2,-0.04,-0.12,-560.65283,1.2299876,11,-138.73604,,144.65984,,-112.41736,,-139.65984,33626.76277422905,560.65283,0.03,-0.04,2.1100082,0.03
4446,2.644565,0.127341,4578.149,4700.38,4.7424478e-12,4446,284027,820.4048,82.43441,0.03,643127.25,63.883715699505174,-2.053364,0.03,3.6615987e-25,1296,-0.04,0.2,0.04,-560.65283,1.0564399,11,-122.2308,,144.653,,-109.24179,,-139.653,33637.98421096802,560.65283,0.03,-0.12,3.0802727,0.03
4447,2.6441529,0.28418148,4578.124,4700.418,4.7403158e-12,4447,284041,1475.9922,82.43441,0.03,643236.56,63.872498313469755,-2.0535889,0.03,6.945432e-29,1296,-0.04,0.04,0.2,-560.65283,1.1093678,11,-122.29416,,144.64505,,-104.30012,,-139.64505,33649.06430912018,560.65283,0.03,0.12,0.8048259,0.03
4448,2.6443298,-0.25435674,4577.999,4718.6816,4.7381842e-12,4448,284069,1160.9562,82.43441,0.03,643347.8,63.86443345323741,-2.053814,0.03,4.574798e-35,1296,0.04,-0.2,-0.12,-560.65283,1.0474119,11,-140.68262,,144.63754,,-106.24642,,-139.63754,33660.35112643242,560.65283,0.03,0.04,3.3908803,0.03
4449,2.6445022,-0.32557842,4577.263,4700.5,4.736055e-12,4449,284122,1393.255,82.43441,0.03,643489.8,63.86199145875478,-2.0540385,0.03,0.0002153535,1296,-0.12,-0.2,-0.04,-560.65283,1.1638362,11,-123.236855,,144.63695,,-136.98065,,-139.63695,33671.41255354881,560.65283,0.03,-0.04,3.4200556,0.03
4450,2.6445713,0.21226217,4577.2036,4698.848,4.733926e-12,4450,284401,1487.238,82.43441,0.03,643696.4,63.910337078651686,-2.0542634,0.03,,1296,0.2,0.04,0.12,-560.65283,0.9304354,11,-121.64437,,144.65086,,-201.57896,,-139.65086,33682.61201810837,560.65283,0.03,-0.04,2.8622243,0.03
4451,2.6446383,0.07825888,4576.193,4698.887,4.7317996e-12,4451,284456,796.75006,82.43441,0.03,643854.94,63.90833520557178,-2.054488,0.03,,1296,-0.12,-0.04,-0.04,-560.65283,1.0322329,11,-122.694115,,144.65399,,-153.55835,,-139.65399,33693.75786733627,560.65283,0.03,0.2,3.0792997,0.03
4452,2.6447742,0.014296271,4575.6655,4846.4785,4.7296737e-12,4452,284500,426.2372,82.43441,0.03,644000.5,63.903863432165316,-2.0547128,0.03,,1296,0.12,-0.04,0.04,-560.65283,0.6498654,11,-270.8129,,144.6542,,-140.56229,,-139.6542,33704.69975209236,560.65283,0.03,-0.12,3.267531,0.03
4453,2.6447952,-0.029668689,4575.3433,4718.5317,4.72755e-12,4453,284531,678.7405,82.43441,0.03,644129.75,63.89647428699753,-2.0549374,0.03,2.8012397e-18,1296,-0.12,-0.04,0.2,-560.65283,1.2910825,11,-143.18855,,144.65074,,-124.2296,,-139.65074,33715.748368263245,560.65283,0.03,-0.04,3.1050193,0.03
4454,2.6447656,-0.2822597,4575.262,4762.1157,4.725427e-12,4454,284545,587.57574,82.43441,0.03,644242.75,63.885271665918275,-2.055162,0.03,1.7009223e-06,1296,-0.04,-0.04,0.12,-560.65283,0.9439885,11,-186.85373,,144.64363,,-108.00301,,-139.64363,33726.82073998451,560.65283,0.03,-0.2,2.2753084,0.03
