ReturnMin,InvPendulum_std0_higher,ReturnMax,InvPendulum_std3_higher,GridSize,InvPendulum_mu2_higher,ReturnAbsMax,ReturnLastEpisode,InvPendulum_mu3_higher,Bound,Delta,NumTrajectories,IWFirstEpisode,MinEpLen,TimeElapsed,AvgEpLen,Regret,BoundMISE,Iteration,IWMax,BoundBonus,ActionIn1,InvPendulum_mu0_higher,ReturnMean,InvPendulum_std2_higher,InvPendulum_std1_higher,InvPendulum_mu1_higher,TimestepsSoFar,DenMISEMeanLog,IWMean,IWLastEpisode,NumTrainableParams,DenMISELogFirst,DenMISELogLast,IWMin,Regret/t
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-110.8933,0.1,124827.61,1.5763811e-10,1110,,11,3165.239095926285,62.814414414414415,159041.06,-27.881233,1110,165.52658,124855.49,-0.074855514,,-138.28024,0.03,0.03,-0.1,69724,2.9256568,0.17837727,8.658792e-11,,2.4362643,2.9261317,,143.28024
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-132.80467,0.1,124828.336,1.5735445e-10,1111,,11,3170.1117107868195,62.78937893789379,159178.88,-33.18118,1111,110.11499,124861.516,0.107592836,,-138.27531,0.03,0.03,0.1,69759,2.924293,0.2270678,3.1225284e-08,,2.4353638,2.2422647,,143.27531
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-116.66539,-0.1,124828.57,1.5707156e-10,1112,,11,3174.8285858631134,62.75179856115108,159300.55,-36.870926,1112,92.496796,124865.44,-0.2102414,,-138.25589,0.03,0.03,-0.1,69780,2.923178,0.30007014,9.090301e-20,,2.434464,2.4628947,,143.25589
-499.7343,0.03,35.868748,0.03,625,,499.7343,-111.71032,0.1,124832.11,1.5678944e-10,1113,,11,3179.1956553459167,62.716082659478886,159417.25,-38.326218,1113,109.31758,124870.44,0.17581779,0.1,-138.23203,0.03,0.03,0.1,69803,2.9225771,0.3063603,2.3055506e-15,,2.4335651,2.963311,,143.23203
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-145.87195,,124831.44,1.5650808e-10,1114,,11,3183.6782426834106,62.70466786355476,159568.12,-43.988003,1114,171.2452,124875.42,0.042354796,0.1,-138.23889,0.03,0.03,-0.1,69853,2.9219666,0.34663785,1.4673084e-09,,2.432667,2.9448519,,143.23889
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-131.45944,,124833.76,1.5622748e-10,1115,,11,3188.076629638672,62.681614349775785,159704.6,-47.151184,1115,322.94547,124880.91,-0.21755853,-0.1,-138.23282,0.03,0.03,0.1,69890,2.9212337,0.4127,1.5821842e-20,,2.4317698,2.7710762,,143.23282
-499.7343,0.03,35.868748,0.03,625,,499.7343,-104.85241,-0.1,124833.47,1.5594763e-10,1116,,11,3192.531916618347,62.63978494623656,159814.44,-51.379498,1116,222.85031,124884.85,-0.31257936,-0.1,-138.2029,0.03,0.03,-0.1,69906,2.9184477,0.36245793,1.706424e-17,,2.4308734,0.43613684,,143.2029
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-11.79981,-0.1,124836.56,1.5566852e-10,1117,,11,3197.55650806427,63.0313339301701,159831.23,-53.68914,1117,333.7375,124890.25,-0.13198131,0.1,-138.08974,0.03,0.03,,70406,2.9164598,0.47286046,9.611427e-19,,2.4299777,1.355125,,143.08974
-499.7343,0.03,35.868748,0.03,625,0.1,499.7343,-119.73057,-0.1,124826.53,1.5539016e-10,1118,,11,3202.0882370471954,62.99552772808587,159955.97,-68.6979,1118,152.01253,124895.23,-0.04650823,-0.1,-138.07332,0.03,0.03,,70429,2.9154835,0.4891744,5.489406e-22,,2.4290829,2.3929942,,143.07332
-499.7343,0.03,35.868748,0.03,625,0.1,499.7343,-100.57884,,124823.96,1.5511256e-10,1119,,11,3206.6121604442596,62.96246648793566,160061.55,-76.75871,1119,240.08632,124900.72,-0.079700306,-0.1,-138.03981,0.03,0.03,-0.1,70455,2.9151778,0.36334425,4.1840693e-05,,2.4281888,3.108063,,143.03981
-499.7343,0.03,35.868748,0.03,625,,499.7343,-140.03082,0.1,124821.25,1.548357e-10,1120,,11,3211.122138738632,62.949107142857144,160206.58,-84.90675,1120,548.54407,124906.16,0.10306531,0.1,-138.04158,0.03,0.03,-0.1,70503,2.913441,0.5593693,3.0225092e-10,,2.4272957,1.6298611,,143.04158
-499.7343,0.03,35.868748,0.03,625,0.1,499.7343,-124.20598,0.1,124822.0,1.545596e-10,1121,,11,3215.4270577430725,62.91703835860839,160335.78,-88.51383,1121,439.0586,124910.516,0.019812599,,-138.02924,0.03,0.03,-0.1,70530,2.910759,0.5544144,8.9243025e-07,,2.426403,0.43881428,,143.02924
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-147.44675,,124817.234,1.5428421e-10,1122,,11,3219.6442086696625,62.91087344028521,160488.22,-98.27718,1122,447.7163,124915.51,-0.35977682,-0.1,-138.03763,0.03,0.03,-0.1,70586,2.9098308,0.621736,5.056694e-10,,2.4255114,2.3774924,,143.03763
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-133.2672,-0.1,124801.57,1.5400956e-10,1123,,11,3222.9843652248383,62.88780053428317,160626.5,-117.78605,1123,808.37915,124919.36,-0.06263408,,-138.03339,0.03,0.03,0.1,70623,2.9085495,1.0619001,1.6550551e-14,,2.4246206,1.9217182,,143.03339
-499.7343,0.03,35.868748,0.03,625,0.1,499.7343,-110.0233,,124756.37,1.5373565e-10,1124,,11,3227.024329662323,62.84875444839858,160741.53,-169.00632,1124,1492.844,124925.375,0.05225039,-0.1,-138.00848,0.03,0.03,0.1,70642,2.9082305,1.5122246,7.6321395e-14,,2.4237306,2.6719267,,143.00848
-499.7343,0.03,35.868748,0.03,625,,499.7343,-120.114395,-0.1,124751.88,1.5346245e-10,1125,,11,3231.441575050354,62.81777777777778,160866.64,-177.85695,1125,1568.2305,124929.74,-0.15543468,-0.1,-137.99257,0.03,0.03,0.1,70670,2.9070013,1.5871629,0.00030686907,,2.4228413,1.5001673,,142.99257
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-109.30521,0.1,124713.555,1.5318999e-10,1126,,11,3236.492163181305,62.851687388987564,160980.94,-222.0867,1126,1613.059,124935.64,0.0002938658,-0.1,-137.96709,0.03,0.03,,70771,2.9071038,1.8213617,4.4775433e-12,,2.4219527,2.9614453,,142.96709
-499.7343,0.03,35.868748,0.03,625,,499.7343,-117.7014,0.1,124715.77,1.5291826e-10,1127,,11,3241.227059841156,62.815439219165924,161103.66,-224.79745,1127,829.70984,124940.57,0.14233276,-0.1,-137.94911,0.03,0.03,0.1,70793,2.9068146,1.3444118,2.960504,,2.421065,2.3449268,,142.94911
-499.7343,0.03,35.868748,0.03,625,-0.1,499.7343,-121.94243,,124708.31,1.5264724e-10,1128,,11,3245.8582952022552,62.78191489361702,161230.6,-236.14658,1128,1762.1432,124944.46,0.097690746,0.1,-137.93492,0.03,0.03,0.1,70818,2.9064188,1.9297533,9.7326826e-08,,2.4201782,2.357763,,142.93492
-499.7343,0.03,35.868748,0.03,625,,499.7343,-107.21639,0.1,124688.8,1.5237694e-10,1129,,11,3250.5182983875275,62.738706820194864,161342.81,-262.09158,1129,314.46045,124950.89,-0.10272691,-0.1,-137.90771,0.03,0.03,-0.1,70832,2.9073493,0.5415716,1.4347088e-30,,2.419292,3.6800735,,142.90771
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-499.77786,-0.1,124567.84,1.5210738e-10,1130,,11,3255.8472418785095,63.12566371681416,161847.58,-397.77545,1130,3135.8374,124965.62,-0.07788487,,-138.22795,0.03,0.03,-0.1,71332,2.906674,3.1266196,1.4722483e-16,,2.4184067,2.6481593,,143.22795
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-111.43843,,124554.76,1.5183851e-10,1131,,11,3260.415530204773,63.08664898320071,161964.02,-415.27292,1131,3259.1042,124970.03,0.014378134,0.1,-138.20425,0.03,0.03,-0.1,71351,2.9068096,3.268234,0.002387319,,2.417522,2.3953447,,143.20425
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-139.065,0.1,124493.57,1.5157037e-10,1132,,11,3264.988802433014,63.07067137809187,162108.1,-481.78622,1132,3108.652,124975.36,0.013861731,-0.1,-138.20503,0.03,0.03,,71396,2.9061136,3.8850493,3.5749864e-20,,2.4166384,1.3930379,,143.20503
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-158.37296,-0.1,116026.94,1.5130293e-10,1133,,11,3269.5118432044983,63.07413945278023,162271.45,-20.276236,1133,54.154785,116047.21,0.066578,0.1,-138.22282,0.03,0.03,,71463,2.906478,0.16723086,2.4101317e-21,,2.4157553,2.157963,,143.22282
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-113.10292,,115965.84,1.510362e-10,1134,,11,3274.077841281891,63.03703703703704,162389.56,-85.96395,1134,659.3273,116051.805,0.28857967,0.1,-138.20067,0.03,0.03,0.1,71484,2.904042,0.7814985,1.6655978e-06,,2.4148731,0.9788761,,143.20067
-499.77786,0.03,35.868748,0.03,625,,499.77786,-126.10668,-0.1,115939.37,1.5077017e-10,1135,,11,3278.514272928238,63.00704845814978,162520.66,-116.94414,1135,694.99805,116056.31,0.002229154,0.1,-138.19,0.03,0.03,0.1,71513,2.904687,1.0604944,3.4889596e-05,,2.4139917,3.9812868,,143.19
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-132.42703,-0.1,115654.16,1.5050484e-10,1136,,11,3283.066280603409,63.00176056338028,162658.1,-406.17874,1136,3845.5286,116060.336,0.10054413,,-138.18494,0.03,0.03,0.1,71570,2.9041543,3.4548955,0.000254062,,2.413111,2.417403,,143.18494
-499.77786,0.03,35.868748,0.03,625,,499.77786,-124.98534,0.1,74763.8,1.5024022e-10,1137,,11,3287.5470011234283,62.97185576077397,162788.08,-94.727615,1137,119.71573,74858.52,-0.12663808,-0.2,-138.17332,0.03,0.03,-0.1,71599,2.9058232,0.19481514,1.37089735e-27,,2.412231,4.2533016,,143.17332
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-496.03714,0.1,74689.586,1.499763e-10,1138,,11,3292.6795716285706,63.35588752196836,163289.11,-171.46025,1138,366.79962,74861.05,-0.11248492,-0.2,-138.4878,0.03,0.03,,72099,2.9048047,0.5941663,0.0012818383,,2.411352,2.557769,,143.4878
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-143.29099,-0.1,68420.72,1.4971306e-10,1139,,11,3297.3662545681,63.341527655838455,163437.4,-3.9672916,1139,10.063014,68424.69,-0.4425565,,-138.49202,0.03,0.03,-0.2,72146,2.9038448,0.029360335,2.8477135e-30,,2.4104736,2.271653,,143.49202
-499.77786,0.03,35.868748,0.03,625,0.2,499.77786,-131.07553,,68417.41,1.4945052e-10,1140,,11,3301.8068993091583,63.335087719298244,163573.48,-10.524885,1140,28.36815,68427.93,0.43976712,0.1,-138.48552,0.03,0.03,0.1,72202,2.9034345,0.09375187,,,2.409596,3.4067442,,143.48552
-499.77786,0.03,35.868748,0.03,625,,499.77786,-114.329,0.1,68417.27,1.4918866e-10,1141,,11,3306.231243610382,63.29535495179667,163692.81,-13.300566,1141,35.45389,68430.57,-0.063115135,-0.2,-138.46434,0.03,0.03,0.1,72220,2.9022691,0.06411084,6.463421e-35,,2.4087193,2.4801552,,143.46434
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-157.19658,,68418.66,1.4892751e-10,1142,,11,3310.5802364349365,63.29772329246935,163855.0,-14.00106,1142,59.96697,68432.66,-0.05494313,-0.2,-138.48073,0.03,0.03,0.1,72286,2.900293,0.117582895,0.06070154,,2.407843,1.5814033,,143.48073
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-129.48593,0.2,68418.04,1.4866704e-10,1143,,11,3315.0058419704437,63.274715660542434,163989.5,-17.53921,1143,104.27701,68435.58,0.009051263,,-138.47289,0.03,0.03,-0.1,72323,2.8997827,0.1273663,,,2.4069679,3.2013893,,143.47289
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-142.49783,0.2,68415.13,1.4840723e-10,1144,,11,3319.5416457653046,63.25786713286713,164137.0,-23.091696,1144,117.810036,68438.23,-0.039979458,-0.1,-138.4764,0.03,0.03,,72367,2.8990684,0.17783917,0.00018700746,,2.4060934,2.9584365,,143.4764
-499.77786,0.03,35.868748,0.03,625,,499.77786,-137.00412,0.1,68416.86,1.4814813e-10,1145,,11,3324.3752677440643,63.2410480349345,164279.0,-24.306906,1145,161.00328,68441.164,0.23426124,0.2,-138.47511,0.03,0.03,-0.1,72411,2.8982325,0.20424627,1.3296803e-23,,2.4052196,2.768453,,143.47511
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-153.85883,0.1,68419.4,1.4788969e-10,1146,,11,3329.1811373233795,63.2347294938918,164437.86,-24.394016,1146,118.282974,68443.79,0.2948174,,-138.48854,0.03,0.03,0.2,72467,2.8965676,0.2072468,1.3103902e-22,,2.4043467,1.7960348,,143.48854
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-130.3403,0.1,68421.46,1.4763193e-10,1147,,11,3334.0367312431335,63.207497820401045,164573.19,-24.973364,1147,80.56393,68446.44,0.0707016,,-138.48141,0.03,0.03,-0.2,72499,2.8957028,0.1615903,,,2.4034743,2.7025006,,143.48141
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-126.81976,0.2,68423.55,1.4737483e-10,1148,,11,3338.790735721588,63.17857142857143,164705.02,-25.22331,1148,115.30255,68448.77,0.43588293,,-138.47127,0.03,0.03,0.1,72529,2.8943362,0.19719164,3.2465997e-23,,2.402603,2.1678517,,143.47127
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-111.23251,-0.2,68424.914,1.4711846e-10,1149,,11,3343.5346653461456,63.13751087902524,164821.25,-25.920837,1149,110.7341,68450.836,-0.20276678,,-138.44756,0.03,0.03,-0.1,72545,2.8935416,0.23230734,,,2.4017322,2.7889006,,143.44756
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-131.24898,-0.2,68426.27,1.468627e-10,1150,,11,3348.1905612945557,63.114782608695656,164957.5,-27.756113,1150,107.904106,68454.03,-0.11727646,0.1,-138.4413,0.03,0.03,,72582,2.892804,0.2545546,9.2207526e-11,,2.4008622,2.818723,,143.4413
-499.77786,0.03,35.868748,0.03,625,0.2,499.77786,-123.71117,-0.1,68427.14,1.4660761e-10,1151,,11,3352.72980260849,63.08514335360556,165086.2,-29.525385,1151,192.9548,68456.664,0.25240347,,-138.4285,0.03,0.03,0.1,72611,2.8906338,0.26110968,5.2027216e-29,,2.3999932,1.1472908,,143.4285
-499.77786,0.03,35.868748,0.03,625,,499.77786,-113.00467,0.1,68428.7,1.463532e-10,1152,,11,3357.226529121399,63.046875,165204.2,-30.875357,1152,86.653915,68459.58,0.06635469,0.1,-138.40643,0.03,0.03,-0.2,72630,2.890145,0.17816444,1.510283e-36,,2.3991246,3.079675,,143.40643
-499.77786,0.03,35.868748,0.03,625,0.2,499.77786,-200.80525,-0.1,68427.81,1.4609945e-10,1153,,11,3361.7253222465515,63.08326105810928,165410.02,-33.80873,1153,180.93645,68461.625,0.032415718,-0.1,-138.46056,0.03,0.03,,72735,2.8890128,0.30727828,1.3049867e-31,,2.398257,2.4108374,,143.46056
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-107.64566,-0.1,68429.08,1.4584635e-10,1154,,11,3366.160418987274,63.04679376083189,165522.66,-35.756187,1154,148.9615,68464.836,0.17376694,0.2,-138.43384,0.03,0.03,,72756,2.888977,0.31728542,4.2158958e-22,,2.3973901,3.5535696,,143.43384
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-123.93005,0.2,68430.38,1.4559391e-10,1155,,11,3370.6620836257935,63.01645021645022,165651.58,-36.77466,1155,123.20509,68467.16,0.39534804,0.1,-138.42128,0.03,0.03,,72784,2.888886,0.30747023,2.9048281e-18,,2.396524,3.480612,,143.42128
-499.77786,0.03,35.868748,0.03,625,,499.77786,-110.56985,-0.2,68431.07,1.4534213e-10,1156,,11,3375.1272189617157,62.976643598615915,165767.16,-38.4247,1156,168.65155,68469.49,-0.22922032,0.1,-138.3972,0.03,0.03,-0.1,72801,2.8886693,0.3657763,,,2.3956585,3.3435242,,143.3972
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-106.53491,,68419.695,1.45091e-10,1157,,11,3379.61288356781,62.940363007778735,165878.69,-52.70752,1157,253.45004,68472.41,0.15712492,0.1,-138.36966,0.03,0.03,0.2,72822,2.8877535,0.4646895,6.376434e-35,,2.3947937,2.4762273,,143.36966
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-109.76401,,68418.05,1.448405e-10,1158,,11,3383.9987099170685,62.9006908462867,165993.47,-56.67222,1158,189.07083,68474.72,0.17915791,-0.1,-138.34497,0.03,0.03,0.2,72839,2.8871517,0.4472698,6.1215985e-18,,2.39393,2.7572293,,143.34497
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-114.48828,-0.1,68415.02,1.4459067e-10,1159,,11,3388.2313899993896,62.87057808455565,166112.95,-62.859962,1159,348.01575,68477.88,0.046760388,,-138.32437,0.03,0.03,0.2,72867,2.8861809,0.5642253,5.8775337e-15,,2.3930666,2.3392868,,143.32437
-499.77786,0.03,35.868748,0.03,625,-0.2,499.77786,-105.68852,0.1,68412.64,1.443415e-10,1160,,11,3392.63995552063,62.828448275862065,166223.64,-67.85276,1160,484.43137,68480.49,-0.104183674,,-138.29625,0.03,0.03,0.1,72881,2.8839617,0.5949267,4.81553e-11,,2.3922043,0.806116,,143.29625
-499.77786,0.03,35.868748,0.03,625,,499.77786,-112.80026,-0.1,68399.75,1.4409295e-10,1161,,11,3397.2687635421753,62.7906976744186,166341.44,-82.76556,1161,457.4768,68482.516,-0.1882441,0.1,-138.27428,0.03,0.03,-0.2,72900,2.883823,0.6063198,7.243092e-32,,2.3913426,3.1999283,,143.27428
-499.77786,0.03,35.868748,0.03,625,,499.77786,-134.269,0.2,68396.266,1.4384505e-10,1162,,11,3401.611008644104,62.77710843373494,166480.7,-89.44306,1162,737.4625,68485.71,0.42665476,0.1,-138.27083,0.03,0.03,0.1,72947,2.8833067,0.76484025,4.6994388e-38,,2.3904817,2.7424731,,143.27083
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-146.74927,,68392.58,1.4359777e-10,1163,,11,3406.1531841754913,62.76784178847807,166632.45,-95.454994,1163,334.55472,68488.03,0.018632725,0.2,-138.27812,0.03,0.03,-0.1,72999,2.8827364,0.71750265,5.214268e-28,,2.3896215,2.5999677,,143.27812
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-132.12051,0.2,68370.87,1.4335115e-10,1164,,11,3410.8452105522156,62.74570446735395,166769.58,-120.03468,1164,672.41626,68490.9,0.16466846,,-138.27283,0.03,0.03,0.1,73036,2.8821154,0.9853025,1.3085732e-20,,2.388762,2.5081146,,143.27283
-499.77786,0.03,35.868748,0.03,625,,499.77786,-130.94266,0.2,68372.9,1.4310515e-10,1165,,11,3415.688385248184,62.72274678111588,166905.53,-120.610916,1165,531.07227,68493.51,0.2749369,-0.1,-138.26656,0.03,0.03,0.1,73072,2.8810766,0.6979225,0.0012155569,,2.3879032,1.8227911,,143.26656
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-122.20781,0.2,68369.19,1.4285981e-10,1166,,11,3420.422951698303,62.691252144082334,167032.72,-126.89874,1166,848.3027,68496.086,0.21347126,0.1,-138.25276,0.03,0.03,,73098,2.8802433,0.82152975,2.50695e-16,,2.3870451,2.2972906,,143.25276
-499.77786,0.03,35.868748,0.03,625,,499.77786,-122.55747,0.2,68368.56,1.4261507e-10,1167,,11,3425.30531167984,62.658954584404455,167160.28,-130.13336,1167,220.00066,68498.695,0.09053902,-0.1,-138.23932,0.03,0.03,-0.1,73123,2.8800476,0.2856086,5.5556226e-09,,2.3861878,3.011849,,143.23932
-499.77786,0.03,35.868748,0.03,625,,499.77786,-499.44757,-0.1,68364.94,1.4237098e-10,1168,,11,3430.9519159793854,63.0333904109589,167664.73,-135.74884,1168,1338.7875,68500.69,0.21766344,0.2,-138.54857,0.03,0.03,0.1,73623,2.8789792,1.2608147,,,2.3853314,2.3624642,,143.54857
-499.77786,0.03,35.868748,0.03,625,,499.77786,-120.297356,0.1,68362.016,1.421275e-10,1169,,11,3436.084217071533,63.00427715996578,167790.03,-141.83565,1169,802.76935,68503.85,0.2811512,-0.1,-138.53296,0.03,0.03,0.2,73652,2.878623,1.1128486,1.7170714e-35,,2.3844755,2.586212,,143.53296
-499.77786,0.03,35.868748,0.03,625,,499.77786,-118.03098,-0.1,68364.22,1.4188464e-10,1170,,11,3440.969662666321,62.96837606837607,167913.06,-141.63217,1170,898.66724,68505.85,-0.15505385,-0.2,-138.51544,0.03,0.03,0.1,73673,2.87849,1.2796478,1.7212468e-15,,2.3836205,2.8115113,,143.51544
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-126.44276,,68363.89,1.4164242e-10,1171,,11,3445.5378262996674,62.94363791631085,168044.5,-145.14627,1171,413.4924,68509.04,0.11848065,0.2,-138.50513,0.03,0.03,-0.1,73707,2.878842,1.1567293,,,2.3827662,3.2369883,,143.50513
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-118.68044,-0.1,68357.29,1.4140082e-10,1172,,11,3450.164777994156,62.91126279863481,168168.19,-153.72325,1172,865.4436,68511.016,0.058127284,0.2,-138.48822,0.03,0.03,,73732,2.878521,1.2748837,5.829385e-10,,2.3819125,2.4617753,,143.48822
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-115.46368,,68347.03,1.4115983e-10,1173,,11,3454.796085834503,62.87382779198636,168288.64,-167.15164,1173,553.7526,68514.18,-0.21601084,-0.1,-138.46858,0.03,0.03,-0.2,73751,2.8786707,0.7954601,,,2.3810596,2.9795241,,143.46858
-499.77786,0.03,35.868748,0.03,625,,499.77786,-152.65262,-0.1,68342.9,1.4091946e-10,1174,,11,3459.419892311096,62.871379897785346,168446.3,-173.83891,1174,1485.8715,68516.734,0.06147539,0.2,-138.48067,0.03,0.03,-0.1,73811,2.8775215,1.3395451,1.0137526e-33,,2.3802075,1.8335034,,143.48067
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-145.67792,-0.1,68339.43,1.4067969e-10,1175,,11,3463.9190752506256,62.863829787234046,168596.97,-179.30756,1175,1160.1255,68518.734,-0.16333118,,-138.48679,0.03,0.03,-0.2,73865,2.877033,1.3948517,1.5264601e-10,,2.3793561,2.4128382,,143.48679
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-131.26103,,68335.16,1.4044053e-10,1176,,11,3468.5599925518036,62.859693877551024,168733.25,-186.4639,1176,830.9237,68521.62,-0.37086633,-0.1,-138.48065,0.03,0.03,-0.2,73923,2.877312,1.0541914,1.5421131e-14,,2.3785055,3.130585,,143.48065
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-445.21976,0.1,68334.43,1.4020202e-10,1177,,11,3473.7687458992004,63.23109600679694,169183.47,-190.02042,1177,972.01587,68524.45,0.36639726,0.2,-138.74127,0.03,0.03,,74423,2.877132,1.609294,,,2.3776555,2.8064485,,143.74127
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-129.17043,,68331.82,1.3996408e-10,1178,,11,3478.4194021224976,63.20458404074703,169317.62,-194.92259,1178,1272.5802,68526.74,-0.041364238,-0.1,-138.73312,0.03,0.03,0.2,74455,2.876631,1.7380762,3.9188368e-38,,2.3768063,1.9814323,,143.73312
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-109.88495,,68331.664,1.3972674e-10,1179,,11,3483.020805120468,63.16369804919423,169432.52,-197.64214,1179,935.09814,68529.305,0.4266484,0.2,-138.70866,0.03,0.03,0.1,74470,2.8759134,1.72032,4.4933798e-38,,2.3759577,1.6787485,,143.70866
-499.77786,0.03,35.868748,0.03,625,,499.77786,-144.7933,0.2,68331.91,1.3949003e-10,1180,,11,3487.8540008068085,63.157627118644065,169582.31,-200.24156,1180,880.7078,68532.15,0.37798324,0.1,-138.71382,0.03,0.03,-0.1,74526,2.8760784,1.6142082,9.612737e-21,,2.37511,2.7101405,,143.71382
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-120.33871,0.2,68293.32,1.3925391e-10,1181,,11,3492.3364584445953,63.123624047417444,169707.64,-241.08755,1181,736.3002,68534.41,0.23472364,,-138.69826,0.03,0.03,-0.1,74549,2.8757482,1.7680317,0.0017487999,,2.3742628,2.2012079,,143.69826
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-130.96143,,68262.1,1.3901838e-10,1182,,11,3496.7953038215637,63.098984771573605,169843.61,-275.1597,1182,920.4116,68537.26,0.019177705,0.1,-138.69171,0.03,0.03,-0.2,74583,2.8756683,1.8793557,2.2371773e-13,,2.3734164,2.294263,,143.69171
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-121.99695,,68263.84,1.3878346e-10,1183,,11,3501.1943526268005,63.06846999154691,169970.6,-275.69012,1183,374.25443,68539.53,-0.3932243,-0.2,-138.6776,0.03,0.03,-0.1,74610,2.8764715,0.94467646,1.7401996e-32,,2.3725708,3.3394806,,143.6776
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-114.580414,0.1,68206.8,1.3854912e-10,1184,,11,3505.6048283576965,63.03800675675676,170090.19,-335.27393,1184,1993.195,68542.07,0.006974444,-0.2,-138.65726,0.03,0.03,,74637,2.875859,1.9212867,2.8550012e-15,,2.3717258,2.2815907,,143.65726
-499.77786,0.03,35.868748,0.03,625,0.2,499.77786,-238.94734,,68191.5,1.3831537e-10,1185,,11,3510.0113973617554,63.10632911392405,170334.12,-353.14023,1185,2530.3862,68544.64,-0.12988439,-0.1,-138.74188,0.03,0.03,-0.1,74781,2.8761454,2.8826525,1.8950809e-07,,2.3708816,2.9947028,,143.74188
-499.77786,0.03,35.868748,0.03,625,0.1,499.77786,-139.30127,0.2,68170.94,1.3808223e-10,1186,,11,3514.5423667430878,63.0893760539629,170478.44,-376.2294,1186,2392.3037,68547.164,0.14846584,-0.1,-138.74236,0.03,0.03,,74824,2.875427,3.0171118,1.21040695e-14,,2.370038,1.2511524,,143.74236
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-153.71976,0.1,68166.84,1.3784966e-10,1187,,11,3519.2586994171143,63.08256107834878,170637.16,-382.85678,1187,2484.0535,68549.7,-0.18539195,,-138.75497,0.03,0.03,-0.2,74879,2.875817,2.2410529,3.0268642e-18,,2.3691952,2.431044,,143.75497
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,-147.21297,,68103.195,1.376177e-10,1188,,11,3524.1386094093323,63.073232323232325,170789.36,-448.77014,1188,3565.7158,68551.97,-0.1808533,-0.2,-138.76208,0.03,0.03,0.1,74931,2.8752842,4.0770936,1.3813758e-34,,2.3683531,1.967944,,143.76208
-499.77786,0.03,35.868748,0.03,625,,499.77786,-109.00445,-0.1,67904.53,1.373863e-10,1189,,11,3528.9546506404877,63.03280067283431,170903.38,-650.257,1189,4688.498,68554.79,-0.36937982,-0.1,-138.73708,0.03,0.03,-0.2,74946,2.8759649,4.204343,2.9871444e-31,,2.3675117,2.4499602,,143.73708
-499.77786,0.03,35.868748,0.03,625,-0.1,499.77786,25.369785,,67905.24,1.371555e-10,1190,,11,3534.198840379715,63.4,170883.0,-652.0921,1190,5723.8677,68557.336,-0.29687688,0.1,-138.59917,0.03,0.03,-0.2,75446,2.8763306,5.1546655,5.4283444e-13,,2.3666708,2.4561083,,143.59917
