ReturnMin,InvPendulum_mu0_higher,Iteration,NumTrajectories,ReturnLastEpisode,InvPendulum_mu3_higher,BoundMISE,ReturnAbsMax,ReturnMean,InvPendulum_std1_higher,DenMISELogLast,InvPendulum_mu2_higher,InvPendulum_std3_higher,TimeElapsed,DenMISEMeanLog,ActionIn1,Bound,InvPendulum_mu1_higher,IWMean,GridSize,AvgEpLen,TimestepsSoFar,BoundBonus,IWFirstEpisode,Regret/t,Regret,InvPendulum_std2_higher,IWLastEpisode,InvPendulum_std0_higher,DenMISELogFirst,NumTrainableParams,IWMax,Delta,IWMin,MinEpLen,ReturnMax
-499.6957,0.2,911,911,-130.21733,0.06666667,-156.39812,499.6957,-133.9473,0.03,3.288077,-0.06666667,0.03,1625.2736225128174,2.9527206,-0.08978015,2692.275,-0.2,1.0295833,256,53.61141602634468,48840,2848.673,,138.9473,126580.984,0.03,6.2152453e-06,0.03,2.5719624,,446.59906,5.7004823e-10,,11,29.170061
-499.6957,-0.2,912,912,-116.79079,0.2,-141.54128,499.6957,-133.92848,0.03,2.5128276,-0.2,0.03,1627.7599108219147,2.952124,-0.16118261,2692.1973,0.06666667,1.1756104,256,53.578947368421055,48864,2833.7385,,138.92848,126702.77,0.03,,0.03,2.5708652,,440.59296,5.6879884e-10,,11,29.170061
-499.6957,-0.06666667,913,913,-113.53772,0.06666667,-160.74178,499.6957,-133.90614,0.03,2.8657355,-0.2,0.03,1630.313439130783,2.952018,-0.108621284,2688.334,0.06666667,1.4616469,256,53.54435925520263,48886,2849.0757,,138.90614,126821.31,0.03,0.0014835886,0.03,2.5697694,,442.17734,5.6755356e-10,,11,29.170061
-499.6957,-0.06666667,914,914,-110.97743,0.06666667,-162.22218,499.6957,-133.88106,0.03,4.405576,0.06666667,0.03,1632.7907133102417,2.9538596,0.038909074,2687.001,0.06666667,1.1782148,256,53.50328227571116,48902,2849.2231,,138.88106,126937.29,0.03,1.9659412e-13,0.03,2.5686746,,410.37906,5.663123e-10,,11,29.170061
-499.6957,-0.06666667,915,915,-114.21224,-0.06666667,-162.54605,499.6957,-133.85956,0.03,1.209989,-0.06666667,0.03,1635.29780626297,2.9519463,-0.4208065,2686.8223,-0.2,1.0173303,256,53.4655737704918,48921,2849.3684,,138.85956,127056.5,0.03,1.1373755e-22,0.03,2.5675812,,450.89337,5.6507515e-10,,11,29.170061
-499.6957,-0.2,916,916,-132.53418,0.2,-163.29875,499.6957,-133.85811,0.03,3.9333737,-0.06666667,0.03,1637.895327091217,2.9528418,-0.22754559,2686.1067,-0.06666667,1.0286047,256,53.487991266375545,48995,2849.4055,,138.85811,127194.03,0.03,1.1926697e-28,0.03,2.5664887,,438.00677,5.63842e-10,,11,29.170061
-499.6957,-0.2,917,917,-126.40456,-0.06666667,-150.22754,499.6957,-133.84999,0.03,0.97188586,-0.2,0.03,1640.4040019512177,2.9505537,-0.6517791,2684.2388,-0.2,1.2343377,256,53.461286804798256,49024,2834.4663,,138.84999,127325.44,0.03,2.0774478e-15,0.03,2.5653977,,444.20105,5.626129e-10,,11,29.170061
-499.6957,0.2,918,918,-126.449455,-0.06666667,-150.90565,499.6957,-133.84193,0.03,3.962075,-0.2,0.03,1642.973701953888,2.951695,-0.36854768,2683.7053,-0.2,1.3495343,256,53.446623093681914,49064,2834.611,,138.84193,127456.89,0.03,1.0719131e-33,0.03,2.5643077,,434.58325,5.613879e-10,,11,29.170061
-499.6957,-0.06666667,919,919,-106.04151,-0.2,-166.26173,499.6957,-133.81168,0.03,2.1540148,-0.06666667,0.03,1645.6193704605103,2.9509895,-0.41689295,2683.6904,-0.06666667,1.447396,256,53.4069640914037,49081,2849.9521,,138.81168,127567.93,0.03,3.7311548e-25,0.03,2.563219,,441.81906,5.6016675e-10,,11,29.170061
-499.6957,0.2,920,920,-115.68607,-0.06666667,-166.4606,499.6957,-133.79196,0.03,3.91284,0.06666667,0.03,1648.301747560501,2.9522445,0.36355752,2683.637,0.06666667,1.474496,256,53.41847826086956,49145,2850.0977,,138.79196,127688.61,0.03,4.857834e-31,0.03,2.5621314,,453.68323,5.5894966e-10,,11,29.170061
-499.6957,0.2,921,921,-114.687996,0.06666667,-153.29182,499.6957,-133.77122,0.03,2.4333124,-0.2,0.03,1650.9496641159058,2.9519534,0.1406825,2681.754,0.2,1.408921,256,53.384364820846905,49167,2835.0457,,138.77122,127808.305,0.03,9.768159e-32,0.03,2.5610452,,443.84766,5.577365e-10,,11,29.170061
-499.6957,0.06666667,922,922,-124.64178,-0.06666667,-168.60417,499.6957,-133.76132,0.03,1.9815263,0.06666667,0.03,1653.5102987289429,2.9510946,0.20823155,2681.784,0.2,1.4557492,256,53.36767895878525,49205,2850.3882,,138.76132,127937.945,0.03,1.2124242e-25,0.03,2.55996,,458.5087,5.565273e-10,,11,29.170061
-499.6957,0.06666667,923,923,-110.545815,0.06666667,-170.104,499.6957,-133.73618,0.03,3.9458272,0.06666667,0.03,1656.1097588539124,2.952421,0.11045456,2680.43,-0.06666667,1.2402365,256,53.3261105092091,49220,2850.534,,138.73618,128053.484,0.03,3.6082182e-16,0.03,2.558876,,461.0319,5.5532207e-10,,11,29.170061
-499.6957,0.2,924,924,-162.49872,0.06666667,-172.14035,499.6957,-133.7673,0.03,4.1436987,-0.06666667,0.03,1658.7609877586365,2.953765,0.33664048,2678.5376,0.06666667,1.4676273,256,53.34090909090909,49287,2850.678,,138.7673,128220.984,0.03,3.913167e-12,0.03,2.5577931,,460.88812,5.5412075e-10,,11,29.170061
-499.6957,-0.2,925,925,-113.95687,0.06666667,-173.08366,499.6957,-133.7459,0.03,3.1556218,0.2,0.03,1661.3434076309204,2.9542563,0.01133861,2677.6296,-0.06666667,1.3450987,256,53.3027027027027,49305,2850.7134,,138.7459,128339.95,0.03,,0.03,2.5567114,,421.274,5.529233e-10,,11,29.170061
-499.6957,-0.06666667,926,926,-120.48332,-0.06666667,-174.12616,499.6957,-133.73157,0.03,3.9784458,-0.2,0.03,1664.0216143131256,2.955519,0.024464436,2676.7317,0.2,1.6170067,256,53.272138228941685,49330,2850.858,,138.73157,128465.44,0.03,,0.03,2.555631,,458.79324,5.517297e-10,,11,29.170061
-499.6957,0.2,927,927,-119.32024,0.2,-159.90187,499.6957,-133.71602,0.03,1.8886318,-0.2,0.03,1666.6560027599335,2.954748,0.30677885,2676.0073,0.06666667,1.356721,256,53.24487594390507,49358,2835.9092,,138.71602,128589.75,0.03,3.0305659e-30,0.03,2.5545516,,414.54858,5.5054e-10,,11,29.170061
-499.6957,-0.06666667,928,928,-110.5218,-0.06666667,-176.70705,499.6957,-133.69102,0.03,-2.3123295,0.06666667,0.03,1669.225525856018,2.9492595,-0.18433362,2674.5493,-0.06666667,1.1846039,256,53.20474137931034,49374,2851.2563,,138.69102,128705.27,0.03,,0.03,2.5534735,,462.52325,5.4935423e-10,,11,29.170061
-499.6957,0.06666667,929,929,-128.90518,0.06666667,-177.32602,499.6957,-133.68587,0.03,3.2978911,-0.06666667,0.03,1672.5948169231415,2.9496386,-0.10916571,2674.0737,-0.2,1.1240611,256,53.68568353067815,49874,2851.3997,,138.68587,128839.17,0.03,5.4728544e-19,0.03,2.5523965,,438.55933,5.481722e-10,,11,29.170061
-499.6957,-0.06666667,930,930,-197.2914,-0.06666667,-181.60971,499.6957,-133.75427,0.03,4.385188,-0.06666667,0.03,1675.3429384231567,2.951134,-0.19814688,2669.9346,0.06666667,1.5915977,256,53.74731182795699,49985,2851.5442,,138.75427,129041.47,0.03,5.5751684e-23,0.03,2.5513206,,463.12265,5.469939e-10,,11,29.170061
-499.6957,-0.06666667,931,931,-104.993225,0.2,-181.50305,499.6957,-133.72339,0.03,3.8163986,0.06666667,0.03,1677.8407351970673,2.9524112,0.10243949,2670.0752,-0.2,0.8292071,256,53.71643394199785,50010,2851.5781,,138.72339,129151.47,0.03,3.922058e-35,0.03,2.5502458,,428.49164,5.458195e-10,,11,29.170061
-499.6957,-0.2,932,932,-176.39435,-0.06666667,-182.80034,499.6957,-133.76917,0.03,2.744781,-0.2,0.03,1680.549068927765,2.9518938,-0.4444067,2668.9211,0.06666667,1.6877517,256,53.74463519313305,50090,2851.7214,,138.76917,129332.86,0.03,,0.03,2.5491724,,455.74002,5.446488e-10,,11,29.170061
-499.6957,-0.2,933,933,-110.99096,-0.2,-168.9649,499.6957,-133.74475,0.03,3.5976002,0.2,0.03,1683.0452299118042,2.953057,-0.08614893,2667.8025,0.06666667,1.5570017,256,53.70525187566988,50107,2836.7673,,138.74475,129448.85,0.03,,0.03,2.5481,,433.8987,5.434819e-10,,11,29.170061
-499.6957,-0.06666667,934,934,-106.987686,0.2,-169.55621,499.6957,-133.7161,0.03,2.790747,0.2,0.03,1685.4822216033936,2.9532547,0.025590613,2667.3535,-0.2,1.2655326,256,53.67130620985011,50129,2836.9097,,138.7161,129560.836,0.03,,0.03,2.5470288,,412.0701,5.4231875e-10,,11,29.170061
-499.6957,0.06666667,935,935,-133.26817,0.2,-188.90602,499.6957,-133.71562,0.03,2.737243,-0.06666667,0.03,1688.1215007305145,2.9531066,0.4294585,2663.2449,0.2,1.485263,256,53.65133689839572,50164,2852.151,,138.71562,129699.1,0.03,,0.03,2.5459585,,457.42426,5.4115934e-10,,11,29.170061
-499.6957,0.2,936,936,-108.12907,0.2,-175.44852,499.6957,-133.68828,0.03,2.596847,-0.06666667,0.03,1690.6138064861298,2.9530134,0.042185098,2661.7458,-0.2,1.2258924,256,53.61004273504273,50179,2837.1943,,138.68828,129812.234,0.03,1.3567234e-38,0.03,2.5448897,,446.40488,5.4000365e-10,,11,29.170061
-499.6957,0.2,937,937,-150.7448,-0.2,-175.68367,499.6957,-133.7065,0.03,3.2491918,0.06666667,0.03,1693.2889308929443,2.9533787,-0.12579991,2661.6526,-0.2,1.4656899,256,53.60832443970117,50231,2837.3362,,138.7065,129967.984,0.03,,0.03,2.5438218,,457.5582,5.3885163e-10,,11,29.170061
-499.6957,0.2,938,938,-87.37685,-0.06666667,-195.20526,499.6957,-133.6571,0.03,4.098821,0.06666667,0.03,1695.85373544693,2.9548578,-0.051232643,2657.3738,-0.2,1.2784994,256,53.62046908315565,50296,2852.579,,138.6571,130060.36,0.03,0.016631424,0.03,2.5427551,,409.5746,5.3770327e-10,,11,29.170061
-499.6957,-0.06666667,939,939,-162.35977,-0.2,-195.6896,499.6957,-133.68767,0.03,2.837876,-0.06666667,0.03,1698.3248479366302,2.9548254,-0.26224664,2657.141,0.06666667,1.7627926,256,53.65601703940362,50383,2852.8308,,138.68767,130227.72,0.03,,0.03,2.5416896,,442.63934,5.3655863e-10,,11,29.170061
-499.6957,0.06666667,940,940,-107.274185,0.2,-195.78386,499.6957,-133.65956,0.03,2.5695605,-0.06666667,0.03,1700.7548196315765,2.954913,0.23964603,2657.1895,0.06666667,1.5997411,256,53.62127659574468,50404,2852.9734,,138.65956,130339.984,0.03,3.349555e-31,0.03,2.5406253,,444.32178,5.354176e-10,,11,29.170061
-499.6957,-0.2,941,941,-113.54017,-0.06666667,-199.82047,499.6957,-133.63818,0.03,3.8625476,-0.06666667,0.03,1703.2925863265991,2.956286,-0.18140396,2653.1855,0.2,1.5120503,256,53.5855472901169,50424,2853.006,,138.63818,130458.53,0.03,,0.03,2.539562,,462.8595,5.3428023e-10,,11,29.170061
-499.6957,-0.06666667,942,942,-113.704216,0.2,-189.24556,499.6957,-133.61702,0.03,3.5546,-0.2,0.03,1705.833411693573,2.9572165,0.19210678,2648.7979,0.2,1.5964451,256,53.560509554140125,50454,2838.0435,,138.61702,130577.234,0.03,1.1102432e-24,0.03,2.5384998,,455.45694,5.3314647e-10,,11,29.170061
-499.6957,-0.2,943,943,-106.33489,0.2,-189.3923,499.6957,-133.58809,0.03,4.528404,0.06666667,0.03,1708.3258213996887,2.9592438,0.31120336,2648.7922,0.2,1.4261954,256,53.51643690349947,50466,2838.1846,,138.58809,130688.56,0.03,4.979779e-21,0.03,2.5374389,,396.28754,5.320164e-10,,11,29.170061
-499.6957,0.06666667,944,944,-125.00536,0.2,-211.43367,499.6957,-133.579,0.03,3.4279554,-0.06666667,0.03,1710.9185519218445,2.9599795,0.06317604,2642.1067,-0.06666667,1.0897156,256,53.49046610169491,50495,2853.5403,,138.579,130818.58,0.03,,0.03,2.536379,,470.3395,5.3088983e-10,,11,29.170061
-499.6957,-0.06666667,945,945,-130.77422,0.06666667,-215.16788,499.6957,-133.57602,0.03,3.1993906,-0.06666667,0.03,1713.317225933075,2.9601276,-0.3916154,2638.5142,-0.2,0.77785486,256,53.46878306878307,50528,2853.6821,,138.57602,130954.34,0.03,4.7042033e-07,0.03,2.5353203,,462.04004,5.297668e-10,,11,29.170061
-499.6957,-0.2,946,946,-456.94135,0.06666667,-201.77464,499.6957,-133.91785,0.03,1.4182112,-0.2,0.03,1716.394436120987,2.9581554,-0.55220544,2636.832,-0.2,1.0736942,256,53.940803382663844,51028,2838.6067,,138.91785,131416.28,0.03,3.9212932e-06,0.03,2.5342627,,463.2894,5.2864735e-10,,11,29.170061
-499.6957,0.2,947,947,-122.22906,0.06666667,-223.38864,499.6957,-133.9055,0.03,1.9777523,-0.06666667,0.03,1718.8938295841217,2.9570327,0.17122719,2630.5757,-0.06666667,1.6773168,256,53.91235480464625,51055,2853.9644,,138.9055,131543.52,0.03,,0.03,2.533206,,463.65405,5.2753146e-10,,11,29.170061
-499.6957,-0.2,948,948,-128.22803,0.2,-235.03827,499.6957,-133.89952,0.03,2.0505416,0.06666667,0.03,1721.5028102397919,2.956497,0.2216061,2618.9578,0.06666667,1.5082687,256,53.88818565400844,51086,2853.996,,138.89952,131676.75,0.03,,0.03,2.5321507,,467.83185,5.2641913e-10,,11,29.170061
-499.6957,-0.2,949,949,-141.55977,0.06666667,-242.95132,499.6957,-133.9076,0.03,2.3581939,-0.06666667,0.03,1724.2192831039429,2.9561489,-0.13691124,2611.2947,0.06666667,1.3481292,256,53.87671232876713,51129,2854.246,,138.9076,131823.31,0.03,8.7553303e-07,0.03,2.5310965,,464.68237,5.253103e-10,,11,29.170061
-499.6957,-0.2,950,950,-120.93559,-0.06666667,-227.83589,499.6957,-133.89395,0.03,3.3733177,0.2,0.03,1727.050210237503,2.9567232,-0.110697374,2611.3315,-0.2,1.8041916,256,53.84736842105263,51155,2839.1675,,138.89395,131949.25,0.03,,0.03,2.5300431,,465.07095,5.2420496e-10,,11,29.170061
-499.6957,-0.2,951,951,-119.6541,0.06666667,-263.49112,499.6957,-133.87895,0.03,1.4813929,0.06666667,0.03,1729.7192821502686,2.955741,0.014087185,2591.0364,0.06666667,1.0131086,256,53.818086225026285,51181,2854.5276,,138.87895,132073.89,0.03,6.9224285e-19,0.03,2.528991,,473.5427,5.231031e-10,,11,29.170061
-499.6957,-0.06666667,952,952,-127.14505,0.2,-313.2116,499.6957,-133.87189,0.03,0.034098133,-0.06666667,0.03,1731.9242341518402,2.9525516,-0.11644137,2541.347,-0.2,1.2528293,256,53.794117647058826,51212,2854.5586,,138.87189,132206.03,0.03,2.277364e-27,0.03,2.52794,,456.39154,5.220047e-10,,11,29.170061
-499.6957,-0.2,953,953,-498.81714,-0.06666667,-330.29144,499.6957,-134.25484,0.03,3.5817072,0.06666667,0.03,1735.2054181098938,2.9532602,-0.4804905,2524.4075,-0.2,1.1393207,256,54.26232948583421,51712,2854.699,,139.25484,132709.86,0.03,1.03948005e-27,0.03,2.5268903,,452.6445,5.209098e-10,,11,29.170061
-499.6957,-0.06666667,954,954,-108.52507,0.2,-347.16266,499.6957,-134.22786,0.03,0.91932833,0.06666667,0.03,1738.2284042835236,2.9511049,0.10743615,2507.7854,-0.06666667,1.2211338,256,54.509433962264154,52002,2854.948,,139.22786,132823.38,0.03,1.3011479e-33,0.03,2.5258415,,471.7424,5.198183e-10,,11,29.170061
-499.6957,-0.06666667,955,955,-497.32016,0.06666667,-357.54532,499.6957,-134.60806,0.03,2.6512187,0.06666667,0.03,1741.604365348816,2.9508135,0.02918788,2497.5435,-0.06666667,1.2372334,256,54.975916230366494,52502,2855.0889,,139.60806,133325.7,0.03,4.002249e-05,0.03,2.5247939,,458.7112,5.1873034e-10,,11,29.170061
-499.6957,-0.2,956,956,-127.21484,0.2,-360.0704,499.6957,-134.60034,0.03,3.7733142,0.06666667,0.03,1744.381147146225,2.9517128,0.028087258,2495.0483,-0.06666667,1.0992153,256,54.94979079497908,52532,2855.1187,,139.60034,133457.92,0.03,5.471839e-09,0.03,2.5237472,,475.76233,5.176457e-10,,11,29.170061
-499.6957,-0.06666667,957,957,-251.90172,-0.06666667,-370.93692,499.6957,-134.7229,0.03,3.903678,0.06666667,0.03,1747.2580287456512,2.9526162,-0.33138275,2484.4304,-0.2,1.043546,256,55.05747126436781,52690,2855.3674,,139.7229,133714.81,0.03,5.973922e-29,0.03,2.5227017,,469.16107,5.1656446e-10,,11,29.170061
-499.6957,-0.2,958,958,-221.20947,0.06666667,-434.35315,499.6957,-134.81319,0.03,3.3337293,0.06666667,0.03,1750.7962138652802,2.9528692,-0.04369262,2421.1538,-0.06666667,0.88447785,256,55.521920668058456,53190,2855.507,,139.81319,133941.03,0.03,1.959164e-11,0.03,2.5216575,,429.60788,5.1548654e-10,,11,29.170061
-499.6957,-0.2,959,959,-498.50095,0.06666667,-462.751,499.6957,-135.19241,0.03,2.957891,0.06666667,0.03,1754.3462870121002,2.952608,-0.16321486,2392.786,-0.2,0.93290025,256,55.98540145985402,53690,2855.5369,,140.19241,134444.53,0.03,0.00014072326,0.03,2.5206141,,476.87183,5.1441207e-10,,11,29.170061
-499.6957,-0.2,960,960,-497.87808,0.06666667,-479.40265,499.6957,-135.57022,0.03,2.5536852,-0.06666667,0.03,1757.811089515686,2.9519556,-0.22423102,2376.3828,-0.06666667,0.98664755,256,56.447916666666664,54190,2855.7854,,140.57022,134947.4,0.03,0.0007882655,0.03,2.5195718,,477.67178,5.13341e-10,,11,29.170061
-499.6957,-0.2,961,961,-479.67316,0.2,-534.8941,499.6957,-135.92828,0.03,3.75505,-0.06666667,0.03,1761.1917099952698,2.9525964,-0.37666094,2305.8027,-0.2,1.074596,256,56.909469302809576,54690,2840.6968,,140.92828,135432.1,0.03,1.213827e-13,0.03,2.5185308,,413.82733,5.1227317e-10,,11,29.170061
-499.6957,-0.2,962,962,-499.35986,0.2,-534.7243,499.6957,-136.30606,0.03,2.2516007,0.06666667,0.03,1764.5702817440033,2.9517922,-0.1455278,2306.11,-0.2,1.0834821,256,57.37006237006237,55190,2840.8345,,141.30606,135936.44,0.03,0.012535843,0.03,2.5174906,,444.44,5.112087e-10,,11,29.170061
-499.6957,0.06666667,963,963,-499.14926,-0.06666667,-46.37947,499.6957,-136.68286,0.03,4.323536,-0.2,0.03,1767.9346532821655,2.9531312,-0.20581746,2285.6997,0.06666667,0.40957108,256,57.82969885773624,55690,2332.079,,141.68286,136440.6,0.03,,0.03,2.5164518,,199.7164,5.101476e-10,,11,29.170061
-499.6957,0.2,964,964,-106.3711,-0.06666667,-51.67248,499.6957,-136.6514,0.03,3.510496,-0.06666667,0.03,1770.6450190544128,2.9530697,0.0013433844,2280.52,0.06666667,0.42148694,256,57.78941908713693,55709,2332.1924,,141.6514,136551.95,0.03,2.726484e-09,0.03,2.5154138,,305.10687,5.090897e-10,,11,29.170061
-499.6957,-0.06666667,965,965,-102.88739,-0.06666667,-55.665436,499.6957,-136.61642,0.03,0.9382547,-0.2,0.03,1773.313557624817,2.9503386,-0.37163988,2276.64,0.06666667,0.5055933,256,57.740932642487046,55720,2332.3054,,141.61642,136659.84,0.03,9.0034605e-15,0.03,2.514377,,319.13602,5.080351e-10,,11,29.170061
-499.6957,0.2,966,966,-116.349976,-0.2,-51.87619,499.6957,-136.59544,0.03,3.0463886,-0.06666667,0.03,1775.8921256065369,2.9498744,-0.13926713,2272.2288,-0.2,0.4750945,256,57.701863354037265,55740,2324.105,,141.59544,136781.2,0.03,,0.03,2.5133414,,294.0445,5.0698384e-10,,11,29.170061
-499.6957,0.06666667,967,967,-120.094894,-0.06666667,-60.479088,499.6957,-136.57838,0.03,1.8473492,0.06666667,0.03,1778.4892311096191,2.9481442,0.21004324,2272.0525,0.06666667,0.54523814,256,57.682523267838675,55779,2332.5315,,141.57838,136906.3,0.03,4.202587e-21,0.03,2.5123067,,305.46353,5.059358e-10,,11,29.170061
-499.6957,0.2,968,968,-117.64392,0.06666667,-65.83454,499.6957,-136.55882,0.03,3.0685377,-0.2,0.03,1780.982424736023,2.9477484,0.11809086,2266.7495,0.06666667,0.5847955,256,57.65805785123967,55813,2332.584,,141.55882,137028.94,0.03,1.5224883e-36,0.03,2.5112731,,318.7912,5.04891e-10,,11,29.170061
-499.6957,0.06666667,969,969,-105.07934,0.06666667,-69.51173,499.6957,-136.52635,0.03,3.9078834,-0.2,0.03,1783.472347021103,2.9482546,-0.25944477,2263.1848,-0.2,0.58118814,256,57.6109391124871,55825,2332.6965,,141.52635,137139.03,0.03,1.3362489e-17,0.03,2.5102406,,320.84113,5.0384946e-10,,11,29.170061
-499.6957,-0.06666667,970,970,-108.98229,-0.06666667,-72.7753,499.6957,-136.49794,0.03,3.8595412,-0.06666667,0.03,1785.9287207126617,2.9487104,-0.19709796,2260.0935,-0.06666667,0.94922584,256,57.56701030927835,55840,2332.869,,141.49794,137253.0,0.03,2.256129e-18,0.03,2.5092092,,306.0467,5.028111e-10,,11,29.170061
-499.6957,0.06666667,971,971,-162.69101,-0.2,-73.48113,499.6957,-136.52493,0.03,3.2755704,-0.2,0.03,1788.4376428127289,2.9488792,-0.504725,2259.44,-0.06666667,0.6712206,256,57.61071060762101,55940,2332.9211,,141.52493,137420.7,0.03,2.956106e-13,0.03,2.5081787,,285.35452,5.0177607e-10,,11,29.170061
-499.6957,0.06666667,972,972,-111.21039,0.2,-66.0293,499.6957,-136.49887,0.03,2.2473083,-0.2,0.03,1790.8932752609253,2.9477637,0.25224975,2258.7483,0.2,0.546765,256,57.57304526748971,55961,2324.7776,,141.49887,137536.9,0.03,,0.03,2.5071495,,287.27487,5.007441e-10,,11,29.170061
-499.6957,-0.2,973,973,-112.49996,-0.2,-76.04463,499.6957,-136.47421,0.03,2.8772886,-0.06666667,0.03,1793.2819464206696,2.9471743,-0.49103343,2257.1008,0.06666667,0.7008399,256,57.531346351490235,55978,2333.1455,,141.47421,137654.4,0.03,,0.03,2.5061212,,323.1158,4.997154e-10,,11,29.170061
-499.6957,-0.06666667,974,974,-114.371735,-0.06666667,-79.15251,499.6957,-136.45152,0.03,3.2227802,0.2,0.03,1795.6754047870636,2.947058,0.26230913,2254.1047,0.2,0.70435846,256,57.496919917864474,56002,2333.2573,,141.45152,137773.78,0.03,2.396602e-34,0.03,2.5050938,,309.7101,4.9868976e-10,,11,29.170061
-499.6957,0.2,975,975,-107.57849,0.2,-71.289665,499.6957,-136.4219,0.03,3.5646603,-0.06666667,0.03,1797.7656643390656,2.947305,0.5530133,2253.8225,0.2,0.62477577,256,57.45230769230769,56016,2325.112,,141.4219,137886.36,0.03,,0.03,2.5040677,,245.25919,4.976673e-10,,11,29.170061
-499.6957,0.06666667,976,976,-136.58083,-0.06666667,-80.05231,499.6957,-136.42207,0.03,4.750463,0.2,0.03,1800.1382863521576,2.948716,0.025923956,2253.4285,-0.2,0.6573984,256,57.43340163934426,56055,2333.4807,,141.42207,138027.94,0.03,,0.03,2.5030425,,322.72964,4.9664806e-10,,11,29.170061
-499.6957,-0.06666667,977,977,-125.238464,0.06666667,-80.24883,499.6957,-136.41061,0.03,4.2941823,-0.2,0.03,1802.5751852989197,2.949664,0.041038506,2253.3435,0.2,0.71501213,256,57.4042988741044,56084,2333.5923,,141.41061,138158.17,0.03,,0.03,2.5020185,,323.74954,4.9563187e-10,,11,29.170061
-499.6957,0.06666667,978,978,-109.55131,0.06666667,-80.48643,499.6957,-136.38315,0.03,2.547715,-0.2,0.03,1805.1264674663544,2.9488726,0.16813031,2253.2173,0.2,0.75686836,256,57.37014314928425,56108,2333.7036,,141.38315,138272.72,0.03,0.00012513918,0.03,2.5009954,,323.378,4.9461885e-10,,11,29.170061
-499.6957,-0.06666667,979,979,-107.0313,-0.2,-81.29148,499.6957,-136.35316,0.03,3.6514134,-0.2,0.03,1807.6470856666565,2.9492495,-0.32647648,2252.5234,0.06666667,0.7258326,256,57.32890704800817,56125,2333.815,,141.35316,138384.75,0.03,1.5494784e-25,0.03,2.4999735,,324.45148,4.936089e-10,,11,29.170061
-499.6957,0.06666667,980,980,-109.63429,-0.2,-73.463455,499.6957,-136.32591,0.03,2.244925,0.2,0.03,1810.2134847640991,2.9481778,-0.1719802,2252.2039,-0.2,0.6238516,256,57.285714285714285,56140,2325.6672,,141.32591,138499.39,0.03,,0.03,2.4989526,,302.82117,4.9260207e-10,,11,29.170061
-499.6957,0.06666667,981,981,-121.923515,-0.2,-81.09995,499.6957,-136.31122,0.03,4.146632,0.2,0.03,1812.7947959899902,2.948963,0.046659052,2252.9375,-0.06666667,0.7124231,256,57.2579001019368,56170,2334.0374,,141.31122,138626.31,0.03,0.0027128055,0.03,2.4979327,,288.8636,4.915982e-10,,11,29.170061
-499.6957,0.2,982,982,-110.08974,-0.06666667,-82.09189,499.6957,-136.28453,0.03,1.4748555,0.06666667,0.03,1815.5536921024323,2.9470987,0.42900437,2252.0564,0.2,0.73006934,256,57.216904276985744,56187,2334.1482,,141.28453,138741.4,0.03,3.250172e-36,0.03,2.496914,,293.92715,4.905975e-10,,11,29.170061
-499.6957,-0.06666667,983,983,-113.38495,-0.2,-82.138306,499.6957,-136.26122,0.03,4.1598964,-0.06666667,0.03,1818.1922492980957,2.9479878,-0.13268597,2252.121,0.2,0.7378671,256,57.17700915564598,56205,2334.2593,,141.26122,138859.78,0.03,2.0694575e-24,0.03,2.495896,,325.80054,4.8959997e-10,,11,29.170061
-499.6957,-0.06666667,984,984,-110.5722,-0.2,-83.41806,499.6957,-136.23512,0.03,2.323314,0.06666667,0.03,1820.802213191986,2.9469955,-0.32223403,2251.0112,-0.06666667,0.8906184,256,57.135162601626014,56221,2334.4292,,141.23512,138975.36,0.03,3.278376e-21,0.03,2.4948792,,325.87048,4.886053e-10,,11,29.170061
-499.6957,0.2,985,985,-117.87364,0.06666667,-83.70412,499.6957,-136.21648,0.03,3.3799036,0.2,0.03,1823.395606994629,2.9472346,0.5221525,2250.7764,0.06666667,0.7516788,256,57.1238578680203,56267,2334.4805,,141.21648,139098.23,0.03,,0.03,2.4938636,,321.8624,4.876137e-10,,11,29.170061
-499.6957,0.2,986,986,-110.68391,-0.2,-75.82744,499.6957,-136.19057,0.03,4.6422763,0.2,0.03,1826.0059995651245,2.9486175,0.03952582,2250.5022,-0.06666667,0.6991022,256,57.08620689655172,56287,2326.3296,,141.19057,139213.9,0.03,3.984551e-20,0.03,2.4928489,,322.90295,4.866252e-10,,11,29.170061
-499.6957,0.2,987,987,-117.36959,0.06666667,-84.83353,499.6957,-136.17151,0.03,2.4392524,-0.06666667,0.03,1828.6057345867157,2.9477222,0.43965304,2249.868,0.2,0.80642664,256,57.059777102330294,56318,2334.7014,,141.17151,139336.28,0.03,,0.03,2.491835,,323.93945,4.856396e-10,,11,29.170061
-499.6957,0.06666667,988,988,-125.89903,0.2,-84.953606,499.6957,-136.16112,0.03,2.9504797,0.2,0.03,1831.2820808887482,2.9474316,0.5720382,2249.8577,0.06666667,0.7216675,256,57.030364372469634,56346,2334.8113,,141.16112,139467.19,0.03,1.631174e-22,0.03,2.4908226,,324.03665,4.8465704e-10,,11,29.170061
