BoundBonus,Bound,InvPendulum_mu3_higher,Regret/t,InvPendulum_std3_higher,AvgEpLen,InvPendulum_std0_higher,MinEpLen,ReturnLastEpisode,TimeElapsed,TimestepsSoFar,InvPendulum_mu1_higher,InvPendulum_std2_higher,IWMean,InvPendulum_std1_higher,DenMISEMeanLog,ReturnMean,GridSize,ReturnMax,InvPendulum_mu0_higher,Iteration,NumTrainableParams,IWFirstEpisode,InvPendulum_mu2_higher,Regret,ActionIn1,BoundMISE,DenMISELogLast,IWMin,IWMax,ReturnMin,Delta,IWLastEpisode,ReturnAbsMax,DenMISELogFirst,NumTrajectories
4.717479e+17,4.717479e+17,-0.1,144.25185,0.01,63.60909090909091,0.01,11,-103.96219,3784.1501326560974,76967,,0.01,2.6909464e-12,0.01,6.5687695,-139.25185,625,39.451843,-0.1,1210,,,-0.2,174544.73,-0.35853344,-2.840501e-10,6.8066897,,2.7508467e-09,-499.94266,1.3265891e-10,,499.94266,7.043057,1210
4.7176512e+17,4.7176512e+17,0.1,144.22458,0.01,63.56895127993394,0.01,11,-106.23099,3789.727199077606,76982,,0.01,7.090031e-13,0.01,6.5665894,-139.22458,625,39.451843,-0.1,1211,,,-0.2,174655.97,-0.20969397,-7.7864465e-11,4.927938,,8.079973e-10,-499.94266,1.3243992e-10,,499.94266,7.042231,1211
4.717822e+17,4.717822e+17,-0.1,144.19572,0.01,63.525577557755774,0.01,11,-104.236755,3795.623490333557,76993,,0.01,4.1191625e-12,0.01,6.5657473,-139.19572,625,39.451843,-0.1,1212,,,0.2,174765.22,-0.031450942,-4.5826104e-10,6.5449505,,4.012257e-09,-499.94266,1.3222146e-10,,499.94266,7.0414057,1212
4.7179934e+17,4.7179934e+17,0.1,144.16945,0.01,63.486397361912616,0.01,11,-107.33582,3801.608146905899,77009,,0.01,2.2017777e-07,0.01,6.564292,-139.16945,625,39.451843,-0.1,1213,,,0.2,174877.55,0.20120075,-2.5177605e-05,5.801408,,0.0002668419,-499.94266,1.3200355e-10,,499.94266,7.0405807,1213
4.7181635e+17,4.7181635e+17,-0.1,144.15529,0.01,63.46128500823723,0.01,11,-121.96707,3807.5761885643005,77042,0.1,0.01,6.9775835e-10,0.01,6.563629,-139.15529,625,39.451843,,1214,,,-0.2,175004.52,-0.1639823,-8.039315e-08,6.7583666,,8.2296424e-07,-499.94266,1.3178615e-10,,499.94266,7.039757,1214
4.718335e+17,4.718335e+17,0.1,144.13425,0.01,63.4238683127572,0.01,11,-113.59841,3813.5834436416626,77060,0.1,0.01,7.614837e-05,0.01,6.5603642,-139.13425,625,39.451843,,1215,,,-0.2,175123.11,-0.022184901,-0.008111084,3.5968356,,0.092469886,-499.94266,1.3156932e-10,,499.94266,7.0389333,1215
4.7185054e+17,4.7185054e+17,-0.2,144.10837,0.01,63.38322368421053,0.01,11,-107.67552,3819.2862718105316,77074,0.1,0.01,8.8876706e-10,0.01,6.556635,-139.10837,625,39.451843,,1216,,,-0.1,175235.78,-0.20929582,-1.04078694e-07,3.024253,,8.8415544e-07,-499.94266,1.3135301e-10,,499.94266,7.0381107,1216
4.7186754e+17,4.7186754e+17,-0.1,144.08311,0.01,63.343467543138864,0.01,11,-108.36437,3825.42067861557,77089,0.1,0.01,4.161512e-14,0.01,6.55542,-139.08311,625,39.451843,,1217,,,0.2,175349.16,0.22062108,-4.4150243e-12,6.077715,,4.371313e-11,-499.94266,1.3113723e-10,,499.94266,7.0372887,1217
4.7188462e+17,4.7188462e+17,0.1,144.0546,0.01,63.307060755336614,0.01,11,-104.36018,3831.1424119472504,77108,0.1,0.01,3.3697897e-12,0.01,6.553901,-139.0546,625,39.451843,,1218,,,0.2,175458.5,0.4126308,-4.012946e-10,5.7059207,,2.813343e-09,-499.94266,1.3092198e-10,,499.94266,7.0364676,1218
4.719016e+17,4.719016e+17,-0.2,144.03952,0.01,63.28137817883511,0.01,11,-120.66387,3836.7375276088715,77140,0.1,0.01,7.863782e-12,0.01,6.553278,-139.03952,625,39.451843,0.1,1219,,,,175584.17,0.024916902,-8.2441454e-10,6.7934656,,8.275502e-09,-499.94266,1.3070728e-10,,499.94266,7.0356464,1219
4.7191864e+17,4.7191864e+17,-0.1,144.01128,0.01,63.24180327868852,0.01,11,-104.5912,3842.067469596863,77155,0.2,0.01,3.5092707e-11,0.01,6.551484,-139.01128,625,39.451843,-0.1,1220,,,,175693.77,-0.016504273,-3.8525343e-09,5.3635936,,4.0232557e-08,-499.94266,1.3049309e-10,,499.94266,7.0348268,1220
4.719356e+17,4.719356e+17,,143.98416,0.01,63.203112203112205,0.01,11,-105.885994,3847.0887610912323,77171,0.2,0.01,2.2455387e-14,0.01,6.550805,-138.98416,625,39.451843,-0.1,1221,,,0.1,175804.66,0.1979835,-2.4437188e-12,6.7230453,,1.4569717e-11,-499.94266,1.3027943e-10,,499.94266,7.034007,1221
4.7195262e+17,4.7195262e+17,-0.1,143.97249,0.01,63.1759410801964,0.01,11,-124.71217,3852.1112797260284,77201,0.2,0.01,5.475701e-10,0.01,6.5503383,-138.97249,625,39.451843,,1222,,,0.1,175934.38,0.17648691,-5.887638e-08,6.979227,,6.670672e-07,-499.94266,1.3006629e-10,,499.94266,7.033189,1222
4.4148708e+17,4.4148708e+17,-0.1,143.94838,0.01,63.145543744889615,0.01,11,-109.51034,3857.0947771072388,77227,-0.1,0.01,3.77179e-09,0.01,6.548935,-138.94838,625,39.451843,-0.2,1223,,,,176048.88,-0.41030955,-1.1970313e-06,5.833399,,4.427123e-06,-499.94266,1.2985367e-10,,499.94266,7.0323706,1223
4.41503e+17,4.41503e+17,-0.2,143.87782,0.01,63.27777777777778,0.01,11,-52.581257,3862.636962890625,77452,-0.1,0.01,9.256668e-09,0.01,6.5465198,-138.87782,625,39.451843,-0.1,1224,,,,176106.45,-0.40622148,-9.726247e-07,4.5932994,,1.1271531e-05,-499.94266,1.2964158e-10,,499.94266,7.0315533,1224
4.415188e+17,4.415188e+17,-0.2,143.85551,0.01,63.31918367346939,0.01,11,-111.54535,3868.049640893936,77566,-0.1,0.01,2.062347e-12,0.01,6.545437,-138.85551,625,39.451843,,1225,,,0.1,176223.0,-0.19340262,-2.1663936e-10,6.218825,,2.503719e-09,-499.94266,1.2943001e-10,,499.94266,7.0307364,1225
4.4153463e+17,4.4153463e+17,-0.2,143.83908,0.01,63.31076672104405,0.01,11,-118.73166,3873.7965412139893,77619,,0.01,5.006871e-12,0.01,6.544805,-138.83908,625,39.451843,-0.1,1226,,,-0.1,176346.72,-0.374802,-5.7899213e-10,6.771122,,6.1084235e-09,-499.94266,1.2921895e-10,,499.94266,7.0299206,1226
4.4155044e+17,4.4155044e+17,-0.2,143.82407,0.01,63.292583537082315,0.01,11,-120.402405,3879.391816854477,77660,,0.01,6.8076084e-10,0.01,6.543228,-138.82407,625,39.451843,-0.1,1227,,,0.1,176472.12,-0.17069158,-7.622643e-08,5.6093435,,8.345365e-07,-499.94266,1.290084e-10,,499.94266,7.029105,1227
4.415662e+17,4.415662e+17,-0.2,143.80197,0.01,63.26954397394137,0.01,11,-111.68335,3885.1349749565125,77695,,0.01,3.7339823e-10,0.01,6.5420637,-138.80197,625,39.451843,0.1,1228,,,0.1,176588.81,0.026513338,-3.9355253e-08,6.1122284,,4.580333e-07,-499.94266,1.2879839e-10,,499.94266,7.0282907,1228
4.4158198e+17,4.4158198e+17,,143.77415,0.01,63.231895850284786,0.01,11,-104.60404,3890.5931527614594,77712,0.1,0.01,1.8863425e-10,0.01,6.5411334,-138.77415,625,39.451843,-0.1,1229,,,-0.2,176698.44,-0.2092501,-1.9971601e-08,6.3985047,,2.0215785e-07,-499.94266,1.2858886e-10,,499.94266,7.027477,1229
4.4159775e+17,4.4159775e+17,-0.2,143.74846,0.01,63.19268292682927,0.01,11,-107.17629,3896.1015560626984,77727,0.1,0.01,9.3080585e-11,0.01,6.540478,-138.74846,625,39.451843,-0.1,1230,,,,176810.61,-0.22999428,-1.0925173e-08,6.734937,,7.8288174e-08,-499.94266,1.2837986e-10,,499.94266,7.0266633,1230
4.4161352e+17,4.4161352e+17,,143.72171,0.01,63.15922014622258,0.01,11,-105.81264,3901.0299849510193,77749,0.1,0.01,9.059522e-09,0.01,6.5385303,-138.72171,625,39.451843,-0.1,1231,,,0.2,176921.42,0.18377933,-1.015112e-06,5.142383,,1.1006437e-05,-499.94266,1.2817136e-10,,499.94266,7.025851,1231
4.416293e+17,4.416293e+17,-0.2,143.69823,0.01,63.12012987012987,0.01,11,-109.803604,3906.2157142162323,77764,0.1,0.01,3.2187987e-13,0.01,6.5359387,-138.69823,625,39.451843,,1232,,,0.1,177036.22,-0.04665865,-3.494358e-11,4.345089,,3.9478665e-10,-499.94266,1.279634e-10,,499.94266,7.0250387,1232
1971494700000000.0,1971494700000000.0,,143.67212,0.01,63.08110300081103,0.01,11,-106.50115,3911.3009629249573,77779,-0.2,0.01,7.309493e-08,0.01,6.532796,-138.67212,625,39.451843,-0.2,1233,,,-0.1,177147.72,-0.48315483,-3.6019614e-05,3.6606464,,8.920006e-05,-499.94266,1.2775592e-10,,499.94266,7.024227,1233
1971564900000000.0,1971564900000000.0,-0.1,143.89188,0.01,63.43517017828201,0.01,11,-409.8654,3917.11181640625,78279,-0.2,0.01,8.3703725e-13,0.01,6.5316324,-138.89188,625,39.451843,-0.2,1234,,,,177562.58,-0.4865976,-1.7618676e-10,6.0967464,,7.404693e-10,-499.94266,1.2754894e-10,,499.94266,7.0234165,1234
1971635100000000.0,1971635100000000.0,0.1,143.82498,0.01,63.788663967611335,0.01,11,-56.27767,3922.9328849315643,78779,-0.2,0.01,1.1890572e-09,0.01,6.5310636,-138.82498,625,39.451843,-0.2,1235,,,,177623.86,-0.28319442,-5.9365357e-07,6.827988,,1.3749238e-06,-499.94266,1.2734247e-10,,499.94266,7.0226064,1235
1971705300000000.0,1971705300000000.0,,144.11423,0.01,64.1415857605178,0.01,11,-496.32846,3928.6749901771545,79279,-0.2,0.01,2.2362265e-08,0.01,6.530722,-139.11423,625,39.451843,-0.2,1236,,,0.1,178125.19,-0.32300174,-1.1092377e-05,7.110037,,2.7069389e-05,-499.94266,1.271365e-10,,499.94266,7.021797,1236
1971775200000000.0,1971775200000000.0,,144.37247,0.01,64.49393694421988,0.01,11,-458.56204,3934.3439366817474,79779,-0.2,0.01,9.525577e-10,0.01,6.5268703,-139.37247,625,39.451843,-0.1,1237,,,-0.2,178588.75,-0.5250745,-1.208725e-07,2.7647781,,1.1014621e-06,-499.94266,1.2693102e-10,,499.94266,7.0209885,1237
1971844900000000.0,1971844900000000.0,0.2,144.36096,0.01,64.46526655896608,0.01,11,-125.11166,3939.3218438625336,79808,-0.2,0.01,1.956142e-10,0.01,6.525196,-139.36096,625,39.451843,-0.1,1238,,,,178718.88,-0.11985372,-9.734169e-08,5.4537168,,1.3141822e-07,-499.94266,1.2672605e-10,,499.94266,7.02018,1238
1971914800000000.0,1971914800000000.0,,144.64972,0.01,64.81678773204197,0.01,11,-497.1419,3944.881814479828,80308,-0.2,0.01,2.2233413e-08,0.01,6.5230455,-139.64972,625,39.451843,-0.1,1239,,,0.2,179221.0,-0.07465512,-2.8350512e-06,4.8600607,,2.7052072e-05,-499.94266,1.2652157e-10,,499.94266,7.019373,1239
1971984600000000.0,1971984600000000.0,-0.1,144.63791,0.01,64.78790322580645,0.01,11,-124.98633,3949.588301181793,80337,-0.2,0.01,4.055732e-13,0.01,6.521945,-139.63791,625,39.451843,,1240,,,-0.2,179351.0,-0.50941986,-4.8796654e-11,6.1585426,,3.999747e-10,-499.94266,1.263176e-10,,499.94266,7.018566,1240
1972054500000000.0,1972054500000000.0,0.1,144.62437,0.01,64.76148267526189,0.01,11,-122.846855,3954.383147716522,80369,-0.2,0.01,2.5370428e-09,0.01,6.520334,-139.62437,625,39.451843,,1241,,,-0.2,179478.84,-0.28783506,-3.1808776e-07,5.522534,,3.108365e-06,-499.94266,1.2611409e-10,,499.94266,7.01776,1241
1972124000000000.0,1972124000000000.0,0.2,144.60144,0.01,64.72222222222223,0.01,11,-111.14276,3959.130429983139,80385,-0.2,0.01,4.3728554e-09,0.01,6.5198584,-139.60144,625,39.451843,,1242,,,-0.1,179594.98,-0.10197419,-7.2107014e-07,6.928976,,3.2707935e-06,-499.94266,1.2591109e-10,1.5542877e-37,499.94266,7.0169544,1242
1972193700000000.0,1972193700000000.0,0.2,144.63382,0.01,64.74416733708769,0.01,11,-179.86346,3964.0943026542664,80477,-0.2,0.01,3.719762e-11,0.01,6.5171947,-139.63382,625,39.451843,,1243,,,0.1,179779.84,0.09414606,-7.0022406e-09,4.208136,,4.3226425e-08,-499.94266,1.2570857e-10,,499.94266,7.0161495,1243
1972263500000000.0,1972263500000000.0,-0.1,144.64525,0.01,64.73633440514469,0.01,11,-153.83917,3968.9864315986633,80532,-0.2,0.01,4.703564e-10,0.01,6.5161996,-139.64525,625,39.451843,,1244,,,0.2,179938.69,-0.11212987,-6.321656e-08,6.2787685,,5.728584e-07,-499.94266,1.2550655e-10,,499.94266,7.0153456,1244
1972332900000000.0,1972332900000000.0,0.1,144.62344,0.01,64.70361445783132,0.01,11,-112.50538,3974.1808893680573,80556,-0.2,0.01,5.434837e-11,0.01,6.514985,-139.62344,625,39.451843,,1245,,,0.2,180056.19,0.13371357,-7.0793096e-09,6.0040774,,6.377677e-08,-499.94266,1.2530502e-10,,499.94266,7.014542,1245
1972402400000000.0,1972402400000000.0,,144.61342,0.01,64.67656500802568,0.01,11,-127.13887,3979.6632828712463,80587,-0.2,0.01,9.6382465e-08,0.01,6.513158,-139.61342,625,39.451843,0.1,1246,,,-0.2,180188.31,-0.32570702,-1.235431e-05,5.2377334,,0.00011981987,-499.94266,1.2510395e-10,,499.94266,7.013739,1246
1972471600000000.0,1972471600000000.0,0.2,144.5946,0.01,64.64073777064957,0.01,11,-116.137924,3985.1821212768555,80607,-0.2,0.01,1.8044795e-10,0.01,6.511914,-139.5946,625,39.451843,0.1,1247,,,,180309.47,0.103386715,-2.4779908e-08,5.9618487,,2.2027078e-07,-499.94266,1.249034e-10,,499.94266,7.012937,1247
1972541200000000.0,1972541200000000.0,,144.58075,0.01,64.61217948717949,0.01,11,-122.31164,3991.3800253868103,80636,-0.2,0.01,1.1468807e-05,0.01,6.5114584,-139.58075,625,39.451843,0.1,1248,,,0.2,180436.78,0.12570867,-0.0014173001,6.9435306,,0.011431968,-499.94266,1.2470332e-10,,499.94266,7.012135,1248
1972610400000000.0,1972610400000000.0,,144.56038,0.01,64.57405924739791,0.01,11,-114.146,3996.0967893600464,80653,-0.2,0.01,4.0593232e-08,0.01,6.509636,-139.56038,625,39.451843,0.2,1249,,,-0.1,180555.92,-0.08739596,-6.4110454e-06,5.2342167,,5.070054e-05,-499.94266,1.245037e-10,,499.94266,7.0113344,1249
1972679400000000.0,1972679400000000.0,-0.1,144.5569,0.01,64.5528,0.01,11,-135.20917,4000.9180948734283,80691,-0.2,0.01,1.128758e-08,0.01,6.508384,-139.5569,625,39.451843,0.2,1250,,,,180696.12,-0.10166086,-1.3464913e-06,5.944073,,1.3167955e-05,-499.94266,1.2430458e-10,,499.94266,7.010534,1250
1972748700000000.0,1972748700000000.0,0.1,144.56647,0.01,64.55235811350919,0.01,11,-151.51326,4005.886654853821,80755,-0.2,0.01,2.8044987e-08,0.01,6.507643,-139.56647,625,39.451843,0.2,1251,,,,180852.66,0.12044041,-3.9648085e-06,6.581377,,3.1715485e-05,-499.94266,1.2410592e-10,,499.94266,7.009734,1251
1972817700000000.0,1972817700000000.0,,144.57648,0.01,64.54392971246007,0.01,11,-152.09007,4012.409065723419,80809,-0.2,0.01,9.423057e-11,0.01,6.5068293,-139.57648,625,39.451843,0.2,1252,,,0.1,181009.75,0.09148019,-1.2181642e-08,6.4875073,,1.08224846e-07,-499.94266,1.2390776e-10,,499.94266,7.0089355,1252
1972886800000000.0,1972886800000000.0,,144.56198,0.01,64.51476456504389,0.01,11,-121.41099,4019.383942127228,80837,-0.1,0.01,4.4255506e-09,0.01,6.506512,-139.56198,625,39.451843,-0.2,1253,,,-0.2,181136.16,-0.505329,-5.045884e-07,7.109606,,5.092157e-06,-499.94266,1.2371006e-10,,499.94266,7.0081367,1253
1972955800000000.0,1972955800000000.0,0.2,144.54419,0.01,64.48245614035088,0.01,11,-117.27347,4024.6217029094696,80861,-0.1,0.01,4.9606506e-08,0.01,6.505954,-139.54419,625,39.451843,-0.2,1254,,,,181258.42,-0.1129754,-2.4684357e-05,6.8054204,,5.9200927e-05,-499.94266,1.2351282e-10,,499.94266,7.007339,1254
1973024800000000.0,1973024800000000.0,,144.83066,0.01,64.82948207171314,0.01,11,-499.06448,4031.1451206207275,81361,-0.1,0.01,9.081656e-10,0.01,6.504041,-139.83066,625,39.451843,-0.2,1255,,,0.2,181762.48,-0.10674995,-1.0781975e-07,5.1064534,,1.0557662e-06,-499.94266,1.2331608e-10,,499.94266,7.0065417,1255
1973093700000000.0,1973093700000000.0,0.2,144.8161,0.01,64.80414012738854,0.01,11,-121.53399,4036.7806940078735,81394,-0.1,0.01,7.2243505e-12,0.01,6.5014133,-139.8161,625,39.451843,,1256,,,-0.2,181889.02,-0.08060308,-8.873151e-10,4.2025733,,8.875338e-09,-499.94266,1.2311979e-10,,499.94266,7.0057454,1256
1973162300000000.0,1973162300000000.0,0.2,144.80867,0.01,64.78202068416866,0.01,11,-130.4736,4042.2147254943848,81431,-0.1,0.01,4.631462e-09,0.01,6.499174,-139.80867,625,39.451843,,1257,,,0.2,182024.5,0.31511235,-5.375542e-07,4.686266,,5.4757884e-06,-499.94266,1.2292398e-10,,499.94266,7.0049496,1257
1973231200000000.0,1973231200000000.0,,144.7873,0.01,64.74483306836248,0.01,11,-112.92855,4047.4848227500916,81449,-0.1,0.01,1.2605525e-08,0.01,6.4982457,-139.7873,625,39.451843,0.2,1258,,,-0.2,182142.42,-0.11593607,-1.426908e-06,6.330664,,1.548785e-05,-499.94266,1.2272863e-10,,499.94266,7.004154,1258
1973299900000000.0,1973299900000000.0,-0.2,144.7631,0.01,64.7053216838761,0.01,11,-109.324554,4053.040841817856,81464,-0.1,0.01,0.00023845409,0.01,6.4974666,-139.7631,625,39.451843,0.2,1259,,,,182256.75,-0.11207039,-0.024518374,6.5172997,,0.30021173,-499.94266,1.2253373e-10,,499.94266,7.00336,1259
1973368500000000.0,1973368500000000.0,0.2,144.74127,0.01,64.68888888888888,0.01,11,-112.26162,4058.8843669891357,81508,-0.1,0.01,1.2342916e-09,0.01,6.4973826,-139.74127,625,39.451843,0.2,1260,,,,182374.0,0.3179261,-1.6444272e-07,7.3907037,,1.5490383e-06,-499.94266,1.2233932e-10,,499.94266,7.002566,1260
1973437300000000.0,1973437300000000.0,0.2,144.72647,0.01,64.65741475019826,0.01,11,-121.08086,4064.7526841163635,81533,,0.01,1.3678842e-08,0.01,6.4953628,-139.72647,625,39.451843,-0.2,1261,,,-0.1,182500.08,-0.05990526,-6.729445e-06,4.950109,,1.7246402e-05,-499.94266,1.2214538e-10,,499.94266,7.0017724,1261
1973505900000000.0,1973505900000000.0,0.2,144.72574,0.01,64.63866877971473,0.01,11,-138.81085,4070.5027713775635,81574,,0.01,9.820651e-11,0.01,6.4932437,-139.72574,625,39.451843,-0.2,1262,,,0.1,182643.89,0.119379126,-4.805568e-08,4.820594,,1.2355729e-07,-499.94266,1.2195187e-10,,499.94266,7.00098,1262
1973574200000000.0,1973574200000000.0,-0.1,144.7059,0.01,64.60253365003959,0.01,11,-114.66905,4076.4118020534515,81593,,0.01,1.2819435e-06,0.01,6.492317,-139.7059,625,39.451843,-0.2,1263,,,0.2,182763.56,-0.11802233,-0.0001519036,6.322061,,0.0009763506,-499.94266,1.2175883e-10,,499.94266,7.000188,1263
1973642700000000.0,1973642700000000.0,0.1,144.68913,0.01,64.57278481012658,0.01,11,-118.49787,4081.9873406887054,81620,,0.01,5.5532134e-11,0.01,6.4912395,-139.68913,625,39.451843,-0.2,1264,,,0.2,182887.06,0.09672921,-7.2425475e-09,6.129836,,6.8980704e-08,-499.94266,1.2156624e-10,,499.94266,6.9993963,1264
1973711200000000.0,1973711200000000.0,0.2,144.66743,0.01,64.53596837944664,0.01,11,-112.23623,4087.531753063202,81638,,0.01,4.6004095e-07,0.01,6.488562,-139.66743,625,39.451843,-0.1,1265,,,-0.2,183004.3,-0.05602449,-5.333394e-05,4.105614,,0.00057971646,-499.94266,1.2137412e-10,,499.94266,6.9986053,1265
1973779200000000.0,1973779200000000.0,0.2,144.65157,0.01,64.50315955766193,0.01,11,-119.575,4093.0530154705048,81661,,0.01,9.605488e-07,0.01,6.485751,-139.65157,625,39.451843,-0.1,1266,,,0.2,183128.88,0.28594846,-0.00011620549,3.9277136,,0.001215638,-499.94266,1.2118245e-10,,499.94266,6.997815,1266
1973847500000000.0,1973847500000000.0,0.2,144.63359,0.01,64.46882399368587,0.01,11,-116.88993,4098.519300699234,81682,,0.01,1.2014792e-05,0.01,6.4837375,-139.63359,625,39.451843,0.1,1267,,,-0.2,183250.75,0.075107224,-0.0015231238,4.935048,,0.015221837,-499.94266,1.2099124e-10,,499.94266,6.9970255,1267
1973915600000000.0,1973915600000000.0,0.2,144.62257,0.01,64.44637223974763,0.01,11,-125.66464,4104.068531036377,81718,,0.01,5.8244314e-07,0.01,6.482954,-139.62257,625,39.451843,0.1,1268,,,0.2,183381.42,0.537971,-6.831277e-05,6.4893,,0.0007383536,-499.94266,1.2080048e-10,,499.94266,6.996237,1268
1973983700000000.0,1973983700000000.0,0.1,144.60855,0.01,64.41843971631205,0.01,11,-121.82902,4109.440870285034,81747,,0.01,8.122388e-12,0.01,6.4808245,-139.60855,625,39.451843,0.2,1269,,,-0.2,183508.25,0.13534254,-9.513554e-10,4.780496,,9.894283e-09,-499.94266,1.2061017e-10,,499.94266,6.995448,1269
1974051800000000.0,1974051800000000.0,0.2,144.59467,0.01,64.39133858267716,0.01,11,-121.9619,4114.5623252391815,81777,,0.01,2.8560926e-08,0.01,6.478322,-139.59467,625,39.451843,0.2,1270,,,-0.1,183635.22,0.30595553,-3.362833e-06,4.3019056,,2.47367e-05,-499.94266,1.2042031e-10,1.86355e-28,499.94266,6.9946604,1270
1974120100000000.0,1974120100000000.0,0.2,144.59094,0.01,64.37214791502754,0.01,11,-134.87071,4119.752472400665,81817,,0.01,1.31886795e-08,0.01,6.477813,-139.59094,625,39.451843,0.2,1271,,,0.1,183775.1,0.5103682,-1.4888702e-06,6.8307323,,1.49642565e-05,-499.94266,1.202309e-10,,499.94266,6.9938736,1271
1974187800000000.0,1974187800000000.0,0.1,144.59544,0.01,64.36163522012579,0.01,11,-145.32275,4124.933120727539,81868,,0.01,1.1799786e-09,0.01,6.475318,-139.59544,625,39.451843,0.2,1272,,,0.2,183925.4,0.47558606,-1.4242443e-07,4.3042383,,1.0046866e-06,-499.94266,1.2004192e-10,1.5017872e-27,499.94266,6.993087,1272
1974256000000000.0,1974256000000000.0,-0.2,144.57541,0.01,64.32521602513746,0.01,11,-114.09968,4129.988184213638,81886,0.1,0.01,1.7350415e-07,0.01,6.473804,-139.57541,625,39.451843,-0.2,1273,,,,184044.5,-0.2956186,-1.9892093e-05,5.547988,,0.00021983837,-499.94266,1.198534e-10,,499.94266,6.992301,1273
1974323700000000.0,1974323700000000.0,0.2,144.55527,0.01,64.29120879120879,0.01,11,-113.902336,4134.882677555084,81907,0.1,0.01,1.3858599e-05,0.01,6.471338,-139.55527,625,39.451843,-0.2,1274,,,,184163.4,0.10858783,-0.0031009796,4.330984,,0.017655855,-499.94266,1.1966532e-10,,499.94266,6.991516,1274
1974391400000000.0,1974391400000000.0,,144.57263,0.01,64.29411764705883,0.01,11,-161.7002,4140.053692579269,81975,0.1,0.01,1.5336794e-07,0.01,6.470564,-139.57263,625,39.451843,-0.2,1275,,,0.2,184330.11,0.0865744,-1.8501043e-05,6.4843025,,0.00019498102,-499.94266,1.1947768e-10,,499.94266,6.9907312,1275
1974459300000000.0,1974459300000000.0,0.2,144.54504,0.01,64.25862068965517,0.01,11,-104.34529,4145.216785669327,81994,0.1,0.01,1.8911111e-06,0.01,6.4674797,-139.54504,625,39.451843,,1276,,,-0.2,184439.47,0.07435498,-0.00020517915,3.5343657,,0.0024130573,-499.94266,1.192905e-10,,499.94266,6.9899473,1276
1974526900000000.0,1974526900000000.0,0.2,144.52457,0.01,64.2239624119029,0.01,11,-113.40504,4150.277240037918,82014,0.1,0.01,5.835553e-09,0.01,6.4660206,-139.52457,625,39.451843,,1277,,,0.2,184557.88,0.5129304,-6.567752e-07,5.604404,,3.8285357e-06,-499.94266,1.1910373e-10,,499.94266,6.989164,1277
1974594600000000.0,1974594600000000.0,0.2,144.50264,0.01,64.18622848200313,0.01,11,-111.51027,4155.218146085739,82030,0.1,0.01,2.6274097e-13,0.01,6.464789,-139.50264,625,39.451843,0.2,1278,,,,184674.38,0.49351782,-3.0818133e-11,5.8905816,,1.3920651e-10,-499.94266,1.189174e-10,,499.94266,6.9883814,1278
1974662200000000.0,1974662200000000.0,,144.49936,0.01,64.16575449569977,0.01,11,-135.31299,4160.126260995865,82068,0.1,0.01,9.558953e-11,0.01,6.4643674,-139.49936,625,39.451843,0.2,1279,,,0.2,184814.69,0.52171946,-1.0650959e-08,6.926231,,9.731272e-08,-499.94266,1.1873152e-10,,499.94266,6.987599,1279
1974729600000000.0,1974729600000000.0,,144.47289,0.01,64.1296875,0.01,11,-105.61542,4165.062054872513,82086,0.2,0.01,1.8995268e-09,0.01,6.4637284,-139.47289,625,39.451843,-0.2,1280,,,-0.1,184925.3,-0.117415614,-2.1112037e-07,6.645979,,2.4270826e-06,-499.94266,1.1854609e-10,,499.94266,6.9868174,1280
1974797200000000.0,1974797200000000.0,-0.1,144.45778,0.01,64.10070257611241,0.01,11,-120.09864,4170.396571159363,82113,0.2,0.01,3.1912016e-08,0.01,6.4624896,-139.45778,625,39.451843,-0.2,1281,,,,185050.4,-0.11333267,-3.8297876e-06,5.876683,,4.0696854e-05,-499.94266,1.1836108e-10,,499.94266,6.9860363,1281
1974864600000000.0,1974864600000000.0,0.1,144.45624,0.01,64.08736349453979,0.01,11,-137.51353,4175.816633462906,82160,0.2,0.01,8.4270485e-10,0.01,6.461067,-139.45624,625,39.451843,-0.2,1282,,,,185192.9,0.08326548,-1.04335676e-07,5.6379213,,8.471726e-07,-499.94266,1.1817648e-10,,499.94266,6.985256,1282
1974932100000000.0,1974932100000000.0,,144.46376,0.01,64.08417770849572,0.01,11,-149.08589,4181.186926603317,82220,0.2,0.01,1.3671787e-07,0.01,6.4594183,-139.46376,625,39.451843,-0.2,1283,,,0.1,185347.0,0.07523675,-1.679637e-05,5.3447003,,0.00017341856,-499.94266,1.1799234e-10,2.9684476e-38,499.94266,6.9844766,1283
1974999200000000.0,1974999200000000.0,0.2,144.43669,0.01,64.04672897196262,0.01,11,-104.69813,4186.4250683784485,82236,0.2,0.01,1.688271e-11,0.01,6.4581933,-139.43669,625,39.451843,-0.1,1284,,,,185456.7,0.25974843,-2.0673028e-09,5.8869405,,1.249803e-08,-499.94266,1.1780862e-10,,499.94266,6.9836974,1284
1975066500000000.0,1975066500000000.0,,144.4246,0.01,64.01789883268482,0.01,11,-123.91399,4191.474982738495,82263,0.2,0.01,4.1469075e-11,0.01,6.454385,-139.4246,625,39.451843,-0.1,1285,,,0.2,185585.62,0.29181463,-4.3831103e-09,2.5642471,,4.7019405e-08,-499.94266,1.1762534e-10,,499.94266,6.9829187,1285
