TimeElapsed,AvgEpLen,IWMin,ReturnMean,InvPendulum_std1_higher,DenMISEMeanLog,BoundBonus,Bound,NumTrainableParams,Regret,InvPendulum_mu3_higher,IWFirstEpisode,Regret/t,NumTrajectories,ReturnMin,InvPendulum_std2_higher,InvPendulum_mu0_higher,ReturnLastEpisode,MinEpLen,InvPendulum_std3_higher,InvPendulum_std0_higher,IWMean,ReturnMax,GridSize,IWLastEpisode,TimestepsSoFar,DenMISELogFirst,ReturnAbsMax,IWMax,BoundMISE,ActionIn1,InvPendulum_mu2_higher,Iteration,InvPendulum_mu1_higher,DenMISELogLast,Delta
2.4047977924346924,29.3125,,-120.06666,0.01,9.887023,inf,inf,,2001.0665,0.2,,125.06666,16,-152.3921,0.01,0.2,-111.264694,13,0.01,0.01,,-104.14198,16,,469,11.070242,152.3921,,,0.8019637,0.2,16,0.2,10.978192,2.7937827e-05
2.57037615776062,29.0,,-119.86795,0.01,9.92129,867.3274,785.2377,,2122.7551,-0.2,,124.86795,17,-152.3921,0.01,-0.2,-116.688614,13,0.01,0.01,1.0000005,-104.14198,16,,493,11.009617,152.3921,17.000008,-82.08971,-0.39160055,-0.2,17,0.2,11.43956,2.4747693e-05
2.707223653793335,28.166666666666668,,-119.09451,0.01,9.902074,871.9888,787.8481,,2233.7012,0.2,,124.09451,18,-152.3921,0.01,-0.2,-105.94607,13,0.01,0.01,0.9999996,-104.14198,16,,507,10.952459,152.3921,17.999992,-84.14069,-0.011285335,-0.2,18,0.2,9.853953,2.2074333e-05
2.85876202583313,27.789473684210527,,-118.94766,0.01,9.947596,876.3752,791.1605,,2355.0056,-0.2,,123.94766,19,-152.3921,0.01,0.2,-116.3045,13,0.01,0.01,1.0,-104.14198,16,,528,10.898392,152.3921,19.0,-85.21468,0.022802949,-0.2,19,0.2,11.047042,1.9811867e-05
3.000581741333008,27.35,,-118.58274,0.01,9.988623,880.5164,794.1737,,2471.6548,0.2,,123.58274,20,-152.3921,0.01,0.2,-111.649,13,0.01,0.01,1.0,-104.14198,16,,547,10.847098,152.3921,20.0,-86.3427,0.38135418,-0.2,20,0.2,11.049581,1.788021e-05
3.194782018661499,28.333333333333332,,-119.478226,0.01,9.958584,884.43756,797.8046,,2614.0427,-0.2,,124.478226,21,-152.3921,0.01,0.2,-137.38799,13,0.01,0.01,0.9999998,-104.14198,16,,595,10.798308,152.3921,20.999996,-86.63295,-0.39947855,-0.2,21,-0.2,9.640451,1.6217875e-05
3.349714756011963,27.90909090909091,,-119.194405,0.01,10.003822,888.16016,800.456,,2732.2769,-0.2,,124.194405,22,-152.3921,0.01,0.2,-113.23401,13,0.01,0.01,1.0000001,-104.14198,16,,614,10.751788,152.3921,22.000002,-87.70417,0.3837857,0.2,22,0.2,11.237597,1.4777031e-05
3.4904086589813232,27.217391304347824,,-118.615486,0.01,10.056745,891.70264,801.6065,,2843.1562,-0.2,,123.615486,23,-152.3921,0.01,-0.2,-105.87956,12,0.01,0.01,1.0,-104.14198,16,,626,10.707336,152.3921,23.0,-90.096146,-0.75081563,-0.2,23,-0.2,11.505807,1.3520007e-05
3.6459524631500244,27.041666666666668,,-117.95737,0.01,9.873389,895.0813,803.10175,,2950.9768,0.2,,122.95737,24,-152.3921,0.01,0.2,-102.820526,12,0.01,0.01,1.0,-102.820526,16,,649,10.664777,152.3921,24.0,-91.97956,0.81573385,0.2,24,0.2,5.9419427,1.2416813e-05
3.7874913215637207,26.6,,-117.55923,0.01,9.892212,898.31,805.44727,,3063.9807,-0.2,,122.55923,25,-152.3921,0.01,-0.2,-108.00382,12,0.01,0.01,1.0000001,-102.820526,16,,665,10.623955,152.3921,25.000002,-92.8627,0.014650509,0.2,25,0.2,10.630564,1.1443334e-05
3.9446818828582764,26.53846153846154,,-117.05759,0.01,9.932955,901.4012,808.4629,,3173.4973,0.2,,122.05759,26,-152.3921,0.01,0.2,-104.51656,12,0.01,0.01,1.0000001,-102.820526,16,,690,10.584734,152.3921,26.000004,-92.93832,0.022642195,-0.2,26,-0.2,11.238867,1.0580005e-05
4.092902183532715,26.333333333333332,,-117.092026,0.01,9.895701,904.3657,811.1139,,3296.4846,0.2,,122.092026,27,-152.3921,0.01,-0.2,-117.98731,12,0.01,0.01,0.9999996,-102.820526,16,,711,10.546994,152.3921,26.999989,-93.25186,0.41021457,0.2,27,0.2,9.215225,9.810813e-06
4.2253546714782715,26.071428571428573,,-117.029976,0.01,9.835205,907.2133,811.9818,,3416.8394,-0.2,,122.029976,28,-152.3921,0.01,0.2,-115.35486,12,0.01,0.01,1.0000004,-102.820526,16,,730,10.510626,152.3921,28.00001,-95.23152,-0.013129011,0.2,28,-0.2,8.49057,9.122555e-06
4.370032787322998,25.724137931034484,,-116.60163,0.01,9.878773,909.9524,812.39276,,3526.4473,-0.2,,121.60163,29,-152.3921,0.01,-0.2,-104.60759,12,0.01,0.01,1.0000004,-102.820526,16,,746,10.475534,152.3921,29.000011,-97.55964,-0.38198107,0.2,29,-0.2,11.388078,8.504261e-06
4.59316349029541,27.033333333333335,,-116.25078,0.01,9.88086,912.5909,813.88995,,3637.5234,0.2,,121.25078,30,-152.3921,0.01,-0.2,-106.07616,12,0.01,0.01,1.0000001,-102.820526,16,,811,10.441633,152.3921,30.000002,-98.70095,-0.39724505,-0.2,30,-0.2,10.231405,7.94676e-06
4.762789249420166,27.483870967741936,,-116.76341,0.01,9.905736,915.1356,804.53876,,3774.6658,0.2,,121.76341,31,-152.3921,0.01,-0.2,-132.14255,12,0.01,0.01,0.99999994,-102.820526,16,,852,10.408843,152.3921,30.999998,-110.59684,0.023340434,0.2,31,-0.2,10.94258,7.4423347e-06
4.926036834716797,27.3125,,-116.729034,0.01,9.91018,917.59283,806.80164,,3895.329,0.2,,121.729034,32,-152.3921,0.01,0.2,-115.66326,12,0.01,0.01,0.9999995,-102.820526,16,,874,10.377094,152.3921,31.999985,-110.79123,0.44444072,0.2,32,-0.2,10.338997,6.984457e-06
5.103959798812866,27.727272727272727,,-117.22528,0.01,9.870314,inf,inf,,4033.4343,,,122.22528,33,-152.3921,0.01,-0.2,-133.10526,12,0.01,0.01,,-102.820526,81,,915,10.346323,152.3921,,,-0.5989643,-0.2,33,-0.2,8.88612,1.3615693e-06
8.882837533950806,28.176470588235293,,-117.79721,0.01,9.854048,inf,inf,,4175.1055,-0.2,,122.79721,34,-152.3921,0.01,-0.2,-136.67093,12,0.01,0.01,,-102.820526,81,,958,10.31647,152.3921,,,-0.60714924,,34,-0.2,10.302439,1.2826548e-06
9.427393913269043,29.314285714285713,,-117.36495,0.01,9.847016,inf,inf,,4282.7734,,,122.36495,35,-152.3921,0.01,-0.2,-102.66857,12,0.01,0.01,,-102.66857,81,,1026,10.287482,152.3921,,,-0.44948208,,35,-0.2,10.593529,1.2104073e-06
10.620933532714844,42.388888888888886,,-126.97586,0.01,9.71509,inf,inf,,4751.131,0.2,,131.97586,36,-463.3573,0.01,-0.2,-463.3573,12,0.01,0.01,,-102.66857,81,,1526,10.259312,463.3573,,,-0.19345087,,36,-0.2,6.0836315,1.1440965e-06
11.709916830062866,54.75675675675676,,-137.05339,0.01,9.675854,inf,inf,,5255.9756,,,142.05339,37,-499.84476,0.01,-0.2,-499.84476,12,0.01,0.01,,-102.66857,81,,2026,10.231913,499.84476,,,-0.20796815,0.2,37,-0.2,9.249737,1.0830892e-06
12.20618224143982,54.31578947368421,,-136.93594,0.01,9.674029,inf,inf,,5393.566,-0.2,,141.93594,38,-499.84476,0.01,,-132.59006,12,0.01,0.01,,-102.66857,81,,2064,10.205244,499.84476,,,-0.5951439,-0.2,38,-0.2,10.59321,1.0268345e-06
12.678672552108765,53.76923076923077,,-136.59055,0.01,9.61385,inf,inf,,5522.0312,,,141.59055,39,-499.84476,0.01,,-123.46513,12,0.01,0.01,,-102.66857,81,,2097,10.179269,499.84476,,,-0.42863333,-0.2,39,-0.2,8.314103,9.748514e-07
13.13234281539917,52.975,,-136.09744,0.01,9.571938,inf,inf,,5643.8975,0.2,,141.09744,40,-499.84476,0.01,,-116.86612,12,0.01,0.01,,-102.66857,81,,2119,10.153952,499.84476,,,-0.20019265,-0.2,40,-0.2,8.924783,9.267181e-07
13.592525482177734,52.048780487804876,,-135.40047,0.01,9.555009,inf,inf,,5756.419,-0.2,,140.40047,41,-499.84476,0.01,,-107.52179,12,0.01,0.01,,-102.66857,81,,2134,10.129258,499.84476,,,-0.39991558,,41,-0.2,9.86556,8.820637e-07
14.099693536758423,52.404761904761905,,-134.40681,0.01,9.491112,inf,inf,,5855.0864,,,139.40681,42,-499.84476,0.01,,-93.667305,12,0.01,0.01,,-93.667305,81,,2201,10.105161,499.84476,,,-0.20043524,,42,-0.2,7.8593345,8.405606e-07
15.143399715423584,60.74418604651163,,-142.56216,0.01,9.486698,inf,inf,,6345.173,0.2,,147.56216,43,-499.84476,0.01,,-485.08664,12,0.01,0.01,,-93.667305,81,,2612,10.081631,499.84476,,,0.0234873,,43,-0.2,10.289598,8.019195e-07
16.249561071395874,70.72727272727273,,-150.67967,0.01,9.465112,inf,inf,,6849.906,-0.2,,155.67967,44,-499.84476,0.01,,-499.73276,12,0.01,0.01,,-93.667305,81,,3112,10.058641,499.84476,,,-0.20676324,0.2,44,-0.2,9.525435,7.658827e-07
16.71061086654663,69.6,,-149.88019,0.01,9.471825,inf,inf,,6969.6084,,,154.88019,45,-499.84476,0.01,,-114.702644,12,0.01,0.01,,-93.667305,81,,3132,10.036168,499.84476,,,0.015687913,0.2,45,-0.2,10.75604,7.3222174e-07
17.205747842788696,68.91304347826087,,-149.53407,0.01,9.426396,inf,inf,,7108.5674,0.2,,154.53407,46,-499.84476,0.01,,-133.9593,12,0.01,0.01,,-93.667305,81,,3170,10.014189,499.84476,,,0.20742956,0.2,46,-0.2,8.371123,7.0073213e-07
17.71347403526306,67.97872340425532,,-148.9605,0.01,9.3502445,inf,inf,,7236.1436,,,153.9605,47,-499.84476,0.01,0.2,-122.57605,12,0.01,0.01,,-93.667305,81,,3195,9.992683,499.84476,,,-0.18802969,-0.2,47,-0.2,6.836575,6.7123085e-07
18.229127883911133,67.33333333333333,,-148.60858,0.01,9.336408,inf,inf,,7373.212,-0.2,,153.60858,48,-499.84476,0.01,0.2,-132.06792,12,0.01,0.01,,-93.667305,81,,3232,9.971629,499.84476,,,-0.18919306,,48,-0.2,9.675603,6.435543e-07
18.761471271514893,66.93877551020408,,-148.12025,0.01,9.289343,inf,inf,,7502.8926,,,153.12025,49,-499.84476,0.01,0.2,-124.68075,12,0.01,0.01,,-93.667305,81,,3280,9.951011,499.84476,,,-0.013146678,,49,-0.2,8.019927,6.175547e-07
19.41121554374695,68.32,,-149.76187,0.01,9.234057,inf,inf,,7738.0938,0.2,,154.76187,50,-499.84476,0.01,0.2,-230.20163,12,0.01,0.01,,-93.667305,81,,3416,9.930808,499.84476,,,0.25327533,,50,-0.2,7.5149665,5.930996e-07
19.917096376419067,67.6470588235294,,-149.39955,0.01,9.174879,inf,inf,,7874.3774,,,154.39955,51,-499.84476,0.01,0.2,-131.2833,12,0.01,0.01,,-93.667305,81,,3450,9.911005,499.84476,,,0.1664122,0.2,51,-0.2,7.2061443,5.700688e-07
20.402418613433838,67.0,,-148.84082,0.01,9.123887,inf,inf,,7999.7227,-0.2,,153.84082,52,-499.84476,0.01,-0.2,-120.345116,12,0.01,0.01,,-93.667305,81,,3484,9.891587,499.84476,,,-0.5770619,-0.2,52,,7.5135713,5.483539e-07
20.85352349281311,66.01886792452831,,-148.05463,0.01,9.1125965,inf,inf,,8111.8955,,,153.05463,53,-499.84476,0.01,-0.2,-107.1733,12,0.01,0.01,,-93.667305,81,,3499,9.872539,499.84476,,,-0.3619059,-0.2,53,,9.515997,5.2785657e-07
21.326969146728516,65.24074074074075,,-147.50664,0.01,9.081641,inf,inf,,8235.358,0.2,,152.50664,54,-499.84476,0.01,-0.2,-118.462845,12,0.01,0.01,,-93.667305,81,,3523,9.853847,499.84476,,,-0.18548831,-0.2,54,,8.431718,5.084873e-07
21.78626823425293,64.43636363636364,,-146.94513,0.01,9.054537,inf,inf,,8356.982,-0.2,,151.94513,55,-499.84476,0.01,-0.2,-116.62415,12,0.01,0.01,,-93.667305,81,,3544,9.835498,499.84476,,,-0.403983,,55,,8.581733,4.9016495e-07
22.342280626296997,65.14285714285714,,-145.9919,0.01,9.00128,inf,inf,,8455.547,,,150.9919,56,-499.84476,0.01,-0.2,-93.5636,12,0.01,0.01,,-93.5636,81,,3648,9.817479,499.84476,,,-0.18305731,,56,,7.063142,4.7281532e-07
23.50852656364441,72.7719298245614,,-151.7921,0.01,8.999561,inf,inf,,8937.149,0.2,,156.7921,57,-499.84476,0.01,-0.2,-476.60315,12,0.01,0.01,,-93.5636,81,,4148,9.799779,499.84476,,,-0.014726073,,57,,9.894567,4.563709e-07
24.18073844909668,74.32758620689656,,-153.5387,0.01,8.997193,inf,inf,,9195.244,-0.2,,158.5387,58,-499.84476,0.01,-0.2,-253.0946,12,0.01,0.01,,-93.5636,81,,4311,9.782388,499.84476,,,-0.17178595,0.2,58,,9.853522,4.4076967e-07
24.690441846847534,73.57627118644068,,-152.9341,0.01,8.985112,inf,inf,,9318.111,,,157.9341,59,-499.84476,0.01,-0.2,-117.867165,12,0.01,0.01,,-93.5636,81,,4341,9.765293,499.84476,,,-0.03412833,0.2,59,,9.275932,4.259549e-07
25.17629098892212,72.86666666666666,,-152.1188,0.01,8.968354,inf,inf,,9427.128,0.2,,157.1188,60,-499.84476,0.01,-0.2,-104.017166,12,0.01,0.01,,-93.5636,81,,4372,9.7484865,499.84476,,,0.21981066,0.2,60,,8.971185,4.1187477e-07
25.666059732437134,72.04918032786885,,-151.6008,0.01,8.956387,inf,inf,,9552.648,-0.2,,156.6008,61,-499.84476,0.01,,-120.52079,12,0.01,0.01,,-93.5636,81,,4395,9.7319565,499.84476,,,-0.4051053,-0.2,61,,9.230135,3.984813e-07
26.135995149612427,71.16129032258064,,-150.85121,0.01,8.9423485,inf,inf,,9662.775,,,155.85121,62,-499.84476,0.01,,-105.12725,12,0.01,0.01,,-93.5636,81,,4412,9.715696,499.84476,,,-0.19209719,-0.2,62,,9.077868,3.8573074e-07
26.6305673122406,70.3015873015873,,-150.2478,0.01,8.913598,inf,inf,,9780.611,0.2,,155.2478,63,-499.84476,0.01,,-112.8346,12,0.01,0.01,,-93.5636,81,,4429,9.699696,499.84476,,,0.015653446,-0.2,63,,8.123173,3.735825e-07
27.13855504989624,69.4375,,-149.60233,0.01,8.908613,inf,inf,,9894.549,-0.2,,154.60233,64,-499.84476,0.01,,-108.9384,12,0.01,0.01,,-93.5636,81,,4444,9.683948,499.84476,,,-0.16549943,,64,,9.586631,3.6199927e-07
27.66140341758728,68.72307692307692,,-148.9055,0.01,8.865279,inf,inf,,10003.857,,,153.9055,65,-499.84476,0.01,,-104.307495,12,0.01,0.01,,-93.5636,81,,4467,9.668444,499.84476,,,-0.0113611305,,65,,7.0842414,3.5094652e-07
28.261828184127808,68.98484848484848,,-149.1524,0.01,8.856707,inf,inf,,10174.059,0.2,,154.1524,66,-499.84476,0.01,,-165.20193,12,0.01,0.01,,-93.5636,81,,4553,9.653176,499.84476,,,0.18323648,,66,,9.291862,3.4039232e-07
28.834890604019165,69.13432835820896,,-149.57199,0.01,8.787469,inf,inf,,10356.323,-0.2,,154.57199,67,-499.84476,0.01,,-177.26506,12,0.01,0.01,,-93.5636,81,,4632,9.638138,499.84476,,,-0.001898542,0.2,67,,5.2102814,3.3030722e-07
29.29448175430298,68.41176470588235,,-149.00058,0.01,8.791958,inf,inf,,10472.039,,,154.00058,68,-499.84476,0.01,,-110.71548,12,0.01,0.01,,-93.5636,81,,4652,9.6233225,499.84476,,,0.21503249,0.2,68,,10.085305,3.206637e-07
29.790849208831787,67.78260869565217,,-148.60184,0.01,8.7910185,inf,inf,,10598.526,0.2,,153.60184,69,-499.84476,0.01,,-121.487274,12,0.01,0.01,,-93.5636,81,,4677,9.608725,499.84476,,,0.4016435,0.2,69,,9.719815,3.1143645e-07
30.297825574874878,67.24285714285715,,-148.24696,0.01,8.786082,inf,inf,,10727.287,-0.2,,153.24696,70,-499.84476,0.01,0.2,-123.76123,12,0.01,0.01,,-93.5636,81,,4707,9.594336,499.84476,,,-0.19865468,-0.2,70,,9.4383545,3.0260182e-07
30.770854711532593,66.59154929577464,,-147.70334,0.01,8.766992,inf,inf,,10841.9375,,,152.70334,71,-499.84476,0.01,0.2,-109.64985,12,0.01,0.01,,-93.5636,81,,4728,9.580151,499.84476,,,-0.005880383,-0.2,71,,8.423588,2.9413786e-07
31.2505841255188,66.02777777777777,,-147.19244,0.01,8.768224,inf,inf,,10957.856,0.2,,152.19244,72,-499.84476,0.01,0.2,-110.91853,12,0.01,0.01,,-93.5636,81,,4754,9.566165,499.84476,,,0.23170158,-0.2,72,,9.848731,2.8602412e-07
31.744279146194458,65.38356164383562,,-146.74539,0.01,8.755586,inf,inf,,11077.414,-0.2,,151.74539,73,-499.84476,0.01,0.2,-114.5583,12,0.01,0.01,,-93.5636,81,,4773,9.552371,499.84476,,,0.013200879,,73,,8.8387785,2.7824152e-07
32.247061252593994,64.71621621621621,,-146.17384,0.01,8.746885,inf,inf,,11186.864,,,151.17384,74,-499.84476,0.01,0.2,-104.45006,12,0.01,0.01,,-93.5636,81,,4789,9.538766,499.84476,,,0.19857925,,74,,9.104929,2.707723e-07
32.76836562156677,64.38666666666667,,-146.03078,0.01,8.745076,inf,inf,,11327.309,0.2,,151.03078,75,-499.84476,0.01,0.2,-135.44406,12,0.01,0.01,,-93.5636,81,,4829,9.525343,499.84476,,,0.38241073,,75,,9.604544,2.6359982e-07
33.28728652000427,63.75,,-145.59131,0.01,8.656525,inf,inf,,11444.939,-0.2,,150.59131,76,-499.84476,0.01,0.2,-112.63128,12,0.01,0.01,,-93.5636,81,,4845,9.512097,499.84476,,,0.18238623,0.2,76,,3.008442,2.5670863e-07
33.800246715545654,63.1948051948052,,-145.11382,0.01,8.640074,inf,inf,,11558.764,,,150.11382,77,-499.84476,0.01,0.2,-108.82369,12,0.01,0.01,,-93.5636,81,,4866,9.499025,499.84476,,,0.41010073,0.2,77,,8.383367,2.5008418e-07
34.325522661209106,62.67948717948718,,-144.60992,0.01,8.63591,inf,inf,,11669.574,0.2,,149.60992,78,-499.84476,0.01,0.2,-105.81051,12,0.01,0.01,,-93.5636,81,,4889,9.486122,499.84476,,,0.6123269,0.2,78,,9.30888,2.4371286e-07
34.82223296165466,62.18987341772152,,-144.28268,0.01,8.629393,inf,inf,,11793.332,,,149.28268,79,-499.84476,0.01,-0.2,-118.75824,12,0.01,0.01,,-93.5636,81,,4913,9.473383,499.84476,,,-0.20033395,-0.2,79,0.2,9.114658,2.3758197e-07
35.32624626159668,61.5625,,-143.79163,0.01,8.623995,inf,inf,,11903.33,-0.2,,148.79163,80,-499.84476,0.01,-0.2,-104.99779,12,0.01,0.01,,-93.5636,81,,4925,9.460804,499.84476,,,-0.2175415,,80,0.2,9.191244,2.3167952e-07
35.872801065444946,61.28395061728395,,-143.45444,0.01,8.608213,inf,inf,,12024.81,,,148.45444,81,-499.84476,0.01,-0.2,-116.47952,12,0.01,0.01,,-93.5636,81,,4964,9.448381,499.84476,,,-0.030218579,,81,0.2,8.339551,2.2599437e-07
36.42836570739746,61.02439024390244,,-143.33994,0.01,8.584581,inf,inf,,12163.875,0.2,,148.33994,82,-499.84476,0.01,-0.2,-134.06577,12,0.01,0.01,,-93.5636,81,,5004,9.436111,499.84476,,,0.21791953,,82,0.2,7.664279,2.2051593e-07
36.914241313934326,60.59036144578313,,-143.06345,0.01,8.560914,inf,inf,,12289.266,,,148.06345,83,-499.84476,0.01,-0.2,-120.390686,12,0.01,0.01,,-93.5636,81,,5029,9.42399,499.84476,,,0.24876085,0.2,83,0.2,7.6141195,2.1523427e-07
37.41051769256592,60.154761904761905,,-142.64876,0.01,8.529246,inf,inf,,12402.495,-0.2,,147.64876,84,-499.84476,0.01,,-108.229324,12,0.01,0.01,,-93.5636,81,,5053,9.412014,499.84476,,,-0.197365,-0.2,84,0.2,6.894911,2.1014014e-07
37.92772841453552,59.67058823529412,,-142.29333,0.01,8.519157,inf,inf,,12519.934,,,147.29333,85,-499.84476,0.01,,-112.43838,12,0.01,0.01,,-93.5636,81,,5072,9.400179,499.84476,,,0.018893566,-0.2,85,0.2,8.665735,2.052248e-07
38.49180865287781,59.23255813953488,,-141.89603,0.01,8.521311,inf,inf,,12633.059,0.2,,146.89603,86,-499.84476,0.01,,-108.1245,12,0.01,0.01,,-93.5636,81,,5094,9.388483,499.84476,,,0.1863777,-0.2,86,0.2,9.698562,2.0047987e-07
39.03672528266907,59.0,,-141.73917,0.01,8.483565,inf,inf,,12766.308,-0.2,,146.73917,87,-499.84476,0.01,,-128.2496,12,0.01,0.01,,-93.5636,81,,5133,9.376923,499.84476,,,-0.012086287,,87,0.2,6.2316017,1.9589761e-07
39.54399347305298,58.52272727272727,,-141.32745,0.01,8.466825,inf,inf,,12876.816,,,146.32745,88,-499.84476,0.01,,-105.50855,12,0.01,0.01,,-93.5636,81,,5150,9.365494,499.84476,,,0.16940412,,88,0.2,8.004698,1.9147068e-07
40.03117370605469,58.04494382022472,,-140.9901,0.01,8.460918,inf,inf,,12993.119,0.2,,145.9901,89,-499.84476,0.01,,-111.30326,12,0.01,0.01,,-93.5636,81,,5166,9.354195,499.84476,,,0.34385732,,89,0.2,8.935539,1.8719217e-07
40.52091646194458,57.58888888888889,,-140.66881,0.01,8.403227,inf,inf,,13110.193,-0.2,,145.66881,90,-499.84476,0.01,,-112.073265,12,0.01,0.01,,-93.5636,81,,5183,9.343021,499.84476,,,0.18604508,0.2,90,0.2,4.26312,1.8305543e-07
41.07151198387146,57.13186813186813,,-140.33678,0.01,8.405709,inf,inf,,13225.646,,,145.33678,91,-499.84476,0.01,,-110.45372,12,0.01,0.01,,-93.5636,81,,5199,9.331971,499.84476,,,0.3892871,0.2,91,0.2,9.623621,1.7905434e-07
41.60003423690796,56.67391304347826,,-139.94868,0.01,8.401176,inf,inf,,13335.278,0.2,,144.94868,92,-499.84476,0.01,,-104.63113,12,0.01,0.01,,-93.5636,81,,5214,9.321042,499.84476,,,0.5989203,0.2,92,0.2,8.983164,1.7518303e-07
42.13981914520264,56.38709677419355,,-139.69156,0.01,8.39451,inf,inf,,13456.314,,,144.69156,93,-499.84476,0.01,0.2,-116.03634,12,0.01,0.01,,-93.5636,81,,5244,9.310231,499.84476,,,0.24420236,-0.2,93,0.2,8.775822,1.7143589e-07
42.63426661491394,56.02127659574468,,-139.41454,0.01,8.342347,inf,inf,,13574.966,-0.2,,144.41454,94,-499.84476,0.01,0.2,-113.65197,12,0.01,0.01,,-93.5636,81,,5266,9.299536,499.84476,,,0.18991601,,94,0.2,4.4859533,1.6780771e-07
