AvgEpLen,InvPendulum_mu3_higher,TimestepsSoFar,ReturnMean,DenMISEMeanLog,GridSize,DenMISELogFirst,Bound,InvPendulum_mu2_higher,ReturnMin,InvPendulum_mu1_higher,Iteration,IWMax,IWLastEpisode,ReturnLastEpisode,InvPendulum_std2_higher,IWMean,InvPendulum_std3_higher,ActionIn1,InvPendulum_mu0_higher,Regret,Delta,NumTrainableParams,IWMin,Regret/t,NumTrajectories,TimeElapsed,InvPendulum_std1_higher,ReturnAbsMax,MinEpLen,BoundBonus,DenMISELogLast,IWFirstEpisode,BoundMISE,ReturnMax,InvPendulum_std0_higher
61.747247119078104,-0.04,241123,-137.2811,5.5114355,1296,2.4708364,57250812.0,-0.2,-585.4672,0.12,3905,1.0990142,,-114.31435,0.01,0.00037980027,0.01,-0.31824926,-0.2,555607.7,6.1475126e-12,,,142.2811,3905,32880.78901338577,0.01,585.4672,11,57250812.0,6.345191,,-0.043138664,110.257286,0.01
61.7357910906298,0.2,241140,-137.27463,5.5110927,1296,2.4705803,57251376.0,-0.2,-585.4672,0.12,3906,7.9537816,,-112.00239,0.01,0.0020411757,0.01,0.05208178,-0.04,555724.7,6.144366e-12,,,142.27463,3906,32895.020097732544,0.01,585.4672,11,57251376.0,5.1705766,,-0.24031438,110.257286,0.01
61.72459687739954,-0.2,241158,-137.26846,5.510532,1296,2.4703243,57251948.0,-0.2,-585.4672,0.12,3907,0.38666624,,-113.19884,0.01,0.00013044279,0.01,-0.23638673,0.04,555842.9,6.1412203e-12,,,142.26846,3907,32908.78702068329,0.01,585.4672,11,57251948.0,4.318566,,-0.014593652,110.257286,0.01
61.71212896622313,0.2,241171,-137.26012,5.510391,1296,2.4700685,57252516.0,-0.2,-585.4672,0.12,3908,32.06987,,-104.701454,0.01,0.009192604,0.01,0.1266146,0.04,555952.56,6.1380775e-12,,,142.26012,3908,32921.769273757935,0.01,585.4672,11,57252516.0,5.96049,,-1.0360421,110.257286,0.01
61.70069071373753,0.2,241188,-137.25366,5.50962,1296,2.4698126,57253076.0,0.2,-585.4672,0.12,3909,0.089384474,,-111.98627,0.01,5.229062e-05,0.01,0.56211233,0.04,556069.56,6.1349376e-12,,,142.25366,3909,32934.149049043655,0.01,585.4672,11,57253076.0,3.489602,,-0.0061211633,110.257286,0.01
61.68849104859335,0.04,241202,-137.24649,5.5094295,1296,2.4695568,57253650.0,-0.2,-585.4672,0.12,3910,8.746341,,-109.18135,0.01,0.0022375982,0.01,0.15479332,0.2,556183.75,6.1318e-12,,,142.24649,3910,32946.008165836334,0.01,585.4672,11,57253650.0,5.7617836,,-0.2484706,110.257286,0.01
61.67680900025569,-0.2,241218,-137.23979,5.5093865,1296,2.469301,57254212.0,-0.04,-585.4672,0.12,3911,3.0453563,,-111.0581,0.01,0.0016689757,0.01,0.070998564,0.2,556299.8,6.128665e-12,,,142.23979,3911,32958.28746986389,0.01,585.4672,11,57254212.0,6.3366547,,-0.18000655,110.257286,0.01
61.66794478527607,0.2,241245,-137.2351,5.5081773,1296,2.4690454,57254780.0,-0.04,-585.4672,0.12,3912,48.467926,,-118.92094,0.01,0.013773119,0.01,0.49050182,0.2,556423.75,6.1255315e-12,,,142.2351,3912,32970.66459107399,0.01,585.4672,11,57254780.0,1.7801741,,-1.6178808,110.257286,0.01
61.6616406848965,0.2,241282,-137.23422,5.5079184,1296,2.4687898,57255348.0,0.04,-585.4672,0.12,3913,38.9437,1.4550923e-10,-133.80191,0.01,0.009997836,0.01,0.60173035,0.2,556562.5,6.1224008e-12,,,142.23422,3913,32983.11673474312,0.01,585.4672,11,57255348.0,5.4805923,,-1.167695,110.257286,0.01
61.654573326520186,0.04,241316,-137.23288,5.5071406,1296,2.4685342,57255916.0,0.2,-585.4672,0.12,3914,1.8509796,,-131.95145,0.01,0.0006559599,0.01,0.56468344,0.2,556699.5,6.119273e-12,,,142.23288,3914,32995.62648558617,0.01,585.4672,11,57255916.0,3.4562924,,-0.07076942,110.257286,0.01
61.64418901660281,-0.04,241337,-137.22765,5.506894,1296,2.468279,57256480.0,-0.12,-585.4672,0.2,3915,0.020501709,,-116.79002,0.01,8.680964e-06,0.01,-0.1500108,-0.2,556821.25,6.116148e-12,,,142.22765,3915,33008.17766427994,0.01,585.4672,11,57256480.0,5.5379596,,-0.0010380222,110.257286,0.01
61.63457609805924,-0.12,241361,-137.22035,5.506567,1296,2.4680235,57257052.0,-0.04,-585.4672,0.2,3916,0.10196673,1.0588836e-18,-108.57862,0.01,4.894992e-05,0.01,-0.16956574,-0.2,556934.9,6.113024e-12,,,142.22035,3916,33020.496589422226,0.01,585.4672,11,57257052.0,5.2262464,,-0.005501144,110.257286,0.01
61.62803165688027,0.04,241397,-137.21404,5.5059896,1296,2.4677682,57257616.0,0.12,-585.4672,0.2,3917,2.4363372,,-112.4587,0.01,0.00063956244,0.01,0.16021644,-0.2,557052.4,6.109904e-12,,,142.21404,3917,33032.13818478584,0.01,585.4672,11,57257616.0,4.24045,,-0.07757521,110.257286,0.01
61.62021439509954,0.2,241428,-137.20998,5.5055375,1296,2.4675128,57258180.0,-0.04,-585.4672,0.2,3918,26.522316,,-121.33503,0.01,0.007829195,0.01,0.21800165,-0.12,557178.7,6.106785e-12,,,142.20998,3918,33044.939579725266,0.01,585.4672,11,57258180.0,4.7317405,,-0.87411153,110.257286,0.01
61.611125287063025,-0.2,241454,-137.20596,5.504889,1296,2.4672577,57258750.0,0.04,-585.4672,0.2,3919,0.17806494,,-121.48994,0.01,5.6619196e-05,0.01,-0.059598133,-0.12,557305.2,6.1036684e-12,,,142.20596,3919,33055.930785894394,0.01,585.4672,11,57258750.0,3.9594574,,-0.005939244,110.257286,0.01
61.60025510204082,0.2,241473,-137.19968,5.504504,1296,2.4670026,57259308.0,0.04,-585.4672,0.2,3920,0.17651325,,-112.598854,0.01,4.9801154e-05,0.01,0.34301907,-0.12,557422.75,6.100555e-12,,,142.19968,3920,33070.187427043915,0.01,585.4672,11,57259308.0,4.9985967,,-0.010013129,110.257286,0.01
61.59525631216526,-0.04,241515,-137.1997,5.5041065,1296,2.4667475,57259876.0,0.2,-585.4672,0.2,3921,0.322083,,-137.33905,0.01,0.00012317562,0.01,0.24933203,-0.12,557565.06,6.0974437e-12,,,142.1997,3921,33085.80431461334,0.01,585.4672,11,57259876.0,4.945245,,-0.013056904,110.257286,0.01
61.583630800611935,0.04,241531,-137.1914,5.5036554,1296,2.4664924,57260444.0,0.2,-585.4672,0.2,3922,2.5173178,2.0309666e-14,-104.62368,0.01,0.00077475753,0.01,0.3144149,-0.12,557674.7,6.0943347e-12,,,142.1914,3922,33099.34601998329,0.01,585.4672,11,57260444.0,4.730845,,-0.08165476,110.257286,0.01
61.573285750701,0.2,241552,-137.1852,5.5032206,1296,2.4662375,57261010.0,0.12,-585.4672,0.2,3923,0.01000787,,-112.81701,0.01,3.2353273e-06,0.01,0.5391133,-0.04,557792.5,6.091228e-12,,,142.1852,3923,33112.758917570114,0.01,585.4672,11,57261010.0,4.7980995,,-0.0003702289,110.257286,0.01
61.56574923547401,-0.12,241584,-137.18182,5.501981,1296,2.4659827,57261572.0,0.2,-585.4672,0.2,3924,1.7069409,,-123.98868,0.01,0.00046217124,0.01,0.22630346,-0.04,557921.5,6.0881235e-12,,,142.18182,3924,33125.682901382446,0.01,585.4672,11,57261572.0,1.6405964,,-0.05064987,110.257286,0.01
61.553630573248405,0.12,241598,-137.17342,5.5017023,1296,2.4657278,57262140.0,0.2,-585.4672,0.2,3925,0.07309393,,-104.17819,0.01,3.978517e-05,0.01,0.49097073,-0.04,558030.7,6.0850227e-12,,,142.17342,3925,33139.20982980728,0.01,585.4672,11,57262140.0,5.410486,,-0.004425259,110.257286,0.01
61.541518084564444,0.2,241612,-137.16573,5.501555,1296,2.4654732,57262704.0,0.12,-585.4672,0.2,3926,20.817545,,-106.92496,0.01,0.0079719005,0.01,0.5384304,0.04,558142.6,6.081923e-12,,,142.16573,3926,33152.468099832535,0.01,585.4672,11,57262704.0,5.923283,,-0.9630544,110.257286,0.01
61.53323147440795,0.12,241641,-137.1627,5.5012913,1296,2.4652183,57263268.0,0.2,-585.4672,0.2,3927,16.49908,5.7105056e-34,-125.29692,0.01,0.006321209,0.01,0.5470368,0.04,558272.94,6.078826e-12,,,142.1627,3927,33164.86733841896,0.01,585.4672,11,57263268.0,5.458171,,-0.7300853,110.257286,0.01
61.52469450101833,0.2,241669,-137.15715,5.5009894,1296,2.464964,57263830.0,-0.04,-585.4672,0.2,3928,2.031669,,-115.384796,0.01,0.000547306,0.01,0.48420358,0.12,558393.3,6.0757306e-12,,,142.15715,3928,33176.87792634964,0.01,585.4672,11,57263830.0,5.3060346,,-0.060902894,110.257286,0.01
61.51438024942733,0.2,241690,-137.15218,5.500864,1296,2.4647093,57264404.0,0.04,-585.4672,0.2,3929,22.504154,2.6727798e-13,-117.56466,0.01,0.0057414505,0.01,0.5478644,0.12,558515.9,6.0726385e-12,,,142.15218,3929,33189.97861671448,0.01,585.4672,11,57264404.0,6.007689,,-0.6795147,110.257286,0.01
61.50432569974555,0.04,241712,-137.14717,5.500601,1296,2.4644547,57264960.0,0.2,-585.4672,0.2,3930,0.3354438,,-117.47624,0.01,0.0001323983,0.01,0.56230426,0.12,558638.4,6.069549e-12,,,142.14717,3930,33202.568230867386,0.01,585.4672,11,57264960.0,5.4614725,,-0.014810643,110.257286,0.01
61.491986771813785,-0.04,241725,-137.13928,5.4999633,1296,2.4642003,57265520.0,-0.12,-585.4672,0.2,3931,0.30077302,,-106.14201,0.01,0.00015615685,0.01,0.24515,0.2,558749.5,6.0664616e-12,,,142.13928,3931,33215.19011259079,0.01,585.4672,11,57265520.0,3.9967265,,-0.017887928,110.257286,0.01
61.4821973550356,0.04,241748,-137.13359,5.4997764,1296,2.463946,57266084.0,-0.12,-585.4672,0.2,3932,5.9424453,1.4062851e-12,-114.79219,0.01,0.0017104066,0.01,0.32661262,0.2,558869.25,6.0633764e-12,,,142.13359,3932,33227.893894433975,0.01,585.4672,11,57266084.0,5.765243,,-0.20122707,110.257286,0.01
61.47037884566489,-0.12,241763,-137.12653,5.499159,1296,2.4636917,57266652.0,-0.04,-585.4672,0.2,3933,4.635362,,-109.40627,0.01,0.0012580632,0.01,0.20864052,0.2,558983.6,6.0602933e-12,,,142.12653,3933,33240.22338986397,0.01,585.4672,11,57266652.0,4.0662436,,-0.13548617,110.257286,0.01
61.462633451957295,0.12,241794,-137.12158,5.4982843,1296,2.4634376,57267216.0,0.04,-585.4672,0.2,3934,8.243532,,-117.639725,0.01,0.0035703909,0.01,0.5665826,0.2,559106.3,6.057213e-12,,,142.12158,3934,33252.177703142166,0.01,585.4672,11,57267216.0,3.0563931,,-0.42003214,110.257286,0.01
61.45108005082592,0.04,241810,-137.1154,5.498244,1296,2.4631834,57267780.0,0.12,-585.4672,0.2,3935,20.195557,1.00664685e-25,-112.8091,0.01,0.0051900153,0.01,0.58655536,0.2,559224.1,6.0541346e-12,,,142.1154,3935,33264.72942304611,0.01,585.4672,11,57267780.0,6.339174,,-0.6013453,110.257286,0.01
61.44283536585366,0.04,241839,-137.11108,5.497642,1296,2.4629292,57268340.0,-0.2,-585.4672,-0.2,3936,77.4895,,-120.067154,0.01,0.027275868,0.01,-0.48480526,-0.12,559349.25,6.051058e-12,,,142.11108,3936,33278.9243183136,0.01,585.4672,11,57268344.0,4.1213136,,-3.5529184,110.257286,0.01
61.43535687071374,-0.2,241871,-137.10791,5.4973607,1296,2.462675,57268904.0,-0.04,-585.4672,-0.2,3937,20.888542,,-124.58965,0.01,0.0054691406,0.01,-0.5918851,-0.12,559478.8,6.0479855e-12,,,142.10791,3937,33291.80884575844,0.01,585.4672,11,57268904.0,5.3659406,,-0.60461235,110.257286,0.01
61.43296089385475,-0.2,241923,-137.09999,5.496577,1296,2.4624212,57269468.0,0.04,-585.4672,-0.2,3938,0.20045131,1.0149146e-12,-105.95936,0.01,0.00015550654,0.01,-0.49772245,-0.12,559589.75,6.044914e-12,,,142.09999,3938,33305.73711514473,0.01,585.4672,11,57269468.0,3.4012578,,-0.017752163,110.257286,0.01
61.444275196750446,-0.2,242029,-137.09207,5.4962387,1296,2.4621673,57270028.0,-0.12,-585.4672,-0.2,3939,8.645271,,-105.914604,0.01,0.0030552468,0.01,-0.54838496,-0.04,559700.7,6.0418445e-12,,,142.09207,3939,33320.030730485916,0.01,585.4672,11,57270028.0,5.1617894,,-0.30956638,110.257286,0.01
61.43274111675127,-0.2,242045,-137.08391,5.495628,1296,2.4619133,57270590.0,0.12,-585.4672,-0.2,3940,3.7815895,,-104.902855,0.01,0.0009942404,0.01,-0.2912831,-0.04,559810.6,6.038779e-12,,,142.08391,3940,33335.73793745041,0.01,585.4672,11,57270590.0,4.085471,,-0.111140884,110.257286,0.01
61.42375031717838,-0.04,242071,-137.07509,5.4947515,1296,2.4616597,57271156.0,-0.2,-585.4672,-0.12,3941,70.78782,,-102.36419,0.01,0.02069341,0.01,-0.5527729,-0.2,559917.94,6.0357145e-12,,,142.07509,3941,33349.320454359055,0.01,585.4672,11,57271160.0,3.0433536,,-2.2631683,110.257286,0.01
61.41476407914764,-0.2,242097,-137.0715,5.494032,1296,2.461406,57271716.0,-0.04,-585.4672,-0.12,3942,2.1433697,,-122.960434,0.01,0.0007161262,0.01,-0.54935807,-0.2,560045.9,6.0326522e-12,,,142.0715,3942,33362.43010354042,0.01,585.4672,11,57271716.0,3.6345167,,-0.066976845,110.257286,0.01
61.41516611716967,-0.2,242160,-137.0601,5.4933596,1296,2.4611523,57272276.0,-0.2,-585.4672,-0.12,3943,0.017023806,,-92.133675,0.01,1.0715788e-05,0.01,-0.57232314,-0.04,560143.0,6.0295926e-12,,,142.0601,3943,33375.787117004395,0.01,585.4672,11,57272276.0,3.844286,,-0.0012064229,110.257286,0.01
61.40745436105477,-0.2,242191,-137.05624,5.493082,1296,2.4608986,57272840.0,-0.2,-585.4672,-0.12,3944,0.16179372,2.8792629e-13,-121.788155,0.01,6.690954e-05,0.01,-0.46747267,0.04,560269.8,6.0265356e-12,,,142.05624,3944,33388.566081762314,0.01,585.4672,11,57272840.0,5.4003057,,-0.0071612806,110.257286,0.01
61.398225602027885,-0.2,242216,-137.05,5.4928603,1296,2.4606452,57273400.0,-0.04,-585.4672,-0.12,3945,0.04563745,,-112.469574,0.01,3.133484e-05,0.01,-0.19045609,0.2,560387.25,6.0234808e-12,,,142.05,3945,33401.164700746536,0.01,585.4672,11,57273400.0,5.6173625,,-0.003860725,110.257286,0.01
61.38849467815509,-0.2,242239,-137.04295,5.4922,1296,2.4603918,57273964.0,-0.12,-585.4672,-0.04,3946,0.1650865,,-109.21522,0.01,6.2043684e-05,0.01,-0.5574095,-0.2,560501.5,6.020428e-12,,,142.04295,3946,33413.53173613548,0.01,585.4672,11,57273964.0,3.8877528,,-0.0065290933,110.257286,0.01
61.376741829237396,0.2,242254,-137.03494,5.491664,1296,2.4601383,57274530.0,-0.12,-585.4672,-0.04,3947,73.68449,,-105.43611,0.01,0.021146482,0.01,-0.17220472,-0.2,560611.94,6.0173776e-12,,,142.03494,3947,33425.7453622818,0.01,585.4672,11,57274532.0,4.37631,,-2.5884871,110.257286,0.01
61.37208713272543,-0.2,242297,-137.03378,5.491422,1296,2.4598851,57275090.0,-0.2,-585.4672,-0.04,3948,1.9157192,,-132.47383,0.01,0.00084635767,0.01,-0.5591577,-0.12,560749.4,6.0143297e-12,,,142.03378,3948,33438.48474407196,0.01,585.4672,11,57275090.0,5.515616,,-0.09557008,110.257286,0.01
61.36591542162573,-0.2,242334,-137.02846,5.4913664,1296,2.459632,57275652.0,-0.12,-585.4672,-0.04,3949,1.0999576,,-115.97612,0.01,0.00047081185,0.01,-0.18717419,0.2,560870.4,6.0112844e-12,,,142.02846,3949,33451.10460305214,0.01,585.4672,11,57275652.0,6.270527,,-0.053684145,110.257286,0.01
61.35417721518987,-0.2,242349,-137.0214,5.4909096,1296,2.4593787,57276212.0,-0.12,-585.4672,0.04,3950,1.9567523,,-109.06622,0.01,0.0006031332,0.01,-0.48420635,-0.2,560984.5,6.008241e-12,,,142.0214,3950,33464.18753314018,0.01,585.4672,11,57276212.0,4.690207,,-0.070396185,110.257286,0.01
61.34219185016452,-0.2,242363,-137.01326,5.490207,1296,2.4591255,57276776.0,0.12,-585.4672,0.04,3951,91.940186,,-104.94927,0.01,0.027259829,0.01,-0.24892968,-0.2,561094.4,6.0052002e-12,,,142.01326,3951,33476.370374917984,0.01,585.4672,11,57276780.0,3.7128773,,-3.2090065,110.257286,0.01
61.33248987854251,-0.12,242386,-137.00531,5.489488,1296,2.4588723,57277336.0,0.2,-585.4672,0.04,3952,26.06751,1.6964244e-22,-105.60879,0.01,0.006708302,0.01,-0.09265051,-0.2,561205.0,6.0021614e-12,,,142.00531,3952,33488.03764152527,0.01,585.4672,11,57277336.0,3.6223419,,-0.7013092,110.257286,0.01
61.322539843157095,0.12,242408,-136.99689,5.4891877,1296,2.4586194,57277896.0,0.2,-585.4672,0.04,3953,116.30106,,-103.70812,0.01,0.02949725,0.01,0.12961087,-0.2,561313.7,5.9991252e-12,,,141.99689,3953,33501.41068530083,0.01,585.4672,11,57277900.0,5.2944584,,-3.3525355,110.257286,0.01
61.31284774911482,-0.2,242431,-136.99243,5.488694,1296,2.4583664,57278456.0,0.2,-585.4672,0.04,3954,1.8201587,,-119.341225,0.01,0.0009370798,0.01,-0.03774692,-0.12,561438.06,5.9960908e-12,,,141.99243,3954,33514.71680402756,0.01,585.4672,11,57278456.0,4.5074005,,-0.10347457,110.257286,0.01
61.30189633375474,-0.2,242449,-136.9855,5.4875975,1296,2.4581137,57279016.0,-0.2,-585.4672,0.04,3955,222.021,,-109.611115,0.01,0.05614406,0.01,-0.21261115,0.12,561552.7,5.993059e-12,,,141.9855,3955,33530.17880678177,0.01,585.4672,11,57279020.0,2.148397,,-5.983591,110.257286,0.01
61.29625884732052,-0.2,242488,-136.98016,5.487254,1296,2.4578607,57279572.0,0.2,-585.4672,0.04,3956,14.618407,,-115.859695,0.01,0.0046274946,0.01,0.15273264,0.12,561673.5,5.9900297e-12,,,141.98016,3956,33544.388736486435,0.01,585.4672,11,57279572.0,5.07773,,-0.49753225,110.257286,0.01
61.28658074298711,-0.12,242511,-136.97208,5.486399,1296,2.457608,57280132.0,-0.2,-585.4672,0.04,3957,0.46501437,,-104.930824,0.01,0.00011976281,0.01,-0.09187026,0.2,561783.5,5.987002e-12,,,141.97208,3957,33560.193539857864,0.01,585.4672,11,57280132.0,3.1015558,,-0.01238637,110.257286,0.01
61.27488630621526,0.04,242526,-136.96407,5.486235,1296,2.4573553,57280696.0,-0.2,-585.4672,0.12,3958,0.860395,,-105.27259,0.01,0.0004071865,0.01,-0.22966816,-0.2,561893.75,5.9839776e-12,,,141.96407,3958,33575.091329813,0.01,585.4672,11,57280696.0,5.8378015,,-0.0442267,110.257286,0.01
61.26420813336701,-0.2,242545,-136.95845,5.485938,1296,2.4571028,57281256.0,-0.04,-585.4672,0.12,3959,13.069796,,-114.74475,0.01,0.0034442432,0.01,-0.3455412,-0.2,562013.5,5.9809544e-12,,,141.95845,3959,33588.770552158356,0.01,585.4672,11,57281256.0,5.3030996,,-0.37803397,110.257286,0.01
61.25606060606061,-0.04,242574,-136.95029,5.48562,1296,2.45685,57281816.0,0.2,-585.4672,0.12,3960,5.1711445,,-104.605385,0.01,0.0013185353,0.01,0.0861187,-0.2,562123.1,5.9779347e-12,,,141.95029,3960,33601.289956092834,0.01,585.4672,11,57281816.0,5.222106,,-0.14228506,110.257286,0.01
61.24867457712699,-0.2,242606,-136.94499,5.4853053,1296,2.4565976,57282376.0,0.2,-585.4672,0.12,3961,9.539447,,-116.06242,0.01,0.0025013643,0.01,0.054452613,-0.04,562244.1,5.9749163e-12,,,141.94499,3961,33614.099712371826,0.01,585.4672,11,57282376.0,5.239612,,-0.26193482,110.257286,0.01
61.24028268551237,-0.12,242634,-136.93578,5.4837766,1296,2.4563453,57282936.0,0.04,-585.4672,0.2,3962,93.10409,,-100.39802,0.01,0.025248727,0.01,-0.096586704,-0.2,562349.56,5.9719005e-12,,,141.93578,3962,33626.41072320938,0.01,585.4672,11,57282940.0,0.4259457,,-2.6669474,110.257286,0.01
61.231642694928084,-0.2,242661,-136.93011,5.4836287,1296,2.4560928,57283492.0,0.2,-585.4672,0.12,3963,2.1146443,,-114.531364,0.01,0.000579435,0.01,0.13559937,0.04,562469.06,5.9688877e-12,,,141.93011,3963,33638.75400304794,0.01,585.4672,11,57283492.0,5.872046,,-0.061428566,110.257286,0.01
61.21997981836529,-0.2,242676,-136.923,5.4830956,1296,2.4558406,57284052.0,0.04,-585.4672,0.12,3964,0.8835441,,-108.74193,0.01,0.00026238995,0.01,0.179796,0.2,562582.8,5.9658762e-12,,,141.923,3964,33651.794697761536,0.01,585.4672,11,57284052.0,4.3698,,-0.029029865,110.257286,0.01
61.208575031525854,-0.04,242692,-136.91608,5.4814343,1296,2.4555883,57284612.0,0.12,-585.4672,0.2,3965,99.911736,,-109.443634,0.01,0.025304293,0.01,0.065736264,-0.2,562697.25,5.9628674e-12,,,141.91608,3965,33664.5122859478,0.01,585.4672,11,57284616.0,-0.10228145,,-2.929398,110.257286,0.01
61.19793242561775,0.04,242711,-136.90794,5.481223,1296,2.455336,57285172.0,-0.2,-585.4672,0.2,3966,0.16971715,,-104.598755,0.01,5.454609e-05,0.01,-0.09435688,-0.12,562806.9,5.959861e-12,,,141.90794,3966,33677.212799310684,0.01,585.4672,11,57285172.0,5.6207743,,-0.0061080544,110.257286,0.01
61.18729518527855,-0.2,242730,-136.90056,5.480989,1296,2.455084,57285724.0,-0.04,-585.4672,0.2,3967,6.6902256,,-107.58531,0.01,0.0017594988,0.01,-0.16736558,-0.12,562919.5,5.9568565e-12,,,141.90056,3967,33690.08348989487,0.01,585.4672,11,57285724.0,5.549438,,-0.18499723,110.257286,0.01
61.17590725806452,-0.2,242746,-136.89397,5.4805565,1296,2.454832,57286290.0,-0.04,-585.4672,-0.2,3968,279.69946,,-110.801956,0.01,0.070620544,0.01,-0.30484605,0.12,563035.25,5.953854e-12,,,141.89397,3968,33702.42837929726,0.01,585.4672,11,57286296.0,4.759936,,-7.592991,110.257286,0.01
61.176618795666414,-0.12,242810,-136.89421,5.4804845,1296,2.45458,57286850.0,-0.2,-585.4672,0.2,3969,7.247393,,-137.81389,0.01,0.0019215004,0.01,-0.16962707,-0.04,563178.1,5.950854e-12,,,141.89421,3969,33715.615646362305,0.01,585.4672,11,57286850.0,6.1283245,,-0.23519278,110.257286,0.01
61.167002518891685,0.12,242833,-136.88838,5.4803987,1296,2.454328,57287404.0,-0.2,-585.4672,0.2,3970,25.507673,,-113.738815,0.01,0.007739229,0.01,0.07099141,-0.04,563296.9,5.947857e-12,,,141.88838,3970,33728.129786491394,0.01,585.4672,11,57287404.0,6.1345224,,-0.8164937,110.257286,0.01
61.15814656257869,0.2,242859,-136.88332,5.479585,1296,2.4540763,57287960.0,-0.2,-585.4672,-0.12,3971,313.97186,,-116.80445,0.01,0.08027232,0.01,-0.15591456,-0.04,563418.6,5.944862e-12,,,141.88332,3971,33742.91196155548,0.01,585.4672,11,57287970.0,3.2459514,,-8.982878,110.257286,0.01
61.148791540785496,-0.2,242883,-136.87936,5.4793296,1296,2.4538245,57288520.0,-0.12,-585.4672,0.2,3972,0.057301052,,-121.16352,0.01,4.686745e-05,0.01,-0.14306846,-0.04,563544.8,5.941869e-12,,,141.87936,3972,33757.08347034454,0.01,585.4672,11,57288520.0,5.387254,,-0.005132301,110.257286,0.01
61.14019632519506,-0.12,242910,-136.87393,5.4791417,1296,2.4535728,57289080.0,-0.2,-585.4672,0.2,3973,1.7694668,3.6512287e-36,-115.34436,0.01,0.00086022454,0.01,-0.08036403,0.04,563665.1,5.938878e-12,,,141.87393,3973,33771.06789827347,0.01,585.4672,11,57289080.0,5.7359724,,-0.09356128,110.257286,0.01
61.1298439859084,0.12,242930,-136.86777,5.4790444,1296,2.453321,57289640.0,-0.2,-585.4672,0.2,3974,17.518415,,-112.37574,0.01,0.004796125,0.01,0.1573275,0.04,563782.5,5.9358894e-12,,,141.86777,3974,33786.639780044556,0.01,585.4672,11,57289640.0,6.086922,,-0.51470476,110.257286,0.01
61.12,-0.2,242952,-136.86098,5.478906,1296,2.4530694,57290200.0,-0.12,-585.4672,0.2,3975,5.3753757,,-109.8575,0.01,0.002403917,0.01,-0.08863317,0.04,563897.4,5.9329035e-12,,,141.86098,3975,33800.6542403698,0.01,585.4672,11,57290200.0,5.9242263,,-0.26711518,110.257286,0.01
61.10890342052314,0.12,242969,-136.85458,5.478578,1296,2.452818,57290756.0,0.2,-585.4672,-0.04,3976,277.03757,,-111.4429,0.01,0.07628679,0.01,0.10943069,-0.2,564013.8,5.929919e-12,,,141.85458,3976,33813.84515166283,0.01,585.4672,11,57290764.0,5.1696,,-9.121082,110.257286,0.01
61.09957254211717,-0.04,242993,-136.85059,5.4779873,1296,2.4525664,57291308.0,-0.2,-585.4672,0.2,3977,30.676949,,-120.92149,0.01,0.007836729,0.01,0.116862796,0.12,564139.75,5.926937e-12,,,141.85059,3977,33827.36563754082,0.01,585.4672,11,57291308.0,4.0562334,,-0.82952046,110.257286,0.01
61.08898944193062,-0.2,243012,-136.84366,5.4770327,1296,2.452315,57291864.0,0.04,-585.4672,0.12,3978,314.72012,,-109.30111,0.01,0.079401776,0.01,-0.22483446,-0.2,564254.06,5.923958e-12,,,141.84366,3978,33840.65166282654,0.01,585.4672,11,57291870.0,2.6718822,,-8.374013,110.257286,0.01
61.080422216637345,-0.2,243039,-136.83629,5.4759846,1296,2.4520636,57292420.0,-0.04,-585.4672,0.2,3979,0.23958676,,-107.52575,0.01,8.730914e-05,0.01,0.09173101,0.12,564366.56,5.9209807e-12,,,141.83629,3979,33853.378613471985,0.01,585.4672,11,57292420.0,2.2336287,,-0.00914712,110.257286,0.01
61.072613065326635,-0.2,243069,-136.82993,5.4755955,1296,2.4518123,57292980.0,0.04,-585.4672,0.2,3980,43.775993,1.5008458e-11,-111.573654,0.01,0.011239603,0.01,0.1553621,0.12,564483.1,5.9180057e-12,,,141.82993,3980,33865.61331605911,0.01,585.4672,11,57292980.0,4.927667,,-1.2776331,110.257286,0.01
61.06304948505401,-0.12,243092,-136.8235,5.4753065,1296,2.4515612,57293540.0,0.04,-585.4672,0.2,3981,25.417389,3.35795e-22,-111.281494,0.01,0.0064381068,0.01,0.3196047,0.2,564599.4,5.9150332e-12,,,141.8235,3981,33878.03426480293,0.01,585.4672,11,57293540.0,5.3149276,,-0.71382564,110.257286,0.01
61.051983927674534,-0.04,243109,-136.81532,5.475077,1296,2.45131,57294092.0,0.12,-585.4672,0.2,3982,1.2598681,5.4449395e-23,-104.249054,0.01,0.00031873534,0.01,0.48429516,0.2,564708.6,5.9120625e-12,,,141.81532,3982,33890.6328766346,0.01,585.4672,11,57294092.0,5.5563283,,-0.03525429,110.257286,0.01
61.04092392668843,0.12,243126,-136.80917,5.4746494,1296,2.4510589,57294650.0,-0.2,-585.4672,0.04,3983,165.86887,,-112.26862,0.01,0.04187747,0.01,-0.22418824,-0.2,564825.94,5.909094e-12,,,141.80917,3983,33902.80741262436,0.01,585.4672,11,57294652.0,4.7709656,,-4.8117805,110.257286,0.01
61.03112449799197,-0.2,243148,-136.80309,5.4739246,1296,2.4508078,57295200.0,-0.2,-585.4672,0.12,3984,183.27034,,-112.52944,0.01,0.0464492,0.01,-0.28736758,-0.04,564943.5,5.906128e-12,,,141.80309,3984,33915.05119848251,0.01,585.4672,11,57295204.0,3.5422828,,-5.586738,110.257286,0.01
