AvgEpLen,InvPendulum_mu3_higher,TimestepsSoFar,ReturnMean,DenMISEMeanLog,GridSize,DenMISELogFirst,Bound,InvPendulum_mu2_higher,ReturnMin,InvPendulum_mu1_higher,Iteration,IWMax,IWLastEpisode,ReturnLastEpisode,InvPendulum_std2_higher,IWMean,InvPendulum_std3_higher,ActionIn1,InvPendulum_mu0_higher,Regret,Delta,NumTrainableParams,IWMin,Regret/t,NumTrajectories,TimeElapsed,InvPendulum_std1_higher,ReturnAbsMax,MinEpLen,BoundBonus,DenMISELogLast,IWFirstEpisode,BoundMISE,ReturnMax,InvPendulum_std0_higher
62.86831550802139,-0.1,94051,-138.87383,6.213653,625,3.4302993,140658660.0,-0.2,-499.84247,0.2,1496,0.32462478,,-111.48422,0.01,0.0002290196,0.01,-0.20502964,-0.1,215235.23,8.678486e-11,,,143.87383,1496,5368.573374509811,0.01,499.84247,11,140658660.0,5.74993,,-0.024498165,72.096214,0.01
62.83500334001336,0.1,94064,-138.85126,6.2126975,625,3.429631,140662740.0,-0.2,-499.84247,0.2,1497,0.02926581,,-105.091064,0.01,2.012667e-05,0.01,-0.033294685,-0.1,215345.33,8.666896e-11,,,143.85126,1497,5374.883340597153,0.01,499.84247,11,140662740.0,5.782383,,-0.0022461105,72.096214,0.01
62.80574098798398,-0.2,94083,-138.83,6.2108855,625,3.4289634,140666780.0,-0.1,-499.84247,0.2,1498,0.059534065,,-107.02218,0.01,4.9121896e-05,0.01,-0.20444593,-0.1,215457.34,8.655328e-11,,,143.83,1498,5381.2623426914215,0.01,499.84247,11,140666780.0,4.4979634,,-0.0054308698,72.096214,0.01
62.77384923282188,-0.1,94098,-138.80748,6.2086124,625,3.4282959,140670830.0,-0.2,-499.84247,0.2,1499,1.497673,,-105.06285,0.01,0.0010330809,0.01,0.0136372,0.1,215567.4,8.643784e-11,,,143.80748,1499,5387.38439822197,0.01,499.84247,11,140670830.0,3.8026912,,-0.107931815,72.096214,0.01
62.744,0.1,94116,-138.7905,6.207912,625,3.427629,140674880.0,-0.2,-499.84247,0.2,1500,0.7996468,,-113.340294,0.01,0.0007068922,0.01,0.19968858,0.1,215685.75,8.632262e-11,,,143.7905,1500,5393.622634649277,0.01,499.84247,11,140674880.0,6.1565413,,-0.07465957,72.096214,0.01
62.709526982011994,-0.2,94127,-138.76682,6.206271,625,3.4269626,140678910.0,-0.1,-499.84247,0.2,1501,0.011203869,,-103.260956,0.01,7.719123e-06,0.01,0.032793805,0.1,215794.0,8.6207645e-11,,,143.76682,1501,5399.67213344574,0.01,499.84247,11,140678910.0,4.7463307,,-0.00083265116,72.096214,0.01
62.67776298268975,-0.2,94142,-138.74428,6.2051992,625,3.4262967,140682980.0,0.1,-499.84247,0.2,1502,0.12568638,,-104.88781,0.01,0.00013379513,0.01,0.25280115,0.1,215903.9,8.60929e-11,,,143.74428,1502,5406.077263355255,0.01,499.84247,11,140682980.0,5.592358,,-0.014437189,72.096214,0.01
62.64537591483699,-0.1,94156,-138.72356,6.201733,625,3.425631,140687000.0,0.2,-499.84247,0.2,1503,0.032237202,1.0487156e-36,-107.616806,0.01,2.2726665e-05,0.01,0.4111963,0.1,216016.52,8.597836e-11,,,143.72356,1503,5412.014120101929,0.01,499.84247,11,140687000.0,1.9979672,,-0.0024481106,72.096214,0.01
62.61303191489362,-0.1,94170,-138.70123,6.2010665,625,3.4249659,140691040.0,0.1,-499.84247,0.2,1504,14.378281,7.727049e-38,-105.13249,0.01,0.009852313,0.01,0.46343607,0.2,216126.66,8.5864066e-11,,,143.70123,1504,5417.994632959366,0.01,499.84247,11,140691040.0,6.1984982,,-1.0527864,72.096214,0.01
62.58671096345515,0.2,94193,-138.67764,6.1967225,625,3.4243014,628060.2,-0.2,-499.84247,-0.2,1505,0.045686986,,-103.187546,0.01,4.028799e-05,0.01,-0.11108339,0.1,216234.84,8.575001e-11,,,143.67764,1505,5423.808033704758,0.01,499.84247,11,628060.2,0.65480924,,-0.005322391,72.096214,0.01
62.55511288180611,0.2,94208,-138.65788,6.1958337,625,3.4236372,628078.1,0.1,-499.84247,0.2,1506,0.68692297,,-108.93974,0.01,0.0005567802,0.01,0.7258565,0.2,216348.78,8.5636165e-11,,,143.65788,1506,5429.570698261261,0.01,499.84247,11,628078.2,5.857502,,-0.06733674,72.096214,0.01
62.53085600530856,-0.1,94234,-138.64604,6.1941566,625,3.4229732,628096.06,0.2,-499.84247,-0.2,1507,1.415041,,-120.81712,0.01,0.0011449249,0.01,0.1251506,0.2,216474.6,8.552255e-11,,,143.64604,1507,5435.32904458046,0.01,499.84247,11,628096.2,4.6653705,,-0.13585818,72.096214,0.01
62.508620689655174,0.2,94263,-138.6374,6.193508,625,3.4223099,628114.0,-0.1,-499.84247,0.2,1508,0.8884575,,-125.62304,0.01,0.0010783528,0.01,0.14070311,-0.2,216605.22,8.5409166e-11,,,143.6374,1508,5440.9445769786835,0.01,499.84247,11,628114.1,6.2147083,,-0.13851325,72.096214,0.01
62.48111332007952,-0.1,94284,-138.62424,6.1915407,625,3.421647,628131.9,0.2,-499.84247,-0.2,1509,1.680974,,-118.75366,0.01,0.00125106,0.01,-0.28077865,-0.2,216728.97,8.5296e-11,,,143.62424,1509,5446.702910423279,0.01,499.84247,11,628132.06,4.2226934,,-0.16489479,72.096214,0.01
62.46754966887417,0.2,94326,-138.6129,6.190377,625,3.4209845,628149.8,0.2,-499.84247,-0.2,1510,2.6853168,,-121.49991,0.01,0.001978193,0.01,0.30897832,0.1,216855.47,8.518306e-11,,,143.6129,1510,5452.4370658397675,0.01,499.84247,11,628150.06,5.434505,,-0.25691015,72.096214,0.01
62.43944407677035,-0.2,94346,-138.59857,6.1901484,625,3.4203224,628167.7,0.1,-499.84247,0.2,1511,1.3184211,,-116.959755,0.01,0.0021204585,0.01,0.30394572,0.2,216977.44,8.507035e-11,,,143.59857,1511,5458.0484354496,0.01,499.84247,11,628167.94,6.842309,,-0.24074903,72.096214,0.01
62.407407407407405,0.2,94360,-138.57607,6.188615,625,3.4196608,628185.5,-0.2,-499.84247,0.1,1512,2.8861604,,-104.57058,0.01,0.0033075202,0.01,-0.11449778,-0.2,217087.0,8.495786e-11,,,143.57607,1512,5464.1237807273865,0.01,499.84247,11,628185.9,4.8699226,,-0.38825348,72.096214,0.01
62.38598810310641,0.1,94390,-138.56316,6.186627,625,3.4189997,628203.3,-0.2,-499.84247,-0.2,1513,5.905238,,-119.06791,0.01,0.00452807,0.01,-0.09754644,0.2,217211.06,8.484559e-11,,,143.56316,1513,5469.778217315674,0.01,499.84247,11,628203.8,4.176701,,-0.5244583,72.096214,0.01
62.35667107001321,-0.2,94408,-138.54596,6.186008,625,3.418339,628220.8,0.2,-499.84247,0.2,1514,10.826906,,-112.53713,0.01,0.00780278,0.01,0.3136216,0.1,217328.6,8.473355e-11,,,143.54596,1514,5475.481770515442,0.01,499.84247,11,628221.7,6.243581,,-0.88898003,72.096214,0.01
62.32805280528053,0.2,94427,-138.52614,6.183683,625,3.4176788,628238.5,0.1,-499.84247,-0.2,1515,1.7762465,,-108.48345,0.01,0.002180265,0.01,-0.105881065,-0.2,217442.1,8.4621726e-11,,,143.52614,1515,5480.86051940918,0.01,499.84247,11,628239.56,3.6554673,,-1.08768,72.096214,0.01
62.61675461741425,0.1,94927,-138.76105,6.1823606,625,3.417019,628256.44,-0.2,-499.84247,0.2,1516,9.871439,,-494.66046,0.01,0.008890293,0.01,-0.0834397,-0.2,217941.75,8.451013e-11,,,143.76105,1516,5487.113101005554,0.01,499.84247,11,628257.5,5.1758494,,-1.0883123,72.096214,0.01
62.5932762030323,0.2,94954,-138.74097,6.1818247,625,3.4163594,628274.06,-0.1,-499.84247,-0.2,1517,3.9352677,,-108.29534,0.01,0.002654769,0.01,-0.2951401,-0.2,218055.05,8.439874e-11,,,143.74097,1517,5492.690154075623,0.01,499.84247,11,628275.4,6.3624754,,-1.323086,72.096214,0.01
62.56587615283267,0.1,94975,-138.72406,6.180114,625,3.4157004,628291.75,0.2,-499.84247,-0.2,1518,17.110888,,-113.083984,0.01,0.011431738,0.01,-0.119858116,-0.2,218173.12,8.428758e-11,,,143.72406,1518,5498.207736968994,0.01,499.84247,11,628293.1,4.580434,,-1.370418,72.096214,0.01
62.554312047399605,-0.2,95020,-138.72661,6.178763,625,3.415042,628309.5,0.2,-499.84247,-0.2,1519,19.788826,,-142.59381,0.01,0.013153627,0.01,-0.05538851,0.1,218320.72,8.417664e-11,,,143.72661,1519,5503.669634580612,0.01,499.84247,11,628311.0,5.1164947,,-1.5217801,72.096214,0.01
62.5296052631579,0.2,95045,-138.71596,6.177181,625,3.414384,628327.4,-0.2,-499.84247,-0.1,1520,12.273529,,-122.535515,0.01,0.011897788,0.01,-0.3057869,-0.2,218448.25,8.4065914e-11,,,143.71596,1520,5509.408663034439,0.01,499.84247,11,628328.9,4.760745,,-1.5009408,72.096214,0.01
62.51019066403682,0.2,95078,-138.70862,6.176987,625,3.413726,628344.94,0.2,-499.84247,-0.1,1521,17.629534,,-127.555504,0.01,0.015185437,0.01,0.4851158,0.2,218580.81,8.395542e-11,,,143.70862,1521,5515.065847396851,0.01,499.84247,11,628346.7,6.86829,,-1.7461916,72.096214,0.01
62.48423127463863,0.2,95101,-138.69551,6.176669,625,3.413069,628362.25,0.1,-499.84247,-0.2,1522,25.155684,1.154345e-35,-118.75989,0.01,0.017195048,0.01,0.31009975,0.2,218704.56,8.3845125e-11,,,143.69551,1522,5520.594302415848,0.01,499.84247,11,628364.44,6.681202,,-2.1578443,72.096214,0.01
62.47997373604728,0.2,95157,-138.70383,6.175276,625,3.4124122,628380.0,-0.1,-499.84247,-0.2,1523,19.664616,,-151.368,0.01,0.015577642,0.01,0.0698844,0.2,218860.94,8.3735074e-11,,,143.70383,1523,5526.136546611786,0.01,499.84247,11,628382.25,5.0353208,,-2.2291684,72.096214,0.01
62.45931758530184,0.2,95188,-138.69739,6.1744614,625,3.4117558,628397.4,-0.2,-499.84247,0.1,1524,24.602262,,-128.88261,0.01,0.02336662,0.01,0.2928361,0.2,218994.81,8.362522e-11,,,143.69739,1524,5531.651736021042,0.01,499.84247,11,628400.0,5.917385,,-2.617598,72.096214,0.01
62.43016393442623,0.2,95206,-138.68146,6.1742125,625,3.4110997,628414.94,-0.2,-499.84247,-0.1,1525,35.00916,,-114.388535,0.01,0.02350683,0.01,0.113860786,0.2,219114.22,8.351558e-11,,,143.68146,1525,5537.087127447128,0.01,499.84247,11,628417.75,6.772878,,-2.7826982,72.096214,0.01
62.40760157273919,-0.1,95234,-138.67128,6.1737256,625,3.4104443,628432.44,-0.2,-499.84247,-0.2,1526,36.790947,,-123.16843,0.01,0.024627488,0.01,-0.71812224,-0.2,219242.38,8.340616e-11,,,143.67128,1526,5542.453099727631,0.01,499.84247,11,628435.5,6.4072804,,-3.0550194,72.096214,0.01
62.38179436804191,-0.2,95257,-138.65056,6.1728773,625,3.409789,628450.2,-0.2,-499.84247,0.1,1527,44.06585,,-107.03111,0.01,0.028924411,0.01,-0.51223403,-0.2,219354.4,8.329695e-11,,,143.65056,1527,5548.06130695343,0.01,499.84247,11,628453.25,5.8536386,,-3.0394404,72.096214,0.01
62.35078534031414,0.2,95272,-138.6301,6.1729116,625,3.4091344,628467.94,0.2,-499.84247,0.1,1528,29.221163,,-107.38921,0.01,0.023857776,0.01,0.27847174,-0.2,219466.8,8.318796e-11,,,143.6301,1528,5554.281361579895,0.01,499.84247,11,628471.0,7.197781,,-3.0787017,72.096214,0.01
62.330935251798564,0.2,95304,-138.61827,6.1717653,625,3.4084802,628485.56,0.2,-499.84247,-0.1,1529,37.926197,,-120.54096,0.01,0.02498714,0.01,0.09193589,-0.2,219592.34,8.307918e-11,,,143.61827,1529,5560.51993727684,0.01,499.84247,11,628488.75,5.393719,,-3.2129154,72.096214,0.01
62.30326797385621,0.2,95324,-138.60297,6.17006,625,3.4078264,628502.6,0.2,-499.84247,0.1,1530,43.089172,,-115.1967,0.01,0.032805637,0.01,0.68267703,0.2,219712.53,8.297062e-11,,,143.60297,1530,5566.807935714722,0.01,499.84247,11,628506.44,4.540353,,-3.8282702,72.096214,0.01
62.27237099934683,0.2,95339,-138.58345,6.1689663,625,3.4071732,628517.7,0.2,-499.84247,-0.2,1531,73.647,,-108.73052,0.01,0.048225548,0.01,0.072419316,-0.1,219826.27,8.2862266e-11,,,143.58345,1531,5572.738456487656,0.01,499.84247,11,628524.06,5.4618654,,-6.37187,72.096214,0.01
62.25,0.2,95367,-138.57495,6.167575,625,3.4065201,628535.25,0.1,-499.84247,0.2,1532,43.013382,,-125.5649,0.01,0.048531346,0.01,0.29068607,-0.2,219956.83,8.275412e-11,,,143.57495,1532,5578.51087808609,0.01,499.84247,11,628541.8,4.987965,,-6.554462,72.096214,0.01
62.236138290932814,-0.2,95408,-138.5712,6.167897,625,3.4058676,628548.6,-0.2,-499.84247,-0.2,1533,132.32248,,-132.8324,0.01,0.08755196,0.01,-0.68451047,-0.1,220094.66,8.26462e-11,,,143.5712,1533,5583.952352762222,0.01,499.84247,11,628559.44,7.616841,,-10.797736,72.096214,0.01
62.22164276401565,-0.2,95448,-138.55653,6.167075,625,3.4052155,628565.0,0.2,-499.84247,-0.1,1534,149.79916,,-116.06531,0.01,0.09901095,0.01,-0.31566358,-0.2,220215.72,8.253848e-11,,,143.55653,1534,5588.937722206116,0.01,499.84247,11,628577.1,5.819303,,-12.136236,72.096214,0.01
62.194788273615636,0.1,95469,-138.53505,6.1662197,625,3.404564,628581.9,-0.2,-499.84247,-0.2,1535,40.854492,,-105.58527,0.01,0.029376782,0.01,-0.502563,-0.2,220326.31,8.243098e-11,,,143.53505,1535,5594.9035432338715,0.01,499.84247,11,628594.75,5.759626,,-12.873436,72.096214,0.01
62.177734375,-0.1,95505,-138.52953,6.1647587,625,3.4039125,628596.6,-0.2,-499.84247,-0.2,1536,185.15244,,-130.04784,0.01,0.12558207,0.01,-0.3076451,0.2,220461.36,8.2323676e-11,,,143.52953,1536,5600.11220741272,0.01,499.84247,11,628612.3,4.895928,,-15.7080965,72.096214,0.01
62.1476903057905,0.2,95521,-138.51013,6.1646333,625,3.4032617,628596.0,-0.1,-499.84247,0.2,1537,401.174,,-108.721886,0.01,0.29177478,0.01,0.5068649,0.2,220575.08,8.221659e-11,,,143.51013,1537,5605.548681974411,0.01,499.84247,11,628630.06,6.8492703,,-34.05438,72.096214,0.01
62.118985695708716,0.1,95539,-138.49405,6.163781,625,3.4026113,628611.4,0.2,-499.84247,0.2,1538,510.62613,,-113.762276,0.01,0.33855858,0.01,0.32457078,-0.2,220693.84,8.210971e-11,,,143.49405,1538,5612.517369508743,0.01,499.84247,11,628647.6,5.591547,,-36.26025,72.096214,0.01
62.09291747888239,0.1,95561,-138.47498,6.161227,625,3.4019613,628566.06,0.2,-499.84247,-0.2,1539,1185.4237,,-109.14398,0.01,0.8224263,0.01,0.2876966,0.2,220807.98,8.2003036e-11,,,143.47498,1539,5619.064419031143,0.01,499.84247,11,628665.2,2.9428575,,-99.12392,72.096214,0.01
62.073376623376625,-0.2,95593,-138.46922,6.1602597,625,3.4013119,628553.0,0.2,-499.84247,-0.1,1540,1737.2202,,-129.61453,0.01,1.1340989,0.01,0.110927075,0.2,220942.6,8.189657e-11,,,143.46922,1540,5626.095200061798,0.01,499.84247,11,628682.75,5.045994,,-129.7505,72.096214,0.01
62.04672290720311,0.2,95614,-138.45233,6.1601157,625,3.4006627,628562.94,0.2,-499.84247,0.2,1541,1515.7478,,-112.43348,0.01,1.1915224,0.01,0.73362094,0.1,221060.03,8.1790325e-11,,,143.45233,1541,5632.728127002716,0.01,499.84247,11,628700.3,6.1763196,,-137.36713,72.096214,0.01
62.01491569390402,0.2,95627,-138.43176,6.1597147,625,3.400014,628567.44,-0.2,-499.84247,0.2,1542,1996.31,,-106.74552,0.01,1.3024971,0.01,0.13464941,-0.1,221171.78,8.168427e-11,,,143.43176,1542,5639.415668010712,0.01,499.84247,11,628717.94,5.669973,,-150.47725,72.096214,0.01
61.983797796500326,0.2,95641,-138.41156,6.15913,625,3.3993657,628577.6,-0.2,-499.84247,-0.2,1543,1820.822,,-107.248886,0.01,1.1825978,0.01,-0.3171997,-0.1,221284.03,8.1578425e-11,,,143.41156,1543,5645.288744211197,0.01,499.84247,11,628735.44,5.417777,,-157.78299,72.096214,0.01
61.96826424870466,-0.2,95679,-138.40735,6.159415,625,3.3987176,544516.0,-0.2,-499.84247,-0.2,1544,0.9077987,,-131.89883,0.01,0.0007289968,0.01,-0.5017656,0.1,221420.94,8.1472794e-11,,,143.40735,1544,5651.289179325104,0.01,499.84247,11,544516.06,6.816066,,-0.08656702,72.096214,0.01
61.945631067961166,-0.2,95706,-138.39105,6.159559,625,3.3980703,544531.1,-0.1,-499.84247,-0.2,1545,1.5698082,,-113.264496,0.01,0.001204861,0.01,-0.6931978,-0.2,221539.19,8.136735e-11,,,143.39105,1545,5657.68111371994,0.01,499.84247,11,544531.25,7.3817396,,-0.14525351,72.096214,0.01
61.95213454075032,-0.2,95778,-138.36389,6.159649,625,3.3974233,544546.25,0.2,-499.84247,-0.2,1546,1.482622,,-96.38226,0.01,0.0010484047,0.01,-0.29373914,-0.1,221640.58,8.126213e-11,,,143.36389,1546,5664.129067659378,0.01,499.84247,11,544546.4,7.2974105,,-0.10549882,72.096214,0.01
61.943762120232705,-0.2,95827,-138.35777,6.1596336,625,3.3967767,544561.3,0.2,-499.84247,0.1,1547,2.1914492,,-128.89056,0.01,0.0022255129,0.01,-0.11626979,-0.2,221774.47,8.11571e-11,,,143.35777,1547,5670.278392314911,0.01,499.84247,11,544561.56,7.134178,,-0.23497275,72.096214,0.01
61.92312661498708,0.1,95857,-138.3462,6.158353,625,3.3961303,544576.4,-0.2,-499.84247,0.2,1548,4.461914,,-120.45796,0.01,0.0030474567,0.01,0.3012956,0.2,221899.92,8.105228e-11,,,143.3462,1548,5676.307086467743,0.01,499.84247,11,544576.7,5.1725173,,-0.33379555,72.096214,0.01
61.89154293092318,-0.2,95870,-138.32529,6.1579976,625,3.3954847,544591.44,0.1,-499.84247,-0.2,1549,4.966932,,-105.955185,0.01,0.0035211015,0.01,-0.54073775,-0.2,222010.88,8.0947665e-11,,,143.32529,1549,5682.511337995529,0.01,499.84247,11,544591.8,6.6087008,,-0.3646241,72.096214,0.01
61.913548387096775,-0.2,95966,-138.3135,6.156474,625,3.3948393,544606.56,-0.1,-499.84247,-0.2,1550,2.5109088,,-120.053055,0.01,0.0037074145,0.01,-0.30088115,0.2,222135.94,8.084325e-11,,,143.3135,1550,5689.156529188156,0.01,499.84247,11,544606.94,4.790268,,-0.40478247,72.096214,0.01
61.892972275951,-0.1,95996,-138.30276,6.1549644,625,3.3941944,544621.6,-0.2,-499.84247,0.2,1551,6.140107,,-121.66814,0.01,0.004395753,0.01,-0.3033982,-0.2,222262.6,8.073904e-11,,,143.30276,1551,5695.629697799683,0.01,499.84247,11,544622.06,4.809068,,-0.46818852,72.096214,0.01
61.86984536082474,-0.2,96022,-138.28806,6.1544104,625,3.3935497,544636.6,0.1,-499.84247,0.2,1552,5.3898,,-115.4611,0.01,0.005193695,0.01,-0.08472624,-0.2,222383.06,8.063502e-11,,,143.28806,1552,5702.030623435974,0.01,499.84247,11,544637.2,6.292534,,-0.5529625,72.096214,0.01
61.83966516419832,-0.2,96037,-138.26665,6.1530013,625,3.3929057,544651.5,0.2,-499.84247,0.1,1553,7.7078857,,-105.0371,0.01,0.007041168,0.01,0.3155747,0.2,222493.1,8.0531214e-11,,,143.26665,1553,5708.286797046661,0.01,499.84247,11,544652.25,4.9613185,,-0.7651236,72.096214,0.01
61.81145431145431,-0.2,96055,-138.25006,6.1522465,625,3.392262,544666.56,-0.2,-499.84247,-0.1,1554,4.8656025,,-112.494,0.01,0.0074410164,0.01,-0.7147701,-0.2,222610.6,8.04276e-11,,,143.25006,1554,5714.18411231041,0.01,499.84247,11,544667.4,5.9729323,,-0.8055348,72.096214,0.01
61.7935691318328,-0.2,96089,-138.24072,6.152017,625,3.3916187,544681.5,0.2,-499.84247,0.2,1555,11.553827,,-123.726814,0.01,0.007552578,0.01,0.09771605,-0.1,222739.31,8.032419e-11,,,143.24072,1555,5719.9949831962585,0.01,499.84247,11,544682.4,6.78597,,-0.8475248,72.096214,0.01
61.762853470437015,0.2,96103,-138.21956,6.1514444,625,3.3909757,544696.6,-0.2,-499.84247,0.2,1556,11.901127,,-105.295944,0.01,0.0078835515,0.01,0.32066935,0.1,222849.62,8.022098e-11,,,143.21956,1556,5725.804846763611,0.01,499.84247,11,544697.5,6.2553163,,-0.8854581,72.096214,0.01
61.740526653821455,-0.2,96130,-138.20511,6.1495914,625,3.3903334,544711.25,0.1,-499.84247,-0.2,1557,15.765048,,-115.73578,0.01,0.010184368,0.01,-0.10439232,0.2,222970.36,8.011797e-11,,,143.20511,1557,5731.390830993652,0.01,499.84247,11,544712.56,4.256933,,-1.3256896,72.096214,0.01
61.72785622593068,-0.1,96172,-138.19286,6.148458,625,3.3896914,544725.8,-0.2,-499.84247,0.2,1558,14.210135,,-119.11438,0.01,0.016742501,0.01,0.10592779,0.2,223094.47,8.0015154e-11,,,143.19286,1558,5737.492611169815,0.01,499.84247,11,544727.6,5.3737965,,-1.7888068,72.096214,0.01
61.70109044259141,0.2,96192,-138.17178,6.148009,625,3.3890495,544740.5,0.2,-499.84247,0.2,1559,28.623444,,-105.353355,0.01,0.01935123,0.01,0.4975164,-0.1,223204.81,7.9912535e-11,,,143.17178,1559,5744.110821247101,0.01,499.84247,11,544742.6,6.43041,,-2.1450865,72.096214,0.01
61.67115384615385,-0.2,96207,-138.15367,6.147903,625,3.3884084,544754.94,-0.2,-499.84247,0.2,1560,37.860523,,-109.88828,0.01,0.025116818,0.01,-0.31991753,-0.1,223319.72,7.981012e-11,,,143.15367,1560,5750.413673877716,0.01,499.84247,11,544757.7,6.965025,,-2.7692564,72.096214,0.01
61.64381806534273,0.1,96226,-138.13374,6.1451263,625,3.3877676,544769.06,0.2,-499.84247,0.2,1561,50.453964,,-107.05786,0.01,0.03320257,0.01,0.7361321,0.2,223431.77,7.970789e-11,,,143.13374,1561,5756.508961200714,0.01,499.84247,11,544772.7,2.7861195,,-3.5963354,72.096214,0.01
61.613316261203586,-0.2,96240,-138.11493,6.144017,625,3.3871272,544783.9,-0.1,-499.84247,0.2,1562,55.23073,,-108.77718,0.01,0.03602255,0.01,0.08144313,0.2,223545.53,7.960587e-11,,,143.11493,1562,5762.596919536591,0.01,499.84247,11,544787.7,5.3798957,,-3.7962317,72.096214,0.01
61.589251439539346,-0.2,96264,-138.09734,6.1428895,625,3.3864872,544798.75,-0.1,-499.84247,0.2,1563,35.283302,,-110.59418,0.01,0.03614116,0.01,-0.27420005,-0.2,223661.12,7.9504035e-11,,,143.09734,1563,5768.214321136475,0.01,499.84247,11,544802.6,5.3450446,,-3.8955646,72.096214,0.01
61.559462915601024,-0.1,96279,-138.07727,6.1411347,625,3.3858476,544812.4,0.2,-499.84247,0.2,1564,68.30512,,-106.70589,0.01,0.044429783,0.01,0.096880496,-0.2,223772.84,7.94024e-11,,,143.07727,1564,5774.003652334213,0.01,499.84247,11,544817.7,4.364212,,-5.3292513,72.096214,0.01
61.52907348242812,-0.2,96293,-138.05656,6.140237,625,3.3852084,544827.06,-0.2,-499.84247,0.1,1565,57.70394,,-105.67101,0.01,0.052411202,0.01,-0.05272068,0.2,223883.52,7.930096e-11,,,143.05656,1565,5779.549296140671,0.01,499.84247,11,544832.56,5.693062,,-5.531115,72.096214,0.01
61.499361430395915,-0.2,96308,-138.03754,6.1377487,625,3.3845696,544828.9,-0.2,-499.84247,0.2,1566,229.2078,,-108.26753,0.01,0.17198592,0.01,-0.11195175,0.1,223996.78,7.9199716e-11,,,143.03754,1566,5785.204237699509,0.01,499.84247,11,544847.56,3.191324,,-18.661308,72.096214,0.01
61.47989789406509,-0.2,96339,-138.02614,6.1363363,625,3.3839312,544838.9,-0.2,-499.84247,-0.1,1567,135.51334,,-120.18216,0.01,0.21893868,0.01,-0.30797789,0.2,224121.97,7.909866e-11,,,143.02614,1567,5791.064773321152,0.01,499.84247,11,544862.56,4.759775,,-23.694073,72.096214,0.01
61.45025510204081,-0.1,96354,-138.00612,6.1364994,625,3.3832932,544780.9,0.2,-499.84247,0.2,1568,1402.0856,,-106.629745,0.01,0.91428524,0.01,0.52924144,0.2,224233.6,7.89978e-11,,,143.00612,1568,5797.664479494095,0.01,499.84247,11,544877.5,7.182626,,-96.64261,72.096214,0.01
61.41937539834289,-0.1,96367,-137.9868,6.135924,625,3.3826556,4269.8516,,-499.84247,-0.1,1569,1569.0002,,-107.67686,0.01,1.0000001,0.01,-0.36197716,-0.1,224346.28,7.889714e-11,,,142.9868,1569,5802.865139961243,0.01,499.84247,11,4213.022,5.5740376,,56.829697,72.096214,0.01
61.69872611464968,-0.1,96867,-137.82867,6.133517,625,3.3820186,4221.5283,,-499.84247,,1570,1570.0,3.9651327e-25,110.257286,0.01,1.0,0.01,-0.19594982,-0.1,224241.02,7.8796664e-11,,,142.82867,1570,5808.628686904907,0.01,499.84247,11,4213.137,2.6616535,,8.390998,110.257286,0.01
61.83259070655633,0.2,97139,-137.78383,6.1321783,625,3.3813818,4212.8916,-0.1,-499.84247,-0.1,1571,3.056309,,-67.402885,0.01,0.0020038155,0.01,0.11050781,0.1,224313.4,7.869638e-11,,,142.78383,1571,5814.8993101119995,0.01,499.84247,11,4213.253,4.337171,,-0.36126187,110.257286,0.01
61.833969465648856,-0.1,97203,-137.79701,6.130822,625,3.3807454,4199.824,-0.1,-499.84247,-0.2,1572,1571.9604,,-158.49983,0.01,1.0003673,0.01,-0.59178996,-0.2,224476.9,7.859629e-11,,,142.79701,1572,5821.012414216995,0.01,499.84247,11,4213.3677,4.998458,,-13.543367,110.257286,0.01
62.112523839796566,0.2,97703,-137.7213,6.1309805,625,3.3801095,4198.5317,0.1,-499.84247,0.2,1573,100.14311,,-18.680159,0.01,0.1110666,0.01,0.27117532,-0.2,224500.6,7.849639e-11,,,142.7213,1573,5828.47788143158,0.01,499.84247,11,4213.3887,6.6893744,,-14.856764,110.257286,0.01
62.099110546378654,-0.1,97744,-137.71999,6.130359,625,3.379474,4189.363,-0.2,-499.84247,0.2,1574,333.6568,,-135.67096,0.01,0.22860545,0.01,0.091644354,0.2,224641.27,7.839668e-11,,,142.71999,1574,5834.676806688309,0.01,499.84247,11,4213.472,6.042386,,-24.109152,110.257286,0.01
62.06984126984127,-0.1,97760,-137.70099,6.1294184,625,3.378839,4180.8276,0.2,-499.84247,-0.2,1575,428.0026,,-107.782906,0.01,0.27196297,0.01,-0.22279379,-0.1,224754.06,7.829716e-11,,,142.70099,1575,5840.14733672142,0.01,499.84247,11,4213.713,5.439039,,-32.88532,110.257286,0.01
62.05203045685279,-0.1,97794,-137.69458,6.129631,625,3.378204,4158.309,,-499.84247,-0.2,1576,1575.9998,,-127.60001,0.01,0.9999998,0.01,-0.51198244,-0.2,224886.66,7.819783e-11,,,142.69458,1576,5846.200843095779,0.01,499.84247,11,4213.828,7.221949,,-55.518803,110.257286,0.01
62.32974001268231,-0.1,98294,-137.6659,6.1302805,625,3.37757,4157.849,,-499.84247,-0.2,1577,1577.0004,6.7374554e-19,-92.47398,0.01,1.0000002,0.01,-0.40350044,-0.1,224984.12,7.809869e-11,,,142.6659,1577,5853.475921154022,0.01,499.84247,11,4213.943,7.460368,,-56.093853,110.257286,0.01
