IWFirstEpisode,BoundMISE,InvPendulum_mu0_higher,BoundBonus,DenMISELogLast,ReturnLastEpisode,IWLastEpisode,InvPendulum_mu3_higher,Regret/t,InvPendulum_mu1_higher,ActionIn1,IWMax,Regret,MinEpLen,GridSize,NumTrainableParams,IWMean,InvPendulum_std3_higher,InvPendulum_std1_higher,DenMISELogFirst,InvPendulum_mu2_higher,Bound,ReturnMax,ReturnMean,Iteration,Delta,TimestepsSoFar,InvPendulum_std0_higher,ReturnAbsMax,NumTrajectories,IWMin,TimeElapsed,DenMISEMeanLog,ReturnMin,AvgEpLen,InvPendulum_std2_higher
,-74.65464,-0.1,3325.7776,5.237212,-115.17772,,0.1,141.82675,-0.1,0.08984021,1045.3624,300530.88,11,625,,0.62652093,0.01,0.01,6.235768,0.2,3251.123,40.268513,-136.82675,2119,4.325589e-11,128055,0.01,550.9457,2119,,9428.750849246979,6.036079,-550.9457,60.431807456347336,0.01
,-76.34696,-0.2,3325.8433,6.422406,-122.799866,,-0.1,141.82013,-0.2,-0.50902855,1060.0002,300658.7,11,625,,1.0000002,0.01,0.01,6.2352962,,3249.4963,40.268513,-136.82013,2120,4.3215088e-11,128081,0.01,550.9457,2120,,9436.288370609283,6.036037,-550.9457,60.41556603773585,0.01
,-82.42463,-0.1,3325.8596,5.067158,-40.965027,,-0.2,141.77493,0.2,0.088719696,811.3434,300704.62,11,625,,0.7667115,0.01,0.01,6.2348247,0.2,3243.435,40.268513,-136.77493,2121,4.317435e-11,128581,0.01,550.9457,2121,,9444.486003160477,6.0354915,-550.9457,60.62281942479962,0.01
,-83.93581,-0.2,3325.925,7.806996,-105.13719,,-0.2,141.76003,0.1,-0.09357287,1060.9418,300814.78,11,625,,0.7725168,0.01,0.01,6.234353,0.2,3241.9893,40.268513,-136.76003,2122,4.3133667e-11,128604,0.01,550.9457,2122,,9452.375715017319,6.0361733,-550.9457,60.60508953817153,0.01
,-85.744675,0.2,3325.9907,5.1766944,-109.75533,,-0.2,141.7473,-0.1,-0.3471946,889.7205,300929.53,11,625,,0.79989135,0.01,0.01,6.233882,-0.2,3240.246,40.268513,-136.7473,2123,4.3093043e-11,128627,0.01,550.9457,2123,,9460.173658370972,6.035602,-550.9457,60.587376354215735,0.01
,-86.656265,-0.2,3326.106,4.8694415,-109.61729,,-0.1,141.73453,-0.1,-0.32507437,1062.0001,301044.12,11,625,,0.99999714,0.01,0.01,6.233411,0.1,3239.4497,40.268513,-136.73453,2124,4.3052475e-11,128645,0.01,550.9457,2124,,9467.616328954697,6.0348997,-550.9457,60.56732580037665,0.01
,-86.68496,0.1,3326.1719,7.282058,-96.95995,,-0.2,141.7158,-0.1,-0.21939632,1062.5001,301146.1,11,625,,0.99999976,0.01,0.01,6.23294,,3239.4868,40.268513,-136.7158,2125,4.3011962e-11,128964,0.01,550.9457,2125,,9475.15325307846,6.035397,-550.9457,60.688941176470586,0.01
,-87.13203,0.1,3326.237,7.2049165,-134.00307,,-0.1,141.71454,0.2,0.41983125,995.81464,301285.12,11,625,,0.82322156,0.01,0.01,6.23247,0.2,3239.105,40.268513,-136.71454,2126,4.2971512e-11,129011,0.01,550.9457,2126,,9482.360670089722,6.035858,-550.9457,60.68250235183443,0.01
,-89.95248,,3326.3027,5.671039,-110.58312,,-0.2,141.70226,-0.1,-0.31114894,1063.5001,301400.7,11,625,,1.0000001,0.01,0.01,6.2319994,,3236.3503,40.268513,-136.70226,2127,4.2931114e-11,129031,0.01,550.9457,2127,,9489.804651021957,6.035541,-550.9457,60.6633756464504,0.01
,-90.458405,0.2,3326.3684,7.2032804,-108.059555,,-0.2,141.6888,-0.1,-0.012661964,1063.8861,301513.75,11,625,,0.8869087,0.01,0.01,6.2315297,0.1,3235.91,40.268513,-136.6888,2128,4.2890774e-11,129084,0.01,550.9457,2128,,9496.933812856674,6.0360017,-550.9457,60.659774436090224,0.01
,-94.67894,-0.1,3326.4338,6.1579275,-110.15268,,-0.2,141.67635,0.1,-0.40976384,1064.4982,301628.94,11,625,,0.8940863,0.01,0.01,6.2310596,-0.2,3231.755,40.268513,-136.67635,2129,4.285049e-11,129111,0.01,550.9457,2129,,9503.864533901215,6.035933,-550.9457,60.64396430248943,0.01
,-95.74499,-0.1,3326.4993,7.547822,-106.774796,,-0.2,141.6623,-0.2,-0.52247584,1064.9998,301740.7,11,625,,0.9997813,0.01,0.01,6.2305903,,3230.7544,40.268513,-136.6623,2130,4.2810266e-11,129127,0.01,550.9457,2130,,9510.848180294037,6.03652,-550.9457,60.62300469483568,0.01
,-95.78474,0.2,3326.5151,7.1351895,-98.186745,,-0.2,141.64424,0.2,0.28232163,1065.268,301843.88,11,625,,0.8348794,0.01,0.01,6.2301207,0.1,3230.7305,40.268513,-136.64424,2131,4.2770096e-11,129186,0.01,550.9457,2131,,9517.530176877975,6.0369473,-550.9457,60.622243078366964,0.01
,-97.315125,-0.1,3326.5928,7.025003,-115.963486,,0.2,141.63454,0.2,0.47405732,1065.1161,301964.84,11,625,,0.8593001,0.01,0.01,6.2296515,0.2,3229.2776,40.268513,-136.63454,2132,4.272999e-11,129212,0.01,550.9457,2132,,9524.439811944962,6.0372806,-550.9457,60.60600375234522,0.01
,-97.45467,0.2,3326.695,5.72777,-116.964066,,-0.2,141.62532,-0.1,-0.064666376,1066.4999,302086.8,11,625,,0.9999999,0.01,0.01,6.2291827,,3229.2405,40.268513,-136.62532,2133,4.268993e-11,129233,0.01,550.9457,2133,,9531.232713460922,6.037007,-550.9457,60.58743553680262,0.01
,-98.21477,-0.2,3326.7603,3.925569,-134.3892,,0.1,141.62427,0.1,0.1937801,1065.2238,302226.2,11,625,,0.8413673,0.01,0.01,6.228714,0.2,3228.5454,40.268513,-136.62427,2134,4.2649932e-11,129307,0.01,550.9457,2134,,9538.213609933853,6.0359287,-550.9457,60.59372071227742,0.01
,-99.65863,0.2,3326.7761,4.8608694,-119.83183,,-0.2,141.6164,-0.2,-0.28032744,1066.2446,302351.0,11,625,,0.85114366,0.01,0.01,6.2282453,-0.1,3227.1174,40.268513,-136.6164,2135,4.2609992e-11,129335,0.01,550.9457,2135,,9545.218508720398,6.0352373,-550.9457,60.578454332552695,0.01
,-99.965416,-0.2,3326.891,7.3764772,-97.44854,,-0.2,141.59807,-0.1,-0.53351015,1068.0001,302453.47,11,625,,1.0000001,0.01,0.01,6.227777,,3226.9258,40.268513,-136.59807,2136,4.25701e-11,129415,0.01,550.9457,2136,,9552.16102027893,6.035733,-550.9457,60.5875468164794,0.01
,-99.984764,,3326.9563,6.116464,-54.632843,,-0.2,141.55972,,-0.08364704,1068.4999,302513.12,11,625,,0.9999999,0.01,0.01,6.227309,0.1,3226.9714,40.268513,-136.55972,2137,4.253027e-11,129547,0.01,550.9457,2137,,9559.323569059372,6.0356827,-550.9457,60.620963968179694,0.01
,-100.93963,-0.2,3326.9717,7.5083466,-112.20667,,-0.2,141.54832,-0.2,-0.7393607,1068.7164,302630.3,11,625,,0.88038105,0.01,0.01,6.2268414,-0.1,3226.032,40.268513,-136.54832,2138,4.2490494e-11,129588,0.01,550.9457,2138,,9565.972005605698,6.0362835,-550.9457,60.61178671655753,0.01
,-102.389595,0.2,3327.0493,3.4623306,-126.992874,,0.1,141.54384,-0.2,-0.14750871,934.5383,302762.28,11,625,,0.86351955,0.01,0.01,6.2263737,-0.2,3224.6597,40.268513,-136.54384,2139,4.2450776e-11,129651,0.01,550.9457,2139,,9572.73190498352,6.0349593,-550.9457,60.61290322580645,0.01
,-102.7322,-0.2,3327.1519,4.31938,-113.76089,,-0.1,141.5332,-0.1,-0.6073813,1069.9999,302881.06,11,625,,1.0010256,0.01,0.01,6.2259064,-0.2,3224.4197,40.268513,-136.5332,2140,4.241111e-11,129669,0.01,550.9457,2140,,9579.451404571533,6.0340257,-550.9457,60.59299065420561,0.01
,-104.00731,-0.1,3327.2166,7.1910763,-104.522995,,-0.2,141.51826,,-0.29835534,1070.5,302990.6,11,625,,1.0,0.01,0.01,6.225439,,3223.2092,40.268513,-136.51826,2141,4.2371502e-11,129687,0.01,550.9457,2141,,9586.362869262695,6.0344787,-550.9457,60.57309668379262,0.01
,-104.09144,-0.1,3327.282,5.150036,-106.643166,,-0.1,141.50432,0.2,0.0922349,1070.9999,303102.25,11,625,,1.0000011,0.01,0.01,6.2249722,0.1,3223.1904,40.268513,-136.50432,2142,4.2331947e-11,129705,0.01,550.9457,2142,,9592.921517372131,6.033977,-550.9457,60.55322128851541,0.01
,-104.207565,,3327.347,7.055927,-106.19559,,-0.2,141.49017,-0.1,-0.19964322,1071.4999,303213.44,11,625,,0.9999999,0.01,0.01,6.2245054,0.1,3223.1394,40.268513,-136.49017,2143,4.229245e-11,129721,0.01,550.9457,2143,,9599.265752315521,6.034367,-550.9457,60.53243117125525,0.01
,-104.41911,0.1,3327.412,7.317462,-116.2745,,-0.2,141.48073,,0.12132488,1072.0002,303334.7,11,625,,0.9999995,0.01,0.01,6.224039,0.2,3222.993,40.268513,-136.48073,2144,4.2253007e-11,129759,0.01,550.9457,2144,,9605.702504634857,6.0348763,-550.9457,60.521921641791046,0.01
,-104.70449,0.1,3327.477,6.4301925,-116.87515,,-0.2,141.47159,0.1,-0.014773011,1072.4998,303456.56,11,625,,0.99999976,0.01,0.01,6.2235727,,3222.7725,40.268513,-136.47159,2145,4.2213618e-11,129792,0.01,550.9457,2145,,9612.402814149857,6.034973,-550.9457,60.50909090909091,0.01
,-104.88947,-0.1,3327.542,7.0578895,-102.87565,,-0.2,141.45593,-0.1,-0.45045838,1073.0,303564.44,11,625,,0.9999836,0.01,0.01,6.2231064,-0.1,3222.6526,40.268513,-136.45593,2146,4.2174285e-11,129820,0.01,550.9457,2146,,9618.750494241714,6.0353613,-550.9457,60.49394221808015,0.01
,-105.058464,-0.2,3327.607,4.6086144,-108.098145,8.1270176e-26,-0.2,141.44273,-0.1,-0.60543656,1073.5,303677.56,11,625,,1.000162,0.01,0.01,6.2226405,-0.1,3222.5486,40.268513,-136.44273,2147,4.2135007e-11,129868,0.01,550.9457,2147,,9624.521018266678,6.034609,-550.9457,60.48812296227294,0.01
,-105.14773,,3327.6714,7.2809176,-107.59343,,-0.2,141.42929,-0.1,-0.3720331,1074.0002,303790.12,11,625,,1.0,0.01,0.01,6.222175,-0.1,3222.5237,40.268513,-136.42929,2148,4.2095785e-11,129895,0.01,550.9457,2148,,9631.629492282867,6.035102,-550.9457,60.47253258845438,0.01
,-105.23854,0.1,3327.7363,6.3151803,-127.65509,,,141.42523,0.2,0.0788263,1074.5002,303922.8,11,625,,1.0000058,0.01,0.01,6.2217097,-0.2,3222.4978,40.268513,-136.42523,2149,4.2056615e-11,129932,0.01,550.9457,2149,,9637.778247594833,6.0351443,-550.9457,60.4616100511866,0.01
,-105.26154,-0.1,3327.8013,5.4869175,-105.09653,,-0.1,141.41064,,-0.30349854,1074.9999,304032.88,11,625,,0.9999999,0.01,0.01,6.2212443,-0.1,3222.5398,40.268513,-136.41064,2150,4.2017504e-11,129948,0.01,550.9457,2150,,9644.668661117554,6.034801,-550.9457,60.44093023255814,0.01
,-105.31475,-0.1,3327.8657,7.4828258,-132.01564,,-0.1,141.4086,0.2,0.19989428,1075.4977,304169.9,11,625,,0.999948,0.01,0.01,6.2207794,0.2,3222.551,40.268513,-136.4086,2151,4.197845e-11,129985,0.01,550.9457,2151,,9651.234214305878,6.035387,-550.9457,60.43003254300326,0.01
,-105.34889,-0.1,3327.9307,5.3724327,-111.658745,7.720253e-28,-0.1,141.3971,0.1,0.1290159,1075.9999,304286.56,11,625,,1.0002563,0.01,0.01,6.2203145,0.2,3222.5818,40.268513,-136.3971,2152,4.1939438e-11,130012,0.01,550.9457,2152,,9659.166426181793,6.034991,-550.9457,60.41449814126394,0.01
,-105.48139,0.1,3327.9954,6.51597,-119.725914,,0.1,141.38937,0.2,0.22738409,1076.4998,304411.3,11,625,,0.99996006,0.01,0.01,6.21985,-0.2,3222.514,40.268513,-136.38937,2153,4.190049e-11,130036,0.01,550.9457,2153,,9666.607336521149,6.035127,-550.9457,60.39758476544357,0.01
,-105.57661,,3328.0598,6.649638,-125.3855,,-0.2,141.38426,0.1,-0.21373948,1076.9999,304541.7,11,625,,0.9999999,0.01,0.01,6.2193856,-0.1,3222.4832,40.268513,-136.38426,2154,4.1861594e-11,130070,0.01,550.9457,2154,,9674.627173423767,6.0353255,-550.9457,60.385329619312905,0.01
,-105.69169,,3328.1243,7.2725306,-105.87338,,-0.2,141.3701,0.1,-0.034833834,1077.5001,304652.56,11,625,,1.0000002,0.01,0.01,6.218921,0.1,3222.4326,40.268513,-136.3701,2155,4.1822754e-11,130087,0.01,550.9457,2155,,9682.736514806747,6.0358105,-550.9457,60.365197215777265,0.01
,-105.73284,-0.1,3328.189,5.7544456,-105.701355,,-0.1,141.35587,0.1,-0.32043776,1078.0002,304763.25,11,625,,0.99999976,0.01,0.01,6.2184577,-0.2,3222.456,40.268513,-136.35587,2156,4.1783965e-11,130103,0.01,550.9457,2156,,9689.923403978348,6.035592,-550.9457,60.34461966604824,0.01
,-105.73794,-0.1,3328.254,5.891789,-108.51687,,-0.2,141.34299,0.2,-0.15292796,1078.5,304876.8,11,625,,1.0000226,0.01,0.01,6.2179937,-0.1,3222.5159,40.268513,-136.34299,2157,4.1745232e-11,130125,0.01,550.9457,2157,,9697.118309259415,6.0354385,-550.9457,60.32684283727399,0.01
,-105.93073,-0.2,3328.3184,5.352425,-105.08287,,-0.2,141.32849,0.1,-0.41325343,1078.9875,304986.88,11,625,,0.9857893,0.01,0.01,6.2175303,-0.1,3222.3877,40.268513,-136.32849,2158,4.1706548e-11,130138,0.01,550.9457,2158,,9704.320839881897,6.0350347,-550.9457,60.30491195551436,0.01
,-105.97431,,3328.383,7.0294924,-103.95042,,-0.2,141.31349,0.2,0.10351384,1079.5001,305095.8,11,625,,1.0000386,0.01,0.01,6.217067,0.1,3222.4087,40.268513,-136.31349,2159,4.1667926e-11,130161,0.01,550.9457,2159,,9711.499388456345,6.0354047,-550.9457,60.287633163501624,0.01
,-106.08394,-0.1,3328.4475,6.4167347,-124.02403,,-0.2,141.30779,0.1,-0.21032868,1080.0001,305224.8,11,625,,1.0000001,0.01,0.01,6.2166038,,3222.3635,40.268513,-136.30779,2160,4.1629353e-11,130206,0.01,550.9457,2160,,9718.882105112076,6.0354924,-550.9457,60.28055555555556,0.01
,-106.226875,-0.2,3328.5117,7.1351876,-111.510895,,-0.1,141.29633,,-0.47944862,1080.4998,305341.34,11,625,,0.99999976,0.01,0.01,6.216141,-0.2,3222.285,40.268513,-136.29633,2161,4.1590835e-11,130228,0.01,550.9457,2161,,9725.807864904404,6.0359144,-550.9457,60.26284127718649,0.01
,-106.241135,0.1,3328.576,6.5156627,-104.668816,,-0.1,141.28168,0.2,0.10913439,1081.0001,305451.0,11,625,,0.99994785,0.01,0.01,6.215678,-0.1,3222.3347,40.268513,-136.28168,2162,4.1552366e-11,130245,0.01,550.9457,2162,,9732.846338510513,6.03605,-550.9457,60.24283071230342,0.01
,-106.25348,0.1,3328.6406,8.009379,-103.4311,,-0.2,141.2665,0.2,0.2184494,1081.4729,305559.44,11,625,,1.0000693,0.01,0.01,6.215216,0.1,3222.3872,40.268513,-136.2665,2163,4.1513955e-11,130267,0.01,550.9457,2163,,9740.039151906967,6.036875,-550.9457,60.22515025427647,0.01
,-106.29747,-0.1,3328.705,3.8749688,-107.232895,,-0.2,141.2531,-0.1,-0.29408056,1082.0001,305671.7,11,625,,1.0000341,0.01,0.01,6.2147536,0.1,3222.4077,40.268513,-136.2531,2164,4.1475597e-11,130282,0.01,550.9457,2164,,9747.151879549026,6.035788,-550.9457,60.20425138632163,0.01
,-106.3348,-0.2,3328.7693,6.7946153,-90.41238,,-0.1,141.23192,0.1,-0.37998307,1082.4991,305767.1,11,625,,1.0000825,0.01,0.01,6.2142916,-0.2,3222.4346,40.268513,-136.23192,2165,4.1437288e-11,130392,0.01,550.9457,2165,,9754.488159179688,6.036051,-550.9457,60.227251732101614,0.01
,-106.3555,-0.2,3328.8335,6.793242,-105.99074,,-0.1,141.21794,0.2,0.03135761,1082.9999,305878.06,11,625,,1.0003952,0.01,0.01,6.21383,0.1,3222.478,40.268513,-136.21794,2166,4.1399037e-11,130416,0.01,550.9457,2166,,9761.708379983902,6.036313,-550.9457,60.21052631578947,0.01
,-106.451744,0.1,3328.8977,4.390741,-104.9788,,-0.2,141.20354,,-0.20793845,1083.4999,305988.06,11,625,,0.9999999,0.01,0.01,6.2133684,-0.1,3222.446,40.268513,-136.20354,2167,4.136084e-11,130429,0.01,550.9457,2167,,9768.733098983765,6.035467,-550.9457,60.188740193816336,0.01
,-106.488976,-0.2,3328.9246,7.8056397,-106.89395,,-0.2,141.19002,-0.1,-0.6734561,1043.0615,306099.97,11,625,,0.8989092,0.01,0.01,6.212907,-0.2,3222.4355,40.268513,-136.19002,2168,4.1322692e-11,130452,0.01,550.9457,2168,,9775.664159059525,6.0361967,-550.9457,60.17158671586716,0.01
,-106.57307,-0.2,3329.0261,3.6595473,-106.199615,,0.1,141.1762,0.2,-0.01424621,1084.482,306211.16,11,625,,1.0043353,0.01,0.01,6.2124457,-0.1,3222.4531,40.268513,-136.1762,2169,4.1284594e-11,130471,0.01,550.9457,2169,,9782.528023719788,6.0349827,-550.9457,60.152604887044724,0.01
,-106.53985,-0.2,3329.041,5.884142,-116.95867,,-0.1,141.16734,0.2,0.101516455,1080.9146,306333.12,11,625,,0.93176895,0.01,0.01,6.211985,0.2,3222.5012,40.268513,-136.16734,2170,4.1246555e-11,130493,0.01,550.9457,2170,,9789.002251386642,6.0348277,-550.9457,60.13502304147465,0.01
,-106.64593,-0.2,3329.1545,7.72812,-105.41484,,-0.1,141.15317,-0.1,-0.43817323,1085.4996,306443.53,11,625,,0.999998,0.01,0.01,6.211524,,3222.5085,40.268513,-136.15317,2171,4.1208568e-11,130508,0.01,550.9457,2171,,9795.445466518402,6.0355015,-550.9457,60.11423307231691,0.01
,-106.62889,-0.2,3329.1692,5.4177713,-73.307465,,-0.1,141.12422,0.2,-0.28691566,1081.6519,306521.8,11,625,,0.9843245,0.01,0.01,6.211064,-0.2,3222.5403,40.268513,-136.12422,2172,4.117063e-11,130659,0.01,550.9457,2172,,9801.957890033722,6.035131,-550.9457,60.1560773480663,0.01
,-106.74422,-0.1,3329.2827,3.0672374,-111.828384,,-0.2,141.11305,0.2,-0.088419355,1086.5001,306638.66,11,625,,1.0000001,0.01,0.01,6.210603,,3222.5386,40.268513,-136.11305,2173,4.1132747e-11,130675,0.01,550.9457,2173,,9808.292278766632,6.033674,-550.9457,60.13575701794754,0.01
,-106.75444,0.1,3329.3467,7.394872,-107.50032,,,141.09988,0.1,0.41730925,1087.0002,306751.16,11,625,,1.0000002,0.01,0.01,6.2101436,0.2,3222.5923,40.268513,-136.09988,2174,4.1094912e-11,130696,0.01,550.9457,2174,,9814.785184144974,6.034212,-550.9457,60.117755289788406,0.01
,-106.78451,,3329.411,6.2921605,-113.910706,,,141.08969,0.1,-0.103015535,1087.5,306870.06,11,625,,1.0,0.01,0.01,6.2096834,-0.2,3222.6265,40.268513,-136.08969,2175,4.1057133e-11,130714,0.01,550.9457,2175,,9821.43174123764,6.034245,-550.9457,60.0983908045977,0.01
,-106.866615,,3329.475,7.387938,-108.821205,,-0.1,141.07716,,0.09250662,1088.0,306983.9,11,625,,1.0,0.01,0.01,6.2092237,0.2,3222.6084,40.268513,-136.07716,2176,4.1019407e-11,130729,0.01,550.9457,2176,,9828.075462579727,6.03478,-550.9457,60.07766544117647,0.01
,-106.95134,-0.1,3329.5388,6.0868654,-107.656944,6.0980664e-38,-0.2,141.0641,,-0.08393222,1088.5002,307096.56,11,625,,1.0000005,0.01,0.01,6.2087646,0.2,3222.5874,40.268513,-136.0641,2177,4.098173e-11,130743,0.01,550.9457,2177,,9835.5615837574,6.0347176,-550.9457,60.056499770326134,0.01
,-106.96878,-0.2,3329.6028,7.3619146,-104.43091,,-0.2,141.04959,,-0.4842471,1089.0002,307206.0,11,625,,1.0000002,0.01,0.01,6.208305,-0.1,3222.634,40.268513,-136.04959,2178,4.0944106e-11,130762,0.01,550.9457,2178,,9841.590504169464,6.035239,-550.9457,60.037649219467404,0.01
,-107.09431,0.1,3329.6667,7.1504726,-122.98755,,-0.1,141.0436,,-0.20421472,1089.4999,307334.0,11,625,,0.9999999,0.01,0.01,6.207846,-0.2,3222.5725,40.268513,-136.0436,2179,4.090653e-11,130788,0.01,550.9457,2179,,9847.645735025406,6.0356646,-550.9457,60.022028453419,0.01
,-107.197556,0.1,3329.7305,7.645726,-104.872246,,-0.2,141.02928,0.2,0.0014793575,1089.9982,307443.84,11,625,,1.0000558,0.01,0.01,6.2073874,-0.1,3222.533,40.268513,-136.02928,2180,4.0869013e-11,130803,0.01,550.9457,2180,,9853.741742372513,6.0363164,-550.9457,60.00137614678899,0.01
,-107.290405,0.2,3329.7944,6.086067,-121.992386,,-0.1,141.02284,0.2,0.29551414,1090.4999,307570.8,11,625,,0.9999999,0.01,0.01,6.2069287,,3222.504,40.268513,-136.02284,2181,4.0831543e-11,130830,0.01,550.9457,2181,,9860.481137037277,6.0362535,-550.9457,59.98624484181568,0.01
,-107.401825,0.1,3329.8584,6.2082605,-107.757324,,-0.2,141.0099,0.1,0.12612978,1091.0002,307683.6,11,625,,1.0003582,0.01,0.01,6.20647,0.1,3222.4565,40.268513,-136.0099,2182,4.079413e-11,130848,0.01,550.9457,2182,,9867.350265979767,6.036245,-550.9457,59.96700274977085,0.01
,-107.43905,-0.1,3329.9219,6.274629,-108.18712,,-0.2,140.99715,-0.1,-0.20142145,1091.4998,307796.78,11,625,,1.0003386,0.01,0.01,6.2060122,0.2,3222.483,40.268513,-135.99715,2183,4.0756763e-11,130861,0.01,550.9457,2183,,9874.864140748978,6.0362678,-550.9457,59.9454878607421,0.01
,-107.70355,0.2,3329.9856,6.809664,-107.327515,,-0.1,140.98402,0.1,0.11747785,1092.0,307909.12,11,625,,1.0005677,0.01,0.01,6.205554,-0.1,3222.282,40.268513,-135.98402,2184,4.0719445e-11,130885,0.01,550.9457,2184,,9882.515557527542,6.036536,-550.9457,59.92902930402931,0.01
,-107.70444,,3330.0493,6.7901273,-106.54764,,-0.2,140.97055,,-0.3022251,1092.5,308020.66,11,625,,1.0,0.01,0.01,6.2050962,-0.1,3222.345,40.268513,-135.97055,2185,4.0682183e-11,130897,0.01,550.9457,2185,,9889.656165599823,6.0367956,-550.9457,59.907093821510294,0.01
,-107.707214,0.1,3330.113,7.233439,-113.76398,,-0.2,140.9604,0.2,0.09194726,1093.0002,308139.44,11,625,,1.0000002,0.01,0.01,6.204639,,3222.4058,40.268513,-135.9604,2186,4.064497e-11,130930,0.01,550.9457,2186,,9897.308285951614,6.037255,-550.9457,59.89478499542543,0.01
,-107.75773,0.1,3330.177,6.8693743,-111.2336,,,140.94908,0.2,0.5130144,1093.5001,308255.66,11,625,,1.0002162,0.01,0.01,6.204181,0.2,3222.4192,40.268513,-135.94908,2187,4.0607816e-11,130961,0.01,550.9457,2187,,9905.211470603943,6.0375504,-550.9457,59.88157293095565,0.01
,-107.812485,-0.1,3330.2405,7.8647957,-107.67517,,-0.2,140.93616,-0.2,-0.6140659,1092.6401,308368.3,11,625,,0.9985973,0.01,0.01,6.2037244,-0.1,3222.428,40.268513,-135.93616,2188,4.0570703e-11,130974,0.01,550.9457,2188,,9912.77392244339,6.038299,-550.9457,59.86014625228519,0.01
,-107.86003,0.1,3330.304,5.0135875,-103.013054,,-0.2,140.92113,-0.1,-0.39174363,1094.4929,308476.34,11,625,,0.9935928,0.01,0.01,6.203267,-0.2,3222.4438,40.268513,-135.92113,2189,4.0533642e-11,131021,0.01,550.9457,2189,,9919.944802999496,6.037744,-550.9457,59.85427135678392,0.01
,-107.89655,0.1,3330.3672,7.8975244,-115.69914,,-0.1,140.9119,0.1,0.0778575,1095.0002,308597.06,11,625,,1.0000002,0.01,0.01,6.202811,,3222.4707,40.268513,-135.9119,2190,4.0496637e-11,131047,0.01,550.9457,2190,,9927.568409442902,6.038505,-550.9457,59.83881278538813,0.01
,-107.99403,,3330.4312,6.931263,-125.75119,,-0.1,140.90726,0.1,-0.18218207,1095.5001,308727.8,11,625,,1.0000001,0.01,0.01,6.202354,-0.2,3222.437,40.268513,-135.90726,2191,4.045968e-11,131075,0.01,550.9457,2191,,9935.377614736557,6.0388265,-550.9457,59.82428115015974,0.01
,-108.079834,,3330.4946,7.2998853,-118.45553,,-0.1,140.89929,,-0.2095237,1096.0001,308851.25,11,625,,1.0000001,0.01,0.01,6.2018976,-0.1,3222.4148,40.268513,-135.89929,2192,4.042277e-11,131097,0.01,550.9457,2192,,9943.082202196121,6.0393157,-550.9457,59.80702554744526,0.01
,-108.16004,,3330.558,7.116553,-122.52008,,-0.2,140.89319,-0.1,-0.49884248,1096.4999,308978.75,11,625,,0.9999824,0.01,0.01,6.201442,-0.2,3222.398,40.268513,-135.89319,2193,4.0385917e-11,131126,0.01,550.9457,2193,,9950.147316932678,6.0397215,-550.9457,59.79297765617875,0.01
,-108.12313,-0.2,3330.572,7.5470963,-110.37714,,-0.2,140.88155,0.2,-0.121067084,1091.9589,309094.12,11,625,,1.0206994,0.01,0.01,6.200986,0.1,3222.449,40.268513,-135.88155,2194,4.034911e-11,131144,0.01,550.9457,2194,,9957.262123823166,6.0403223,-550.9457,59.7739288969918,0.01
,-108.23276,,3330.6848,7.448485,-111.030365,,0.1,140.87024,0.2,0.08105312,1097.5,309210.2,11,625,,0.9999969,0.01,0.01,6.20053,-0.2,3222.4521,40.268513,-135.87024,2195,4.031235e-11,131162,0.01,550.9457,2195,,9964.405677080154,6.040888,-550.9457,59.75489749430524,0.01
,-108.28426,,3330.748,7.0910883,-109.59803,,0.2,140.85826,0.2,0.29928488,1097.9999,309324.75,11,625,,1.0000002,0.01,0.01,6.2000747,-0.1,3222.4639,40.268513,-135.85826,2196,4.0275644e-11,131182,0.01,550.9457,2196,,9971.45512843132,6.0412803,-550.9457,59.7367941712204,0.01
,-108.37298,0.1,3330.8115,7.7418494,-115.00487,,-0.1,140.84877,0.2,0.21655473,1098.5,309444.75,11,625,,1.0,0.01,0.01,6.1996193,,3222.4385,40.268513,-135.84877,2197,4.023899e-11,131201,0.01,550.9457,2197,,9978.375291347504,6.0419683,-550.9457,59.71825216203914,0.01
,-108.37348,0.1,3330.875,6.5779243,-108.47052,,,140.83633,0.2,0.22516327,1098.9998,309558.25,11,625,,0.99999976,0.01,0.01,6.1991644,-0.1,3222.5015,40.268513,-135.83633,2198,4.0202383e-11,131218,0.01,550.9457,2198,,9984.99669957161,6.0421257,-550.9457,59.69881710646042,0.01
,-108.44272,,3330.938,4.2088885,-120.46536,,0.1,140.82933,0.2,0.5183731,1099.4999,309683.7,11,625,,0.9999999,0.01,0.01,6.1987095,0.2,3222.4954,40.268513,-135.82933,2199,4.016583e-11,131246,0.01,550.9457,2199,,9991.576883077621,6.0412064,-550.9457,59.68440200090951,0.01
,-108.480316,-0.1,3331.0015,6.024525,-116.68203,,0.2,140.82062,-0.1,-0.16039775,1100.0001,309805.38,11,625,,1.0001383,0.01,0.01,6.1982546,-0.2,3222.5212,40.268513,-135.82062,2200,4.012932e-11,131267,0.01,550.9457,2200,,9998.005341053009,6.0411134,-550.9457,59.66681818181818,0.01
,-108.52807,0.2,3331.0647,5.698301,-124.93846,,,140.81567,0.1,0.12522878,1100.5001,309935.3,11,625,,1.0000001,0.01,0.01,6.1978,-0.2,3222.5366,40.268513,-135.81567,2201,4.0092863e-11,131295,0.01,550.9457,2201,,10004.734660625458,6.0408716,-550.9457,59.65243071331213,0.01
