LQGmu1_higher,ReturnLastEpisode,TimeElapsed,LQGmu1_actor,Iteration,Regret,ReturnMean,Regret/t,LQGsigma_higher
-1.0,0.9548655434626867,0.06878113746643066,-1.0149614,1,0.010254456537313272,0.9548655434626867,0.010254456537313272,0.01831564
-0.9591837,0.9553090507644019,0.08737063407897949,-0.9527167,2,0.020065405772911382,0.9550872971135442,0.010032702886455691,0.01831564
-0.9183673,0.9551989192901188,0.10185885429382324,-0.9559684,3,0.029986486482792563,0.9551245045057358,0.009995495494264187,0.01831564
-0.877551,0.955192200655264,0.12103509902954102,-0.86801356,4,0.03991428582752854,0.9551414285431179,0.009978571456882135,0.01831564
-0.8367347,0.9556134038821478,0.14051342010498047,-0.81221133,5,0.049420881945380746,0.9552358236109239,0.00988417638907615,0.01831564
-0.79591835,0.9555561311523116,0.16235780715942383,-0.79729235,6,0.058984750793069085,0.9552892082011551,0.009830791798844848,0.01831564
-0.75510204,0.9553161991098535,0.18378663063049316,-0.7418375,7,0.06878855168321552,0.9552930640452549,0.009826935954745073,0.01831564
-0.71428573,0.9554737411254609,0.20537757873535156,-0.68725127,8,0.07843481055775459,0.9553156486802807,0.009804351319719323,0.01831564
-0.67346936,0.9552843187878514,0.227125883102417,-0.6717049,9,0.0882704917699032,0.955312167581122,0.009807832418878134,0.01831564
-0.63265306,0.955507247320409,0.24833321571350098,-0.62822795,10,0.09788324444949414,0.9553316755550506,0.009788324444949415,0.01831564
-0.59183675,0.9553353414585197,0.27004146575927734,-0.5679121,11,0.1076679029909744,0.9553320088190024,0.009787991180997673,0.01831564
-0.5510204,0.9555209585196053,0.29117655754089355,-0.5411832,12,0.1172669444713691,0.955347754627386,0.009772245372614091,0.01831564
-0.5102041,0.9552037100163668,0.31244325637817383,-0.48685056,13,0.12718323445500224,0.9553366742726921,0.009783325727307864,0.01831564
-0.46938777,0.9551794421134333,0.33380866050720215,-0.4668539,14,0.1371237923415689,0.9553254434041737,0.009794556595826351,0.01831564
-0.42857143,0.9556589799286015,0.35549163818359375,-0.44113013,15,0.1465848124129674,0.9553476791724689,0.00977232082753116,0.01831564
-0.3877551,0.9544273902644796,0.37772107124328613,-0.39323834,16,0.15727742214848772,0.9552901611157195,0.009829838884280483,0.01831564
-0.3469388,0.9542452685558572,0.40012335777282715,-0.33466232,17,0.16815215359263047,0.9552286968474923,0.009891303152507675,0.01831564
-0.30612245,0.9556925704543007,0.42310523986816406,-0.3047051,18,0.17757958313832978,0.955254467603426,0.009865532396573876,0.01831564
-0.26530612,0.9545100504578632,0.4447824954986572,-0.23506153,19,0.18818953268046656,0.9552152877536596,0.009904712246340345,0.01831564
-0.2244898,0.9534114904532648,0.4659914970397949,-0.18437678,20,0.19989804222720176,0.9551250978886399,0.009994902111360088,0.01831564
-0.18367347,0.9540984579324323,0.4878537654876709,-0.16205882,21,0.21091958429476942,0.9550762102716777,0.010043789728322353,0.01831564
-0.14285715,0.954265641503274,0.5088918209075928,-0.124438584,22,0.22177394279149543,0.9550393662367501,0.010080633763249792,0.01831564
-0.10204082,0.9508724698855329,0.5293731689453125,-0.07731031,23,0.23602147290596254,0.9548581968301754,0.010261803169824458,0.01831564
-0.06122449,0.9532889659461207,0.5505108833312988,-0.06402759,24,0.24785250695984185,0.9547928122100066,0.01032718778999341,0.01831564
-0.020408163,0.9507200052494091,0.5731556415557861,-0.026461923,25,0.2622525017104327,0.9546298999315826,0.010490100068417307,0.01831564
0.020408163,0.9292555032783146,0.59499192237854,0.026288107,26,0.29811699843211803,0.9536539615987647,0.011466038401235308,0.01831564
0.06122449,0.9486264550217479,0.6166236400604248,0.05251058,27,0.3146105434103701,0.9534677576514677,0.011652242348532226,0.01831564
0.10204082,0.7132120520399036,0.638606071472168,0.10845897,28,0.5665184913704665,0.944887196736769,0.020232803263230948,0.01831564
0.14285715,0.8350136242638089,0.6643261909484863,0.13682373,29,0.6966248671066576,0.9410984528583911,0.02402154714160888,0.01831564
0.18367347,0.6637551442383111,0.6873188018798828,0.18311058,30,0.9979897228683465,0.9318536759043885,0.03326632409561155,0.01831564
