Regret,Iteration,TimeElapsed,LQGmu1_actor,ReturnMean,LQGmu1_higher,Regret/t,LQGsigma_higher,ReturnLastEpisode
0.009093474704472082,1,0.07279539108276367,-0.9780145,0.9560265252955279,-1.0,0.009093474704472082,0.01831564,0.9560265252955279
0.01833481072532661,2,0.09620952606201172,-0.97588426,0.9559525946373366,-0.9591837,0.009167405362663306,0.01831564,0.9558786639791454
0.02769809605640272,3,0.1199190616607666,-0.93045425,0.9558873013145325,-0.9183673,0.009232698685467574,0.01831564,0.9557567146689239
0.03683627736812711,4,0.14130115509033203,-0.8585836,0.9559109306579683,-0.877551,0.009209069342031778,0.01831564,0.9559818186882756
0.046000601908438354,5,0.16294574737548828,-0.8342946,0.9559198796183124,-0.8367347,0.00920012038168767,0.01831564,0.9559556754596887
0.054750982331952525,6,0.18431901931762695,-0.7964079,0.9559948362780079,-0.79591835,0.009125163721992088,0.01831564,0.9563696195764858
0.06366083752557572,7,0.20592761039733887,-0.74360996,0.9560255946392034,-0.75510204,0.009094405360796531,0.01831564,0.9562101448063768
0.07239806850736019,8,0.22664213180541992,-0.72340107,0.95607024143658,-0.71428573,0.009049758563420024,0.01831564,0.9563827690182155
0.08137356774148052,9,0.24905085563659668,-0.64219683,0.956078492473169,-0.67346936,0.00904150752683117,0.01831564,0.9561445007658796
0.09043201869323492,10,0.27101802825927734,-0.64769524,0.9560767981306766,-0.63265306,0.009043201869323492,0.01831564,0.9560615490482456
0.09937516468060748,11,0.29280829429626465,-0.6170995,0.9560858941199448,-0.59183675,0.009034105880055225,0.01831564,0.9561768540126274
0.10843348895468041,12,0.3133077621459961,-0.5592751,0.9560838759204433,-0.5510204,0.009036124079556701,0.01831564,0.956061675725927
0.118547077683816,13,0.33579516410827637,-0.5438843,0.9560009940243218,-0.5102041,0.009119005975678154,0.01831564,0.9550064112708644
0.12766016699563543,14,0.35910606384277344,-0.48343828,0.9560014166431688,-0.46938777,0.009118583356831102,0.01831564,0.9560069106881806
0.13719941360291388,15,0.3815147876739502,-0.40858248,0.9559733724264724,-0.42857143,0.009146627573527593,0.01831564,0.9555807533927215
0.1461896731711,16,0.4019167423248291,-0.37105247,0.9559831454268063,-0.3877551,0.00913685457319375,0.01831564,0.9561297404318139
0.1553881789734849,17,0.42278170585632324,-0.3465339,0.9559795188839127,-0.3469388,0.009140481116087347,0.01831564,0.9559214941976151
0.16450586079921403,18,0.44614171981811523,-0.33184958,0.9559807855111548,-0.30612245,0.009139214488845224,0.01831564,0.9560023181742708
0.17373348519317144,19,0.46868395805358887,-0.26864427,0.9559761323582542,-0.26530612,0.009143867641745865,0.01831564,0.9558923756060426
0.18313008797093855,20,0.4908571243286133,-0.23176315,0.9559634956014531,-0.2244898,0.009156504398546927,0.01831564,0.9557233972222329
0.19336041944659432,21,0.5130221843719482,-0.20081303,0.9559123609787337,-0.18367347,0.009207639021266397,0.01831564,0.9548896685243442
0.20228943683390388,22,0.5353350639343262,-0.16777149,0.9559250255984589,-0.14285715,0.009194974401541085,0.01831564,0.9561909826126904
0.2156552294900227,23,0.5565123558044434,-0.060738873,0.9557436856743469,-0.10204082,0.00937631432565316,0.01831564,0.9517542073438812
0.22590923922315198,24,0.5810093879699707,-0.08098926,0.9557071150323687,-0.06122449,0.009412884967631333,0.01831564,0.9548659902668707
0.2418639486995875,25,0.6036355495452881,-0.013704346,0.9554454420520164,-0.020408163,0.0096745579479835,0.01831564,0.9491652905235645
0.253354437177173,26,0.6267642974853516,0.0047428086,0.9553755985701087,0.020408163,0.009744401429891268,0.01831564,0.9536295115224145
0.2708194849582026,27,0.6484110355377197,0.027196184,0.9550896487052517,0.06122449,0.010030351294748245,0.01831564,0.9476549522189703
0.30423077858906156,28,0.669619083404541,0.095539674,0.9542546150503906,0.10204082,0.010865384949609341,0.01831564,0.931708706369141
