Iteration,LQGsigma_higher,TimeElapsed,Regret,ReturnLastEpisode,Regret/t,ReturnMean,LQGmu1_higher,LQGmu1_actor
1,0.01831564,0.038689374923706055,0.00915403526813785,0.9559659647318621,0.00915403526813785,0.9559659647318621,-1.0,-1.003298
2,0.01831564,0.05171084403991699,0.018368514415540105,0.9559055208525977,0.009184257207770052,0.9559357427922299,-0.9591837,-0.94610703
3,0.01831564,0.06378889083862305,0.02739388030465162,0.9560946341108885,0.009131293434883872,0.9559887065651161,-0.9183673,-0.91467375
4,0.01831564,0.0760352611541748,0.03630162913124457,0.956212251173407,0.009075407282811143,0.9560445927171888,-0.877551,-0.89301914
5,0.01831564,0.08788752555847168,0.04541504384782957,0.956006585283415,0.009083008769565915,0.9560369912304341,-0.8367347,-0.844019
6,0.01831564,0.09964299201965332,0.054602192215034706,0.9559328516327948,0.00910036536917245,0.9560196346308275,-0.79591835,-0.7885094
7,0.01831564,0.11107802391052246,0.06335308558900565,0.956369106626029,0.00905044079842938,0.9560695592015707,-0.75510204,-0.7687423
8,0.01831564,0.12264180183410645,0.07239872441291229,0.9560743611760933,0.009049840551614036,0.956070159448386,-0.71428573,-0.72272193
9,0.01831564,0.13425946235656738,0.08147669219807108,0.9560420322148412,0.009052965799785675,0.9560670342002143,-0.67346936,-0.67823505
10,0.01831564,0.1457839012145996,0.09056114747247257,0.9560355447255985,0.009056114747247258,0.9560638852527527,-0.63265306,-0.6068506
11,0.01831564,0.15741515159606934,0.09941935184877826,0.9562617956236943,0.009038122895343477,0.9560818771046565,-0.59183675,-0.6047526
12,0.01831564,0.17032694816589355,0.10816895347198807,0.9563703983767902,0.009014079455999005,0.956105920544001,-0.5510204,-0.5545399
13,0.01831564,0.19103407859802246,0.11696401648051713,0.9563249369914709,0.008997232036962855,0.9561227679630372,-0.5102041,-0.513674
14,0.01831564,0.2041313648223877,0.12574638695377127,0.9563376295267458,0.008981884782412233,0.9561381152175878,-0.46938777,-0.48769522
15,0.01831564,0.22365856170654297,0.1348261454476165,0.9560402415061547,0.008988409696507767,0.9561315903034924,-0.42857143,-0.42837098
16,0.01831564,0.2492680549621582,0.14386744499417303,0.9560787004534435,0.008991715312135815,0.9561282846878643,-0.3877551,-0.3747375
17,0.01831564,0.27080535888671875,0.1529050116510592,0.9560824333431138,0.008994412450062305,0.9561255875499377,-0.3469388,-0.35702476
18,0.01831564,0.29214906692504883,0.16181512320824432,0.9562098884428148,0.008989729067124684,0.9561302709328753,-0.30612245,-0.3100472
19,0.01831564,0.313218355178833,0.1708691515812958,0.9560659716269485,0.00899311324112083,0.9561268867588791,-0.26530612,-0.24483183
20,0.01831564,0.3335087299346924,0.1801989456835582,0.9557902058977376,0.009009947284177911,0.9561100527158221,-0.2244898,-0.19842795
21,0.01831564,0.3558063507080078,0.18939458844119972,0.9559243572423585,0.009018789925771415,0.9561012100742287,-0.18367347,-0.1812117
22,0.01831564,0.37687110900878906,0.19850669549885658,0.9560078929423431,0.00902303161358439,0.9560969683864156,-0.14285715,-0.12910664
23,0.01831564,0.39734840393066406,0.20766781190540873,0.9559588835934478,0.009029035300235163,0.9560909646997647,-0.10204082,-0.09710282
24,0.01831564,0.4170687198638916,0.21731771610500084,0.9554700958004079,0.009054904837708369,0.9560650951622915,-0.06122449,-0.05413342
25,0.01831564,0.4374516010284424,0.2306478978068075,0.9517898182981933,0.0092259159122723,0.9558940840877276,-0.020408163,-0.018418368
26,0.01831564,0.45926761627197266,0.24135987964954497,0.9544080181572625,0.009283072294213268,0.9558369277057867,0.020408163,0.01529887
27,0.01831564,0.48030900955200195,0.2503284528203741,0.9561514268291709,0.009271424178532373,0.9558485758214674,0.06122449,0.050610527
28,0.01831564,0.5018033981323242,0.29279056047938645,0.9226578923409876,0.010456805731406659,0.9546631942685931,0.10204082,0.11257992
29,0.01831564,0.5235409736633301,0.3666297850027771,0.8912807754766093,0.012642406379406107,0.9524775936205937,0.14285715,0.13714136
30,0.01831564,0.547795295715332,0.46332478011154765,0.8684250048912294,0.015444159337051589,0.9496758406629482,0.18367347,0.1788287
31,0.01831564,0.5697739124298096,0.666912932520488,0.7615318475910596,0.02151332040388671,0.943606679596113,0.2244898,0.2317999
32,0.01831564,0.5944864749908447,0.9741720244018265,0.6578609081186615,0.030442875762557078,0.9346771242374426,0.26530612,0.3082713
33,0.01831564,0.6175704002380371,1.3446942024606963,0.5945978219411302,0.040748309165475644,0.9243716908345241,0.30612245,0.3419707
34,0.01831564,0.6408770084381104,1.6908690075736708,0.6189451948870255,0.04973144139922561,0.9153885586007741,0.3469388,0.37005657
35,0.01831564,0.6640911102294922,2.1040558674738454,0.5519331400998255,0.060115881927824154,0.9050041180721756,0.3877551,0.40873754
36,0.01831564,0.685600757598877,2.48889238099904,0.5802834864748052,0.06913589947219556,0.8959841005278043,0.42857143,0.4098296
37,0.01831564,0.7056918144226074,2.9009251318836613,0.5530872491153788,0.07840338194280165,0.8867166180571981,0.46938777,0.47641715
38,0.01831564,0.7258033752441406,3.372445514600804,0.49359961728285723,0.08874856617370537,0.8763714338262943,0.5102041,0.5508398
39,0.01831564,0.7464470863342285,3.87313736964426,0.4644281449565439,0.09931121460626308,0.8658087853937366,0.5510204,0.57745916
40,0.01831564,0.7699465751647949,4.3822202162834945,0.456037153360765,0.10955550540708736,0.8555644945929124,0.59183675,0.5973419
41,0.01831564,0.7905566692352295,4.917570672618857,0.42976954366463715,0.11994074811265505,0.8451792518873447,0.63265306,0.6384903
42,0.01831564,0.8113658428192139,5.46196318624439,0.42072748637446794,0.13004674252962833,0.8350732574703714,0.67346936,0.67619014
43,0.01831564,0.8329739570617676,6.054535949593455,0.3725472366509347,0.14080316161845244,0.8243168383815473,0.71428573,0.7191778
44,0.01831564,0.8554849624633789,6.6725318103934335,0.3471241392000212,0.1516484502362144,0.8134715497637853,0.75510204,0.76352185
45,0.01831564,0.8795878887176514,7.294974492880539,0.34267731751289465,0.1621105442862342,0.8030094557137656,0.79591835,0.794411
46,0.01831564,0.9021434783935547,7.9402165782227,0.3198779146578388,0.17261340387440652,0.7925065961255932,0.8367347,0.81154156
47,0.01831564,0.9250178337097168,8.668584245104672,0.2367523331180294,0.1844379626618015,0.7806820373381982,0.877551,0.8952551
48,0.01831564,0.9479153156280518,9.432259437406554,0.20144480769811854,0.19650540494596988,0.7686145950540298,0.9183673,0.9350557
49,0.01831564,0.9711723327636719,10.194469501860574,0.2029099355459788,0.20805039799715458,0.7570696020028451,0.9591837,0.94343925
50,0.01831564,0.9938335418701172,10.963473629884781,0.1961158719757927,0.21926947259769564,0.7458505274023041,1.0,0.9666115
51,0.019873515,1.015967845916748,10.972546809950343,0.9560468199344392,0.215147976665693,0.7499720233343067,-1.0,-1.0140256
52,0.019873515,1.0371742248535156,10.98161286184172,0.9560539481086221,0.21118486272772538,0.7539351372722743,-0.9591837,-0.9491861
53,0.019873515,1.0584368705749512,10.990799535496933,0.9559333263447862,0.20737357614145158,0.7577464238585481,-0.9183673,-0.9085619
54,0.019873515,1.0802984237670898,10.999603857876478,0.9563156776204544,0.2036963677384533,0.7614236322615463,-0.877551,-0.87720716
55,0.019873515,1.104238510131836,11.008520017895439,0.9562038399810397,0.2001549094162807,0.764965090583719,-0.8367347,-0.8413526
56,0.019873515,1.1274969577789307,11.017600642404462,0.9560393754909761,0.19674286861436538,0.7683771313856342,-0.79591835,-0.77224994
57,0.019873515,1.1501457691192627,11.026531911435109,0.9561887309693525,0.19344792827079138,0.7716720717292083,-0.75510204,-0.78931016
58,0.019873515,1.172431230545044,11.03531312947643,0.9563387819586798,0.19026401947373156,0.774855980526268,-0.71428573,-0.6872727
59,0.019873515,1.1944735050201416,11.044367732128256,0.9560653973481739,0.18719267342590265,0.777927326574097,-0.67346936,-0.66548747
60,0.019873515,1.2172870635986328,11.053234326859105,0.9562534052691505,0.18422057211431841,0.7808994278856812,-0.63265306,-0.6057755
61,0.019873515,1.238396406173706,11.061977579634645,0.9563767472244605,0.18134389474810894,0.7837761052518908,-0.59183675,-0.58695954
62,0.019873515,1.2600812911987305,11.070815998335844,0.956281581298801,0.17856154836025553,0.7865584516397442,-0.5510204,-0.514734
63,0.019873515,1.2817606925964355,11.07985498645446,0.9560810118813834,0.17587071407070573,0.789249285929294,-0.5102041,-0.5289016
64,0.019873515,1.3038530349731445,11.088822510543872,0.9561524759105877,0.173262851727248,0.7918571482727517,-0.46938777,-0.45243397
65,0.019873515,1.3266794681549072,11.097586496318858,0.9563560142250139,0.17073209994336705,0.7943879000566326,-0.42857143,-0.42144135
66,0.019873515,1.3510334491729736,11.106357317586326,0.9563491787325322,0.1682781411755504,0.7968418588244492,-0.3877551,-0.38201302
67,0.019873515,1.3728806972503662,11.115084243025017,0.9563930745613092,0.16589677974664205,0.7992232202533577,-0.3469388,-0.36701536
68,0.019873515,1.3953323364257812,11.124682289005737,0.9555219540192798,0.1635982689559667,0.801521731044033,-0.30612245,-0.27098024
69,0.019873515,1.416576862335205,11.13407190079195,0.9557303882137869,0.16136336088104275,0.803756639118957,-0.26530612,-0.23974578
70,0.019873515,1.4395191669464111,11.144290565052831,0.9549013357391184,0.15920415092932616,0.8059158490706736,-0.2244898,-0.19901226
71,0.019873515,1.461357831954956,11.154799518420461,0.9546110466323707,0.15710985237211916,0.8080101476278806,-0.18367347,-0.18643312
72,0.019873515,1.4847323894500732,11.164270097266892,0.9556494211535695,0.15505930690648462,0.8100606930935151,-0.14285715,-0.1290298
73,0.019873515,1.507807731628418,11.174808598280244,0.9545814989866479,0.1530795698394554,0.8120404301605444,-0.10204082,-0.10940125
74,0.019873515,1.5305140018463135,11.185208262308056,0.9547203359721884,0.1511514630041629,0.8139685369958368,-0.06122449,-0.058460157
75,0.019873515,1.5525188446044922,11.20149253403639,0.9488357282716651,0.14935323378715187,0.8157667662128479,-0.020408163,0.006566327
76,0.019873515,1.5748655796051025,11.214414269762237,0.9521982642741523,0.14755808249687155,0.8175619175031282,0.020408163,0.026793033
