PlainReturnStd,MaxIW,InitialReturnMax,EpThisIter,InitialReturnMin,MeanIW,UncReturnStd,TimestepsSoFar,InitialReturnMean,EpRewMean,Bound,MinIWNorm,TimeElapsed,InitialBound,IterType,MaxIWNorm,BatchSize,UncReturnMax,UncReturnMean,MinIW,NumTrajectories,StdIW,EpLenMean,ESSClassic,InitialReturnStd,D2,UndEpRewMean,ESSRenyi,UncReturnMin,PlainReturnMean,MeanIWNorm,StdIWNorm,PlainReturnMax,Weights,Iteration,ReturnMeanIw,PlainReturnMin
0.40018190121615616,1.5744052,-0.012924674368266836,5,-1.1012556312699755,1.0192099,0.40018190121615616,4995,-0.40560872393571035,-0.40560872393571035,-1.1042593,0.124565884,3.158473491668701,-1.1579095,1,0.30894622,5,-0.012924674368266836,-0.40560872393571035,0.6347939,5,0.36008233,999.0,4.445164897301973,0.40018190121615616,0.12037617,-0.40560872393571035,4.43293416565839,-1.1012556312699755,-0.40560872393571035,0.2,0.070659116,-0.012924674368266836,[0.00587336 0.0142819 ],,-0.30528843,-1.1012556312699755
