MinIWNorm,EpLenMean,InitialReturnStd,UncReturnStd,UncReturnMin,Iteration,TimestepsSoFar,UncReturnMean,Bound,ESSClassic,InitialReturnMax,PlainReturnMin,TimeElapsed,MaxIW,D2,MeanIW,StdIWNorm,EpThisIter,UncReturnMax,NumTrajectories,StdIW,MeanIWNorm,InitialReturnMean,IterType,InitialReturnMin,BatchSize,InitialBound,PlainReturnStd,UndEpRewMean,ReturnMeanIw,MinIW,EpRewMean,Weights,ESSRenyi,MaxIWNorm,PlainReturnMean,PlainReturnMax
0.11106323,600.0,0.46117138496771987,0.46117138496771987,-1.2880174710862489,,3000,-0.38867485451981637,-1.044457,8.99999952312567,-4.438760469401091e-05,-1.2880174710862489,3.295888662338257,1.0001042,3.826206e-08,0.99992204,2.0106261e-05,5,-4.438760469401091e-05,5,0.0001809411,0.11111111,-0.38867485451981637,1,-1.2880174710862489,5,-1.0445013,0.46117138496771987,-0.550975812810514,-0.38863054,0.9994911,-0.550975812810514,[0.00587336 0.0142819 ],5.0,0.111131355,-0.38867485451981637,-4.438760469401091e-05
0.05305647,600.0,0.7710584130949977,0.7710584130949977,-1.6787304483382497,1,6000,-0.5903517443748572,-1.2763231,7.478497657452866,-0.00017898271936809436,-1.6787304483382497,5.548910856246948,1.3479197,0.24692786,0.9050474,0.050117187,5,-0.00017898271936809436,10,0.4082259,0.11111111,-0.5903517443748572,1,-1.6787304483382497,5,-1.4451196,0.7710584130949977,-0.39179985835748965,-0.309231,0.4321676,-0.39179985835748965,[0.00586633 0.01399703],3.9059852603978378,0.16548178,-0.5903517443748572,-0.00017898271936809436
0.044073932,600.0,0.3979955466352509,0.3979955466352509,-1.3325993411668935,2,9000,-0.25906728838539367,-0.8653188,8.132235656219377,-2.6859551267586004e-05,-1.3325993411668935,7.3461713790893555,0.9531321,0.108789094,0.7045373,0.036295578,5,-2.6859551267586004e-05,15,0.23014429,0.1111111,-0.25906728838539367,1,-1.3325993411668935,5,-0.93759364,0.3979955466352509,-0.35790743341871745,-0.14886202,0.27946556,-0.35790743341871745,[0.05754657 0.5511217 ],4.484597848725184,0.15031648,-0.25906728838539367,-2.6859551267586004e-05
0.03158656,600.0,0.5968341086545317,0.5968341086545317,-1.459857296646839,3,12000,-0.5990731721293155,-1.1882243,6.700772661706376,-0.0005074334654021087,-1.459857296646839,9.089435577392578,1.4952519,0.172086,0.695292,0.06508577,5,-0.0005074334654021087,20,0.4072825,0.111111104,-0.5990731721293155,1,-1.459857296646839,5,-1.3423961,0.5968341086545317,-0.6072856253965415,-0.37811136,0.19765696,-0.6072856253965415,[0.04453877 1.0284635 ],4.209533671871464,0.23894867,-0.5990731721293155,-0.0005074334654021087
0.11111111,600.0,0.16967052916398564,0.16967052916398564,-0.4525018965418402,4,15000,-0.13659019765482636,-0.3669929,9.0,-0.000452074865605015,-0.4525018965418402,10.859734296798706,1.0,,1.0,,5,-0.000452074865605015,25,,0.11111111,-0.13659019765482636,1,-0.4525018965418402,5,-0.3669929,0.16967052916398564,-0.07081906617558599,-0.1365902,1.0,-0.07081906617558599,[0.02723232 1.6261609 ],5.0,0.11111111,-0.13659019765482636,-0.000452074865605015
