ESSRenyi,InitialBound,StdIW,MeanIW,PlainReturnStd,TimestepsSoFar,IterType,InitialReturnMax,Bound,InitialReturnStd,EpRewMean,UncReturnStd,MinIW,UncReturnMean,TimeElapsed,InitialReturnMean,D2,ESSClassic,InitialReturnMin,Iteration,EpLenMean,BatchSize,StdIWNorm,MeanIWNorm,PlainReturnMin,PlainReturnMean,NumTrajectories,MinIWNorm,UndEpRewMean,MaxIW,Weights,EpThisIter,MaxIWNorm,PlainReturnMax,UncReturnMin,ReturnMeanIw,UncReturnMax
5.0,-0.62914634,,1.0,0.28429534108671994,33000,1,-0.0006978419441430683,-0.62914634,0.28429534108671994,-0.32619947919315456,0.28429534108671994,1.0,-0.21962726843747507,22.06334114074707,-0.21962726843747507,,9.0,-0.8042795033600079,10,600.0,5,,0.11111111,-0.8042795033600079,-0.21962726843747507,55,0.11111111,-0.32619947919315456,1.0,[0.09209798 1.1220276 ],5,0.11111111,-0.0006978419441430683,-0.8042795033600079,-0.21962725,-0.0006978419441430683
4.6774275388622675,-1.8678198,0.21795565,1.0405953,0.9267560259310604,36000,1,-3.077979958754917e-05,-1.7949895,0.9267560259310604,-0.6352143896095963,0.9267560259310604,0.65092164,-0.35476995239553477,23.883959770202637,-0.35476995239553477,0.06668961,8.621757650721175,-2.9715710582566777,11,600.0,5,0.02327254,0.11111113,-2.9715710582566777,-0.35476995239553477,60,0.06950313,-0.6352143896095963,1.2577406,[0.09209798 1.1220276 ],5,0.13429713,-3.077979958754917e-05,-2.9715710582566777,-0.23063675,-3.077979958754917e-05
4.188379118898406,-4.3773937,0.9870016,1.2437342,1.8364312747460771,39000,1,-0.001556787654957148,-3.7189217,1.8364312747460771,-1.6862502766630114,1.8364312747460771,0.25037324,-1.4558070634182274,25.625203132629395,-1.4558070634182274,0.17712405,5.522258073462697,-5.737881450388799,12,600.0,5,0.08817547,0.11111113,-5.737881450388799,-1.4558070634182274,65,0.022367518,-1.6862502766630114,2.5627575,[0.05714241 1.288948  ],5,0.2289483,-0.001556787654957148,-5.737881450388799,-0.5267905,-0.001556787654957148
4.30965758789487,-1.2480705,0.12642452,0.58383876,0.5847576002160264,42000,1,-9.35035694069515e-06,-1.1849127,0.5847576002160264,-0.4907762698937314,0.5847576002160264,0.41134354,-0.568666094720652,27.297187328338623,-0.568666094720652,0.14857951,8.59689429683397,-1.3343239294466425,13,600.0,5,0.024060015,0.11111113,-1.3343239294466425,-0.568666094720652,70,0.07828332,-0.4907762698937314,0.739187,[-0.00564483  1.3545623 ],5,0.14067563,-9.35035694069515e-06,-1.3343239294466425,-0.45311338,-9.35035694069515e-06
5.0,-0.5686575,0.00016351869,1.000113,0.24925026086926594,45000,1,-0.0006300397190475718,-0.568626,0.24925026086926594,-0.2167024808193084,0.24925026086926594,0.9999014,-0.2198353134539841,29.052693843841553,-0.2198353134539841,2.1328885e-08,8.999999523216767,-0.6850731538533741,14,600.0,5,1.8167038e-05,0.11111111,-0.6850731538533741,-0.2198353134539841,75,0.1110876,-0.2167024808193084,1.0002799,[0.03418291 1.773703  ],5,0.11112965,-0.0006300397190475718,-0.6850731538533741,-0.21980381,-0.0006300397190475718
4.183932449850067,-0.7028918,0.74501836,1.2440534,0.2988943700483469,48000,1,-0.0006539407842685391,-0.6442956,0.2988943700483469,-0.32224982564451776,0.2988943700483469,0.47842842,-0.21169048082349293,30.86797571182251,-0.21169048082349293,0.17818633,6.624281576395987,-0.9647002759454919,15,600.0,5,0.0665404,0.11111113,-0.9647002759454919,-0.21169048082349293,80,0.04273025,-0.32224982564451776,2.2739565,[0.0341631 1.7736096],5,0.20309564,-0.0006539407842685391,-0.9647002759454919,-0.10732295,-0.0006539407842685391
4.3340224832045555,-1.2175157,0.31633383,1.05113,0.5047308047023296,51000,1,-0.00016042206308913983,-1.1572008,0.5047308047023296,-0.5802289184827127,0.5047308047023296,0.7591913,-0.4448337537832342,32.620800256729126,-0.4448337537832342,0.14294179,8.252574704543202,-1.5175173084025668,16,600.0,5,0.03343849,0.1111111,-1.5175173084025668,-0.4448337537832342,85,0.08025133,-0.5802289184827127,1.4729917,[0.09530051 1.9383544 ],5,0.15570456,-0.00016042206308913983,-1.5175173084025668,-0.32727325,-0.00016042206308913983
4.670844583176267,-1.5683911,0.31359744,0.9710243,0.7540782323791814,54000,1,-0.00012637181512876184,-1.5127743,0.7540782323791814,-0.6130575513106624,0.7540782323791814,0.60150236,-0.6640167824892111,34.33685111999512,-0.6640167824892111,0.06809796,8.149958702870805,-1.776156018639215,17,600.0,5,0.035883922,0.11111111,-1.776156018639215,-0.6640167824892111,90,0.068827935,-0.6130575513106624,1.4883131,[0.04266211 1.727312  ],5,0.17030276,-0.00012637181512876184,-1.776156018639215,-0.5770767,-0.00012637181512876184
5.0,-0.07218583,,1.0,0.029323835888161304,57000,1,-0.0012011773881535348,-0.07218583,0.029323835888161304,-0.034002617148190466,0.029323835888161304,1.0,-0.023734433749271047,36.18053579330444,-0.023734433749271047,,9.0,-0.09515665013221467,18,600.0,5,,0.11111111,-0.09515665013221467,-0.023734433749271047,95,0.11111111,-0.034002617148190466,1.0,[0.08162466 1.6897303 ],5,0.11111111,-0.0012011773881535348,-0.09515665013221467,-0.023734434,-0.0012011773881535348
4.718630692771681,-1.3390325,0.2266206,1.2267783,0.6398398759395342,60000,1,-6.013281551798047e-06,-1.287456,0.6398398759395342,-0.45104972979557445,0.6398398759395342,0.7473676,-0.2789701332651404,38.39283871650696,-0.2789701332651404,0.05791921,8.703012577450618,-2.0819211907065025,19,600.0,5,0.020525359,0.11111113,-2.0819211907065025,-0.2789701332651404,100,0.067690186,-0.45104972979557445,1.4759699,[0.08162466 1.6897303 ],5,0.13368076,-6.013281551798047e-06,-2.0819211907065025,-0.19624583,-6.013281551798047e-06
4.644060346264122,-1.6239138,0.21234539,0.96143943,0.7773552681964321,63000,1,-0.0001938870499256909,-1.5620056,0.7773552681964321,-0.610801155021173,0.7773552681964321,0.6214412,-0.3498909812845691,40.948514461517334,-0.3498909812845691,0.0738488,8.581399310441013,-2.5021311651031897,20,600.0,5,0.024540218,0.11111111,-2.5021311651031897,-0.3498909812845691,105,0.071818374,-0.610801155021173,1.206356,[0.04866572 1.5424583 ],5,0.1394155,-0.0001938870499256909,-2.5021311651031897,-0.2400609,-0.0001938870499256909
4.653545153036063,-1.16856,0.1811267,0.9477328,0.5099659457835191,66000,1,-4.933487040334266e-07,-1.1303828,0.5099659457835191,-0.42127288629717796,0.5099659457835191,0.6503766,-0.3048708459896743,42.71126651763916,-0.3048708459896743,0.07180858,8.682856016496194,-1.6962519874599837,21,600.0,5,0.021235088,0.111111104,-1.6962519874599837,-0.3048708459896743,110,0.07624941,-0.42127288629717796,1.3328841,[0.01478225 1.315851  ],5,0.15626581,-4.933487040334266e-07,-1.6962519874599837,-0.23512004,-4.933487040334266e-07
5.0,-0.67861,,1.0,0.3042334205816187,69000,1,-1.0438617651724e-05,-0.67861,0.3042334205816187,-0.26706851311842333,0.3042334205816187,1.0,-0.2658339255405685,44.4026198387146,-0.2658339255405685,,9.0,-0.8106761368020661,22,600.0,5,,0.11111111,-0.8106761368020661,-0.2658339255405685,115,0.11111111,-0.26706851311842333,1.0,[-0.02526321  1.3505698 ],5,0.11111111,-1.0438617651724e-05,-0.8106761368020661,-0.26583394,-1.0438617651724e-05
5.0,-0.86624736,,1.0,0.42995866861113685,72000,1,-0.0007725626370835847,-0.86624736,0.42995866861113685,-0.36547369715109024,0.42995866861113685,1.0,-0.40363501744528363,46.46480584144592,-0.40363501744528363,,9.0,-0.9085526128473449,23,600.0,5,,0.11111111,-0.9085526128473449,-0.40363501744528363,120,0.11111111,-0.36547369715109024,1.0,[-0.02526321  1.3505698 ],5,0.11111111,-0.0007725626370835847,-0.9085526128473449,-0.40363503,-0.0007725626370835847
