ESSRenyi,InitialBound,StdIW,MeanIW,PlainReturnStd,TimestepsSoFar,IterType,InitialReturnMax,Bound,InitialReturnStd,EpRewMean,UncReturnStd,MinIW,UncReturnMean,TimeElapsed,InitialReturnMean,D2,ESSClassic,InitialReturnMin,Iteration,EpLenMean,BatchSize,StdIWNorm,MeanIWNorm,PlainReturnMin,PlainReturnMean,NumTrajectories,MinIWNorm,UndEpRewMean,MaxIW,Weights,EpThisIter,MaxIWNorm,PlainReturnMax,UncReturnMin,ReturnMeanIw,UncReturnMax
5.0,-1.0445013,0.0001809411,0.99992204,0.4611713849677199,3000,1,-4.438760469401091e-05,-1.044457,0.4611713849677199,-0.5519160660243669,0.4611713849677199,0.9994911,-0.3886748545198163,3.0432920455932617,-0.3886748545198163,3.826206e-08,8.99999952312567,-1.2880174710862489,,600.0,5,2.0106261e-05,0.11111111,-1.2880174710862489,-0.3886748545198163,5,0.11106323,-0.5519160660243669,1.0001042,[0.00587336 0.0142819 ],5,0.111131355,-4.438760469401091e-05,-1.2880174710862489,-0.38863054,-4.438760469401091e-05
3.905985987895115,-1.4451196,0.40822586,0.90504754,0.7710584130949977,6000,1,-0.00017898271936809436,-1.2763231,0.7710584130949977,-0.39179985835748965,0.7710584130949977,0.43216786,-0.5903517443748572,5.013186693191528,-0.5903517443748572,0.24692765,7.478497014171124,-1.6787304483382497,1,600.0,5,0.05011718,0.11111113,-1.6787304483382497,-0.5903517443748572,10,0.053056497,-0.39179985835748965,1.3479195,[0.00586633 0.01399703],5,0.16548173,-0.00017898271936809436,-1.6787304483382497,-0.30923113,-0.00017898271936809436
4.484599287220653,-0.9375936,0.2301441,0.7045377,0.3979955022380622,9000,1,-2.685952074091974e-05,-0.86531866,0.3979955022380622,-0.35828418833396963,0.3979955022380622,0.27946636,-0.25906725457875096,6.998014450073242,-0.25906725457875096,0.10878872,8.132236721214122,-1.3325992007726535,2,600.0,5,0.036295526,0.11111111,-1.3325992007726535,-0.25906725457875096,15,0.044074032,-0.35828418833396963,0.95313233,[0.05754655 0.5511215 ],5,0.15031643,-2.685952074091974e-05,-1.3325992007726535,-0.14886215,-2.685952074091974e-05
4.209533671871464,-1.3423963,0.4072825,0.6952919,0.5968341474284988,12000,1,-0.0005074334654021087,-1.1882243,0.5968341474284988,-0.6067509274563619,0.5968341474284988,0.19765696,-0.5990732178815442,9.563161849975586,-0.5990732178815442,0.17208606,6.700771941030518,-1.459857427348027,3,600.0,5,0.065085776,0.11111111,-1.459857427348027,-0.5990732178815442,20,0.03158657,-0.6067509274563619,1.4952519,[0.04453877 1.0284624 ],5,0.2389487,-0.0005074334654021087,-1.459857427348027,-0.3781114,-0.0005074334654021087
5.0,-0.36699206,,1.0,0.16966985440319432,15000,1,-0.000452074865605015,-0.36699206,0.16966985440319432,-0.1365927064096683,0.16966985440319432,1.0,-0.13658984089080153,11.239168882369995,-0.13658984089080153,,9.0,-0.45250095038622057,4,600.0,5,,0.11111111,-0.45250095038622057,-0.13658984089080153,25,0.11111111,-0.1365927064096683,1.0,[0.02723232 1.6261599 ],5,0.11111111,-0.000452074865605015,-0.45250095038622057,-0.13658984,-0.000452074865605015
5.0,-0.5510305,,1.0,0.2626331885341568,18000,1,-3.284803611376987e-05,-0.5510305,0.2626331885341568,-0.18470440258705353,0.2626331885341568,1.0,-0.22466538341606615,12.935170650482178,-0.22466538341606615,,9.0,-0.6409684649864719,5,600.0,5,,0.11111111,-0.6409684649864719,-0.22466538341606615,30,0.11111111,-0.18470440258705353,1.0,[0.02723232 1.6261599 ],5,0.11111111,-3.284803611376987e-05,-0.6409684649864719,-0.22466536,-3.284803611376987e-05
3.5430559489417934,-0.6715071,0.6503169,1.165395,0.3114773272300664,21000,1,-0.00010391994793773757,-0.59648675,0.3114773272300664,-0.3072089988816057,0.3114773272300664,0.5011669,-0.3132248130884932,14.707813501358032,-0.3132248130884932,0.34444833,6.862950934748597,-0.703652519997273,6,600.0,5,0.062002525,0.11111111,-0.703652519997273,-0.3132248130884932,35,0.04778226,-0.3072089988816057,2.3688266,[0.02723232 1.6261599 ],5,0.22584872,-0.00010391994793773757,-0.703652519997273,-0.17086743,-0.00010391994793773757
4.650872219284374,-1.8465168,0.14877518,0.89459735,0.9220786028947774,24000,1,-0.00042469400400090425,-1.7839358,0.9220786028947774,-0.8674169503443199,0.9220786028947774,0.61111987,-0.48869653887730624,16.65304684638977,-0.48869653887730624,0.072383136,8.757784054977732,-2.666705995012156,7,600.0,5,0.018478226,0.11111113,-2.666705995012156,-0.48869653887730624,40,0.07590254,-0.8674169503443199,1.0754986,[0.08710267 0.98074317],5,0.13357946,-0.00042469400400090425,-2.666705995012156,-0.37607372,-0.00042469400400090425
5.0,-0.7764497,,1.0,0.33568641987117487,27000,1,-0.00022472081586311782,-0.7764497,0.33568641987117487,-0.3016383689903342,0.33568641987117487,1.0,-0.22339534322083607,18.425995349884033,-0.22339534322083607,,9.0,-1.0861770690857753,8,600.0,5,,0.11111111,-1.0861770690857753,-0.22339534322083607,45,0.11111111,-0.3016383689903342,1.0,[0.0486751 1.1040082],5,0.11111111,-0.00022472081586311782,-1.0861770690857753,-0.22339535,-0.00022472081586311782
4.597402907728788,-1.687413,0.22090085,0.9571303,0.7623738983508562,30000,1,-6.672648951721177e-05,-1.5876456,0.7623738983508562,-0.659424763989394,0.7623738983508562,0.47524306,-0.41142121324661857,20.288994550704956,-0.41142121324661857,0.08394639,8.544846743121683,-2.5059980217981064,9,600.0,5,0.025643881,0.11111113,-2.5059980217981064,-0.41142121324661857,50,0.0551699,-0.659424763989394,1.1579176,[0.0486751 1.1040082],5,0.13442005,-6.672648951721177e-05,-2.5059980217981064,-0.2569566,-6.672648951721177e-05
