PlainReturnMin,Bound,TimestepsSoFar,MinIW,NumTrajectories,Weights,D2,ESSClassic,InitialReturnMean,MeanIWNorm,TimeElapsed,ESSRenyi,UncReturnMean,PlainReturnStd,MinIWNorm,EpRewMean,MaxIW,EpThisIter,UncReturnMin,MeanIW,UncReturnMax,MaxIWNorm,Iteration,InitialBound,InitialReturnMin,PlainReturnMean,ReturnMeanIw,InitialReturnStd,IterType,InitialReturnMax,StdIW,PlainReturnMax,UndEpRewMean,EpLenMean,UncReturnStd,BatchSize,StdIWNorm
-1.2880174710862489,-1.044457,3000,0.9994911,5,[0.00587336 0.0142819 ],3.826206e-08,8.99999952312567,-0.3886748545198163,0.11111111,3.0694055557250977,5.0,-0.3886748545198163,0.4611713849677199,0.11106323,-0.5519160660243669,1.0001042,5,-1.2880174710862489,0.99992204,-4.438760469401091e-05,0.111131355,,-1.0445013,-1.2880174710862489,-0.3886748545198163,-0.38863054,0.4611713849677199,1,-4.438760469401091e-05,0.0001809411,-4.438760469401091e-05,-0.5519160660243669,600.0,0.4611713849677199,5,2.0106261e-05
-1.6787304483382497,-1.2763231,6000,0.43216786,10,[0.00586633 0.01399703],0.24692765,7.478497014171124,-0.5903517443748572,0.11111113,5.119436025619507,3.905985987895115,-0.5903517443748572,0.7710584130949977,0.053056497,-0.39179985835748965,1.3479195,5,-1.6787304483382497,0.90504754,-0.00017898271936809436,0.16548173,1,-1.4451196,-1.6787304483382497,-0.5903517443748572,-0.30923113,0.7710584130949977,1,-0.00017898271936809436,0.40822586,-0.00017898271936809436,-0.39179985835748965,600.0,0.7710584130949977,5,0.05011718
-1.3325992007726535,-0.86531866,9000,0.27946636,15,[0.05754655 0.5511215 ],0.10878872,8.132236721214122,-0.25906725457875096,0.11111111,6.834410190582275,4.484599287220653,-0.25906725457875096,0.3979955022380622,0.044074032,-0.35828418833396963,0.95313233,5,-1.3325992007726535,0.7045377,-2.685952074091974e-05,0.15031643,2,-0.9375936,-1.3325992007726535,-0.25906725457875096,-0.14886215,0.3979955022380622,1,-2.685952074091974e-05,0.2301441,-2.685952074091974e-05,-0.35828418833396963,600.0,0.3979955022380622,5,0.036295526
-1.459857427348027,-1.1882243,12000,0.19765696,20,[0.04453877 1.0284624 ],0.17208605,6.700771941030518,-0.5990732178815442,0.11111111,8.574191808700562,4.209533671871464,-0.5990732178815442,0.5968341474284988,0.03158657,-0.6072856796079986,1.4952519,5,-1.459857427348027,0.6952919,-0.0005074334654021087,0.2389487,3,-1.3423963,-1.459857427348027,-0.5990732178815442,-0.3781114,0.5968341474284988,1,-0.0005074334654021087,0.4072825,-0.0005074334654021087,-0.6072856796079986,600.0,0.5968341474284988,5,0.065085776
-0.45250094323197404,-0.366992,15000,1.0,25,[0.02723232 1.6261599 ],,9.0,-0.13658982647754164,0.11111111,10.344272136688232,5.0,-0.13658982647754164,0.16966985466904008,0.11111111,-0.0708190920263325,1.0,5,-0.45250094323197404,1.0,-0.000452074865605015,0.11111111,4,-0.366992,-0.45250094323197404,-0.13658982647754164,-0.13658981,0.16966985466904008,1,-0.000452074865605015,,-0.000452074865605015,-0.0708190920263325,600.0,0.16966985466904008,5,
-0.6409685206982517,-0.55103064,18000,1.0,30,[0.02723232 1.6261599 ],,9.0,-0.22466543696445276,0.11111111,12.098742723464966,5.0,-0.22466543696445276,0.2626332523745011,0.11111111,-0.17639410190055607,1.0,5,-0.6409685206982517,1.0,-3.2848049617223776e-05,0.11111111,5,-0.55103064,-0.6409685206982517,-0.22466543696445276,-0.22466545,0.2626332523745011,1,-3.2848049617223776e-05,,-3.2848049617223776e-05,-0.17639410190055607,600.0,0.2626332523745011,5,
-0.703652519997273,-0.596487,21000,0.50116295,35,[0.02723232 1.6261599 ],0.34445444,6.862924743701291,-0.31322493417957986,0.11111111,13.852117776870728,3.5430341007098227,-0.31322493417957986,0.3114772830659381,0.047781814,-0.30720921684556163,2.3688421,5,-0.703652519997273,1.1653968,-0.00010391994793773757,0.22584984,6,-0.67150724,-0.703652519997273,-0.31322493417957986,-0.17086636,0.3114772830659381,1,-0.00010391994793773757,0.6503232,-0.00010391994793773757,-0.30720921684556163,600.0,0.3114772830659381,5,0.06200303
-2.6667154601977283,-1.7839417,24000,0.6111216,40,[0.08710316 0.98073703],0.07238243,8.75778783326065,-0.4886980785685473,0.11111111,15.590978145599365,4.650875313570357,-0.4886980785685473,0.9220821989299746,0.075902686,-0.867420067620739,1.0754988,5,-2.6667154601977283,0.8945981,-0.00042469942864258454,0.13357939,7,-1.8465232,-2.6667154601977283,-0.4886980785685473,-0.37607527,0.9220821989299746,1,-0.00042469942864258454,0.14877477,-0.00042469942864258454,-0.867420067620739,600.0,0.9220821989299746,5,0.018478164
-1.0861845616941075,-0.77645516,27000,1.0,45,[0.04867577 1.104001  ],,9.0,-0.22339703897923963,0.11111111,17.588953018188477,5.0,-0.22339703897923963,0.3356888203728579,0.11111111,-0.27090330167754434,1.0,5,-1.0861845616941075,1.0,-0.00022471729478533987,0.11111111,8,-0.77645516,-1.0861845616941075,-0.22339703897923963,-0.22339705,0.3356888203728579,1,-0.00022471729478533987,,-0.00022471729478533987,-0.27090330167754434,600.0,0.3356888203728579,5,
-2.50598754873978,-1.5876402,30000,0.4752438,50,[0.04867577 1.104001  ],0.08394608,8.544848780506454,-0.41142033321403926,0.11111113,20.127971410751343,4.597404419501929,-0.41142033321403926,0.76237021228084,0.055169962,-0.6598193970822855,1.1579185,5,-2.50598754873978,0.95713073,-6.672917052355509e-05,0.1344201,9,-1.6874068,-2.50598754873978,-0.41142033321403926,-0.2569568,0.76237021228084,1,-6.672917052355509e-05,0.22090082,-6.672917052355509e-05,-0.6598193970822855,600.0,0.76237021228084,5,0.025643868
