PlainReturnMin,Bound,TimestepsSoFar,MinIW,NumTrajectories,Weights,D2,ESSClassic,InitialReturnMean,MeanIWNorm,TimeElapsed,ESSRenyi,UncReturnMean,PlainReturnStd,MinIWNorm,EpRewMean,MaxIW,EpThisIter,UncReturnMin,MeanIW,UncReturnMax,MaxIWNorm,Iteration,InitialBound,InitialReturnMin,PlainReturnMean,ReturnMeanIw,InitialReturnStd,IterType,InitialReturnMax,StdIW,PlainReturnMax,UndEpRewMean,EpLenMean,UncReturnStd,BatchSize,StdIWNorm
-0.804282171619465,-0.6291466,33000,1.0,55,[0.09209856 1.1220213 ],,9.0,-0.219626134523902,0.11111111,21.818320751190186,5.0,-0.219626134523902,0.2842951441155587,0.11111111,-0.3260456559892065,1.0,5,-0.804282171619465,1.0,-0.0006978337142582573,0.11111111,10,-0.6291466,-0.804282171619465,-0.219626134523902,-0.21962614,0.2842951441155587,1,-0.0006978337142582573,,-0.0006978337142582573,-0.3260456559892065,600.0,0.2842951441155587,5,
-2.971582637503457,-1.794997,36000,0.6509213,60,[0.09209856 1.1220213 ],0.066689834,8.621758117668223,-0.3547716795952574,0.111111104,23.619014978408813,4.677426495622507,-0.3547716795952574,0.9267595487872524,0.069503084,-0.6352173238262864,1.2577411,5,-2.971582637503457,1.0405954,-3.077894995063973e-05,0.13429716,11,-1.8678275,-2.971582637503457,-0.3547716795952574,-0.2306379,0.9267595487872524,1,-3.077894995063973e-05,0.21795596,-3.077894995063973e-05,-0.6352173238262864,600.0,0.9267595487872524,5,0.023272568
-5.737896114562706,-3.7189312,39000,0.2503743,65,[0.05714294 1.2889421 ],0.17712297,5.522267176880601,-1.4558113683757001,0.11111111,25.392578125,4.188383719612328,-1.4558113683757001,1.8364367312000147,0.022367641,-1.6836230568996307,2.5627513,5,-5.737896114562706,1.2437327,-0.0015567822631739115,0.22894803,12,-4.377405,-5.737896114562706,-1.4558113683757001,-0.52679366,1.8364367312000147,1,-0.0015567822631739115,0.9869983,-0.0015567822631739115,-1.6836230568996307,600.0,1.8364367312000147,5,0.08817528
-1.3343159949747572,-1.1849055,42000,0.41136488,70,[-0.00564411  1.3545561 ],0.14856347,8.596935293776085,-0.5686623045310072,0.11111111,27.146826028823853,4.309726668667588,-0.5686623045310072,0.5847541617138876,0.07828489,-0.4931973609617593,0.7392021,5,-1.3343159949747572,0.58385736,-9.349519576630928e-06,0.14067402,13,-1.2480627,-1.3343159949747572,-0.5686623045310072,-0.45311636,0.5847541617138876,1,-9.349519576630928e-06,0.12642203,-9.349519576630928e-06,-0.4931973609617593,600.0,0.5847541617138876,5,0.024058776
-0.6850439084410588,-0.56860673,45000,0.99990165,75,[0.03418151 1.773674  ],2.129276e-08,8.999999523216767,-0.21983086988193917,0.111111104,29.051119327545166,5.0,-0.21983086988193917,0.2492422430265355,0.11108762,-0.1695482174555285,1.0002799,5,-0.6850439084410588,1.000113,-0.0006300539767077062,0.11112965,14,-0.5686382,-0.6850439084410588,-0.21983086988193917,-0.2197994,0.2492422430265355,1,-0.0006300539767077062,0.00016334439,-0.0006300539767077062,-0.1695482174555285,600.0,0.2492422430265355,5,1.8149936e-05
-0.9647112961257924,-0.6443002,48000,0.47843066,80,[0.0341617 1.7735808],0.1781844,6.62430208301039,-0.21168924041915005,0.1111111,30.906195640563965,4.183940379679534,-0.21168924041915005,0.298898382114656,0.0427305,-0.2956859247493039,2.2739482,5,-0.9647112961257924,1.2440519,-0.000653958379745613,0.20309515,15,-0.7028962,-0.9647112961257924,-0.21168924041915005,-0.10732184,0.298898382114656,1,-0.000653958379745613,0.7450137,-0.000653958379745613,-0.2956859247493039,600.0,0.298898382114656,5,0.06654007
-1.5174924977889168,-1.1571763,51000,0.7592572,85,[0.09529874 1.9383261 ],0.14286551,8.252945188691108,-0.4448202408803666,0.11111111,32.79324126243591,4.334353013975777,-0.4448202408803666,0.5047195073518053,0.08025875,-0.5802154647188627,1.4728678,5,-1.5174924977889168,1.0511241,-0.00016042958326152463,0.15569234,16,-1.2174896,-1.5174924977889168,-0.4448202408803666,-0.32729393,0.5047195073518053,1,-0.00016042958326152463,0.3162466,-0.00016042958326152463,-0.5802154647188627,600.0,0.5047195073518053,5,0.033429455
-1.7763404068548634,-1.5128715,54000,0.60156465,90,[0.04267408 1.727348  ],0.06807301,8.150275993572635,-0.6639941000508119,0.111111104,34.588409662246704,4.670961100306909,-0.6639941000508119,0.7540653798177233,0.06883555,-0.6164782892908807,1.4881873,5,-1.7763404068548634,0.9710174,-0.0001264085272938198,0.17028958,17,-1.5684623,-1.7763404068548634,-0.6639941000508119,-0.5770885,0.7540653798177233,1,-0.0001264085272938198,0.31353095,-0.0001264085272938198,-0.6164782892908807,600.0,0.7540653798177233,5,0.035876565
-0.09517600620980059,-0.07219775,57000,1.0,95,[0.08162984 1.6898093 ],,9.0,-0.023736502477742547,0.11111111,36.30056142807007,5.0,-0.023736502477742547,0.029331087430538517,0.11111111,-0.035034155193490894,1.0,5,-0.09517600620980059,1.0,-0.0012012644620265135,0.11111111,18,-0.07219775,-0.09517600620980059,-0.023736502477742547,-0.023736503,0.029331087430538517,1,-0.0012012644620265135,,-0.0012012644620265135,-0.035034155193490894,600.0,0.029331087430538517,5,
-2.0820679745258,-1.2875366,60000,0.74736583,100,[0.08162984 1.6898093 ],0.0579204,8.702998010016731,-0.27898149632029573,0.11111111,38.02467489242554,4.718625384274594,-0.27898149632029573,0.6398868459095695,0.06768972,-0.45107773068771984,1.4759879,5,-2.0820679745258,1.2267839,-6.007752949942235e-06,0.13368179,19,-1.3391186,-2.0820679745258,-0.27898149632029573,-0.19624873,0.6398868459095695,1,-6.007752949942235e-06,0.22662774,-6.007752949942235e-06,-0.45107773068771984,600.0,0.6398868459095695,5,0.020525916
