InitialReturnMean,ESSClassic,MeanIW,StdIWNorm,Bound,InitialReturnMax,StdIW,MaxIW,D2,ESSRenyi,PlainReturnMax,PlainReturnMin,EpThisIter,UncReturnMax,MeanIWNorm,MinIW,IterType,BatchSize,Weights,UndEpRewMean,PlainReturnMean,EpLenMean,MinIWNorm,ReturnMeanIw,InitialReturnStd,UncReturnMean,Iteration,InitialReturnMin,MaxIWNorm,InitialBound,TimestepsSoFar,EpRewMean,UncReturnMin,PlainReturnStd,UncReturnStd,NumTrajectories,TimeElapsed
-0.46854294634298604,103.99999943533385,1.0,,-0.66444993,-0.0009381897821829756,,1.0,,100.0,-0.0009381897821829756,-1.3079108077170873,100,-0.0009381897821829756,0.009615385,1.0,1,100,[ 0.02065602 -0.31085578],-0.4738653674681194,-0.46854294634298604,960.04,0.009615385,-0.46854296,0.38846122931881455,-0.46854294634298604,20,-1.3079108077170873,0.009615385,-0.66444993,2016084,-0.4738653674681194,-1.3079108077170873,0.38846122931881455,0.38846122931881455,2100,585.2088668346405
-0.9694834822077149,91.60957046898028,0.9646721,0.0035362227,-1.780538,-5.270048068412654e-06,0.35477474,1.7494282,0.11414255,89.2130728730132,-5.270048068412654e-06,-6.710369324050553,100,-5.270048068412654e-06,0.009615385,0.357811,1,100,[ 0.02065602 -0.31085578],-0.992841714456126,-0.9694834822077149,960.04,0.003566487,-0.7163855,1.5682108075455503,-0.9694834822077149,21,-6.710369324050553,0.017437452,-1.974604,2112088,-0.992841714456126,-6.710369324050553,1.5682108075455503,1.5682108075455503,2200,618.2556648254395
-0.6478803931956054,93.35449706965971,0.96256346,0.0032469982,-1.0300031,-0.009686605647056437,0.3250459,1.5962551,0.11555833,89.08686422947997,-0.009686605647056437,-2.9288630276541263,100,-0.009686605647056437,0.009615385,0.4646266,1,100,[-0.02814871 -0.44734967],-0.6399093282814273,-0.6478803931956054,960.04,0.0046413187,-0.56520534,0.6568860496295721,-0.6478803931956054,22,-2.9288630276541263,0.015945554,-1.0865836,2208092,-0.6399093282814273,-2.9288630276541263,0.6568860496295721,0.6568860496295721,2300,647.5490620136261
-0.5874776731226512,95.76588233177445,0.9127141,0.0028194836,-1.0755984,-0.0003803595364216031,0.26763177,1.3630636,0.10485114,90.04585586687061,-0.0003803595364216031,-3.7539171748716598,100,-0.0003803595364216031,0.009615385,0.37167406,1,100,[ 0.02281068 -0.4652483 ],-0.5478452971474087,-0.5874776731226512,960.04,0.0039155623,-0.48304904,0.7609735783479376,-0.5874776731226512,23,-3.7539171748716598,0.014359787,-1.1497625,2304096,-0.5478452971474087,-3.7539171748716598,0.7609735783479376,0.7609735783479376,2400,675.7211408615112
-0.6883600031155093,93.54595901515904,1.0090829,0.0032143744,-1.4095799,-0.0009228579641928318,0.3373313,1.8952469,0.1176068,88.90455545592025,-0.0009228579641928318,-5.662362125386691,100,-0.0009228579641928318,0.009615385,0.38236696,1,100,[ 0.06984143 -0.58659846],-0.6526181793514984,-0.6883600031155093,960.04,0.0036435118,-0.5100671,1.1188112971641024,-0.6883600031155093,24,-5.662362125386691,0.018059496,-1.5365036,2400100,-0.6526181793514984,-5.662362125386691,1.1188112971641024,1.1188112971641024,2500,701.6822164058685
-0.7023012058009338,98.92532346729384,0.9427512,0.0021777935,-1.176348,-0.00017590376285196068,0.21352422,1.5687072,0.048740286,95.24284654648787,-0.00017590376285196068,-3.395712294473141,100,-0.00017590376285196068,0.009615385,0.52034074,1,100,[ 0.02421914 -0.34895176],-0.7193036677947903,-0.7023012058009338,960.04,0.005307101,-0.6551696,0.9348276365107147,-0.7023012058009338,25,-3.395712294473141,0.015999686,-1.210932,2496104,-0.7193036677947903,-3.395712294473141,0.9348276365107147,0.9348276365107147,2600,727.5894229412079
-0.6520924422975688,91.97272699308566,0.96519196,0.003477129,-1.1234791,-0.00012112944375301303,0.3490341,1.5572858,0.12205137,88.51029131892828,-0.00012112944375301303,-3.6396516671234203,100,-0.00012112944375301303,0.009615385,0.43753195,1,100,[ 0.00413501 -0.6122546 ],-0.6716507668435256,-0.6520924422975688,960.04,0.0043587578,-0.5440042,0.8738256350076095,-0.6520924422975688,26,-3.6396516671234203,0.01551391,-1.197262,2592108,-0.6716507668435256,-3.6396516671234203,0.8738256350076095,0.8738256350076095,2700,754.3723766803741
-0.778521362316256,94.76419195351274,1.0445678,0.0030018017,-1.261069,-0.0006324053996519846,0.3261009,1.5987511,0.09427072,91.00363836291244,-0.0006324053996519846,-3.8445066998637625,100,-0.0006324053996519846,0.009615385,0.46197647,1,100,[-0.04318456 -0.38708493],-0.7518166323968903,-0.778521362316256,960.04,0.0042525544,-0.65742207,0.9856372629765257,-0.778521362316256,27,-3.8445066998637625,0.014716715,-1.3543754,2688112,-0.7518166323968903,-3.8445066998637625,0.9856372629765257,0.9856372629765257,2800,782.2610583305359
-0.7704295913222372,98.93322360145682,0.9802212,0.002176017,-1.3027143,-0.0009912547279285052,0.22182973,1.3667915,0.04894969,95.2228994247537,-0.0009912547279285052,-3.8122804235538665,100,-0.0009912547279285052,0.009615385,0.535357,1,100,[ 0.00273022 -0.3511353 ],-0.7778866423025012,-0.7704295913222372,960.04,0.0052515324,-0.7175393,0.810088168691809,-0.7704295913222372,28,-3.8122804235538665,0.013407408,-1.3414564,2784116,-0.7778866423025012,-3.8122804235538665,0.810088168691809,0.810088168691809,2900,808.5706984996796
-0.41663848125409625,97.01184577517036,1.0123843,0.002580686,-0.8406287,-0.0007531717892372781,0.2717152,1.7317263,0.09831144,90.6366623577395,-0.0007531717892372781,-3.152154410704798,100,-0.0007531717892372781,0.009615385,0.52681,1,100,[ 0.03458176 -0.4443273 ],-0.4270798989493556,-0.41663848125409625,960.04,0.0050035156,-0.3446908,0.6687340846052261,-0.41663848125409625,29,-3.152154410704798,0.016447522,-0.8887876,2880120,-0.4270798989493556,-3.152154410704798,0.6687340846052261,0.6687340846052261,3000,834.5395972728729
-0.5299572486237536,98.13701652702207,1.0103116,0.0023502272,-1.1564891,-0.0018421255594119246,0.24694404,1.5584068,0.07873233,92.42873157261354,-0.0018421255594119246,-4.6857327699523585,100,-0.0018421255594119246,0.009615383,0.43292955,1,100,[-0.01232754 -0.4782749 ],-0.5378878276515178,-0.5299572486237536,960.04,0.0041202973,-0.42645073,0.8803003274056321,-0.5299572486237536,30,-4.6857327699523585,0.014831742,-1.2318152,2976124,-0.5378878276515178,-4.6857327699523585,0.8803003274056321,0.8803003274056321,3100,860.2725510597229
-0.4880709797396642,103.99999943533385,1.0,,-0.7884569,-0.0003724574462261544,,1.0,,100.0,-0.0003724574462261544,-2.0054312041198132,100,-0.0003724574462261544,0.009615385,1.0,1,100,[ 0.02508724 -0.671047  ],-0.4868744249295531,-0.4880709797396642,960.04,0.009615385,-0.48807102,0.48264122620403915,-0.4880709797396642,31,-2.0054312041198132,0.009615385,-0.7884569,3072128,-0.4868744249295531,-2.0054312041198132,0.48264122620403915,0.48264122620403915,3200,886.5798571109772
-0.7314961932032451,89.16599377334862,1.0037681,0.003921899,-1.1275592,-0.0007569921525730984,0.4094144,1.9201075,0.14471725,86.52669296318106,-0.0007569921525730984,-3.266446877026062,100,-0.0007569921525730984,0.009615384,0.28921336,1,100,[ 0.02508724 -0.671047  ],-0.7331448819357078,-0.7314961932032451,960.04,0.0027704586,-0.6015756,0.8524308196750194,-0.7314961932032451,32,-3.266446877026062,0.018393265,-1.2207648,3168132,-0.7331448819357078,-3.266446877026062,0.8524308196750194,0.8524308196750194,3300,912.0409252643585
-0.4554186537735079,99.71027845238538,1.0931449,0.0019943966,-0.9892543,-5.315105437777418e-06,0.22673713,1.7955749,0.052356996,94.89900515990081,-5.315105437777418e-06,-3.8643416317366177,100,-5.315105437777418e-06,0.009615384,0.59558475,1,100,[ 0.06486167 -1.0802087 ],-0.4591613878081537,-0.4554186537735079,960.04,0.005238808,-0.3950765,0.8250266008626341,-0.4554186537735079,33,-3.8643416317366177,0.01579401,-1.0342436,3264136,-0.4591613878081537,-3.8643416317366177,0.8250266008626341,0.8250266008626341,3400,936.6288607120514
-0.594829493318766,103.99999943533385,1.0,,-0.8658472,-9.315389320647984e-05,,1.0,,100.0,-9.315389320647984e-05,-1.8093638855726815,100,-9.315389320647984e-05,0.009615385,1.0,1,100,[ 0.03276339 -0.9586633 ],-0.5932647077955733,-0.594829493318766,960.04,0.009615385,-0.5948295,0.5704110407198132,-0.594829493318766,34,-1.8093638855726815,0.009615385,-0.8658472,3360140,-0.5932647077955733,-1.8093638855726815,0.5704110407198132,0.5704110407198132,3500,962.2339825630188
-0.6755415494280798,93.24234768242015,0.8497216,0.0032660172,-1.293705,-0.0006754775226485059,0.28862134,1.4777093,0.1896262,82.72682894597999,-0.0006754775226485059,-5.416093650657446,100,-0.0006754775226485059,0.009615385,0.2846101,1,100,[ 0.03276339 -0.9586633 ],-0.6876070810289764,-0.6755415494280798,960.04,0.003220626,-0.4017669,1.2817181048081483,-0.6755415494280798,35,-5.416093650657446,0.016721645,-1.4867976,3456144,-0.6876070810289764,-5.416093650657446,1.2817181048081483,1.2817181048081483,3600,987.8269553184509
-0.5738233078774578,103.99997632260329,0.9999943,3.761484e-07,-0.9903258,-0.0012591717214183837,3.911805e-05,1.0000725,1.6988431e-09,100.0,-0.0012591717214183837,-2.780704185960992,100,-0.0012591717214183837,0.009615385,0.9999101,1,100,[-0.03015046 -0.7830396 ],-0.5571245723148676,-0.5738233078774578,960.04,0.009614576,-0.57381475,0.5897669022149588,-0.5738233078774578,36,-2.780704185960992,0.009616137,-0.9903344,3552148,-0.5571245723148676,-2.780704185960992,0.5897669022149588,0.5897669022149588,3700,1013.1649312973022
-0.7122861561763869,97.2851473334047,0.9788261,0.002526164,-1.0561185,-0.0038840939285670188,0.25715822,1.4395995,0.0551619,94.63319322137914,-0.0038840939285670188,-2.4905387140769624,100,-0.0038840939285670188,0.009615385,0.54630333,1,100,[-0.03014578 -0.7829992 ],-0.7070972798318459,-0.7122861561763869,960.04,0.0053665475,-0.67263806,0.6665344453274287,-0.7122861561763869,37,-2.4905387140769624,0.014141739,-1.0853344,3648152,-0.7070972798318459,-2.4905387140769624,0.6665344453274287,0.6665344453274287,3800,1039.1343641281128
-0.6084143583328391,104.00000211684213,1.0000002,1.9149009e-07,-1.069144,-7.967155187353263e-06,1.991741e-05,1.0000328,5.548698e-10,100.0,-7.967155187353263e-06,-3.0759471673016785,100,-7.967155187353263e-06,0.009615385,0.9999566,1,100,[-0.05982179 -0.59313685],-0.6199438473303922,-0.6084143583328391,960.04,0.009614965,-0.60840964,0.8038075195375046,-0.6084143583328391,38,-3.0759471673016785,0.009615697,-1.0691488,3744156,-0.6199438473303922,-3.0759471673016785,0.8038075195375046,0.8038075195375046,3900,1064.918327331543
-0.7640824456225869,100.99932500925101,1.0042872,0.0016573605,-1.3859805,-0.01715163855915689,0.17310448,1.4800396,0.028921306,97.14928961546123,-0.01715163855915689,-4.349708640288394,100,-0.01715163855915689,0.009615385,0.6436877,1,100,[-0.05981892 -0.59311616],-0.751708516474316,-0.7640824456225869,960.04,0.0061628832,-0.7249644,1.024783605851195,-0.7640824456225869,39,-4.349708640288394,0.014170397,-1.4156088,3840160,-0.751708516474316,-4.349708640288394,1.024783605851195,1.024783605851195,4000,1090.4288110733032
-0.6583586111619412,103.99998938991872,0.9999968,1.3801534e-06,-0.95210636,-5.595040220959431e-05,0.00014353849,1.0002956,1.5794658e-08,100.0,-5.595040220959431e-05,-1.9612926942826447,100,-5.595040220959431e-05,0.009615385,0.99973387,1,100,[-0.03628019 -0.6914307 ],-0.6465854667848292,-0.6583586111619412,960.04,0.009612856,-0.6583319,0.5906451559514739,-0.6583586111619412,40,-1.9612926942826447,0.009618258,-0.9521332,3936164,-0.6465854667848292,-1.9612926942826447,0.5906451559514739,0.5906451559514739,4100,1115.7388956546783
-0.5915530347927891,103.99999943533385,1.0,,-0.9294603,-0.0005999849355851683,,1.0,,100.0,-0.0005999849355851683,-2.2559311222820693,100,-0.0005999849355851683,0.009615385,1.0,1,100,[-0.03626629 -0.691558  ],-0.5949061210494302,-0.5915530347927891,960.04,0.009615385,-0.59155303,0.6219414310182738,-0.5915530347927891,41,-2.2559311222820693,0.009615385,-0.9294603,4032168,-0.5949061210494302,-2.2559311222820693,0.6219414310182738,0.6219414310182738,4200,1140.7944910526276
-0.5592614268392352,103.999998032945,1.0000126,4.7579104e-07,-0.9623399,-0.00019021700550532884,4.9485403e-05,1.0001041,2.6120708e-09,100.0,-0.00019021700550532884,-2.69109704994676,100,-0.00019021700550532884,0.009615385,0.9998832,1,100,[-0.03626629 -0.691558  ],-0.5649282223653003,-0.5592614268392352,960.04,0.00961414,-0.55925083,0.6281452022626993,-0.5592614268392352,42,-2.69109704994676,0.009616264,-0.9623505,4128172,-0.5649282223653003,-2.69109704994676,0.6281452022626993,0.6281452022626993,4300,1166.2666189670563
-0.5413543070289354,96.39253757202391,0.9945988,0.002701252,-1.1379374,-0.00031888349416075176,0.27941287,1.3936526,0.08492797,91.8578435360823,-0.00031888349416075176,-4.479203351840076,100,-0.00031888349416075176,0.009615385,0.39918208,1,100,[-0.03625923 -0.691588  ],-0.5137566697608672,-0.5413543070289354,960.04,0.003859133,-0.43791115,0.8463997971192182,-0.5413543070289354,43,-4.479203351840076,0.013473277,-1.2122769,4224176,-0.5137566697608672,-4.479203351840076,0.8463997971192182,0.8463997971192182,4400,1191.269117116928
1.3179057773518363,17.79997506106083,1.1817696,0.021159757,-5.292671,99.03192126924668,2.6006196,13.839839,1.2083986,29.867520727546847,99.03192126924668,-3.57857946325601,100,99.03192126924668,0.009615384,0.09835324,1,100,[ 0.00283537 -0.49601412],1.4173083942264384,1.3179057773518363,960.04,0.00080024416,21.849672,13.698461447631134,1.3179057773518363,44,-3.57857946325601,0.11260687,-13.515707,4320180,1.4173083942264384,-3.57857946325601,13.698461447631134,13.698461447631134,4500,1216.4235985279083
2.2117186280182635,26.74668279408621,0.7800535,0.016341439,-3.2972736,99.4109911888019,1.3257085,6.883708,1.2794279,27.819642029474213,99.4109911888019,-3.488960982395596,100,99.4109911888019,0.009615385,0.083912864,1,100,[-0.03804238  1.1014206 ],2.3152392417624554,2.2117186280182635,960.04,0.0010343578,24.93399,16.76979159181435,2.2117186280182635,45,-3.488960982395596,0.08485251,-12.678672,4416184,2.3152392417624554,-3.488960982395596,16.76979159181435,16.76979159181435,4600,1241.8547577857971
7.703435561642539,69.20541611428192,0.8060901,0.0068179285,-0.6338749,99.3617387324823,0.57157,2.4642386,0.7036357,49.47831528756154,99.3617387324823,-3.2794209216079193,100,99.3617387324823,0.009615385,0.115131624,1,100,[-0.0396358  2.7980227],8.049505902171475,7.703435561642539,960.04,0.0013733387,20.524555,28.03300485257478,7.703435561642539,46,-3.2794209216079193,0.029394483,-7.179578,4512188,8.049505902171475,-3.2794209216079193,28.03300485257478,28.03300485257478,4700,1266.5240619182587
32.46646726467265,63.649381132703624,0.85533816,0.0077923913,37.531616,99.41281357784219,0.7531597,2.6704454,0.9444851,38.88797357441264,99.41281357784219,-3.1491249983853113,100,99.41281357784219,0.008849557,0.08595763,1,100,[-0.08426513  3.9744592 ],32.85089315116341,32.46646726467265,877.91,0.00088934065,60.43944,46.94192969605385,32.46646726467265,47,-3.1491249983853113,0.027629143,18.181099,4599979,32.85089315116341,-3.1491249983853113,46.94192969605385,46.94192969605385,4800,1291.8209390640259
56.568450412738194,47.478316737968974,0.9787933,0.010222425,62.702847,99.35502816085128,1.2507052,5.191994,0.95078456,38.64377015717587,99.35502816085128,-6.538976074930079,100,99.35502816085128,0.007999999,0.12756068,1,100,[-0.16213988  5.206792  ],57.188255520325754,56.568450412738194,795.77,0.0010425954,84.53937,49.14213650642216,56.568450412738194,48,-6.538976074930079,0.042435877,42.993973,4679556,57.188255520325754,-6.538976074930079,49.14213650642216,49.14213650642216,4900,1317.0293962955475
85.9731485808539,139.58007032555108,1.0304433,0.0024739467,76.071846,99.35376719702762,0.4129804,1.9666407,0.17482421,83.96046057202075,99.35376719702762,-4.12103711627779,100,99.35376719702762,0.0061728396,0.28590703,1,100,[-0.19240409  6.637761  ],88.36977260375077,85.9731485808539,604.53,0.0017127175,89.084854,32.80322911319059,85.9731485808539,49,-4.12103711627779,0.011781102,74.04934,4740009,88.36977260375077,-4.12103711627779,32.80322911319059,32.80322911319059,5000,1342.1507625579834
