InitialReturnMin,InitialReturnStd,MaxIW,TimeElapsed,StdIW,ESSRenyi,D2,MeanIW,ReturnMeanIw,PlainReturnStd,UncReturnMax,InitialReturnMax,MinIWNorm,PlainReturnMean,ESSClassic,EpRewMean,PlainReturnMax,IterType,UncReturnMin,StdIWNorm,BatchSize,MaxIWNorm,EpThisIter,InitialReturnMean,UncReturnStd,InitialBound,PlainReturnMin,Bound,MinIW,NumTrajectories,ReturnMean,TimestepsSoFar,Weights,Iteration,EpLenMean,UncReturnMean,MeanIWNorm,UndEpRewMean
-1.6446274099703988,0.33348648457655045,1.0,14.522408962249756,,100.0,,1.0,-0.27332336,0.33348648457655045,-5.857045511418043e-06,-5.857045511418043e-06,0.01,-0.2733233768507343,100.0,-0.2733233768507343,-5.857045511418043e-06,1,-1.6446274099703988,1.8626451e-09,100,0.01,100,-0.2733233768507343,0.33348648457655045,-0.52454436,-1.6446274099703988,-0.52454436,1.0,100,-0.2733233768507343,50000,[0.00587336 0.0142819 ],,500.0,-0.2733233768507343,0.009999998,-0.2733233768507343
