MeanIWNorm,Iteration,NumTrajectories,UncReturnStd,InitialReturnMean,InitialReturnMin,MaxIW,TimestepsSoFar,PlainReturnMin,EpRewMean,PlainReturnMean,Weights,BatchSize,MinIW,ReturnMeanIw,MeanIW,StdIWNorm,PlainReturnMax,EpLenMean,UncReturnMin,TimeElapsed,UncReturnMax,IterType,UncReturnMean,D2,Bound,MaxIWNorm,EpThisIter,UndEpRewMean,MinIWNorm,InitialReturnMax,ESSRenyi,PlainReturnStd,ESSClassic,InitialReturnStd,InitialBound,StdIW
0.2,,5,0.4144479761792949,-0.4061071412152689,-1.1431777970255912,1.5555321,4995,-1.1431777970255912,-0.4061071412152689,-0.4061071412152689,[0.00587336 0.0142819 ],5,0.641215,-0.3067116,1.0177994,0.06895204,-0.013032233237458809,999.0,-1.1431777970255912,2.9012978076934814,-0.013032233237458809,1,-0.4061071412152689,0.11504735,-1.1338903,0.30566576,5,-0.4061071412152689,0.12600029,-0.013032233237458809,4.456619746983499,0.4144479761792949,4.468835740361933,0.4144479761792949,-1.1870462,0.35089672
0.2,1,10,0.7739521665162203,-0.8360794621683489,-2.190109531795281,1.3486711,9990,-2.190109531795281,-0.8360794621683489,-0.8360794621683489,[-0.03198675 -0.32559705],5,0.70534045,-0.77063143,0.9746556,0.044220988,-7.921765953879223e-05,999.0,-2.190109531795281,4.682401895523071,-7.921765953879223e-05,1,-0.8360794621683489,0.034274608,-2.2926216,0.27674824,5,-0.8360794621683489,0.14473633,-7.921765953879223e-05,4.831530721654425,0.7739521665162203,4.766955281249132,0.7739521665162203,-2.332209,0.21550114
