LQGmu1_actor,ReturnLastEpisode,Iteration,ReturnMean,LQGsigma_higher,TimeElapsed,Regret,Regret/t,LQGmu1_higher
-0.9603634,0.9276467930405394,1,0.9276467930405394,0.14999999,0.12409782409667969,0.03747320695946055,0.03747320695946055,-1.0
-0.9568405,0.9286434369895532,2,0.9281451150150464,0.14999999,0.13869571685791016,0.07394976996990732,0.03697488498495366,-0.97979796
-0.74520516,0.931877240744894,3,0.9293891569249956,0.14999999,0.20556640625,0.10719252922501332,0.03573084307500444,-0.959596
-0.8117346,0.9306783420664687,4,0.9297114532103639,0.14999999,0.23986053466796875,0.1416341871585446,0.03540854678963615,-0.93939394
-0.76801616,0.9320989690132618,5,0.9301889563709433,0.14999999,0.27262377738952637,0.17465521814528273,0.034931043629056545,-0.9191919
-1.0329968,0.9259933312813242,6,0.9294896855226735,0.14999999,0.30700254440307617,0.2137818868639585,0.03563031447732642,-0.8989899
-0.7566041,0.9313791995401276,7,0.9297596160965955,0.14999999,0.3425583839416504,0.24752268732383087,0.03536038390340441,-0.8787879
-0.99276406,0.9273523941368533,8,0.9294587133516277,0.14999999,0.3781306743621826,0.2852902931869775,0.03566128664837219,-0.85858583
-0.8888052,0.9300184311059346,9,0.9295209042132174,0.14999999,0.4129769802093506,0.32039186208104287,0.03559909578678254,-0.83838385
-0.90375954,0.9295357411606682,10,0.9295223879079625,0.14999999,0.4482593536376953,0.3559761209203747,0.03559761209203747,-0.8181818
-0.7075327,0.9325811394022929,11,0.9298004562256289,0.14999999,0.48391151428222656,0.3885149815180817,0.03531954377437107,-0.7979798
-0.7700437,0.9325299509990209,12,0.9300279141234116,0.14999999,0.5197021961212158,0.4211050305190608,0.0350920858765884,-0.7777778
-0.802653,0.9311294054949468,13,0.9301126442289143,0.14999999,0.5555965900421143,0.45509562502411394,0.035007355771085685,-0.75757575
-0.6649112,0.9335191937176286,14,0.9303559691923938,0.14999999,0.5912320613861084,0.4866964313064853,0.034764030807606094,-0.7373737
-0.6862258,0.932932205701657,15,0.9305277182930115,0.14999999,0.6279842853546143,0.5188842256048283,0.034592281706988554,-0.7171717
-0.73140234,0.9322390789993562,16,0.930634678337158,0.14999999,0.6644296646118164,0.551765146605472,0.034485321662842,-0.6969697
