Regret/t,LQGmu1_actor,TimeElapsed,Regret,ReturnLastEpisode,ReturnMean,Iteration,LQGsigma_higher,LQGmu1_higher
0.010777815899709275,-1.2107719,0.22672080993652344,0.010777815899709275,0.9543421841002907,0.9543421841002907,1,0.14999999,-1.0
0.011321961349415044,-1.194314,0.238389253616333,0.022643922698830088,0.9532538932008792,0.9537980386505849,2,0.14999999,-0.97979796
0.01113731205156295,-1.1269941,0.26811647415161133,0.03341193615468885,0.9543519865441412,0.9539826879484371,3,0.14999999,-0.959596
0.010865083334903797,-0.94979936,0.31579113006591797,0.04346033333961519,0.9550716028150736,0.9542549166650962,4,0.14999999,-0.93939394
0.010748154568766433,-0.85757357,0.359877347946167,0.05374077284383216,0.954839560495783,0.9543718454312335,5,0.14999999,-0.9191919
0.010656317387390368,-0.90045786,0.4064967632293701,0.06393790432434221,0.9549228685194899,0.9544636826126096,6,0.14999999,-0.8989899
0.0105906067837168,-0.89787686,0.44769978523254395,0.0741342474860176,0.9549236568383246,0.9545293932162833,7,0.14999999,-0.8787879
0.010537182301724943,-0.9159025,0.5175080299377441,0.08429745841379954,0.954956789072218,0.9545828176982751,8,0.14999999,-0.85858583
0.010527914843687473,-1.0090616,0.5542573928833008,0.09475123359318727,0.9546662248206123,0.9545920851563126,9,0.14999999,-0.83838385
0.01046663970282805,-0.8060191,0.5907583236694336,0.10466639702828051,0.9552048365649067,0.9546533602971718,10,0.14999999,-0.8181818
0.010438264002533256,-0.5850923,0.6259622573852539,0.11482090402786582,0.9549654930004147,0.9546817359974668,11,0.14999999,-0.7979798
0.01035617561981537,-0.67421514,0.6653730869293213,0.12427410743778444,0.9556667965900814,0.9547638243801847,12,0.14999999,-0.7777778
0.010335983897196553,-0.9237757,0.7047743797302246,0.1343677906635552,0.9550263167742292,0.9547840161028035,13,0.14999999,-0.75757575
0.01029075799219983,-0.71263933,0.763636589050293,0.14407061189079762,0.9554171787727576,0.9548292420078003,14,0.14999999,-0.7373737
0.010252268877928516,-0.78736436,0.8115184307098389,0.15378403316892775,0.9554065787218698,0.9548677311220716,15,0.14999999,-0.7171717
