TimeElapsed,Regret,LQGmu1_actor,Iteration,ReturnMean,LQGsigma_higher,Regret/t,LQGmu1_higher,ReturnLastEpisode
0.2625863552093506,0.010600147482476063,-1.1225296,1,0.9545198525175239,0.14999999,0.010600147482476063,-1.0,0.9545198525175239
0.31986069679260254,0.020366033847437404,-0.92683506,2,0.9549369830762813,0.14999999,0.010183016923718702,-0.97979796,0.9553541136350386
0.35263514518737793,0.030932093552816786,-1.2675381,3,0.954809302149061,0.14999999,0.01031069785093893,-0.959596,0.9545539402946206
0.38530540466308594,0.04084885455415499,-0.8612848,4,0.9549077863614612,0.14999999,0.010212213638538747,-0.93939394,0.9552032389986618
0.41802263259887695,0.05029910277146521,-0.7183522,5,0.955060179445707,0.14999999,0.010059820554293043,-0.9191919,0.9556697517826898
0.4349539279937744,0.06006150002325594,-0.91024244,6,0.955109749996124,0.14999999,0.01001025000387599,-0.8989899,0.9553576027482092
0.4668700695037842,0.06989828457088443,-0.77015525,7,0.9551345307755879,0.14999999,0.00998546922441206,-0.8787879,0.9552832154523715
0.4997272491455078,0.07951258898194713,-0.63718104,8,0.9551809263772565,0.14999999,0.009939073622743391,-0.85858583,0.9555056955889373
0.5318317413330078,0.08944500780944975,-0.82393306,9,0.95518166579895,0.14999999,0.009938334201049972,-0.83838385,0.9551875811724974
0.5571565628051758,0.09914252378675781,-0.7819412,10,0.9552057476213243,0.14999999,0.00991425237867578,-0.8181818,0.9554224840226919
0.5830669403076172,0.10893152207843793,-0.60204345,11,0.9552171343565057,0.14999999,0.009902865643494357,-0.7979798,0.9553310017083199
0.6120421886444092,0.11863833740881657,-0.69721353,12,0.9552334718825987,0.14999999,0.00988652811740138,-0.7777778,0.9554131846696213
0.6301414966583252,0.12849656875757653,-0.56631684,13,0.9552356485571096,0.14999999,0.009884351442890503,-0.75757575,0.95526176865124
0.6470358371734619,0.1383360700484617,-0.716622,14,0.9552388521393957,0.14999999,0.009881147860604409,-0.7373737,0.9552804987091148
0.6639730930328369,0.14783868969434477,-0.8200241,15,0.9552640873537104,0.14999999,0.009855912646289652,-0.7171717,0.9556173803541169
