DenMISELogLast,NumTrainableParams,InvPendulum_std1_higher,InvPendulum_std0_higher,InvPendulum_mu3_higher,ReturnMin,InvPendulum_mu1_higher,ReturnLastEpisode,DenMISEMeanLog,InvPendulum_mu0_higher,ReturnMax,Iteration,MinEpLen,GridSize,TimestepsSoFar,ReturnAbsMax,Regret,BoundBonus,IWMean,AvgEpLen,ActionIn1,BoundMISE,InvPendulum_mu2_higher,ReturnMean,NumTrajectories,InvPendulum_std2_higher,Delta,IWMax,TimeElapsed,InvPendulum_std3_higher,DenMISELogFirst,Regret/t,IWMin,IWFirstEpisode,Bound,IWLastEpisode
18.881369,,0.0009999999,0.0009999999,-0.2,-138.912,-0.2,-119.361115,19.18135,-0.2,-96.23774,27,11,16,728,138.912,3199.4,824.3685,1.0000006,26.962962962962962,-0.80142385,-94.00024,-0.2,-113.49629,27,0.0009999999,9.810813e-06,27.000015,4.7632105350494385,0.0009999999,16.655346,118.49629,,,730.3683,
20.755447,,0.0009999999,0.0009999999,0.2,-138.912,-0.2,-118.41987,19.227255,0.2,-96.23774,28,11,16,785,138.912,3322.8198,826.9642,1.0000004,28.035714285714285,-0.0016497076,-96.23694,-0.2,-113.672134,28,0.0009999999,9.122555e-06,28.00001,4.992383003234863,0.0009999999,16.618979,118.672134,,,730.72723,
18.425217,,0.0009999999,0.0009999999,-0.2,-138.912,-0.2,-130.24728,19.189617,0.2,-96.23774,29,11,16,820,138.912,3458.0671,829.461,1.0000004,28.275862068965516,0.0032114685,-97.162224,0.2,-114.2437,29,0.0009999999,8.504261e-06,29.000011,5.211544990539551,0.0009999999,16.583887,119.2437,,,732.29877,
15.560591,,0.0009999999,0.0009999999,0.2,-138.912,-0.2,-116.6525,19.058985,0.2,-96.23774,30,11,16,852,138.912,3579.7197,831.8661,1.0000001,28.4,0.39871675,-103.26157,0.2,-114.32399,30,0.0009999999,7.94676e-06,30.000002,5.4087910652160645,0.0009999999,16.549986,119.32399,,,728.6045,
19.582226,,0.0009999999,0.0009999999,0.2,-138.912,-0.2,-133.74486,19.06649,-0.2,-96.23774,31,11,16,888,138.912,3718.4644,834.1857,0.99999946,28.64516129032258,-0.4013024,-105.7089,-0.2,-114.95046,31,0.0009999999,7.4423347e-06,30.999983,5.618443250656128,0.0009999999,16.517197,119.95046,,,728.4768,
19.921232,,0.0009999999,0.0009999999,0.2,-138.912,-0.2,-128.91284,19.084106,-0.2,-96.23774,32,11,16,929,138.912,3852.3774,836.4256,0.9999995,29.03125,-0.0014323145,-109.49711,0.2,-115.386795,32,0.0009999999,6.984457e-06,31.999985,5.857279062271118,0.0009999999,16.485447,120.386795,,,726.92847,
20.22606,,0.0009999999,0.0009999999,,-140.21199,-0.2,-140.21199,19.109877,-0.2,-96.23774,33,11,81,973,140.21199,3997.5894,inf,,29.484848484848484,-0.60104185,,-0.2,-116.13907,33,0.0009999999,1.3615693e-06,,6.0786871910095215,0.0009999999,16.454676,121.13907,,,inf,
20.13091,,0.0009999999,0.0009999999,-0.2,-140.21199,-0.2,-132.14688,19.11093,-0.2,-96.23774,34,11,81,1029,140.21199,4134.7363,inf,,30.264705882352942,-0.5996439,,,-116.609886,34,0.0009999999,1.2826548e-06,,10.7795569896698,0.0009999999,16.424822,121.609886,,,inf,
17.687695,,0.0009999999,0.0009999999,,-140.21199,-0.2,-114.78897,19.042107,-0.2,-96.23774,35,11,81,1101,140.21199,4254.5254,inf,,31.457142857142856,-0.40126815,,,-116.55786,35,0.0009999999,1.2104073e-06,,11.435738563537598,0.0009999999,16.395836,121.55786,,,inf,
18.43745,,0.0009999999,0.0009999999,0.2,-493.20218,-0.2,-493.20218,18.997925,-0.2,-96.23774,36,11,81,1601,493.20218,4752.7275,inf,,44.47222222222222,-0.2001681,,,-127.02021,36,0.0009999999,1.1440965e-06,,12.783583641052246,0.0009999999,16.367664,132.0202,,,inf,
16.522665,,0.0009999999,0.0009999999,,-495.6923,-0.2,-495.6923,18.904366,-0.2,-96.23774,37,11,81,2101,495.6923,5253.42,inf,,56.78378378378378,-0.20436545,,0.2,-136.98433,37,0.0009999999,1.0830892e-06,,14.112802982330322,0.0009999999,16.340265,141.98433,,,inf,
17.589588,,0.0009999999,0.0009999999,-0.2,-495.6923,-0.2,-131.70804,18.843801,,-96.23774,38,11,81,2143,495.6923,5390.128,inf,,56.39473684210526,-0.6025352,,-0.2,-136.84547,38,0.0009999999,1.0268345e-06,,14.750942707061768,0.0009999999,16.313597,141.84547,,,inf,
17.66558,,0.0009999999,0.0009999999,,-495.6923,-0.2,-117.07669,18.78828,,-96.23774,39,11,81,2179,495.6923,5512.204,inf,,55.87179487179487,-0.40480372,,-0.2,-136.33856,39,0.0009999999,9.748514e-07,,15.35541558265686,0.0009999999,16.287622,141.33856,,,inf,
16.4879,,0.0009999999,0.0009999999,0.2,-495.6923,-0.2,-120.13331,18.706089,,-96.23774,40,11,81,2207,495.6923,5637.338,inf,,55.175,-0.20118342,,-0.2,-135.93344,40,0.0009999999,9.267181e-07,,15.946088314056396,0.0009999999,16.262304,140.93344,,,inf,
19.709545,,0.0009999999,0.0009999999,-0.2,-495.6923,-0.2,-117.320206,18.70647,,-96.23774,41,11,81,2228,495.6923,5759.658,inf,,54.34146341463415,-0.40002313,,,-135.47946,41,0.0009999999,8.820637e-07,,16.491631984710693,0.0009999999,16.237612,140.47946,,,inf,
19.759928,,0.0009999999,0.0009999999,,-495.6923,-0.2,-119.808174,18.708029,,-96.23774,42,11,81,2319,495.6923,5884.466,inf,,55.214285714285715,-0.20047605,,,-135.10632,42,0.0009999999,8.405606e-07,,17.161958932876587,0.0009999999,16.213514,140.10632,,,inf,
18.820356,,0.0009999999,0.0009999999,0.2,-495.6923,-0.2,-488.1348,18.687658,,-96.23774,43,11,81,2819,495.6923,6377.6006,inf,,65.55813953488372,0.00021453202,,,-143.3163,43,0.0009999999,8.019195e-07,,18.462626457214355,0.0009999999,16.189983,148.3163,,,inf,
18.706924,,0.0009999999,0.0009999999,-0.2,-496.42636,-0.2,-496.42636,18.66563,,-96.23774,44,11,81,3319,496.42636,6879.0273,inf,,75.43181818181819,-0.19878885,,0.2,-151.34154,44,0.0009999999,7.658827e-07,,19.829297065734863,0.0009999999,16.166994,156.34154,,,inf,
19.089705,,0.0009999999,0.0009999999,,-496.42636,-0.2,-104.69591,18.653078,,-96.23774,45,11,81,3341,496.42636,6988.723,inf,,74.24444444444444,-6.780593e-05,,0.2,-150.30496,45,0.0009999999,7.3222174e-07,,20.392563581466675,0.0009999999,16.144522,155.30496,,,inf,
19.746382,,0.0009999999,0.0009999999,0.2,-496.42636,-0.2,-126.57528,18.655346,,-96.23774,46,11,81,3372,496.42636,7120.2983,inf,,73.30434782608695,0.20122634,,0.2,-149.7891,46,0.0009999999,7.0073213e-07,,20.92971181869507,0.0009999999,16.122541,154.7891,,,inf,
19.646282,,0.0009999999,0.0009999999,,-496.42636,-0.2,-131.98817,18.655382,0.2,-96.23774,47,11,81,3407,496.42636,7257.2866,inf,,72.48936170212765,-0.19693865,,-0.2,-149.41035,47,0.0009999999,6.7123085e-07,,21.481640338897705,0.0009999999,16.101036,154.41035,,,inf,
18.735264,,0.0009999999,0.0009999999,-0.2,-496.42636,-0.2,-112.926926,18.63643,0.2,-96.23774,48,11,81,3424,496.42636,7375.214,inf,,71.33333333333333,-0.200995,,,-148.65028,48,0.0009999999,6.435543e-07,,22.0292706489563,0.0009999999,16.079983,153.65028,,,inf,
18.358704,,0.0009999999,0.0009999999,,-496.42636,-0.2,-77.61992,18.610563,0.2,-77.61992,49,11,81,3497,496.42636,7457.8335,inf,,71.36734693877551,0.00033719133,,,-147.20068,49,0.0009999999,6.175547e-07,,22.65108847618103,0.0009999999,16.059362,152.20068,,,inf,
19.648752,,0.0009999999,0.0009999999,0.2,-496.42636,-0.2,-153.18407,18.611528,0.2,-77.61992,50,11,81,3552,496.42636,7616.0176,inf,,71.04,0.19574255,,,-147.32036,50,0.0009999999,5.930996e-07,,23.273513793945312,0.0009999999,16.03916,152.32036,,,inf,
17.090054,,0.0009999999,0.0009999999,,-496.42636,-0.2,-142.87164,18.562283,0.2,-77.61992,51,11,81,3597,496.42636,7763.8896,inf,,70.52941176470588,0.2023338,,0.2,-147.23312,51,0.0009999999,5.700688e-07,,23.931453466415405,0.0009999999,16.019358,152.23312,,,inf,
18.254627,,0.0009999999,0.0009999999,-0.2,-496.42636,,-118.70562,18.537321,-0.2,-77.61992,52,11,81,3629,496.42636,7887.5947,inf,,69.78846153846153,-0.60169715,,-0.2,-146.68451,52,0.0009999999,5.483539e-07,,24.517970323562622,0.0009999999,15.99994,151.68451,,,inf,
17.885204,,0.0009999999,0.0009999999,,-496.42636,,-106.064156,18.506329,-0.2,-77.61992,53,11,81,3673,496.42636,7998.659,inf,,69.30188679245283,-0.39747602,,-0.2,-145.91809,53,0.0009999999,5.2785657e-07,,25.123490810394287,0.0009999999,15.980891,150.91809,,,inf,
17.669147,,0.0009999999,0.0009999999,0.2,-496.42636,,-115.14167,18.472477,-0.2,-77.61992,54,11,81,3698,496.42636,8118.801,inf,,68.48148148148148,-0.20046107,,-0.2,-145.34816,54,0.0009999999,5.084873e-07,,25.717612266540527,0.0009999999,15.962199,150.34816,,,inf,
19.71319,,0.0009999999,0.0009999999,-0.2,-496.42636,,-120.63997,18.477022,-0.2,-77.61992,55,11,81,3727,496.42636,8244.44,inf,,67.76363636363637,-0.39537948,,,-144.89891,55,0.0009999999,4.9016495e-07,,26.318553924560547,0.0009999999,15.9438505,149.89891,,,inf,
16.458746,,0.0009999999,0.0009999999,,-496.42636,,-106.5929,18.423283,-0.2,-77.61992,56,11,81,3744,496.42636,8356.033,inf,,66.85714285714286,-0.20167026,,,-144.21487,56,0.0009999999,4.7281532e-07,,26.85714626312256,0.0009999999,15.925832,149.21487,,,inf,
17.990986,,0.0009999999,0.0009999999,0.2,-496.42636,,-439.15768,18.39831,-0.2,-77.61992,57,11,81,4244,496.42636,8800.191,inf,,74.45614035087719,0.00079885125,,,-149.38933,57,0.0009999999,4.563709e-07,,28.21684741973877,0.0009999999,15.908132,154.38933,,,inf,
17.356655,,0.0009999999,0.0009999999,-0.2,-496.42636,,-211.35555,18.36326,-0.2,-77.61992,58,11,81,4363,496.42636,9016.547,inf,,75.22413793103448,-0.19883433,,0.2,-150.4577,58,0.0009999999,4.4076967e-07,,28.97836446762085,0.0009999999,15.89074,155.4577,,,inf,
18.10041,,0.0009999999,0.0009999999,,-496.42636,,-106.35672,18.342,-0.2,-77.61992,59,11,81,4384,496.42636,9127.903,inf,,74.30508474576271,-0.001110535,,0.2,-149.71022,59,0.0009999999,4.259549e-07,,29.52368927001953,0.0009999999,15.873646,154.71022,,,inf,
14.818215,,0.0009999999,0.0009999999,0.2,-496.42636,,-105.86005,18.266743,-0.2,-77.61992,60,11,81,4409,496.42636,9238.764,inf,,73.48333333333333,0.1975787,,0.2,-148.9794,60,0.0009999999,4.1187477e-07,,30.149634838104248,0.0009999999,15.856839,153.9794,,,inf,
18.7775,,0.0009999999,0.0009999999,-0.2,-496.42636,,-125.52842,18.258858,,-77.61992,61,11,81,4437,496.42636,9369.291,inf,,72.73770491803279,-0.39774927,,-0.2,-148.59494,61,0.0009999999,3.984813e-07,,30.749794006347656,0.0009999999,15.840309,153.59494,,,inf,
19.157734,,0.0009999999,0.0009999999,,-496.42636,,-115.7611,18.257359,,-77.61992,62,11,81,4463,496.42636,9490.053,inf,,71.98387096774194,-0.19990987,,-0.2,-148.06537,62,0.0009999999,3.8573074e-07,,31.375641107559204,0.0009999999,15.824049,153.06537,,,inf,
18.179129,,0.0009999999,0.0009999999,0.2,-496.42636,,-104.838524,18.240368,,-77.61992,63,11,81,4483,496.42636,9599.891,inf,,71.15873015873017,0.00071042776,,-0.2,-147.37921,63,0.0009999999,3.735825e-07,,31.97718572616577,0.0009999999,15.808048,152.37921,,,inf,
19.501766,,0.0009999999,0.0009999999,-0.2,-496.42636,,-120.83857,18.244576,,-77.61992,64,11,81,4513,496.42636,9725.73,inf,,70.515625,-0.19717664,,,-146.96454,64,0.0009999999,3.6199927e-07,,32.61661148071289,0.0009999999,15.7923,151.96454,,,inf,
17.929567,,0.0009999999,0.0009999999,,-496.42636,,-118.90918,18.224463,,-77.61992,65,11,81,4600,496.42636,9849.639,inf,,70.76923076923077,0.0005604904,,,-146.5329,65,0.0009999999,3.5094652e-07,,33.35546398162842,0.0009999999,15.776796,151.5329,,,inf,
18.552145,,0.0009999999,0.0009999999,0.2,-496.42636,,-154.67403,18.214392,,-77.61992,66,11,81,4665,496.42636,10009.3125,inf,,70.68181818181819,0.19926888,,,-146.65625,66,0.0009999999,3.4039232e-07,,34.02156591415405,0.0009999999,15.761529,151.65625,,,inf,
19.465607,,0.0009999999,0.0009999999,-0.2,-496.42636,,-122.79488,18.218254,,-77.61992,67,11,81,4692,496.42636,10137.107,inf,,70.02985074626865,0.0018818378,,0.2,-146.30011,67,0.0009999999,3.3030722e-07,,34.604371309280396,0.0009999999,15.7464905,151.30011,,,inf,
16.431871,,0.0009999999,0.0009999999,,-496.42636,,-112.41168,18.177385,,-77.61992,68,11,81,4725,496.42636,10254.52,inf,,69.48529411764706,0.20046955,,0.2,-145.80176,68,0.0009999999,3.206637e-07,,35.235660552978516,0.0009999999,15.731675,150.80176,,,inf,
17.610767,,0.0009999999,0.0009999999,0.2,-496.42636,,-123.40778,18.154789,,-77.61992,69,11,81,4753,496.42636,10382.928,inf,,68.8840579710145,0.39966714,,0.2,-145.47722,69,0.0009999999,3.1143645e-07,,35.85603737831116,0.0009999999,15.717077,150.47722,,,inf,
18.17143,,0.0009999999,0.0009999999,-0.2,-496.42636,,-122.6024,18.14084,0.2,-77.61992,70,11,81,4779,496.42636,10510.53,inf,,68.27142857142857,-0.1996977,,-0.2,-145.15044,70,0.0009999999,3.0260182e-07,,36.470717430114746,0.0009999999,15.702688,150.15044,,,inf,
17.842602,,0.0009999999,0.0009999999,,-496.42636,,-119.03575,18.122656,0.2,-77.61992,71,11,81,4802,496.42636,10634.566,inf,,67.63380281690141,0.0011086493,,-0.2,-144.78262,71,0.0009999999,2.9413786e-07,,37.101481199264526,0.0009999999,15.688503,149.78262,,,inf,
16.908731,,0.0009999999,0.0009999999,0.2,-496.42636,,-114.899796,18.092003,0.2,-77.61992,72,11,81,4825,496.42636,10754.466,inf,,67.01388888888889,0.20254517,,-0.2,-144.36758,72,0.0009999999,2.8602412e-07,,37.717021226882935,0.0009999999,15.674518,149.36758,,,inf,
18.079126,,0.0009999999,0.0009999999,-0.2,-496.42636,,-115.97849,18.078224,0.2,-77.61992,73,11,81,4845,496.42636,10875.444,inf,,66.36986301369863,-0.0021867007,,,-143.97868,73,0.0009999999,2.7824152e-07,,38.33371949195862,0.0009999999,15.660724,148.97868,,,inf,
17.854918,,0.0009999999,0.0009999999,,-496.42636,,-111.71459,18.061785,0.2,-77.61992,74,11,81,4867,496.42636,10992.158,inf,,65.77027027027027,0.1946073,,,-143.54268,74,0.0009999999,2.707723e-07,,38.943053245544434,0.0009999999,15.647119,148.54268,,,inf,
15.356188,,0.0009999999,0.0009999999,0.2,-496.42636,,-120.57385,18.012466,0.2,-77.61992,75,11,81,4891,496.42636,11117.732,inf,,65.21333333333334,0.40375078,,,-143.23643,75,0.0009999999,2.6359982e-07,,39.53855848312378,0.0009999999,15.633696,148.23643,,,inf,
16.069712,,0.0009999999,0.0009999999,-0.2,-496.42636,,-119.80927,17.973831,0.2,-77.61992,76,11,81,4914,496.42636,11242.542,inf,,64.65789473684211,0.19948424,,0.2,-142.92818,76,0.0009999999,2.5670863e-07,,40.142075300216675,0.0009999999,15.62045,147.92818,,,inf,
18.767673,,0.0009999999,0.0009999999,,-496.42636,,-112.87732,17.97124,0.2,-77.61992,77,11,81,4932,496.42636,11360.42,inf,,64.05194805194805,0.39642575,,0.2,-142.53792,77,0.0009999999,2.5008418e-07,,40.73381686210632,0.0009999999,15.607378,147.53792,,,inf,
16.115915,,0.0009999999,0.0009999999,0.2,-496.42636,,-109.58392,17.934717,0.2,-77.61992,78,11,81,4950,496.42636,11475.004,inf,,63.46153846153846,0.59988004,,0.2,-142.11543,78,0.0009999999,2.4371286e-07,,41.32811236381531,0.0009999999,15.594475,147.11543,,,inf,
17.064493,,0.0009999999,0.0009999999,,-496.42636,0.2,-120.06019,17.911123,-0.2,-77.61992,79,11,81,4977,496.42636,11600.063,inf,,63.0,-0.20114413,,-0.2,-141.83624,79,0.0009999999,2.3758197e-07,,41.904295444488525,0.0009999999,15.581736,146.83624,,,inf,
17.312536,,0.0009999999,0.0009999999,-0.2,-496.42636,0.2,-109.885544,17.891216,-0.2,-77.61992,80,11,81,4993,496.42636,11714.949,inf,,62.4125,-0.19885941,,,-141.43686,80,0.0009999999,2.3167952e-07,,42.42157602310181,0.0009999999,15.569157,146.43686,,,inf,
18.915941,,0.0009999999,0.0009999999,,-496.42636,0.2,-106.494026,17.8916,-0.2,-77.61992,81,11,81,5012,496.42636,11826.443,inf,,61.876543209876544,-0.0028783586,,,-141.00548,81,0.0009999999,2.2599437e-07,,42.9803786277771,0.0009999999,15.556734,146.00548,,,inf,
17.205997,,0.0009999999,0.0009999999,0.2,-496.42636,0.2,-122.49584,17.871117,-0.2,-77.61992,82,11,81,5038,496.42636,11953.939,inf,,61.4390243902439,0.20014824,,,-140.77975,82,0.0009999999,2.2051593e-07,,43.56157565116882,0.0009999999,15.544464,145.77975,,,inf,
18.304607,,0.0009999999,0.0009999999,,-496.42636,0.2,-151.76575,17.864367,-0.2,-77.61992,83,11,81,5093,496.42636,12110.705,inf,,61.36144578313253,0.19848198,,0.2,-140.91211,83,0.0009999999,2.1523427e-07,,44.167176485061646,0.0009999999,15.532343,145.91211,,,inf,
18.5358,,0.0009999999,0.0009999999,-0.2,-496.42636,0.2,-117.0895,17.860525,,-77.61992,84,11,81,5122,496.42636,12232.794,inf,,60.976190476190474,-0.20051786,,-0.2,-140.6285,84,0.0009999999,2.1014014e-07,,44.740209102630615,0.0009999999,15.520367,145.6285,,,inf,
17.866375,,0.0009999999,0.0009999999,,-496.42636,0.2,-106.84184,17.848898,,-77.61992,85,11,81,5138,496.42636,12344.636,inf,,60.44705882352941,-0.0013694566,,-0.2,-140.231,85,0.0009999999,2.052248e-07,,45.303322315216064,0.0009999999,15.508532,145.231,,,inf,
17.960257,,0.0009999999,0.0009999999,0.2,-496.42636,0.2,-112.68197,17.838634,,-77.61992,86,11,81,5166,496.42636,12462.318,inf,,60.06976744186046,0.20019652,,-0.2,-139.91068,86,0.0009999999,2.0047987e-07,,45.89757204055786,0.0009999999,15.496836,144.91068,,,inf,
18.978603,,0.0009999999,0.0009999999,-0.2,-496.42636,0.2,-114.70059,17.84031,,-77.61992,87,11,81,5185,496.42636,12582.019,inf,,59.59770114942529,0.0052279234,,,-139.6209,87,0.0009999999,1.9589761e-07,,46.47984719276428,0.0009999999,15.485275,144.6209,,,inf,
