DenMISELogLast,NumTrainableParams,InvPendulum_std1_higher,InvPendulum_std0_higher,InvPendulum_mu3_higher,ReturnMin,InvPendulum_mu1_higher,ReturnLastEpisode,DenMISEMeanLog,InvPendulum_mu0_higher,ReturnMax,Iteration,MinEpLen,GridSize,TimestepsSoFar,ReturnAbsMax,Regret,BoundBonus,IWMean,AvgEpLen,ActionIn1,BoundMISE,InvPendulum_mu2_higher,ReturnMean,NumTrajectories,InvPendulum_std2_higher,Delta,IWMax,TimeElapsed,InvPendulum_std3_higher,DenMISELogFirst,Regret/t,IWMin,IWFirstEpisode,Bound,IWLastEpisode
19.951183,4,0.0009999999,0.0009999999,-0.2,-109.58321,-0.2,-109.58321,19.951183,-0.2,-109.58321,1,15,1,15,109.58321,114.58321,inf,,15.0,-0.79717314,,-0.2,-109.58321,1,0.0009999999,0.060792707,,0.08057403564453125,0.0009999999,19.951183,114.58321,,,inf,
20.044228,,0.0009999999,0.0009999999,0.2,-119.252106,-0.2,-119.252106,19.65113,-0.2,-109.58321,2,15,16,67,119.252106,238.83533,inf,,33.5,-0.4025861,,-0.2,-114.41766,2,0.0009999999,0.001788021,,0.5203812122344971,0.0009999999,19.258036,119.41766,,,inf,
20.322496,,0.0009999999,0.0009999999,-0.2,-134.10614,-0.2,-134.10614,19.60461,-0.2,-109.58321,3,15,16,104,134.10614,377.94147,inf,,34.666666666666664,-0.40137002,,0.2,-120.98049,3,0.0009999999,0.000794676,,0.733820915222168,0.0009999999,18.852571,125.98049,,,inf,
17.897047,,0.0009999999,0.0009999999,0.2,-134.10614,-0.2,-107.45128,18.961956,-0.2,-107.45128,4,15,16,169,134.10614,490.39276,inf,,42.25,0.00041158497,,0.2,-117.59819,4,0.0009999999,0.00044700524,,0.9456772804260254,0.0009999999,18.564888,122.59819,,,inf,
15.983316,,0.0009999999,0.0009999999,-0.2,-138.912,-0.2,-138.912,18.187716,0.2,-107.45128,5,15,16,216,138.912,634.30475,inf,,43.2,-0.39964092,,-0.2,-121.86095,5,0.0009999999,0.00028608335,,1.1021769046783447,0.0009999999,18.341745,126.86095,,,inf,
21.303185,,0.0009999999,0.0009999999,0.2,-138.912,-0.2,-103.938354,18.555025,0.2,-103.938354,6,15,16,238,138.912,743.24304,inf,,39.666666666666664,0.0016995519,,-0.2,-118.87384,6,0.0009999999,0.000198669,,1.246680498123169,0.0009999999,18.159424,123.87384,,,inf,
21.063787,,0.0009999999,0.0009999999,-0.2,-138.912,-0.2,-122.089676,18.78129,0.2,-103.938354,7,15,16,263,138.912,870.33276,inf,,37.57142857142857,0.0006079376,,0.2,-119.33325,7,0.0009999999,0.00014596088,,1.4052112102508545,0.0009999999,18.005274,124.33325,,,inf,
18.189281,,0.0009999999,0.0009999999,0.2,-138.912,-0.2,-123.26353,18.59045,0.2,-103.938354,8,15,16,289,138.912,998.5963,inf,,36.125,0.4000367,,0.2,-119.82454,8,0.0009999999,0.00011175131,,1.573972463607788,0.0009999999,17.871742,124.82454,,,inf,
20.97945,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-131.00137,18.751198,-0.2,-103.938354,9,15,16,324,138.912,1134.5977,inf,,36.0,-0.40155494,,-0.2,-121.06641,9,0.0009999999,8.829733e-05,,1.737056016921997,0.0009999999,17.75396,126.06641,,,inf,
18.995562,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-107.49976,18.680809,-0.2,-103.938354,10,15,16,345,138.912,1247.0974,inf,,34.5,0.0025981814,,-0.2,-119.70974,10,0.0009999999,7.152084e-05,,1.8849387168884277,0.0009999999,17.648598,124.70974,,,inf,
19.577976,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-110.6606,18.675724,-0.2,-103.938354,11,15,16,363,138.912,1362.758,inf,,33.0,0.0016487241,,0.2,-118.88709,11,0.0009999999,5.9108123e-05,,2.036094903945923,0.0009999999,17.553288,123.88709,,,inf,
20.264055,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-96.23774,18.728325,-0.2,-96.23774,12,15,16,418,138.912,1463.9958,inf,,34.833333333333336,0.40132064,,0.2,-116.99966,12,0.0009999999,4.966725e-05,,2.2290170192718506,0.0009999999,17.466276,121.99966,,,inf,
21.074146,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-118.37194,18.834887,0.2,-96.23774,13,15,16,446,138.912,1587.3677,inf,,34.30769230769231,-0.00055386126,,-0.2,-117.10521,13,0.0009999999,4.232002e-05,,2.3940505981445312,0.0009999999,17.386234,122.10521,,,inf,
20.008566,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-110.75578,18.849905,0.2,-96.23774,14,15,16,462,138.912,1703.1235,inf,,33.0,0.39967418,,-0.2,-116.65168,14,0.0009999999,3.649022e-05,,2.5361721515655518,0.0009999999,17.312126,121.65168,,,inf,
19.68866,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-108.51003,18.84143,0.2,-96.23774,15,15,16,478,138.912,1816.6335,inf,,31.866666666666667,0.4004928,,0.2,-116.1089,15,0.0009999999,3.178704e-05,,2.68026065826416,0.0009999999,17.243134,121.1089,,,inf,
19.062841,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-105.28393,18.794762,0.2,-96.23774,16,15,16,495,138.912,1926.9175,inf,,30.9375,0.801651,,0.2,-115.43234,16,0.0009999999,2.7937827e-05,,2.8443479537963867,0.0009999999,17.178595,120.43234,,,inf,
19.111214,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-111.91639,18.756319,-0.2,-96.23774,17,15,16,511,138.912,2043.8339,790.60645,1.0000005,30.058823529411764,0.00077855587,-75.85921,0.2,-115.225525,17,0.0009999999,2.4747693e-05,17.000008,3.004465341567993,0.0009999999,17.11797,120.225525,,,714.74725,
21.2666,,0.0009999999,0.0009999999,-0.2,-138.912,-0.2,-104.32866,18.880304,0.2,-96.23774,18,15,16,530,138.912,2153.1626,794.8555,0.9999996,29.444444444444443,-0.39966866,-81.9292,-0.2,-114.62015,18,0.0009999999,2.2074333e-05,17.999992,3.153024911880493,0.0009999999,17.060812,119.62015,,,712.92633,
21.366583,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-121.66063,18.996422,0.2,-96.23774,19,15,16,558,138.912,2279.8232,798.8539,1.0,29.36842105263158,0.4015143,-82.989845,0.2,-114.9907,19,0.0009999999,1.9811867e-05,19.0,3.3320422172546387,0.0009999999,17.006744,119.9907,,,715.864,
21.055689,,0.0009999999,0.0009999999,-0.2,-138.912,-0.2,-105.30041,19.085314,-0.2,-96.23774,20,15,16,578,138.912,2390.1235,802.62885,0.99999905,28.9,-0.40324897,-84.69826,0.2,-114.50618,20,0.0009999999,1.788021e-05,19.99998,3.5137500762939453,0.0009999999,16.955452,119.50618,,,717.9306,
19.271835,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-114.95156,19.080734,-0.2,-96.23774,21,15,16,626,138.912,2510.0752,806.2031,1.0000008,29.80952380952381,-0.39903462,-84.736465,-0.2,-114.52739,21,0.0009999999,1.6217875e-05,21.000017,3.736176013946533,0.0009999999,16.90666,119.52739,,,721.4667,
19.299744,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-107.69351,19.077791,0.2,-96.23774,22,15,16,641,138.912,2622.7686,809.59644,0.9999991,29.136363636363637,0.3988515,-85.532814,-0.2,-114.21675,22,0.0009999999,1.4777031e-05,21.99998,3.8933045864105225,0.0009999999,16.860142,119.21675,,,724.0636,
20.42869,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-107.77714,19.124146,-0.2,-96.23774,23,13,16,654,138.912,2735.5457,812.82556,1.0,28.434782608695652,-0.0016345382,-87.228,-0.2,-113.93677,23,0.0009999999,1.3520007e-05,23.0,4.054985523223877,0.0009999999,16.81569,118.93677,,,725.59753,
20.76172,,0.0009999999,0.0009999999,-0.2,-138.912,0.2,-111.99029,19.180471,0.2,-96.23774,24,13,16,670,138.912,2852.5361,815.90533,0.99999905,27.916666666666668,0.0008533001,-87.30302,-0.2,-113.855675,24,0.0009999999,1.2416813e-05,23.999977,4.237594842910767,0.0009999999,16.773129,118.855675,,,728.6023,
20.79928,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-109.08708,19.233759,0.2,-96.23774,25,13,16,689,138.912,2966.623,818.84845,1.0000001,27.56,0.79796916,-88.21787,0.2,-113.664925,25,0.0009999999,1.1443334e-05,25.000002,4.401928424835205,0.0009999999,16.732307,118.664925,,,730.63055,
18.746552,,0.0009999999,0.0009999999,0.2,-138.912,0.2,-103.41583,19.20397,-0.2,-96.23774,26,11,16,700,138.912,3075.039,821.6662,1.0000001,26.923076923076923,0.40026975,-93.30644,0.2,-113.27074,26,0.0009999999,1.0580005e-05,26.000004,4.567188501358032,0.0009999999,16.693087,118.27074,,,728.35974,
