TimestepsSoFar,NumTrajectories,DenMISELogLast,InvPendulum_std3_higher,DenMISEMeanLog,AvgEpLen,ReturnLastEpisode,IWMax,ReturnMin,GridSize,Regret/t,IWFirstEpisode,IWLastEpisode,InvPendulum_std2_higher,ActionIn1,InvPendulum_std0_higher,DenMISELogFirst,InvPendulum_mu2_higher,Bound,Regret,IWMin,Iteration,ReturnAbsMax,InvPendulum_mu3_higher,BoundBonus,ReturnMean,TimeElapsed,NumTrainableParams,ReturnMax,IWMean,InvPendulum_mu1_higher,InvPendulum_mu0_higher,InvPendulum_std1_higher,BoundMISE,Delta,MinEpLen
253959,4080,12.992746,0.0009999999,14.6398115,62.24485294117647,-104.59098,,-541.1523,1296,142.94218,,,0.0009999999,0.24247675,0.0009999999,14.677458,0.12,inf,583204.1,,4080,541.1523,0.04,inf,-137.94218,35410.81448888779,,81.84102,,0.12,-0.04,0.0009999999,,5.6314623e-12,11
253984,4081,12.762113,0.0009999999,14.639103,62.23572653761333,-118.231064,,-541.1523,1296,142.93736,,,0.0009999999,0.32002002,0.0009999999,14.677213,0.12,inf,583327.4,,4081,541.1523,0.12,inf,-137.93736,35422.944172382355,,81.84102,,0.12,-0.04,0.0009999999,,5.628703e-12,11
254030,4082,15.117207,0.0009999999,14.638977,62.231749142577165,-134.43274,,-541.1523,1296,142.9365,,,0.0009999999,0.40103242,0.0009999999,14.676968,0.12,inf,583466.75,,4082,541.1523,0.2,inf,-137.9365,35435.268988370895,,81.84102,,0.12,-0.04,0.0009999999,,5.625946e-12,11
254045,4083,15.367209,0.0009999999,14.638907,62.22018123928484,-107.44082,,-541.1523,1296,142.92902,,,0.0009999999,0.08029011,0.0009999999,14.676723,0.2,inf,583579.2,,4083,541.1523,-0.2,inf,-137.92902,35447.35933637619,,81.84102,,0.12,-0.04,0.0009999999,,5.62319e-12,11
254064,4084,15.256501,0.0009999999,14.638818,62.20959843290891,-115.540794,,-541.1523,1296,142.92354,,,0.0009999999,0.15900803,0.0009999999,14.676477,0.2,inf,583699.75,,4084,541.1523,-0.12,inf,-137.92354,35459.06705594063,,81.84102,,0.12,-0.04,0.0009999999,,5.6204364e-12,11
254082,4085,14.996992,0.0009999999,14.638657,62.19877600979192,-111.03038,,-541.1523,1296,142.91695,,,0.0009999999,0.24016231,0.0009999999,14.676233,0.2,inf,583815.75,,4085,541.1523,-0.04,inf,-137.91695,35470.4380543232,,81.84102,,0.12,-0.04,0.0009999999,,5.6176847e-12,11
254099,4086,14.104098,0.0009999999,14.638285,62.18771414586393,-105.90597,,-541.1523,1296,142.90912,,,0.0009999999,0.32558426,0.0009999999,14.675988,0.2,inf,583926.7,,4086,541.1523,0.04,inf,-137.90912,35482.78409552574,,81.84102,,0.12,-0.04,0.0009999999,,5.614936e-12,11
254117,4087,10.821492,0.0009999999,14.637104,62.17690237337901,-107.67216,,-541.1523,1296,142.90173,,,0.0009999999,0.40281695,0.0009999999,14.675744,0.2,inf,584039.4,,4087,541.1523,0.12,inf,-137.90173,35497.723365068436,,81.84102,,0.12,-0.04,0.0009999999,,5.6121882e-12,11
254137,4088,12.769762,0.0009999999,14.636404,62.166585127201564,-110.468475,,-541.1523,1296,142.89502,,,0.0009999999,0.4770667,0.0009999999,14.675499,0.2,inf,584154.8,,4088,541.1523,0.2,inf,-137.89502,35513.223727464676,,81.84102,,0.12,-0.04,0.0009999999,,5.609443e-12,11
254164,4089,13.223021,0.0009999999,14.635812,62.15798483736855,-117.80562,,-541.1523,1296,142.8901,,,0.0009999999,-0.24072918,0.0009999999,14.675255,-0.2,inf,584277.6,,4089,541.1523,-0.2,inf,-137.8901,35528.965894937515,,81.84102,,0.12,0.04,0.0009999999,,5.6067e-12,11
254180,4090,14.967643,0.0009999999,14.635651,62.14669926650367,-106.808914,,-541.1523,1296,142.8825,,,0.0009999999,-0.15708238,0.0009999999,14.67501,-0.2,inf,584389.44,,4090,541.1523,-0.12,inf,-137.8825,35543.011617422104,,81.84102,,0.12,0.04,0.0009999999,,5.603958e-12,11
254192,4091,14.287948,0.0009999999,14.635318,62.134441456856514,-106.70174,,-541.1523,1296,142.87488,,,0.0009999999,-0.08127305,0.0009999999,14.674766,-0.2,inf,584501.1,,4091,541.1523,-0.04,inf,-137.87488,35556.65737724304,,81.84102,,0.12,0.04,0.0009999999,,5.601219e-12,11
254207,4092,14.919688,0.0009999999,14.635147,62.122922776148584,-107.311066,,-541.1523,1296,142.86743,,,0.0009999999,0.00045855716,0.0009999999,14.6745205,-0.2,inf,584613.5,,4092,541.1523,0.04,inf,-137.86743,35569.94678783417,,81.84102,,0.12,0.04,0.0009999999,,5.5984813e-12,11
254239,4093,14.816584,0.0009999999,14.634945,62.11556315660884,-115.593445,,-541.1523,1296,142.86197,,,0.0009999999,0.07974061,0.0009999999,14.674276,-0.2,inf,584734.06,,4093,541.1523,0.12,inf,-137.86197,35582.8993268013,,81.84102,,0.12,0.04,0.0009999999,,5.595746e-12,11
254270,4094,15.195984,0.0009999999,14.63484,62.10796287249634,-119.09215,,-541.1523,1296,142.85738,,,0.0009999999,0.15900381,0.0009999999,14.674032,-0.2,inf,584858.1,,4094,541.1523,0.2,inf,-137.85738,35595.302742004395,,81.84102,,0.12,0.04,0.0009999999,,5.593013e-12,11
254291,4095,13.782732,0.0009999999,14.634384,62.0979242979243,-115.88539,,-541.1523,1296,142.85202,,,0.0009999999,-0.16256544,0.0009999999,14.673788,-0.12,inf,584979.0,,4095,541.1523,-0.2,inf,-137.85202,35607.27842307091,,81.84102,,0.12,0.04,0.0009999999,,5.5902817e-12,11
254306,4096,11.106707,0.0009999999,14.633282,62.08642578125,-107.745026,,-541.1523,1296,142.84467,,,0.0009999999,-0.07903087,0.0009999999,14.673544,-0.12,inf,585091.75,,4096,541.1523,-0.12,inf,-137.84467,35619.14837002754,,81.84102,,0.12,0.04,0.0009999999,,5.5875526e-12,11
254344,4097,13.843351,0.0009999999,14.632842,62.080546741518184,-124.597206,,-541.1523,1296,142.84145,,,0.0009999999,-0.00023986399,0.0009999999,14.6733,-0.12,inf,585221.4,,4097,541.1523,-0.04,inf,-137.84145,35631.13967680931,,81.84102,,0.12,0.04,0.0009999999,,5.584825e-12,11
254362,4098,14.614233,0.0009999999,14.632597,62.06979014153246,-113.510635,,-541.1523,1296,142.8355,,,0.0009999999,0.078497924,0.0009999999,14.673056,-0.12,inf,585339.9,,4098,541.1523,0.04,inf,-137.8355,35642.73580336571,,81.84102,,0.12,0.04,0.0009999999,,5.5821e-12,11
254400,4099,15.273197,0.0009999999,14.632505,62.06391802878751,-130.30086,,-541.1523,1296,142.83366,,,0.0009999999,0.16012582,0.0009999999,14.6728115,-0.12,inf,585475.2,,4099,541.1523,0.12,inf,-137.83366,35654.37455177307,,81.84102,,0.12,0.04,0.0009999999,,5.579377e-12,11
254416,4100,12.108908,0.0009999999,14.63165,62.05268292682927,-110.200134,,-541.1523,1296,142.82692,,,0.0009999999,0.24099566,0.0009999999,14.672567,-0.12,inf,585590.4,,4100,541.1523,0.2,inf,-137.82692,35666.15899801254,,81.84102,,0.12,0.04,0.0009999999,,5.5766555e-12,11
254442,4101,11.627118,0.0009999999,14.63067,62.043891733723484,-122.0385,,-541.1523,1296,142.82307,,,0.0009999999,-0.076974876,0.0009999999,14.672324,-0.04,inf,585717.44,,4101,541.1523,-0.2,inf,-137.82307,35678.004740953445,,81.84102,,0.12,0.04,0.0009999999,,5.573936e-12,11
254464,4102,12.985332,0.0009999999,14.630028,62.034129692832764,-119.04109,,-541.1523,1296,142.8185,,,0.0009999999,-0.000780046,0.0009999999,14.67208,-0.04,inf,585841.5,,4102,541.1523,-0.12,inf,-137.8185,35690.205030202866,,81.84102,,0.12,0.04,0.0009999999,,5.5712184e-12,11
254489,4103,14.959263,0.0009999999,14.629861,62.025103582744336,-120.99647,,-541.1523,1296,142.8144,,,0.0009999999,0.07863141,0.0009999999,14.671837,-0.04,inf,585967.5,,4103,541.1523,-0.04,inf,-137.8144,35704.85390615463,,81.84102,,0.12,0.04,0.0009999999,,5.5685036e-12,11
254511,4104,12.950989,0.0009999999,14.629212,62.01535087719298,-117.84402,,-541.1523,1296,142.80952,,,0.0009999999,0.159076,0.0009999999,14.671593,-0.04,inf,586090.3,,4104,541.1523,0.04,inf,-137.80952,35718.024513959885,,81.84102,,0.12,0.04,0.0009999999,,5.56579e-12,11
254547,4105,13.506215,0.0009999999,14.628692,62.00901339829476,-130.59866,,-541.1523,1296,142.80779,,,0.0009999999,0.23723587,0.0009999999,14.67135,-0.04,inf,586225.94,,4105,541.1523,0.12,inf,-137.80779,35733.482018470764,,81.84102,,0.12,0.04,0.0009999999,,5.5630786e-12,11
254607,4106,13.520738,0.0009999999,14.628181,62.00852411105699,-155.50688,,-541.1523,1296,142.81209,,,0.0009999999,0.31931764,0.0009999999,14.671105,-0.04,inf,586386.44,,4106,541.1523,0.2,inf,-137.81209,35747.13632321358,,81.84102,,0.12,0.04,0.0009999999,,5.5603694e-12,11
254636,4107,15.048233,0.0009999999,14.628037,62.00048697345995,-123.64176,,-541.1523,1296,142.80864,,,0.0009999999,-0.0021656156,0.0009999999,14.670862,0.04,inf,586515.06,,4107,541.1523,-0.2,inf,-137.80864,35760.47095775604,,81.84102,,0.12,0.04,0.0009999999,,5.557662e-12,11
254657,4108,13.011015,0.0009999999,14.627404,61.99050632911393,-115.6203,,-541.1523,1296,142.80324,,,0.0009999999,0.07975044,0.0009999999,14.670618,0.04,inf,586635.7,,4108,541.1523,-0.12,inf,-137.80324,35773.17062830925,,81.84102,,0.12,0.04,0.0009999999,,5.5549562e-12,11
254681,4109,14.7811,0.0009999999,14.627194,61.981260647359456,-116.69144,,-541.1523,1296,142.7981,,,0.0009999999,0.16019578,0.0009999999,14.670375,0.04,inf,586757.4,,4109,541.1523,-0.04,inf,-137.7981,35786.072699308395,,81.84102,,0.12,0.04,0.0009999999,,5.552253e-12,11
254758,4110,12.041088,0.0009999999,14.626325,61.98491484184915,-155.59694,,-541.1523,1296,142.80241,,,0.0009999999,0.23937936,0.0009999999,14.670132,0.04,inf,586917.94,,4110,541.1523,0.04,inf,-137.80241,35798.7628531456,,81.84102,,0.12,0.04,0.0009999999,,5.5495513e-12,11
254786,4111,13.915864,0.0009999999,14.625907,61.97664801751399,-125.74067,,-541.1523,1296,142.79948,,,0.0009999999,0.31759858,0.0009999999,14.6698885,0.04,inf,587048.7,,4111,541.1523,0.12,inf,-137.79948,35810.76736545563,,81.84102,,0.12,0.04,0.0009999999,,5.546852e-12,11
254803,4112,10.737829,0.0009999999,14.624721,61.965710116731515,-111.60986,,-541.1523,1296,142.79312,,,0.0009999999,0.39694536,0.0009999999,14.669645,0.04,inf,587165.3,,4112,541.1523,0.2,inf,-137.79312,35822.65845870972,,81.84102,,0.12,0.04,0.0009999999,,5.544154e-12,11
254864,4113,11.353578,0.0009999999,14.62368,61.96547532214928,-158.43306,,-541.1523,1296,142.79814,,,0.0009999999,0.079653844,0.0009999999,14.669402,0.12,inf,587328.75,,4113,541.1523,-0.2,inf,-137.79814,35834.484740018845,,81.84102,,0.12,0.04,0.0009999999,,5.541459e-12,11
254901,4114,15.535347,0.0009999999,14.623659,61.95940690325717,-122.28194,,-541.1523,1296,142.79436,,,0.0009999999,0.16163933,0.0009999999,14.669159,0.12,inf,587456.0,,4114,541.1523,-0.12,inf,-137.79436,35846.085622787476,,81.84102,,0.12,0.04,0.0009999999,,5.5387648e-12,11
254913,4115,13.909055,0.0009999999,14.623241,61.94726609963548,-104.6047,,-541.1523,1296,142.7863,,,0.0009999999,0.2392216,0.0009999999,14.668916,0.12,inf,587565.6,,4115,541.1523,-0.04,inf,-137.7863,35857.59374642372,,81.84102,,0.12,0.04,0.0009999999,,5.5360733e-12,11
254930,4116,11.112024,0.0009999999,14.622148,61.936345966958214,-112.634155,,-541.1523,1296,142.78018,,,0.0009999999,0.32131353,0.0009999999,14.668673,0.12,inf,587683.25,,4116,541.1523,0.04,inf,-137.78018,35869.10550546646,,81.84102,,0.12,0.04,0.0009999999,,5.533383e-12,11
254953,4117,12.322224,0.0009999999,14.621344,61.926888511051736,-114.965706,,-541.1523,1296,142.77466,,,0.0009999999,0.3994546,0.0009999999,14.66843,0.12,inf,587803.25,,4117,541.1523,0.12,inf,-137.77466,35881.26894569397,,81.84102,,0.12,0.04,0.0009999999,,5.5306957e-12,11
254969,4118,14.336629,0.0009999999,14.621033,61.91573579407479,-110.943275,,-541.1523,1296,142.76814,,,0.0009999999,0.4815912,0.0009999999,14.668187,0.12,inf,587919.2,,4118,541.1523,0.2,inf,-137.76814,35892.53310966492,,81.84102,,0.12,0.04,0.0009999999,,5.52801e-12,11
255009,4119,13.4904785,0.0009999999,14.620514,61.910415149308086,-135.59412,,-541.1523,1296,142.76761,,,0.0009999999,0.1614867,0.0009999999,14.667944,0.2,inf,588059.75,,4119,541.1523,-0.2,inf,-137.76761,35905.099127054214,,81.84102,,0.12,0.04,0.0009999999,,5.525326e-12,11
255038,4120,14.047543,0.0009999999,14.620132,61.90242718446602,-119.70313,,-541.1523,1296,142.76323,,,0.0009999999,0.23893619,0.0009999999,14.667702,0.2,inf,588184.5,,4120,541.1523,-0.12,inf,-137.76323,35920.211886405945,,81.84102,,0.12,0.04,0.0009999999,,5.5226444e-12,11
255052,4121,14.298657,0.0009999999,14.619811,61.890803203106046,-109.538506,,-541.1523,1296,142.75636,,,0.0009999999,0.32038176,0.0009999999,14.667459,0.2,inf,588299.0,,4121,541.1523,-0.04,inf,-137.75636,35936.08231806755,,81.84102,,0.12,0.04,0.0009999999,,5.5199643e-12,11
255068,4122,15.38448,0.0009999999,14.619756,61.879670063076176,-110.86708,,-541.1523,1296,142.74985,,,0.0009999999,0.39976656,0.0009999999,14.667216,0.2,inf,588414.9,,4122,541.1523,0.04,inf,-137.74985,35950.58044528961,,81.84102,,0.12,0.04,0.0009999999,,5.5172867e-12,11
255095,4123,14.106523,0.0009999999,14.619389,61.87121028377395,-105.73321,,-541.1523,1296,142.74208,,,0.0009999999,0.47580558,0.0009999999,14.666974,0.2,inf,588525.6,,4123,541.1523,0.12,inf,-137.74208,35965.19498586655,,81.84102,,0.12,0.04,0.0009999999,,5.5146105e-12,11
255109,4124,10.531782,0.0009999999,14.618155,61.85960232783705,-108.6835,,-541.1523,1296,142.73505,,,0.0009999999,0.56032544,0.0009999999,14.666731,0.2,inf,588639.3,,4124,541.1523,0.2,inf,-137.73505,35978.90663051605,,81.84102,,0.12,0.04,0.0009999999,,5.511936e-12,11
255122,4125,15.18322,0.0009999999,14.618049,61.847757575757576,-104.21234,,-541.1523,1296,142.72691,,,0.0009999999,-0.16137257,0.0009999999,14.666489,-0.2,inf,588748.5,,4125,541.1523,-0.2,inf,-137.72691,35991.291539907455,,81.84102,,0.12,0.12,0.0009999999,,5.509264e-12,11
255139,4126,13.674383,0.0009999999,14.617579,61.83688802714494,-113.36488,,-541.1523,1296,142.72101,,,0.0009999999,-0.07889345,0.0009999999,14.666246,-0.2,inf,588866.9,,4126,541.1523,-0.12,inf,-137.72101,36002.97396969795,,81.84102,,0.12,0.12,0.0009999999,,5.506594e-12,11
255170,4127,15.249268,0.0009999999,14.61749,61.829416040707535,-112.96687,,-541.1523,1296,142.71501,,,0.0009999999,0.0005246252,0.0009999999,14.666004,-0.2,inf,588984.9,,4127,541.1523,-0.04,inf,-137.71501,36014.36677312851,,81.84102,,0.12,0.12,0.0009999999,,5.503926e-12,11
255189,4128,14.796534,0.0009999999,14.617291,61.81904069767442,-112.88603,,-541.1523,1296,142.709,,,0.0009999999,0.08169816,0.0009999999,14.665762,-0.2,inf,589102.75,,4128,541.1523,0.04,inf,-137.709,36026.015731573105,,81.84102,,0.12,0.12,0.0009999999,,5.501259e-12,11
255204,4129,14.282276,0.0009999999,14.616968,61.80770162266893,-109.11851,,-541.1523,1296,142.70207,,,0.0009999999,0.1583668,0.0009999999,14.66552,-0.2,inf,589216.9,,4129,541.1523,0.12,inf,-137.70207,36037.80810570717,,81.84102,,0.12,0.12,0.0009999999,,5.4985946e-12,11
255239,4130,14.700382,0.0009999999,14.616747,61.801210653753024,-124.54342,,-541.1523,1296,142.69888,,,0.0009999999,0.24222718,0.0009999999,14.6652775,-0.2,inf,589346.4,,4130,541.1523,0.2,inf,-137.69888,36049.376859903336,,81.84102,,0.12,0.12,0.0009999999,,5.4959323e-12,11
255252,4131,13.6804695,0.0009999999,14.616278,61.78939724037763,-108.499664,,-541.1523,1296,142.69182,,,0.0009999999,-0.076155216,0.0009999999,14.665035,-0.12,inf,589459.9,,4131,541.1523,-0.2,inf,-137.69182,36061.38671207428,,81.84102,,0.12,0.12,0.0009999999,,5.4932725e-12,11
255268,4132,11.203852,0.0009999999,14.61521,61.7783155856728,-106.99707,,-541.1523,1296,142.68439,,,0.0009999999,0.00014760345,0.0009999999,14.664793,-0.12,inf,589571.9,,4132,541.1523,-0.12,inf,-137.68439,36073.24062728882,,81.84102,,0.12,0.12,0.0009999999,,5.4906136e-12,11
255286,4133,14.479867,0.0009999999,14.614936,61.76772320348415,-109.931625,,-541.1523,1296,142.67769,,,0.0009999999,0.08102645,0.0009999999,14.664552,-0.12,inf,589686.9,,4133,541.1523,-0.04,inf,-137.67769,36084.986931562424,,81.84102,,0.12,0.12,0.0009999999,,5.4879564e-12,11
255325,4134,15.010175,0.0009999999,14.614787,61.762215771649736,-123.48389,,-541.1523,1296,142.67424,,,0.0009999999,0.15798357,0.0009999999,14.6643095,-0.12,inf,589815.3,,4134,541.1523,0.04,inf,-137.67424,36096.02175784111,,81.84102,,0.12,0.12,0.0009999999,,5.4853023e-12,11
255355,4135,14.029325,0.0009999999,14.614407,61.75453446191052,-122.06221,,-541.1523,1296,142.67047,,,0.0009999999,0.23896101,0.0009999999,14.664067,-0.12,inf,589942.4,,4135,541.1523,0.12,inf,-137.67047,36107.02591753006,,81.84102,,0.12,0.12,0.0009999999,,5.482649e-12,11
255372,4136,15.3578415,0.0009999999,14.614342,61.74371373307544,-113.239174,,-541.1523,1296,142.66457,,,0.0009999999,0.32004395,0.0009999999,14.663826,-0.12,inf,590060.6,,4136,541.1523,0.2,inf,-137.66457,36121.23014378548,,81.84102,,0.12,0.12,0.0009999999,,5.4799984e-12,11
255418,4137,14.853367,0.0009999999,14.614161,61.739908145999514,-140.48181,,-541.1523,1296,142.66524,,,0.0009999999,-0.001969844,0.0009999999,14.663584,-0.04,inf,590206.06,,4137,541.1523,-0.2,inf,-137.66524,36134.926728248596,,81.84102,,0.12,0.12,0.0009999999,,5.4773495e-12,11
255441,4138,14.068143,0.0009999999,14.613785,61.73054615756404,-104.349365,,-541.1523,1296,142.65718,,,0.0009999999,0.080487676,0.0009999999,14.663342,-0.04,inf,590315.44,,4138,541.1523,-0.12,inf,-137.65718,36150.563828229904,,81.84102,,0.12,0.12,0.0009999999,,5.4747023e-12,11
255457,4139,13.2044,0.0009999999,14.613206,61.71949746315535,-106.6657,,-541.1523,1296,142.6497,,,0.0009999999,0.16431853,0.0009999999,14.6631,-0.04,inf,590427.1,,4139,541.1523,-0.04,inf,-137.6497,36164.63417840004,,81.84102,,0.12,0.12,0.0009999999,,5.4720573e-12,11
255490,4140,11.268711,0.0009999999,14.612153,61.71256038647343,-129.13342,,-541.1523,1296,142.64764,,,0.0009999999,0.23859006,0.0009999999,14.662859,-0.04,inf,590561.25,,4140,541.1523,0.04,inf,-137.64764,36178.178760290146,,81.84102,,0.12,0.12,0.0009999999,,5.4694144e-12,11
255508,4141,13.843316,0.0009999999,14.611729,61.70200434677614,-112.59452,,-541.1523,1296,142.64159,,,0.0009999999,0.32069516,0.0009999999,14.662618,-0.04,inf,590678.8,,4141,541.1523,0.12,inf,-137.64159,36190.98425745964,,81.84102,,0.12,0.12,0.0009999999,,5.466773e-12,11
255551,4142,14.810612,0.0009999999,14.611534,61.69748913568324,-139.49924,,-541.1523,1296,142.64203,,,0.0009999999,0.4008975,0.0009999999,14.662376,-0.04,inf,590823.3,,4142,541.1523,0.2,inf,-137.64203,36203.182221889496,,81.84102,,0.12,0.12,0.0009999999,,5.4641335e-12,11
255565,4143,13.361135,0.0009999999,14.610993,61.685976345643255,-106.49377,,-541.1523,1296,142.63452,,,0.0009999999,0.07836491,0.0009999999,14.662134,0.04,inf,590934.8,,4143,541.1523,-0.2,inf,-137.63452,36215.0439581871,,81.84102,,0.12,0.12,0.0009999999,,5.4614963e-12,11
255578,4144,13.200599,0.0009999999,14.610409,61.6742277992278,-106.5073,,-541.1523,1296,142.627,,,0.0009999999,0.16088563,0.0009999999,14.661893,0.04,inf,591046.3,,4144,541.1523,-0.12,inf,-137.627,36226.693804740906,,81.84102,,0.12,0.12,0.0009999999,,5.458861e-12,11
255602,4145,12.388142,0.0009999999,14.6096325,61.66513872135103,-116.046036,,-541.1523,1296,142.62181,,,0.0009999999,0.23707472,0.0009999999,14.661652,0.04,inf,591167.4,,4145,541.1523,-0.04,inf,-137.62181,36238.270569086075,,81.84102,,0.12,0.12,0.0009999999,,5.456227e-12,11
255618,4146,11.776435,0.0009999999,14.608707,61.65412445730825,-112.40139,,-541.1523,1296,142.6157,,,0.0009999999,0.31901163,0.0009999999,14.66141,0.04,inf,591284.75,,4146,541.1523,0.04,inf,-137.6157,36250.25995159149,,81.84102,,0.12,0.12,0.0009999999,,5.453595e-12,11
255645,4147,14.875716,0.0009999999,14.608531,61.64576802507837,-124.1588,,-541.1523,1296,142.61247,,,0.0009999999,0.40190074,0.0009999999,14.66117,0.04,inf,591413.94,,4147,541.1523,0.12,inf,-137.61247,36261.96833848953,,81.84102,,0.12,0.12,0.0009999999,,5.450965e-12,11
255674,4148,10.98768,0.0009999999,14.607416,61.637897782063646,-125.398094,,-541.1523,1296,142.60954,,,0.0009999999,0.47817698,0.0009999999,14.660929,0.04,inf,591544.4,,4148,541.1523,0.2,inf,-137.60954,36273.57442069054,,81.84102,,0.12,0.12,0.0009999999,,5.4483375e-12,11
255694,4149,13.862805,0.0009999999,14.606997,61.62786213545433,-115.96273,,-541.1523,1296,142.60432,,,0.0009999999,0.16176744,0.0009999999,14.660687,0.12,inf,591665.3,,4149,541.1523,-0.2,inf,-137.60432,36284.954297065735,,81.84102,,0.12,0.12,0.0009999999,,5.445711e-12,11
255709,4150,13.301804,0.0009999999,14.6064415,61.6166265060241,-104.22349,,-541.1523,1296,142.59627,,,0.0009999999,0.23683016,0.0009999999,14.660446,0.12,inf,591774.5,,4150,541.1523,-0.12,inf,-137.59627,36296.45098257065,,81.84102,,0.12,0.12,0.0009999999,,5.4430874e-12,11
255731,4151,11.560101,0.0009999999,14.605467,61.6070826306914,-114.204254,,-541.1523,1296,142.59064,,,0.0009999999,0.32127923,0.0009999999,14.660206,0.12,inf,591893.75,,4151,541.1523,-0.04,inf,-137.59064,36307.57235169411,,81.84102,,0.12,0.12,0.0009999999,,5.4404645e-12,11
255751,4152,14.5232115,0.0009999999,14.605206,61.597061657032754,-115.64894,,-541.1523,1296,142.58536,,,0.0009999999,0.3971888,0.0009999999,14.659965,0.12,inf,592014.4,,4152,541.1523,0.04,inf,-137.58536,36318.66456222534,,81.84102,,0.12,0.12,0.0009999999,,5.437845e-12,11
255788,4153,13.711673,0.0009999999,14.604751,61.591138935709125,-122.14155,,-541.1523,1296,142.58163,,,0.0009999999,0.47852367,0.0009999999,14.659724,0.12,inf,592141.5,,4153,541.1523,0.12,inf,-137.58163,36333.807938575745,,81.84102,,0.12,0.12,0.0009999999,,5.435227e-12,11
255810,4154,13.496439,0.0009999999,14.604242,61.58160808858931,-114.26603,,-541.1523,1296,142.576,,,0.0009999999,0.56127715,0.0009999999,14.659483,0.12,inf,592260.75,,4154,541.1523,0.2,inf,-137.576,36347.26907110214,,81.84102,,0.12,0.12,0.0009999999,,5.4326105e-12,11
255841,4155,14.283596,0.0009999999,14.603925,61.57424789410349,-126.30995,,-541.1523,1296,142.5733,,,0.0009999999,0.2400137,0.0009999999,14.659243,0.2,inf,592392.06,,4155,541.1523,-0.2,inf,-137.5733,36361.864590168,,81.84102,,0.12,0.12,0.0009999999,,5.429996e-12,11
255865,4156,14.32162,0.0009999999,14.603615,61.565206929740135,-104.45469,,-541.1523,1296,142.56532,,,0.0009999999,0.31978208,0.0009999999,14.659001,0.2,inf,592501.5,,4156,541.1523,-0.12,inf,-137.56532,36374.93320298195,,81.84102,,0.12,0.12,0.0009999999,,5.427383e-12,11
255890,4157,10.410779,0.0009999999,14.602366,61.556410873225886,-118.7894,,-541.1523,1296,142.56084,,,0.0009999999,0.39885807,0.0009999999,14.658761,0.2,inf,592625.4,,4157,541.1523,-0.04,inf,-137.56084,36388.258202552795,,81.84102,,0.12,0.12,0.0009999999,,5.424772e-12,11
255913,4158,13.828261,0.0009999999,14.601938,61.54713804713805,-104.427666,,-541.1523,1296,142.55286,,,0.0009999999,0.47837085,0.0009999999,14.658521,0.2,inf,592734.75,,4158,541.1523,0.04,inf,-137.55286,36401.20463848114,,81.84102,,0.12,0.12,0.0009999999,,5.422163e-12,11
255938,4159,14.988084,0.0009999999,14.601795,61.53835056503967,-118.78931,,-541.1523,1296,142.54834,,,0.0009999999,0.56066537,0.0009999999,14.65828,0.2,inf,592858.56,,4159,541.1523,0.12,inf,-137.54834,36413.1796708107,,81.84102,,0.12,0.12,0.0009999999,,5.4195563e-12,11
255953,4160,14.901101,0.0009999999,14.601624,61.527163461538464,-108.27728,,-541.1523,1296,142.54132,,,0.0009999999,0.6401269,0.0009999999,14.65804,0.2,inf,592971.9,,4160,541.1523,0.2,inf,-137.54132,36424.78081178665,,81.84102,,0.12,0.12,0.0009999999,,5.4169507e-12,11
255973,4161,13.727206,0.0009999999,14.601177,61.51718336938236,-116.09297,,-541.1523,1296,142.53615,,,0.0009999999,-0.081955045,0.0009999999,14.6578,-0.2,inf,593092.94,,4161,541.1523,-0.2,inf,-137.53615,36436.788075208664,,81.84102,,0.12,0.2,0.0009999999,,5.414347e-12,11
256017,4162,12.584325,0.0009999999,14.600448,61.51297453147525,-125.68128,,-541.1523,1296,142.53331,,,0.0009999999,0.003704451,0.0009999999,14.657559,-0.2,inf,593223.6,,4162,541.1523,-0.12,inf,-137.53331,36448.74381637573,,81.84102,,0.12,0.2,0.0009999999,,5.4117457e-12,11
256044,4163,11.427114,0.0009999999,14.599449,61.504684122027385,-115.16476,,-541.1523,1296,142.52792,,,0.0009999999,0.079461016,0.0009999999,14.657319,-0.2,inf,593343.75,,4163,541.1523,-0.04,inf,-137.52792,36460.491835832596,,81.84102,,0.12,0.2,0.0009999999,,5.4091467e-12,11
256055,4164,14.075616,0.0009999999,14.599078,61.49255523535062,-103.57774,,-541.1523,1296,142.51978,,,0.0009999999,0.16168338,0.0009999999,14.657079,-0.2,inf,593452.4,,4164,541.1523,0.04,inf,-137.51978,36471.982583761215,,81.84102,,0.12,0.2,0.0009999999,,5.4065485e-12,11
256079,4165,10.210696,0.0009999999,14.59779,61.48355342136855,-116.33242,,-541.1523,1296,142.51468,,,0.0009999999,0.23727864,0.0009999999,14.656838,-0.2,inf,593573.6,,4165,541.1523,0.12,inf,-137.51468,36483.697692871094,,81.84102,,0.12,0.2,0.0009999999,,5.403952e-12,11
256095,4166,13.022389,0.0009999999,14.597169,61.472635621699474,-107.92688,,-541.1523,1296,142.50758,,,0.0009999999,0.31961244,0.0009999999,14.656598,-0.2,inf,593686.6,,4166,541.1523,0.2,inf,-137.50758,36495.24902868271,,81.84102,,0.12,0.2,0.0009999999,,5.401358e-12,11
