LQGsigma_higher,ReturnMean,Regret,Regret/t,LQGmu1_higher,LQGmu1_actor,ReturnLastEpisode
0.14999999,0.9856342481005114,0.16053871312708168,0.16053871312708168,-1.0,-1.221085,17.18946128687292
0.14999999,0.9901286503859141,0.16431267453931753,0.08215633726965876,-0.97979796,-0.8034278,17.346226038587766
0.14999999,0.9906767697860571,0.21779140479349124,0.07259713493116375,-0.959596,-0.88161945,17.296521269745828
0.14999999,0.989968996129867,0.33976282998047935,0.08494070749511984,-0.93939394,-0.9672368,17.228028574813013
0.14999999,0.9903246548045324,0.39369010104478264,0.07873802020895652,-0.9191919,-0.8842957,17.296072728935698
0.14999999,0.9908393068917777,0.4185749268443857,0.06976248780739762,-0.8989899,-0.83190215,17.3251151742004
0.14999999,0.9915157799423089,0.4057535846429339,0.05796479780613341,-0.8787879,-0.7596496,17.362821342201453
0.14999999,0.9917864481647001,0.42595475206105604,0.053244344007632005,-0.85858583,-0.8261831,17.32979883258188
0.14999999,0.9921201731591274,0.4268176209433783,0.04742418010481981,-0.83838385,-0.7615582,17.34913713111768
0.14999999,0.992044890750793,0.4873710530616968,0.04873710530616968,-0.8181818,-0.89643896,17.289446567881683
0.14999999,0.9923645728339646,0.4747803475322243,0.043161849775656756,-0.7979798,-0.77771986,17.362590705529474
0.14999999,0.9924455904916606,0.5009868219052578,0.041748901825438146,-0.7777778,-0.80420995,17.323793525626968
0.14999999,0.9929757483966574,0.422538323509837,0.03250294796229515,-0.75757575,-0.56714714,17.428448498395422
0.14999999,0.9926881409841499,0.5252634973099646,0.03751882123642604,-0.7373737,-0.94806695,17.247274826199874
0.14999999,0.992910686821583,0.5045643274739042,0.03363762183159361,-0.7171717,-0.7830964,17.37069916983606
0.14999999,0.993077022997583,0.4917875027544376,0.03073671892215235,-0.6969697,-0.76094925,17.362776824719468
0.14999999,0.9931095033087443,0.5128944590235278,0.030170262295501637,-0.67676765,-0.76582754,17.32889304373091
0.14999999,0.993260624200019,0.49562485113008137,0.02753471395167119,-0.65656567,-0.5382138,17.367269607893448
0.14999999,0.993332709917533,0.4992732417263248,0.02627753903822762,-0.6363636,-0.82187223,17.346351609403758
0.14999999,0.9935138801135871,0.4623586163808717,0.023117930819043585,-0.61616164,-0.6176578,17.386914625345455
0.14999999,0.9936283102968634,0.4435676368767858,0.021122268422704087,-0.5959596,-0.68090904,17.368790979504087
0.14999999,0.9938692111782553,0.3722610551270371,0.01692095705122896,-0.57575756,-0.57765406,17.42130658174975
0.14999999,0.9935639940774158,0.5116106956670272,0.022243943289870748,-0.5555556,-0.33004335,17.21065035946001
0.14999999,0.9935226711795226,0.5511507510990619,0.022964614629127578,-0.53535354,-0.3872894,17.310459944567967
0.14999999,0.9932793916065347,0.6801852595509175,0.0272074103820367,-0.5151515,-0.29950726,17.220965491548146
0.14999999,0.9934523771684944,0.6289540967179583,0.024190542181459936,-0.4949495,-0.6685255,17.40123116283296
0.14999999,0.993620224566241,0.5741086562485123,0.021263283564759712,-0.47474748,-0.64783347,17.404845440469447
0.14999999,0.9937263651949595,0.5435413479974862,0.019412190999910223,-0.45454547,-0.6280032,17.380567308251027
0.14999999,0.9938292268331496,0.5109302368663649,0.01761828402987465,-0.43434343,-0.7100568,17.382611111131123
0.14999999,0.9939569927965255,0.46170136885792346,0.015390045628597448,-0.41414142,-0.64054257,17.399228868008443
0.14999999,0.9940695137223178,0.4162581011662212,0.013427680682781329,-0.3939394,-0.5388138,17.395443267691704
0.14999999,0.9940664065520806,0.43141983141493867,0.013481869731716833,-0.37373737,-0.4409855,17.334838269751284
0.14999999,0.9942240136070237,0.3541956888857385,0.010733202693507226,-0.35353535,-0.50849056,17.4272241425292
0.14999999,0.9942660870666353,0.3399810129679892,0.009999441557882035,-0.33333334,-0.5018128,17.36421467591775
0.14999999,0.9942156578145269,0.38076247001286845,0.010878927714653383,-0.3131313,-0.35690114,17.309218542955122
0.14999999,0.9943184593674093,0.3270984707658009,0.009086068632383358,-0.2929293,-0.50428116,17.40366399924707
0.14999999,0.9923302534621389,1.6191340459510393,0.043760379620298356,-0.27272728,-0.09529215,16.057964424814763
0.14999999,0.9923012821090743,1.6820943206743557,0.0442656400177462,-0.25252524,-0.3772601,17.287039725276685
0.14999999,0.9916358887135485,2.1789339325929475,0.055870100835716606,-0.23232323,-0.21267264,16.85316038808141
0.14999999,0.9915892877495569,2.2673128659091404,0.05668282164772851,-0.21212122,-0.34452298,17.26162106668381
0.14999999,0.991261586764603,2.5583149998383448,0.06239792682532548,-0.1919192,-0.2390635,17.058997866070797
0.14999999,0.9883859182172372,4.727082624238204,0.1125495862913858,-0.17171717,-0.0799175,15.181232375600143
0.14999999,0.9786291113172555,12.156456840963857,0.2827082986270664,-0.15151516,-0.0060817003,9.920625783274348
0.14999999,0.9772539365327436,13.49441926223391,0.3066913468689525,-0.13131313,-0.114832096,16.01203757872995
0.14999999,0.9771347176297976,13.894673604134846,0.3087705245363299,-0.11111111,-0.21425858,16.949745658099065
