LQGmu1_actor,ReturnMean,Regret/t,LQGmu1_higher,Regret,LQGsigma_higher,ReturnLastEpisode
-1.2107719,0.9861508347041186,0.15152944276017166,-1.0,0.15152944276017166,0.14999999,17.19847055723983
-1.194314,0.9857384692203217,0.15872109679759028,-0.97979796,0.31744219359518056,0.14999999,17.184087249164993
-1.1269941,0.9857896804325964,0.15782797325552048,-0.959596,0.47348391976656146,0.14999999,17.19395827382862
-0.94979936,0.9865936878692353,0.1438060835605377,-0.93939394,0.5752243342421508,0.14999999,17.248259585524412
-0.85757357,0.9877231299039115,0.12410861447578299,-0.9191919,0.6205430723789149,0.14999999,17.304681261863237
-0.90045786,0.9882335789657447,0.11520638283741391,-0.8989899,0.6912382970244835,0.14999999,17.279304775354433
-0.89787686,0.988657581038577,0.10781178668721836,-0.8787879,0.7546825068105285,0.14999999,17.286555790213956
-0.9159025,0.9888705400760134,0.10409778107432865,-0.85858583,0.8327822485946292,0.14999999,17.2719002582159
-1.0090616,0.9885526472007626,0.1096418328187,-0.83838385,0.9867764953683,0.14999999,17.19600575322633
-0.8060191,0.9891268756048991,0.09962728945056191,-0.8181818,0.9962728945056192,0.14999999,17.340503600862682
-0.5850923,0.9897302588332422,0.08910428594825798,-0.7979798,0.9801471454308377,0.14999999,17.366125749074783
-0.67421514,0.9904629128091879,0.07632680060776338,-0.7777778,0.9159216072931606,0.14999999,17.41422553813768
-0.9237757,0.9904540319373016,0.07648168301345876,-0.75757575,0.9942618791749638,0.14999999,17.2716597281182
-0.71263933,0.9909555366685918,0.06773544049975808,-0.7373737,0.948296166996613,0.14999999,17.395965712178352
-0.78736436,0.9912324788011762,0.06290556970748871,-0.7171717,0.9435835456123307,0.14999999,17.354712621384284
-0.6250131,0.9914491577849622,0.05912668823025968,-0.6969697,0.9460270116841549,0.14999999,17.347556533928177
-0.5482762,0.9917407340526031,0.05404159812260127,-0.67676765,0.9187071680842216,0.14999999,17.377319843599935
-0.63355994,0.9920617816310489,0.048442528354507845,-0.65656567,0.8719655103811412,0.14999999,17.396741657703082
-0.4588186,0.9922171478733426,0.045732941088905854,-0.6363636,0.8689258806892113,0.14999999,17.35303962969193
-0.7345276,0.992468152426462,0.04135542168250232,-0.61616164,0.8271084336500465,0.14999999,17.391817447039166
-0.77534056,0.9926042941304322,0.03898111036526432,-0.5959596,0.8186033176705507,0.14999999,17.358505115979497
-0.4615634,0.9927746534904499,0.03601004312655624,-0.57575756,0.7922209487842373,0.14999999,17.376382368886315
-0.70122075,0.9929694247343571,0.03261323263281491,-0.5555556,0.7501043505547429,0.14999999,17.392116598229496
-0.49480575,0.993169772914368,0.029119160373425323,-0.53535354,0.6988598489622078,0.14999999,17.401244501592537
-0.45751008,0.9932177135182593,0.028283076241561674,-0.5151515,0.7070769060390418,0.14999999,17.341782942923167
-0.5254286,0.9933690851332109,0.025643155276806915,-0.4949495,0.6667220371969798,0.14999999,17.390354868842063
-0.6245496,0.9934989548528007,0.023378227367160512,-0.47474748,0.6312121389133338,0.14999999,17.385509898283647
-0.5973778,0.9936895310797402,0.02005457796933349,-0.45454547,0.5615281831413377,0.14999999,17.419683955771998
-0.33085617,0.9933610945791881,0.025782510538962418,-0.43434343,0.7476928056299101,0.14999999,17.16383537751143
-0.38210884,0.9932804242868747,0.027189400436907835,-0.41414142,0.8156820131072351,0.14999999,17.282010792522676
-0.5084091,0.9934032748385688,0.025046886815363132,-0.3939394,0.7764534912762571,0.14999999,17.38922852183098
-0.27338648,0.9930729702026649,0.030807399665526036,-0.37373737,0.9858367892968332,0.14999999,17.140616701979425
-0.5407192,0.9932115699117163,0.02839022073966969,-0.35353535,0.9368772844090998,0.14999999,17.398959504887735
-0.5150467,0.993298843649073,0.026868166760168153,-0.33333334,0.9135176698457173,0.14999999,17.373359614563384
-0.33325154,0.9931735147221188,0.029053903246250862,-0.3131313,1.0168866136187802,0.14999999,17.24663105622694
-0.3578176,0.9930042237234861,0.03200633826240424,-0.2929293,1.1522281774465526,0.14999999,17.21465843617223
-0.24636996,0.9925573587519922,0.039799663365255415,-0.27272728,1.4725875445144503,0.14999999,17.029640632932104
-0.51826787,0.9926770539824633,0.03771217854584049,-0.25252524,1.4330627847419386,0.14999999,17.389524759772513
-0.2980102,0.9924694851989176,0.04133217813087761,-0.23232323,1.611954947104227,0.14999999,17.171107837637713
-0.4138108,0.9925571149240815,0.039803915724019576,-0.21212122,1.5921566289607831,0.14999999,17.369798318143445
-0.1082761,0.9903718115041535,0.07791560736756215,-0.1919192,3.194539902070048,0.14999999,15.747616726890737
-0.41885224,0.9904104245093939,0.07724219655616854,-0.17171717,3.2441722553590786,0.14999999,17.30036764671097
-0.11008262,0.9889245606371768,0.10315566248763341,-0.15151516,4.435693486968237,0.14999999,16.158478768390843
-0.040434167,0.9833455471690151,0.20045365737237344,-0.13131313,8.819960924384432,0.14999999,12.965732562583806
0.26857567,0.9722578328965293,0.3938233942845249,-0.11111111,17.72205274280362,0.14999999,8.447908181580816
0.006293513,0.9627584380598992,0.559492840235353,-0.09090909,25.736670650826234,0.14999999,9.335382091977387
0.031366125,0.9533724313172927,0.7231847978264141,-0.07070707,33.989685497841464,0.14999999,9.096985152984772
0.07790504,0.9443206585790712,0.8810477143809953,-0.05050505,42.29029029028777,0.14999999,9.049395207553696
-0.28508,0.9451374397947309,0.8668030499798912,-0.030303031,42.47334944901467,0.14999999,17.166940841273103
0.1887625,0.9363037766177311,1.0208621357867662,-0.01010101,51.04310678933831,0.14999999,8.780242659676361
0.1603577,0.927918042694825,1.1671093354022497,0.01010101,59.52257610551473,0.14999999,8.870530683823583
-0.2520293,0.9287840945291941,1.1520053914108546,0.030303031,59.90428035336444,0.14999999,16.968295752150294
-0.23582292,0.9296775945479363,1.1364227510839913,0.05050505,60.23040580745153,0.14999999,17.023874545912907
-0.28448558,0.9305648883578618,1.1209483470388901,0.07070707,60.53121074010007,0.14999999,17.049195067351462
0.15852982,0.9228989021475824,1.2546431465461612,0.09090909,69.00537306003886,0.14999999,8.875837680061204
-0.12917131,0.9230770277954187,1.2515366352478967,0.11111111,70.08605157388222,0.14999999,16.26932148615665
0.1328102,0.9158800183701533,1.377052479624525,0.13131313,78.49199133859793,0.14999999,8.944060235284287
0.11779867,0.9089650435161237,1.4976496410788014,0.15151516,86.86367918257048,0.14999999,8.978312156027442
0.025747001,0.9024131566960024,1.6119145472217165,0.17171717,95.10295828608128,0.14999999,9.110720896489212
0.15534993,0.8958638826303227,1.726133886927172,0.1919192,103.56803321563032,0.14999999,8.88492507045095
0.36498958,0.8885957679308211,1.8528898072864797,0.21212122,113.02627824447526,0.14999999,7.891754971155058
